Date,INMD,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-05-22,1.0,-1.1712155032467533,-0.8758116883116883,-0.736911525974026,-1.2891639610389611,-0.0,0.0
2020-05-26,1.0,-1.173592765698029,-0.8735521235521235,-0.7367913025807763,-1.2963320463320465,-0.0,0.0
2020-05-27,1.0,-1.1784371506960676,-0.8621583172441826,-0.7490600548724724,-1.291128950309928,-0.0,0.0
2020-05-28,1.0,-1.1954852814072905,-0.8348162082464793,-0.7630281153083532,-1.2907621129696476,-0.0,0.0
2020-05-29,1.0,-1.2211990996521382,-0.794096582770616,-0.7863720073664825,-1.3138940045017395,-0.0,0.0
2020-06-01,1.0,-1.2208695652173913,-0.7949360613810741,-0.7856265984654731,-1.3136572890025575,-0.0,0.0
2020-06-02,1.0,-1.2208297099595888,-0.7954371067573789,-0.7859225535833035,-1.3132129520691596,-0.0,0.0
2020-06-03,1.0,-1.220613810741688,-0.7953452685421994,-0.7865984654731457,-1.3124808184143222,-0.0,0.0
2020-06-04,1.0,-1.220841006752609,-0.7962451401677922,-0.7850419480253735,-1.31353591160221,-0.0,0.0
2020-06-05,1.0,-1.2113375665710775,-0.8036665301106104,-0.7782158951249487,-1.3275809094633346,-0.0,0.0
2020-06-08,1.0,-1.2135723431498078,-0.7677848911651728,-0.8208962868117797,-1.3193854033290653,-0.0,0.0
2020-06-09,1.0,-1.2151743203808938,-0.7643475144627041,-0.8223007218553218,-1.3177187324015769,-0.0,0.0
2020-06-10,1.0,-1.2118648413064657,-0.7743424088601752,-0.8136696918422807,-1.3275393529200634,-0.0,0.0
2020-06-11,1.0,-1.2098543888433144,-0.7791735028712059,-0.8095262510254307,-1.32859926168991,-0.0,0.0
2020-06-12,1.0,-1.185678937534717,-0.7398373983739837,-0.8357824572034539,-1.2884411452810178,-0.0,0.0
2020-06-15,1.0,-1.186118122160525,-0.7341241797072185,-0.839525492175669,-1.288187783947501,-0.0,0.0
2020-06-16,1.0,-1.1894455375611726,-0.7263508400181625,-0.8354775238383533,-1.2939306795822612,-0.0,0.0
2020-06-17,1.0,-1.1860898468976633,-0.7216458501208703,-0.8353646253021757,-1.2931103948428686,-0.0,0.0
2020-06-18,1.0,-1.1856365834004836,-0.7228545527800161,-0.8347099113618051,-1.2931103948428686,-0.0,0.0
2020-06-19,1.0,-1.185229963226034,-0.7232381240239787,-0.8355750340033248,-1.2934360989370812,-0.0,0.0
2020-06-22,1.0,-1.186205854199204,-0.7234117587787797,-0.8329890674593178,-1.2954305002770923,-0.0,0.0
2020-06-23,1.0,-1.1835809619743136,-0.7223873079828759,-0.8328884411986904,-1.2977083857970284,-0.0,0.0
2020-06-24,1.0,-1.1823126510878323,-0.7226027397260274,-0.8341055600322321,-1.2972401289282836,-0.0,0.0
2020-06-25,1.0,-1.1781427351715132,-0.7127216111697052,-0.8381799005574808,-1.293305208176385,-0.0,0.0
2020-06-26,1.0,-1.1865773164710032,-0.7045901143749684,-0.8420416183806116,-1.3053358190154685,-0.0,0.0
2020-06-29,1.0,-1.1804382790510657,-0.6992360273421793,-0.8453960595094491,-1.3010655408122234,-0.0,0.0
2020-06-30,1.0,-1.192907444668008,-0.6733400402414487,-0.8596579476861167,-1.3042756539235414,-0.0,0.0
2020-07-01,1.0,-1.1891172185097723,-0.6740189921117419,-0.8502738280661206,-1.310958147013013,-0.0,0.0
2020-07-02,1.0,-1.1784620021095986,-0.6904917374051938,-0.84424129790547,-1.3096589482143757,-0.0,0.0
2020-07-06,1.0,-1.1795489930189342,-0.6909748380292301,-0.8427000150670483,-1.3090753854653205,-0.0,0.0
2020-07-07,1.0,-1.1822065845689873,-0.6891178688112591,-0.8449359135461172,-1.3101281729077658,-0.0,0.0
2020-07-08,1.0,-1.1840873634945397,-0.6917115394293191,-0.8417291530370892,-1.3149313069296966,-0.0,0.0
2020-07-09,1.0,-1.1783971424259194,-0.69331388036424,-0.8405695024400061,-1.318609448105851,-0.0,0.0
2020-07-10,1.0,-1.1699036472784141,-0.7130605861877617,-0.8295918882106645,-1.332139433990819,-0.0,0.0
2020-07-13,1.0,-1.1888394662353416,-0.7015770319450061,-0.8344621916700363,-1.3297108774767492,-0.0,0.0
2020-07-14,1.0,-1.1699182839632278,-0.7080183861082737,-0.825076608784474,-1.404239019407559,-0.0,0.0
2020-07-15,1.0,-1.1751956342668863,-0.713086902800659,-0.8383957990115322,-1.421591845140033,-0.0,0.0
2020-07-16,1.0,-1.1725381128965802,-0.72110630407911,-0.8360115368768026,-1.4207869798104655,-0.0,0.0
2020-07-17,1.0,-1.1699881559297596,-0.7211493897729028,-0.8363458468510222,-1.422112364179412,-0.0,0.0
2020-07-20,1.0,-1.171310842132372,-0.7213494720576874,-0.8350244656193665,-1.4229204223538503,-0.0,0.0
2020-07-21,1.0,-1.1622845382042708,-0.7280679187033702,-0.829174170311294,-1.425829688705943,-0.0,0.0
2020-07-22,1.0,-1.1804623800185778,-0.7124058210341625,-0.843430694602126,-1.4241923831148724,-0.0,0.0
2020-07-23,1.0,-1.1809814364755158,-0.7176689590981953,-0.8481824292879674,-1.4241170691349085,-0.0,0.0
2020-07-24,1.0,-1.159067464410976,-0.7452032184856612,-0.8298947802764596,-1.4236641221374045,-0.0,0.0
2020-07-27,1.0,-1.160499561335604,-0.745368220054704,-0.831243226505651,-1.4236465913196057,-0.0,0.0
2020-07-28,1.0,-1.1635772189807403,-0.7414158103991325,-0.8273867919657149,-1.4310424949656633,-0.0,0.0
2020-07-29,1.0,-1.139932598963835,-0.7283335848297371,-0.7687239072481263,-1.392937980986872,-0.0,0.0
2020-07-30,1.0,-1.125161611138737,-0.7332173048234709,-0.7477871705619096,-1.3664843361511685,-0.0,0.0
2020-07-31,1.0,-1.1276870376805839,-0.7293848979794469,-0.7476046269175396,-1.3598272352678349,-0.0,0.0
2020-08-03,1.0,-1.1141126229019764,-0.7419803356837819,-0.7536994736319396,-1.3559936438573839,-0.0,0.0
2020-08-04,1.0,-1.1062262004846446,-0.7393798526284556,-0.7442757529301222,-1.3554720340240345,-0.0,0.0
2020-08-05,1.0,-1.1091098025632145,-0.7373942302934338,-0.7451135632638923,-1.3566727695581178,-0.0,0.0
2020-08-06,1.0,-1.1127897761046166,-0.7243411927877947,-0.753863681394888,-1.3606102635228847,-0.0018327719437289478,0.0
2020-08-07,1.0,-1.1014298480786417,-0.7253996623969814,-0.7661602621388145,-1.343511071393109,-0.028199781550987988,0.0
2020-08-10,1.0,-1.091536361379995,-0.7324894514767932,-0.7621245966741127,-1.3429138744105238,-0.03494663688260115,0.0
2020-08-11,1.0,-1.0983402902007553,-0.7341482806599086,-0.7681375472073146,-1.34257602862254,-0.0259391771019678,0.0
2020-08-12,1.0,-1.0899657415222679,-0.7357132217864059,-0.7524949108783079,-1.3478973238667395,-0.038925574698376444,0.0
2020-08-13,1.0,-1.0820029747149231,-0.7474962816063461,-0.7317798710956868,-1.345513138324244,-0.051065939514129896,0.0
2020-08-14,1.0,-1.0701918808267152,-0.7404922803729098,-0.7259409066245746,-1.3309327677206138,-0.06511123168746609,0.0
2020-08-17,1.0,-1.0632991394817441,-0.7696047450046185,-0.6957071320919831,-1.2908260002917011,-0.04224804317176333,0.0
2020-08-18,1.0,-1.0581053037980792,-0.780416003088654,-0.6959123594421118,-1.2664929298779015,-0.02504705371362386,0.0
2020-08-19,1.0,-1.0578528347406515,-0.7793003618817853,-0.6969843184559711,-1.265428226779252,-0.02552472858866104,0.0
2020-08-20,1.0,-1.0403735632183908,-0.76661877394636,-0.685919540229885,-1.253256704980843,-0.04305555555555555,0.0
2020-08-21,1.0,-1.0403919694072659,-0.7589388145315488,-0.7085564053537285,-1.2489005736137668,-0.02323135755258126,0.0
2020-08-24,1.0,-1.0355060690050655,-0.7716238172608239,-0.6965019592850998,-1.245292937016152,-0.029771576029819363,0.0
2020-08-25,1.0,-1.0364200477326968,-0.7641527446300717,-0.7072076372315036,-1.2412410501193318,-0.024248210023866353,0.0
2020-08-26,1.0,-1.0384376641359883,-0.7641694122141048,-0.7074440147065845,-1.2417514205223703,-0.023062598481592894,0.0
2020-08-27,1.0,-1.021585819117507,-0.7728009148956447,-0.7039931382826647,-1.2335842942914323,-0.033069665491279904,0.0
2020-08-28,1.0,-1.018947869554868,-0.7770054748869317,-0.7014996429421567,-1.2316115210664127,-0.03165912877886218,0.0
2020-08-31,1.0,-1.0222476299366394,-0.775951598304035,-0.7065885379448335,-1.2332904578152541,-0.02591586870563575,0.0
2020-09-01,1.0,-1.022053920167667,-0.7782699818995904,-0.703010383919215,-1.234114508907307,-0.025816900066685723,0.0
2020-09-02,1.0,-1.0109151572926598,-0.7663965681601526,-0.7044327931363203,-1.236081982840801,-0.048570066730219255,0.0
2020-09-03,1.0,-1.016525730852863,-0.7471369896110172,-0.7095433679632762,-1.2720947088668761,-0.08673592655230733,0.0
2020-09-04,1.0,-0.9623887453344817,-0.752895013876926,-0.6587233228060102,-1.2831371423102689,-0.12800267968226625,0.0
2020-09-08,1.0,-0.9670003352650989,-0.7556875329278222,-0.6606638248958284,-1.277503711863595,-0.12869390296470137,0.0
2020-09-09,1.0,-0.9441268933981138,-0.7659331237496428,-0.6275602553110413,-1.2740306754310755,-0.15161474707059158,0.0
2020-09-10,1.0,-0.9376307282753376,-0.764926792165811,-0.6196995626544971,-1.2731983266780758,-0.1583000570450656,0.0
2020-09-11,1.0,-0.8936646310195329,-0.7603375134026386,-0.5892033005454291,-1.2426926483613816,-0.1758426180597641,0.0
2020-09-14,1.0,-0.8933376786628799,-0.753619814702733,-0.5876903021555938,-1.239350062852088,-0.18171237022207737,0.0
2020-09-15,1.0,-0.8835406609728926,-0.7627645748236168,-0.5809970293353138,-1.228601930932046,-0.1857593761604159,0.0
2020-09-16,1.0,-0.8859347401691922,-0.7533234173096588,-0.584828483778005,-1.2291066282420748,-0.19494282792600168,0.0
2020-09-17,1.0,-0.8882585445245292,-0.7518716577540108,-0.5863752615670774,-1.2299465240641712,-0.19353638688677052,0.0
2020-09-18,1.0,-0.8764705882352941,-0.7521074571560907,-0.5801760074108384,-1.2183881426586383,-0.20463177396943028,0.0
2020-09-21,1.0,-0.8730327717089428,-0.7555545269394556,-0.5828550268468802,-1.2133401221995925,-0.2040825773004999,0.0
2020-09-22,1.0,-0.8739519155047019,-0.7537870014360495,-0.5869273173669338,-1.211006624357252,-0.20674480011117805,0.0
2020-09-23,1.0,-0.8681639268349155,-0.7523037740217643,-0.5895346144940958,-1.2084741838388515,-0.2122713591109053,0.0
2020-09-24,1.0,-0.8575389307333303,-0.7327295411487454,-0.5776073194399519,-1.2160713460560972,-0.23691141814149072,0.0
2020-09-25,1.0,-0.8570768235185356,-0.7340759914948692,-0.5784875658685403,-1.214847000092447,-0.2378200979938985,0.0
2020-09-28,1.0,-0.8354788642381082,-0.7360540491189628,-0.562631242581941,-1.1901305578380352,-0.24071030767826165,0.0
2020-09-29,1.0,-0.8382821750614811,-0.7252937425995082,-0.5551052008379633,-1.1895892157755716,-0.24587849530922673,0.0
2020-09-30,1.0,-0.8369659189152295,-0.7277153387632525,-0.5533512308322337,-1.1881057469172318,-0.2440733494107476,0.0
2020-10-01,1.0,-0.8367513982993043,-0.7242508298849529,-0.552498749488427,-1.1871674776044747,-0.2466463553271793,0.0
2020-10-02,1.0,-0.8382901318781264,-0.7236016371077763,-0.5522055479763528,-1.1875852660300135,-0.24579354251932695,0.0
2020-10-05,1.0,-0.8315799020497007,-0.7257845093415564,-0.5454834028659532,-1.1833393796481047,-0.24859423181570833,0.0
2020-10-06,1.0,-0.838889890070283,-0.7144981077671653,-0.5514056586772391,-1.1725536132636512,-0.22796900342404036,0.0
2020-10-07,1.0,-0.8328311221047898,-0.7203957724308523,-0.549943782325163,-1.164245558803688,-0.22995277715313697,0.0
2020-10-08,1.0,-0.8345162159734075,-0.7149402569400772,-0.5544425478393675,-1.1626987692031263,-0.2254065223250382,0.0
2020-10-09,1.0,-0.8338346877385174,-0.7171912180667175,-0.5542585192834374,-1.1642796210658644,-0.22013199838369324,0.0
2020-10-12,1.0,-0.8317853457172342,-0.7162920087943644,-0.5505002916498406,-1.1595100282675999,-0.22883295194508008,0.0
2020-10-13,1.0,-0.8152515018380705,-0.7263516542634268,-0.5511969873576616,-1.1546220747780866,-0.2356316686093428,0.0
2020-10-14,1.0,-0.8229949170077819,-0.7292969277135531,-0.5635823849579417,-1.1518150330619406,-0.23053393909405784,0.0
2020-10-15,1.0,-0.8225958728588769,-0.7283639796790001,-0.5627388391853617,-1.150968844130738,-0.23112889448365778,0.0
2020-10-16,1.0,-0.8238626146376551,-0.7257687466283043,-0.5651861176047474,-1.1510070131271353,-0.22967991368458912,0.0
2020-10-19,1.0,-0.8223628124018486,-0.7288105173419481,-0.5750886166823709,-1.1458249203571587,-0.21478889038452909,0.0
2020-10-20,1.0,-0.7915617675145412,-0.7222849205660213,-0.5600746592586162,-1.0799114506467575,-0.1867783661776196,0.0
2020-10-21,1.0,-0.7891085674644467,-0.7168747832119319,-0.5601803676725633,-1.0800815123135623,-0.189559486645855,0.0
2020-10-22,1.0,-0.7902303828165599,-0.7117183440152434,-0.5579421444656159,-1.0831889831976445,-0.1873809111380565,0.0
2020-10-23,1.0,-0.7926422852196494,-0.7071629517420472,-0.5635576714996754,-1.0802423717809997,-0.18450551828608527,0.0
2020-10-26,1.0,-0.7775404724274912,-0.7030455768655759,-0.5446157789073512,-1.0585622143436846,-0.18773226261159284,0.0
2020-10-27,1.0,-0.7761671285440204,-0.702408868045193,-0.5443615433809421,-1.0594329567256449,-0.18115540396503943,0.0
2020-10-28,1.0,-0.7721071032659674,-0.7015008100963589,-0.5472414087149313,-1.059435490747847,-0.1833375969983798,0.0
2020-10-29,1.0,-0.7501797420173398,-0.7048424614083316,-0.5435398604356101,-1.0471135546627195,-0.18354831888348488,0.0
2020-10-30,1.0,-0.7404943366036464,-0.7083666680702345,-0.5480230746557749,-1.0378121184049853,-0.17609162491052255,0.0
2020-11-02,1.0,-0.7292138602231731,-0.7083228458763319,-0.5416981290376709,-1.0333501132645355,-0.1824398019968118,0.0
2020-11-03,1.0,-0.7277854367715253,-0.6972051635543302,-0.5274679366670845,-1.028616785729206,-0.19655763044658897,0.0
2020-11-04,1.0,-0.725383205598134,-0.6956014661779407,-0.525241586137954,-1.0258247250916361,-0.19322725758080642,0.0
2020-11-05,1.0,-0.6859677220648023,-0.7013264342326804,-0.4792000328528602,-1.0124840868958154,-0.22758818939673933,0.0
2020-11-06,1.0,-0.6655719093378746,-0.6937923204800714,-0.46729919312330215,-0.9947694927624378,-0.23318331103272108,0.0
