Date,GDOT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5930270848769243,-0.9926730880052689,-0.2614225734749321,-0.680126780274965,-0.5890343294640652,0.0
2018-09-25,1.0,-0.5927618577075098,-0.9932065217391304,-0.2609107378129117,-0.6806241765480896,-0.589756258234519,0.0
2018-09-26,1.0,-0.5948407302097499,-0.9961264268347962,-0.26455680553838545,-0.6804714220958503,-0.5848271314954464,0.0
2018-09-27,1.0,-0.596203730390744,-0.9910240046115205,-0.26590356981101,-0.6800345864042492,-0.58426318606662,0.0
2018-09-28,1.0,-0.5954135616945943,-0.9912717691135906,-0.2663345547367121,-0.6798139075301577,-0.5842974185845444,0.0
2018-10-01,1.0,-0.5948261657604218,-0.9929148129840172,-0.2668067226890756,-0.6798072170044489,-0.5849398582962596,0.0
2018-10-02,1.0,-0.5945411066215882,-1.0012781396882988,-0.2647398367279624,-0.6786921744866826,-0.5837799950523624,0.0
2018-10-03,1.0,-0.5942626329239139,-0.998474981452477,-0.2646113263539691,-0.6792102876926881,-0.585071304921276,0.0
2018-10-04,1.0,-0.5961609754088231,-0.9937801211022779,-0.26523046504922354,-0.6815916299378012,-0.5823619063310953,0.0
2018-10-05,1.0,-0.5999834874504623,-1.0023117569352706,-0.26263210039630114,-0.6825875165125495,-0.5805812417437252,0.0
2018-10-08,1.0,-0.5979806305378117,-0.9987224397280032,-0.25823202143004326,-0.6863795590356481,-0.5798475169997939,0.0
2018-10-09,1.0,-0.603967761934284,-1.0021078735275883,-0.26782393056416615,-0.684356271957016,-0.5748295102293863,0.0
2018-10-10,1.0,-0.604157196578371,-1.0019835530393817,-0.2678209843381958,-0.684408446630026,-0.5740733088144138,0.0
2018-10-11,1.0,-0.570402066849669,-0.9972549652833845,-0.22319554335540126,-0.6695058937510092,-0.5764169223316647,0.0
2018-10-12,1.0,-0.5741829673186928,-0.9932397295891836,-0.21896875875035002,-0.65530621224849,-0.5584623384935398,0.0
2018-10-15,1.0,-0.5588481968129717,-1.0208075402372299,-0.19593434242581573,-0.6558169255960701,-0.5623227764687089,0.0
2018-10-16,1.0,-0.5558932928048634,-1.0373955125384955,-0.18453785545734513,-0.6580010398752151,-0.56369235691717,0.0
2018-10-17,1.0,-0.5429473268889328,-1.006825803906096,-0.17399881633458275,-0.6536200434010653,-0.5681988557900967,0.0
2018-10-18,1.0,-0.5486480057093014,-1.018832765046388,-0.16937594163825231,-0.6546269130124495,-0.573269368012053,0.0
2018-10-19,1.0,-0.5379918856107457,-1.0099263402528855,-0.1572458344822153,-0.6599834560995785,-0.5738763934297081,0.0
2018-10-22,1.0,-0.5426194606528939,-1.0003154076644063,-0.14485096987856808,-0.6711875098564896,-0.5836224570257058,0.0
2018-10-23,1.0,-0.5447808262377798,-0.9996058025859351,-0.1498738568274992,-0.6666666666666666,-0.58100756859035,0.0
2018-10-24,1.0,-0.5477804935740755,-0.9964913663959631,-0.14014822991405818,-0.6711740124576205,-0.5866514231648664,0.0
2018-10-25,1.0,-0.5161710606989576,-0.9506437768240342,-0.1336220110361741,-0.6784181483752298,-0.5531115879828326,0.0
2018-10-26,1.0,-0.505640168635345,-0.9397242584222719,-0.1213111018268829,-0.6845683466899616,-0.5468494815602567,0.0
2018-10-29,1.0,-0.4969155659841804,-0.9467130908678044,-0.11206146160541952,-0.679786549596942,-0.5491049464481701,0.0
2018-10-30,1.0,-0.5043774872086413,-0.9472806518855411,-0.11635398900890659,-0.6797043774872087,-0.5423157096835324,0.0
2018-10-31,1.0,-0.5096407320930934,-0.9233260525721172,-0.1182119454696091,-0.6779392935151014,-0.5368306093243956,0.0
2018-11-01,1.0,-0.5137631975867271,-0.9197209653092006,-0.1219079939668175,-0.6783182503770739,-0.5370286576168929,0.0
2018-11-02,1.0,-0.5199564858579039,-0.8957536199264762,-0.11763823242553831,-0.6851976892490059,-0.5326731187635981,0.0
2018-11-05,1.0,-0.5128426911360987,-0.9237712007822196,-0.11575345041555414,-0.691324132225189,-0.5170170358391937,0.0
2018-11-06,1.0,-0.5219583788055544,-0.9312083693975087,-0.11120310089188273,-0.688179731306213,-0.5106687238926729,0.0
2018-11-07,1.0,-0.5254755434782609,-0.9347071256038648,-0.10575181159420291,-0.6938028381642513,-0.5144172705314011,0.0
2018-11-08,1.0,-0.5309657368101879,-0.9382959369314735,-0.10699666464523953,-0.6990979381443299,-0.5148195876288659,0.0
2018-11-09,1.0,-0.5344597249508841,-0.9858546168958743,-0.09555992141453831,-0.7570137524557956,-0.556385068762279,0.0
2018-11-12,1.0,-0.5397897597825652,-1.0248611055597745,-0.08897238099044724,-0.7671769455214037,-0.5761221471681521,0.0
2018-11-13,1.0,-0.5456956836267182,-1.0362912949119847,-0.08295153122739328,-0.7744554296278434,-0.5795755968169761,0.0
2018-11-14,1.0,-0.5454618538467721,-1.0367392877240935,-0.0828442800868237,-0.7746603424712597,-0.5799501567650133,0.0
2018-11-15,1.0,-0.5485260953608248,-1.045384987113402,-0.07695715206185566,-0.7882168170103092,-0.5679365335051546,0.0
2018-11-16,1.0,-0.5473481040653022,-1.0409747074671278,-0.0767622341067192,-0.7868028469178496,-0.5692227270899514,0.0
