Date,IWF,IWM,MTUM,OSMT,SPY,VLUE,VXX
2019-09-19,-0.7371015445284259,-1.4536093767115787,-2.2249972614744222,1.0,-3.0756928469711906,-2.4627012816299705,0.0
2019-09-20,-0.7395114470369154,-1.451199474203089,-2.225544966589988,1.0,-3.075473764924965,-2.462372658560631,0.0
2019-09-23,-0.7259340659340658,-1.462747252747253,-2.237032967032967,1.0,-3.0845054945054944,-2.478791208791209,0.0
2019-09-24,-0.7262809917355372,-1.4655647382920112,-2.245840220385675,1.0,-3.0950964187327825,-2.486611570247934,0.0
2019-09-25,-0.7190046245320414,-1.4414225941422594,-2.259304118035675,1.0,-3.108676502972914,-2.4822726271746314,0.0
2019-09-26,-0.7160928390716093,-1.4302056979430204,-2.2696073039269606,1.0,-3.1083489165108347,-2.4756352436475635,0.0
2019-09-27,-0.7221915996031308,-1.412633667732334,-2.288832543269761,1.0,-3.1196119501708743,-2.4808731121155327,0.0
2019-09-30,-0.7107929515418502,-1.4083700440528633,-2.277092511013216,1.0,-3.127092511013216,-2.489757709251101,0.0
2019-10-01,-0.702637095884365,-1.4211629703188788,-2.279819044466512,1.0,-3.1367096987752396,-2.493545183714002,0.0
2019-10-02,-0.7353038857522419,-1.3828185541901916,-2.3032215210893394,1.0,-3.1661684933023357,-2.48311745820879,0.0
2019-10-03,-0.7179543945096303,-1.4701129067965464,-2.293446978082798,1.0,-3.155855656409121,-2.4320345361965905,0.0
2019-10-04,-0.7038346778649575,-1.4800530445353077,-2.2827936788595427,1.0,-3.1510664161785833,-2.4331970383467785,0.0
2019-10-07,-0.6916528468767275,-1.4987285793255944,-2.2658927584300717,1.0,-3.151796572692095,-2.447982310668878,0.0
2019-10-08,-0.6900356665180563,-1.5195051270619708,-2.268947837717343,1.0,-3.1901471243869817,-2.4770396790013374,0.0
2019-10-09,-0.670711527854385,-1.5087699944842803,-2.242029784886928,1.0,-3.169222283507998,-2.4407060121345836,0.0
2019-10-10,-0.7623121387283237,-1.618034682080925,-2.387976878612717,1.0,-3.232023121387283,-2.5603468208092486,0.0
2019-10-11,-0.8064287402505317,-1.6616639092413144,-2.480737414322855,1.0,-3.2660127629402034,-2.602576223115103,0.0
2019-10-14,-0.8735934881493895,-1.6244912616710556,-2.5635623653339716,1.0,-3.3212832176203015,-2.5875029925784054,0.0
2019-10-15,-0.8996759870394815,-1.623904956198248,-2.5843033721348854,1.0,-3.3207728309132367,-2.5718228729149164,0.0
2019-10-16,-0.8927707930367504,-1.6621131528046422,-2.622340425531915,1.0,-3.335348162475822,-2.5764023210831724,0.0
2019-10-17,-0.9353034172443149,-1.6261704973853826,-2.6754225951599175,1.0,-3.342940532652317,-2.581296363857473,0.0
2019-10-18,-0.9137762579384465,-1.6889350268685883,-2.712506106497313,1.0,-3.3113092330239375,-2.586468001954079,0.0
2019-10-21,-0.9165340839554521,-1.6589156773956675,-2.718516705421613,1.0,-3.317708970750214,-2.6268510586219556,0.0
2019-10-22,-0.9022363436392522,-1.643040449712819,-2.7229622387877304,1.0,-3.3205425882928026,-2.6316754246608824,0.0
2019-10-23,-1.1058618843683083,-1.7676659528907925,-3.072135974304069,1.0,-3.6362419700214135,-2.8013918629550325,0.0
2019-10-24,-1.224252727015158,-1.8077631392548519,-3.3391415214619635,1.0,-3.8699532511687207,-2.925201869953251,0.0
2019-10-25,-1.2326443335709194,-1.8062722736992156,-3.3810406272273696,1.0,-3.898075552387741,-2.937134711332858,0.0
2019-10-28,-1.2467010900745839,-1.865174985656913,-3.423407917383821,1.0,-3.9023235800344227,-2.905479059093517,0.0
2019-10-29,-1.3068099317554813,-1.861478147233919,-3.5439233338173373,1.0,-3.9019892551183393,-2.906054886017134,0.0
2019-10-30,-1.3136972490277976,-1.861155120265015,-3.505257093475443,1.0,-3.848768543857122,-2.874117816505833,0.0
2019-10-31,-1.316907514450867,-1.8621387283236994,-3.5190751445086703,1.0,-3.8469653179190755,-2.9059248554913295,0.0
2019-11-01,-1.326241134751773,-1.882616876537849,-3.541901867129831,1.0,-3.844984802431611,-2.8779852366478504,0.0
2019-11-04,-1.3461650203370135,-1.847908192911098,-3.60459035444509,1.0,-3.8743463102847184,-2.8534282393957002,0.0
2019-11-05,-1.4966282032069536,-1.9060392627004346,-3.8595833957740147,1.0,-3.910684849393077,-2.812827813577102,0.0
2019-11-06,-1.4688062387522494,-1.8951709658068387,-3.845230953809238,1.0,-3.9032693461307737,-2.8845230953809238,0.0
2019-11-07,-1.4586611251298798,-1.9257829894611844,-3.7889268220276087,1.0,-3.8322695561822773,-2.837761614962149,0.0
2019-11-08,-1.434971098265896,-1.840028901734104,-3.688439306358382,1.0,-3.723121387283237,-2.7643063583815026,0.0
2019-11-11,-1.433085501858736,-1.7812410637689446,-3.698598798970546,1.0,-3.6588504432370605,-2.726336860165856,0.0
2019-11-12,-1.4291526374859709,-1.710297418630752,-3.62135241301908,1.0,-3.5876823793490464,-2.6805555555555554,0.0
2019-11-13,-1.5540758085760282,-1.780330747841358,-3.865359285818821,1.0,-3.684033367481341,-2.7510610273671885,0.0
2019-11-14,-1.550805270863836,-1.7705710102489018,-3.888579795021962,1.0,-3.6816983894582727,-2.7494875549048317,0.0
2019-11-15,-1.5621000581733566,-1.772542175683537,-3.8384235020360675,1.0,-3.6425247236765563,-2.727894124490983,0.0
2019-11-18,-1.591613091759205,-1.792372881355932,-3.848626534190532,1.0,-3.646259497369959,-2.7324663939216833,0.0
2019-11-19,-1.784107228338918,-2.07355991702569,-4.133397159725546,1.0,-3.9470240944630604,-3.018350087761289,0.0
2019-11-20,-1.8056667200256122,-2.0965263326396673,-4.169361293420843,1.0,-3.9466944133183928,-2.9894349287658075,0.0
2019-11-21,-1.8899904061400703,-2.0171090502078672,-4.220019187719859,1.0,-3.873361048928686,-2.9894467540773904,0.0
2019-11-22,-1.9019450249156082,-2.015431602636232,-4.233081498151423,1.0,-3.9045169586883137,-3.019610995016878,0.0
2019-11-25,-1.921497184498178,-2.063762835375952,-4.381086452467704,1.0,-4.050844650546538,-3.144418681682676,0.0
2019-11-26,-1.8999012183075403,-2.025847876193612,-4.371419163648337,1.0,-4.034079683898584,-3.13236746789595,0.0
2019-11-27,-1.8996036988110965,-2.04838177014531,-4.365918097754293,1.0,-4.042437252311757,-3.156208718626156,0.0
2019-11-29,-1.9653564290473016,-2.0391405729513656,-4.459526982011991,1.0,-4.087441705529646,-3.1039307128580944,0.0
2019-12-02,-2.026858108108108,-2.076689189189189,-4.581925675675675,1.0,-4.10929054054054,-3.097297297297297,0.0
2019-12-03,-2.006412419844752,-2.0691866351670605,-4.563280458994263,1.0,-4.116436044549443,-3.119473506581168,0.0
2019-12-04,-2.042184044905596,-2.142030957645858,-4.58615410784147,1.0,-4.119578159550944,-3.1197482565062082,0.0
2019-12-05,-2.087385360789064,-2.144142585222357,-4.695275999307839,1.0,-4.157639730057103,-3.2194151237238273,0.0
2019-12-06,-2.199300699300699,-2.243181818181818,-4.719405594405595,1.0,-4.177972027972028,-3.1426573426573428,0.0
2019-12-09,-2.20855520056798,-2.1609868654597086,-4.873269435569755,1.0,-4.288249911253106,-3.218494852680156,0.0
2019-12-10,-2.6321615847737427,-2.28296756651777,-5.534472713148184,1.0,-4.6987764614488245,-3.272868518158866,0.0
2019-12-11,-2.661331251219988,-2.2680070271325397,-5.5762248682412645,1.0,-4.7167675190318175,-3.297286746047238,0.0
2019-12-12,-2.6811708860759498,-2.2966772151898733,-5.6702927215189876,1.0,-4.792721518987342,-3.3378164556962022,0.0
2019-12-13,-2.709626093874304,-2.3094669848846463,-5.731901352426412,1.0,-4.809069212410501,-3.328560063643596,0.0
2019-12-16,-2.70796812749004,-2.3125498007968126,-5.74402390438247,1.0,-4.819123505976095,-3.336454183266932,0.0
2019-12-17,-2.934509326845093,-2.2278994322789942,-5.921330089213301,1.0,-4.906731549067315,-3.2854825628548254,0.0
2019-12-18,-3.2553740326741187,-2.399183147033534,-6.227214101461737,1.0,-5.136500429922614,-3.4776440240756665,0.0
2019-12-19,-3.2717603646624704,-2.478836553071413,-6.2897764271760375,1.0,-5.151508573909269,-3.5142174951161276,0.0
2019-12-20,-3.337596471885336,-2.556780595369349,-6.380374862183021,1.0,-5.220727673649393,-3.5554575523704517,0.0
2019-12-23,-3.314498466929479,-2.566360052562418,-6.32610600087604,1.0,-5.174770039421813,-3.5192728865527814,0.0
2019-12-24,-3.314167031045037,-2.5675557498906865,-6.305421950153039,1.0,-5.165063401836466,-3.5104940970703975,0.0
2019-12-26,-3.313511149978137,-2.567118495846086,-6.305859204197639,1.0,-5.165063401836466,-3.5109313511149978,0.0
2019-12-27,-3.299693520140105,-2.6044220665499127,-6.338003502626971,1.0,-5.150394045534151,-3.498905429071804,0.0
2019-12-30,-3.3758849557522126,-2.6165929203539826,-6.447787610619469,1.0,-5.212610619469027,-3.470796460176991,0.0
2019-12-31,-3.349801499779444,-2.630127922364358,-6.426775474194971,1.0,-5.193868548742833,-3.455006616674019,0.0
2020-01-02,-3.3083115752828545,-2.6127067014795475,-6.3244125326370755,1.0,-5.109007832898172,-3.4033942558746735,0.0
2020-01-03,-3.2860262008733625,-2.627947598253275,-6.350873362445415,1.0,-5.119868995633188,-3.449344978165939,0.0
2020-01-06,-3.3772495001110863,-2.7076205287713844,-6.448122639413463,1.0,-5.183514774494556,-3.5007776049766717,0.0
2020-01-07,-3.4662790697674417,-2.794883720930233,-6.840930232558139,1.0,-5.4548837209302325,-3.698604651162791,0.0
2020-01-08,-3.4612159329140457,-2.7912881434894015,-6.865362217563475,1.0,-5.471232238527835,-3.7044025157232703,0.0
2020-01-09,-3.5259153590109364,-2.8730385164051357,-6.996433666191155,1.0,-5.579172610556348,-3.8012363290537325,0.0
2020-01-10,-3.5793517406962785,-2.907082833133253,-7.060984393757503,1.0,-5.624009603841537,-3.838415366146459,0.0
2020-01-13,-3.5856525911708252,-2.901151631477927,-7.069577735124759,1.0,-5.6144433781190015,-3.8214971209213053,0.0
2020-01-14,-3.744758654314968,-2.8900536323744515,-7.238907849829351,1.0,-5.705997074597756,-3.7991223793271574,0.0
2020-01-15,-3.7551665451008995,-2.887673231218089,-7.213955750060782,1.0,-5.682470216387066,-3.773887673231218,0.0
2020-01-16,-3.7536443148688043,-2.877065111758989,-7.190962099125365,1.0,-5.682215743440233,-3.7915451895043732,0.0
2020-01-17,-3.715176216734596,-2.8460800767202112,-7.089906497242867,1.0,-5.624790218173101,-3.6991129225605377,0.0
2020-01-21,-3.7214491362763913,-2.845249520153551,-7.094529750479847,1.0,-5.631717850287908,-3.6991362763915547,0.0
2020-01-22,-3.803680981595092,-2.8542331288343554,-7.334969325153374,1.0,-5.777177914110429,-3.7698159509202456,0.0
2020-01-23,-3.8410155287157997,-2.84274094158245,-7.3167365048065065,1.0,-5.808232684249445,-3.839783090953907,0.0
2020-01-24,-3.8417549913729356,-2.8429874291348285,-7.3182154301207785,1.0,-5.808232684249445,-3.8375647029824993,0.0
2020-01-27,-3.847928553708757,-2.8246092780947656,-7.41081617464649,1.0,-5.833788141900273,-3.8905978665343586,0.0
2020-01-28,-3.772716079783305,-2.8825412459985222,-7.430928342772716,1.0,-5.7675449396700325,-3.7707461216449145,0.0
2020-01-29,-3.7375276480707793,-2.8980093389039077,-7.4155812238879335,1.0,-5.747849594494962,-3.7768493487343333,0.0
2020-01-30,-3.7750184411113845,-2.8819768871403983,-7.413080895008606,1.0,-5.773051389230392,-3.745020899926236,0.0
2020-01-31,-3.780238924838228,-2.9731209556993528,-7.487555998008959,1.0,-5.840219014435043,-3.8068690890990546,0.0
2020-02-03,-3.6466346153846154,-2.832692307692308,-7.254567307692308,1.0,-5.638221153846154,-3.6665865384615386,0.0
2020-02-04,-3.740722166499499,-2.9059679037111334,-7.585005015045136,1.0,-5.940070210631895,-3.90320962888666,0.0
2020-02-05,-3.742299794661191,-2.9874229979466116,-7.850872689938398,1.0,-6.122433264887063,-3.964065708418891,0.0
2020-02-06,-3.7740787801778906,-2.9468869123252857,-7.844726810673444,1.0,-6.027954256670902,-3.819567979669631,0.0
2020-02-07,-3.763779527559055,-2.958089916179832,-7.835915671831343,1.0,-6.022860045720091,-3.8194056388112774,0.0
2020-02-10,-3.7332324760463944,-2.910993444276349,-7.800554715078164,1.0,-5.988401412002017,-3.7813918305597576,0.0
2020-02-11,-3.6587736789631107,-2.856679960119641,-7.728065802592223,1.0,-5.924227318045862,-3.757477567298105,0.0
2020-02-12,-3.689456548960681,-2.8522414224893566,-7.770598547458052,1.0,-5.966441272226397,-3.764838467317806,0.0
2020-02-13,-3.6928876602161345,-2.881879869313898,-7.82181452626288,1.0,-5.99120382005529,-3.744408142749435,0.0
2020-02-14,-3.6991172761664566,-2.9026481715006307,-7.857250945775536,1.0,-5.9909205548549815,-3.770996216897856,0.0
2020-02-18,-3.6934914228052476,-2.9117053481331987,-7.8493945509586265,1.0,-5.987891019172553,-3.7845610494450046,0.0
2020-02-19,-3.781322957198444,-3.0861219195849547,-8.070038910505836,1.0,-6.125551232166018,-3.877561608300908,0.0
2020-02-20,-3.834030318870883,-3.1102979613173023,-8.110559330893883,1.0,-6.172765290120229,-3.9093047569262938,0.0
2020-02-21,-3.831052631578947,-3.1647368421052633,-8.170263157894738,1.0,-6.209736842105263,-3.940263157894737,0.0
2020-02-24,-3.7811678064176752,-3.2146238821672806,-8.16912151499211,1.0,-6.208048395581273,-3.9292477643345607,0.0
2020-02-25,-3.325189347666748,-3.116784754458832,-7.789396530662105,1.0,-5.674077693623259,-3.526508673344735,0.0
2020-02-26,-3.0652466367713003,-2.7645739910313902,-7.2394618834080715,1.0,-5.246860986547085,-3.1053811659192827,0.0
2020-02-27,-3.1740909090909093,-2.7559090909090913,-7.331818181818182,1.0,-5.3522727272727275,-3.1129545454545458,0.0
2020-02-28,-2.756204379562044,-2.8375391032325337,-6.656308654848801,1.0,-4.758498435870699,-2.846506777893639,0.0
2020-03-02,-2.954428202923474,-2.7921324161650904,-6.837059329320723,1.0,-4.966251074806535,-2.946259673258813,0.0
2020-03-03,-2.7956048645188822,-3.181992745892895,-6.537870706208661,1.0,-4.874973330488586,-2.9453808406229998,0.0
2020-03-04,-2.5306540906294854,-3.2181669058847655,-6.444125486979701,1.0,-4.605085093295059,-2.706376871027271,0.0
2020-03-05,-2.280160091480846,-3.347436630455498,-5.782542405183914,1.0,-4.170764246235945,-2.477606251191157,0.0
2020-03-06,-2.189009773188272,-3.522957772450673,-5.503042596348884,1.0,-3.9328784805458232,-2.29190484971418,0.0
2020-03-09,-2.1829826166514184,-3.4726440988106133,-5.4971637694419035,1.0,-3.900823421774932,-2.2446477584629463,0.0
2020-03-10,-2.532250358337315,-2.3172479694218824,-5.126771778945692,1.0,-3.4949832775919734,-1.4550087593565855,0.0
2020-03-11,-2.193841416474211,-2.7016166281755196,-5.107929176289454,1.0,-3.209083910700539,-1.1841416474210933,0.0
2020-03-12,-1.3581832778988416,-1.921321252437206,-4.429062965936461,1.0,-2.614520013763046,-0.14600298199334785,0.0
2020-03-13,-1.4923625720296352,-1.1653708954541298,-3.4255007774627275,1.0,-2.063477545047105,-0.0,0.0
2020-03-16,-1.0709006740843012,-1.4037196459027044,-3.012588321286445,1.0,-1.6342077479087145,-0.0,0.0
2020-03-17,-1.1224179025423728,-0.995895127118644,-1.905852754237288,1.0,-1.5966631355932204,-0.0,0.0
2020-03-18,-1.074922088659925,-1.0585766075176493,-1.6743623990332632,1.0,-1.552248298670737,-0.0,0.0
2020-03-19,-1.0685354408495924,-0.9489380093850334,-1.6249691281797978,1.0,-1.5175969375154361,-0.014324524573968883,0.0
2020-03-20,-1.0687673772011121,-0.9591597157862218,-1.623911028730306,1.0,-1.5191844300278035,-0.0074760580784677165,0.0
2020-03-23,-1.0529857532585631,-1.0614125492573507,-1.4706274628675355,1.0,-1.4773567747802363,-0.0,0.0
2020-03-24,-1.0953851744186047,-1.1051356589147288,-1.3939559108527133,1.0,-1.4596051356589148,-0.0021802325581395353,0.0
2020-03-25,-1.0759751271905031,-1.071113623516111,-1.1065573770491803,1.0,-1.3993216506500847,-0.0,0.0
2020-03-26,-1.1647045244690675,-1.0953947368421053,-1.0743882733148662,1.0,-1.4365766389658359,-0.0,0.0
2020-03-27,-1.149463392706636,-1.0548968927347306,-0.9939877507445076,1.0,-1.4205765016575829,-0.0,0.0
2020-03-30,-1.134302488118535,-1.0415431926195136,-0.9983226167179199,1.0,-1.4171093094772156,-0.0,0.0
2020-03-31,-1.1070574495300594,-1.0726322229019523,-0.9857071353094934,1.0,-1.3960291418719761,-0.0,0.0
2020-04-01,-1.1018117150161164,-1.0764699344225854,-0.9913860175614094,1.0,-1.3877959319773259,-0.0,0.0
2020-04-02,-1.1090432789390383,-0.9982535610980734,-0.9639796976477651,1.0,-1.386345030835562,-0.0,0.0
2020-04-03,-1.1022207707380798,-1.0033202699760506,-0.9629327237099936,1.0,-1.3745917700849117,-0.0,0.0
2020-04-06,-1.1091353996737356,-0.9897226753670473,-0.9574768896139205,1.0,-1.3814029363784663,-0.0,0.0
2020-04-07,-1.0522439101383703,-0.9204503603935392,-0.9165044457305204,1.0,-1.371968222233914,-0.0,0.0
2020-04-08,-1.0537538169948404,-0.9192903022006949,-0.9211856375697588,1.0,-1.3705907128566917,-0.0,0.0
2020-04-09,-1.0571846740891746,-0.879096753959542,-0.9351837332078825,1.0,-1.3557053996131931,-0.0,0.0
2020-04-13,-1.0481429095290482,-0.9077479176489077,-0.9260306983079261,1.0,-1.3566975745193566,-0.0,0.0
2020-04-14,-1.0832626219770896,-0.8420661858294443,-1.0046669495120917,1.0,-1.3733559609673314,-0.0,0.0
2020-04-15,-1.0666173986486487,-0.8505595439189189,-0.9900760135135136,1.0,-1.371463260135135,-0.0,0.0
2020-04-16,-1.0758333772183897,-0.8245826531149613,-0.9965243035441572,1.0,-1.3692664173995472,-0.0,0.0
2020-04-17,-1.0715263878647425,-0.8426208785420837,-0.9843042241651743,1.0,-1.3685873801748658,-0.0,0.0
2020-04-20,-1.1021920832676233,-0.7851548125952793,-1.015244703779635,1.0,-1.3542028071282133,-0.0,0.0
2020-04-21,-1.116151202749141,-0.8026434047052604,-1.0301348136399682,1.0,-1.337879989426381,-0.0,0.0
2020-04-22,-1.0955390722941913,-0.7974300041788549,-1.0077308817384036,1.0,-1.3228687839531967,-0.0,0.0
2020-04-23,-1.0746896587544799,-0.812288993923025,-0.9944424245572118,1.0,-1.3125746636887756,-0.0,0.0
2020-04-24,-1.0429195579542534,-0.8054484708301208,-0.9971729632485222,1.0,-1.294525828835775,-0.0,0.0
2020-04-27,-1.0580735081561017,-0.8114288664051208,-0.9895725789799711,1.0,-1.3030146603345032,-0.0,0.0
2020-04-28,-1.0604153877634541,-0.7997749130345816,-0.9642930223040721,1.0,-1.2910783711888685,-0.0,0.0
2020-04-29,-1.0896969075337197,-0.7695779270731833,-0.9731268270167701,1.0,-1.2960151802656545,-0.0,0.0
2020-04-30,-1.0840811747909445,-0.7355190699571691,-0.977921680603712,1.0,-1.3013971038139915,-0.0,0.0
2020-05-01,-1.0913723691586403,-0.7320491260255823,-0.9709524537532488,1.0,-1.301635835499159,-0.0,0.0
2020-05-04,-1.0815385395023565,-0.7141336846906197,-0.9723306136927989,1.0,-1.2996503319312827,-0.0,0.0
2020-05-05,-1.0827421970004052,-0.720156059991893,-0.9668119173084718,1.0,-1.297172679367653,-0.0,0.0
2020-05-06,-1.0841689456092374,-0.7236402309328471,-0.9593335359060062,1.0,-1.2971741112123973,-0.0,0.0
2020-05-07,-1.0772724978549437,-0.7177105940544087,-0.964467773683945,1.0,-1.2877403724827132,-0.0,0.0
