Date,IWF,IWM,MTUM,PRVL,SPY,VLUE,VXX
2020-03-13,-1.830682976554536,-1.2953109072375126,-3.7679918450560654,1.0,-2.2997961264016307,-0.0,0.0
2020-03-16,-1.4125273615086715,-1.3574675871358814,-2.8882808553628556,1.0,-1.7606499410675198,-0.0,0.0
2020-03-17,-1.215142125825138,-0.9198437289505589,-1.8222416812609457,1.0,-1.4950154923885222,-0.2835780681665095,0.0
2020-03-18,-1.1847689561710848,-0.9908111324122432,-1.6489059297944075,1.0,-1.4917035763865936,-0.2945726184967277,0.0
2020-03-19,-1.2126822345503807,-0.7915752806089538,-1.6181782995742486,1.0,-1.4917430009031094,-0.33660172880918593,0.0
2020-03-20,-1.2367194169019633,-0.9166721386827762,-1.6110053187996585,1.0,-1.5152669249458268,-0.2866898680149714,0.0
2020-03-23,-1.2284935772674193,-1.0321136629038536,-1.4738549370701959,1.0,-1.4908524717789022,-0.26222914233813416,0.0
2020-03-24,-1.2367283751531961,-1.0470876604528156,-1.421724827452751,1.0,-1.4652647874604916,-0.27955879507192155,0.0
2020-03-25,-1.2329000121491922,-1.027882395820678,-1.17385493864658,1.0,-1.442291337626048,-0.19760660916049086,0.0
2020-03-26,-1.2691698159210043,-1.035474826283067,-1.1466536632939168,1.0,-1.447458246982811,-0.1965744239912227,0.0
2020-03-27,-1.2644711767508336,-1.0042282039066222,-1.0805145307289183,1.0,-1.4472367794187708,-0.15882563125297758,0.0
2020-03-30,-1.243844696969697,-0.9869199810606061,-1.1148200757575757,1.0,-1.449514678030303,-0.12346117424242424,0.0
2020-03-31,-1.2185106633675034,-1.0117827265229173,-1.1043360433604337,1.0,-1.429539295392954,-0.12725344644750797,0.0
2020-04-01,-1.2343768458357944,-1.0542232722976963,-1.060129946839929,1.0,-1.4425871234494978,-0.11535735380980507,0.0
2020-04-02,-1.2586597040905136,-0.9577603713373948,-1.044328401508558,1.0,-1.459297940237888,-0.08204235567159848,0.0
2020-04-03,-1.2538194444444444,-0.9620949074074074,-1.0427083333333333,1.0,-1.4472800925925924,-0.08113425925925925,0.0
2020-04-06,-1.2607084973373466,-0.9366751562861774,-1.0424866867330402,1.0,-1.4592498263486917,-0.08925677240101876,0.0
2020-04-07,-1.2149527452745275,-0.868024302430243,-1.0118699369936994,1.0,-1.4673717371737174,-0.06334383438343834,0.0
2020-04-08,-1.2183506895581198,-0.8679988741908247,-1.018125527723051,1.0,-1.469012102448635,-0.05555868280326485,0.0
2020-04-09,-1.2175615212527966,-0.8488255033557047,-1.0196308724832215,1.0,-1.4633109619686802,-0.04351230425055928,0.0
2020-04-13,-1.2359707409682281,-0.7951867775978558,-1.0353453570830309,1.0,-1.4665810486347646,-0.05070076497850243,0.0
2020-04-14,-1.233715403969807,-0.8061504053676265,-1.028291864691082,1.0,-1.4690522784456246,-0.05401174168297456,0.0
2020-04-15,-1.1989235378981247,-0.8218288758184441,-0.9957274442348242,1.0,-1.4640994340250804,-0.06813894129397403,0.0
2020-04-16,-1.2152620220242376,-0.7982956117536384,-1.0078578938630955,1.0,-1.4697581760832272,-0.04255436887831331,0.0
2020-04-17,-1.2147521027003099,-0.7986387782204516,-1.0074147853032316,1.0,-1.469289508632138,-0.043382027445772464,0.0
2020-04-20,-1.232651711403847,-0.7647577578129306,-1.0238659538113872,1.0,-1.4638703632254864,-0.0266218376233258,0.0
2020-04-21,-1.23701745690842,-0.7724544303100391,-1.030453218789581,1.0,-1.4612588798942672,-0.005727187620463681,0.0
2020-04-22,-1.2154723394922968,-0.7996600690827349,-1.0014803443171225,1.0,-1.466143977191732,-0.0,0.0
2020-04-23,-1.1971946742644237,-0.8271875513670484,-0.9880006574982193,1.0,-1.4667689441674427,-0.0,0.0
2020-04-24,-1.196865925154786,-0.8280642156594158,-0.9877814914251274,1.0,-1.4663854035395318,-0.0,0.0
2020-04-27,-1.1956093288076208,-0.8255228293003395,-0.9863681156246579,1.0,-1.4670973393189533,-0.0,0.0
2020-04-28,-1.1995626025150357,-0.8109349371241116,-0.9866047020229634,1.0,-1.4703663203936577,-0.0,0.0
2020-04-29,-1.2027566591915988,-0.8066509872559209,-0.9890608762238144,1.0,-1.4711480610403107,-0.0,0.0
2020-04-30,-1.2066481087276895,-0.7414988264832705,-1.0127176464166803,1.0,-1.4973527645870859,-0.0,0.0
2020-05-01,-1.2056125791657568,-0.742847783358812,-1.0121205503385018,1.0,-1.4990718497488535,-0.0,0.0
2020-05-04,-1.2125627592228772,-0.7049770792403405,-1.0261405806592447,1.0,-1.513643309321109,-0.0,0.0
2020-05-05,-1.2117294053464267,-0.7055100927441352,-1.0224768139661757,1.0,-1.5157665030005456,-0.0,0.0
2020-05-06,-1.2104029224142632,-0.7055776675208549,-1.0200098140777494,1.0,-1.5163295349217603,-0.0,0.0
2020-05-07,-1.216214741666212,-0.7034753669049048,-1.0237874406677943,1.0,-1.5123574663102186,-0.0,0.0
2020-05-08,-1.2129841789416258,-0.6996181123840698,-1.03202400436443,1.0,-1.5109110747408618,-0.0,0.0
2020-05-11,-1.2263657180242067,-0.6613237378693708,-1.0462326900010903,1.0,-1.5180460146112749,-0.0,0.0
2020-05-12,-1.2344835128780007,-0.6537977798436048,-1.062831519658774,1.0,-1.5172526931700114,-0.0,0.0
2020-05-13,-1.2443312520538943,-0.6147442217110308,-1.080457881476613,1.0,-1.5375725709278125,-0.0,0.0
2020-05-14,-1.2450733523100503,-0.6055944821545872,-1.0803590978760673,1.0,-1.543026056492227,-0.0,0.0
2020-05-15,-1.2591833342567453,-0.6296747742257188,-1.1023879439304116,1.0,-1.549227103994681,-0.0,0.0
2020-05-18,-1.2608695652173914,-0.6238161174189976,-1.0988091941290503,1.0,-1.5550816948213793,-0.0,0.0
2020-05-19,-1.2684796999117387,-0.5666924095322153,-1.135260370697264,1.0,-1.5458958517210943,-0.0,0.0
2020-05-20,-1.2845906724271627,-0.5483549351944168,-1.15342860307965,1.0,-1.5525645286363132,-0.0,0.0
2020-05-21,-1.283288156220612,-0.5293466836311335,-1.165790783869005,1.0,-1.5534657299330643,-0.0,0.0
2020-05-22,-1.2869912831047694,-0.5460551884959193,-1.1627338848481483,1.0,-1.5564377324968077,-0.0,0.0
2020-05-26,-1.2873486615572587,-0.5467621903809841,-1.163501055203821,1.0,-1.5560924136398977,-0.0,0.0
2020-05-27,-1.307156392821313,-0.5144911381116932,-1.2023743172444543,1.0,-1.5494928101660908,-0.0,0.0
2020-05-28,-1.326523777628935,-0.48537620004465276,-1.2186872069658405,1.0,-1.5510158517526234,-0.0,0.0
2020-05-29,-1.328049120848451,-0.48144013396595026,-1.2198716159642757,1.0,-1.5526095450739603,-0.0,0.0
2020-06-01,-1.3274341223760608,-0.4924073246985261,-1.2075145154086646,1.0,-1.5555493523894595,-0.0,0.0
2020-06-02,-1.3270443762210438,-0.4912643036561541,-1.2074239464136198,1.0,-1.5561819704158526,-0.0,0.0
2020-06-03,-1.3270981070969903,-0.4898095929420962,-1.2138031157518565,1.0,-1.5530180356245462,-0.0,0.0
2020-06-04,-1.327156014512978,-0.48590566564331567,-1.2172481161038238,1.0,-1.551604800446553,-0.0,0.0
2020-06-05,-1.3134933866844505,-0.4929420918083806,-1.217183505612982,1.0,-1.533789040791375,-0.0,0.0
2020-06-08,-1.3147491972096113,-0.466116709113055,-1.2500830472815856,1.0,-1.5054811205846528,-0.0,0.0
2020-06-09,-1.315868263473054,-0.4701707695719672,-1.2509425593257928,1.0,-1.5074295852738968,-0.0,0.0
2020-06-10,-1.3132804262167712,-0.4747766246739553,-1.2482379710305789,1.0,-1.513347022587269,-0.0,0.0
2020-06-11,-1.306282286285619,-0.4996389490640449,-1.2317391545853469,1.0,-1.5169693939898907,-0.0,0.0
2020-06-12,-1.2472874493927124,-0.44323886639676113,-1.2559244264507423,1.0,-1.4516059379217272,-0.0,0.0
2020-06-15,-1.2275912947251937,-0.4072824998682616,-1.2292775465036623,1.0,-1.405332771249407,-0.0,0.0
2020-06-16,-1.226974547362897,-0.388769351876148,-1.2281290999737602,1.0,-1.4040934138021517,-0.0,0.0
2020-06-17,-1.2245122718691002,-0.3797461715963919,-1.234004615061884,1.0,-1.406125445773023,-0.0,0.0
2020-06-18,-1.2418683114555327,-0.3584269070588855,-1.2549949918287733,1.0,-1.41646897569719,-0.0,0.0
2020-06-19,-1.2342356520826776,-0.36339313818067354,-1.2448851117406359,1.0,-1.403525338369531,-0.0,0.0
2020-06-22,-1.2353342428376535,-0.36346940917200127,-1.2425228250603422,1.0,-1.4058138314618533,-0.0,0.0
2020-06-23,-1.2333560673626778,-0.3616809191542941,-1.2424321913855516,1.0,-1.408845286186454,-0.0,0.0
2020-06-24,-1.227317941469033,-0.3664206062509816,-1.2405109680121458,1.0,-1.4010261242866866,-0.0,0.0
2020-06-25,-1.2173234084639009,-0.35812815574410495,-1.238821508510749,1.0,-1.3910780282130029,-0.0,0.0
2020-06-26,-1.21707240948814,-0.3568456096545984,-1.2348106533499792,1.0,-1.3931543903454016,-0.0,0.0
2020-06-29,-1.2125959742685206,-0.3496057273293215,-1.2356297987134262,1.0,-1.3899667980908903,-0.0,0.0
2020-06-30,-1.2194615903314487,-0.33274547435032936,-1.2436329685149645,1.0,-1.3911509933087816,-0.0,0.0
2020-07-01,-1.206573983151584,-0.3332988784950127,-1.2360845521732389,1.0,-1.3923200165383223,-0.0,0.0
2020-07-02,-1.2180649841944344,-0.32227807431206923,-1.2455822148520495,1.0,-1.3962273928589937,-0.0,0.0
2020-07-06,-1.2200850269597678,-0.325694732476151,-1.2413417669017006,1.0,-1.3974491912069682,-0.0,0.0
2020-07-07,-1.2076692196232663,-0.33937073069757817,-1.2282136203684537,1.0,-1.3996584558062513,-0.0,0.0
2020-07-08,-1.2026224768984566,-0.3473749419234939,-1.2223943007588665,1.0,-1.3899643797429146,-0.0,0.0
2020-07-09,-1.1987510322047896,-0.3513625103220479,-1.219704789430223,1.0,-1.391257225433526,-0.0,0.0
2020-07-10,-1.202920988801156,-0.3506218712907055,-1.2202095267585282,1.0,-1.3870568199411675,-0.0,0.0
2020-07-13,-1.2160165331955568,-0.34290880909325755,-1.2230948075432704,1.0,-1.3846551278739345,-0.0,0.0
2020-07-14,-1.2112814161118852,-0.33802962274861953,-1.2181968312948341,1.0,-1.393249729060226,-0.0,0.0
2020-07-15,-1.2147903666649476,-0.32783249961322264,-1.2241245938837606,1.0,-1.3903357227579805,-0.0,0.0
2020-07-16,-1.2096065353394343,-0.35292901090946693,-1.2171035623804354,1.0,-1.390724367923065,-0.0,0.0
2020-07-17,-1.208759954493743,-0.3537077257213776,-1.2178094942600062,1.0,-1.390888406246768,-0.0,0.0
2020-07-20,-1.2202755393813363,-0.3616844294255264,-1.2250584871328307,1.0,-1.3918377956849495,-0.0,0.0
2020-07-21,-1.200384455527847,-0.3753636741479634,-1.2173732335827099,1.0,-1.4022236076475476,-0.0,0.0
2020-07-22,-1.1913325775533339,-0.3758631351128517,-1.2039060084509945,1.0,-1.3819952591981859,-0.0,0.0
2020-07-23,-1.1508011780562073,-0.3776768332251785,-1.1555932711026806,1.0,-1.3077422253282083,-0.0,0.0
2020-07-24,-1.0785372848948376,-0.41018164435946464,-1.0619024856596557,1.0,-1.2294933078393881,-0.0,0.0
2020-07-27,-1.0822651616606085,-0.4087908934379185,-1.059642242203941,1.0,-1.2321121101970538,-0.0,0.0
2020-07-28,-1.0775952631076307,-0.4109922643491548,-1.0562983478177825,1.0,-1.2302072390411614,-0.0,0.0
2020-07-29,-1.0832655794155628,-0.4116409201779138,-1.0525610980917308,1.0,-1.235209718303123,-0.0,0.0
2020-07-30,-1.100661739844467,-0.3912959474472299,-1.0731294981403663,1.0,-1.2651306573926484,-0.0,0.0
2020-07-31,-1.100700652331481,-0.3929934766851897,-1.0734476926793912,1.0,-1.264943223000725,-0.0,0.0
2020-08-03,-1.0999420065725884,-0.39479025710419485,-1.0722984728397449,1.0,-1.2657548811134738,-0.0,0.0
2020-08-04,-1.0998066698888351,-0.39574673755437406,-1.0715804736587724,1.0,-1.2661188980183664,-0.0,0.0
2020-08-05,-1.1008021648787087,-0.3945104861312458,-1.0710350826326471,1.0,-1.2659708127959794,-0.0,0.0
2020-08-06,-1.1017883035282745,-0.3882068632189464,-1.0752054132431126,1.0,-1.2680038666022235,-0.0,0.0
2020-08-07,-1.100318933024065,-0.40287039721658446,-1.0731129796076155,1.0,-1.2560162365903158,-0.0,0.0
2020-08-10,-1.091667872822888,-0.409610652771747,-1.0704877695759154,1.0,-1.2528103439957543,-0.0,0.0
2020-08-11,-1.0844975431159072,-0.42499277387031514,-1.056363811542538,1.0,-1.2515656614317372,-0.0,0.0
2020-08-12,-1.1082877247849883,-0.41873534010946056,-1.0931880375293197,1.0,-1.266419077404222,-0.0,0.0
2020-08-13,-1.10373342467094,-0.4430200127220238,-1.0693350296031707,1.0,-1.276997602387826,-0.0,0.0
2020-08-14,-1.0986032428208634,-0.4432017972260207,-1.0660773588591523,1.0,-1.2758839617112716,-0.0,0.0
2020-08-17,-1.099609184171959,-0.44455300439667805,-1.0663409868099658,1.0,-1.2746458231558377,-0.0,0.0
2020-08-18,-1.0937347754068012,-0.44134268732339477,-1.0584137191854233,1.0,-1.2783786417226932,-0.0,0.0
2020-08-19,-1.0920087442312363,-0.4526597036677192,-1.0437697352441098,1.0,-1.269468059266456,-0.0,0.0
2020-08-20,-1.0910150558523555,-0.45259834871296745,-1.0432248664400194,1.0,-1.2698397280233125,-0.0,0.0
2020-08-21,-1.0715422070095935,-0.47413585305886324,-1.0081955358434171,1.0,-1.267029841392277,-0.0,0.0
2020-08-24,-1.0708949828907417,-0.46604655646055226,-1.0223625234951081,1.0,-1.26020531109933,-0.0,0.0
2020-08-25,-1.0674114021571648,-0.47534668721109397,-1.022919876733436,1.0,-1.24942218798151,-0.0,0.0
2020-08-26,-1.0388194379170974,-0.4814362252091362,-0.9689820471848858,1.0,-1.2104521101607295,-0.0,0.0
2020-08-27,-1.0266126025354212,-0.4777684563758389,-0.9659768829231916,1.0,-1.1902964205816555,-0.0,0.0
2020-08-28,-1.029971100960194,-0.4717069078027407,-0.968910226531183,1.0,-1.1905472173021348,-0.0,0.0
2020-08-31,-1.031327210852641,-0.4677171227448604,-0.9735676658430842,1.0,-1.1891753298214534,-0.0,0.0
2020-09-01,-1.0314567993289216,-0.46751794202628394,-0.9760928325100195,1.0,-1.1851989933824214,-0.0,0.0
2020-09-02,-1.0173359360475926,-0.4709983268265477,-0.9737404722067299,1.0,-1.1856757761665737,-0.0,0.0
2020-09-03,-1.0219062615783625,-0.46739533160429786,-0.9685994812893663,1.0,-1.173443868099296,-0.0,0.0
2020-09-04,-0.9670145949121143,-0.4783787447471872,-0.9102164384799603,1.0,-1.1628936785504496,-0.0,0.0
2020-09-08,-0.9577585817014156,-0.4864094794446204,-0.9078286825561938,1.0,-1.1706390484374294,-0.0,0.0
2020-09-09,-0.9152549811287634,-0.513517071886246,-0.8316510137803914,1.0,-1.1281927499341702,-0.0,0.0
2020-09-10,-0.9055169990336467,-0.5266625669858561,-0.8143283844329263,1.0,-1.146007203724853,-0.0,0.0
2020-09-11,-0.8955007893352044,-0.5335467461848798,-0.812138221364673,1.0,-1.1440536747938959,-0.0,0.0
2020-09-14,-0.8907323906667252,-0.5342117935472573,-0.8097447795823666,1.0,-1.1429759663791972,-0.0,0.0
2020-09-15,-0.8899142757172849,-0.5344209237228831,-0.8034902029391183,1.0,-1.145862491252624,-0.0,0.0
2020-09-16,-0.8895885259521623,-0.536665354847173,-0.8053259871441689,1.0,-1.1411955048318685,-0.0,0.0
2020-09-17,-0.8890491172871876,-0.5360950882712813,-0.804535920293655,1.0,-1.140141583639224,-0.0,0.0
2020-09-18,-0.8759679861561757,-0.5255029201817002,-0.8008219770711659,1.0,-1.1239022279904824,-0.0,0.0
2020-09-21,-0.8708715199723327,-0.5307366418813765,-0.8048158395296559,1.0,-1.1165917343939133,-0.0,0.0
2020-09-22,-0.8699021560308252,-0.535327734002944,-0.808035327734003,1.0,-1.1161572430513464,-0.0,0.0
2020-09-23,-0.8650474087543837,-0.5349612503788371,-0.8127029484348616,1.0,-1.116898298480322,-0.0,0.0
2020-09-24,-0.8571059320208504,-0.5271615043294706,-0.8011889889286176,1.0,-1.122474475509413,-0.0,0.0
2020-09-25,-0.8578331967036286,-0.5286706648832895,-0.8051085127497087,1.0,-1.1230530267075118,-0.0,0.0
2020-09-28,-0.8602582372500756,-0.526968087403377,-0.8071425486893812,1.0,-1.123979790128255,-0.0,0.0
2020-09-29,-0.869323367085307,-0.512841684411803,-0.8232584416148798,1.0,-1.1402807353005084,-0.0,0.0
2020-09-30,-0.8685511141940518,-0.5061996011445418,-0.8239399982658459,1.0,-1.1367380560131795,-0.0,0.0
2020-10-01,-0.8678198291932198,-0.5085620149997833,-0.8233840551437118,1.0,-1.1354749208826462,-0.0,0.0
2020-10-02,-0.8667331195284737,-0.5056773858022017,-0.8220507931004594,1.0,-1.1393776545029037,-0.0,0.0
2020-10-05,-0.8545721948265421,-0.5200709403927676,-0.8084176831905875,1.0,-1.141664503849814,-0.0009083830781209447,0.0
2020-10-06,-0.857890412143753,-0.5149850797906846,-0.8143406997361934,1.0,-1.1375254076028196,-0.0,0.0
2020-10-07,-0.8602848854829631,-0.511971251677707,-0.8165995583842057,1.0,-1.140667619171321,-0.0,0.0
2020-10-08,-0.8603354370191062,-0.5059652459583298,-0.8192703380306043,1.0,-1.1371142042016082,-0.0,0.0
2020-10-09,-0.8629154241756342,-0.5034789748908769,-0.8211245084057219,1.0,-1.1341890315052507,-0.0,0.0
2020-10-12,-0.8608376511226252,-0.5068652849740932,-0.8174870466321243,1.0,-1.1325993091537132,-0.0,0.0
2020-10-13,-0.852807153297223,-0.5131545009027599,-0.8093027254750237,1.0,-1.1235921244948843,-0.0,0.0
2020-10-14,-0.8547714273427085,-0.5109448243237432,-0.8139594890981809,1.0,-1.120844622199286,-0.0,0.0
2020-10-15,-0.8527883913622119,-0.5090370497574378,-0.81161722405873,1.0,-1.1196926115141888,-0.0,0.0
2020-10-16,-0.8718326330835535,-0.49820245159613635,-0.8249231169056179,1.0,-1.1364404210161563,-0.0,0.0
2020-10-19,-0.8693181818181819,-0.49921929215822347,-0.8206540596807772,1.0,-1.1453851492019431,-0.0026891047883414298,0.0
2020-10-20,-0.8661533137220973,-0.498096556497664,-0.8224173732479668,1.0,-1.1381294341581587,-0.0012112822287593007,0.0
2020-10-21,-0.8721784891053799,-0.493193580654982,-0.8215978776149263,1.0,-1.1550906797721046,-0.007132605575609968,0.0
2020-10-22,-0.8694840166782488,-0.49882731063238356,-0.8262248088950661,1.0,-1.1476285615010424,-0.001129256428075052,0.0
2020-10-23,-0.8616371148218281,-0.4977190566362541,-0.8092614907901532,1.0,-1.1350060251334138,-0.0,0.0
2020-10-26,-0.8560981867943894,-0.49871707150188166,-0.7960571330824496,1.0,-1.1255986999657885,-0.0,0.0
2020-10-27,-0.8190185315118247,-0.4798794832638573,-0.7616079904246976,1.0,-1.0667382062817286,-0.0,0.0
2020-10-28,-0.8073671744190795,-0.46445052476824433,-0.7697962184016008,1.0,-1.04214481153265,-0.0,0.0
2020-10-29,-0.7749919510624597,-0.46559079201545395,-0.7647295556986478,1.0,-1.019116226658081,-0.0,0.0
2020-10-30,-0.7737022823671986,-0.4625732175318118,-0.7774590991718845,1.0,-1.0258533629569784,-0.0,0.0
2020-11-02,-0.761966156325544,-0.4644238517324738,-0.7734891216760678,1.0,-1.0291700241740531,-0.0,0.0
2020-11-03,-0.7490000396023919,-0.45570472456536376,-0.7406835372856521,1.0,-1.0148508969941783,-0.0,0.0
2020-11-04,-0.7472579313598302,-0.4415615048944451,-0.7329087549632426,1.0,-1.009513700514998,-0.0,0.0
2020-11-05,-0.7373535519768034,-0.448140746835939,-0.7286156498569806,1.0,-1.004192625680812,-0.0,0.0
2020-11-06,-0.7307224424125888,-0.4361338931836911,-0.7387277793038496,1.0,-1.0186398775654357,-0.0,0.0
