Date,IWF,IWM,MDC,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4487596899224806,-1.05968992248062,1.0,-0.06976744186046512,-0.6499999999999999,-0.647751937984496,0.0
2018-09-25,-0.44791991274540355,-1.0685961358678717,1.0,-0.06399968837644125,-0.657759426612652,-0.6570582736054845,0.0
2018-09-26,-0.4501247855248791,-1.0716736858524412,1.0,-0.06773514272344408,-0.657736702542505,-0.6522773358290438,0.0
2018-09-27,-0.45063340479438707,-1.0694991229779771,1.0,-0.06836873903722471,-0.6574546871954784,-0.6519586825180277,0.0
2018-09-28,-0.446962297323696,-1.0766946669271342,1.0,-0.06946669271342058,-0.6595819495995311,-0.6543074819300645,0.0
2018-10-01,-0.447057904196296,-1.0764632335703679,1.0,-0.06974290849417833,-0.6595686489020863,-0.6542939751504259,0.0
2018-10-02,-0.44721419082597486,-1.0758771587090723,1.0,-0.07044619832773306,-0.6594123622724076,-0.6542158318355865,0.0
2018-10-03,-0.4472809726728957,-1.0640369052738574,1.0,-0.06861096993627584,-0.6655850502365221,-0.6639430783064232,0.0
2018-10-04,-0.4550759830800564,-1.055929813567288,1.0,-0.06967726774244086,-0.676366912110293,-0.6595644681184396,0.0
2018-10-05,-0.4470468829293047,-1.0546121716047936,1.0,-0.05890619510481321,-0.679587773743998,-0.6635437404848342,0.0
2018-10-08,-0.4455314339166699,-1.0525002923178859,1.0,-0.056514791285029425,-0.6804380870717542,-0.6625482324511829,0.0
2018-10-09,-0.44273050337798253,-1.0559222087710392,1.0,-0.04651071972507517,-0.6878587886124887,-0.6721209044401921,0.0
2018-10-10,-0.44225274940315445,-1.06066298774999,1.0,-0.04371648859144456,-0.6895229149544049,-0.6775860044616648,0.0
2018-10-11,-0.3719358533791523,-1.0681176021382206,1.0,-0.0,-0.675525009545628,-0.7026727758686521,0.0
2018-10-12,-0.37886277025242426,-1.0639927555371091,1.0,-0.0,-0.652944949628344,-0.6773950118854469,0.0
2018-10-15,-0.33901765795742433,-1.1105607441297691,1.0,-0.0,-0.6487692365863804,-0.6827995613869248,0.0
2018-10-16,-0.33214704880172646,-1.1242569946617196,1.0,-0.0,-0.6478249346912506,-0.6817854844205505,0.0
2018-10-17,-0.31380519093078757,-1.0914006563245822,1.0,-0.0,-0.6399164677804295,-0.6840319212410502,0.0
2018-10-18,-0.3145597730750569,-1.094129063561378,1.0,-0.0,-0.6390475124099578,-0.6845817937520994,0.0
2018-10-19,-0.2932481616281661,-1.0847136596598084,1.0,-0.0,-0.646624080814083,-0.6892965906558716,0.0
2018-10-22,-0.2959982114911692,-1.0960950890528354,1.0,-0.0,-0.6455026455026455,-0.688426857440942,0.0
2018-10-23,-0.28893093661305586,-1.1137937559129614,1.0,-0.0,-0.6721286660359508,-0.7094796594134343,0.0
2018-10-24,-0.2982741904207873,-1.127050610820244,1.0,-0.0,-0.7049059530734922,-0.7479542369594725,0.0
2018-10-25,-0.25349301397205587,-1.0777313297932436,1.0,-0.0,-0.7202199374835235,-0.7146085188114337,0.0
2018-10-26,-0.2555153979369023,-1.0753708305097507,1.0,-0.0,-0.7197123710563963,-0.7141405014682629,0.0
2018-10-29,-0.22747908303005293,-1.0918470716242075,1.0,-0.0,-0.7087007091134206,-0.723895996698308,0.0
2018-10-30,-0.2472079686085119,-1.0976079082402657,1.0,-0.0,-0.713816782372472,-0.7143827346815576,0.0
2018-10-31,-0.2476050388474014,-1.0965527645772046,1.0,-0.0,-0.7134344120087501,-0.7140001508636947,0.0
2018-11-01,-0.2261249717343785,-1.1142307982211501,1.0,-0.0,-0.713273535840808,-0.7151579106052611,0.0
2018-11-02,-0.22842887154861943,-1.0977641056422567,1.0,-0.0,-0.7147734093637454,-0.7105717286914766,0.0
2018-11-05,-0.22145758122743683,-1.1234205776173285,1.0,-0.0,-0.7198405535499399,-0.6957731648616126,0.0
2018-11-06,-0.21627643504531724,-1.121676737160121,1.0,-0.0,-0.7299848942598188,-0.7084592145015106,0.0
2018-11-07,-0.21600515561620987,-1.128852496303878,1.0,-0.0,-0.732817771712347,-0.7132188483263201,0.0
2018-11-08,-0.18037784133674545,-1.1353304230016559,1.0,-0.0,-0.7238446485021828,-0.7238446485021828,0.0
2018-11-09,-0.1821676213445885,-1.136606873681037,1.0,-0.0,-0.7242613807657522,-0.7254672897196262,0.0
2018-11-12,-0.18126525248732872,-1.117401914773794,1.0,-0.0,-0.7330580063825795,-0.7227332457293036,0.0
2018-11-13,-0.14904078971875578,-1.1181225554106908,1.0,-0.0,-0.7376047681132426,-0.7203203576084931,0.0
2018-11-14,-0.1517570693128404,-1.118070581213161,1.0,-0.0,-0.7397224501977169,-0.720920689397896,0.0
2018-11-15,-0.150333370581443,-1.1186724773717733,1.0,-0.0,-0.7409766454352442,-0.7148284724550229,0.0
2018-11-16,-0.14327978129798152,-1.1098003969591432,1.0,-0.0,-0.7523499232295997,-0.7395049245403139,0.0
2018-11-19,-0.13833546349898504,-1.1160439064731975,1.0,-0.0,-0.7600932260732276,-0.7446808510638299,0.0
2018-11-20,-0.08645576247101938,-1.1099394211352926,1.0,-0.0,-0.7688280607284422,-0.7742502430633461,0.0
2018-11-21,-0.09260838927419056,-1.1057745799799727,1.0,-0.0,-0.7675332863553759,-0.742832770834106,0.0
2018-11-23,-0.09315342699336471,-1.1028654038625496,1.0,-0.0,-0.7680616821737035,-0.7427438188086147,0.0
2018-11-26,-0.0920218092800712,-1.1113831089351285,1.0,-0.0,-0.7656986016839138,-0.7399577167019027,0.0
2018-11-27,-0.07950053566810744,-1.1183641804277957,1.0,-0.0,-0.7613875651113821,-0.7350105286490081,0.0
2018-11-28,-0.08042707255800208,-1.116558297620807,1.0,-0.0,-0.7619698537017882,-0.7354071228018324,0.0
2018-11-29,-0.06328187870363595,-1.1042504938181286,1.0,-0.0,-0.7555783158972857,-0.734837954495574,0.0
2018-11-30,-0.06221847877833524,-1.1056139451422713,1.0,-0.0,-0.7561431134873843,-0.7381257553008387,0.0
2018-12-03,-0.05917246429879165,-1.1072867081655071,1.0,-0.0,-0.7569022336140607,-0.7383009886488465,0.0
2018-12-04,-0.0493791088385683,-1.1127830533235938,1.0,-0.0,-0.7532870708546384,-0.7368882395909423,0.0
2018-12-06,-0.036727285668529126,-1.063810100003559,1.0,-0.0,-0.7481760916758603,-0.7101320331684401,0.0
2018-12-07,-0.04783322624402085,-1.065824230741772,1.0,-0.0,-0.7515170985935603,-0.7044691939744413,0.0
2018-12-10,-0.012320328542094456,-1.079374070664873,1.0,-0.0,-0.7594703674856617,-0.6891595270126744,0.0
2018-12-11,-0.0,-1.0894858566091443,1.0,-0.0,-0.758583881871553,-0.7100160113858743,0.0
2018-12-12,-0.0,-1.089534180278282,1.0,-0.0,-0.7596170954770294,-0.709440945162094,0.0
2018-12-13,-0.0,-1.0859936011375755,1.0,-0.0,-0.7613935300391043,-0.7075719872022751,0.0
2018-12-14,-0.0,-1.081299079700103,1.0,-0.0,-0.7641687098035035,-0.7078136659204775,0.0
2018-12-17,-0.0,-1.0774294005237455,1.0,-0.0,-0.7468681435345742,-0.7144879326208508,0.0
2018-12-18,-0.0,-1.0662964004499438,1.0,-0.0,-0.7374507874015748,-0.7114384139482564,0.0
2018-12-19,-0.0,-1.0742604074402125,1.0,-0.0,-0.7474224977856511,-0.7212754650132861,0.0
2018-12-20,-0.0,-1.0577255566140926,1.0,-0.0,-0.7553015066511415,-0.7154299424861508,0.0
2018-12-21,-0.0,-1.061950636382814,1.0,-0.0,-0.7607763167147176,-0.6932001968919204,0.0
2018-12-24,-0.0,-1.0498076250437216,1.0,-0.0,-0.7518712836656174,-0.6960825463448759,0.0
2018-12-26,-0.0,-1.0544748430944209,1.0,-0.0,-0.730677207947571,-0.6823745622247651,0.0
2018-12-27,-0.0,-1.0117186192118393,1.0,-0.0,-0.6606287876251382,-0.6758295108313523,0.0
2018-12-28,-0.0,-1.0115877959744128,1.0,-0.0,-0.6611072038581332,-0.6763789812116949,0.0
2018-12-31,-0.0,-1.0141057428131073,1.0,-0.0,-0.660658044629096,-0.6757689472626148,0.0
2019-01-02,-0.0,-1.0133261903167483,1.0,-0.0,-0.6574365499229894,-0.677559766959084,0.0
2019-01-03,-0.0,-1.0134637283140195,1.0,-0.0,-0.6566079442695425,-0.6791144751825307,0.0
2019-01-04,-0.0,-1.0188924430227908,1.0,-0.0,-0.6304478208716513,-0.6826602692256432,0.0
