Date,AAPL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.47381292031791317,-0.4319194154123846,-0.1262045474395179,-0.4259803778858191,-0.45337564412355524,0.0
2018-09-25,1.0,-0.4787172011661808,-0.43058309037900866,-0.1324489795918367,-0.42437317784256556,-0.44932944606413994,0.0
2018-09-26,1.0,-0.47950078730973344,-0.43162069166618067,-0.13416341050912695,-0.42398087128943834,-0.4466670554615968,0.0
2018-09-27,1.0,-0.4792031268230078,-0.43267996733169994,-0.13399836658499592,-0.42410453856026137,-0.4468265079920663,0.0
2018-09-28,1.0,-0.48449204119850187,-0.4323794475655431,-0.13342696629213482,-0.4268492509363296,-0.4488822565543071,0.0
2018-10-01,1.0,-0.4843448235500673,-0.4325218001989817,-0.133610347047463,-0.4268157078480716,-0.4489085269503131,0.0
2018-10-02,1.0,-0.48497527577025484,-0.4245252655294496,-0.13658308218977674,-0.4287678848348304,-0.45103432132720833,0.0
2018-10-03,1.0,-0.4847074662686218,-0.41525448532209447,-0.13498404893610796,-0.43340064974975856,-0.4584247958556502,0.0
2018-10-04,1.0,-0.48395126808410943,-0.41720845779886373,-0.13512563697065544,-0.4326714695718386,-0.4596438821531073,0.0
2018-10-05,1.0,-0.48369930703780595,-0.41513406040759043,-0.1308733662758399,-0.43326218531621885,-0.46095143416859163,0.0
2018-10-08,1.0,-0.48424563353910066,-0.4159620841988239,-0.13094994295076212,-0.4331061115824581,-0.46133817032854507,0.0
2018-10-09,1.0,-0.4842465553052687,-0.41593774683322116,-0.13053272094315888,-0.4331977883743381,-0.4615159582248486,0.0
2018-10-10,1.0,-0.4877984473414384,-0.41491138128021093,-0.1336458180752893,-0.43603339680679654,-0.45715541233338214,0.0
2018-10-11,1.0,-0.47912749153817225,-0.4088581595163017,-0.11375010848497122,-0.4304683657823936,-0.46075736974571124,0.0
2018-10-12,1.0,-0.4898742516685286,-0.4013061785683596,-0.11197043911661082,-0.41591475466185446,-0.44533241671679413,0.0
2018-10-15,1.0,-0.4984485433545941,-0.39228868585876,-0.11905993219559846,-0.4178877205079584,-0.445411710624605,0.0
2018-10-16,1.0,-0.5023334869785665,-0.3835561189214105,-0.1273334869785665,-0.4197971882922332,-0.44779903203503113,0.0
2018-10-17,1.0,-0.4943154295483687,-0.3616754523436387,-0.11890582704088903,-0.4194614617466876,-0.45507907109274826,0.0
2018-10-18,1.0,-0.494813041495668,-0.3624316005471956,-0.11841655266757864,-0.4190891472868216,-0.45522685818513453,0.0
2018-10-19,1.0,-0.4947162093062894,-0.357706948468837,-0.11382875972956083,-0.41918072836770637,-0.45534344639509117,0.0
2018-10-22,1.0,-0.5000142389292326,-0.3489107219137121,-0.09938772604300156,-0.43272105937633487,-0.46675210024206176,0.0
2018-10-23,1.0,-0.5015802511318015,-0.34845249281056917,-0.1031007089775348,-0.42934426696278577,-0.4648216166965633,0.0
2018-10-24,1.0,-0.5051273286617672,-0.3446419415484533,-0.09462769896883724,-0.4334871531931864,-0.4706033156725346,0.0
2018-10-25,1.0,-0.4925248008942294,-0.31904429230124354,-0.09204974151180662,-0.43565739835126455,-0.4552186670392622,0.0
2018-10-26,1.0,-0.48608719800055544,-0.31382949180783115,-0.08450430435990003,-0.44065537350735906,-0.45190224937517365,0.0
2018-10-29,1.0,-0.4817972924337643,-0.3162703136679494,-0.07826472135322943,-0.4371971983056948,-0.4549431078873786,0.0
2018-10-30,1.0,-0.48839788195503314,-0.31657009786254886,-0.08208810401707745,-0.4368051897646309,-0.44844889246208863,0.0
2018-10-31,1.0,-0.4923751482227063,-0.30052670766345857,-0.08344593662962248,-0.43603673165485485,-0.445247221686016,0.0
2018-11-01,1.0,-0.4949907542847681,-0.29779482791930006,-0.08605414953219441,-0.43595617254988545,-0.4451190903320178,0.0
2018-11-02,1.0,-0.4981708155686976,-0.28595791500481366,-0.0840874707743089,-0.4394718745702104,-0.44296520423600605,0.0
2018-11-05,1.0,-0.5240005690709916,-0.27198748043818466,-0.0715037700953194,-0.4689714041826718,-0.5088917342438469,0.0
2018-11-06,1.0,-0.5450763227361414,-0.29530586479972454,-0.058332376908068403,-0.469700447607024,-0.5008607827384368,0.0
2018-11-07,1.0,-0.5447816856962534,-0.2951689712548052,-0.05881002926157554,-0.46933272132652476,-0.5006598198404958,0.0
2018-11-08,1.0,-0.5399251492729195,-0.2946604576750564,-0.05239550895637516,-0.4668456989400908,-0.5030711653286861,0.0
2018-11-09,1.0,-0.5396965974345056,-0.2946890266548582,-0.052681198754392485,-0.4668456989400908,-0.5029854583892809,0.0
2018-11-12,1.0,-0.5400507947378934,-0.29167023371286704,-0.05222155637359815,-0.4673686613589019,-0.5023542504922524,0.0
2018-11-13,1.0,-0.5492909226617673,-0.2946833553424815,-0.049032554400872716,-0.4705460182580238,-0.5072056037205029,0.0
2018-11-14,1.0,-0.5485993391754058,-0.2962218072116075,-0.04861370492745295,-0.47134032466599624,-0.5083752334434707,0.0
2018-11-15,1.0,-0.5494131556939758,-0.2980649998558122,-0.04723592006228912,-0.47209966260057096,-0.5169132277878709,0.0
2018-11-16,1.0,-0.5494502323165277,-0.2996450318894116,-0.04799284291939626,-0.47245389743441746,-0.5163487345242561,0.0
2018-11-19,1.0,-0.5493787922565733,-0.3022825772898006,-0.042704420687662524,-0.47627853221612243,-0.5186651256862178,0.0
2018-11-20,1.0,-0.5535864003006737,-0.30197461620746485,-0.04140044522825176,-0.47630749660296634,-0.5177946746075343,0.0
2018-11-21,1.0,-0.5547477097571616,-0.307110658717464,-0.03353206339973826,-0.48227424749163883,-0.5305801948524066,0.0
2018-11-23,1.0,-0.5540964555490994,-0.2963393375944218,-0.037129575828006973,-0.4863451481696688,-0.5313771063335271,0.0
2018-11-26,1.0,-0.5550308965838872,-0.29334266060394076,-0.03716334382651276,-0.4923050017488632,-0.5369010143406786,0.0
