Date,IWF,IWM,MTUM,PI,SPY,VLUE,VXX
2018-11-20,-1.8526353965183753,-2.91247582205029,-1.1691247582205029,1.0,-2.571566731141199,-2.5831721470019344,0.0
2018-11-21,-1.8385323293892675,-2.8828731923030957,-1.158838293295088,1.0,-2.5442811043384728,-2.5271901517867814,0.0
2018-11-23,-1.834685114503817,-2.8690362595419847,-1.157800572519084,1.0,-2.5427003816793894,-2.5232585877862594,0.0
2018-11-26,-1.8327771156138257,-2.872467222884386,-1.1551847437425506,1.0,-2.539094159713945,-2.5195470798569723,0.0
2018-11-27,-1.821585641269464,-2.8854154285035065,-1.125401164863901,1.0,-2.537144894805658,-2.5168192083680023,0.0
2018-11-28,-1.8227321364879323,-2.8824158839614786,-1.126976578290334,1.0,-2.538937106170491,-2.5182499108310545,0.0
2018-11-29,-1.7550023266635646,-2.830502559329921,-1.0600279199627736,1.0,-2.499185667752443,-2.4887156817124247,0.0
2018-11-30,-1.7553797836454574,-2.8309875537978364,-1.0586251017796904,1.0,-2.500174479469582,-2.486797720134931,0.0
2018-12-03,-1.753341857491573,-2.83261652911775,-1.0505637568290132,1.0,-2.5005230733465074,-2.4868069278158784,0.0
2018-12-04,-1.7384793964016247,-2.840394660475914,-1.0495647127103889,1.0,-2.4948345908299476,-2.4843876958792803,0.0
2018-12-06,-1.6696338028169015,-2.6999436619718313,-1.0547605633802817,1.0,-2.4449577464788734,-2.3983098591549297,0.0
2018-12-07,-1.6705149971703452,-2.7188455008488965,-1.0473118279569893,1.0,-2.462591963780419,-2.4193548387096775,0.0
2018-12-10,-1.6140663253950591,-2.701647006454485,-1.004117516136212,1.0,-2.4344535944803027,-2.3741375472957937,0.0
2018-12-11,-1.612088156723063,-2.703806767586821,-1.0023374888691006,1.0,-2.4346616206589493,-2.3778940338379337,0.0
2018-12-12,-1.6126447016918968,-2.7033615316117543,-1.0030053428317007,1.0,-2.4346616206589493,-2.377226179875334,0.0
2018-12-13,-1.6114883669152846,-2.697428476010242,-1.0064566403206057,1.0,-2.441055326728265,-2.3757096738283425,0.0
2018-12-14,-1.6117908787541715,-2.6865406006674086,-1.010567296996663,1.0,-2.441601779755284,-2.3728587319243606,0.0
2018-12-17,-1.5864969562811289,-2.6847814056447152,-0.9828444936358606,1.0,-2.4237963475373547,-2.390149418926397,0.0
2018-12-18,-1.5566130620282244,-2.65408598621595,-0.949896072639755,1.0,-2.4030193633081716,-2.3761076468657696,0.0
2018-12-19,-1.5550935550935552,-2.655323339533866,-0.9501039501039502,1.0,-2.4044206149469307,-2.377174745595798,0.0
2018-12-20,-1.53289972899729,-2.6217886178861787,-0.9502439024390245,1.0,-2.3848238482384825,-2.350460704607046,0.0
2018-12-21,-1.5132667311204209,-2.609517671071006,-0.9282414867332688,1.0,-2.3703942421312707,-2.320872274143302,0.0
2018-12-24,-1.4770877944325482,-2.5762312633832978,-0.9309421841541756,1.0,-2.3687366167023556,-2.3536402569593147,0.0
2018-12-26,-1.4758657432072455,-2.5977623867874264,-0.9071923281832711,1.0,-2.339584443260522,-2.3348961108151305,0.0
2018-12-27,-1.3381740631664465,-2.4964963948410683,-0.8199451609627298,1.0,-2.208489895399614,-2.2922717578958056,0.0
2018-12-28,-1.333908804712095,-2.5047222504316036,-0.8161876713719914,1.0,-2.2093023255813953,-2.291256220168579,0.0
2018-12-31,-1.3347212348938762,-2.5036051589316544,-0.816289225144714,1.0,-2.209403879354118,-2.2914593277140245,0.0
2019-01-02,-1.3318449360665718,-2.505074081591232,-0.8060686015831134,1.0,-2.2094580880860564,-2.2956159935051756,0.0
2019-01-03,-1.332082361294249,-2.5024850390506135,-0.8090069986814078,1.0,-2.208844710416878,-2.2906988538391317,0.0
2019-01-04,-1.2806066084161896,-2.5063774229185496,-0.783067188912323,1.0,-2.183388570854675,-2.2896454755448428,0.0
2019-01-07,-1.205908160280784,-2.4242956030028275,-0.7729355562055182,1.0,-2.127327678658477,-2.2189724090864775,0.0
2019-01-08,-1.2058165548098434,-2.4003501604902246,-0.7762863534675616,1.0,-2.1324773854683396,-2.2117498297830953,0.0
2019-01-09,-1.2,-2.38418243571082,-0.7721494420184376,1.0,-2.1310043668122267,-2.2167879670063075,0.0
2019-01-10,-1.2005625060614877,-2.379206672485695,-0.7722820289011736,1.0,-2.1320919406459122,-2.2141402385801574,0.0
2019-01-11,-1.1992452099864526,-2.3470098703309463,-0.7814011999225856,1.0,-2.1277336946003484,-2.221405070640604,0.0
2019-01-14,-1.2043739113605574,-2.3444939036191212,-0.7866266692471453,1.0,-2.1273466227985294,-2.2140507064060384,0.0
2019-01-15,-1.1950440422030781,-2.3368502565095346,-0.7969218855870681,1.0,-2.1241893330752104,-2.2265027586874457,0.0
2019-01-16,-1.1798262548262548,-2.341023166023166,-0.7775096525096525,1.0,-2.1143822393822393,-2.239864864864865,0.0
2019-01-17,-1.1830985915492958,-2.331275323171908,-0.7815936716187536,1.0,-2.1124831178853944,-2.2384719274551417,0.0
2019-01-18,-0.7624460670428145,-2.3382011284434117,-0.19449054098904744,1.0,-1.9711251244606702,-2.031115167607036,0.0
2019-01-22,-0.6045731969397404,-2.5711338433766007,-0.0,1.0,-2.2453365425943437,-2.1751053038769017,0.0
2019-01-23,-0.5905397314173296,-2.484817380891284,-0.03583953468480028,1.0,-2.23616457103755,-2.206227012231631,0.0
2019-01-24,-0.58992128678987,-2.491615331964408,-0.035677618069815197,1.0,-2.2292950034223136,-2.209445585215606,0.0
2019-01-25,-0.5752468505277494,-2.374872318692544,-0.04119850187265917,1.0,-2.28702757916241,-2.233741913517194,0.0
2019-01-28,-0.5679454390451832,-2.3359761295822676,-0.09300937766410912,1.0,-2.3019607843137253,-2.226257459505541,0.0
2019-01-29,-0.5721009841677365,-2.330594779632007,-0.10115532734274713,1.0,-2.3125374411638857,-2.241591784338896,0.0
2019-01-30,-0.5742769125449255,-2.328256032859832,-0.10414170802669862,1.0,-2.3090022248844773,-2.241571110730789,0.0
2019-01-31,-0.5360225621741731,-2.357918126655841,-0.10905050850354671,1.0,-2.2809161610118793,-2.2623707375437996,0.0
2019-02-01,-0.5373747752376059,-2.360561691925678,-0.10720095898621457,1.0,-2.291805805291549,-2.2654336843907865,0.0
2019-02-04,-0.5095645095645096,-2.288644688644689,-0.11469271469271469,1.0,-2.1300773300773304,-2.0970288970288973,0.0
2019-02-05,-0.48496240601503765,-2.26667733162694,-0.08766597344424892,1.0,-2.085666293393057,-2.0738281874900015,0.0
2019-02-06,-0.48587887030962473,-2.2576206096487716,-0.08824705976478119,1.0,-2.089447155772462,-2.0794463557084564,0.0
2019-02-07,-0.4842626617670554,-2.257389359322575,-0.09042978111519412,1.0,-2.0824412845502476,-2.074053363157054,0.0
2019-02-08,-0.48307322929171664,-2.250420168067227,-0.10980392156862745,1.0,-2.0884353741496597,-2.071468587434974,0.0
2019-02-11,-0.484430176565008,-2.239566613162119,-0.11637239165329054,1.0,-2.10016051364366,-2.085072231139647,0.0
2019-02-12,-0.49768703142446963,-2.2412665496889455,-0.0957090445047057,1.0,-2.0871749880363692,-2.0539160950709845,0.0
2019-02-13,-0.4930262214075078,-2.2459552084163543,-0.0984299035626046,1.0,-2.0836853431099067,-2.04877659998406,0.0
2019-02-14,-0.4981267437225986,-2.1815065763252295,-0.14667198086887206,1.0,-2.099242726185731,-2.045755280988441,0.0
2019-02-15,-0.4963247043783957,-2.2205976350271652,-0.13550655161393416,1.0,-2.09603707254714,-2.0413071268775966,0.0
2019-02-19,-0.5069422278965848,-2.202760932014044,-0.13756782636450687,1.0,-2.09687200766039,-2.035349505266518,0.0
2019-02-20,-0.5066124920331421,-2.2225143403441683,-0.13376354365838114,1.0,-2.08229764181007,-2.021669853409815,0.0
2019-02-21,-0.495533199195171,-2.263822937625754,-0.10993963782696177,1.0,-2.123138832997988,-2.0559356136820925,0.0
2019-02-22,-0.49576851777222536,-2.2775852341420166,-0.09567179817844765,1.0,-2.123801080035464,-2.067139518014024,0.0
2019-02-25,-0.46870497838962705,-2.2440371378261568,-0.12317912598047062,1.0,-2.1130942852569237,-2.0549063550504245,0.0
2019-02-26,-0.46942042907460774,-2.2412744156260005,-0.12063720781300032,1.0,-2.1163944924751843,-2.057396733909702,0.0
2019-02-27,-0.474607497596924,-2.232137135533483,-0.12592117910925985,1.0,-2.1206344120474205,-2.056952899711631,0.0
2019-02-28,-0.4701307032314971,-2.2301339106727607,-0.1287787667388341,1.0,-2.1222035121481837,-2.0674364525699622,0.0
2019-03-01,-0.47128105840593737,-2.2468538238141336,-0.10777670216198774,1.0,-2.1421426266537593,-2.098983543078412,0.0
2019-03-04,-0.46577440941707654,-2.2433282270418444,-0.10844150608723696,1.0,-2.1404498911553658,-2.1045714746432314,0.0
2019-03-05,-0.49067269643866596,-2.2240975530969878,-0.09900670273762417,1.0,-2.154889768230639,-2.1069207784866353,0.0
2019-03-06,-0.49462452509902194,-2.2192223749090614,-0.1042761296580713,1.0,-2.1613450812383803,-2.10403362703096,0.0
2019-03-07,-0.5082561417639953,-2.171244462343939,-0.1175996778091019,1.0,-2.1699556987515103,-2.087635924285139,0.0
2019-03-08,-0.4983293945073751,-2.162089479260044,-0.1870263222231277,1.0,-2.1979463776383343,-2.1039035123461822,0.0
2019-03-11,-0.4844122727646623,-2.165830385785967,-0.21691206712182284,1.0,-2.2067944394176195,-2.1516821584272434,0.0
2019-03-12,-0.47070005785602115,-2.0891809240433092,-0.2924208612282007,1.0,-2.2100173568063477,-2.2028266798909,0.0
2019-03-13,-0.4962256325176275,-2.090087100788055,-0.34583160514309413,1.0,-2.183575279966819,-2.179676482787225,0.0
2019-03-14,-0.49581156174836194,-2.088911006054574,-0.3464377540018247,1.0,-2.184291283072074,-2.178485527079705,0.0
2019-03-15,-0.5069028609447771,-2.0698602794411176,-0.36235861610113107,1.0,-2.1852960745176313,-2.192282102461743,0.0
2019-03-18,-0.5030267361694972,-2.090886161089625,-0.4340003363040188,1.0,-2.180006726080377,-2.1996805111821085,0.0
2019-03-19,-0.49683410721823557,-2.097340650063318,-0.440523427606585,1.0,-2.1887716336006755,-2.218910932883073,0.0
2019-03-20,-0.5045646661031277,-2.10676246830093,-0.4355029585798817,1.0,-2.1821639898562974,-2.224006762468301,0.0
2019-03-21,-0.5254165609405397,-2.1010741774507316,-0.44295018184893853,1.0,-2.1989342806394316,-2.189714962361499,0.0
2019-03-22,-0.5206062670299727,-2.08983310626703,-0.49139986376021794,1.0,-2.228542234332425,-2.1846049046321525,0.0
2019-03-25,-0.49056445525455,-1.9516061393944477,-0.5715004612932987,1.0,-2.2190723811121362,-2.1544074477899855,0.0
2019-03-26,-0.478113909075545,-1.9595234071319927,-0.6041913131654554,1.0,-2.2182693932736184,-2.190130133513605,0.0
2019-03-27,-0.49983173481406695,-1.9069493521790342,-0.6215715968366146,1.0,-2.209406023893657,-2.1754164563351845,0.0
2019-03-28,-0.502104022891769,-1.904729843460697,-0.6320484766874264,1.0,-2.2023228412725135,-2.1749705436795153,0.0
2019-03-29,-0.5007142256953196,-1.8966473405596167,-0.6258297622048568,1.0,-2.2032602302327535,-2.176287706915385,0.0
2019-04-01,-0.4918501092253403,-1.9132078642245,-0.6204839522769282,1.0,-2.204335405814149,-2.172071920685599,0.0
2019-04-02,-0.5009220452640403,-1.908549874266555,-0.6604358759430008,1.0,-2.186588432523051,-2.1257334450963956,0.0
2019-04-03,-0.5110087902888237,-1.9023022185014649,-0.6568438677270825,1.0,-2.1874424445374636,-2.114106320636249,0.0
2019-04-04,-0.5114120892901932,-1.8976674191121143,-0.6640749101245715,1.0,-2.1835130841902854,-2.1038374717832955,0.0
2019-04-05,-0.5285989448119922,-1.8857717109119838,-0.6666945816933255,1.0,-2.187086508667616,-2.1063562515702206,0.0
2019-04-08,-0.5289152599030587,-1.872639144242019,-0.6648838375396958,1.0,-2.184940665218118,-2.105549055657697,0.0
2019-04-09,-0.5602646787838178,-1.8454644442583132,-0.6829717731803334,1.0,-2.197168942122456,-2.0899572828545105,0.0
2019-04-10,-0.5625626461744069,-1.8104744403608422,-0.7027230203808887,1.0,-2.195121951219512,-2.08194119612429,0.0
2019-04-11,-0.5903785225946306,-1.7699683174920793,-0.7282808070702017,1.0,-2.197098549274637,-2.051775887943972,0.0
2019-04-12,-0.58999333999334,-1.765068265068265,-0.7271894771894771,1.0,-2.1947219447219446,-2.048118548118548,0.0
2019-04-15,-0.5794012770544821,-1.764822953810432,-0.7241064764905879,1.0,-2.180694916659756,-2.043453022638693,0.0
2019-04-16,-0.579422981263472,-1.7623942961366272,-0.7260819101309899,1.0,-2.1802354501741004,-2.0423644503399103,0.0
2019-04-17,-0.575626764071061,-1.7596712601693507,-0.7219824007969451,1.0,-2.1897725386020257,-2.0544579113398638,0.0
2019-04-18,-0.5767665863987378,-1.754297102050984,-0.7010711616706802,1.0,-2.194635888067757,-2.0767250685045253,0.0
2019-04-22,-0.591947315771924,-1.7594198066022007,-0.6968156052017339,1.0,-2.2019839946648885,-2.0858619539846615,0.0
2019-04-23,-0.6023030707610146,-1.7530040053404539,-0.6955941255006676,1.0,-2.2093624833110814,-2.0842790387182912,0.0
2019-04-24,-0.5339576727379987,-1.5318191873755622,-0.511835410367967,1.0,-1.9811223361109063,-1.8154265909593685,0.0
2019-04-25,-0.532038978296176,-1.5363206850730842,-0.5236970323342685,1.0,-1.9802893843200944,-1.8099069836113981,0.0
2019-04-26,-0.5365168539325843,-1.5283855706682434,-0.5255026611472501,1.0,-1.9869899467770546,-1.8147545830869307,0.0
2019-04-29,-0.5315512708150746,-1.5067922874671342,-0.5078878177037687,1.0,-1.9595384165936314,-1.7976920829681569,0.0
2019-04-30,-0.534061135371179,-1.5129548762736538,-0.5083697234352256,1.0,-1.9463609898107717,-1.7763464337700148,0.0
2019-05-01,-0.7154885107875811,-1.6471671636554992,-0.9443080161375198,1.0,-2.2531134888616036,-2.210226276091914,0.0
2019-05-02,-0.7093094674037027,-1.655347898569799,-0.9384925857681846,1.0,-2.250943230674739,-2.220145652364657,0.0
2019-05-03,-0.7080772607550483,-1.660667251975417,-0.940649692712906,1.0,-2.250395083406497,-2.2197541703248462,0.0
2019-05-06,-0.701593137254902,-1.6290266106442577,-0.9493172268907564,1.0,-2.251575630252101,-2.2219012605042017,0.0
2019-05-07,-0.695587462791105,-1.6268604447557347,-0.9563999299597269,1.0,-2.2509192785851866,-2.225267028541411,0.0
2019-05-08,-0.6823877479986078,-1.6012878524190741,-0.9711973546815176,1.0,-2.229725026105117,-2.217194570135747,0.0
2019-05-09,-0.6885103424300365,-1.596123761515731,-0.9738397357900226,1.0,-2.2272727272727275,-2.205371110724839,0.0
2019-05-10,-0.6881785807348215,-1.5941978632849823,-0.9750716581255972,1.0,-2.226873968557283,-2.2015113350125946,0.0
2019-05-13,-0.6845625923030144,-1.5944748501433412,-0.9718530101641907,1.0,-2.230909564764138,-2.2055425245417424,0.0
2019-05-14,-0.5448712675824627,-1.3876778810561816,-1.040388253681007,1.0,-2.1422225878094925,-2.1104713333881717,0.0
2019-05-15,-0.5036591315661083,-1.3938038705480567,-1.049194991055456,1.0,-2.123678646934461,-2.0610668401366072,0.0
2019-05-16,-0.4922300870555691,-1.398014807582784,-1.0584167276869254,1.0,-2.124318607110894,-2.063054267350094,0.0
2019-05-17,-0.49106924394421336,-1.3901802463094364,-1.0694070630454284,1.0,-2.115814370769105,-2.0894706793899354,0.0
2019-05-20,-0.4956839309428951,-1.4379150066401063,-1.0625,1.0,-2.166500664010624,-2.1375332005312084,0.0
2019-05-21,-0.49016739801722736,-1.3931415569640826,-1.0524134568503167,1.0,-2.1116528522671865,-2.078823338209004,0.0
2019-05-22,-0.48207042024987834,-1.3795229595975986,-1.063848774947266,1.0,-2.1122829790686355,-2.075206879766348,0.0
2019-05-23,-0.4846004214621495,-1.3764791700437673,-1.078051548062895,1.0,-2.1082023018317395,-2.0577078943102607,0.0
2019-05-24,-0.47339523617278967,-1.3420266451352443,-1.0997981429148163,1.0,-2.1014129995962856,-2.057650383528462,0.0
2019-05-28,-0.482473892981462,-1.3250222617987533,-1.1071804419978952,1.0,-2.1123613697077634,-2.0680806281874844,0.0
2019-05-29,-0.495554477853217,-1.3330908503071452,-1.1062883931458132,1.0,-2.1056417717426448,-2.042192046556741,0.0
2019-05-30,-0.49640229606273756,-1.3296952057563265,-1.103888754143423,1.0,-2.1060716306896277,-2.0486700622524054,0.0
2019-05-31,-0.49601160261058735,-1.3213278543227782,-1.1014422689549592,1.0,-2.0940294899685763,-2.0444766739182985,0.0
2019-06-03,-0.49164792804368773,-1.3208319948602634,-1.1305011243173788,1.0,-2.087375522004497,-2.000481850305172,0.0
2019-06-04,-0.5077924164524422,-1.3165167095115682,-1.1343991002570695,1.0,-2.089251285347044,-1.9854595115681235,0.0
2019-06-05,-0.4932952471633738,-1.2927874315639132,-1.1568674125208285,1.0,-2.0834721891613106,-1.9081964611600413,0.0
2019-06-06,-0.4971180418476115,-1.2863797868140545,-1.1339913146466638,1.0,-2.0672720094749306,-1.9109356494275562,0.0
2019-06-07,-0.49676145339652455,-1.2962875197472354,-1.1367298578199054,1.0,-2.0612164296998423,-1.9079778830963665,0.0
2019-06-10,-0.4816332965473751,-1.3022229229071418,-1.1380261705817436,1.0,-2.050212833044301,-1.9106101213936624,0.0
2019-06-11,-0.4940579939787672,-1.3073205514181587,-1.1691491047377596,1.0,-2.0471399144351135,-1.9049279036602755,0.0
2019-06-12,-0.49465092321103105,-1.3108011728346145,-1.1716459307393614,1.0,-2.0454077185196926,-1.9021317061573817,0.0
2019-06-13,-0.5041315747656127,-1.323851898935325,-1.1800413157476561,1.0,-2.0395677737168283,-1.8977435245510885,0.0
2019-06-14,-0.5045252461098761,-1.318355033343919,-1.1829152111781518,1.0,-2.040012702445221,-1.8932200698634487,0.0
2019-06-17,-0.5054761904761904,-1.3187301587301588,-1.1817460317460318,1.0,-2.0364285714285715,-1.894126984126984,0.0
2019-06-18,-0.5063512226103526,-1.3227214988885363,-1.1811686249603048,1.0,-2.0358844077484917,-1.8929818990155607,0.0
2019-06-19,-0.5027326732673267,-1.3147722772277228,-1.185980198019802,1.0,-2.03390099009901,-1.8834059405940593,0.0
2019-06-20,-0.5112871287128713,-1.315881188118812,-1.183049504950495,1.0,-2.0293069306930693,-1.8813465346534655,0.0
2019-06-21,-0.5146347267391131,-1.327357817085746,-1.1796620924883001,1.0,-2.0235583406044264,-1.8868882366939004,0.0
2019-06-24,-0.5156523120928015,-1.3153503893214684,-1.1846496106785318,1.0,-2.023200381376132,-1.9064039408866995,0.0
2019-06-25,-0.5138999205718824,-1.288880063542494,-1.1934074662430498,1.0,-2.035186656076251,-1.9115170770452738,0.0
2019-06-26,-0.48254245357879705,-1.2939215997460722,-1.179733375654658,1.0,-2.0249960323758134,-1.9539755594350103,0.0
2019-06-27,-0.49490526986148703,-1.2784588441330997,-1.1841267314121953,1.0,-2.0281006209202355,-1.9750039802579205,0.0
2019-06-28,-0.49753537923358243,-1.2591826999522975,-1.1863571314994434,1.0,-2.0339481634600096,-1.973445698839243,0.0
2019-07-01,-0.5222540136703228,-1.2436019710697823,-1.1874105865522175,1.0,-2.0382292163408047,-1.9562867588618664,0.0
2019-07-02,-0.5172633253778838,-1.2419252187748606,-1.1883850437549721,1.0,-2.047732696897375,-1.9602227525855211,0.0
2019-07-03,-0.5187161516406498,-1.2350270786874802,-1.195603695444409,1.0,-2.054157374960178,-1.9608155463523413,0.0
2019-07-05,-0.5181240063593006,-1.2142289348171702,-1.2006359300476948,1.0,-2.0550079491255966,-1.9611287758346583,0.0
2019-07-08,-0.5143767423337315,-1.2243727598566307,-1.1957785742731981,1.0,-2.060374352847471,-1.9700517722023099,0.0
2019-07-09,-0.5137307967842076,-1.217543580355011,-1.1968478866512775,1.0,-2.0598583140969517,-1.9719016158560856,0.0
2019-07-10,-0.5207260045969723,-1.1815011492430847,-1.1861773797257666,1.0,-2.0681620036458748,-1.969247840215582,0.0
2019-07-11,-0.5255514997619426,-1.178543088398667,-1.1911601333121726,1.0,-2.0712585303920013,-1.9687351214093,0.0
2019-07-12,-0.5049944506104329,-1.2011257333121927,-1.1895512922149991,1.0,-2.062866656096401,-1.969081972411606,0.0
2019-07-15,-0.5085310689627807,-1.212840250773748,-1.1991905404332988,1.0,-2.0583287040711054,-1.9570668994524243,0.0
2019-07-16,-0.4916437818752451,-1.207061592781483,-1.1544134954884269,1.0,-2.031071008238525,-1.9621027854060415,0.0
2019-07-17,-0.4946270295709468,-1.2084085026276572,-1.154051298141031,1.0,-2.0271393834810576,-1.959526237351949,0.0
2019-07-18,-0.49322790260706173,-1.2069208486651528,-1.1544664526736084,1.0,-2.024113364127456,-1.95036404916621,0.0
2019-07-19,-0.5034839113755578,-1.2069208486651528,-1.1568934471150083,1.0,-2.0166758005167145,-1.9450403194237844,0.0
2019-07-22,-0.48856926570779713,-1.116881150643452,-1.090764572293717,1.0,-1.9423921271763815,-1.9314155942467826,0.0
2019-07-23,-0.48157154798996876,-1.1330648225549054,-1.091496314309598,1.0,-1.9512120981837522,-1.9419408769663347,0.0
2019-07-24,-0.48341304182798145,-1.1316328854475062,-1.0983071433993774,1.0,-1.945722310787216,-1.932133910271009,0.0
2019-07-25,-0.4778384942319369,-1.127580449301761,-1.0985883424408014,1.0,-1.9510473588342445,-1.9345021250758958,0.0
2019-07-26,-0.47505884139397164,-1.1149495102877536,-1.1081922405284337,1.0,-1.9580897426163544,-1.9361475969933948,0.0
2019-07-29,-0.4712887810058408,-1.0892057953424865,-1.1079420465751346,1.0,-1.9612379579761814,-1.9559280892057955,0.0
2019-07-30,-0.46982464131177404,-1.093828285128672,-1.1099218097623926,1.0,-1.9612844454566154,-1.9564260229256811,0.0
2019-07-31,-0.44257703081232497,-1.2081388110799876,-1.1297852474323062,1.0,-2.0108154372860256,-1.989573607220666,0.0
2019-08-01,-0.4311639549436796,-1.21331351689612,-1.1465112640801,1.0,-2.026126408010012,-2.005162703379224,0.0
2019-08-02,-0.43112364833098255,-1.1962858486130699,-1.1770098730606489,1.0,-2.0267199498511204,-2.004623099827613,0.0
2019-08-05,-0.4268950950481108,-1.1928342329656576,-1.1711648282875695,1.0,-2.028553547680513,-2.0035203003989674,0.0
2019-08-06,-0.3873119280285404,-1.1885373041724834,-1.1620133395377694,1.0,-2.003800217155266,-2.013804870482395,0.0
2019-08-07,-0.37899224806201554,-1.204341085271318,-1.1401550387596897,1.0,-1.9988372093023257,-2.02953488372093,0.0
