Date,IWF,IWM,MTUM,SBS,SPY,VLUE,VXX
2018-09-24,-0.7091039868475133,-1.1943588162762022,-0.114724619810933,1.0,-1.139282778462803,-0.9802712700369913,0.0
2018-09-25,-0.7089736977823621,-1.2029396596183601,-0.11021144920061889,1.0,-1.1463641052088707,-0.9887570912841671,0.0
2018-09-26,-0.7121016476421672,-1.2076339032074788,-0.11487009968493363,1.0,-1.146944889210268,-0.9834719281028872,0.0
2018-09-27,-0.7181592810660057,-1.1951244706125401,-0.11894432393347795,1.0,-1.1483834314636918,-0.984144199979341,0.0
2018-09-28,-0.7232544899332333,-1.1954867760467884,-0.11940375756948399,1.0,-1.150975622379794,-0.9865431395890483,0.0
2018-10-01,-0.7329512893982808,-1.2013545194060953,-0.11878093253451419,1.0,-1.1622818442302683,-0.9942693409742119,0.0
2018-10-02,-0.7332951408780793,-1.195979376074163,-0.1212957658455289,1.0,-1.1624915368991198,-0.994948179782303,0.0
2018-10-03,-0.7941160020135354,-1.252754628334918,-0.11678505509256669,1.0,-1.292018569271212,-1.137423793277029,0.0
2018-10-04,-0.7945128464608984,-1.26845448923371,-0.1180637544273908,1.0,-1.2928543318153707,-1.1481981222240962,0.0
2018-10-05,-0.7721113297722799,-1.2603879673882485,-0.08816418330053415,1.0,-1.3220129322462748,-1.1799269046949676,0.0
2018-10-08,-0.7744360902255639,-1.2660410424557635,-0.07671434224659393,1.0,-1.3454124031884223,-1.190626943298095,0.0
2018-10-09,-0.8130953816471723,-1.3896056915470878,-0.02978415531170867,1.0,-1.4725069335584227,-1.324189075123598,0.0
2018-10-10,-0.8298727394507703,-1.4025452109845948,-0.03872617670340377,1.0,-1.492540948669549,-1.3253364184375571,0.0
2018-10-11,-0.7056329849012777,-1.3469802555168409,-0.0,1.0,-1.4371660859465738,-1.3174216027874566,0.0
2018-10-12,-0.7148243359040273,-1.3255641245358467,-0.0,1.0,-1.4003998857469293,-1.2718651813767494,0.0
2018-10-15,-0.6753756830601093,-1.3554758652094718,-0.0,1.0,-1.3913365209471766,-1.2699795081967213,0.0
2018-10-16,-0.6664575729927008,-1.3757983576642336,-0.0,1.0,-1.3907960766423357,-1.2695027372262775,0.0
2018-10-17,-0.6204890057628826,-1.2965926257483356,-0.0,1.0,-1.3857774296424776,-1.2921725507749118,0.0
2018-10-18,-0.6214635243826987,-1.2995669047752967,-0.0,1.0,-1.4019911131109737,-1.3015917655661173,0.0
2018-10-19,-0.5939306358381503,-1.2725100044464206,-0.0,1.0,-1.3982881280569144,-1.293297020898177,0.0
2018-10-22,-0.5963041536400179,-1.2568669048682448,-0.0,1.0,-1.4179321125502455,-1.311746315319339,0.0
2018-10-23,-0.612604523261687,-1.267635669790673,-0.0,1.0,-1.4169145294348728,-1.3148324821819406,0.0
2018-10-24,-0.6085835948005378,-1.2609255939040789,-0.0,1.0,-1.417301658449126,-1.3160578216046614,0.0
2018-10-25,-0.5344846079588116,-1.157245521827738,-0.0,1.0,-1.422825270835568,-1.2485251528477959,0.0
2018-10-26,-0.4994977531060005,-1.1295796986518634,-0.0,1.0,-1.4289717155696535,-1.2287602431932327,0.0
2018-10-29,-0.45527983104540654,-1.1568109820485744,-0.0,1.0,-1.4182154171066526,-1.2495248152059133,0.0
2018-10-30,-0.43630505968099714,-1.1585507552550967,-0.0,1.0,-1.4202492869969365,-1.2663990704552657,0.0
2018-10-31,-0.44710882568999893,-1.1186378423759051,-0.0,1.0,-1.4212928953720223,-1.260100745093924,0.0
2018-11-01,-0.41266008817971866,-1.1496955700188958,-0.0,1.0,-1.422737770312828,-1.2636993491496955,0.0
2018-11-02,-0.41819126819126823,-1.1030665280665282,-0.0,1.0,-1.4261434511434514,-1.2501039501039501,0.0
2018-11-05,-0.4088175304638879,-1.149626065582344,-0.0,1.0,-1.4393598661157891,-1.2319962345065636,0.0
2018-11-06,-0.419109947643979,-1.1597905759162304,-0.0,1.0,-1.4340314136125654,-1.2226701570680627,0.0
2018-11-07,-0.41784947362907876,-1.1627821714764575,-0.0,1.0,-1.4330906614989787,-1.223799298172105,0.0
2018-11-08,-0.3609319742042854,-1.1732889536093196,-0.0,1.0,-1.4228728936966923,-1.2436550863324318,0.0
2018-11-09,-0.3643285528031291,-1.1778357235984354,-0.0,1.0,-1.4250847457627118,-1.2478748370273793,0.0
2018-11-12,-0.3614045991298943,-1.1521131137352394,-0.0,1.0,-1.4265589392997722,-1.2391236793039153,0.0
2018-11-13,-0.3049623278773707,-1.1673681475707975,-0.0,1.0,-1.4655235126006756,-1.2583008573655494,0.0
2018-11-14,-0.30527847049044055,-1.166874480465503,-0.0,1.0,-1.4652950955943473,-1.2579488778054864,0.0
2018-11-15,-0.3041987112866348,-1.1723654125961338,-0.0,1.0,-1.4760444813967992,-1.243764290168364,0.0
2018-11-16,-0.30160948092946227,-1.16053407855923,-0.0,1.0,-1.4695958184546911,-1.2434404595559696,0.0
2018-11-19,-0.304647070999793,-1.1595425377768578,-0.0,1.0,-1.4679155454357278,-1.2428068722831713,0.0
2018-11-20,-0.2318356867779204,-1.1431065468549422,-0.0,1.0,-1.4791270860077022,-1.2807188703465981,0.0
2018-11-21,-0.2387158941069074,-1.126889136829293,-0.0,1.0,-1.4735267268485648,-1.2323765087737093,0.0
2018-11-23,-0.24058513869204293,-1.1088276979145575,-0.0,1.0,-1.4792468110953634,-1.2331443612067219,0.0
2018-11-26,-0.2396560445118867,-1.111380880121396,-0.0,1.0,-1.4765806777946384,-1.2305007587253414,0.0
2018-11-27,-0.217524197656648,-1.1463066734589913,-0.0,1.0,-1.4906775343861436,-1.2397350993377483,0.0
2018-11-28,-0.22841569393736824,-1.131845528873348,-0.0,1.0,-1.5200287962153545,-1.2619427161001695,0.0
2018-11-29,-0.18044466902475997,-1.1037392622536635,-0.0,1.0,-1.5060636685194542,-1.2628600303183426,0.0
2018-11-30,-0.1798343099616084,-1.1036067892503536,-0.0,1.0,-1.507072135785007,-1.260961810466761,0.0
2018-12-03,-0.17419060647514822,-1.1124791001671988,-0.0,1.0,-1.5139078887368902,-1.2660485382783604,0.0
2018-12-04,-0.16269921323381076,-1.1129715553762356,-0.0,1.0,-1.506808553560621,-1.2608936856969941,0.0
2018-12-06,-0.1439882697947214,-0.9954056695992181,-0.0,1.0,-1.5286412512218963,-1.2195503421309872,0.0
2018-12-07,-0.14592190783365097,-0.9947710501881444,-0.0,1.0,-1.529052436104188,-1.2171235889165812,0.0
2018-12-10,-0.0897324025596277,-1.0128466162497576,-0.0,1.0,-1.548720186154741,-1.1965289897227072,0.0
2018-12-11,-0.08437651625424551,-1.0163998059194566,-0.0,1.0,-1.5476467734109653,-1.203590490053372,0.0
2018-12-12,-0.08997516919032086,-1.0205949656750573,-0.0,1.0,-1.5549442523978771,-1.2032718243341936,0.0
2018-12-13,-0.09939999999999999,-1.0727499999999999,-0.0,1.0,-1.5829499999999999,-1.24485,0.0
2018-12-14,-0.10576010391167509,-1.0561023130339213,-0.0,1.0,-1.5899985012739173,-1.2438926912124695,0.0
2018-12-17,-0.08676660379231609,-1.0494887322545419,-0.0,1.0,-1.5741090042688375,-1.2534498163407128,0.0
2018-12-18,-0.06363636363636364,-1.0263390663390664,-0.0,1.0,-1.5682555282555282,-1.2557248157248158,0.0
2018-12-19,-0.06847227683837986,-1.0255112072355486,-0.0,1.0,-1.5663094769956742,-1.2551120723554856,0.0
2018-12-20,-0.06626682270333528,-1.0007801833430856,-0.0,1.0,-1.5670957675053636,-1.2420518821923152,0.0
2018-12-21,-0.05517172821710821,-1.0488095829812614,-0.0,1.0,-1.634276057458124,-1.232218301108405,0.0
2018-12-24,-0.02159476609769295,-1.0110187416990506,-0.0,1.0,-1.6270352698115993,-1.2594815288504106,0.0
2018-12-26,-0.019855332783144813,-1.020049516966843,-0.0,1.0,-1.5838147482887517,-1.2308849944172047,0.0
2018-12-27,-0.0,-0.9410381707541952,-0.0,1.0,-1.4398856721371935,-1.22907062511525,0.0
2018-12-28,-0.0,-0.9434596436300015,-0.0,1.0,-1.4364841843547125,-1.2243197200607763,0.0
2018-12-31,-0.0,-0.9507448231333303,-0.0,1.0,-1.43679380159572,-1.2244154406678043,0.0
2019-01-02,-0.0,-0.9480178645425664,-0.0,1.0,-1.4319259634421475,-1.2243657626962567,0.0
2019-01-03,-0.0,-1.034474363344208,-0.0,1.0,-1.4676924575157035,-1.3671422310950967,0.0
2019-01-04,-0.0,-1.1143546199065466,-0.0,1.0,-1.4627945535848867,-1.4471687685273575,0.0
2019-01-07,-0.0,-1.0455252918287938,-0.0,1.0,-1.4249027237354086,-1.393433852140078,0.0
