Date,GIS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4211218710031061,-0.7345514343139046,-0.0,-0.7611913027589987,-0.7374748766672756,0.0
2018-09-25,1.0,-0.42144109909383226,-0.7343247588424439,-0.0,-0.7609617071031862,-0.7371748026892723,0.0
2018-09-26,1.0,-0.42129494299912307,-0.7342516807950892,-0.0,-0.7609982461268636,-0.7373574978076587,0.0
2018-09-27,1.0,-0.42456652673845585,-0.727103486037598,-0.0,-0.7613068078116444,-0.7372878262456651,0.0
2018-09-28,1.0,-0.4216055935864113,-0.7352198264816779,-0.0,-0.763919903356884,-0.7400153750411831,0.0
2018-10-01,1.0,-0.4221335481036755,-0.7346976131205154,-0.0,-0.7640943037047884,-0.7399326402108654,0.0
2018-10-02,1.0,-0.4225728510762923,-0.73429491872895,-0.0,-0.7640210865426855,-0.7399326402108654,0.0
2018-10-03,1.0,-0.4226944108040662,-0.7212741751990899,-0.0,-0.7727623032037872,-0.7531285551763368,0.0
2018-10-04,1.0,-0.4267894485820157,-0.7150823641633343,-0.0,-0.7777084785559674,-0.7492020398429762,0.0
2018-10-05,1.0,-0.40318681318681315,-0.7032600732600732,-0.0,-0.7906593406593405,-0.7659340659340659,0.0
2018-10-08,1.0,-0.3992754418706773,-0.6989790317268636,-0.0,-0.7956599699930472,-0.7654700479379368,0.0
2018-10-09,1.0,-0.3914580265095729,-0.7050073637702504,-0.0,-0.80600147275405,-0.7793814432989691,0.0
2018-10-10,1.0,-0.3906491783951072,-0.7062486183774225,-0.0,-0.806314936261145,-0.7810772971778056,0.0
2018-10-11,1.0,-0.28978527718434294,-0.7113372198283666,-0.0,-0.7961038490784661,-0.8237317594235434,0.0
2018-10-12,1.0,-0.2885944290090475,-0.6949846833368954,-0.0,-0.7761273776447959,-0.8023438056564793,0.0
2018-10-15,1.0,-0.2665435955694405,-0.7107000852030674,-0.0,-0.7710167566032378,-0.8018673672252201,0.0
2018-10-16,1.0,-0.25889138096763864,-0.7285058207839369,-0.0,-0.7710491651536189,-0.8017017337747874,0.0
2018-10-17,1.0,-0.23696963358086676,-0.685179374542412,-0.0,-0.7605898964543458,-0.8036467594045253,0.0
2018-10-18,1.0,-0.23691642550817613,-0.6854712178794323,-0.0,-0.7605034691956347,-0.8037376660506955,0.0
2018-10-19,1.0,-0.21771408839779002,-0.6688190607734806,-0.0,-0.7625345303867402,-0.8039364640883977,0.0
2018-10-22,1.0,-0.21904728838275117,-0.656447468925769,-0.0,-0.7782098465384348,-0.8182417887646691,0.0
2018-10-23,1.0,-0.21914383918341837,-0.6564246779849321,-0.0,-0.778078672360518,-0.8181786619449363,0.0
2018-10-24,1.0,-0.217136109471052,-0.6508179071302053,-0.0,-0.7813010106623137,-0.8238460736984683,0.0
2018-10-25,1.0,-0.17095575818980074,-0.5989868287740628,-0.0,-0.8110097939885175,-0.7962512664640325,0.0
2018-10-26,1.0,-0.14695052554060387,-0.5870656758385218,-0.0,-0.8249983263038093,-0.7883778536520051,0.0
2018-10-29,1.0,-0.1334110204761112,-0.5869818545030798,-0.0,-0.8193440985516897,-0.7897120026635592,0.0
2018-10-30,1.0,-0.1131924271261144,-0.5914721693545695,-0.0,-0.8240341914588134,-0.810344251894888,0.0
2018-10-31,1.0,-0.11412609736632084,-0.5837656291566907,-0.0,-0.8207302474062251,-0.8067305134344241,0.0
2018-11-01,1.0,-0.07036247334754797,-0.6455816157308695,-0.0,-0.8411006193522185,-0.827393644024774,0.0
2018-11-02,1.0,-0.07432659367233156,-0.619836098609525,-0.0,-0.8440585745952844,-0.820413783838248,0.0
2018-11-05,1.0,-0.08883344156953892,-0.6112041562702943,-0.0,-0.859862596985337,-0.8580852445568582,0.0
2018-11-06,1.0,-0.08629372066732897,-0.6104278716042615,-0.0,-0.8647185776437942,-0.8642732349011683,0.0
2018-11-07,1.0,-0.08718036725587781,-0.6120816886905783,-0.0,-0.8671357473828728,-0.8659001201304274,0.0
2018-11-08,1.0,-0.054133958609440314,-0.6128045672341728,-0.0,-0.8571719849118158,-0.8740952186767256,0.0
2018-11-09,1.0,-0.052875442899972744,-0.6159375851730717,-0.0,-0.8622240392477515,-0.8758857999454892,0.0
2018-11-12,1.0,-0.05402173170231669,-0.5951957903369098,-0.0,-0.8868994737921139,-0.8808173306909042,0.0
2018-11-13,1.0,-0.01670287887017925,-0.5922392721347094,-0.0,-0.9005635524171647,-0.8853544269418795,0.0
2018-11-14,1.0,-0.01697216564833673,-0.5918873048200951,-0.0,-0.9004412763068569,-0.8851323828920571,0.0
2018-11-15,1.0,-0.015516482027306298,-0.591828437849375,-0.0,-0.9033438357556662,-0.8771894162685909,0.0
2018-11-16,1.0,-0.01158431557972238,-0.5812759633895099,-0.0,-0.9015164308149548,-0.8829747711844371,0.0
2018-11-19,1.0,-0.02075055187637969,-0.585260655459331,-0.0,-0.903379181524877,-0.8867719476991001,0.0
2018-11-20,1.0,-0.0,-0.5668983199514203,-0.0,-0.8998380676067742,-0.9068551379798934,0.0
2018-11-21,1.0,-0.0,-0.5605599919810218,-0.0,-0.9033044872865782,-0.8773764576163586,0.0
2018-11-23,1.0,-0.0,-0.5427949061662198,-0.0,-0.9219839142091152,-0.8864276139410189,0.0
2018-11-26,1.0,-0.0,-0.5481017323995577,-0.0,-0.9191770264383609,-0.8835907918104748,0.0
2018-11-27,1.0,-0.0,-0.5637195532229847,-0.0,-0.9183151661956668,-0.8822500336428474,0.0
2018-11-28,1.0,-0.0,-0.5623591158362211,-0.0,-0.9192208054368671,-0.882818019715372,0.0
2018-11-29,1.0,-0.0,-0.5430841651921343,-0.0,-0.9072880846659767,-0.8882248856541916,0.0
2018-11-30,1.0,-0.0,-0.5451871657754009,-0.0,-0.9113636363636363,-0.8856951871657753,0.0
2018-12-03,1.0,-0.0,-0.5446926441617417,-0.0,-0.9099469097465692,-0.8843700958295769,0.0
2018-12-04,1.0,-0.0,-0.5567835493486051,-0.0,-0.9065608359288656,-0.8857295957667704,0.0
2018-12-06,1.0,-0.0,-0.48512068241300205,-0.0,-0.8932437235451872,-0.8527577627710103,0.0
2018-12-07,1.0,-0.0,-0.48525512513742486,-0.0,-0.893358339261463,-0.854911724762336,0.0
2018-12-10,1.0,-0.0,-0.47565614910009274,-0.0,-0.8824845753013012,-0.8386880214826893,0.0
2018-12-11,1.0,-0.0,-0.4755723238265763,-0.0,-0.8864624632305922,-0.8352730528200538,0.0
2018-12-12,1.0,-0.0,-0.47621637183711335,-0.0,-0.8882313425674162,-0.8344262819487541,0.0
2018-12-13,1.0,-0.0,-0.4715564077980185,-0.0,-0.8925854905720677,-0.8317673378076063,0.0
2018-12-14,1.0,-0.0,-0.4714774216228308,-0.0,-0.8926208814035984,-0.8317087980569492,0.0
2018-12-17,1.0,-0.0,-0.46560829727666075,-0.0,-0.8805993891575464,-0.8352634258080937,0.0
2018-12-18,1.0,-0.0,-0.4499069723439815,-0.0,-0.8709280691242786,-0.8326448235628016,0.0
2018-12-19,1.0,-0.0,-0.4500015767399325,-0.0,-0.8708334647283277,-0.8326763583614519,0.0
2018-12-20,1.0,-0.0,-0.4540296959087078,-0.0,-0.9325034040070025,-0.855410750178305,0.0
2018-12-21,1.0,-0.0,-0.45986394557823135,-0.0,-0.9457078069322967,-0.8338192419825075,0.0
2018-12-24,1.0,-0.0,-0.43040087299804214,-0.0,-0.9317328369226818,-0.8474179157171743,0.0
2018-12-26,1.0,-0.0,-0.42829463519994915,-0.0,-0.9129371406790967,-0.8350856017533271,0.0
2018-12-27,1.0,-0.0,-0.3797176955231114,-0.0,-0.8238626037438663,-0.8254679832798206,0.0
2018-12-28,1.0,-0.0,-0.3795527543785226,-0.0,-0.8244348827343797,-0.8261317495909339,0.0
2018-12-31,1.0,-0.0,-0.37840950418232516,-0.0,-0.825251545641896,-0.8270093344647838,0.0
2019-01-02,1.0,-0.0,-0.37693704600484257,-0.0,-0.8226694915254237,-0.8270278450363195,0.0
2019-01-03,1.0,-0.0,-0.378079452137814,-0.0,-0.8394594103208993,-0.8126723432623253,0.0
2019-01-04,1.0,-0.0,-0.38954473907252696,-0.0,-0.811962707349558,-0.8254934011381524,0.0
2019-01-07,1.0,-0.0,-0.3570710356657006,-0.0,-0.7979830839297333,-0.8023008221446737,0.0
2019-01-08,1.0,-0.0,-0.3538429727654044,-0.0,-0.7989897796419921,-0.8010279435221834,0.0
2019-01-09,1.0,-0.0,-0.3522170396174057,-0.0,-0.7984589950994864,-0.8014406329338136,0.0
2019-01-10,1.0,-0.0,-0.349266766988286,-0.0,-0.8014222064854977,-0.7999468885544836,0.0
2019-01-11,1.0,-0.0,-0.34454504972539707,-0.0,-0.8097372717826926,-0.8144277868487457,0.0
2019-01-14,1.0,-0.0,-0.34670350892830615,-0.0,-0.808479662477345,-0.8159669608105298,0.0
