Date,IWF,IWM,MTUM,NSP,SPY,VLUE,VXX
2018-09-24,-0.585489979485561,-0.9930961022565884,-0.2855452106675083,1.0,-0.6039529745936564,-0.47703960864762507,0.0
2018-09-25,-0.5909162717219589,-0.9912717219589258,-0.2925355450236967,1.0,-0.6020932069510269,-0.4726303317535545,0.0
2018-09-26,-0.5913902053712481,-0.9918246445497632,-0.2936413902053713,1.0,-0.6017772511848342,-0.4708135860979463,0.0
2018-09-27,-0.5915893385982232,-0.9907601184600199,-0.29397828232971374,1.0,-0.601618953603159,-0.470720631786772,0.0
2018-09-28,-0.5875183030590843,-0.9981004392734178,-0.2947485060746369,1.0,-0.6037832917804424,-0.4733072143733428,0.0
2018-10-01,-0.5868168477829778,-1.0031728404854448,-0.2953914491948918,1.0,-0.6049020385500119,-0.47576743079241696,0.0
2018-10-02,-0.5867771872769098,-1.002617593400492,-0.2958277147616404,1.0,-0.6048623780439439,-0.47596573332275727,0.0
2018-10-03,-0.5875650136975424,-1.007265652916187,-0.296660975900266,1.0,-0.6043593917497122,-0.47449080875054594,0.0
2018-10-04,-0.5876374607963795,-1.0064710786454405,-0.29699471991742427,1.0,-0.6044702052483227,-0.4743737345666759,0.0
2018-10-05,-0.5831782362491587,-1.0061378846077693,-0.2905001385973944,1.0,-0.6056706133924683,-0.47443868055280564,0.0
2018-10-08,-0.5816475990657536,-1.0036419777522663,-0.28423261153556867,1.0,-0.6136336645421797,-0.4755552036736471,0.0
2018-10-09,-0.5889109697933227,-1.0081875993640699,-0.29534976152623216,1.0,-0.6118441971383148,-0.47023052464228937,0.0
2018-10-10,-0.5910807265789579,-1.0066775309034541,-0.2977065861123256,1.0,-0.6131006796772527,-0.4661155053857467,0.0
2018-10-11,-0.5566322970772929,-1.0024808124660827,-0.2542445150786883,1.0,-0.5963252965346151,-0.46658655709744945,0.0
2018-10-12,-0.5686439704361813,-0.9972810477539923,-0.25320721479722746,1.0,-0.5729330218665033,-0.4374449507907939,0.0
2018-10-15,-0.5513904295604942,-1.030103660635734,-0.22713537084496807,1.0,-0.574073365719313,-0.44237463183261294,0.0
2018-10-16,-0.552052645674714,-1.0281593143819108,-0.22883268929104336,1.0,-0.5742434097256762,-0.4427057428166966,0.0
2018-10-17,-0.5380875202593193,-0.9945346952621461,-0.21736836153933134,1.0,-0.5702762805774377,-0.4488711318834571,0.0
2018-10-18,-0.5374034294328246,-0.9934803090258152,-0.21786319954776712,1.0,-0.5710947804786133,-0.44876578104390435,0.0
2018-10-19,-0.527767382680937,-0.9851807499438664,-0.2079934136666417,1.0,-0.5743582067210538,-0.4469725319961081,0.0
2018-10-22,-0.5267870523003148,-0.9894725011239324,-0.2128353064588641,1.0,-0.5719316649183276,-0.4454518207702683,0.0
2018-10-23,-0.5358716529205739,-0.9948028471359168,-0.2253982600836064,1.0,-0.5656611305690507,-0.4443189093511091,0.0
2018-10-24,-0.5362291564723153,-0.9951443520156584,-0.2228328377310197,1.0,-0.5658523732450031,-0.4439718447698272,0.0
2018-10-25,-0.5086884946039876,-0.9531004207060545,-0.22066947137369675,1.0,-0.5656118529357966,-0.410206694713737,0.0
2018-10-26,-0.49704592410018483,-0.9423683352060603,-0.20515422813440137,1.0,-0.5753017506977418,-0.4047990140998224,0.0
2018-10-29,-0.48158046807281124,-0.9581768275065009,-0.19044351343542326,1.0,-0.5683689685062121,-0.41313926610806123,0.0
2018-10-30,-0.4782263306131292,-0.9584747598757853,-0.18827182783274354,1.0,-0.569004116415108,-0.41691341084711486,0.0
2018-10-31,-0.48174580404533074,-0.9376703485870035,-0.19057524028116485,1.0,-0.565557308850954,-0.41073734041027116,0.0
2018-11-01,-0.4729318189960947,-0.9490881731217083,-0.18075310809358316,1.0,-0.5674106982909963,-0.4126330120740926,0.0
