Date,FIT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-18,1.0,-0.5788799414348462,-1.931490971205466,-0.0,-1.216325036603221,-1.373840897999024,0.0
2018-10-19,1.0,-0.5460041107483979,-1.9134324749123444,-0.0,-1.2145447950671018,-1.3712368516503446,0.0
2018-10-22,1.0,-0.5470421173484803,-1.908453683001994,-0.0,-1.2154208713517434,-1.3718049428968517,0.0
2018-10-23,1.0,-0.5573234920442858,-1.9114283985722065,-0.0,-1.210962550668522,-1.3702583338374978,0.0
2018-10-24,1.0,-0.5535336436732967,-1.9053866150776857,-0.0,-1.2120186203977994,-1.37464482195756,0.0
2018-10-25,1.0,-0.48085998951232306,-1.8182718638932587,-0.0,-1.2143564644875604,-1.3129406280953213,0.0
2018-10-26,1.0,-0.4460120932911028,-1.7926288511373454,-0.0,-1.2243593435070543,-1.295709761013533,0.0
2018-10-29,1.0,-0.41281199908403937,-1.8043851614380584,-0.0,-1.207407831463247,-1.3001488435997253,0.0
2018-10-30,1.0,-0.43868739205526774,-1.8135290731145655,-0.0,-1.2154864709268856,-1.2894070236039148,0.0
2018-10-31,1.0,-0.44515502769371323,-1.7757094729629417,-0.0,-1.2102438188774054,-1.2789356478044882,0.0
2018-11-01,1.0,-0.474387784500144,-1.7705560357245749,-0.0,-1.2257562662057044,-1.2912705272255833,0.0
2018-11-02,1.0,-0.6370507890200238,-2.0657074658533348,-0.0,-1.4134730141890997,-1.5141890995889138,0.0
2018-11-05,1.0,-0.6283720930232558,-2.100797342192691,-0.0,-1.4199335548172758,-1.4954152823920266,0.0
2018-11-06,1.0,-0.647388433059836,-2.1216730038022815,-0.0,-1.4169168167567208,-1.4846908144886932,0.0
2018-11-07,1.0,-0.649229738780978,-2.1303415941058272,-0.0,-1.4263898191560618,-1.4920294708640323,0.0
2018-11-08,1.0,-0.5896499036736863,-2.138709891715937,-0.0,-1.408755729754866,-1.5060120906131669,0.0
2018-11-09,1.0,-0.5885714285714286,-2.1388704318936878,-0.0,-1.411029900332226,-1.506046511627907,0.0
2018-11-12,1.0,-0.5848181757965158,-2.12843611313506,-0.0,-1.409551566536398,-1.5010266940451746,0.0
2018-11-13,1.0,-0.536959370904325,-2.122870249017038,-0.0,-1.4032765399737874,-1.4899737876802095,0.0
2018-11-14,1.0,-0.5385321100917431,-2.121690694626474,-0.0,-1.4035386631716906,-1.4893840104849279,0.0
2018-11-15,1.0,-0.5355530843200105,-2.1216065938379014,-0.0,-1.4034146660561262,-1.4809969254922482,0.0
2018-11-16,1.0,-0.527565733672604,-2.1034775233248517,-0.0,-1.4019051347295624,-1.4914203692829646,0.0
2018-11-19,1.0,-0.5332550094641341,-2.102343189086874,-0.0,-1.4002349716075972,-1.491155929769597,0.0
2018-11-20,1.0,-0.4830958549222798,-2.0913860103626942,-0.0,-1.3961787564766839,-1.5059585492227978,0.0
2018-11-21,1.0,-0.4851961035631889,-2.0793386311202258,-0.0,-1.3841963599077158,-1.4598820815175595,0.0
2018-11-23,1.0,-0.4844040222891181,-2.0762185358355216,-0.0,-1.3847434829949403,-1.4596169858451291,0.0
2018-11-26,1.0,-0.4829596412556054,-2.0862267777065986,-0.0,-1.3812299807815505,-1.4557335041639976,0.0
2018-11-27,1.0,-0.46343017329255864,-2.0921890927624873,-0.0,-1.370349133537207,-1.4450815494393476,0.0
2018-11-28,1.0,-0.4627941082701014,-2.1026589300516485,-0.0,-1.3673404323152458,-1.4436013517821844,0.0
2018-11-29,1.0,-0.39805580103522287,-2.083638429491226,-0.0,-1.3691453099356141,-1.46149476076253,0.0
2018-11-30,1.0,-0.39766487851057114,-2.084253707794257,-0.0,-1.3698327548122435,-1.45938781950142,0.0
2018-12-03,1.0,-0.39552191737622205,-2.0842636392305267,-0.0,-1.3689057079785558,-1.4584673604541154,0.0
2018-12-04,1.0,-0.3787983642654923,-2.0938030827304184,-0.0,-1.362503932054105,-1.4561182761874802,0.0
2018-12-06,1.0,-0.3515853658536585,-1.9915243902439024,-0.0,-1.3508536585365851,-1.4036585365853658,0.0
2018-12-07,1.0,-0.35002134276480273,-1.992438563327032,-0.0,-1.351240929324959,-1.4042319653637418,0.0
2018-12-10,1.0,-0.30156052298608177,-2.0007230222329335,-0.0,-1.346508405133458,-1.376393324094716,0.0
2018-12-11,1.0,-0.3053982407518978,-1.9989155319918066,-0.0,-1.3470900108446802,-1.3733582359320402,0.0
2018-12-12,1.0,-0.30594047475599473,-1.998554042655742,-0.0,-1.3470297626220027,-1.3732377394866853,0.0
2018-12-13,1.0,-0.30518777082330284,-1.990972556571979,-0.0,-1.3525517573423207,-1.3695835339431872,0.0
2018-12-14,1.0,-0.30574629562703287,-1.9964462112998436,-0.0,-1.3505601734730754,-1.3705577641248041,0.0
2018-12-17,1.0,-0.2649650012068549,-2.0106806661839247,-0.0,-1.3350229302437846,-1.4236664252956794,0.0
2018-12-18,1.0,-0.23829787234042552,-1.9933473179502548,-0.0,-1.330536409949056,-1.4312256517830388,0.0
2018-12-19,1.0,-0.26054171442359897,-1.9987331845327865,-0.0,-1.334921879712855,-1.438257827109851,0.0
2018-12-20,1.0,-0.2555060777470213,-1.974124443374654,-0.0,-1.3547358286195692,-1.433204958478758,0.0
2018-12-21,1.0,-0.24481129254141995,-1.9760153119205692,-0.0,-1.3554040313415874,-1.4049883366230038,0.0
2018-12-24,1.0,-0.21225240185031435,-1.9457952793262958,-0.0,-1.3448582611789823,-1.4275886608943187,0.0
2018-12-26,1.0,-0.20663968561205934,-1.954718751832952,-0.0,-1.3034195553991437,-1.4007273153850666,0.0
2018-12-27,1.0,-0.12774910233393177,-1.8875112208258527,-0.0,-1.1969254937163374,-1.3982271095152603,0.0
2018-12-28,1.0,-0.11967010771992817,-1.8975538599640933,-0.0,-1.1975987432675046,-1.3956463195691202,0.0
2018-12-31,1.0,-0.11777253845290221,-1.9020994723251374,-0.0,-1.198102615920063,-1.3955877399797911,0.0
2019-01-02,1.0,-0.11041222059979783,-1.9044142423902057,-0.0,-1.1980792991126585,-1.4031787038077053,0.0
2019-01-03,1.0,-0.08933635847986386,-1.928020419739081,-0.0,-1.2024390243902439,-1.452297220646625,0.0
2019-01-04,1.0,-0.047492957746478874,-1.9399436619718309,-0.0,-1.1858591549295776,-1.4605070422535213,0.0
2019-01-07,1.0,-0.009046778464254192,-1.897396293027361,-0.0,-1.178563548102383,-1.4313217122683142,0.0
2019-01-08,1.0,-0.012158890845070424,-1.877530809859155,-0.0,-1.18634463028169,-1.42578125,0.0
2019-01-09,1.0,-0.007962657880285556,-1.8633168588687534,-0.0,-1.186436024162548,-1.4337726523887973,0.0
2019-01-10,1.0,-0.010430390865173474,-1.857487922705314,-0.0,-1.1906565656565657,-1.431159420289855,0.0
2019-01-11,1.0,-0.01676253081347576,-1.8176390030128733,-0.0,-1.1908518214187895,-1.452643111476308,0.0
2019-01-14,1.0,-0.012870579176062923,-1.8175017875804411,-0.0,-1.195258786645399,-1.4746163577360982,0.0
2019-01-15,1.0,-0.006605019815059445,-1.8077939233817701,-0.0,-1.1938022897402025,-1.49592690444738,0.0
2019-01-16,1.0,-0.0,-1.8090864088883998,-0.0,-1.189593531708927,-1.5015675705406744,0.0
2019-01-17,1.0,-0.005391132137748928,-1.7993178567499175,-0.0,-1.192100341071625,-1.5043459126416547,0.0
2019-01-18,1.0,-0.009059271943876705,-1.7752306247583274,-0.0,-1.1965420096116666,-1.5431696403910955,0.0
2019-01-22,1.0,-0.0,-1.9148634870284356,-0.0,-1.1649484536082475,-1.5846267134926928,0.0
2019-01-23,1.0,-0.0,-1.8836481565771506,-0.0,-1.1878698224852071,-1.6180587164314975,0.0
2019-01-24,1.0,-0.0,-1.878698224852071,-0.0,-1.195266272189349,-1.61566909421939,0.0
2019-01-25,1.0,-0.0,-1.8577658893993136,-0.0,-1.2434726987265219,-1.7137291388032796,0.0
2019-01-28,1.0,-0.0,-1.8278874716058011,-0.0,-1.2834177878734927,-1.7131457860096686,0.0
2019-01-29,1.0,-0.0,-1.80873423633816,-0.0,-1.2919196637085475,-1.7377393741242413,0.0
2019-01-30,1.0,-0.0,-1.8110098176718095,-0.0,-1.2931860682561944,-1.7397148200093504,0.0
2019-01-31,1.0,-0.0,-1.800986651189785,-0.0,-1.2540336622170634,-1.7488102147417293,0.0
2019-02-01,1.0,-0.0,-1.7907527129993073,-0.0,-1.2583121680905103,-1.7232740706534289,0.0
2019-02-04,1.0,-0.0,-1.7899688329677943,-0.0,-1.2595521182038556,-1.7221516795567355,0.0
2019-02-05,1.0,-0.0,-1.7708622283865,-0.0,-1.2544498381877023,-1.7536407766990292,0.0
2019-02-06,1.0,-0.0,-1.7661089561743761,-0.0,-1.266774735135761,-1.7564985816013432,0.0
2019-02-07,1.0,-0.0,-1.7511395764814495,-0.0,-1.2590156367203278,-1.759852287807974,0.0
2019-02-08,1.0,-0.0,-1.7544418079749984,-0.0,-1.2838705943630997,-1.7490595520574106,0.0
2019-02-11,1.0,-0.0,-1.7549059334298118,-0.0,-1.2885672937771346,-1.7452387843704775,0.0
2019-02-12,1.0,-0.0,-1.7216553287981862,-0.0,-1.2336734693877551,-1.7136621315192744,0.0
2019-02-13,1.0,-0.0,-1.7427680090754396,-0.0,-1.2302325581395348,-1.6991491775382868,0.0
2019-02-14,1.0,-0.0,-1.7133968833837545,-0.0,-1.285004851875107,-1.7097437068325818,0.0
2019-02-15,1.0,-0.0,-1.7229266620973267,-0.0,-1.2826707790724239,-1.706077221841444,0.0
2019-02-19,1.0,-0.0,-1.6976358120098458,-0.0,-1.3153586352968114,-1.7114316789741828,0.0
2019-02-20,1.0,-0.0,-1.7030185004868548,-0.0,-1.3174866830860874,-1.707142448021078,0.0
2019-02-21,1.0,-0.0,-1.7172877074122983,-0.0,-1.3173336395475685,-1.7068955618074295,0.0
2019-02-22,1.0,-0.0,-1.701042740918987,-0.0,-1.3298957259081012,-1.6984072418929756,0.0
2019-02-25,1.0,-0.0,-1.6942063172429667,-0.0,-1.3485415108451757,-1.710661066682009,0.0
2019-02-26,1.0,-0.0,-1.6953893973407013,-0.0,-1.3561848845910323,-1.70448396937777,0.0
2019-02-27,1.0,-0.0,-1.6850434482361742,-0.0,-1.374287851758071,-1.6954019681187775,0.0
2019-02-28,1.0,-0.0,-1.7027167630057805,-0.0,-1.3929479768786128,-1.6847398843930637,0.0
2019-03-01,1.0,-0.0,-1.7460671448375624,-0.0,-1.4636248568500994,-1.8176119582906394,0.0
2019-03-04,1.0,-0.0,-1.7526382439848036,-0.0,-1.4560694687330398,-1.82156425254779,0.0
2019-03-05,1.0,-0.0,-1.7294089293245767,-0.0,-1.472314273663915,-1.8234620714586973,0.0
2019-03-06,1.0,-0.0,-1.7229880214290014,-0.0,-1.4754108228495757,-1.820983567086017,0.0
2019-03-07,1.0,-0.0,-1.6618969993358692,-0.0,-1.5559379339491637,-1.8197186500030187,0.0
2019-03-08,1.0,-0.0,-1.6586365025985939,-0.0,-1.6106389483338428,-1.8450626719657595,0.0
2019-03-11,1.0,-0.0,-1.660708763683592,-0.0,-1.6282392232048983,-1.8957263900055663,0.0
2019-03-12,1.0,-0.0,-1.5849502487562188,-0.0,-1.6551616915422886,-1.9788557213930347,0.0
2019-03-13,1.0,-0.0,-1.6124734142374577,-0.0,-1.666896034029776,-1.9761040910796948,0.0
2019-03-14,1.0,-0.0,-1.6124515564445556,-0.0,-1.6658332291536442,-1.9724965620702586,0.0
2019-03-15,1.0,-0.0,-1.6081775993979683,-0.0,-1.6760316066725198,-1.986955976420419,0.0
2019-03-18,1.0,-0.0,-1.6253709667234957,-0.0,-1.6928711245816757,-1.9960851171307696,0.0
2019-03-19,1.0,-0.0,-1.6266776399088378,-0.0,-1.6906178779437835,-2.01335781210433,0.0
2019-03-20,1.0,-0.0,-1.629446138211382,-0.0,-1.6955665650406506,-2.0266133130081303,0.0
2019-03-21,1.0,-0.0,-1.629785069311967,-0.0,-1.7388401373521558,-1.990270888973674,0.0
2019-03-22,1.0,-0.0,-1.6251922091235265,-0.0,-1.7959379805228088,-1.9858405945668889,0.0
2019-03-25,1.0,-0.0,-1.4932573599240264,-0.0,-1.8440012662234886,-1.9938588160810382,0.0
2019-03-26,1.0,-0.0,-1.5034126427250114,-0.0,-1.8469094852331442,-2.0284493206608407,0.0
2019-03-27,1.0,-0.0,-1.4569435637285986,-0.0,-1.8575142675967027,-2.026696258719087,0.0
2019-03-28,1.0,-0.0,-1.4578756904323533,-0.0,-1.8559456542441748,-2.0350453939432414,0.0
2019-03-29,1.0,-0.0,-1.4537319116527037,-0.0,-1.854277735465854,-2.038842345773039,0.0
2019-04-01,1.0,-0.0,-1.463055749349908,-0.0,-1.8457537895604743,-2.0335510877148475,0.0
2019-04-02,1.0,-0.0,-1.4947395107111168,-0.0,-1.8824312333629103,-1.9608315375839775,0.0
2019-04-03,1.0,-0.0,-1.4950871632329636,-0.0,-1.887606973058637,-1.9564500792393027,0.0
2019-04-04,1.0,-0.0,-1.4941295931966747,-0.0,-1.8874785809481502,-1.964777559180047,0.0
2019-04-05,1.0,-0.0,-1.486391962355335,-0.0,-1.9027088897367415,-1.9697952435457202,0.0
2019-04-08,1.0,-0.0,-1.475424429325364,-0.0,-1.9109811152794556,-1.9720862211483436,0.0
2019-04-09,1.0,-0.0,-1.4448606437686495,-0.0,-1.9577804583835945,-1.9461621484350198,0.0
2019-04-10,1.0,-0.0,-1.4274305995690202,-0.0,-1.9656483711497021,-1.94485993155026,0.0
2019-04-11,1.0,-0.0,-1.4061251664447405,-0.0,-1.98991820429903,-1.944708642444994,0.0
2019-04-12,1.0,-0.0,-1.4062658548959919,-0.0,-1.9924530695078642,-1.9432394723490616,0.0
2019-04-15,1.0,-0.0,-1.4078641082101289,-0.0,-1.9478452343504244,-1.9355772255426233,0.0
2019-04-16,1.0,-0.0,-1.4157699326662891,-0.0,-1.9446227424328237,-1.9324775029891132,0.0
2019-04-17,1.0,-0.0,-1.404701878230178,-0.0,-1.9739694945165764,-1.924114458590697,0.0
2019-04-18,1.0,-0.0,-1.363869706044124,-0.043146122349202475,-1.886084458840066,-1.8182484874411784,0.0
2019-04-22,1.0,-0.0,-1.3691958535238913,-0.040422008219346134,-1.8966447893025822,-1.8275777464270377,0.0
2019-04-23,1.0,-0.0,-1.3732515337423312,-0.04558282208588957,-1.8986503067484661,-1.8175460122699387,0.0
2019-04-24,1.0,-0.0,-1.34794319294809,-0.04903281096963761,-1.8979554358472086,-1.8265181194906952,0.0
2019-04-25,1.0,-0.0,-1.3522588522588523,-0.048168498168498164,-1.8862026862026862,-1.8184371184371184,0.0
2019-04-26,1.0,-0.0,-1.334309597901031,-0.04393190554640307,-1.8956617243272926,-1.827750320336811,0.0
2019-04-29,1.0,-0.0,-1.3242913745809204,-0.033648277964035356,-1.898750380981408,-1.839012496190186,0.0
2019-04-30,1.0,-0.0,-1.319863472907905,-0.036325958432376425,-1.8993112695800574,-1.8394587675991956,0.0
2019-05-01,1.0,-0.0,-1.317660690328089,-0.03390657397243566,-1.918709598731553,-1.8280887913160142,0.0
2019-05-02,1.0,-0.0,-1.3244463425050332,-0.022024281617961074,-1.8954914282228053,-1.8589469831004821,0.0
2019-05-03,1.0,-0.0,-1.3010852713178294,-0.01662015503875969,-1.9707286821705425,-1.9130542635658914,0.0
2019-05-06,1.0,-0.0,-1.2621713578719456,-0.026167646149087537,-1.9731518713269411,-1.9247138880296941,0.0
2019-05-07,1.0,-0.0,-1.2710824710329016,-0.03705310118346861,-1.9646818266311417,-1.923291405911147,0.0
2019-05-08,1.0,-0.0,-1.2537983637817556,-0.06797072030509935,-1.923233068831888,-1.9062557667466324,0.0
2019-05-09,1.0,-0.0,-1.2507534288701643,-0.0732517374992312,-1.927670828464235,-1.8987022572113903,0.0
2019-05-10,1.0,-0.0,-1.2490779444307845,-0.0754241455618392,-1.9285714285714288,-1.8939021391689206,0.0
2019-05-13,1.0,-0.0,-1.2383653552912472,-0.07374199451052149,-1.902836230558097,-1.884415980481854,0.0
2019-05-14,1.0,-0.0,-1.1366759069543209,-0.19748101723514522,-1.8504278654935518,-1.841689767385802,0.0
2019-05-15,1.0,-0.0,-1.15101499909644,-0.19992771519787964,-1.8549484970784893,-1.8178422986567075,0.0
2019-05-16,1.0,-0.0,-1.1551848729374923,-0.21233289172588218,-1.840298687221486,-1.8141635553414426,0.0
2019-05-17,1.0,-0.0,-1.145599420499819,-0.22057225642883016,-1.8244597368103344,-1.8458288059881685,0.0
2019-05-20,1.0,-0.0,-1.1313361294188136,-0.22115038945476334,-1.8085680047932895,-1.8305572198921511,0.0
2019-05-21,1.0,-0.0,-1.1072339920479497,-0.22289478369236249,-1.7934247225683935,-1.81087175835262,0.0
2019-05-22,1.0,-0.0,-1.0950432823431755,-0.23461401636428317,-1.7935491521404008,-1.8058816554013992,0.0
2019-05-23,1.0,-0.0,-1.0981725708202732,-0.2597433319533976,-1.780294517712461,-1.7758590099946774,0.0
2019-05-24,1.0,-0.0,-1.059079675179475,-0.28227609744615745,-1.7688007532070142,-1.774273272919854,0.0
2019-05-28,1.0,-0.0,-1.0229763560500695,-0.28962447844228095,-1.6168567454798333,-1.633824756606398,0.0
2019-05-29,1.0,-0.0,-1.0206259677062597,-0.29009068790090686,-1.6080513160805132,-1.6110373811103738,0.0
2019-05-30,1.0,-0.0,-1.01900447489089,-0.291254626816198,-1.6049389536489695,-1.6093033534058891,0.0
2019-05-31,1.0,-0.0,-1.0235924636720262,-0.28819271782971434,-1.6032929996132381,-1.6100337035195313,0.0
2019-06-03,1.0,-0.0,-1.0312808692788937,-0.31253429919877074,-1.5889035232136979,-1.5551531116233126,0.0
2019-06-04,1.0,-0.0,-1.0221170774647887,-0.3347821302816901,-1.6218089788732393,-1.5230523767605635,0.0
2019-06-05,1.0,-0.0,-1.0001089087344806,-0.36996297103027664,-1.6344478327161838,-1.440917011544326,0.0
2019-06-06,1.0,-0.0,-1.0101279607949905,-0.3316090389327525,-1.6262455758235772,-1.477157636809148,0.0
2019-06-07,1.0,-0.0,-1.0267522157577076,-0.3296721222337013,-1.6118209994018815,-1.469251264205318,0.0
2019-06-10,1.0,-0.0,-1.0277400792573692,-0.3135551815862331,-1.611476032788665,-1.4757613593181693,0.0
2019-06-11,1.0,-0.0,-1.0280669246280452,-0.3466128944356641,-1.6059730775519103,-1.4691808817919234,0.0
2019-06-12,1.0,-0.0,-1.0251651291009334,-0.34188547409793113,-1.611605436978001,-1.4801572138217152,0.0
2019-06-13,1.0,-0.0,-1.0332623300016384,-0.3529957944180458,-1.6035829373532144,-1.471953683980556,0.0
2019-06-14,1.0,-0.0,-1.019448238186288,-0.36842392788855505,-1.6144769188746246,-1.4606937995083311,0.0
2019-06-17,1.0,-0.0,-1.015123389386329,-0.3701681589866783,-1.6192400087355319,-1.4551758025769819,0.0
2019-06-18,1.0,-0.0,-1.0248033216783217,-0.3674606643356643,-1.620083041958042,-1.4508850524475523,0.0
2019-06-19,1.0,-0.0,-1.0199978204010463,-0.3789232781168266,-1.6175893635571057,-1.4325414123801223,0.0
2019-06-20,1.0,-0.0,-1.0283703420808554,-0.37361558186480437,-1.6186916907632714,-1.4351574008401986,0.0
2019-06-21,1.0,-0.0,-1.0400545702592088,-0.3702046384720327,-1.6030013642564802,-1.4437653478854027,0.0
2019-06-24,1.0,-0.0,-1.035585437848475,-0.375696949819613,-1.6007980758718707,-1.454192631463868,0.0
2019-06-25,1.0,-0.0,-1.0176991150442478,-0.37883753960450123,-1.6081066317054515,-1.4581011690156231,0.0
2019-06-26,1.0,-0.0,-1.0205049899111087,-0.37307084037737903,-1.5911544963734523,-1.4687789714784316,0.0
2019-06-27,1.0,-0.0,-1.0179283957365401,-0.3956272205520634,-1.597376332331238,-1.4549877015578025,0.0
2019-06-28,1.0,-0.0,-0.9855721936823696,-0.4063832112799213,-1.616187561482129,-1.4569898349546397,0.0
2019-07-01,1.0,-0.0,-0.9789870101517302,-0.4096714332496453,-1.6235127169522978,-1.4458028599497874,0.0
2019-07-02,1.0,-0.0,-0.9872382198952879,-0.4023232984293194,-1.6166557591623039,-1.4475349040139616,0.0
2019-07-03,1.0,-0.0,-0.9983636066110293,-0.39377079583265157,-1.6094474444989908,-1.4530627829596903,0.0
2019-07-05,1.0,-0.0,-1.0088172862352365,-0.3846405050889892,-1.599956457845752,-1.4493006041473901,0.0
2019-07-08,1.0,-0.0,-1.0006458209999463,-0.38986061030084496,-1.5728432269522632,-1.4184920079651258,0.0
2019-07-09,1.0,-0.0,-0.9969884377520839,-0.38843775208389353,-1.5719817155149234,-1.420435600968002,0.0
2019-07-10,1.0,-0.0,-0.9977934449168506,-0.3903987944674667,-1.5747268715354394,-1.4188687368817607,0.0
2019-07-11,1.0,-0.0,-0.9902572935730434,-0.4041877489503714,-1.5767574550543655,-1.4115082355474218,0.0
2019-07-12,1.0,-0.0,-0.9929494079655543,-0.40339074273412273,-1.5750269106566201,-1.4107642626480088,0.0
2019-07-15,1.0,-0.0,-0.9972558514931397,-0.4112456281947808,-1.5723970944309928,-1.3997309658326607,0.0
2019-07-16,1.0,-0.0,-0.9980625370001615,-0.4285560518809537,-1.5689144825359238,-1.3862547763844786,0.0
2019-07-17,1.0,-0.0,-0.9944659359552976,-0.4298302170642596,-1.5625940253599826,-1.386041263700838,0.0
2019-07-18,1.0,-0.0,-0.9943648365802609,-0.4313315086137498,-1.5611012719368864,-1.3800246873826008,0.0
2019-07-19,1.0,-0.0,-0.9968505590257728,-0.44748307175476354,-1.4758805312057108,-1.3288016377093064,0.0
2019-07-22,1.0,-0.0,-0.9876582112284019,-0.4380022057665039,-1.4767081560842392,-1.3494564361115489,0.0
2019-07-23,1.0,-0.0,-0.9930150727377763,-0.4376870962659524,-1.4742923165800117,-1.346935560107137,0.0
2019-07-24,1.0,-0.0,-0.9941720046203927,-0.4553187020896777,-1.468602331198152,-1.3323007455633729,0.0
2019-07-25,1.0,-0.0,-0.979236577181208,-0.46156669463087246,-1.4800230704697988,-1.3224098154362416,0.0
2019-07-26,1.0,-0.0,-0.9628328790102746,-0.46624030195009436,-1.4874711679597399,-1.3256972111553784,0.0
2019-07-29,1.0,-0.0,-0.9473518615626637,-0.46906135291033035,-1.4867330886208703,-1.3406921866806503,0.0
2019-07-30,1.0,-0.0,-0.9411425274091171,-0.4736400356711955,-1.48539054713319,-1.3455909353197295,0.0
2019-07-31,1.0,-0.0,-0.9362227475702654,-0.4763330706593118,-1.4876805883898083,-1.353191489361702,0.0
2019-08-01,1.0,-0.0,-0.9466309823677581,-0.4747586062132661,-1.4814231738035264,-1.3448782535684298,0.0
2019-08-02,1.0,-0.0,-1.0540227890566256,-0.4858002197929319,-1.6760367863959746,-1.5681647290184513,0.0
2019-08-05,1.0,-0.0,-1.047797293406277,-0.48568960552836166,-1.6744601209329109,-1.5507630290814856,0.0
2019-08-06,1.0,-0.0,-1.0377252252252251,-0.4521396396396396,-1.6189752252252252,-1.5217905405405405,0.0
2019-08-07,1.0,-0.0,-1.0536486714229538,-0.4275040728048986,-1.606370428627605,-1.530138756249649,0.0
2019-08-08,1.0,-0.0,-1.053657714349927,-0.4289245982694685,-1.6066973817282841,-1.529329138105405,0.0
2019-08-09,1.0,-0.0,-1.0349907918968695,-0.41218818014398123,-1.590434734081143,-1.5430548579719854,0.0
2019-08-12,1.0,-0.0,-1.0203108343152107,-0.4574426303091511,-1.6195926611681537,-1.513437692868765,0.0
2019-08-13,1.0,-0.0,-1.0196916844829527,-0.450433217058625,-1.6345223359963992,-1.5215483290199168,0.0
2019-08-14,1.0,-0.0,-1.023822869955157,-0.44226457399103136,-1.6246636771300447,-1.5146300448430494,0.0
2019-08-15,1.0,-0.0,-1.0374876142243752,-0.4430254321259496,-1.5870857646152154,-1.4371353077177147,0.0
2019-08-16,1.0,-0.0,-1.0656201464388728,-0.4322165520301753,-1.583370312846683,-1.4657199911249168,0.0
2019-08-19,1.0,-0.0,-1.0474613686534215,-0.4353200883002208,-1.5842715231788078,-1.451710816777042,0.0
2019-08-20,1.0,-0.0,-1.050427114907688,-0.4542849269771287,-1.5738771011297878,-1.4325709561862772,0.0
2019-08-21,1.0,-0.0,-1.0534111557733605,-0.4877484720004406,-1.5582842354495896,-1.4068608556797535,0.0
2019-08-22,1.0,-0.0,-1.0558367257123995,-0.47931565628782047,-1.5574320607327536,-1.4086258114203984,0.0
2019-08-23,1.0,-0.0,-1.0465823064596342,-0.48090843786262916,-1.5666685085925844,-1.43167375808145,0.0
2019-08-26,1.0,-0.0,-1.0184437411328167,-0.474025974025974,-1.558005020189894,-1.406253410455091,0.0
2019-08-27,1.0,-0.0,-1.012100306614104,-0.46671046868155935,-1.5656482698204117,-1.4307928164695576,0.0
2019-08-28,1.0,-0.0,-0.9922564574646666,-0.46759083771051063,-1.5380408295879135,-1.4171765852601939,0.0
2019-08-29,1.0,-0.0,-0.997881125719874,-0.4624035640551994,-1.5432467673584702,-1.4295338476583723,0.0
2019-08-30,1.0,-0.0,-0.9907022001189254,-0.4656467917184713,-1.5339207524731069,-1.415373803989405,0.0
2019-09-03,1.0,-0.0,-0.9975120341824869,-0.47693222997457946,-1.526421115257721,-1.40775596300503,0.0
2019-09-04,1.0,-0.0,-1.0012887289910326,-0.4533104225957149,-1.5193040863448424,-1.3958008913708855,0.0
2019-09-05,1.0,-0.0,-1.0167163543441227,-0.46507666098807493,-1.485146933560477,-1.3567397785349233,0.0
