Date,IWF,IWM,MTUM,NEW,SPY,VLUE,VXX
2019-02-13,-0.8663461538461538,-2.850274725274725,-0.8510989010989011,1.0,-4.089697802197802,-4.078708791208792,0.0
2019-02-14,-0.8661817183639858,-2.848476530332144,-0.8583584957452649,1.0,-4.086329947845183,-4.065742519901181,0.0
2019-02-15,-0.8646792141777717,-2.858634427806017,-0.8576727572468746,1.0,-4.0888858359664795,-4.068278609699135,0.0
2019-02-19,-0.9049835706462214,-2.8042168674698797,-0.8589813800657176,1.0,-4.079545454545455,-4.043263964950713,0.0
2019-02-20,-0.9046120158751884,-2.8023812782263584,-0.8580812919118654,1.0,-4.07951279594909,-4.040919666073628,0.0
2019-02-21,-0.9020117695360613,-2.8012864376625157,-0.8560284658546599,1.0,-4.082797317640619,-4.043383057342274,0.0
2019-02-22,-0.8984417714598141,-2.797293603061782,-0.8631765992345544,1.0,-4.076271186440677,-4.033624931656642,0.0
2019-02-25,-0.883419689119171,-2.7848377420234525,-0.857240250886283,1.0,-4.075674938641941,-4.03381510771748,0.0
2019-02-26,-0.8762730525736306,-2.811450591797412,-0.8353977429121937,1.0,-4.139278832920452,-4.1003303055326175,0.0
2019-02-27,-0.8799394189728762,-2.8011840837119646,-0.8397356464270963,1.0,-4.143879939418973,-4.1038138510257465,0.0
2019-02-28,-0.8691771269177127,-2.825523012552301,-0.8398884239888424,1.0,-4.2160390516039055,-4.196373779637378,0.0
2019-03-01,-0.8637381085618355,-2.831841074426413,-0.8605204252937885,1.0,-4.237129266927812,-4.196698377168439,0.0
2019-03-04,-0.858161980696601,-2.814379633515177,-0.8703315148971884,1.0,-4.234858022100994,-4.210239194292908,0.0
2019-03-05,-0.8618283321702721,-2.7986043265875784,-0.8623866015352406,1.0,-4.2361479413817165,-4.197766922540125,0.0
2019-03-06,-0.8660153524075366,-2.793300767620377,-0.8669923237962316,1.0,-4.238241451500349,-4.19218422889044,0.0
2019-03-07,-0.8948614399108759,-2.705890544492411,-0.8969502854755604,1.0,-4.263333797521236,-4.1646010304971455,0.0
2019-03-08,-0.8770926339285714,-2.710797991071429,-0.918247767857143,1.0,-4.271205357142858,-4.173549107142858,0.0
2019-03-11,-0.8779467150230157,-2.711117310643046,-0.9182591714325568,1.0,-4.269075184823546,-4.17254847259032,0.0
2019-03-12,-0.8182318920407601,-2.659735610024786,-0.890112916551914,1.0,-4.255163866703388,-4.147066923712475,0.0
2019-03-13,-0.8210642404190792,-2.6699751861042187,-0.888888888888889,1.0,-4.25503170664461,-4.150537634408603,0.0
2019-03-14,-0.8158546655656482,-2.6706578585191303,-0.8875584916047344,1.0,-4.2456647398843925,-4.142857142857143,0.0
2019-03-15,-0.8124827013562136,-2.6763077774702464,-0.890810960420703,1.0,-4.287434265153611,-4.172017713811237,0.0
2019-03-18,-0.8183582917359956,-2.691902384914032,-0.8887964503605102,1.0,-4.2957570715474205,-4.170965058236273,0.0
2019-03-19,-0.817010666297271,-2.6807036985732093,-0.8995705776423326,1.0,-4.292145726554924,-4.162903449231195,0.0
2019-03-20,-0.8187863674147964,-2.6773344416735942,-0.901496259351621,1.0,-4.292324743696315,-4.164311443613189,0.0
2019-03-21,-0.8451969592259848,-2.659571527297858,-0.9060124395300622,1.0,-4.293296475466483,-4.117484450587423,0.0
2019-03-22,-0.8180447003976417,-2.633209927327574,-0.916083916083916,1.0,-4.277937748525984,-4.0665021253256555,0.0
2019-03-25,-0.7952969960581759,-2.360473018893571,-1.117303248606769,1.0,-4.2825880114176975,-4.0366997417425585,0.0
2019-03-26,-0.7966816265469876,-2.3569971440228477,-1.1170950632394943,1.0,-4.28546171630627,-4.043655650754794,0.0
2019-03-27,-0.8100854005693371,-2.33170665582215,-1.115629659753287,1.0,-4.2745018300122,-4.023722380371424,0.0
2019-03-28,-0.8072599214411486,-2.3342814574021395,-1.1155356900988758,1.0,-4.267912772585669,-4.019639712853853,0.0
2019-03-29,-0.8028416779431665,-2.321650879566983,-1.1179972936400542,1.0,-4.2672530446549395,-4.022056833558864,0.0
2019-04-01,-0.7907605024989869,-2.3329731190058087,-1.1184654869647441,1.0,-4.264487369985141,-4.001350803728218,0.0
2019-04-02,-0.7497983328851842,-2.315272922828717,-1.1068835708523797,1.0,-4.280989513310029,-3.991529981177736,0.0
2019-04-03,-0.7610834119390918,-2.317073170731707,-1.101468804743296,1.0,-4.302385123298747,-3.993262363562862,0.0
2019-04-04,-0.7594612794612795,-2.3105723905723905,-1.1115151515151516,1.0,-4.305723905723906,-3.980740740740741,0.0
2019-04-05,-0.7659574468085105,-2.302989496364126,-1.1248316725020198,1.0,-4.303528144357662,-3.9688930783732825,0.0
2019-04-08,-0.7701938610662359,-2.284464189553043,-1.1320678513731826,1.0,-4.30735056542811,-3.9686322024771137,0.0
2019-04-09,-0.7616460681787315,-2.29417357055548,-1.1295667526823305,1.0,-4.371859296482413,-4.0241749286975415,0.0
2019-04-10,-0.769732279095575,-2.2865862116798445,-1.1994728811208213,1.0,-4.5200443889582465,-4.095574975724788,0.0
2019-04-11,-0.7635004153973968,-2.264054278593187,-1.1977291608972582,1.0,-4.527970091387427,-4.0933259484907225,0.0
2019-04-12,-0.7602663706992231,-2.2672031076581574,-1.19173140954495,1.0,-4.544533851276359,-4.110016648168702,0.0
2019-04-15,-0.756063756063756,-2.266943866943867,-1.1957033957033956,1.0,-4.5320859320859315,-4.109216909216909,0.0
2019-04-16,-0.7559994451380219,-2.2638368705784435,-1.2034956304619226,1.0,-4.53766125676238,-4.110417533638507,0.0
2019-04-17,-0.7395615137550622,-2.2798491830749894,-1.176651305683564,1.0,-4.592096075967045,-4.176372015081693,0.0
2019-04-18,-0.7456441016852328,-2.279777206512425,-1.1388174807197944,1.0,-4.7604970008568985,-4.3570408454727225,0.0
2019-04-22,-0.7309022773133468,-2.2786105505909484,-1.1379360046122804,1.0,-4.841597002017872,-4.424329778034016,0.0
2019-04-23,-0.7368724754760531,-2.276543566070398,-1.1376226197345642,1.0,-4.85141373341027,-4.423398730525101,0.0
2019-04-24,-0.7236709407866301,-2.22921769197522,-1.1557412476588387,1.0,-4.8527589684483505,-4.445757095519378,0.0
2019-04-25,-0.7194820311363306,-2.225665648188564,-1.1395315000727484,1.0,-4.936126873272225,-4.528735632183908,0.0
2019-04-26,-0.7255677655677656,-2.2057142857142855,-1.1934065934065932,1.0,-5.003956043956044,-4.523369963369963,0.0
2019-04-29,-0.7286228622862286,-2.2095709570957096,-1.187968796879688,1.0,-5.163816381638164,-4.711521152115212,0.0
2019-04-30,-0.7635986600733771,-2.3175945126814486,-1.303078640931568,1.0,-5.545701068750998,-5.02153453501356,0.0
2019-05-01,-0.7876503608660785,-2.3506014434643143,-1.2713712910986366,1.0,-5.587971130713712,-5.040898155573376,0.0
2019-05-02,-0.7927811795037062,-2.343699645504351,-1.2719948436996455,1.0,-5.612794070254592,-5.092168868836611,0.0
2019-05-03,-0.786403007027292,-2.338290570354633,-1.272430135643079,1.0,-5.746200359535871,-5.199215558097728,0.0
2019-05-06,-0.7915437561455261,-2.2461488036709274,-1.3320222877745003,1.0,-5.7844968862667985,-5.233857751556867,0.0
2019-05-07,-0.7851876126495165,-2.2446337866622974,-1.3291823693265608,1.0,-5.7899393740783225,-5.236441094543666,0.0
2019-05-08,-0.789089137847053,-2.198895924663095,-1.389348920279266,1.0,-5.67770742003572,-5.181198246468583,0.0
2019-05-09,-0.7949050786954406,-2.1932500405646604,-1.3939639785818596,1.0,-5.674671426253448,-5.169073503164044,0.0
2019-05-10,-0.7879772542648253,-2.1933387489845657,-1.3902518277822906,1.0,-5.69195775792039,-5.183428107229894,0.0
2019-05-13,-0.7760805979850504,-2.1886577835554113,-1.3821904452388691,1.0,-5.708644783880404,-5.194020149496263,0.0
2019-05-14,-0.6499453039537427,-1.9964056883888106,-1.5652445694639785,1.0,-5.467104235036723,-4.948585716518205,0.0
2019-05-15,-0.6266107747244217,-1.95947834187238,-1.5795683900015527,1.0,-5.452258965999069,-4.907623039900637,0.0
2019-05-16,-0.6079404466501241,-1.9616935483870968,-1.5835918114143923,1.0,-5.447115384615385,-4.908188585607941,0.0
2019-05-17,-0.583526861743304,-1.9507663725034836,-1.567889766217681,1.0,-5.45796562935439,-4.921969345099861,0.0
2019-05-20,-0.5706790123456791,-1.9233024691358027,-1.5731481481481482,1.0,-5.452006172839506,-4.913117283950617,0.0
2019-05-21,-0.5374170652677055,-1.9253201666409503,-1.600216016046906,1.0,-5.450547754976084,-4.91606233605925,0.0
2019-05-22,-0.5353893600616808,-1.8892829606784887,-1.6419429452582883,1.0,-5.456592135697764,-4.896993060909792,0.0
2019-05-23,-0.5387692307692308,-1.8744615384615384,-1.666,1.0,-5.447692307692308,-4.857692307692307,0.0
2019-05-24,-0.5138189036494121,-1.7888227210261107,-1.711864406779661,1.0,-5.414414414414414,-4.840586349060925,0.0
2019-05-28,-0.5048884815154293,-1.7870455239841123,-1.7094408799266727,1.0,-5.426672777268561,-4.848304307974335,0.0
2019-05-29,-0.5377329666972197,-1.8050717995722578,-1.7103574702108157,1.0,-5.423617476321417,-4.7995722578674,0.0
2019-05-30,-0.5339671829474006,-1.8004907222818585,-1.7184480907836222,1.0,-5.446403925778254,-4.8357613862904465,0.0
2019-05-31,-0.5276667691361819,-1.8195511835229017,-1.705041500153704,1.0,-5.456962803565939,-4.8612050415001535,0.0
2019-06-03,-0.5200061087354917,-1.8162797800855224,-1.7710751374465488,1.0,-5.424251679902261,-4.740378741600489,0.0
2019-06-04,-0.0,-0.685506287227002,-0.9508934480476505,1.0,-5.964262078093977,-4.6354731965585705,0.0
2019-06-05,-0.0,-0.5906310995445673,-1.0701366297983084,1.0,-5.957319453480807,-4.394274560832791,0.0
2019-06-06,-0.0,-0.6719643992371266,-1.0181818181818183,1.0,-5.7251112523839796,-4.29942784488239,0.0
2019-06-07,-0.0,-0.6667081208804875,-0.9514985698296232,1.0,-5.615719437880861,-4.202213655018032,0.0
2019-06-10,-0.0,-0.6440492142770131,-0.8493117310269218,1.0,-5.540991594591302,-4.1472773784870265,0.0
2019-06-11,-0.0,-0.5414081145584726,-0.8984486873508353,1.0,-5.4357995226730305,-4.057517899761336,0.0
2019-06-12,-0.0,-0.50821804422372,-0.8782074021520634,1.0,-5.3858342201726375,-4.052264396358046,0.0
2019-06-13,-0.0,-0.5569395017793595,-0.920759193357058,1.0,-5.363107947805457,-4.02158956109134,0.0
2019-06-14,-0.0,-0.5382792130836691,-0.9416923441573833,1.0,-5.371059492770799,-4.000355534486846,0.0
2019-06-17,-0.0,-0.5369755866319034,-0.938136999288931,1.0,-5.370585446788339,-4.005451528798294,0.0
2019-06-18,-0.0,-0.5468953282081609,-0.9468953282081609,1.0,-5.339917208752218,-3.9934949733885277,0.0
2019-06-19,-0.0,-0.5316968541468066,-1.0148951382268827,1.0,-5.403122020972355,-3.9662774070543376,0.0
2019-06-20,-0.0,-0.5608572105138527,-0.9708737864077671,1.0,-5.363604072933934,-3.9444707553871656,0.0
2019-06-21,-0.0,-0.5788290952099349,-0.9633353045535186,1.0,-5.3420461265523365,-3.9429923122412776,0.0
2019-06-24,-0.0,-0.5272318257163154,-0.9750177598863369,1.0,-5.326071513142317,-4.011484726497751,0.0
2019-06-25,-0.0,-0.5257927117841931,-0.9794131566493138,1.0,-5.3189777567439664,-4.007335541883578,0.0
2019-06-26,-0.0,-0.528839306907192,-0.94137194398291,1.0,-5.284239259435082,-4.113577023498694,0.0
2019-06-27,-0.0,-0.5252055774043618,-0.9530449290906924,1.0,-5.2900726969371945,-4.149207484209272,0.0
2019-06-28,-0.0,-0.46583333333333327,-0.9723809523809523,1.0,-5.317857142857142,-4.148690476190477,0.0
2019-07-01,-0.0,-0.42874053030303033,-0.9956202651515152,1.0,-5.308830492424242,-4.104048295454546,0.0
2019-07-02,-0.0,-0.4423576659579494,-0.9812189936215451,1.0,-5.289983463264824,-4.098393574297189,0.0
2019-07-03,-0.0,-0.4449432892249527,-0.9813327032136104,1.0,-5.288043478260869,-4.100543478260869,0.0
2019-07-05,-0.0,-0.4152012274283017,-0.9828868169479524,1.0,-5.288917738699398,-4.11507140328101,0.0
2019-07-08,-0.0,-0.43660968660968663,-0.9594017094017094,1.0,-5.3244301994302,-4.1504036087369425,0.0
2019-07-09,-0.0,-0.442390782525204,-0.9469515122419586,1.0,-5.415386461833893,-4.197191550648104,0.0
2019-07-10,-0.0,-0.43910063724900805,-0.9419261753035952,1.0,-5.428399663340147,-4.214019478177228,0.0
2019-07-11,-0.0,-0.44830518770501765,-0.9662252460211397,1.0,-5.4828088932086025,-4.251852751792006,0.0
2019-07-12,-0.0,-0.42939024390243896,-0.9546341463414634,1.0,-5.5076829268292675,-4.30329268292683,0.0
2019-07-15,-0.0,-0.4944518961102305,-1.0123155712717962,1.0,-5.478234361663212,-4.208755029874406,0.0
2019-07-16,-0.0,-0.5096482657547632,-1.0420127015144114,1.0,-5.4783829995114806,-4.18295065950171,0.0
2019-07-17,-0.0,-0.5838934229476715,-0.9932789246279404,1.0,-5.35261641862698,-4.072131541046567,0.0
2019-07-18,-0.0,-0.5834431532287049,-1.0005990176111177,1.0,-5.347909428537199,-4.0482808194560915,0.0
2019-07-19,-0.0,-0.5894774516821761,-1.0209973753280839,1.0,-5.299331901694106,-4.020520162252446,0.0
2019-07-22,-0.0,-0.5378021192999167,-0.9878556971067985,1.0,-5.298011668055721,-4.082628884390999,0.0
2019-07-23,-0.0,-0.5431496250446375,-0.9904773241280801,1.0,-5.296631353410308,-4.0730865373169856,0.0
2019-07-24,-0.0,-0.5425721410758818,-1.011875074219214,1.0,-5.276214226338915,-4.04441277757986,0.0
2019-07-25,-0.0,-0.4799051570835804,-1.0508595139300534,1.0,-5.313337285121518,-4.011262596324837,0.0
2019-07-26,-0.0,-0.4407302038880986,-1.0637743006164058,1.0,-5.330488383119962,-4.018966334755809,0.0
2019-07-29,-0.0,-0.39378484165579414,-1.065354050527814,1.0,-5.336377653896335,-4.065472660419879,0.0
2019-07-30,-0.0,-0.3983382789317507,-1.07026706231454,1.0,-5.3317507418397625,-4.06919881305638,0.0
2019-07-31,-0.0,-0.48885199240986715,-1.0504032258064515,1.0,-5.289729601518026,-4.0305977229601515,0.0
2019-08-01,-0.0,-0.5726393697027575,-1.028411125701325,1.0,-5.318132983168199,-4.018144920615972,0.0
2019-08-02,-0.0,-0.5358805970149254,-1.0811940298507463,1.0,-5.306507462686566,-4.016835820895522,0.0
2019-08-05,-0.0,-0.5231835564053537,-1.051744741873805,1.0,-5.341778202676864,-4.033580305927342,0.0
2019-08-06,-0.0,-0.516466891655999,-1.0205981612940764,1.0,-5.120795996741533,-3.979634586291167,0.0
2019-08-07,-0.0,-0.5914285714285714,-0.9581714285714286,1.0,-4.968,-3.910857142857143,0.0
2019-08-08,-0.0,-0.3434139069321691,-0.6956660632520498,1.0,-4.828026834202961,-3.781492918751997,0.0
2019-08-09,-0.0,-0.288355091383812,-0.6868929503916449,1.0,-4.7039164490861625,-3.7646997389033943,0.0
2019-08-12,-0.0,-0.26483780118911027,-0.7392302075727548,1.0,-4.718472932095546,-3.708146448315427,0.0
2019-08-13,-0.0,-0.1939419001343947,-0.7349322857438231,1.0,-4.690788793549054,-3.7183913987387576,0.0
2019-08-14,-0.0,-0.23068205233875955,-0.7300638780136,1.0,-4.643931588708016,-3.6982279002678755,0.0
2019-08-15,-0.0,-0.3014794082367053,-0.7953818472610955,1.0,-4.483206717313075,-3.41593362654938,0.0
2019-08-16,-0.0,-0.30119999999999997,-0.8000999999999999,1.0,-4.4791,-3.4196999999999997,0.0
2019-08-19,-0.0,-0.23976202280614775,-0.8122954883490333,1.0,-4.480713931581557,-3.383044124938027,0.0
2019-08-20,-0.0,-0.2459776922317639,-0.8428585529562728,1.0,-4.4432928634883035,-3.3385648011055173,0.0
2019-08-21,-0.0,-0.2640371688414393,-0.8699090549624356,1.0,-4.442467378410439,-3.308916567813365,0.0
2019-08-22,-0.0,-0.27219810576164166,-0.8685872138910812,1.0,-4.437647987371744,-3.2873914759273872,0.0
2019-08-23,-0.0,-0.268213228035538,-0.870187561697927,1.0,-4.437611056268509,-3.295656465942744,0.0
2019-08-26,-0.0,-0.20435203094777563,-0.8795938104448743,1.0,-4.382591876208897,-3.2046421663442937,0.0
2019-08-27,-0.0,-0.18613103778096604,-0.8746054519368722,1.0,-4.330750836920134,-3.1732185557149686,0.0
2019-08-28,-0.0,-0.15671855601184223,-0.8933244198261866,1.0,-4.338649603667271,-3.161493649126158,0.0
2019-08-29,-0.0,-0.11217887725975262,-0.89895337773549,1.0,-4.340057088487155,-3.163463368220742,0.0
2019-08-30,-0.0,-0.08285145511422883,-0.9188548677599773,1.0,-4.343160489145891,-3.1347995070622807,0.0
2019-09-03,-0.0,-0.08758503401360544,-0.9141156462585034,1.0,-4.3173658352229785,-3.129062736205593,0.0
2019-09-04,-0.0,-0.02968822708236389,-0.9619357840856211,1.0,-4.212843182875756,-3.1021870637505815,0.0
2019-09-05,-0.0,-0.0,-0.8956936920392984,1.0,-4.182811495730419,-3.1033881186300616,0.0
2019-09-06,-0.0,-0.0,-0.9709200990734795,1.0,-4.210806348041464,-2.9917438767085587,0.0
2019-09-09,-0.0,-0.0,-0.958585767248395,1.0,-4.137354191156525,-2.9464689393254364,0.0
2019-09-10,-0.0,-0.06947407476115389,-0.7871254985622855,1.0,-4.21120489750487,-3.207772933865133,0.0
2019-09-11,-0.0,-0.08396174360860768,-0.8340996873275703,1.0,-4.1521979032554714,-3.1259885966525656,0.0
2019-09-12,-0.0,-0.05209575346234981,-0.8450885077501605,1.0,-4.148216087315418,-3.1263872328716866,0.0
2019-09-13,-0.0,-0.062162903373251664,-0.8357253862327452,1.0,-4.123685894505896,-3.120029253130999,0.0
