Date,IWF,IWM,MDLZ,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2441017774016081,-0.4621244181125687,1.0,-0.0,-0.468207786711807,-0.47050888700804055,0.0
2018-09-25,-0.24268502581755594,-0.46365682510260825,1.0,-0.0,-0.4693234476367007,-0.47226267708195424,0.0
2018-09-26,-0.24219391403374033,-0.4633597288063773,1.0,-0.0,-0.46947747556873864,-0.47334410339256866,0.0
2018-09-27,-0.24435622601561463,-0.4589916633584756,1.0,-0.0,-0.46978959904724094,-0.47338891094349606,0.0
2018-09-28,-0.24422389837237,-0.45925631864496486,1.0,-0.0,-0.4697366679899431,-0.4733624454148471,0.0
2018-10-01,-0.24489147697194283,-0.45860243515087346,1.0,-0.0,-0.4700899947061937,-0.47331921651667547,0.0
2018-10-02,-0.2451356717405692,-0.4589278623428193,1.0,-0.0,-0.46996690933156854,-0.47319655857048315,0.0
2018-10-03,-0.24461461010572055,-0.4491401923637423,1.0,-0.0,-0.47481518772687525,-0.4810948305556291,0.0
2018-10-04,-0.2503250457717515,-0.4431236235306605,1.0,-0.0,-0.4825536657202749,-0.4774060020696792,0.0
2018-10-05,-0.24255566721320146,-0.4381710477600889,1.0,-0.0,-0.4840006346855662,-0.4797693975776168,0.0
2018-10-08,-0.24003802582587339,-0.43513163801526317,1.0,-0.0,-0.4864136892973144,-0.4790989991813885,0.0
2018-10-09,-0.23434316708559333,-0.43606297129249905,1.0,-0.0,-0.49025003307315784,-0.4851964545574811,0.0
2018-10-10,-0.23444609036080838,-0.4357210877155857,1.0,-0.0,-0.49042429372553176,-0.4846577081790287,0.0
2018-10-11,-0.18658546026994247,-0.4246561201579396,1.0,-0.0,-0.4762187411288033,-0.49322563162920335,0.0
2018-10-12,-0.18395875548259677,-0.4204221920127222,1.0,-0.0,-0.47195218919126886,-0.4885987636904609,0.0
2018-10-15,-0.16426852373393414,-0.4380664652567976,1.0,-0.0,-0.4684571662655538,-0.4895027907214911,0.0
2018-10-16,-0.16283951565419963,-0.44028876430381697,1.0,-0.0,-0.46791081074162255,-0.48895374139211023,0.0
2018-10-17,-0.1484738225186982,-0.41451890034364264,1.0,-0.0,-0.46657064887810795,-0.49719526986052154,0.0
2018-10-18,-0.14833998686138763,-0.41444742028399617,1.0,-0.0,-0.4666481378543635,-0.49722067815453025,0.0
2018-10-19,-0.1361925316201566,-0.40466271832965267,1.0,-0.0,-0.46976008833567556,-0.49892089941778756,0.0
2018-10-22,-0.13649081239129884,-0.39301288029642323,1.0,-0.0,-0.48151135532982126,-0.5095909056537191,0.0
2018-10-23,-0.13520466066429598,-0.3933822602204232,1.0,-0.0,-0.48293863963077854,-0.510478928652493,0.0
2018-10-24,-0.1337330881056159,-0.39124738605729265,1.0,-0.0,-0.48318258547277726,-0.5112997908845834,0.0
2018-10-25,-0.10611612522440549,-0.3589012124043971,1.0,-0.0,-0.5004549590536852,-0.49374123896416894,0.0
2018-10-26,-0.08946069447498961,-0.3522713388559001,1.0,-0.0,-0.5123035945556289,-0.48960242406470694,0.0
2018-10-29,-0.08703405149250086,-0.3515804387121989,1.0,-0.0,-0.5138746396990571,-0.490229126972495,0.0
2018-10-30,-0.08183350020757527,-0.35163251849862026,1.0,-0.0,-0.5140784878751617,-0.4944931500158734,0.0
2018-10-31,-0.07987316171880851,-0.38126388854210885,1.0,-0.0,-0.5270530074155452,-0.5086015330453671,0.0
2018-11-01,-0.06544574465430775,-0.3931734823723147,1.0,-0.0,-0.527084009082063,-0.5093689962324409,0.0
2018-11-02,-0.06816544528629984,-0.3792075518569122,1.0,-0.0,-0.5303688982735063,-0.5064215625388151,0.0
2018-11-05,-0.06849859623841587,-0.3784938756242391,1.0,-0.0,-0.5303734254267186,-0.5071678799473279,0.0
2018-11-06,-0.06472669290946235,-0.3768249539090139,1.0,-0.0,-0.5357018286910159,-0.5141511784344013,0.0
2018-11-07,-0.06553119224813946,-0.37810299185854856,1.0,-0.0,-0.5381349582937915,-0.5156086109584936,0.0
2018-11-08,-0.047133789546761874,-0.37888029356342356,1.0,-0.0,-0.5328523256967173,-0.5205543984925122,0.0
2018-11-09,-0.04631375272871602,-0.3793907521333598,1.0,-0.0,-0.5344066282992658,-0.5205645961500298,0.0
2018-11-12,-0.04626123115764461,-0.36432266528056234,1.0,-0.0,-0.5445162248459197,-0.5200861364817703,0.0
2018-11-13,-0.024308713284994468,-0.3610913112940888,1.0,-0.0,-0.5513334152636107,-0.5211503010937693,0.0
2018-11-14,-0.023709970977421415,-0.36211815632839783,1.0,-0.0,-0.551773328742191,-0.5219145063702101,0.0
2018-11-15,-0.022873568866394772,-0.36187410938037445,1.0,-0.0,-0.5527246818338165,-0.5194093656331384,0.0
2018-11-16,-0.021158183779543004,-0.3568451505344709,1.0,-0.0,-0.5516573502010395,-0.522040796312641,0.0
2018-11-19,-0.01999067919252373,-0.35755108047781403,1.0,-0.0,-0.5526993549020089,-0.5225784296892246,0.0
2018-11-20,-0.0,-0.34787384660450127,1.0,-0.0,-0.5540204071669189,-0.5391544207391495,0.0
2018-11-21,-0.0,-0.3437355917396685,1.0,-0.0,-0.5533742629037346,-0.5295445169744473,0.0
2018-11-23,-0.0,-0.33381026287709764,1.0,-0.0,-0.5595111067998836,-0.5317441070908915,0.0
2018-11-26,-0.0,-0.3397956955329629,1.0,-0.0,-0.5572756169169922,-0.5293232717831753,0.0
2018-11-27,-0.0,-0.33997051929536287,1.0,-0.0,-0.5518207959790252,-0.5246598844936327,0.0
2018-11-28,-0.0,-0.332147265993755,1.0,-0.0,-0.5590734151477743,-0.5293249098346767,0.0
2018-11-29,-0.0,-0.31956980987132705,1.0,-0.0,-0.5502448626848473,-0.5307998847705012,0.0
2018-11-30,-0.0,-0.3198271723475756,1.0,-0.0,-0.5513922227556408,-0.5291646663466154,0.0
2018-12-03,-0.0,-0.3200153668843642,1.0,-0.0,-0.5516711486746062,-0.5294131771033422,0.0
2018-12-04,-0.0,-0.32113256359890774,1.0,-0.0,-0.5471182867819672,-0.5271882336032194,0.0
2018-12-06,-0.0,-0.2811518815314682,1.0,-0.0,-0.5491119546370495,-0.5128637705609448,0.0
2018-12-07,-0.0,-0.2808904510837727,1.0,-0.0,-0.5490333919156415,-0.5133450497949619,0.0
2018-12-10,-0.0,-0.27752474787377424,1.0,-0.0,-0.5442905609518055,-0.5019287075335781,0.0
2018-12-11,-0.0,-0.27744079574240627,1.0,-0.0,-0.5472820655836761,-0.49929117571870135,0.0
2018-12-12,-0.0,-0.27787853422619047,1.0,-0.0,-0.5488513764880952,-0.4984188988095238,0.0
2018-12-13,-0.0,-0.27473625505414323,1.0,-0.0,-0.552284240368081,-0.49670028349677,0.0
2018-12-14,-0.0,-0.2654227757510979,1.0,-0.0,-0.560355043334805,-0.49780421497780986,0.0
2018-12-17,-0.0,-0.2641404290888827,1.0,-0.0,-0.5595569796600725,-0.49821212965542866,0.0
2018-12-18,-0.0,-0.25869806606828905,1.0,-0.0,-0.5570000925326177,-0.4976172850929953,0.0
2018-12-19,-0.0,-0.2607848594489285,1.0,-0.0,-0.5596066425456907,-0.49893311067817053,0.0
2018-12-20,-0.0,-0.2584977308511624,1.0,-0.0,-0.5594841159581365,-0.49745299620264893,0.0
2018-12-21,-0.0,-0.2570308898109728,1.0,-0.0,-0.5606731212540341,-0.4875057630244352,0.0
2018-12-24,-0.0,-0.24565870667308973,1.0,-0.0,-0.5555708485307274,-0.4927396600371619,0.0
2018-12-26,-0.0,-0.24460992095314468,1.0,-0.0,-0.5546568908236911,-0.49194638561118115,0.0
2018-12-27,-0.0,-0.22271705003451425,1.0,-0.0,-0.5082500167004387,-0.4957580885791267,0.0
2018-12-28,-0.0,-0.22312486089472516,1.0,-0.0,-0.5076563543289562,-0.49492543957266866,0.0
