Date,IWF,IWM,MTUM,SPY,TENB,VLUE,VXX
2019-03-25,-0.0,-1.0597820103490037,-0.3411868325443136,-1.8943080480017616,1.0,-1.2095122756798415,0.0
2019-03-26,-0.0,-1.0733359026592524,-0.34399603589715355,-1.892418653306172,1.0,-1.1959478059791884,0.0
2019-03-27,-0.0,-1.0684667839859217,-0.34541355037395516,-1.8937527496700395,1.0,-1.1917069951605808,0.0
2019-03-28,-0.0,-1.071346122134887,-0.3451877095586214,-1.8901775408124004,1.0,-1.1899082064530313,0.0
2019-03-29,-0.0,-1.0617582417582418,-0.3496703296703297,-1.8883516483516483,1.0,-1.1947252747252748,0.0
2019-04-01,-0.0,-1.0834524463991204,-0.348213304013194,-1.8951072017592085,1.0,-1.170753161077515,0.0
2019-04-02,-0.0,-1.0870159702472106,-0.40592868081382627,-1.8717457886676874,1.0,-1.1045723036534676,0.0
2019-04-03,-0.0,-1.0871873460675388,-0.4041924361009249,-1.8858300038312077,1.0,-1.0958896612117561,0.0
2019-04-04,-0.0,-1.080724605954466,-0.41391199649737304,-1.8955232049036779,1.0,-1.082694833625219,0.0
2019-04-05,-0.0,-1.0764139590854391,-0.4248441089596324,-1.8937205994967727,1.0,-1.0749370965977463,0.0
2019-04-08,-0.0,-1.069749644692249,-0.4277905324149995,-1.8940636274188258,1.0,-1.0746692904777524,0.0
2019-04-09,-0.0,-1.0746293155331839,-0.4266564534661049,-1.8955517863982054,1.0,-1.0745746019587459,0.0
2019-04-10,-0.0,-1.0559471124952193,-0.4448997432114954,-1.9053707042561328,1.0,-1.0573676446484184,0.0
2019-04-11,-0.0,-1.0307465457921468,-0.4538801813117798,-1.9179728032330294,1.0,-1.0585440445633771,0.0
2019-04-12,-0.0,-1.0302400612456937,-0.448077869524799,-1.9231147809919613,1.0,-1.0669327937879367,0.0
2019-04-15,-0.0,-1.0318067548365941,-0.45447589900535573,-1.907804131599082,1.0,-1.070991365176522,0.0
2019-04-16,-0.0,-1.0372276360451111,-0.44547246249863137,-1.9127887879119676,1.0,-1.0791634731194568,0.0
2019-04-17,-0.0,-1.0367228546409808,-0.4510179509632224,-1.911394483362522,1.0,-1.0737193520140105,0.0
2019-04-18,-0.0,-1.0412766190397984,-0.45327640006569225,-1.911370230470247,1.0,-1.0684294082224777,0.0
2019-04-22,-0.0,-1.0475225841773883,-0.4521762934574322,-1.908896797153025,1.0,-1.0664111689022722,0.0
2019-04-23,-0.0,-1.0454171916945159,-0.45378841834219036,-1.9183695830822332,1.0,-1.0609214923574206,0.0
2019-04-24,-0.0,-1.0427163198247535,-0.45449069003285864,-1.917579408543264,1.0,-1.0617196056955092,0.0
2019-04-25,-0.0,-1.0523405420202572,-0.4595674787845606,-1.9125102655351767,1.0,-1.0505338078291815,0.0
2019-04-26,-0.0,-1.0418034580871087,-0.47690960822937184,-1.9208251258481066,1.0,-1.0321733420879842,0.0
2019-04-29,-0.0,-1.0365993763334975,-0.47464303298867555,-1.9218228568302422,1.0,-1.0376935280923463,0.0
2019-04-30,-0.0,-1.0448317439438781,-0.4662391757097446,-1.9244217910774963,1.0,-1.0451057766085716,0.0
2019-05-01,-0.0,-1.0258099945085117,-0.4844590884129599,-1.9194398682042833,1.0,-1.0617792421746293,0.0
2019-05-02,-0.0,-1.0596007712373823,-0.4680730407167971,-2.0405466712033573,1.0,-1.1026426222071,0.0
2019-05-03,-0.0,-1.059937624043096,-0.4685001417635384,-2.0394669690955483,1.0,-1.1026368018145734,0.0
2019-05-06,-0.0,-0.9537844036697247,-0.5187499999999999,-2.0973050458715594,1.0,-1.164105504587156,0.0
2019-05-07,-0.0,-0.9563746847053428,-0.5182870901169456,-2.097454712221967,1.0,-1.1603989910570969,0.0
2019-05-08,-0.0,-0.9443180525537482,-0.5602889318621317,-2.019224206574906,1.0,-1.163860766693209,0.0
2019-05-09,-0.0,-0.9522176497485139,-0.5518404206675811,-2.023319615912208,1.0,-1.1882716049382716,0.0
2019-05-10,-0.0,-0.9552726647170136,-0.5615000860141063,-2.035896553701474,1.0,-1.1816617925339756,0.0
2019-05-13,-0.0,-0.9647822589911524,-0.5463058715385499,-2.037515799149719,1.0,-1.196598873951511,0.0
2019-05-14,-0.0,-0.8898501554990105,-0.6753180661577608,-1.9458297992649136,1.0,-1.1435114503816792,0.0
2019-05-15,-0.0,-0.8879027699265121,-0.6745618993781798,-1.9494629734313171,1.0,-1.14104013566987,0.0
2019-05-16,-0.0,-0.889089779083564,-0.6755748912367929,-1.9439516356856317,1.0,-1.141420419232725,0.0
2019-05-17,-0.0,-0.8888449590511155,-0.6730866986726912,-1.943066930245693,1.0,-1.1431234114656874,0.0
2019-05-20,-0.0,-0.8596917170120265,-0.6933544125119983,-1.945175314776128,1.0,-1.1479871266444583,0.0
2019-05-21,-0.0,-0.8576747334574378,-0.7002312856095222,-1.9376092965532803,1.0,-1.1455407006261633,0.0
2019-05-22,-0.0,-0.8304080365709126,-0.728878604887409,-1.947457531463401,1.0,-1.1368587392065017,0.0
2019-05-23,-0.0,-0.8173750847840832,-0.7714786344110333,-1.9685168437711962,1.0,-1.0948451277413522,0.0
2019-05-24,-0.0,-0.7784852924602726,-0.7943198467260227,-1.964893497126113,1.0,-1.097374056125324,0.0
2019-05-28,-0.0,-0.7692567757930918,-0.7976559418493266,-1.9669803347044572,1.0,-1.1009184650926918,0.0
2019-05-29,-0.0,-0.7817629862828872,-0.8014391724758263,-1.9677310546435798,1.0,-1.0707780526197437,0.0
2019-05-30,-0.0,-0.7804384485666104,-0.8002248454187745,-1.9702641933670602,1.0,-1.0702079820123664,0.0
2019-05-31,-0.0,-0.7923189548372565,-0.7820137402860683,-1.9689717310507941,1.0,-1.0879603558959343,0.0
2019-06-03,-0.0,-0.8013226475368491,-0.8208821386538138,-1.9623942162192456,1.0,-1.0197836686655832,0.0
2019-06-04,-0.0,-0.7856818697526663,-0.8730996142500567,-2.068413886997958,1.0,-0.9455979124120718,0.0
2019-06-05,-0.0,-0.7711660223006669,-0.9059785958424386,-2.0809659886815712,1.0,-0.8450720008965094,0.0
2019-06-06,-0.0,-0.7865867324069923,-0.8771290900941282,-2.0674585387718514,1.0,-0.8716943074854325,0.0
