Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WIT
2018-09-24,-0.40092006175757,-0.6158111982859124,-0.019472539937612252,-0.6214197939313735,-0.4932413271575764,0.0,1.0
2018-09-25,-0.4019777658803893,-0.6143986394986302,-0.021478285516329167,-0.6200988882940195,-0.49135514754511384,0.0,1.0
2018-09-26,-0.4039795660948537,-0.6174003531786074,-0.02472250252270434,-0.6202068617558022,-0.4870711402623612,0.0,1.0
2018-09-27,-0.403437815975733,-0.6226617795753286,-0.023761375126390295,-0.6214610717896866,-0.48840369059656225,0.0,1.0
2018-09-28,-0.4000697151186741,-0.6299394746015147,-0.024558734987482966,-0.6235383591596159,-0.4907944354659821,0.0,1.0
2018-10-01,-0.4002598472605127,-0.6295908990081439,-0.024748867129321544,-0.6235383591596159,-0.4907627467756758,0.0,1.0
2018-10-02,-0.4016861054766734,-0.6174568965517241,-0.029316683569979712,-0.6265846855983772,-0.49435851926977686,0.0,1.0
2018-10-03,-0.4015463590848596,-0.6162938082261232,-0.02946954813359528,-0.6266556816021294,-0.4948349071550795,0.0,1.0
2018-10-04,-0.40212226797592654,-0.6146024707000317,-0.029965156794425088,-0.6270826734241369,-0.4937915742793792,0.0,1.0
2018-10-05,-0.3986983856190567,-0.6124537958487348,-0.023283732979496416,-0.6298929011468107,-0.4948977979970304,0.0,1.0
2018-10-08,-0.3970291409108112,-0.609246877759556,-0.019395736091838024,-0.6336255834489719,-0.49448088810394863,0.0,1.0
2018-10-09,-0.4018664979436887,-0.6120531477380576,-0.026953495729199622,-0.6321417273014869,-0.49050933248971845,0.0,1.0
2018-10-10,-0.401961094417207,-0.6118930887237072,-0.026727819073224735,-0.6323264273287996,-0.4901470820812905,0.0,1.0
2018-10-11,-0.35611312189436234,-0.5983988712348937,-0.0,-0.6174774553708362,-0.4953070363781364,0.0,1.0
2018-10-12,-0.3736043080105875,-0.5964282454592473,-0.0,-0.600596306550245,-0.47175149837232655,0.0,1.0
2018-10-15,-0.37136689772589077,-0.5973488994284324,-0.0,-0.6005107624954397,-0.47102638939559777,0.0,1.0
2018-10-16,-0.3708466332269342,-0.5980544155646754,-0.0,-0.6002735978112175,-0.47080103359173125,0.0,1.0
2018-10-17,-0.3529429339707201,-0.5630714072303555,-0.0,-0.5951000896325067,-0.47660591574544364,0.0,1.0
2018-10-18,-0.3533297465327594,-0.5642635102821616,-0.0,-0.5946018651362983,-0.47677546628407463,0.0,1.0
2018-10-19,-0.33804280074797427,-0.5513045026861773,-0.0,-0.6006945475052685,-0.4781098809771156,0.0,1.0
2018-10-22,-0.337820970042796,-0.54113171659534,-0.0,-0.6080004755111745,-0.48496195910603895,0.0,1.0
2018-10-23,-0.34227270024380096,-0.54195159659868,-0.0,-0.6052209074151157,-0.48373669501100086,0.0,1.0
2018-10-24,-0.3449136738254226,-0.5602478493653372,-0.0,-0.6139385189195693,-0.4887806051855863,0.0,1.0
2018-10-25,-0.31517974094018336,-0.5158492213651579,-0.0,-0.6206956774850823,-0.4590598166205792,0.0,1.0
2018-10-26,-0.3216768856162173,-0.5236893830492563,-0.0,-0.6228180831402,-0.46548537565640863,0.0,1.0
2018-10-29,-0.3027330063069376,-0.531826676010278,-0.0,-0.6145468348516702,-0.47077201588413925,0.0,1.0
2018-10-30,-0.2787544389986206,-0.538344143456696,-0.0,-0.6213717606315852,-0.4964047779766972,0.0,1.0
2018-10-31,-0.28612311645835764,-0.5164992407429039,-0.0,-0.6234960869057353,-0.49410115640696173,0.0,1.0
2018-11-01,-0.2720618256051327,-0.5272090988626422,-0.0,-0.6228054826480024,-0.4942548848060659,0.0,1.0
2018-11-02,-0.27455247047900894,-0.5118809295848203,-0.0,-0.6246844808077292,-0.49017901180839646,0.0,1.0
2018-11-05,-0.284075236949441,-0.5008069485606972,-0.0,-0.6330291381789372,-0.5164470788462103,0.0,1.0
2018-11-06,-0.2837897332041912,-0.5005429837691878,-0.0,-0.6334419300871709,-0.5172434034809662,0.0,1.0
2018-11-07,-0.2838524084891537,-0.500601755364429,-0.0,-0.6336043678633282,-0.5173334898875745,0.0,1.0
2018-11-08,-0.2540307297588851,-0.5059039622146418,-0.0,-0.6274526954138605,-0.528149508732033,0.0,1.0
2018-11-09,-0.25590505144995324,-0.5084190832553789,-0.0,-0.6283325537885874,-0.5306361085126285,0.0,1.0
2018-11-12,-0.25575164540742035,-0.49155454598404097,-0.0,-0.6364960102510339,-0.5283941988467586,0.0,1.0
2018-11-13,-0.23393753968712117,-0.4859724066270276,-0.0,-0.6408243375858685,-0.5256306644345667,0.0,1.0
2018-11-14,-0.23737857039292448,-0.4883282586631869,-0.0,-0.6458460200086995,-0.5282586631868929,0.0,1.0
2018-11-15,-0.23706022141076916,-0.49055236770416744,-0.0,-0.6511621167333218,-0.519272010664812,0.0,1.0
2018-11-16,-0.23755144629296854,-0.490696191525129,-0.0,-0.6508898034896528,-0.5192452611442815,0.0,1.0
2018-11-19,-0.23985507246376814,-0.4901159420289855,-0.0,-0.6497101449275362,-0.5188985507246378,0.0,1.0
2018-11-20,-0.1955505540166205,-0.48297553093259465,-0.0,-0.6601165743305633,-0.5468894275161589,0.0,1.0
2018-11-21,-0.19278535120147877,-0.48379736598890943,-0.0,-0.6625462107208873,-0.5490700092421442,0.0,1.0
2018-11-23,-0.1932113375281418,-0.48097904520002316,-0.0,-0.6631357155227156,-0.549009986722854,0.0,1.0
2018-11-26,-0.1930568781923643,-0.4814878942660087,-0.0,-0.6626554699448821,-0.548523937321444,0.0,1.0
2018-11-27,-0.18523516912651466,-0.4837190604720611,-0.0,-0.6585309825992074,-0.5439326939642795,0.0,1.0
