Date,APRE,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-07-23,1.0,-1.227673843981645,-0.3092128485704201,-1.1072058897685442,-1.3985174726438405,-0.0,0.0
2020-07-24,1.0,-1.2259690508594183,-0.3093905942839861,-1.1059025152477444,-1.3993144815766925,-0.0,0.0
2020-07-27,1.0,-1.230780864041942,-0.30412864848515403,-1.101376216161718,-1.4048495236174825,-0.0,0.0
2020-07-28,1.0,-1.230342741935484,-0.30393145161290325,-1.1007560483870968,-1.4052923387096774,-0.0,0.0
2020-07-29,1.0,-1.2289284094916622,-0.3037936419970779,-1.0999042772935663,-1.4054612323038944,-0.0,0.0
2020-07-30,1.0,-1.229102635158966,-0.3038242555549957,-1.09991434473724,-1.4057540182395325,-0.0,0.0
2020-07-31,1.0,-1.2291141791796836,-0.30358762471026907,-1.099919379219994,-1.4061775672679633,-0.0,0.0
2020-08-03,1.0,-1.2148472936195946,-0.31781070456607197,-1.1056345126499343,-1.4015220239895172,-0.0,0.0
2020-08-04,1.0,-1.2140769850866586,-0.3169588875453446,-1.1048972188633617,-1.4023579201934704,-0.0,0.0
2020-08-05,1.0,-1.213925836356308,-0.31726118500604594,-1.1049476017734785,-1.4021563885530028,-0.0,0.0
2020-08-06,1.0,-1.2139293453610847,-0.3196089301012952,-1.1040669253641082,-1.4020057450990273,-0.0,0.0
2020-08-07,1.0,-1.2106536310033766,-0.32273345764249356,-1.106284332006249,-1.39983873406239,-0.0,0.0
2020-08-10,1.0,-1.201844572119746,-0.33398850922286055,-1.1020058461848603,-1.4019756072976512,-0.0,0.0
2020-08-11,1.0,-1.1991734704162886,-0.33791956456002414,-1.0987803648825722,-1.403941134966233,-0.0,0.0
2020-08-12,1.0,-1.2041311044896723,-0.3335690116660775,-1.1058532397353669,-1.4066966314832585,-0.0,0.0
2020-08-13,1.0,-1.1974181836518583,-0.34879733750189096,-1.0853209621299986,-1.4111239977812515,-0.0,0.0
2020-08-14,1.0,-1.1964799031721216,-0.34953855464219075,-1.0844218064451057,-1.4126784003227595,-0.0,0.0
2020-08-17,1.0,-1.1971148996267529,-0.34974276202965804,-1.0846363361242812,-1.4124382124483004,-0.0,0.0
2020-08-18,1.0,-1.1981222553127049,-0.3492504164353137,-1.0891928726465094,-1.4111352279036897,-0.0,0.0
2020-08-19,1.0,-1.1984251173590428,-0.3490485084044218,-1.0893947806774014,-1.4108828428650748,-0.0,0.0
2020-08-20,1.0,-1.1978399111739173,-0.3495003532855557,-1.088927021298072,-1.4106187544160695,-0.0,0.0
2020-08-21,1.0,-1.19229797341689,-0.3594279072118058,-1.083792388942235,-1.4183049476929297,-0.0,0.0
2020-08-24,1.0,-1.1922474351847174,-0.3595795219083237,-1.0838429271744074,-1.418153332996412,-0.0,0.0
2020-08-25,1.0,-1.2044204522305968,-0.35404359339987773,-1.1189142391525768,-1.4153086168262374,-0.0,0.0
2020-08-26,1.0,-1.205226161369193,-0.35386104319478406,-1.1194478402607988,-1.4152404237978808,-0.0,0.0
2020-08-27,1.0,-1.1893488111603279,-0.3733516623389848,-1.1122651596150908,-1.4164248256198768,-0.0,0.0
2020-08-28,1.0,-1.1894506389695025,-0.3729952650068734,-1.1123160735196782,-1.4166284812382262,-0.0,0.0
2020-08-31,1.0,-1.1894409937888197,-0.3730780979533652,-1.1123103553609612,-1.416301802260462,-0.0,0.0
2020-09-01,1.0,-1.1890625795610774,-0.37563012373338767,-1.1066245735526248,-1.4206425989103315,-0.0,0.0
2020-09-02,1.0,-1.1832661187401092,-0.3754147735974271,-1.1126142222675992,-1.433661748940732,-0.0,0.0
2020-09-03,1.0,-1.1837807492089414,-0.3779218127998367,-1.1165662958048381,-1.42533428600592,-0.0,0.0
2020-09-04,1.0,-1.1336798546628986,-0.39493338716188936,-1.0701958013726283,-1.4476180863948325,-0.0,0.0
2020-09-08,1.0,-1.1230116648992576,-0.40226228349240006,-1.0674140281775488,-1.4570519618239661,-0.0,0.0
2020-09-09,1.0,-1.098057027504416,-0.44092858945243507,-1.0239717385818825,-1.4837244511733534,-0.0,0.0
2020-09-10,1.0,-1.087226627607455,-0.4570432850143947,-1.0033335016920046,-1.5032072326885195,-0.0,0.0
2020-09-11,1.0,-1.0787811410379504,-0.46621860629642725,-1.0045985143261407,-1.5037141846480366,-0.0,0.0
2020-09-14,1.0,-1.0763243024666398,-0.46244439951475946,-1.0041953093408817,-1.5063687828548322,-0.005256773150020219,0.0
2020-09-15,1.0,-1.0773112636253532,-0.4527149777957206,-0.9959628582963262,-1.5112535324989909,-0.009184497375857893,0.0
2020-09-16,1.0,-1.0764845366025932,-0.45280258311891425,-0.9940971696685333,-1.510821855607689,-0.010947984460925281,0.0
2020-09-17,1.0,-1.0669289352902607,-0.4590709638371917,-0.9880970393907298,-1.5084480758561558,-0.021031926161295202,0.0
2020-09-18,1.0,-1.0498823058045776,-0.44904091751389796,-0.9863775229128061,-1.495617769319377,-0.027395202083437674,0.0
2020-09-21,1.0,-1.0393418100224383,-0.4505110944901521,-0.9902268760907503,-1.481376215407629,-0.024831712789827973,0.0
2020-09-22,1.0,-1.031352057478772,-0.4814349595538361,-0.9814600813947646,-1.4925388132442343,-0.037582274029040845,0.0
2020-09-23,1.0,-1.0188545721073647,-0.4761158570489814,-1.0006065814082798,-1.499620886619825,-0.059697720264873876,0.0
2020-09-24,1.0,-1.0223336371923428,-0.47751443330294746,-1.0033424491036158,-1.5094702724602451,-0.051656031601336985,0.0
2020-09-25,1.0,-1.018115575346625,-0.48294707013460175,-0.9982795263637285,-1.5031879364436798,-0.05763586681509969,0.0
2020-09-28,1.0,-1.0179158864314997,-0.4842856419859305,-0.9996963409079408,-1.5049850700946406,-0.05410192823523458,0.0
2020-09-29,1.0,-1.0246018058232729,-0.4725575732981638,-1.0060870447397787,-1.5148625342396267,-0.05447905042102059,0.0
2020-09-30,1.0,-1.0248009332048484,-0.47101486027286094,-1.0087234366282902,-1.5124511842572397,-0.05482578485570827,0.0
2020-10-01,1.0,-1.0259325044404974,-0.4614057345851307,-1.0122303983760466,-1.5155544278102004,-0.05973103273280893,0.0
2020-10-02,1.0,-1.0380550757036886,-0.47205568539782544,-1.0160044710903364,-1.511380957219795,-0.04328828371100498,0.0
2020-10-05,1.0,-0.9874707488299532,-0.45700078003120126,-0.967726209048362,-1.4311134945397814,-0.03183502340093604,0.0
2020-10-06,1.0,-0.9824885689269384,-0.45481077925868274,-0.9604533514933358,-1.4294192042027434,-0.03711450530207218,0.0
2020-10-07,1.0,-0.9751105925817898,-0.4656555344903019,-0.9568810461329055,-1.4231199261095717,-0.04044528705459141,0.0
2020-10-08,1.0,-0.9752737892431248,-0.4677050377220735,-0.955122900949136,-1.4283767339985398,-0.04088586030664395,0.0
2020-10-09,1.0,-0.9786788687144039,-0.4666796475685148,-0.9569196319914326,-1.4270067662950885,-0.03855327848902303,0.0
2020-10-12,1.0,-0.9707713257465228,-0.4643517167590701,-0.949956229938722,-1.41834451901566,-0.05996498395097753,0.0
2020-10-13,1.0,-0.957979063252568,-0.4850837961370226,-0.9619599941023246,-1.4331842532068608,-0.07657148473976508,0.0
2020-10-14,1.0,-0.9583884722834878,-0.479635347742979,-0.9677498407096995,-1.4273391167965495,-0.06812723619075627,0.0
2020-10-15,1.0,-0.9564046044575067,-0.4801371540533921,-0.9682586333578252,-1.4237570413911338,-0.06980161645848641,0.0
2020-10-16,1.0,-0.954598883338231,-0.4824664511705358,-0.966989910862964,-1.4221275345283575,-0.07145655793907336,0.0
2020-10-19,1.0,-0.9656715683863669,-0.4857620616731421,-0.9714749422121675,-1.4291053951704127,-0.06609944425318448,0.0
2020-10-20,1.0,-0.962575512008251,-0.4852905063601984,-0.9696478561956681,-1.425764942782771,-0.06807131280388978,0.0
2020-10-21,1.0,-0.9658090224824125,-0.48605303291189056,-0.9658090224824125,-1.4325281645102572,-0.06936586805726373,0.0
2020-10-22,1.0,-0.9716836860539687,-0.4774801440481476,-0.9614720536727344,-1.4462039366582802,-0.07626658773617483,0.0
2020-10-23,1.0,-0.970212556098042,-0.4790649504364551,-0.9588696552744488,-1.4462198550081373,-0.0773289934408443,0.0
2020-10-26,1.0,-0.9698688233553606,-0.47835092218167474,-0.9585757964296282,-1.4460992208304568,-0.07860735772758655,0.0
2020-10-27,1.0,-0.965496903568269,-0.4747861987614273,-0.9605327828565811,-1.4457878698515678,-0.06836724663324487,0.0
2020-10-28,1.0,-0.9644734902461796,-0.4752592010220628,-0.9570537074345241,-1.4450886934302984,-0.07188835929438357,0.0
2020-10-29,1.0,-0.9336495184629531,-0.4734065721337657,-0.9466195615351111,-1.423800996951072,-0.062091661423800994,0.0
2020-10-30,1.0,-0.9152053807350469,-0.47653134758587556,-0.9552726399231323,-1.4061494114821043,-0.05106894066778766,0.0
2020-11-02,1.0,-0.9052394204011132,-0.47135591593896936,-0.9526437002207082,-1.407686402456578,-0.0610785913060167,0.0
2020-11-03,1.0,-0.9128891447210631,-0.46687772821029405,-0.9521753729553414,-1.4086918981148366,-0.05621912025711134,0.0
2020-11-04,1.0,-0.9136948925374563,-0.454693408644871,-0.9507922071705519,-1.4105595711071752,-0.057010195778086255,0.0
2020-11-05,1.0,-0.8426090204500887,-0.46769072742552986,-0.8733775329162387,-1.380614436455318,-0.10463161826501073,0.0
2020-11-06,1.0,-0.8464221740360139,-0.4524842085415292,-0.9000659941548035,-1.4164702554916564,-0.09847270670312058,0.0
