Date,IIVI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8002699055330634,-1.3460728744939272,-0.35195681511470983,-0.9870985155195682,-0.9127125506072875,0.0
2018-09-25,1.0,-0.8038432473280794,-1.343355284465076,-0.3574975709813235,-0.9846701932419302,-0.9083990068012522,0.0
2018-09-26,1.0,-0.8053890598844431,-1.3452670230574004,-0.3604406285436579,-0.9843404071494142,-0.9044224850153896,0.0
2018-09-27,1.0,-0.8068311815656152,-1.3732091300321403,-0.3573568665904015,-0.9950972381108023,-0.9151277441847796,0.0
2018-09-28,1.0,-0.8068856566977175,-1.3727733289753228,-0.357792667647219,-0.9949338127144958,-0.9151277441847796,0.0
2018-10-01,1.0,-0.8064955588251321,-1.3738760830472454,-0.358400087188709,-0.9948776633425972,-0.9155904310391804,0.0
2018-10-02,1.0,-0.8063900550678808,-1.3801319448230742,-0.357232430074696,-0.993893462733766,-0.9146175235810481,0.0
2018-10-03,1.0,-0.8080388837310907,-1.3882911910873246,-0.35869149691442304,-0.993555786139479,-0.9126208290098848,0.0
2018-10-04,1.0,-0.8084188687486351,-1.3864380869185413,-0.35930334134090414,-0.9938305306835554,-0.9117165319938851,0.0
2018-10-05,1.0,-0.8103674540682415,-1.3963801399825022,-0.35285433070866146,-0.9965551181102362,-0.9118547681539808,0.0
2018-10-08,1.0,-0.8270204127037099,-1.4291117414761667,-0.36053173146448636,-1.0121808776906391,-0.933144223816675,0.0
2018-10-09,1.0,-0.8252211158702787,-1.430105134338321,-0.35556544473493906,-1.0148523112866439,-0.936919397007287,0.0
2018-10-10,1.0,-0.8249860879243183,-1.4318864774624374,-0.3542014468558709,-1.0153589315525877,-0.9385086254869226,0.0
2018-10-11,1.0,-0.7580305566053015,-1.4302758732386762,-0.26091885763645195,-0.9944393456783458,-0.9550828699454732,0.0
2018-10-12,1.0,-0.7883933369156367,-1.4370231058570662,-0.2560451370231059,-0.9696937130574961,-0.9222461042450296,0.0
2018-10-15,1.0,-0.7685914964345075,-1.470752238485872,-0.22615409361428343,-0.9693850195699961,-0.9267599592515147,0.0
2018-10-16,1.0,-0.7650314330234808,-1.4945999677610016,-0.21078931814518295,-0.9731878996292516,-0.9296115200687766,0.0
2018-10-17,1.0,-0.7418333421288723,-1.4431368409942478,-0.18998364029764103,-0.9654335321125125,-0.9368832128344504,0.0
2018-10-18,1.0,-0.7400580934776869,-1.4403485608661208,-0.19202534988117245,-0.97037232637972,-0.9384209136519672,0.0
2018-10-19,1.0,-0.7247470776327515,-1.4284216595900825,-0.17382187975048488,-0.9757823557163077,-0.9391413744299419,0.0
2018-10-22,1.0,-0.7247470776327515,-1.4276877915814856,-0.17549929234156317,-0.9751533259946533,-0.9387744404256435,0.0
2018-10-23,1.0,-0.7243983010854177,-1.4284515756908396,-0.1739814377851188,-0.9768234492160873,-0.9399611976299094,0.0
2018-10-24,1.0,-0.7253772003352892,-1.4260792120704109,-0.1659157585917854,-0.9788348700754401,-0.9427388935456832,0.0
2018-10-25,1.0,-0.681917211328976,-1.361706439681816,-0.1551907584739322,-0.973704210366317,-0.8941075138065562,0.0
2018-10-26,1.0,-0.6689402678168413,-1.3452028687496866,-0.14328702542755403,-0.9746225989267264,-0.8831937409097748,0.0
2018-10-29,1.0,-0.6479140644516612,-1.3652260804396703,-0.12135898076442668,-0.9664251811141643,-0.8953285036222833,0.0
2018-10-30,1.0,-0.6467179538415426,-1.3652712558697173,-0.12054151263862524,-0.9665301228893997,-0.8964931561594566,0.0
2018-10-31,1.0,-0.6564255530698483,-1.3320904797414865,-0.12140193885160329,-0.9690778026348495,-0.892418593089734,0.0
2018-11-01,1.0,-0.6530875850762581,-1.3355357941278754,-0.11783993243578916,-0.9689999503204332,-0.8924437378906056,0.0
2018-11-02,1.0,-0.6869889699829885,-1.5549031443779837,-0.13762827196400154,-1.0716127970147615,-1.0363825934258903,0.0
2018-11-05,1.0,-0.6801428179071684,-1.5802252128536116,-0.13644603131007965,-1.0754188409777534,-1.0207635265037078,0.0
2018-11-06,1.0,-0.6877609316633707,-1.5859701164579214,-0.13315754779169414,-1.0719622061085476,-1.014502307185234,0.0
2018-11-07,1.0,-0.6848315223356383,-1.5847876193612116,-0.13714191636483372,-1.0686532762594665,-1.0124574689935242,0.0
2018-11-08,1.0,-0.6544117647058824,-1.5974945533769063,-0.10081699346405228,-1.0642701525054465,-1.0296296296296297,0.0
2018-11-09,1.0,-0.6523658962058438,-1.5986153510684693,-0.1024313126907981,-1.0676515481901439,-1.0303096380287833,0.0
2018-11-12,1.0,-0.7072350964089864,-1.7667315289816616,-0.10106727991037208,-1.1671678754643553,-1.1544312754289758,0.0
2018-11-13,1.0,-0.7181168057210965,-1.7935637663885577,-0.09272943980929678,-1.184326579261025,-1.1707389749702026,0.0
2018-11-14,1.0,-0.7435569365746664,-1.8280631206970084,-0.08407969292633888,-1.2303052458417107,-1.206726375434107,0.0
2018-11-15,1.0,-0.7450514647664291,-1.8336074060539618,-0.07929837383519094,-1.238991412388087,-1.193556245812778,0.0
2018-11-16,1.0,-0.7422392321244152,-1.8244942591580098,-0.07782030253326043,-1.2357693943259824,-1.194702630459875,0.0
2018-11-19,1.0,-0.7439683986630203,-1.8211485870556061,-0.08890914615618353,-1.2309936189608022,-1.1922212093588573,0.0
2018-11-20,1.0,-0.724786738459677,-1.822070300683647,-0.06340371468328393,-1.2353439409522657,-1.2043680803436385,0.0
2018-11-21,1.0,-0.7357628239821998,-1.8169462986349152,-0.07300499128029346,-1.2341090865355706,-1.1537073786758074,0.0
2018-11-23,1.0,-0.734854398078655,-1.8004202942059442,-0.07799459621735215,-1.2375863104172922,-1.1533473431401982,0.0
2018-11-26,1.0,-0.7343496788908228,-1.8066742692515454,-0.07604585559090091,-1.234739811535922,-1.1502310785667127,0.0
2018-11-27,1.0,-0.7277721382934257,-1.8116677613900996,-0.059413626321132146,-1.229175374693975,-1.1432495372305487,0.0
2018-11-28,1.0,-0.7272510007767222,-1.8198601899982079,-0.05813467168548725,-1.2270418832526737,-1.1424389078090458,0.0
2018-11-29,1.0,-0.6953955135773318,-1.8034238488783942,-0.028276269185360095,-1.2256198347107439,-1.150413223140496,0.0
2018-11-30,1.0,-0.6950283419933868,-1.8046173830892773,-0.02727916863486065,-1.226145488899386,-1.151511572980633,0.0
2018-12-03,1.0,-0.6946231482027977,-1.8049932125361505,-0.02532019122941628,-1.2261110783214308,-1.151153868854394,0.0
2018-12-04,1.0,-0.6782096584216725,-1.8141342756183745,-0.0284452296819788,-1.2197879858657243,-1.1487043580683156,0.0
2018-12-06,1.0,-0.6385948852909206,-1.7061044682190054,-0.08627495852165455,-1.2018422106527833,-1.0883345729160707,0.0
2018-12-07,1.0,-0.6348842539537015,-1.7116089846435936,-0.07964703185881274,-1.2071968828787532,-1.0966651386660555,0.0
2018-12-10,1.0,-0.5969903463940942,-1.729982964224872,-0.05973878478137422,-1.2163543441226576,-1.0754684838160136,0.0
2018-12-11,1.0,-0.6057146103158373,-1.7249488752556237,-0.06708702567598272,-1.218473074301295,-1.0643603726425812,0.0
2018-12-12,1.0,-0.6040421292342727,-1.730372900654711,-0.06307998861372047,-1.222487902077996,-1.073213777398235,0.0
2018-12-13,1.0,-0.6018876506709119,-1.723334091425972,-0.0665794860131908,-1.224698658176029,-1.0692517625653855,0.0
2018-12-14,1.0,-0.6026136363636364,-1.7141477272727275,-0.07164772727272728,-1.2257386363636364,-1.0676136363636366,0.0
2018-12-17,1.0,-0.5916784602320974,-1.7155392018114917,-0.060175488253608835,-1.2161902066232664,-1.0773280498160205,0.0
2018-12-18,1.0,-0.578564528044553,-1.7164857646189693,-0.024379155537875778,-1.246576120929704,-1.1167812695345798,0.0
2018-12-19,1.0,-0.5814389634007728,-1.7155603546260514,-0.024437372130029552,-1.2453398499659012,-1.1162764264605594,0.0
2018-12-20,1.0,-0.5672349554025066,-1.6884949757254148,-0.048774980241616805,-1.2402619397087051,-1.100485491701479,0.0
2018-12-21,1.0,-0.5631428089698196,-1.6945989996065869,-0.04057775529702692,-1.2482436913392907,-1.0735682571797898,0.0
2018-12-24,1.0,-0.528385010037921,-1.6629489181351773,-0.05018960517510595,-1.2381217934418915,-1.0970332366718716,0.0
2018-12-26,1.0,-0.5305096913137114,-1.6732563918493566,-0.03854437020266166,-1.2054227179855321,-1.0743829035286323,0.0
