Date,ICFI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3373279778758148,-0.8653453611641536,-0.0,-0.5714756041351156,-0.5181405149140712,0.0
2018-09-25,1.0,-0.3374267465595575,-0.8652795153749917,-0.0,-0.5714426812405347,-0.5181405149140712,0.0
2018-09-26,1.0,-0.33637561779242175,-0.8650411861614498,-0.0,-0.5722240527182867,-0.5212191103789127,0.0
2018-09-27,1.0,-0.34737852508936845,-0.8564808685290612,-0.0,-0.579306235932742,-0.526744339997352,0.0
2018-09-28,1.0,-0.3444581239809669,-0.8676338468705286,-0.0,-0.5839350480817223,-0.5314278108674674,0.0
2018-10-01,1.0,-0.3469586865832324,-0.8845377472749293,-0.0,-0.5917776880635177,-0.540976988292289,0.0
2018-10-02,1.0,-0.34792871070365683,-0.9370232271747683,-0.0,-0.5941230800807308,-0.5417165532104129,0.0
2018-10-03,1.0,-0.34730825832506246,-0.9262808446558746,-0.0,-0.5990280297066977,-0.5498477018378453,0.0
2018-10-04,1.0,-0.362995229205559,-0.9226647306921109,-0.0,-0.6220355389614879,-0.549401922146166,0.0
2018-10-05,1.0,-0.3399882560187904,-0.9147870539877725,-0.0,-0.634451314289662,-0.564885496183206,0.0
2018-10-08,1.0,-0.3362669979982053,-0.911196244909229,-0.0,-0.639435355836267,-0.564437081521364,0.0
2018-10-09,1.0,-0.33147911412085823,-0.9119303458521922,-0.0,-0.6424005804512317,-0.5692568151193725,0.0
2018-10-10,1.0,-0.33111049685578053,-0.9123073733674245,-0.0,-0.6424573284500034,-0.5693455877271785,0.0
2018-10-11,1.0,-0.2447857286566964,-0.9070820199852457,-0.0,-0.6175642143384079,-0.5838307289920193,0.0
2018-10-12,1.0,-0.2427627230667548,-0.8985128883013881,-0.0,-0.5997686715135493,-0.5636814276272307,0.0
2018-10-15,1.0,-0.21585438237815738,-0.9234320385148059,-0.0,-0.5943744641561697,-0.5638396095759415,0.0
2018-10-16,1.0,-0.21409732295925096,-0.9259527891335884,-0.0,-0.593663457734406,-0.5631346432810234,0.0
2018-10-17,1.0,-0.19885277246653918,-0.8955180348057167,-0.0,-0.5844054833587192,-0.5619794536085815,0.0
2018-10-18,1.0,-0.19880084265111003,-0.8958677685950414,-0.0,-0.584281315832118,-0.5619834710743802,0.0
2018-10-19,1.0,-0.18455211412414854,-0.8871289037398792,-0.0,-0.5828299704408174,-0.5584436447757357,0.0
2018-10-22,1.0,-0.18458769843820297,-0.87794845427084,-0.0,-0.5879233883925702,-0.5631145960537309,0.0
2018-10-23,1.0,-0.18986364805762798,-0.8791484435297144,-0.0,-0.584930537689735,-0.5619050681759712,0.0
2018-10-24,1.0,-0.1876103921127846,-0.8764571758887568,-0.0,-0.5847971996531681,-0.5625100356466168,0.0
2018-10-25,1.0,-0.15002482313516197,-0.8294650614372595,-0.0,-0.5935211617227256,-0.52984982003227,0.0
2018-10-26,1.0,-0.1353572523765716,-0.8155167126648267,-0.0,-0.5953388531125422,-0.5203005213124808,0.0
2018-10-29,1.0,-0.11590534853936696,-0.8233518326523144,-0.0,-0.5861743001768617,-0.523876318838812,0.0
2018-10-30,1.0,-0.11201877648062913,-0.8231474990093579,-0.0,-0.5861249123662633,-0.526838784405767,0.0
2018-10-31,1.0,-0.11661878118856796,-0.8025404506275517,-0.0,-0.583698775139876,-0.5215182216845607,0.0
2018-11-01,1.0,-0.09748503718033977,-0.818541805211293,-0.0,-0.5839429296898615,-0.5228220784716765,0.0
2018-11-02,1.0,-0.10205368402089712,-0.7934906623431214,-0.0,-0.5894733681618928,-0.5174142797093617,0.0
2018-11-05,1.0,-0.10243243243243243,-0.7927627627627627,-0.0,-0.5895495495495495,-0.5182582582582582,0.0
2018-11-06,1.0,-0.14764886276514183,-0.8819639662662919,-0.0,-0.6290250447227191,-0.5358420649118324,0.0
2018-11-07,1.0,-0.1467526661983524,-0.8827830640526214,-0.0,-0.6277540072801583,-0.5357941120122613,0.0
2018-11-08,1.0,-0.15869832438377432,-0.8925729442970822,-0.0,-0.6417480753056867,-0.5417610144271203,0.0
2018-11-09,1.0,-0.15864544925286242,-0.8922634064299113,-0.0,-0.6418591111973607,-0.5415938935248075,0.0
2018-11-12,1.0,-0.15769317413831943,-0.8775786052199658,-0.0,-0.6453834518713996,-0.5375728124094873,0.0
2018-11-13,1.0,-0.11773858921161826,-0.8955199688796681,-0.0,-0.6757002074688797,-0.552742479253112,0.0
2018-11-14,1.0,-0.11609619212320944,-0.9043625803504421,-0.0,-0.6824485267726041,-0.5600874473847358,0.0
2018-11-15,1.0,-0.11497247825945346,-0.9044393056053154,-0.0,-0.6835488388756799,-0.5540175227176497,0.0
2018-11-16,1.0,-0.11034550004875354,-0.8938473039295348,-0.0,-0.6835895602431177,-0.5624857802190658,0.0
2018-11-19,1.0,-0.11415747877841739,-0.8934204963085829,-0.0,-0.6823104693140793,-0.5624288548476274,0.0
2018-11-20,1.0,-0.0911881604032701,-0.8878405015025689,-0.0,-0.6824247907713186,-0.5698775325556596,0.0
2018-11-21,1.0,-0.09021131736142335,-0.8841929475239259,-0.0,-0.6789774551994348,-0.558128331941679,0.0
2018-11-23,1.0,-0.09117147163518584,-0.8756373665138056,-0.0,-0.6816213962736106,-0.5584773754930571,0.0
2018-11-26,1.0,-0.09029403277006445,-0.8807515952159554,-0.0,-0.6793856414531697,-0.5560329624523039,0.0
2018-11-27,1.0,-0.08282854045782057,-0.8814958872664669,-0.0,-0.6737231397054135,-0.5501498437798891,0.0
2018-11-28,1.0,-0.08385410024231604,-0.8787463333758451,-0.0,-0.6748182629766613,-0.550950133911491,0.0
2018-11-29,1.0,-0.06368303360524077,-0.8657365122358351,-0.0,-0.6685458725709426,-0.5515416837264968,0.0
2018-11-30,1.0,-0.062492101604953866,-0.8685707064324528,-0.0,-0.670478958675597,-0.5578162517376468,0.0
2018-12-03,1.0,-0.06064719810576165,-0.8689187056037885,-0.0,-0.6702131018153118,-0.5573164956590371,0.0
2018-12-04,1.0,-0.05259347853455873,-0.8727810650887574,-0.0,-0.6666561752486466,-0.5554261613999748,0.0
2018-12-06,1.0,-0.0446494014170535,-0.8193256779868068,-0.0,-0.6632054727583679,-0.5267835328609821,0.0
2018-12-07,1.0,-0.039042898231442386,-0.8221345082920262,-0.0,-0.6661159047793893,-0.5324949513493666,0.0
2018-12-10,1.0,-0.026259069245013814,-0.8223794056039586,-0.0,-0.6640053428857655,-0.5230563735162868,0.0
2018-12-11,1.0,-0.02647237401335762,-0.8222525804493016,-0.0,-0.6637522768670309,-0.5233151183970856,0.0
