Date,IWF,IWM,KSU,MTUM,SPY,VLUE,VXX
2018-09-24,-0.24644059786140488,-0.6285520174868553,1.0,-0.044189756011106515,-0.5129674484551309,-0.5217108761150824,0.0
2018-09-25,-0.24578726423461245,-0.6300478921539644,1.0,-0.04265949269792467,-0.5143085200733164,-0.5235026311121622,0.0
2018-09-26,-0.24533325444487178,-0.6299145046297666,1.0,-0.040676863000325414,-0.5154572079401237,-0.5269354790994882,0.0
2018-09-27,-0.24966713021865847,-0.6215936325709382,1.0,-0.0433174542119123,-0.5166434890670769,-0.5275912063200876,0.0
2018-09-28,-0.24658467921173507,-0.6264335457104756,1.0,-0.044036153504222846,-0.5175877907838198,-0.5287301822492221,0.0
2018-10-01,-0.2492135098237075,-0.6256306760847627,1.0,-0.04356858787914762,-0.5198848459666409,-0.5295601590787677,0.0
2018-10-02,-0.2584424534803583,-0.5949120546549606,1.0,-0.05681239325203008,-0.538249483115093,-0.5479878944056572,0.0
2018-10-03,-0.2601418354468417,-0.604603642045796,1.0,-0.05805637358014303,-0.5373520043271831,-0.5448043752629365,0.0
2018-10-04,-0.26572416904797713,-0.5979244999248007,1.0,-0.058715596330275226,-0.5448638893066626,-0.5407429688674988,0.0
2018-10-05,-0.25270043206913106,-0.591574651944311,1.0,-0.04560729716754681,-0.5562590014402304,-0.5543386941910705,0.0
2018-10-08,-0.2527238346789927,-0.5922502025992736,1.0,-0.04538223729627517,-0.5564126421946753,-0.5547018038839031,0.0
2018-10-09,-0.2519058767032835,-0.592472537367189,1.0,-0.04336995017708146,-0.5574764391620145,-0.556155831682574,0.0
2018-10-10,-0.251470987598443,-0.6004646812105852,1.0,-0.03904529133097975,-0.5607555595787695,-0.5656739386258713,0.0
2018-10-11,-0.23373529849635255,-0.5978561857972309,1.0,-0.01652523447967843,-0.5585231502158702,-0.5708500818817925,0.0
2018-10-12,-0.2379703568376698,-0.592273919321095,1.0,-0.013171464772961664,-0.5463947903468191,-0.5567964168901199,0.0
2018-10-15,-0.21856507786969703,-0.6184826449200694,1.0,-0.0,-0.5460299702652573,-0.5609856625548326,0.0
2018-10-16,-0.2084616295594505,-0.6436522974893416,1.0,-0.0,-0.5470156324017054,-0.5615525817148271,0.0
2018-10-17,-0.18984160383423931,-0.6116955988076451,1.0,-0.0,-0.5468466888771992,-0.5740545911508563,0.0
2018-10-18,-0.1907604084379297,-0.6146171625852132,1.0,-0.0,-0.5457737207056965,-0.57462184382223,0.0
2018-10-19,-0.17859634841260613,-0.60643679497616,1.0,-0.0,-0.5473310850098849,-0.5749796487963716,0.0
2018-10-22,-0.1807505518763797,-0.5924356144223694,1.0,-0.0,-0.5723031640912436,-0.5978513612950699,0.0
2018-10-23,-0.18055514673417125,-0.5924704912724811,1.0,-0.0,-0.5724840314367292,-0.5979748623907221,0.0
2018-10-24,-0.17962253022707164,-0.5969330580949572,1.0,-0.0,-0.5739604836331466,-0.5984665290474787,0.0
2018-10-25,-0.15038652757421617,-0.5612552806276403,1.0,-0.0,-0.5853378164784321,-0.5768600741443227,0.0
2018-10-26,-0.14105635409536846,-0.5529317818845539,1.0,-0.0,-0.58709787816564,-0.5708418891170431,0.0
2018-10-29,-0.12965278172415753,-0.555804966755697,1.0,-0.0,-0.5827413763709723,-0.573194294482014,0.0
2018-10-30,-0.15412402167369055,-0.5632005963131791,1.0,-0.0,-0.5888879332587942,-0.5606777328631632,0.0
2018-10-31,-0.15500729008833872,-0.557563109294148,1.0,-0.0,-0.5875239429371909,-0.5587352411446869,0.0
2018-11-01,-0.1469773551500614,-0.5633227676404238,1.0,-0.0,-0.5867671835289414,-0.5584968160141638,0.0
2018-11-02,-0.15043769895407003,-0.5455320600272852,1.0,-0.0,-0.5912914961346066,-0.554968167348795,0.0
2018-11-05,-0.14698610282206498,-0.5554324040128457,1.0,-0.0,-0.5922926080654788,-0.5472191434336544,0.0
2018-11-06,-0.15511598121531237,-0.563455244058631,1.0,-0.0,-0.5880176462217163,-0.5395759214458518,0.0
2018-11-07,-0.15443268464777513,-0.5641857289177193,1.0,-0.0,-0.5869466256970525,-0.5395755092750655,0.0
2018-11-08,-0.14007859101574646,-0.5635937014106805,1.0,-0.0,-0.5815735165239024,-0.5417691459587821,0.0
2018-11-09,-0.13931853527498939,-0.5638342994486073,1.0,-0.0,-0.5828361374240068,-0.5416654884773081,0.0
2018-11-12,-0.1385943140794224,-0.5571976534296029,1.0,-0.0,-0.5845837093862817,-0.5400214350180506,0.0
2018-11-13,-0.12854654755885161,-0.5555649193774931,1.0,-0.0,-0.5860722512500702,-0.5389909545480083,0.0
2018-11-14,-0.12761529808773903,-0.5572834645669291,1.0,-0.0,-0.5869516310461191,-0.5402980877390325,0.0
2018-11-15,-0.12680884542976764,-0.5572789345022339,1.0,-0.0,-0.5876815870072214,-0.5380876113405828,0.0
2018-11-16,-0.1304224954076586,-0.5664829730111629,1.0,-0.0,-0.5916348735339834,-0.5374876360039564,0.0
2018-11-19,-0.13058836828124118,-0.5664387045724297,1.0,-0.0,-0.5915333747809869,-0.5374159272028486,0.0
2018-11-20,-0.11243386243386243,-0.5623663176854665,1.0,-0.0,-0.5937746256895192,-0.5457615670381628,0.0
2018-11-21,-0.11291225712525897,-0.55904585923064,1.0,-0.0,-0.592614368105717,-0.5351363458200348,0.0
2018-11-23,-0.11263851872632907,-0.5661944171693085,1.0,-0.0,-0.5911628559405246,-0.5354748211530369,0.0
2018-11-26,-0.11235450848408358,-0.5673257607628663,1.0,-0.0,-0.590351984293928,-0.5346515215257327,0.0
2018-11-27,-0.11030812324929971,-0.5674229691876751,1.0,-0.0,-0.5896638655462185,-0.5337254901960784,0.0
2018-11-28,-0.11059133309056277,-0.5676349477576402,1.0,-0.0,-0.5893722513235665,-0.5336003809630522,0.0
2018-11-29,-0.09825303215756091,-0.5612273283631912,1.0,-0.0,-0.5870702125292089,-0.5352453544008011,0.0
2018-11-30,-0.09730076046686538,-0.5621326499345386,1.0,-0.0,-0.5873701217304104,-0.5387615253906795,0.0
2018-12-03,-0.09868310920149545,-0.5628034149880029,1.0,-0.0,-0.5885553261536745,-0.5399810278444283,0.0
2018-12-04,-0.09289830461290052,-0.5656301327914034,1.0,-0.0,-0.5862865733136606,-0.5390718521199299,0.0
2018-12-06,-0.08744302830162931,-0.5287246527114435,1.0,-0.0,-0.58917605960536,-0.5238394148631315,0.0
2018-12-07,-0.08711077149796687,-0.5287503752422018,1.0,-0.0,-0.5893895150506236,-0.5237835330076686,0.0
2018-12-10,-0.07312247608206629,-0.5303141176789441,1.0,-0.0,-0.5906442258178172,-0.5161937284874109,0.0
2018-12-11,-0.07239855799203102,-0.5306968801669694,1.0,-0.0,-0.5902203670072914,-0.51725259534329,0.0
2018-12-12,-0.0732989970181621,-0.5305231770127405,1.0,-0.0,-0.5904581187313636,-0.5164543236649498,0.0
2018-12-13,-0.07267701812860743,-0.5265696555835568,1.0,-0.0,-0.5958865132916022,-0.514673603772051,0.0
2018-12-14,-0.07486659985373385,-0.521005444351147,1.0,-0.0,-0.5983910723475717,-0.5143692949429833,0.0
2018-12-17,-0.06261644390441473,-0.5210746591062508,1.0,-0.0,-0.5899554475496152,-0.5264749561225867,0.0
2018-12-18,-0.05330576293033998,-0.5134002900263172,1.0,-0.0,-0.5890488210967292,-0.5296739889360331,0.0
2018-12-19,-0.0529863572886454,-0.5135621441615641,1.0,-0.0,-0.5892415941561929,-0.529783005693415,0.0
2018-12-20,-0.05208249739186262,-0.504774897680764,1.0,-0.0,-0.5921943129229864,-0.525960998314742,0.0
2018-12-21,-0.04908024526792855,-0.5045587843241802,1.0,-0.0,-0.5936550253265795,-0.5186616902159424,0.0
2018-12-24,-0.03317598387610056,-0.4892065344224037,1.0,-0.0,-0.5928980587673702,-0.5367030868781161,0.0
2018-12-26,-0.03284305972903158,-0.4921450788127998,1.0,-0.0,-0.5812641678528124,-0.5296536454214772,0.0
