Date,IDA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.20957740607576467,-0.587072065030483,-0.0,-0.4690479912458965,-0.339690479912459,0.0
2018-09-25,1.0,-0.21076618573884057,-0.5863326214907026,-0.0,-0.4684879420803167,-0.3387155581019845,0.0
2018-09-26,1.0,-0.209477090074105,-0.5864210416449221,-0.0,-0.46996660056361544,-0.3434401419476046,0.0
2018-09-27,1.0,-0.20884520884520885,-0.590046526216739,-0.0,-0.47067280046003457,-0.3442678655444613,0.0
2018-09-28,1.0,-0.21064336359592895,-0.5895973417754637,-0.0,-0.4712592553831663,-0.3448627717746789,0.0
2018-10-01,1.0,-0.21065349863416682,-0.5953193948308468,-0.0,-0.4729722630804791,-0.3476833368354696,0.0
2018-10-02,1.0,-0.2095152650605589,-0.6124759215769059,-0.0,-0.47109269863049846,-0.3456474127239623,0.0
2018-10-03,1.0,-0.2098291164392635,-0.6014571466419393,-0.0,-0.4797456616770433,-0.35835209961584313,0.0
2018-10-04,1.0,-0.21490146149969494,-0.5958993130155699,-0.0,-0.48648576960823314,-0.3551629930240577,0.0
2018-10-05,1.0,-0.19987862156314318,-0.587814660404243,-0.0,-0.49087023061903007,-0.3600717715974458,0.0
2018-10-08,1.0,-0.1970878148040485,-0.5862688618165481,-0.0,-0.498004809598055,-0.3613012341111493,0.0
2018-10-09,1.0,-0.19342042629713863,-0.586528798857566,-0.0,-0.5000264452319247,-0.3645739673136934,0.0
2018-10-10,1.0,-0.19470219684352444,-0.5856398868533058,-0.0,-0.5008856108070955,-0.3623866550347635,0.0
2018-10-11,1.0,-0.1461027344748275,-0.570150779453105,-0.0,-0.48085867620751344,-0.3584717607973422,0.0
2018-10-12,1.0,-0.14136218968809675,-0.5700318268618714,-0.0,-0.48010184595798855,-0.3546530872056015,0.0
2018-10-15,1.0,-0.11483923525368499,-0.5974389654031211,-0.0,-0.4769226852676867,-0.35655915073445177,0.0
2018-10-16,1.0,-0.11372718711024002,-0.5991040293226767,-0.0,-0.4764425891516278,-0.35612289052358287,0.0
2018-10-17,1.0,-0.10165330661322645,-0.575250501002004,-0.0,-0.47091683366733467,-0.357189378757515,0.0
2018-10-18,1.0,-0.10141769361787396,-0.5750425809037171,-0.0,-0.4711451758340848,-0.3571535918244665,0.0
2018-10-19,1.0,-0.08767966636049945,-0.5653749720725865,-0.0,-0.47374823126380855,-0.3556587145942457,0.0
2018-10-22,1.0,-0.08798983582870382,-0.5552178570538852,-0.0,-0.4833212924441344,-0.3646645574350415,0.0
2018-10-23,1.0,-0.09080491268279317,-0.5554669788993797,-0.0,-0.48127849331107847,-0.3636431578685135,0.0
2018-10-24,1.0,-0.08977556109725685,-0.5582044887780548,-0.0,-0.4823441396508728,-0.3634413965087282,0.0
2018-10-25,1.0,-0.05839433751878605,-0.5230523100790226,-0.0,-0.5015998448635284,-0.3409608765210646,0.0
2018-10-26,1.0,-0.038104224125417335,-0.5192577539071951,-0.0,-0.5215561039338075,-0.3403977355203948,0.0
2018-10-29,1.0,-0.034803625377643505,-0.5198549848942599,-0.0,-0.5227311178247734,-0.3395287009063444,0.0
2018-10-30,1.0,-0.02771602551710806,-0.5200560603131645,-0.0,-0.5231490431084477,-0.34547167987628075,0.0
2018-10-31,1.0,-0.03078841358143104,-0.5053232303855745,-0.0,-0.5206215231152886,-0.3410943794360253,0.0
2018-11-01,1.0,-0.00026645350386357585,-0.541118620255311,-0.0,-0.5298549039556234,-0.35106460286316404,0.0
2018-11-02,1.0,-0.0004123911408679621,-0.543580040268782,-0.0,-0.5297770662009073,-0.35206074278921967,0.0
2018-11-05,1.0,-0.0003881234232485931,-0.5436638851154667,-0.0,-0.5297642150203765,-0.35195517174461477,0.0
2018-11-06,1.0,-0.0,-0.5426975840718709,-0.0,-0.5311156974626684,-0.3542551899963579,0.0
2018-11-07,1.0,-0.0,-0.5435469752966349,-0.0,-0.5326541528885431,-0.3552324450496013,0.0
2018-11-08,1.0,-0.0,-0.5384837962962963,-0.0,-0.5210503472222222,-0.35173128858024694,0.0
2018-11-09,1.0,-0.0,-0.5385357384006945,-0.0,-0.5210523777370503,-0.35190990643387676,0.0
2018-11-12,1.0,-0.0,-0.524819288681828,-0.0,-0.5271487236137461,-0.34953531375327207,0.0
2018-11-13,1.0,-0.0,-0.5170451840213303,-0.0,-0.5233061943531876,-0.34028472123030046,0.0
2018-11-14,1.0,-0.0,-0.5170828171161727,-0.0,-0.5247784237110455,-0.34070332602687503,0.0
2018-11-15,1.0,-0.0,-0.5167245563115573,-0.0,-0.525193890659942,-0.3370842651187135,0.0
2018-11-16,1.0,-0.0,-0.508627441672798,-0.0,-0.5232952792348041,-0.341513777798875,0.0
2018-11-19,1.0,-0.0,-0.5097680387869569,-0.0,-0.5246458788858256,-0.34226162182716985,0.0
2018-11-20,1.0,-0.0,-0.49535866972152015,-0.0,-0.5162859909771594,-0.35033186101991165,0.0
2018-11-21,1.0,-0.0,-0.4911468201061914,-0.0,-0.5161509133861951,-0.33169602133183634,0.0
2018-11-23,1.0,-0.0,-0.476758381068645,-0.0,-0.5315757348107804,-0.33930416001502484,0.0
2018-11-26,1.0,-0.0,-0.4795944709112671,-0.0,-0.529745840275985,-0.3374715449062449,0.0
2018-11-27,1.0,-0.0,-0.47930623964144825,-0.0,-0.5234716029785943,-0.3315436868274236,0.0
2018-11-28,1.0,-0.0,-0.477845737230367,-0.0,-0.5243720235316088,-0.33229059669436917,0.0
2018-11-29,1.0,-0.0,-0.46492855817405826,-0.0,-0.5169094451660791,-0.33770179996288735,0.0
2018-11-30,1.0,-0.0,-0.46516269786009373,-0.0,-0.5168732302836188,-0.33888037877732907,0.0
2018-12-03,1.0,-0.0,-0.4656445993031359,-0.0,-0.5176306620209059,-0.3396051103368177,0.0
2018-12-04,1.0,-0.0,-0.4652090240905192,-0.0,-0.5155463841035034,-0.3378701105984372,0.0
2018-12-06,1.0,-0.0,-0.4186245579257991,-0.0,-0.5182123307728697,-0.3157930304327259,0.0
2018-12-07,1.0,-0.0,-0.4197002141327623,-0.0,-0.5206807167812465,-0.3136481460610842,0.0
2018-12-10,1.0,-0.0,-0.41707713910000666,-0.0,-0.5144761183052132,-0.2972563353912675,0.0
2018-12-11,1.0,-0.0,-0.4168933077711891,-0.0,-0.517566543314459,-0.2948192072762941,0.0
2018-12-12,1.0,-0.0,-0.4186462267313236,-0.0,-0.5217546760821471,-0.29430825269838434,0.0
2018-12-13,1.0,-0.0,-0.41499608894848583,-0.0,-0.5270756509107163,-0.2928148396468879,0.0
