Date,IWF,IWM,MTUM,SPY,TPIC,VLUE,VXX
2018-11-26,-0.2784797775284188,-1.435234424549934,-0.0,-1.1965653510269796,1.0,-0.9684831926623407,0.0
2018-11-27,-0.26201339675759633,-1.4420444617027472,-0.0,-1.1896903213280263,1.0,-0.9601980390253373,0.0
2018-11-28,-0.2645073568688389,-1.4348565046374984,-0.0,-1.1936580391395135,1.0,-0.9629485747584131,0.0
2018-11-29,-0.22832535885167465,-1.412153110047847,-0.0,-1.1819617224880383,1.0,-0.9622488038277512,0.0
2018-11-30,-0.22877381066334834,-1.413659423758017,-0.0,-1.1847420312051309,1.0,-0.9588877189623816,0.0
2018-12-03,-0.22590980823490028,-1.4140882788962748,-0.0,-1.1842092678494571,1.0,-0.9579647075701784,0.0
2018-12-04,-0.21594320293515032,-1.4164006289607853,-0.0,-1.1787296898079762,1.0,-0.9537809119931385,0.0
2018-12-06,-0.19867274989630862,-1.3323655467993916,-0.0,-1.1706991105580902,1.0,-0.9067238121572424,0.0
2018-12-07,-0.20399225520929373,-1.3323806011432786,-0.0,-1.1711690945970865,1.0,-0.9024064171122995,0.0
2018-12-10,-0.17162888099790585,-1.3339251570609123,-0.0,-1.1677137394154604,1.0,-0.8792224346717654,0.0
2018-12-11,-0.18304405266274884,-1.330782196710856,-0.0,-1.171791717917179,1.0,-0.8699831442758872,0.0
2018-12-12,-0.1811174458380844,-1.3329076396807298,-0.0,-1.1726339794754845,1.0,-0.8743899657924743,0.0
2018-12-13,-0.18043022513900284,-1.3263604047033088,-0.0,-1.1791541336250115,1.0,-0.871570504056148,0.0
2018-12-14,-0.1861079480756092,-1.3109542245502164,-0.0,-1.1863812343429743,1.0,-0.871327715782282,0.0
2018-12-17,-0.17664956178193542,-1.3098406066936106,-0.0,-1.180327868852459,1.0,-0.8743018028245766,0.0
2018-12-18,-0.1589732042332808,-1.2947984688133303,-0.0,-1.175050664264805,1.0,-0.874667867597388,0.0
2018-12-19,-0.15352715798963265,-1.297588460671625,-0.0,-1.1792201938246565,1.0,-0.8772594095109307,0.0
2018-12-20,-0.15012562814070352,-1.2769651830581479,-0.0,-1.1892498205312276,1.0,-0.8703786791098349,0.0
2018-12-21,-0.14330315329378707,-1.2756790508897908,-0.0,-1.1890638240934839,1.0,-0.852058338165113,0.0
2018-12-24,-0.1044902318543901,-1.2466734902763563,-0.0,-1.197053980686218,1.0,-0.901962529482444,0.0
2018-12-26,-0.10312183523402756,-1.2572321782396196,-0.0,-1.1633569635859276,1.0,-0.8794416802430539,0.0
2018-12-27,-0.04064423644489417,-1.2081119824605786,-0.0,-1.0772409140736994,1.0,-0.8902521291845855,0.0
2018-12-28,-0.037489469250210614,-1.2108677337826452,-0.0,-1.0762005054759898,1.0,-0.8877843302443134,0.0
2018-12-31,-0.03765954757993176,-1.2111714899532415,-0.0,-1.075993091537133,1.0,-0.8876953536374742,0.0
