Date,AUB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.14215357062905754,-0.7008898589657488,-0.08157040519364225,-0.39366465189164984,-0.4800201477501679,0.0
2018-09-25,1.0,-0.14123121776183,-0.7037172011661808,-0.07888540031397175,-0.3961930926216641,-0.48329221798609556,0.0
2018-09-26,1.0,-0.14128332352199144,-0.7038937011184929,-0.07913548061559163,-0.3960698567544081,-0.48283015165531357,0.0
2018-09-27,1.0,-0.14060657118786857,-0.7086492558270149,-0.07809604043807919,-0.39702330805953384,-0.48376860432462787,0.0
2018-09-28,1.0,-0.13742821754306947,-0.7146436212138272,-0.07873550275869834,-0.3987163607701835,-0.4854746087152348,0.0
2018-10-01,1.0,-0.1375204098868307,-0.7145994031867575,-0.07890884522267891,-0.3986825066156185,-0.4854737908901526,0.0
2018-10-02,1.0,-0.13768136357233413,-0.7197633469502747,-0.07758839273137061,-0.3978870263417383,-0.48437808141991834,0.0
2018-10-03,1.0,-0.13786205342048913,-0.7198241857319959,-0.0777640031556407,-0.3978643074495661,-0.4842499718246365,0.0
2018-10-04,1.0,-0.13667898777367074,-0.7367358544213819,-0.07694057435314189,-0.3970713676428774,-0.49587716804094395,0.0
2018-10-05,1.0,-0.12463521745289702,-0.7329650092081031,-0.06717665391698541,-0.40331491712707185,-0.5051707040657317,0.0
2018-10-08,1.0,-0.12442970897446796,-0.733628042732863,-0.06698971350845874,-0.4032418033948256,-0.5054266201932613,0.0
2018-10-09,1.0,-0.12157397930171727,-0.7377175025588536,-0.055982031161150914,-0.41177641305583984,-0.5161207778915047,0.0
2018-10-10,1.0,-0.12248088456837498,-0.7367044711634121,-0.057246809357323555,-0.4122964099940309,-0.5137432136664677,0.0
2018-10-11,1.0,-0.08333564744105967,-0.7425231179361862,-0.011996334453361474,-0.40593152092416207,-0.5331148815639666,0.0
2018-10-12,1.0,-0.0793006297646669,-0.7441166721909181,-0.007982543365373993,-0.4009225499944758,-0.5298033366478843,0.0
2018-10-15,1.0,-0.036905428091773926,-0.810576385002798,-0.0,-0.40556799104644653,-0.5449356463346391,0.0
2018-10-16,1.0,-0.03455318672709977,-0.8143640534944883,-0.0,-0.4047898830507526,-0.5441217615130658,0.0
2018-10-17,1.0,-0.015390141467727674,-0.7835433244916004,-0.0,-0.40564213085764805,-0.5584659593280282,0.0
2018-10-18,1.0,-0.016779266806955368,-0.7879887030678924,-0.0,-0.40450215970760883,-0.5595857791560528,0.0
2018-10-19,1.0,-0.002309913378248316,-0.7821806682249417,-0.0,-0.40478482056922865,-0.560621476694624,0.0
2018-10-22,1.0,-0.007505211952744962,-0.8072550382209868,-0.0,-0.40458651841556637,-0.560361362056984,0.0
2018-10-23,1.0,-0.0020969635967119614,-0.8120561427053626,-0.0,-0.414443885254152,-0.5673544707263882,0.0
2018-10-24,1.0,-0.0,-0.8083547701599374,-0.0,-0.4161447265406554,-0.5716083212168661,0.0
2018-10-25,1.0,-0.0,-0.7867703638562163,-0.0,-0.40735956908871057,-0.5540013191161921,0.0
2018-10-26,1.0,-0.0,-0.7816359503792755,-0.0,-0.40652298929265823,-0.5503190294931128,0.0
2018-10-29,1.0,-0.0,-0.789913670637089,-0.0,-0.38853677193749325,-0.5534914217025462,0.0
2018-10-30,1.0,-0.0,-0.7880832695880232,-0.0,-0.3857501912359305,-0.5581084034531746,0.0
2018-10-31,1.0,-0.0,-0.7749680853953337,-0.0,-0.3855555857348507,-0.5556128962164217,0.0
2018-11-01,1.0,-0.0,-0.7742540355454102,-0.0,-0.3868416761780532,-0.5564432849611393,0.0
2018-11-02,1.0,-0.0,-0.7586831854576931,-0.0,-0.39231227007141306,-0.5540467431291928,0.0
2018-11-05,1.0,-0.0,-0.7645627129644654,-0.0,-0.39180053004489157,-0.5479474282005516,0.0
2018-11-06,1.0,-0.0,-0.7652768764871296,-0.0,-0.39157473502054946,-0.5470203331170236,0.0
2018-11-07,1.0,-0.0,-0.7651668693419809,-0.0,-0.3905418186731523,-0.5466018105661398,0.0
2018-11-08,1.0,-0.0,-0.7629184226773684,-0.0,-0.3744396424449038,-0.5470163476766972,0.0
2018-11-09,1.0,-0.0,-0.7633056607828913,-0.0,-0.37640041911823974,-0.5469761693667553,0.0
2018-11-12,1.0,-0.0,-0.7578064274035755,-0.0,-0.3771208019512718,-0.5454179956578842,0.0
2018-11-13,1.0,-0.0,-0.7532132307937944,-0.0,-0.3684770749620799,-0.5393703930386652,0.0
2018-11-14,1.0,-0.0,-0.7541407729442829,-0.0,-0.37214946790067477,-0.5408742965353532,0.0
2018-11-15,1.0,-0.0,-0.755074244204679,-0.0,-0.371594915073176,-0.5439856852900331,0.0
2018-11-16,1.0,-0.0,-0.753022175966696,-0.0,-0.3711739118832226,-0.5443652763322926,0.0
2018-11-19,1.0,-0.0,-0.7540204092536197,-0.0,-0.37241545119410163,-0.5449324143826468,0.0
2018-11-20,1.0,-0.0,-0.7474992018729382,-0.0,-0.36490369266787276,-0.548020644886666,0.0
2018-11-21,1.0,-0.0,-0.7468300929839392,-0.0,-0.3660714285714286,-0.5286876584953508,0.0
2018-11-23,1.0,-0.0,-0.7393977779537118,-0.0,-0.36983083946903117,-0.5297548359855383,0.0
2018-11-26,1.0,-0.0,-0.7418614467366644,-0.0,-0.36812114177175115,-0.5280958159658101,0.0
2018-11-27,1.0,-0.0,-0.7417368421052631,-0.0,-0.36436842105263156,-0.5254736842105263,0.0
2018-11-28,1.0,-0.0,-0.7482287249453473,-0.0,-0.3617351910869966,-0.5239023362393658,0.0
2018-11-29,1.0,-0.0,-0.7361506516572205,-0.0,-0.3530702327160655,-0.5226317026667016,0.0
2018-11-30,1.0,-0.0,-0.7363251658743013,-0.0,-0.35267227417585284,-0.5231962802361423,0.0
2018-12-03,1.0,-0.0,-0.7392878696439348,-0.0,-0.3574033743538611,-0.5272231114376427,0.0
2018-12-04,1.0,-0.0,-0.7456973449470038,-0.0,-0.35195193619477383,-0.5259208731241474,0.0
2018-12-06,1.0,-0.0,-0.7508799579721566,-0.0,-0.3486997635933807,-0.5271604938271606,0.0
2018-12-07,1.0,-0.0,-0.7510703685219722,-0.0,-0.3483228704263088,-0.5272779806151664,0.0
2018-12-10,1.0,-0.0,-0.7521750455847878,-0.0,-0.3401146131805157,-0.512555352956499,0.0
2018-12-11,1.0,-0.0,-0.7524884048152587,-0.0,-0.3383448850904164,-0.5148262025118557,0.0
2018-12-12,1.0,-0.0,-0.7541848379599405,-0.0,-0.3383124853106312,-0.5189460214660643,0.0
2018-12-13,1.0,-0.0,-0.7546696622168814,-0.0,-0.33833172235429343,-0.5193970584393531,0.0
2018-12-14,1.0,-0.0,-0.7741486230817741,-0.0,-0.3317216733235232,-0.5218362413285684,0.0
2018-12-17,1.0,-0.0,-0.7791741472172352,-0.0,-0.3417203506178055,-0.5192998204667864,0.0
2018-12-18,1.0,-0.0,-0.7686076482036716,-0.0,-0.33677870706433116,-0.5246699279364578,0.0
2018-12-19,1.0,-0.0,-0.7717816031259902,-0.0,-0.3413243214700602,-0.5270619917625937,0.0
2018-12-20,1.0,-0.0,-0.7744615547441394,-0.0,-0.3424617664179499,-0.5289993120601153,0.0
2018-12-21,1.0,-0.0,-0.776220459994204,-0.0,-0.3429670416523961,-0.5153463129330558,0.0
2018-12-24,1.0,-0.0,-0.7655664210995464,-0.0,-0.3348976221062842,-0.5212489840862019,0.0
2018-12-26,1.0,-0.0,-0.7689279382625926,-0.0,-0.32305245593909687,-0.5151736364584419,0.0
2018-12-27,1.0,-0.0,-0.7435370003555284,-0.0,-0.28000406318248766,-0.5159225963736096,0.0
2018-12-28,1.0,-0.0,-0.7481334755447203,-0.0,-0.27830260551577024,-0.5130529737416831,0.0
2018-12-31,1.0,-0.0,-0.7567147444065032,-0.0,-0.278884868253402,-0.5126904846847765,0.0
2019-01-02,1.0,-0.0,-0.7561428971558067,-0.0,-0.2771369643266366,-0.5130242151096173,0.0
2019-01-03,1.0,-0.0,-0.7600460711543383,-0.0,-0.26897875607883287,-0.5304581520348093,0.0
2019-01-04,1.0,-0.0,-0.7742729019859065,-0.0,-0.2436386931454196,-0.5445739910313901,0.0
2019-01-07,1.0,-0.0,-0.762806857374721,-0.0,-0.23744674376141206,-0.5357577601947657,0.0
2019-01-08,1.0,-0.0,-0.7639924899781804,-0.0,-0.2370731212259603,-0.5361292941594358,0.0
2019-01-09,1.0,-0.0,-0.7615244180739388,-0.0,-0.2368781378366043,-0.5371976266544957,0.0
2019-01-10,1.0,-0.0,-0.7586014553383535,-0.0,-0.24076468649375019,-0.5360918840800183,0.0
2019-01-11,1.0,-0.0,-0.753947702462554,-0.0,-0.24331048489464333,-0.5414572226453415,0.0
2019-01-14,1.0,-0.0,-0.7539438587577797,-0.0,-0.24910453448494854,-0.537279309030865,0.0
2019-01-15,1.0,-0.0,-0.7471799964352098,-0.0,-0.2530237058538945,-0.5460749115168182,0.0
2019-01-16,1.0,-0.0,-0.7467558902854816,-0.0,-0.24528013841534782,-0.5523637473919902,0.0
2019-01-17,1.0,-0.0,-0.7462078794665581,-0.0,-0.2451389595846483,-0.5536750483558994,0.0
2019-01-18,1.0,-0.0,-0.737887435693993,-0.0,-0.25417829080392107,-0.5673773386911007,0.0
2019-01-22,1.0,-0.0,-0.8411609899286401,-0.0,-0.06412267827319197,-0.6252087656257909,0.0
2019-01-23,1.0,-0.0,-0.827549521252343,-0.0,-0.06649273012817265,-0.639014134454633,0.0
2019-01-24,1.0,-0.0,-0.8261839570023324,-0.0,-0.07121488692830341,-0.637840989757631,0.0
2019-01-25,1.0,-0.0,-0.8554296626352642,-0.0,-0.0,-0.6907192870782941,0.0
2019-01-28,1.0,-0.0,-0.8555211296221048,-0.0,-0.0,-0.6841223080048761,0.0
2019-01-29,1.0,-0.0,-0.848988420918692,-0.0,-0.0,-0.695864613818552,0.0
2019-01-30,1.0,-0.0,-0.8491276260237042,-0.0,-0.0,-0.694262169998474,0.0
2019-01-31,1.0,-0.0,-0.8489883288313542,-0.0,-0.0,-0.6993017685133276,0.0
2019-02-01,1.0,-0.0,-0.8477153462178421,-0.0,-0.0,-0.7121208242672469,0.0
2019-02-04,1.0,-0.0,-0.8455676516329705,-0.0,-0.0,-0.7464748574390877,0.0
2019-02-05,1.0,-0.0,-0.8350819926944898,-0.0,-0.0,-0.7555503743426336,0.0
2019-02-06,1.0,-0.0,-0.8240425808126703,-0.0,-0.0,-0.7723484356744126,0.0
2019-02-07,1.0,-0.0,-0.8133574941755113,-0.0,-0.0,-0.7753041677452757,0.0
2019-02-08,1.0,-0.0,-0.8413286056940243,-0.0,-0.0,-0.765825424966107,0.0
2019-02-11,1.0,-0.0,-0.8449475082710294,-0.0,-0.0,-0.7601271263709068,0.0
2019-02-12,1.0,-0.0,-0.8629849886039139,-0.0,-0.0,-0.7568311021456079,0.0
2019-02-13,1.0,-0.0,-0.8678721174004193,-0.0,-0.0,-0.7526991614255765,0.0
2019-02-14,1.0,-0.0,-0.8480776800944758,-0.0,-0.0,-0.7762498359795302,0.0
2019-02-15,1.0,-0.0,-0.8516969218626678,-0.0,-0.0,-0.7791896869244935,0.0
2019-02-19,1.0,-0.0,-0.856104459070124,-0.0,-0.0,-0.7870906351597811,0.0
2019-02-20,1.0,-0.0,-0.8449107637149712,-0.0,-0.0,-0.7912108190757389,0.0
2019-02-21,1.0,-0.0,-0.8485112218793681,-0.0,-0.0,-0.7888282300814937,0.0
2019-02-22,1.0,-0.0,-0.8445429129081606,-0.0,-0.002347417840375587,-0.7906578045049322,0.0
2019-02-25,1.0,-0.0,-0.8395322998783132,-0.0,-0.008491614200306863,-0.7973387651447014,0.0
2019-02-26,1.0,-0.0,-0.8449444150344096,-0.0,-0.009264160931709899,-0.7926945473795659,0.0
2019-02-27,1.0,-0.0,-0.8415906989034219,-0.0,-0.0231998943057207,-0.7775928127890077,0.0
2019-02-28,1.0,-0.0,-0.8470426482641918,-0.0,-0.030512149335025517,-0.7665053806086566,0.0
2019-03-01,1.0,-0.0,-0.8502154887496365,-0.0,-0.03400227386901457,-0.7598159752518443,0.0
2019-03-04,1.0,-0.0,-0.8503331218274112,-0.0,-0.032994923857868015,-0.7604959813874789,0.0
2019-03-05,1.0,-0.0,-0.842459224740521,-0.0,-0.04760643931370472,-0.7576519805126033,0.0
2019-03-06,1.0,-0.0,-0.8394581580548722,-0.0,-0.048813397888721334,-0.7574410667513295,0.0
2019-03-07,1.0,-0.0,-0.8289480636128282,-0.0,-0.05825011887779363,-0.7545305648016062,0.0
2019-03-08,1.0,-0.0,-0.8344042056074766,-0.0,-0.05028674596431606,-0.7703642735768905,0.0
2019-03-11,1.0,-0.0,-0.8347304753820033,-0.0,-0.05146434634974533,-0.7666065365025467,0.0
2019-03-12,1.0,-0.0,-0.8157838587507334,-0.0,-0.0611564516989385,-0.7901530911612525,0.0
2019-03-13,1.0,-0.0,-0.8199110539570272,-0.0,-0.07265712907892621,-0.7865562878422548,0.0
2019-03-14,1.0,-0.0,-0.8194790244424812,-0.0,-0.07402350547479454,-0.7836586084116403,0.0
2019-03-15,1.0,-0.0,-0.8067660088602497,-0.0,-0.08127265404752315,-0.7968854879849644,0.0
2019-03-18,1.0,-0.0,-0.8154537821953797,-0.0,-0.09127102348129892,-0.8015870866397639,0.0
2019-03-19,1.0,-0.0,-0.8195370093305405,-0.0,-0.08620548951334295,-0.8145045020538071,0.0
