Date,EQC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.15657637415220738,-0.38979736196063747,-0.0,-0.29913036241834146,-0.23496858486248076,0.0
2018-09-25,1.0,-0.15468518634382364,-0.39222924357129446,-0.0,-0.3009656092932073,-0.2376900456735281,0.0
2018-09-26,1.0,-0.15396010682690703,-0.3918377566349524,-0.0,-0.30126439659489235,-0.2393799031881155,0.0
2018-09-27,1.0,-0.1527211097859519,-0.397171133848053,-0.0,-0.30211537254409637,-0.24034900508442658,0.0
2018-09-28,1.0,-0.15414415546341667,-0.3966578715919085,-0.0,-0.3025296310256732,-0.24073376052267872,0.0
2018-10-01,1.0,-0.15390444117027993,-0.4029256998526626,-0.0,-0.304293832877289,-0.24367501578615028,0.0
2018-10-02,1.0,-0.15558362277654986,-0.39673718555941484,-0.0,-0.30659930533628044,-0.24612146089885276,0.0
2018-10-03,1.0,-0.15507762306995557,-0.3890632570092474,-0.0,-0.3101973753501991,-0.25212225896825563,0.0
2018-10-04,1.0,-0.15707787558438277,-0.38590321357873897,-0.0,-0.31266057364275784,-0.250221117803142,0.0
2018-10-05,1.0,-0.150041928721174,-0.3817400419287212,-0.0,-0.31345911949685534,-0.25119496855345913,0.0
2018-10-08,1.0,-0.15154446243455222,-0.38478036882057326,-0.0,-0.3137708434089619,-0.2526441953865887,0.0
2018-10-09,1.0,-0.1458320146844737,-0.38639576344494375,-0.0,-0.3182479903791379,-0.2593624069033905,0.0
2018-10-10,1.0,-0.14960363597928336,-0.386365077687348,-0.0,-0.32146707536201247,-0.25648451537892397,0.0
2018-10-11,1.0,-0.12488620375734502,-0.37869320532980216,-0.0,-0.3110982371927501,-0.2543449474468261,0.0
2018-10-12,1.0,-0.1209118553608738,-0.3801948656420016,-0.0,-0.31284003227074325,-0.25471132165242755,0.0
2018-10-15,1.0,-0.10643303820196891,-0.39299940148184836,-0.0,-0.3098879326357501,-0.2545559614471756,0.0
2018-10-16,1.0,-0.10191135447876848,-0.4015084202913524,-0.0,-0.3091641698522575,-0.2537658849054655,0.0
2018-10-17,1.0,-0.09942363112391932,-0.3972210786331824,-0.0,-0.30806916426512965,-0.2537463976945245,0.0
2018-10-18,1.0,-0.09992790194664744,-0.398764033371099,-0.0,-0.30732310227623855,-0.2539293439077145,0.0
2018-10-19,1.0,-0.08928754065497985,-0.39129011802728736,-0.0,-0.3105529077259803,-0.25440301102542595,0.0
2018-10-22,1.0,-0.08933246073298429,-0.3882935209424084,-0.0,-0.3118455497382199,-0.2556855366492146,0.0
2018-10-23,1.0,-0.08779758858569936,-0.388794497553786,-0.0,-0.31362715195185364,-0.2568217641399357,0.0
2018-10-24,1.0,-0.08669243511871894,-0.385586027772665,-0.0,-0.3143955661901548,-0.25844121316236174,0.0
2018-10-25,1.0,-0.06395813358900608,-0.36037871524448706,-0.0,-0.33023729626078624,-0.24286912751677855,0.0
2018-10-26,1.0,-0.06488625914524447,-0.360612481509615,-0.0,-0.33012833326670127,-0.24333346659736935,0.0
2018-10-29,1.0,-0.06407514739682223,-0.36064754671729793,-0.0,-0.331388028380134,-0.242510242830019,0.0
2018-10-30,1.0,-0.0560897115557599,-0.36118496012153434,-0.0,-0.33214064405221183,-0.24948527794990707,0.0
2018-10-31,1.0,-0.05945258303683237,-0.34932119501480846,-0.0,-0.33176966347969544,-0.24715259695084377,0.0
2018-11-01,1.0,-0.0458294413418924,-0.36095156706480913,-0.0,-0.33229326072699084,-0.2483256155971143,0.0
2018-11-02,1.0,-0.04860918767063665,-0.34776243421833575,-0.0,-0.3361096822696158,-0.24593439639140585,0.0
2018-11-05,1.0,-0.04718865573640804,-0.35154164112097774,-0.0,-0.3363526689476494,-0.2426477859304234,0.0
2018-11-06,1.0,-0.04744951442868728,-0.3515694535097609,-0.0,-0.33624082754801327,-0.2426274253842046,0.0
2018-11-07,1.0,-0.04839830794590193,-0.3534049609755128,-0.0,-0.3395031080571167,-0.24467261136377177,0.0
2018-11-08,1.0,-0.039283035256030635,-0.3530340716175135,-0.0,-0.3359390422045876,-0.24576572308421177,0.0
2018-11-09,1.0,-0.03938329121920404,-0.35300852811118133,-0.0,-0.33593256475047373,-0.24579516740366392,0.0
2018-11-12,1.0,-0.039235749001397056,-0.3425945967218275,-0.0,-0.3414139824088467,-0.24444619350268587,0.0
2018-11-13,1.0,-0.02675905142968674,-0.34008002342148924,-0.0,-0.343222406558017,-0.2417292866204743,0.0
2018-11-14,1.0,-0.027107728337236535,-0.33977361436377834,-0.0,-0.34320843091334896,-0.24153005464480876,0.0
2018-11-15,1.0,-0.026625085274339735,-0.3398109346067635,-0.0,-0.344060033135172,-0.23863171230874183,0.0
2018-11-16,1.0,-0.02501653503482084,-0.3354861300237327,-0.0,-0.3434423997198771,-0.24137260241995098,0.0
2018-11-19,1.0,-0.025307345160286338,-0.3353758169934641,-0.0,-0.34325396825396826,-0.2413048552754435,0.0
2018-11-20,1.0,-0.0028247494485934294,-0.3311535038501722,-0.0,-0.34723135858839915,-0.2535502844097048,0.0
2018-11-21,1.0,-0.0068743039287223005,-0.3282000076807865,-0.0,-0.3472867621644456,-0.23781635239448518,0.0
2018-11-23,1.0,-0.0077123781751208655,-0.32140664569104443,-0.0,-0.35056787660194916,-0.23883431816437725,0.0
2018-11-26,1.0,-0.007422039814353113,-0.32290667791799316,-0.0,-0.34964136396762685,-0.23786966361090867,0.0
2018-11-27,1.0,-0.0026933068459657704,-0.3247440403422983,-0.0,-0.3474747860635697,-0.23523456601466994,0.0
2018-11-28,1.0,-0.0035727250148067475,-0.32202288836667237,-0.0,-0.3487896677556791,-0.2361628551231348,0.0
2018-11-29,1.0,-0.0,-0.31509498350585824,-0.0,-0.3442346339058886,-0.23654874303264703,0.0
2018-11-30,1.0,-0.0,-0.31525076765609006,-0.0,-0.34489556086280754,-0.2353008074604799,0.0
2018-12-03,1.0,-0.0,-0.31652474720596063,-0.0,-0.34699308142629054,-0.237189234395195,0.0
2018-12-04,1.0,-0.0,-0.31820509416428017,-0.0,-0.3431448783355776,-0.2352115614391109,0.0
2018-12-06,1.0,-0.0,-0.28586529189229287,-0.0,-0.34735924634671017,-0.22123729693642905,0.0
2018-12-07,1.0,-0.0,-0.2874626255873122,-0.0,-0.3506230616376028,-0.21902798670306609,0.0
2018-12-10,1.0,-0.0,-0.2862696458653437,-0.0,-0.3494511190507044,-0.21547973861048894,0.0
2018-12-11,1.0,-0.0,-0.2880142449085581,-0.0,-0.34532774418518386,-0.22146381273880628,0.0
2018-12-12,1.0,-0.0,-0.2882670575791876,-0.0,-0.34649570429199683,-0.2208346477148318,0.0
2018-12-13,1.0,-0.0,-0.28510836201283607,-0.0,-0.3550553436889592,-0.2201469630732025,0.0
2018-12-14,1.0,-0.0,-0.2757998176099458,-0.0,-0.36364482328637104,-0.22167836072286018,0.0
2018-12-17,1.0,-0.0,-0.2734640135007326,-0.0,-0.3548207629397474,-0.22621144965969997,0.0
2018-12-18,1.0,-0.0,-0.28344122337930383,-0.0,-0.3637301810676423,-0.22917722112768552,0.0
2018-12-19,1.0,-0.0,-0.28596203509962487,-0.0,-0.3666233105242323,-0.2324643254349752,0.0
2018-12-20,1.0,-0.0,-0.2880238729295333,-0.0,-0.3667818762158385,-0.23387538481878103,0.0
2018-12-21,1.0,-0.0,-0.28760168355887733,-0.0,-0.36689126701017305,-0.2328860200441651,0.0
2018-12-24,1.0,-0.0,-0.2840468391129184,-0.0,-0.3650928122293761,-0.2334613502014383,0.0
2018-12-26,1.0,-0.0,-0.28628345897009033,-0.0,-0.3565028712519407,-0.2277361066945998,0.0
2018-12-27,1.0,-0.0,-0.2727106227106227,-0.0,-0.33042124542124535,-0.22836996336996335,0.0
2018-12-28,1.0,-0.0,-0.2729136914570288,-0.0,-0.3301109524332637,-0.22787359478560182,0.0
2018-12-31,1.0,-0.0,-0.272142974858545,-0.0,-0.33055611506839283,-0.22841552068264637,0.0
2019-01-02,1.0,-0.0,-0.2721146979656858,-0.0,-0.33056232032666216,-0.22837053448812553,0.0
2019-01-03,1.0,-0.0,-0.2751482559210284,-0.0,-0.35319901285498545,-0.2133411912040959,0.0
2019-01-04,1.0,-0.0,-0.27729413705258144,-0.0,-0.3403038689221634,-0.21516412220735667,0.0
2019-01-07,1.0,-0.0,-0.2626217011975939,-0.0,-0.33819837069417097,-0.20550568089449248,0.0
2019-01-08,1.0,-0.0,-0.25629835350128943,-0.0,-0.3427169933815441,-0.20437864060161226,0.0
2019-01-09,1.0,-0.0,-0.2587884806355512,-0.0,-0.34321567211338816,-0.20353886431344229,0.0
2019-01-10,1.0,-0.0,-0.2594566277683443,-0.0,-0.3429314642870046,-0.20401748618085916,0.0
2019-01-11,1.0,-0.0,-0.25344861964580273,-0.0,-0.34652962821976907,-0.21269962115032537,0.0
2019-01-14,1.0,-0.0,-0.25283059950645953,-0.0,-0.34406299898388737,-0.21759326462476408,0.0
2019-01-15,1.0,-0.0,-0.25237195099785525,-0.0,-0.343069540877531,-0.22214547966120177,0.0
2019-01-16,1.0,-0.0,-0.25295954680804705,-0.0,-0.335354782482388,-0.22735855908199576,0.0
2019-01-17,1.0,-0.0,-0.25740992830565385,-0.0,-0.33313367819221346,-0.22450313095562208,0.0
2019-01-18,1.0,-0.0,-0.25719339192589624,-0.0,-0.3339411400021881,-0.23230370883629337,0.0
2019-01-22,1.0,-0.0,-0.24244525028441416,-0.0,-0.3725647042093288,-0.16257821387940843,0.0
2019-01-23,1.0,-0.0,-0.22507964192279628,-0.0,-0.3779921336916478,-0.17663599636939614,0.0
2019-01-24,1.0,-0.0,-0.21967717690848573,-0.0,-0.3940624888157188,-0.17574532049676106,0.0
2019-01-25,1.0,-0.0,-0.20360673778377325,-0.0,-0.4508777223592894,-0.12050267132891959,0.0
2019-01-28,1.0,-0.0,-0.2072838062847628,-0.0,-0.44324582846211075,-0.12082403372657385,0.0
2019-01-29,1.0,-0.0,-0.20601786220584065,-0.0,-0.44109724978735465,-0.12492911823079102,0.0
2019-01-30,1.0,-0.0,-0.20314910367572744,-0.0,-0.43810841002180967,-0.13188644786070183,0.0
2019-01-31,1.0,-0.0,-0.21041222459132908,-0.0,-0.43136105188344,-0.13505685856432126,0.0
2019-02-01,1.0,-0.0,-0.21031619290961354,-0.0,-0.4285993115440576,-0.1354554810319742,0.0
2019-02-04,1.0,-0.0,-0.20083534532893926,-0.0,-0.43108401036251165,-0.1304125619019086,0.0
2019-02-05,1.0,-0.0,-0.20134594718390503,-0.0,-0.4313196976903969,-0.12904532882335323,0.0
