Date,IWF,IWM,MTUM,NTLA,SPY,VLUE,VXX
2018-09-24,-1.3004143062484146,-2.575124714636002,-0.39063160564809335,1.0,-1.6427665511118625,-1.5463769341337616,0.0
2018-09-25,-1.3070872801082543,-2.571041948579161,-0.40045669824086605,1.0,-1.6392929634641409,-1.5395805142083898,0.0
2018-09-26,-1.3236171482144379,-2.597971533282195,-0.4161765959260206,1.0,-1.6519219296002725,-1.533282195516918,0.0
2018-09-27,-1.3282247765006385,-2.5828011919965945,-0.42009365687526606,1.0,-1.6512558535547042,-1.531885908897403,0.0
2018-09-28,-1.3268068443006724,-2.5824465821060696,-0.4212990550778922,1.0,-1.6505490763599218,-1.5316250957691324,0.0
2018-10-01,-1.3289339237057218,-2.580466621253406,-0.421491825613079,1.0,-1.6520776566757494,-1.5320163487738419,0.0
2018-10-02,-1.3313376667807046,-2.6245295928840235,-0.4117345193294561,1.0,-1.6532671912418748,-1.5319021553198768,0.0
2018-10-03,-1.3343332190606787,-2.639698320191978,-0.41223860130270823,1.0,-1.654268083647583,-1.529910867329448,0.0
2018-10-04,-1.3392994776055493,-2.6273015329279783,-0.41397619251520085,1.0,-1.660357968656333,-1.5229082812366188,0.0
2018-10-05,-1.3239484685607033,-2.629383158433581,-0.3875949151096323,1.0,-1.6645337428547053,-1.5262349628871257,0.0
2018-10-08,-1.3198704839809134,-2.6229550102249486,-0.37670415814587593,1.0,-1.6750170415814587,-1.5263292433537832,0.0
2018-10-09,-1.318251533742331,-2.624147920927062,-0.37193251533742333,1.0,-1.6772324471710973,-1.5293115201090661,0.0
2018-10-10,-1.3179028132992328,-2.628218243819267,-0.3687127024722932,1.0,-1.6784313725490196,-1.5318840579710145,0.0
2018-10-11,-1.1989922352552453,-2.638195935899554,-0.19725755823558563,1.0,-1.6505038823723772,-1.5754171485213944,0.0
2018-10-12,-1.2419884963023828,-2.6488907148726373,-0.18800328677074774,1.0,-1.6127362366474938,-1.5253081347576005,0.0
2018-10-15,-1.2170707732634338,-2.686517038007864,-0.15096657929226737,1.0,-1.6094364351245085,-1.5273591087811271,0.0
2018-10-16,-1.2228970045137464,-2.6791136643414033,-0.15962248666393106,1.0,-1.6136233073450963,-1.531555190808371,0.0
2018-10-17,-1.1862745098039216,-2.6022982963677275,-0.13130826100932178,1.0,-1.5900032144005145,-1.5261973641915785,0.0
2018-10-18,-1.1846376345813916,-2.5995500562429696,-0.13241201992608068,1.0,-1.5919974288928171,-1.5261128073276555,0.0
2018-10-19,-1.1615574488414684,-2.585237678159089,-0.10183931841707142,1.0,-1.5932797197229078,-1.5205032247790427,0.0
2018-10-22,-1.1610486891385767,-2.5898477966371827,-0.10829548171169018,1.0,-1.5908040481313253,-1.5188461231970676,0.0
2018-10-23,-1.1615678776290632,-2.5891491395793502,-0.10986297004461441,1.0,-1.5888304652644998,-1.5174474187380498,0.0
2018-10-24,-1.1626074498567336,-2.587233365170328,-0.09702324100604902,1.0,-1.591531359439669,-1.52093282394142,0.0
2018-10-25,-1.0903803474401161,-2.4809826279941833,-0.07668171730313002,1.0,-1.569985459554603,-1.434835846024336,0.0
2018-10-26,-1.062074701345834,-2.454786027521549,-0.03969454105549675,1.0,-1.5855133827309846,-1.4187207016482688,0.0
2018-10-29,-1.0272878034072064,-2.4928388361224183,-0.0015829941203075533,1.0,-1.5742499623096637,-1.442107643600181,0.0
2018-10-30,-1.04951169657052,-2.502384737678855,-0.009766068589598,1.0,-1.5802104625634035,-1.4287985464456052,0.0
2018-10-31,-1.0661387631975867,-2.451960784313725,-0.011161387631975868,1.0,-1.5871040723981902,-1.4251885369532429,0.0
2018-11-01,-0.9885908109774899,-2.591890225100216,-0.0,1.0,-1.6436170212765957,-1.484813444341659,0.0
2018-11-02,-0.9896011174918515,-2.621294428061462,-0.0,1.0,-1.650473381964923,-1.498991153189508,0.0
2018-11-05,-0.9861940587915925,-2.628480570852401,-0.0,1.0,-1.6498099744047159,-1.4915845807802686,0.0
2018-11-06,-0.9908512947743835,-2.630640409365793,-0.0,1.0,-1.645681501007908,-1.4858892851604897,0.0
2018-11-07,-0.9917496886674968,-2.643602117061021,-0.0,1.0,-1.6520080946450808,-1.4958748443337484,0.0
2018-11-08,-0.9348880166243362,-2.6412683752789965,-0.0,1.0,-1.6241822519818365,-1.496113291772493,0.0
2018-11-09,-0.9339746056175452,-2.6403232012312428,-0.0,1.0,-1.6252404771065794,-1.4957291265871486,0.0
2018-11-12,-0.9307757102381499,-2.6046404778313805,-0.0,1.0,-1.6354238456237078,-1.4866375679607933,0.0
2018-11-13,-0.8889815727610526,-2.601880640024267,-0.0,1.0,-1.6250094790323806,-1.46735421248199,0.0
2018-11-14,-0.90032080659945,-2.6136571952337304,-0.0,1.0,-1.644057439657806,-1.480216926367247,0.0
2018-11-15,-0.8968922229026332,-2.6223208818126147,-0.0,1.0,-1.6471984078383342,-1.4882118799755053,0.0
2018-11-16,-0.887506677860032,-2.6000915820804393,-0.0,1.0,-1.64435625429291,-1.4998855223994505,0.0
2018-11-19,-0.8831754278728606,-2.604752444987775,-0.0,1.0,-1.649526283618582,-1.503132640586797,0.0
2018-11-20,-0.8162723688201395,-2.5934182590233545,-0.0,1.0,-1.6478616924476799,-1.5250985744616319,0.0
2018-11-21,-0.8320174449206708,-2.584931197834424,-0.0,1.0,-1.643206256109482,-1.4591322655838785,0.0
2018-11-23,-0.8319939917386407,-2.574915508824634,-0.0,1.0,-1.6451370634622606,-1.4583552384528728,0.0
2018-11-26,-0.8303289770166741,-2.586450353011867,-0.0,1.0,-1.6406038756196484,-1.4535075859996995,0.0
2018-11-27,-0.8062317429406037,-2.603774998127481,-0.0,1.0,-1.634259606022021,-1.4457344019174594,0.0
2018-11-28,-0.8003921272905512,-2.656436166201644,-0.0,1.0,-1.6338134379006106,-1.4502677022848953,0.0
2018-11-29,-0.7430844735276622,-2.6257436049970257,-0.0,1.0,-1.617787031528852,-1.4493604997025582,0.0
2018-11-30,-0.7457172650081931,-2.6313868613138687,-0.0,1.0,-1.6267689557574856,-1.4444361686280351,0.0
2018-12-03,-0.7430974175783285,-2.6309444072337578,-0.0,1.0,-1.6252883828235472,-1.442807174220436,0.0
2018-12-04,-0.7262814331281061,-2.6383799421407903,-0.0,1.0,-1.6159038646984645,-1.4372821007343666,0.0
2018-12-06,-0.7084650761713135,-2.5193302673181948,-0.0,1.0,-1.5928427709111812,-1.3653348663409026,0.0
2018-12-07,-0.7149838303988502,-2.5189363995688105,-0.0,1.0,-1.592597915918074,-1.359899389148401,0.0
2018-12-10,-0.6560278646573784,-2.5358970713676428,-0.0,1.0,-1.593119135626955,-1.3232158089280637,0.0
2018-12-11,-0.6830780192376202,-2.531385821161382,-0.0,1.0,-1.607053794086213,-1.3034556465977911,0.0
2018-12-12,-0.6838617741360883,-2.53081581759886,-0.0,1.0,-1.607053794086213,-1.303384396152476,0.0
2018-12-13,-0.6828244003131896,-2.5208911666310767,-0.0,1.0,-1.6150615702185207,-1.2990960210691151,0.0
2018-12-14,-0.6822389972938329,-2.525708588520154,-0.0,1.0,-1.6132317333713149,-1.300313345677254,0.0
2018-12-17,-0.6402642608510336,-2.5324998224053417,-0.0,1.0,-1.5873410527811322,-1.3436811820700434,0.0
2018-12-18,-0.6105664103830147,-2.512308668970868,-0.0,1.0,-1.5811525710658108,-1.34965084291458,0.0
2018-12-19,-0.5917168141592921,-2.526159292035399,-0.0,1.0,-1.5999292035398232,-1.361840707964602,0.0
2018-12-20,-0.5886994504720303,-2.508947442581372,-0.0,1.0,-1.5967310131041283,-1.3509229251796533,0.0
2018-12-21,-0.5796263658794502,-2.5304899541769474,-0.0,1.0,-1.626506873457878,-1.313147691223123,0.0
2018-12-24,-0.5957810718358039,-2.5643529076396807,-0.0,1.0,-1.6515820980615736,-1.3148517673888256,0.0
2018-12-26,-0.6045258620689655,-2.6479885057471266,-0.0,1.0,-1.619755747126437,-1.311566091954023,0.0
2018-12-27,-0.4790415026586562,-2.5797251571024105,-0.0,1.0,-1.4941647676265453,-1.352669014570817,0.0
2018-12-28,-0.4605518580144204,-2.610440931780366,-0.0,1.0,-1.5061009428729892,-1.35579589572934,0.0
2018-12-31,-0.4499721293199554,-2.6373327759197323,-0.0,1.0,-1.5169314381270902,-1.3634336677814938,0.0
2019-01-02,-0.44793699470309445,-2.640228603289657,-0.0,1.0,-1.5181209924728187,-1.3633955952049066,0.0
2019-01-03,-0.4609277058086084,-2.634280540465246,-0.0,1.0,-1.5260481961275942,-1.343501880484747,0.0
2019-01-04,-0.3997232791421653,-2.6567277758561048,-0.0,1.0,-1.504808024904877,-1.3567623659633343,0.0
2019-01-07,-0.35776649746192896,-2.600947546531303,-0.0,1.0,-1.494890016920474,-1.314517766497462,0.0
2019-01-08,-0.3605184985147178,-2.5825006751282746,-0.0,1.0,-1.5005401026194978,-1.30765595463138,0.0
2019-01-09,-0.346511154811148,-2.553604122872449,-0.0,1.0,-1.5248525123753984,-1.3560724215094595,0.0
2019-01-10,-0.3473841149362971,-2.550420168067227,-0.0,1.0,-1.5252778530767146,-1.3537544049878016,0.0
2019-01-11,-0.34202174353433723,-2.556485920723884,-0.0,1.0,-1.5173880748193667,-1.3368222027145655,0.0
2019-01-14,-0.36058811788969464,-2.5271106380147694,-0.0,1.0,-1.488058013438893,-1.2770940057215088,0.0
2019-01-15,-0.3573285342931414,-2.5230953809238152,-0.0,1.0,-1.4897687129240818,-1.2952076251416382,0.0
2019-01-16,-0.3545848616205402,-2.5285095031677223,-0.0,1.0,-1.4917639213071023,-1.2940313437812603,0.0
2019-01-17,-0.35144346431435447,-2.536621224271585,-0.0,1.0,-1.4954557604918473,-1.2991847099705962,0.0
2019-01-18,-0.3666621929942289,-2.51738021742048,-0.0,1.0,-1.5040263051939335,-1.3225070460340893,0.0
2019-01-22,-0.0,-2.9281063669385237,-0.0,1.0,-1.7351792200671647,-1.190322801727092,0.0
2019-01-23,-0.0,-2.904539202200825,-0.0,1.0,-1.7498624484181566,-1.2232462173314993,0.0
2019-01-24,-0.0,-2.8734886262722865,-0.0,1.0,-1.764806339230822,-1.192772730377758,0.0
2019-01-25,-0.0,-2.981764829176273,-0.0,1.0,-1.8589394256969185,-1.1459512331446935,0.0
2019-01-28,-0.0,-2.949150171364622,-0.0,1.0,-1.9030565852976147,-1.1423375533328668,0.0
2019-01-29,-0.0,-2.9497135582431575,-0.0,1.0,-1.9621613975528682,-1.1606902892708113,0.0
2019-01-30,-0.0,-2.955169971671388,-0.0,1.0,-1.9674220963172806,-1.1595609065155807,0.0
2019-01-31,-0.0,-2.979045318937349,-0.0,1.0,-1.9503480608040915,-1.173888336411422,0.0
2019-02-01,-0.0,-2.975793284588628,-0.0,1.0,-1.9696883651593668,-1.1532618726485413,0.0
2019-02-04,-0.0,-2.984474691620587,-0.0,1.0,-1.965333900467886,-1.139373316319297,0.0
2019-02-05,-0.0,-2.9768941810192078,-0.0,1.0,-1.9522290736409387,-1.1585512793252535,0.0
2019-02-06,-0.0,-2.955116824089198,-0.0,1.0,-1.9449612953625455,-1.2017612385483987,0.0
2019-02-07,-0.0,-2.950071022727273,-0.0,1.0,-1.9424005681818182,-1.2098011363636363,0.0
2019-02-08,-0.0,-2.938841201716738,-0.0,1.0,-1.9642346208869814,-1.2499999999999998,0.0
2019-02-11,-0.0,-2.9688564131668556,-0.0,1.0,-1.9561577752553914,-1.1692678774120318,0.0
2019-02-12,-0.0,-2.9661475001777964,-0.0,1.0,-1.9659341440864802,-1.1797880662826257,0.0
2019-02-13,-0.0,-2.9857112390701643,-0.0,1.0,-1.9566360986706477,-1.1664889457595793,0.0
2019-02-14,-0.0,-2.9639267127682327,-0.0,1.0,-1.9883795537178297,-1.1768018820845512,0.0
2019-02-15,-0.0,-2.938450604122246,-0.0,1.0,-1.98862828713575,-1.180170575692964,0.0
2019-02-19,-0.0,-2.9021406727828745,-0.0,1.0,-2.027025104900078,-1.1827750515610553,0.0
2019-02-20,-0.0,-2.93249875524575,-0.0,1.0,-2.0154349526993385,-1.1649477203215024,0.0
2019-02-21,-0.0,-2.8923731819794254,-0.0,1.0,-2.016956367506208,-1.185455835402625,0.0
2019-02-22,-0.0,-2.9252793296089385,-0.0,1.0,-1.90768156424581,-1.1502793296089386,0.0
2019-02-25,-0.0,-2.9290367775831876,-0.0,1.0,-1.9197898423817865,-1.156427320490368,0.0
2019-02-26,-0.0,-2.9284861257464,-0.0,1.0,-1.9094485423252545,-1.1870038637161926,0.0
2019-02-27,-0.0,-2.9097305283895025,-0.0,1.0,-1.940477028072891,-1.185604728065855,0.0
2019-02-28,-0.0,-2.925836328448991,-0.0,1.0,-1.9136715510091236,-1.0722974841028476,0.0
