Date,IWF,IWM,MTUM,SPY,TOLZ,VLUE,VXX
2018-09-24,-0.1706221036371296,-0.306517944911429,-0.0,-0.2849118302004133,1.0,-0.24408690593215238,0.0
2018-09-25,-0.16892068404236077,-0.308261157888391,-0.0,-0.28619657175009544,1.0,-0.2461467355263951,0.0
2018-09-26,-0.1675655008652956,-0.3078037590051113,-0.0,-0.28705678753974323,1.0,-0.2498691995009458,0.0
2018-09-27,-0.16858746153382007,-0.30569802288863407,-0.0,-0.2871538043806191,1.0,-0.24988435004726564,0.0
2018-09-28,-0.16731384423475443,-0.3072249160010462,-0.0,-0.2872864817013057,1.0,-0.2501257469368046,0.0
2018-10-01,-0.1670223045333763,-0.3082977695466624,-0.0,-0.287241323778082,1.0,-0.2504831306868508,0.0
2018-10-02,-0.16989342627475473,-0.29834599190120276,-0.0,-0.29151640913028587,1.0,-0.25485021254306267,0.0
2018-10-03,-0.16971137384438761,-0.29642087453926563,-0.0,-0.2920501923502991,1.0,-0.2559568168543173,0.0
2018-10-04,-0.1712105347938144,-0.2939755154639175,-0.0,-0.2939151095360824,1.0,-0.2544297680412371,0.0
2018-10-05,-0.16746958930507047,-0.29136055241077524,-0.0,-0.29403027018346783,1.0,-0.25448633024208117,0.0
2018-10-08,-0.16520111877980562,-0.2902187254763869,-0.0,-0.3008431092420066,1.0,-0.2559309415055235,0.0
2018-10-09,-0.1633096565185021,-0.29001750608688653,-0.0,-0.3015674990442079,1.0,-0.257299233354126,0.0
2018-10-10,-0.16286651506308988,-0.2902940170252158,-0.0,-0.3014630415970699,1.0,-0.2577931617395504,0.0
2018-10-11,-0.1358041710155773,-0.28228204572756455,-0.0,-0.29161661316686033,1.0,-0.25961519525788224,0.0
2018-10-12,-0.13336997703225298,-0.2808346911132486,-0.0,-0.290865903692507,1.0,-0.257965096876779,0.0
2018-10-15,-0.12370730178627388,-0.28856549670949544,-0.0,-0.2886830147289251,1.0,-0.25765825759949856,0.0
2018-10-16,-0.12112129760225669,-0.29290079924776674,-0.0,-0.2879838583294154,1.0,-0.25695423914746907,0.0
2018-10-17,-0.11758173245528582,-0.28624868487706034,-0.0,-0.2867747340529166,1.0,-0.25770564626115416,0.0
2018-10-18,-0.11801859757880576,-0.2875411817455211,-0.0,-0.2860401193052225,1.0,-0.2578318420180517,0.0
2018-10-19,-0.11314753398886755,-0.2833343030585132,-0.0,-0.2861659005837745,1.0,-0.2568220166404841,0.0
2018-10-22,-0.11294556910331953,-0.2743519436827879,-0.0,-0.2936623689788616,1.0,-0.26367578709915795,0.0
2018-10-23,-0.11152626150582831,-0.274719286979197,-0.0,-0.29517193064393715,1.0,-0.26459999610796503,0.0
2018-10-24,-0.11097487398065434,-0.2756271773612814,-0.0,-0.29536209883030695,1.0,-0.26428057063895216,0.0
2018-10-25,-0.0938326577990904,-0.25367738006888546,-0.0,-0.30454225419116665,1.0,-0.2508420391619569,0.0
2018-10-26,-0.08036424217182235,-0.24917647949717917,-0.0,-0.31517170875771455,1.0,-0.24845708227632424,0.0
2018-10-29,-0.07742301152465521,-0.2490459096920461,-0.0,-0.3145286227092386,1.0,-0.24827130171925185,0.0
2018-10-30,-0.08043782373624711,-0.24927218420356156,-0.0,-0.31464327573821316,1.0,-0.24605845211539187,0.0
2018-10-31,-0.08123244017875662,-0.24548865800539288,-0.0,-0.3139743178775479,1.0,-0.24492297248882774,0.0
2018-11-01,-0.07755355830648353,-0.2481676181862717,-0.0,-0.3136434721986697,1.0,-0.24485143104780208,0.0
2018-11-02,-0.07865400883541686,-0.24271078108844815,-0.0,-0.3148416204530501,1.0,-0.24366951781182442,0.0
2018-11-05,-0.07809269631244596,-0.2441266022629027,-0.0,-0.3149080930722099,1.0,-0.24235988422358384,0.0
2018-11-06,-0.07434012066365007,-0.24243966817496232,-0.0,-0.3197963800904977,1.0,-0.24881221719457014,0.0
2018-11-07,-0.07422626003694349,-0.24241339013081012,-0.0,-0.3195046556338824,1.0,-0.24870886266822484,0.0
2018-11-08,-0.0717470230816983,-0.24193457363757784,-0.0,-0.3187795105250287,1.0,-0.24870671005850373,0.0
2018-11-09,-0.07238192052107453,-0.2423523653545679,-0.0,-0.3185933999736451,1.0,-0.24918582105005552,0.0
2018-11-12,-0.07213804239659025,-0.23701158489644944,-0.0,-0.32043410503389097,1.0,-0.24803319626729753,0.0
2018-11-13,-0.06708422922314668,-0.23492568009722353,-0.0,-0.32113676731793955,1.0,-0.24653641207815274,0.0
2018-11-14,-0.06680256587683044,-0.23530511866245252,-0.0,-0.3212582521366722,1.0,-0.24680668025658767,0.0
2018-11-15,-0.06647863120143455,-0.23533696951583982,-0.0,-0.3223064853556486,1.0,-0.24379856545128514,0.0
2018-11-16,-0.06379763836812356,-0.22996996660883837,-0.0,-0.3226817393250881,1.0,-0.24897867815770328,0.0
2018-11-19,-0.06018752456347202,-0.23305822244680255,-0.0,-0.32683921920910297,1.0,-0.2513989482155223,0.0
2018-11-20,-0.04166123475183909,-0.2288853710773815,-0.0,-0.3301238476580687,1.0,-0.26170034453859764,0.0
2018-11-21,-0.04039652574999535,-0.22816969516618,-0.0,-0.330574515967043,1.0,-0.26075473803634197,0.0
2018-11-23,-0.040142314283585424,-0.23234110722002832,-0.0,-0.3294650175098726,1.0,-0.260822591461143,0.0
2018-11-26,-0.04064752231225961,-0.23032973598715414,-0.0,-0.33249934650285673,1.0,-0.2636580902946339,0.0
2018-11-27,-0.040111243840525605,-0.23017769150365835,-0.0,-0.3326676123637449,1.0,-0.26355084366134085,0.0
2018-11-28,-0.040098566308243724,-0.23105212066905614,-0.0,-0.3322505973715651,1.0,-0.26338485663082434,0.0
2018-11-29,-0.0330386658247595,-0.22792779407941163,-0.0,-0.33137094677413365,1.0,-0.2648107566021617,0.0
2018-11-30,-0.03303069124937336,-0.22792847991979054,-0.0,-0.3317737054159936,1.0,-0.26396702500974767,0.0
2018-12-03,-0.03227422887049478,-0.22814669091718942,-0.0,-0.3317063212204447,1.0,-0.26378011209680413,0.0
2018-12-04,-0.031017093700174272,-0.2283362379027773,-0.0,-0.33123215543772483,1.0,-0.2633950090845045,0.0
2018-12-06,-0.02899078559201661,-0.2044287431256146,-0.0,-0.3338492916196234,1.0,-0.2537604253924318,0.0
2018-12-07,-0.02822543931530547,-0.2044796503687517,-0.0,-0.3340799417281253,1.0,-0.25421105344623507,0.0
2018-12-10,-0.01557812556475223,-0.2071240105540897,-0.0,-0.33706220406983045,1.0,-0.24742472982253225,0.0
2018-12-11,-0.008438054539528483,-0.21077028935646255,-0.0,-0.33610980335349294,1.0,-0.25542317024589867,0.0
