Date,IWF,IWM,MTUM,OPY,SPY,VLUE,VXX
2018-09-24,-0.3608101135190918,-0.7542247162022703,-0.03808694530443756,1.0,-0.5457946336429308,-0.5260577915376676,0.0
2018-09-25,-0.3602646868947708,-0.7558102001291155,-0.03663653970303422,1.0,-0.5472240154938669,-0.5279535183989671,0.0
2018-09-26,-0.361000807102502,-0.7568038740920096,-0.03822437449556093,1.0,-0.5468603712671509,-0.52545601291364,0.0
2018-09-27,-0.3603661889819817,-0.762300650211885,-0.03723352634813832,1.0,-0.5481512632225923,-0.5268010222236599,0.0
2018-09-28,-0.36618620958317105,-0.7624983768341774,-0.03684586417348397,1.0,-0.5513894299441632,-0.5294117647058824,0.0
2018-10-01,-0.36623056195825077,-0.7623932733824627,-0.03707431094373924,1.0,-0.5513424017141187,-0.5293964873551277,0.0
2018-10-02,-0.3662488634887648,-0.7637680218210157,-0.03714768151708014,1.0,-0.5509481750876737,-0.5290297441226134,0.0
2018-10-03,-0.36626944182874954,-0.763386044095204,-0.03740624086761698,1.0,-0.5509302854174107,-0.5291099782446342,0.0
2018-10-04,-0.365234375,-0.7694335937500001,-0.037500000000000006,1.0,-0.5497395833333334,-0.5333333333333334,0.0
2018-10-05,-0.35317202906071615,-0.7635573430202387,-0.02422807472755579,1.0,-0.5584457706279191,-0.5439802802283342,0.0
2018-10-08,-0.3536521795790708,-0.7655242066853457,-0.015898872743858733,1.0,-0.5731739102104646,-0.5497165569818205,0.0
2018-10-09,-0.3508875159360596,-0.7701938478637508,-0.00441306266548985,1.0,-0.5823608250792717,-0.5610800562256872,0.0
2018-10-10,-0.3535819430814524,-0.7690873405299313,-0.006902191691200522,1.0,-0.5844618907425579,-0.5571148184494602,0.0
2018-10-11,-0.29917681085719733,-0.7567936941804658,-0.0,1.0,-0.5623748530019387,-0.5599911006579157,0.0
2018-10-12,-0.2937448245111154,-0.7621823046053889,-0.0,1.0,-0.5658959169373846,-0.563093190649086,0.0
2018-10-15,-0.2645982498011138,-0.7915354017501989,-0.0,1.0,-0.561145584725537,-0.5649005568814639,0.0
2018-10-16,-0.27618559672099646,-0.7837907073553427,-0.0,1.0,-0.5694066412629287,-0.5728009222197317,0.0
2018-10-17,-0.2622189946956302,-0.7569461985349836,-0.0,1.0,-0.5633367011871685,-0.5748926496590048,0.0
2018-10-18,-0.2632544023268313,-0.7602035977363979,-0.0,1.0,-0.5623597104106731,-0.5756378236540103,0.0
2018-10-19,-0.25565283113938403,-0.7575423568684261,-0.0,1.0,-0.5616930150532217,-0.5743213453423192,0.0
2018-10-22,-0.25626003968628935,-0.7578191439100445,-0.0,1.0,-0.5614665028819805,-0.5741598160571987,0.0
2018-10-23,-0.25877054859230336,-0.7578572778232664,-0.0,1.0,-0.5594570762738553,-0.5730931536184418,0.0
2018-10-24,-0.25761729211960804,-0.7602167816743864,-0.0,1.0,-0.5599458045814034,-0.573116551658947,0.0
2018-10-25,-0.23605902244082386,-0.7293575161389487,-0.0,1.0,-0.5577928066400246,-0.5508453735013833,0.0
2018-10-26,-0.22954524631218887,-0.72155880646245,-0.0,1.0,-0.5575237455333965,-0.5454295574626637,0.0
2018-10-29,-0.19524116941805772,-0.7549571151895231,-0.0,1.0,-0.5534446186479756,-0.5705063174398228,0.0
2018-10-30,-0.1759033917624226,-0.7582021502726348,-0.0,1.0,-0.5571917069714426,-0.5893225717014263,0.0
2018-10-31,-0.17504510670067813,-0.7744042804703539,-0.0,1.0,-0.5642381633795807,-0.5970882847010514,0.0
2018-11-01,-0.14919003115264798,-0.7985981308411215,-0.0,1.0,-0.5667912772585669,-0.6007165109034268,0.0
2018-11-02,-0.15529528412963994,-0.7704034207101691,-0.0,1.0,-0.5763772696288033,-0.5963933816694553,0.0
2018-11-05,-0.15165127950926327,-0.7807794782824216,-0.0,1.0,-0.5774211537269966,-0.5882024908606481,0.0
2018-11-06,-0.1577511932064712,-0.7859666522035579,-0.0,1.0,-0.5736068927043947,-0.5819438418149135,0.0
2018-11-07,-0.1572410802775025,-0.785864717542121,-0.0,1.0,-0.5725037165510406,-0.5814853815659068,0.0
2018-11-08,-0.14010389450711586,-0.7852027172409554,-0.0,1.0,-0.5650262810069776,-0.5834383549011772,0.0
2018-11-09,-0.14018749039495929,-0.7850007684032582,-0.0,1.0,-0.5650837559551254,-0.5833102812355925,0.0
2018-11-12,-0.13939152303257069,-0.7799791449426485,-0.0,1.0,-0.5658161074648836,-0.5817334232963257,0.0
2018-11-13,-0.1228721946466092,-0.7781601144980054,-0.0,1.0,-0.5653643533603337,-0.5787630561222936,0.0
2018-11-14,-0.12301696050668372,-0.7779909259766755,-0.0,1.0,-0.565329922962151,-0.5786364605219086,0.0
2018-11-15,-0.12209956512483654,-0.7782440774868473,-0.0,1.0,-0.5662196271629717,-0.5745217893744488,0.0
2018-11-16,-0.11866258078218392,-0.7696228647713826,-0.0,1.0,-0.5655814800206317,-0.5802057101247005,0.0
2018-11-19,-0.12329931972789114,-0.7692237609329446,-0.0,1.0,-0.5641703109815354,-0.5802356656948494,0.0
2018-11-20,-0.08527412777526054,-0.763479836882646,-0.0,1.0,-0.5700347379549916,-0.601872828877813,0.0
2018-11-21,-0.08140554597961838,-0.7661253742175452,-0.0,1.0,-0.5716532099549427,-0.6047960325380266,0.0
2018-11-23,-0.08261342354860146,-0.7559958919833263,-0.0,1.0,-0.5760889264785839,-0.6059324593729233,0.0
2018-11-26,-0.08222114862008577,-0.75783561809288,-0.0,1.0,-0.5748233588984842,-0.6046560782655959,0.0
2018-11-27,-0.0759771497294047,-0.7591401082381238,-0.0,1.0,-0.5707456404088995,-0.6007516536380035,0.0
2018-11-28,-0.072901258791922,-0.778609593383041,-0.0,1.0,-0.5674525311679295,-0.5996920940622453,0.0
2018-11-29,-0.05515508629198696,-0.7693895253192953,-0.0,1.0,-0.5644423174707623,-0.6020698112643197,0.0
2018-11-30,-0.054934210526315794,-0.7695873205741628,-0.0,1.0,-0.5648325358851675,-0.6011064593301436,0.0
2018-12-03,-0.05322932544307959,-0.7700170357751277,-0.0,1.0,-0.5647210018231268,-0.6007352281897248,0.0
2018-12-04,-0.041893264806071834,-0.7800155381581306,-0.0,1.0,-0.563855853702265,-0.6023725572222554,0.0
2018-12-06,-0.03574208226067173,-0.7862060707657306,-0.0,1.0,-0.5662755193677782,-0.6052505537927318,0.0
2018-12-07,-0.040606096903635376,-0.786099299275319,-0.0,1.0,-0.5664490627058753,-0.601425405761514,0.0
2018-12-10,-0.01905553411890416,-0.7912202071769908,-0.0,1.0,-0.5676887002463566,-0.590187290374284,0.0
2018-12-11,-0.008953536795764175,-0.7966565530370635,-0.0,1.0,-0.5668391932893093,-0.6021476589922066,0.0
2018-12-12,-0.009250996489975608,-0.796537569159379,-0.0,1.0,-0.5668094473198881,-0.6019989291451009,0.0
2018-12-13,-0.00978875334721809,-0.7967569175840523,-0.0,1.0,-0.5665575721511454,-0.6022314787265695,0.0
2018-12-14,-0.00704099289933767,-0.8092964974043798,-0.0,1.0,-0.5629214153589116,-0.6042126618533326,0.0
2018-12-17,-0.0,-0.8082835310558082,-0.0,1.0,-0.5526417506615526,-0.6123450182856123,0.0
2018-12-18,-0.0,-0.7963291363716972,-0.0,1.0,-0.5453094520305019,-0.6139681976709819,0.0
2018-12-19,-0.0,-0.7974492513463929,-0.0,1.0,-0.5469905900455702,-0.6146653252056578,0.0
2018-12-20,-0.0,-0.7870842294434788,-0.0,1.0,-0.5491853990513508,-0.6098164570014436,0.0
2018-12-21,-0.0,-0.7891046702651959,-0.0,1.0,-0.5518070875381366,-0.5926719080028162,0.0
2018-12-24,-0.0,-0.7626267052259516,-0.0,1.0,-0.5418163760114509,-0.6167148657727923,0.0
2018-12-26,-0.0,-0.7673663458193205,-0.0,1.0,-0.5247593644903166,-0.6070972979241563,0.0
2018-12-27,-0.0,-0.7360029245521781,-0.0,1.0,-0.46955934872472654,-0.6065071285959338,0.0
2018-12-28,-0.0,-0.735801288362542,-0.0,1.0,-0.4700554164674112,-0.6071900756702017,0.0
2018-12-31,-0.0,-0.742585701398286,-0.0,1.0,-0.47000451059990983,-0.6065347316193054,0.0
2019-01-02,-0.0,-0.7418037404236142,-0.0,1.0,-0.4679191077061739,-0.6068611987381703,0.0
2019-01-03,-0.0,-0.742184637068358,-0.0,1.0,-0.4838054968287526,-0.5928964059196616,0.0
