Date,BROG,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-03-13,1.0,-0.0,-0.0,-0.0,-0.09039155790058316,-0.0666944367305378,0.0
2019-03-14,1.0,-0.0,-0.0,-0.0,-0.09010666111381042,-0.06673839105990144,0.0
2019-03-15,1.0,-0.0,-0.0,-0.0,-0.09139511201629327,-0.0657980003703018,0.0
2019-03-18,1.0,-0.0,-0.0,-0.0,-0.09158856878398704,-0.06541710054379267,0.0
2019-03-19,1.0,-0.0,-0.0,-0.0,-0.09181572066547886,-0.06513640465557535,0.0
2019-03-20,1.0,-0.0,-0.0,-0.0,-0.09176530482372408,-0.06529209621993128,0.0
2019-03-21,1.0,-0.0,-0.0,-0.0,-0.0914329352957512,-0.0656530593353698,0.0
2019-03-22,1.0,-0.0,-0.0,-0.0,-0.09185938945420906,-0.06447733580018501,0.0
2019-03-25,1.0,-0.0,-0.0,-0.0,-0.0921900764503073,-0.06090656457917738,0.0
2019-03-26,1.0,-0.0,-0.0,-0.0,-0.09225305011646948,-0.060910076339398975,0.0
2019-03-27,1.0,-0.0,-0.0,-0.0,-0.09231389721133902,-0.06002535146347084,0.0
2019-03-28,1.0,-0.0,-0.0,-0.0,-0.09211769314071104,-0.059929494712103404,0.0
2019-03-29,1.0,-0.0,-0.0,-0.0,-0.09190926580878542,-0.060124650069698055,0.0
2019-04-01,1.0,-0.0,-0.0,-0.0,-0.09239875174168884,-0.059131055607374396,0.0
2019-04-02,1.0,-0.0,-0.0,-0.0,-0.0940863924924096,-0.05596191001932101,0.0
2019-04-03,1.0,-0.0,-0.0,-0.0,-0.09408463015998987,-0.056094222651622325,0.0
2019-04-04,1.0,-0.0,-0.0,-0.0,-0.09478514906146485,-0.05536897313213103,0.0
2019-04-05,1.0,-0.0,-0.0,-0.0,-0.09530272359219728,-0.0548744019138756,0.0
2019-04-08,1.0,-0.0,-0.0,-0.0,-0.09538266919671094,-0.05463745615548271,0.0
2019-04-09,1.0,-0.0,-0.0,-0.0,-0.0958429694061878,-0.05473289381335359,0.0
2019-04-10,1.0,-0.0,-0.0,-0.0,-0.09546317060548559,-0.05455695474670807,0.0
2019-04-11,1.0,-0.0,-0.0,-0.0,-0.09587654945610928,-0.053998114205551596,0.0
2019-04-12,1.0,-0.0,-0.0,-0.0,-0.09599438777270479,-0.0540521891136591,0.0
2019-04-15,1.0,-0.0,-0.0,-0.0,-0.10219888036013158,-0.05206902522075374,0.0
2019-04-16,1.0,-0.0,-0.0,-0.0,-0.10223612666381907,-0.052180136915138,0.0
2019-04-17,1.0,-0.0,-0.0,-0.0,-0.09890795631825273,-0.0566938233084879,0.0
2019-04-18,1.0,-0.0,-0.0,-0.0,-0.09926963435492073,-0.0563837655433828,0.0
2019-04-22,1.0,-0.0,-0.0,-0.0,-0.09946826956421223,-0.056467460409201246,0.0
2019-04-23,1.0,-0.0,-0.0,-0.0,-0.10009132842394887,-0.05596467092865979,0.0
2019-04-24,1.0,-0.0,-0.0,-0.0,-0.09983007155490307,-0.05614574543100558,0.0
2019-04-25,1.0,-0.0,-0.0,-0.0,-0.09982895710059171,-0.05586630917159763,0.0
2019-04-26,1.0,-0.0,-0.0,-0.0,-0.09887315804680728,-0.056850621207743424,0.0
2019-04-29,1.0,-0.0,-0.0,-0.0,-0.09830590736803181,-0.057282518258297124,0.0
2019-04-30,1.0,-0.0,-0.0,-0.0,-0.09848511110340763,-0.05704810436671635,0.0
2019-05-01,1.0,-0.0,-0.0,-0.0,-0.09832428059632498,-0.05734427366231365,0.0
2019-05-02,1.0,-0.0,-0.0,-0.0,-0.09814271523943728,-0.05688512093141445,0.0
2019-05-03,1.0,-0.0,-0.0,-0.0,-0.09815993439062988,-0.056934610097836506,0.0
2019-05-06,1.0,-0.0,-0.0,-0.0,-0.09781429593555982,-0.05620052161469753,0.0
2019-05-07,1.0,-0.0,-0.0,-0.0,-0.09736186698644037,-0.05566829628263075,0.0
2019-05-08,1.0,-0.0,-0.0,-0.0,-0.10045200497321667,-0.06151450715190388,0.0
2019-05-09,1.0,-0.0,-0.0,-0.0,-0.1011550618202101,-0.060878962536023054,0.0
2019-05-10,1.0,-0.0,-0.0,-0.0,-0.10129921442848511,-0.060788825361409386,0.0
2019-05-13,1.0,-0.0,-0.0,-0.0,-0.09968615599209579,-0.0626990584679763,0.0
2019-05-14,1.0,-0.0,-0.0,-0.0,-0.10065810892516626,-0.06207850797637319,0.0
2019-05-15,1.0,-0.0,-0.0,-0.0,-0.10040347429740823,-0.06234666232573283,0.0
2019-05-16,1.0,-0.0,-0.0,-0.0,-0.10105263157894737,-0.06207618493748183,0.0
2019-05-17,1.0,-0.0,-0.0,-0.0,-0.09761143720578834,-0.06470622421107688,0.0
2019-05-20,1.0,-0.0,-0.0,-0.0,-0.09749355385723246,-0.06397361146600386,0.0
2019-05-21,1.0,-0.0,-0.0,-0.0,-0.09720303266031186,-0.06383448083688421,0.0
2019-05-22,1.0,-0.0,-0.0,-0.0,-0.09738527214514407,-0.06265370516449353,0.0
2019-05-23,1.0,-0.0,-0.0,-0.0,-0.09827508206990151,-0.06172352593176888,0.0
2019-05-24,1.0,-0.0,-0.0,-0.0,-0.09695082422670864,-0.06067095758473791,0.0
2019-05-28,1.0,-0.0,-0.0,-0.0,-0.09701319749942117,-0.06066219032183376,0.0
2019-05-29,1.0,-0.0,-0.0,-0.0,-0.09801428604452253,-0.05780300053168127,0.0
2019-05-30,1.0,-0.0,-0.0,-0.0,-0.09760606340696923,-0.057768740179314174,0.0
2019-05-31,1.0,-0.0,-0.0,-0.0,-0.09735045006528546,-0.058144506199230436,0.0
2019-06-03,1.0,-0.0,-0.0,-0.0,-0.09825629670633822,-0.05498662238213858,0.0
2019-06-04,1.0,-0.0,-0.0,-0.0,-0.09928382788804188,-0.053972391046118715,0.0
2019-06-05,1.0,-0.0,-0.0,-0.0,-0.10076119952166314,-0.049075522031091896,0.0
2019-06-06,1.0,-0.0,-0.0,-0.0,-0.09910666038148015,-0.05062257838279085,0.0
2019-06-07,1.0,-0.0,-0.0,-0.0,-0.0987343518294996,-0.05080985389293146,0.0
2019-06-10,1.0,-0.0,-0.0,-0.0,-0.09765795582523157,-0.05154106047024754,0.0
2019-06-11,1.0,-0.0,-0.0,-0.0,-0.09808450251071507,-0.05097268663748032,0.0
2019-06-12,1.0,-0.0,-0.0,-0.0,-0.09822690553072178,-0.05089459108511544,0.0
2019-06-13,1.0,-0.0,-0.0,-0.0,-0.09839230512876498,-0.05078201312357071,0.0
2019-06-14,1.0,-0.0,-0.0,-0.0,-0.09911866432256657,-0.04995001551242718,0.0
2019-06-17,1.0,-0.0,-0.0,-0.0,-0.09924383460893149,-0.04994368981130341,0.0
