Date,FIXX,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-01-09,1.0,-0.0,-1.6311738723062508,-0.0,-2.07328336233436,-1.9880872707803507,0.0
2019-01-10,1.0,-0.0,-1.6182221326345496,-0.0,-2.1099912652019084,-1.9908620573809046,0.0
2019-01-11,1.0,-0.0,-1.6126689529957634,-0.0,-2.1149216596059444,-1.9969067312218411,0.0
2019-01-14,1.0,-0.0,-1.616672268907563,-0.0,-2.1222184873949583,-1.9837983193277313,0.0
2019-01-15,1.0,-0.0,-1.6196756611264385,-0.0,-2.1243523316062176,-1.9849942803310678,0.0
2019-01-16,1.0,-0.0,-1.612996438411397,-0.0,-2.080975740877629,-2.026006316779786,0.0
2019-01-17,1.0,-0.0,-1.6163775716014521,-0.0,-2.0806104612074763,-2.0261530186903323,0.0
2019-01-18,1.0,-0.0,-1.6113744075829384,-0.0,-2.11198375084631,-2.047122545700745,0.0
2019-01-22,1.0,-0.0,-1.6696520133998767,-0.0,-2.1498598482258835,-2.01722841320845,0.0
2019-01-23,1.0,-0.0,-1.6555608657062881,-0.0,-2.176623199289957,-1.9950843176077013,0.0
2019-01-24,1.0,-0.0,-1.6920946974941158,-0.0,-2.1855877059393602,-2.0446490377959297,0.0
2019-01-25,1.0,-0.0,-1.6866394520168824,-0.0,-2.205286099771674,-2.027053206946655,0.0
2019-01-28,1.0,-0.0,-1.6616437409276283,-0.0,-2.227552360544688,-2.0230870256445703,0.0
2019-01-29,1.0,-0.0,-1.6606673127509344,-0.0,-2.2371590751765194,-2.024505053301952,0.0
2019-01-30,1.0,-0.0,-1.6748902362533973,-0.0,-2.263502683113806,-2.0308035403163984,0.0
2019-01-31,1.0,-0.0,-1.6732288922778318,-0.0,-2.2024816303895745,-2.056287259115486,0.0
2019-02-01,1.0,-0.0,-1.6681670244442905,-0.0,-2.1918842185444216,-2.0646769614292637,0.0
2019-02-04,1.0,-0.0,-1.6678920718596104,-0.0,-2.190885759866824,-2.077408614829715,0.0
2019-02-05,1.0,-0.0,-1.6619532820406182,-0.0,-2.188188812642961,-2.081305884799334,0.0
2019-02-06,1.0,-0.0,-1.6656497018444045,-0.0,-2.1800027735404246,-2.088198585494384,0.0
2019-02-07,1.0,-0.0,-1.6655803633337958,-0.0,-2.179240049923728,-2.0889613091110806,0.0
2019-02-08,1.0,-0.0,-1.673751035053823,-0.0,-2.177615235992272,-2.048992547612476,0.0
2019-02-11,1.0,-0.0,-1.6831696860738488,-0.0,-2.197483059051307,-2.0339510441156134,0.0
2019-02-12,1.0,-0.0,-1.6855463347164592,-0.0,-2.1963347164591975,-2.0337482710926693,0.0
2019-02-13,1.0,-0.0,-1.6870583344880146,-0.0,-2.201399473465429,-2.039628654565609,0.0
2019-02-14,1.0,-0.0,-1.6882487362371026,-0.0,-2.202132816286961,-2.034277404611869,0.0
2019-02-15,1.0,-0.0,-1.6798778371624905,-0.0,-2.2153814118137016,-2.0457416533629487,0.0
2019-02-19,1.0,-0.0,-1.658977900552486,-0.0,-2.2154005524861877,-2.031767955801105,0.0
2019-02-20,1.0,-0.0,-1.6606722921565917,-0.0,-2.229699820168765,-2.0262138608382902,0.0
2019-02-21,1.0,-0.0,-1.665927824340237,-0.0,-2.231696335803837,-2.028953383666967,0.0
2019-02-22,1.0,-0.0,-1.6656273816947271,-0.0,-2.2323148340608325,-2.0306242638398113,0.0
2019-02-25,1.0,-0.0,-1.6549432290224313,-0.0,-2.2317917474383826,-2.036554970922182,0.0
2019-02-26,1.0,-0.0,-1.6734825656478691,-0.0,-2.3318266609269624,-2.169249533649017,0.0
2019-02-27,1.0,-0.0,-1.6406432748538011,-0.0,-2.4279970760233915,-2.2413011695906433,0.0
2019-02-28,1.0,-0.0,-1.6531538123810918,-0.0,-2.4392653300160982,-2.2250109761451777,0.0
2019-03-01,1.0,-0.0,-1.6537955243527864,-0.0,-2.446321486031885,-2.2130320315928036,0.0
2019-03-04,1.0,-0.0,-1.6319108373661828,-0.0,-2.4507259128904533,-2.2498166886640267,0.0
2019-03-05,1.0,-0.0,-1.6188209447088977,-0.0,-2.46349322592457,-2.241010618820945,0.0
2019-03-06,1.0,-0.0,-1.6187477114610032,-0.0,-2.463566459172464,-2.241010618820945,0.0
2019-03-07,1.0,-0.0,-1.594304490690033,-0.0,-2.4783497626871123,-2.2292807594012416,0.0
2019-03-08,1.0,-0.0,-1.6047097156398105,-0.0,-2.528584123222749,-2.2719934834123228,0.0
2019-03-11,1.0,-0.0,-1.6064323111443528,-0.0,-2.576364996260284,-2.296559461480927,0.0
2019-03-12,1.0,-0.0,-1.5765718951822434,-0.0,-2.563209858213941,-2.2836463514215724,0.0
2019-03-13,1.0,-0.0,-1.5995813397129188,-0.0,-2.572742224880383,-2.303752990430622,0.0
2019-03-14,1.0,-0.0,-1.6101555489081663,-0.0,-2.565510020939276,-2.3026473227639843,0.0
2019-03-15,1.0,-0.0,-1.5798451942586609,-0.0,-2.5904411212143987,-2.3446306455249117,0.0
2019-03-18,1.0,-0.0,-1.6285035993260837,-0.0,-2.638152856486445,-2.391484147648951,0.0
2019-03-19,1.0,-0.0,-1.6174049685722838,-0.0,-2.5008231068542353,-2.36456150853038,0.0
2019-03-20,1.0,-0.0,-1.6343714821763602,-0.0,-2.505140712945591,-2.3651782363977483,0.0
2019-03-21,1.0,-0.0,-1.6291048133153396,-0.0,-2.5676263307842255,-2.300719748088169,0.0
2019-03-22,1.0,-0.0,-1.6227531285551764,-0.0,-2.6590064467197574,-2.302616609783845,0.0
2019-03-25,1.0,-0.0,-1.5013725053787372,-0.0,-2.6533125602789527,-2.2642629275168784,0.0
2019-03-26,1.0,-0.0,-1.5385517443564936,-0.0,-2.550205218411023,-2.2404720023453533,0.0
2019-03-27,1.0,-0.0,-1.404535530671174,-0.0,-2.475315163039651,-2.1628987956898373,0.0
2019-03-28,1.0,-0.0,-1.4110369068541302,-0.0,-2.46481546572935,-2.1540246045694205,0.0
2019-03-29,1.0,-0.0,-1.4131214401237606,-0.0,-2.463961746712608,-2.1547711131425356,0.0
2019-04-01,1.0,-0.0,-1.4378965176935004,-0.0,-2.4700408853799516,-2.141336528972226,0.0
2019-04-02,1.0,-0.0,-1.4536509944479583,-0.0,-2.4809895284278585,-2.093189964157706,0.0
2019-04-03,1.0,-0.0,-1.4514723452104856,-0.0,-2.494693934921639,-2.0816642069013986,0.0
2019-04-04,1.0,-0.0,-1.4470770749594528,-0.0,-2.5211198081940625,-2.083421479444327,0.0
2019-04-05,1.0,-0.0,-1.4406444318824194,-0.0,-2.53631995477671,-2.089174674957603,0.0
2019-04-08,1.0,-0.0,-1.4338810917554128,-0.0,-2.5281754707666266,-2.0905564567317865,0.0
2019-04-09,1.0,-0.0,-1.4090490688947108,-0.0,-2.604616582878992,-2.067053742122779,0.0
2019-04-10,1.0,-0.0,-1.581769436997319,-0.0,-2.7250861738797396,-2.3529682114132515,0.0
2019-04-11,1.0,-0.0,-1.5152674736431082,-0.0,-2.880827801639984,-2.4134322530261616,0.0
2019-04-12,1.0,-0.0,-1.516824108049028,-0.0,-2.877664142399875,-2.4124443750487936,0.0
2019-04-15,1.0,-0.0,-1.5202063628546862,-0.0,-2.875635112952396,-2.420933322910967,0.0
2019-04-16,1.0,-0.0,-1.5216133823184554,-0.0,-2.877667474400063,-2.417415774251544,0.0
2019-04-17,1.0,-0.0,-1.4789535337758688,-0.0,-2.9057399453338544,-2.424677860210855,0.0
2019-04-18,1.0,-0.0,-1.4673659673659671,-0.0,-2.8616938616938614,-2.440947940947941,0.0
2019-04-22,1.0,-0.0,-1.4857254595228786,-0.0,-2.879546343371138,-2.456394211967149,0.0
2019-04-23,1.0,-0.0,-1.5094015760318327,-0.0,-2.866193336974331,-2.4266208941249903,0.0
2019-04-24,1.0,-0.0,-1.5105369965657196,-0.0,-2.8677802060568216,-2.426865438651264,0.0
2019-04-25,1.0,-0.0,-1.4712806026365348,-0.0,-2.911409290646579,-2.4642184557438793,0.0
2019-04-26,1.0,-0.0,-1.4292330638197661,-0.0,-2.9686003610958474,-2.4521548002197973,0.0
2019-04-29,1.0,-0.0,-1.4044705882352941,-0.0,-2.964392156862745,-2.474274509803921,0.0
2019-04-30,1.0,-0.0,-1.3786658324861185,-0.0,-2.9592554938609523,-2.482521310706186,0.0
2019-05-01,1.0,-0.0,-1.3882832719002431,-0.0,-2.9834522782526856,-2.470786604972159,0.0
2019-05-02,1.0,-0.0,-1.3895553987297107,-0.0,-2.9545205049792207,-2.497137928330589,0.0
2019-05-03,1.0,-0.0,-1.4053609217023277,-0.0,-2.941609844031664,-2.490634062230582,0.0
2019-05-06,1.0,-0.0,-1.3341385490532223,-0.0,-2.9396867451102624,-2.518584898309047,0.0
2019-05-07,1.0,-0.0,-1.3468767059190516,-0.0,-2.9319192076737113,-2.519769164782032,0.0
2019-05-08,1.0,-0.0,-1.3486898044368862,-0.0,-2.879029141222849,-2.5019710906701706,0.0
2019-05-09,1.0,-0.0,-1.3484942084942084,-0.0,-2.883320463320463,-2.4901158301158297,0.0
2019-05-10,1.0,-0.0,-1.349683299860961,-0.0,-2.892012976981307,-2.4826201143210263,0.0
2019-05-13,1.0,-0.0,-1.3462043401034829,-0.0,-2.8901073441964633,-2.4862923777897907,0.0
2019-05-14,1.0,-0.0,-1.2326608298439286,-0.0,-2.9164826798629613,-2.464179672630377,0.0
2019-05-15,1.0,-0.0,-1.24380385876611,-0.0,-2.946541599938992,-2.4356745214672464,0.0
2019-05-16,1.0,-0.0,-1.253776896078132,-0.0,-2.9387303525103,-2.4375858385472298,0.0
2019-05-17,1.0,-0.0,-1.2350466574881445,-0.0,-2.920070368670644,-2.4937280097904235,0.0
2019-05-20,1.0,-0.0,-1.204547194365766,-0.0,-2.9421266171629794,-2.508612110541223,0.0
2019-05-21,1.0,-0.0,-1.2171393717596828,-0.0,-2.9113296736810006,-2.4958066483684047,0.0
2019-05-22,1.0,-0.0,-1.201993304930006,-0.0,-2.920572124163116,-2.4854686548995737,0.0
2019-05-23,1.0,-0.0,-1.2031451796702881,-0.0,-2.924409329180278,-2.469497834840082,0.0
2019-05-24,1.0,-0.0,-1.178360804476032,-0.0,-2.9212913957356723,-2.4612127627400575,0.0
2019-05-28,1.0,-0.0,-1.1510148439866708,-0.0,-2.940169645561951,-2.482278097546198,0.0
2019-05-29,1.0,-0.0,-1.1885022692889562,-0.0,-2.951361573373676,-2.424432677760968,0.0
2019-05-30,1.0,-0.0,-1.1801044742221212,-0.0,-2.951548186842304,-2.4389431448254975,0.0
2019-05-31,1.0,-0.0,-1.1856731788580948,-0.0,-2.946463728608208,-2.4401787066484926,0.0
2019-06-03,1.0,-0.0,-1.2076749435665914,-0.0,-2.964033107599699,-2.3527464258841237,0.0
2019-06-04,1.0,-0.0,-1.2305901787055116,-0.0,-3.0002252590479053,-2.277744406066977,0.0
2019-06-05,1.0,-0.0,-1.1986230381995853,-0.0,-3.057743559372224,-2.146653834764584,0.0
2019-06-06,1.0,-0.0,-1.1865792575132588,-0.0,-3.015542133176193,-2.1638185032410138,0.0
2019-06-07,1.0,-0.0,-1.2275007376807316,-0.0,-2.9919592800236057,-2.1573473000885213,0.0
2019-06-10,1.0,-0.0,-1.2419343038993342,-0.0,-2.9296949301338793,-2.144194893554759,0.0
2019-06-11,1.0,-0.0,-1.2502220248667852,-0.0,-2.9975577264653643,-2.153049141503849,0.0
2019-06-12,1.0,-0.0,-1.2645816349218113,-0.0,-3.0031868376195066,-2.1434818053805675,0.0
2019-06-13,1.0,-0.0,-1.306775268419104,-0.025694187338022954,-2.963346908552388,-2.1088485746019994,0.0
2019-06-14,1.0,-0.0,-1.2855979266938171,-0.055905220288781934,-2.9786745649759347,-2.0845612736023695,0.0
2019-06-17,1.0,-0.0,-1.2717391304347827,-0.05819284235433304,-2.9782608695652177,-2.0860692102928127,0.0
2019-06-18,1.0,-0.0,-1.3004069552349242,-0.05586385497595265,-2.9709211986681465,-2.0720680725120237,0.0
2019-06-19,1.0,-0.0,-1.2835226434577371,-0.07065938929045582,-2.9620150464670303,-2.0595958105915324,0.0
2019-06-20,1.0,-0.0,-1.295129579982127,-0.04527852249031874,-3.013032469466786,-2.093684837652666,0.0
2019-06-21,1.0,-0.0,-1.3081217896225712,-0.044666120747413086,-2.991438993523412,-2.1001265540087846,0.0
2019-06-24,1.0,-0.0,-1.2844427823485414,-0.04450261780104712,-3.013836948391922,-2.1366492146596854,0.0
2019-06-25,1.0,-0.0,-1.3104796271237409,-0.034130205984062544,-3.0256352428206283,-2.1474214403849046,0.0
2019-06-26,1.0,-0.0,-1.3213533834586466,-0.023609022556390975,-2.983233082706767,-2.190601503759398,0.0
2019-06-27,1.0,-0.0,-1.3296421845574387,-0.04338983050847458,-2.992165725047081,-2.1678342749529187,0.0
2019-06-28,1.0,-0.0,-1.3211623880147558,-0.043664834751185724,-2.997063916283972,-2.1666039298351274,0.0
2019-07-01,1.0,-0.0,-1.3044132020148862,-0.05337944515449967,-3.013983910984137,-2.1464551537478385,0.0
2019-07-02,1.0,-0.0,-1.336283855348767,-0.04009683764563474,-3.0181570585565143,-2.1709033136631866,0.0
2019-07-03,1.0,-0.0,-1.3360742305371152,-0.04156608328304164,-3.0000754375377183,-2.16603802051901,0.0
2019-07-05,1.0,-0.0,-1.3032515429775704,-0.049902152641878667,-2.998645190426012,-2.1749209694415175,0.0
2019-07-08,1.0,-0.0,-1.2956672705314012,-0.05419685990338165,-3.013662439613527,-2.1847826086956523,0.0
2019-07-09,1.0,-0.0,-1.275914173466304,-0.058325778180719254,-3.0186612269567847,-2.202251435478997,0.0
2019-07-10,1.0,-0.0,-1.231019019638163,-0.0774702334931189,-3.1643729704654393,-2.258698005257461,0.0
2019-07-11,1.0,-0.0,-1.224947442186405,-0.10737366658880325,-3.189363855796932,-2.264657790235926,0.0
2019-07-12,1.0,-0.0,-1.2429971988795518,-0.10262994086523498,-3.1749144102085283,-2.2603485838779958,0.0
2019-07-15,1.0,-0.0,-1.2768656135709282,-0.13718776748891134,-3.1553964672009958,-2.2120457551941484,0.0
2019-07-16,1.0,-0.0,-1.2651030013116271,-0.09165959416711673,-3.1221356376822778,-2.2365558213100845,0.0
2019-07-17,1.0,-0.0,-1.3054282829851673,-0.07385260542051719,-3.1418808728741165,-2.244544536770987,0.0
2019-07-18,1.0,-0.0,-1.3060274610193159,-0.07990070591885812,-3.1411837716236137,-2.2302381506477387,0.0
2019-07-19,1.0,-0.0,-1.3096919376115466,-0.089082020640956,-3.133623030961434,-2.2272833087607666,0.0
2019-07-22,1.0,-0.0,-1.2465227080611696,-0.05471451625297779,-3.109121647583186,-2.2742641973411204,0.0
2019-07-23,1.0,-0.0,-1.2410582667390797,-0.07223213592986268,-3.1544728062689114,-2.290790596632788,0.0
2019-07-24,1.0,-0.0,-1.2404121794375145,-0.10196017664833038,-3.1407763229255448,-2.2645076315177812,0.0
2019-07-25,1.0,-0.0,-1.197414260277154,-0.12626770922040723,-3.174576139970581,-2.2434775876751565,0.0
2019-07-26,1.0,-0.0,-1.3449248900323678,-0.25869366752427586,-3.278529338534318,-2.4173790356046143,0.0
2019-07-29,1.0,-0.0,-1.3212448132780084,-0.27385892116182575,-3.260746887966805,-2.44298755186722,0.0
2019-07-30,1.0,-0.0,-1.3060118402401402,-0.2869173684649379,-3.2724922871675144,-2.4726924039022764,0.0
2019-07-31,1.0,-0.0,-1.3209568901071518,-0.28856217293795167,-3.245036963202924,-2.451781709444306,0.0
2019-08-01,1.0,-0.0,-1.3427529626253418,-0.2895500124305958,-3.2246623021463496,-2.4301814866992624,0.0
2019-08-02,1.0,-0.0,-1.316557499378161,-0.32816516043445815,-3.2280905397562396,-2.4184561810795127,0.0
2019-08-05,1.0,-0.0,-1.3095704719908543,-0.2821329413686101,-3.16478850236812,-2.409358157765801,0.0
2019-08-06,1.0,-0.0,-1.2930118188308084,-0.25945903069723175,-3.0062663599587536,-2.3733640041246926,0.0
2019-08-07,1.0,-0.0,-1.290530959508429,-0.22136442413738774,-2.9844808570978416,-2.3812824956672443,0.0
2019-08-08,1.0,-0.0,-1.2968356423173806,-0.22418136020151136,-2.977959697732998,-2.372559823677582,0.0
2019-08-09,1.0,-0.0,-1.255362138638483,-0.18627603357165062,-2.922909543052534,-2.406823127137084,0.0
2019-08-12,1.0,-0.0,-1.2349596619285441,-0.24525547445255474,-2.8845178640030733,-2.3187091817134076,0.0
2019-08-13,1.0,-0.0,-1.188475665748393,-0.2319406183042547,-2.89332721150903,-2.3385368839914293,0.0
2019-08-14,1.0,-0.0,-1.2006076718571972,-0.21959741739460695,-2.861526775541208,-2.3142423091530575,0.0
2019-08-15,1.0,-0.0,-1.2680847853963946,-0.2721581051519952,-2.839028437806442,-2.16391340423927,0.0
2019-08-16,1.0,-0.0,-1.2485131370925242,-0.28231574192576975,-2.8385153956184594,-2.1590002258525933,0.0
2019-08-19,1.0,-0.0,-1.218644954059909,-0.2809441995966236,-2.833719279898409,-2.136550384701576,0.0
2019-08-20,1.0,-0.0,-1.219700915110483,-0.27773231158395956,-2.824566624507105,-2.1179227736031545,0.0
2019-08-21,1.0,-0.0,-1.2190299888930025,-0.3409107737874861,-2.77904479822288,-2.065679378008145,0.0
2019-08-22,1.0,-0.0,-1.215550819431175,-0.35202469317263174,-2.7553465128242816,-2.0262364959212174,0.0
2019-08-23,1.0,-0.0,-1.1998231653404068,-0.35433244916003537,-2.7606100795755966,-2.053345122310639,0.0
2019-08-26,1.0,-0.0,-1.1392980935875217,-0.34481513575967654,-2.7302859618717505,-2.0069324090121317,0.0
2019-08-27,1.0,-0.0,-1.1293794697681139,-0.33619880083796866,-2.7309109297117677,-2.0273062197500544,0.0
2019-08-28,1.0,-0.0,-1.1209521767102726,-0.33740796339981416,-2.705411394667239,-1.9847737508042036,0.0
2019-08-29,1.0,-0.0,-1.1221384899758282,-0.3439499502346082,-2.6887530214702116,-1.9545713066969999,0.0
2019-08-30,1.0,-0.0,-1.0928075888432678,-0.3543111992071358,-2.699702675916749,-1.9322525838878666,0.0
2019-09-03,1.0,-0.0,-1.1070212765957448,-0.37056737588652483,-2.702765957446809,-1.9118439716312057,0.0
2019-09-04,1.0,-0.0,-1.0717125816529396,-0.3752485089463221,-2.7184748650951436,-1.9348196535075266,0.0
2019-09-05,1.0,-0.0,-1.0864494239061284,-0.3593694776277656,-2.7220612143917435,-1.9007563441012225,0.0
2019-09-06,1.0,-0.0,-1.0757170978627673,-0.36916479190101237,-2.7253937007874014,-1.8600956130483688,0.0
2019-09-09,1.0,-0.0,-1.0917770034843206,-0.3605574912891986,-2.6866202090592335,-1.829756097560976,0.0
2019-09-10,1.0,-0.0,-1.0909404302261445,-0.3208080529509101,-2.6635410921125207,-1.8193601765030336,0.0
2019-09-11,1.0,-0.0,-1.0882393492347995,-0.32751964704260306,-2.662346615193713,-1.8155935474975873,0.0
2019-09-12,1.0,-0.0,-1.0146987450599738,-0.36233793246897317,-2.711086459127782,-1.8452471746515982,0.0
2019-09-13,1.0,-0.0,-1.0152316038391989,-0.3424676589233551,-2.7218667408540824,-1.8755042425928503,0.0
2019-09-16,1.0,-0.0,-1.015228426395939,-0.3393366247131632,-2.7231068771295464,-1.8760169668312356,0.0
2019-09-17,1.0,-0.0,-0.9853421326849601,-0.3449114275790205,-2.730392497394929,-1.8862104897533865,0.0
2019-09-18,1.0,-0.0,-0.9741048370210091,-0.3731416207161304,-2.7491449710337124,-1.8834368674530606,0.0
2019-09-19,1.0,-0.0,-0.9807397069085833,-0.3759246336357292,-2.7359385903698534,-1.8856943475226797,0.0
2019-09-20,1.0,-0.0,-1.0186653568170654,-0.40769068837274575,-2.7174935092274226,-1.8732018805697848,0.0
2019-09-23,1.0,-0.0,-1.0232313307130827,-0.40623245367770916,-2.7081695676586186,-1.880895564289725,0.0
2019-09-24,1.0,-0.0,-1.0229396771452846,-0.39514301897479465,-2.752478051543472,-1.9095865193996036,0.0
2019-09-25,1.0,-0.0,-1.0161997736276174,-0.3836304470854555,-2.7611063950198074,-1.913200339558574,0.0
2019-09-26,1.0,-0.0,-0.9695174804969662,-0.5810459404796301,-2.8124819416353652,-1.8603004911875178,0.0
2019-09-27,1.0,-0.0,-0.9429425052831013,-0.5692632806237703,-2.8627851052976756,-1.912045471106901,0.0
2019-09-30,1.0,-0.0,-0.8620209569868835,-0.6462226130285045,-2.878947754085147,-1.9404264673554625,0.0
2019-10-01,1.0,-0.0,-0.848224765258216,-0.6607981220657276,-2.8805017605633805,-1.9461561032863848,0.0
2019-10-02,1.0,-0.0,-0.9094456305676213,-0.7421041007141279,-2.848560700876095,-1.8619598026945448,0.0
2019-10-03,1.0,-0.0,-1.003356439255746,-0.7112732579350601,-2.8102152499087922,-1.7717621306092666,0.0
2019-10-04,1.0,-0.0,-1.0436241610738255,-0.7510213014298219,-2.7493434490808286,-1.751021301429822,0.0
2019-10-07,1.0,-0.0,-1.0823832291283562,-0.7418168444280986,-2.754909893343141,-1.7766090474439133,0.0
2019-10-08,1.0,-0.0,-1.0754187882813078,-0.740461958527046,-2.7794258726293264,-1.784222566600251,0.0
2019-10-09,1.0,-0.0,-1.0832967032967031,-0.718095238095238,-2.773040293040293,-1.7515750915750914,0.0
2019-10-10,1.0,-0.0,-1.189549875593757,-0.8505617130362663,-2.688155017718465,-1.8115810902510745,0.0
2019-10-11,1.0,-0.0,-1.2161937192584187,-0.979493000378358,-2.569201664774877,-1.8022701475595915,0.0
2019-10-14,1.0,-0.0,-1.1384603635252788,-1.0926378493966702,-2.654956468611578,-1.7510310065678938,0.0
2019-10-15,1.0,-0.0,-1.141983332059026,-1.1194280908326326,-2.6524963682238707,-1.7318602339628413,0.0
2019-10-16,1.0,-0.0,-1.199666338060211,-1.1189808144384623,-2.5798134526427545,-1.6847652991582622,0.0
2019-10-17,1.0,-0.0,-1.1584256782575468,-1.1836453954910202,-2.5870080244554834,-1.7132594573939626,0.0
2019-10-18,1.0,-0.0,-1.1363252132482902,-1.2069468992545915,-2.594712979328364,-1.7466379774072083,0.0
2019-10-21,1.0,-0.0,-1.1043431387648237,-1.2151547820730015,-2.6014169105190206,-1.7796858154936086,0.0
2019-10-22,1.0,-0.0,-1.0818497109826588,-1.217032755298651,-2.6090944123314066,-1.7991522157996147,0.0
2019-10-23,1.0,-0.0,-1.0830505860579889,-1.194093152375077,-2.6150524367674275,-1.8190160394818014,0.0
2019-10-24,1.0,-0.0,-1.053948397185301,-1.3436278342455041,-2.6093823299452694,-1.811727912431587,0.0
2019-10-25,1.0,-0.0,-1.0527962456003128,-1.3507235041063748,-2.6071959327336724,-1.810872115760657,0.0
2019-10-28,1.0,-0.0,-1.1192718141870683,-1.3890458254865035,-2.592435655994978,-1.7460765850596358,0.0
2019-10-29,1.0,-0.0,-1.1112614405093513,-1.5274970155192995,-2.5758058097890966,-1.744050935137286,0.0
2019-10-30,1.0,-0.0,-1.1165512299976117,-1.5284611097842529,-2.573043547488257,-1.7430140912347742,0.0
2019-10-31,1.0,-0.0,-1.1089937808961887,-1.5373943549673097,-2.5476000637856804,-1.7791420826024558,0.0
2019-11-01,1.0,-0.0,-1.1326923076923079,-1.566746794871795,-2.565064102564103,-1.7483974358974361,0.0
2019-11-04,1.0,-0.0,-1.0877871825876664,-1.660459492140266,-2.5973397823458284,-1.7157597742845627,0.0
2019-11-05,1.0,-0.0,-1.1276665572694453,-1.851985559566787,-2.572366261896948,-1.6527732195602232,0.0
2019-11-06,1.0,-0.0,-1.1150611939055866,-1.8806094413454335,-2.5937890267255015,-1.7362417783698278,0.0
2019-11-07,1.0,-0.0,-1.1100382886632263,-1.8680705843182952,-2.6050441151989348,-1.7404694523056434,0.0
2019-11-08,1.0,-0.0,-1.0696575172070653,-1.867070237996517,-2.6038643336926777,-1.7520524089891367,0.0
2019-11-11,1.0,-0.0,-1.044322960470984,-1.9409587888982338,-2.6374264087468458,-1.7878048780487805,0.0
2019-11-12,1.0,-0.0,-1.030868870384389,-1.9454958364875097,-2.6419379258137776,-1.792833711834469,0.0
2019-11-13,1.0,-0.0,-1.0465559016960888,-2.1230529595015577,-2.6705607476635516,-1.813343717549325,0.0
2019-11-14,1.0,-0.0,-1.0352088065699807,-2.197186790145029,-2.6916826839070414,-1.8125982876113924,0.0
2019-11-15,1.0,-0.0,-1.029364224137931,-2.2880747126436782,-2.7958872126436782,-1.8665589080459768,0.0
2019-11-18,1.0,-0.0,-1.0362096919473969,-2.308232750855702,-2.8026481715006306,-1.8602954422626554,0.0
2019-11-19,1.0,-0.0,-1.2260735080058225,-2.2418122270742358,-2.7598253275109172,-1.8698144104803491,0.0
