Date,IWF,IWM,MTUM,SPY,TRMK,VLUE,VXX
2018-09-24,-0.124062171920211,-0.6433820705195503,-0.06486057409161908,-0.3463498322792103,1.0,-0.3819680946406166,0.0
2018-09-25,-0.12304692510968007,-0.6462529183877671,-0.062010929522538935,-0.34892372424763324,1.0,-0.3853554660440773,0.0
2018-09-26,-0.1235952173243701,-0.646995432852671,-0.06329860932929646,-0.34859136860471085,1.0,-0.3833068199312362,0.0
2018-09-27,-0.12242421112430925,-0.6604348499715953,-0.06042452099364768,-0.35216650312451586,1.0,-0.3867685792490833,0.0
2018-09-28,-0.12114873066294776,-0.6615789881459674,-0.060845536014049226,-0.3521603264378503,1.0,-0.3868701738074946,0.0
2018-10-01,-0.12216165947663454,-0.6606649272816512,-0.06070625920281057,-0.3528196119965901,1.0,-0.38691844695306243,0.0
2018-10-02,-0.12219864396252782,-0.6711609129962218,-0.057760985456239325,-0.3515345996584028,1.0,-0.38522850784120904,0.0
2018-10-03,-0.12205091059602649,-0.6678135347682119,-0.0574296357615894,-0.35254552980132453,1.0,-0.38708091887417223,0.0
2018-10-04,-0.12047470005216485,-0.6826551904016693,-0.056624934793948874,-0.3511476264997392,1.0,-0.39736567553468966,0.0
2018-10-05,-0.10881152336132706,-0.6791295078131093,-0.04685265593718312,-0.3583110163542289,1.0,-0.4069056966797535,0.0
2018-10-08,-0.1074562542188068,-0.6772937328002492,-0.04449867594371462,-0.3603510047250636,1.0,-0.40658912716132717,0.0
2018-10-09,-0.10564185152475453,-0.6783209517377526,-0.0396384227752091,-0.3633175749389579,1.0,-0.4106447088160424,0.0
2018-10-10,-0.10660676258245469,-0.6773489845738326,-0.040902716459772503,-0.3639173115878045,1.0,-0.4082220952578819,0.0
2018-10-11,-0.07328539120270373,-0.6832515945417122,-0.002159936980662211,-0.35885447106955,1.0,-0.42355093639620867,0.0
2018-10-12,-0.06637608014070506,-0.690856720450664,-0.0,-0.3630802171751931,1.0,-0.4287170859779256,0.0
2018-10-15,-0.027803450400492914,-0.7402187307455329,-0.0,-0.36221503388786197,1.0,-0.43702505647976997,0.0
2018-10-16,-0.021704469474875275,-0.7523787481355758,-0.0,-0.3614668518232783,1.0,-0.43609525279020733,0.0
2018-10-17,-0.009225842525288467,-0.731510191633203,-0.0,-0.35912163879428666,1.0,-0.44167132618309357,0.0
2018-10-18,-0.008315743966635302,-0.7298781883376141,-0.0,-0.3622816163568395,1.0,-0.4425654197289118,0.0
2018-10-19,-0.0012177177939012634,-0.7317469176518342,-0.0,-0.3615099700644376,1.0,-0.44243746511745907,0.0
2018-10-22,-0.0035140434417254463,-0.7423034809401339,-0.0,-0.3597310992844593,1.0,-0.4408596674390772,0.0
2018-10-23,-0.0,-0.7494788852003397,-0.0,-0.3732211328135052,1.0,-0.4507064000617617,0.0
2018-10-24,-0.0,-0.7483094644280462,-0.0,-0.3721492299385494,1.0,-0.4506723574936364,0.0
2018-10-25,-0.0,-0.7462977197027927,-0.0,-0.3689213425570075,1.0,-0.4469126313092493,0.0
2018-10-26,-0.0,-0.7431347481462541,-0.0,-0.3687036563538737,1.0,-0.445026847353618,0.0
2018-10-29,-0.0,-0.7459237745847346,-0.0,-0.35753592173647203,1.0,-0.4441811882197086,0.0
2018-10-30,-0.0,-0.7463928112965339,-0.0,-0.3546598202824134,1.0,-0.4663414634146341,0.0
2018-10-31,-0.0,-0.738882495844521,-0.0,-0.3538933640199463,1.0,-0.4644418872266973,0.0
2018-11-01,-0.0,-0.7409924873511524,-0.0,-0.3514079828282312,1.0,-0.4629222670823324,0.0
2018-11-02,-0.0,-0.723429152887306,-0.0,-0.3593487662172475,1.0,-0.4611294835919613,0.0
2018-11-05,-0.0,-0.7366772756206238,-0.0,-0.3596944621260344,1.0,-0.44977721196690007,0.0
2018-11-06,-0.0,-0.7349726079755382,-0.0,-0.36109058478787104,1.0,-0.4520066250477767,0.0
2018-11-07,-0.0,-0.7349299363057324,-0.0,-0.36091719745222933,1.0,-0.4519235668789809,0.0
2018-11-08,-0.0,-0.7352247661063361,-0.0,-0.34512309525620544,1.0,-0.45508481022286457,0.0
2018-11-09,-0.0,-0.7353605031574142,-0.0,-0.3452867033552281,1.0,-0.45542846998554437,0.0
2018-11-12,-0.0,-0.7268589921873025,-0.0,-0.3479305200879877,1.0,-0.4535915653207252,0.0
2018-11-13,-0.0,-0.7234961697852568,-0.0,-0.34052492779103355,1.0,-0.44759512746452346,0.0
2018-11-14,-0.0,-0.7231642675911273,-0.0,-0.3413721204813224,1.0,-0.44760971688396517,0.0
2018-11-15,-0.0,-0.7240052316514916,-0.0,-0.3407616077267468,1.0,-0.4504250716836863,0.0
2018-11-16,-0.0,-0.7311705702519012,-0.0,-0.34508198792288847,1.0,-0.45033982667576244,0.0
2018-11-19,-0.0,-0.7318886388348042,-0.0,-0.34601866133967174,1.0,-0.4507295117202316,0.0
2018-11-20,-0.0,-0.7224361394236819,-0.0,-0.3373851767962754,1.0,-0.45687680885868887,0.0
2018-11-21,-0.0,-0.721285220959912,-0.0,-0.3352935288524098,1.0,-0.44577348481057005,0.0
2018-11-23,-0.0,-0.7135106755337767,-0.0,-0.3395169758487924,1.0,-0.4470973548677434,0.0
2018-11-26,-0.0,-0.714275001874672,-0.0,-0.3388407028769966,1.0,-0.4464468717974355,0.0
2018-11-27,-0.0,-0.71436053471668,-0.0,-0.33559457302474066,1.0,-0.4440592577813249,0.0
2018-11-28,-0.0,-0.7072172154679581,-0.0,-0.34148837905983975,1.0,-0.44773697481089453,0.0
2018-11-29,-0.0,-0.6979892395804923,-0.0,-0.3348126844023504,1.0,-0.4465822031587038,0.0
2018-11-30,-0.0,-0.6981380011405053,-0.0,-0.3345647484689956,1.0,-0.4466565839387102,0.0
2018-12-03,-0.0,-0.6989917552398928,-0.0,-0.3362719777490812,1.0,-0.4481225787225589,0.0
2018-12-04,-0.0,-0.7013630731102849,-0.0,-0.33112763320941757,1.0,-0.4458240396530359,0.0
2018-12-06,-0.0,-0.6966665845426102,-0.0,-0.3259257434280224,1.0,-0.4411293700263618,0.0
2018-12-07,-0.0,-0.6973243323149699,-0.0,-0.3269439243126047,1.0,-0.43948950428698136,0.0
2018-12-10,-0.0,-0.7004132736654195,-0.0,-0.3210818477490035,1.0,-0.42391118284302937,0.0
2018-12-11,-0.0,-0.7041454973860539,-0.0,-0.31438529317919645,1.0,-0.4358785558255406,0.0
2018-12-12,-0.0,-0.7040818831152893,-0.0,-0.31498981370118556,1.0,-0.43545813799366734,0.0
2018-12-13,-0.0,-0.7014471425067452,-0.0,-0.3172185430463576,1.0,-0.43411822418444934,0.0
2018-12-14,-0.0,-0.7210788668443392,-0.0,-0.31006317244102266,1.0,-0.43653143816010265,0.0
2018-12-17,-0.0,-0.7198621708097466,-0.0,-0.30127984248092543,1.0,-0.44009352695052917,0.0
2018-12-18,-0.0,-0.7105695039804042,-0.0,-0.29570116350275566,1.0,-0.4431843233312921,0.0
2018-12-19,-0.0,-0.7113922809082438,-0.0,-0.2970428130057378,1.0,-0.44362709038301207,0.0
2018-12-20,-0.0,-0.7101122493995392,-0.0,-0.2975344345865399,1.0,-0.4432135679623548,0.0
2018-12-21,-0.0,-0.7130891330891331,-0.0,-0.3001709401709402,1.0,-0.42874236874236876,0.0
2018-12-24,-0.0,-0.7065135404754374,-0.0,-0.2943867247378282,1.0,-0.4322246283364558,0.0
2018-12-26,-0.0,-0.7090340716328212,-0.0,-0.2862404885377793,1.0,-0.4280279164445306,0.0
2018-12-27,-0.0,-0.6936741457831613,-0.0,-0.26357328500918,1.0,-0.4271918739121105,0.0
2018-12-28,-0.0,-0.6953651852734422,-0.0,-0.26219468604789703,1.0,-0.4253782914333373,0.0
2018-12-31,-0.0,-0.6970180916740162,-0.0,-0.261816794984864,1.0,-0.424784878316211,0.0
2019-01-02,-0.0,-0.6964464345257944,-0.0,-0.259991425713333,1.0,-0.4253084361453818,0.0
2019-01-03,-0.0,-0.6966094021777979,-0.0,-0.25857180299745053,1.0,-0.42752984345588413,0.0
2019-01-04,-0.0,-0.6994022203245089,-0.0,-0.24345288926843153,1.0,-0.4293101812316159,0.0
2019-01-07,-0.0,-0.6882101605784581,-0.0,-0.23859047797915298,1.0,-0.42083763733683915,0.0
2019-01-08,-0.0,-0.6752503576537912,-0.0,-0.2503342010835151,1.0,-0.41966275006449494,0.0
2019-01-09,-0.0,-0.6657450148792089,-0.0,-0.2509079832228132,1.0,-0.42652951238371956,0.0
2019-01-10,-0.0,-0.6633950949848915,-0.0,-0.2535194771731747,1.0,-0.42549951980511114,0.0
2019-01-11,-0.0,-0.6589150921280885,-0.0,-0.2551690187069248,1.0,-0.43016550236766843,0.0
2019-01-14,-0.0,-0.6578441485371344,-0.0,-0.25712678169542386,1.0,-0.4293885971492873,0.0
2019-01-15,-0.0,-0.6531574871518082,-0.0,-0.2559078215568019,1.0,-0.43763640203693704,0.0
2019-01-16,-0.0,-0.652194309572397,-0.0,-0.2556235779794994,1.0,-0.4377594820913377,0.0
2019-01-17,-0.0,-0.6526770415228974,-0.0,-0.25542802150083327,1.0,-0.4391709504025538,0.0
2019-01-18,-0.0,-0.6459680083046289,-0.0,-0.26178455150285473,1.0,-0.4515406030293021,0.0
2019-01-22,-0.0,-0.7340254286714102,-0.0,-0.13201912982619854,1.0,-0.4668610754694973,0.0
2019-01-23,-0.0,-0.7203997291554787,-0.0,-0.13383455135539005,1.0,-0.48063228186509144,0.0
2019-01-24,-0.0,-0.7145794392523365,-0.0,-0.14462616822429905,1.0,-0.4772429906542056,0.0
2019-01-25,-0.0,-0.7434346276495967,-0.0,-0.0770493340836616,1.0,-0.5243153254548865,0.0
2019-01-28,-0.0,-0.7464372773298331,-0.0,-0.07270766922932682,1.0,-0.5247515469716857,0.0
2019-01-29,-0.0,-0.7376356206847964,-0.0,-0.07078108120802218,1.0,-0.5399934244516463,0.0
2019-01-30,-0.0,-0.7388862781954888,-0.0,-0.07199248120300752,1.0,-0.5387218045112783,0.0
2019-01-31,-0.0,-0.7389970252734641,-0.0,-0.0508982737216874,1.0,-0.5524090600332607,0.0
2019-02-01,-0.0,-0.738693113877752,-0.0,-0.0562941079927786,1.0,-0.549623689948653,0.0
2019-02-04,-0.0,-0.7342794913229818,-0.0,-0.05871331881308696,1.0,-0.5489589920138646,0.0
2019-02-05,-0.0,-0.7353120314842579,-0.0,-0.06156296851574213,1.0,-0.5457037106446777,0.0
2019-02-06,-0.0,-0.719301939317379,-0.0,-0.06615668935831753,1.0,-0.5538868224670737,0.0
2019-02-07,-0.0,-0.7133414303732424,-0.0,-0.06476853365721492,1.0,-0.5575512682767318,0.0
2019-02-08,-0.0,-0.7253212856106183,-0.0,-0.08373323345583933,1.0,-0.531824246822257,0.0
2019-02-11,-0.0,-0.71952163207879,-0.0,-0.09011607456911713,1.0,-0.5353030835971392,0.0
2019-02-12,-0.0,-0.7259170541543375,-0.0,-0.08968578272509511,1.0,-0.5327838053637687,0.0
2019-02-13,-0.0,-0.7248751670300302,-0.0,-0.09077056520617952,1.0,-0.5286353939564432,0.0
2019-02-14,-0.0,-0.7114169622096438,-0.0,-0.10554994480588112,1.0,-0.5316955163585974,0.0
2019-02-15,-0.0,-0.6994553479199924,-0.0,-0.11127805427739693,1.0,-0.5369048736970607,0.0
2019-02-19,-0.0,-0.697596921055102,-0.0,-0.11276166338120718,1.0,-0.5363747301229701,0.0
2019-02-20,-0.0,-0.6901487906353572,-0.0,-0.11435488799567496,1.0,-0.5460357755682487,0.0
2019-02-21,-0.0,-0.6894209222785705,-0.0,-0.11583913197311003,1.0,-0.5535322561622833,0.0
2019-02-22,-0.0,-0.6780443021586121,-0.0,-0.1285515877686495,1.0,-0.5473976601304112,0.0
2019-02-25,-0.0,-0.6773768950522976,-0.0,-0.12596074744388294,1.0,-0.5471148196027735,0.0
2019-02-26,-0.0,-0.6778621289397607,-0.0,-0.12494417937809951,1.0,-0.5475356664394669,0.0
2019-02-27,-0.0,-0.6842167117170056,-0.0,-0.11627688330003526,1.0,-0.5499588670819132,0.0
2019-02-28,-0.0,-0.6875995875902147,-0.0,-0.11838035429749744,1.0,-0.5372574749273596,0.0
2019-03-01,-0.0,-0.6918265514090941,-0.0,-0.1205519244734931,1.0,-0.5302551127978072,0.0
2019-03-04,-0.0,-0.6855038578442834,-0.0,-0.1250175356558335,1.0,-0.5275660509703063,0.0
2019-03-05,-0.0,-0.6802518844515193,-0.0,-0.13404185589212977,1.0,-0.526639823961796,0.0
2019-03-06,-0.0,-0.6755897411918734,-0.0,-0.1374231407663713,1.0,-0.5249339536623571,0.0
2019-03-07,-0.0,-0.6665187434310406,-0.0,-0.1444353614387481,1.0,-0.5246525750321149,0.0
2019-03-08,-0.0,-0.672606153774486,-0.0,-0.12743111359560247,1.0,-0.5291966552535347,0.0
2019-03-11,-0.0,-0.6736530436201711,-0.0,-0.1278297158044436,1.0,-0.5298999836803208,0.0
2019-03-12,-0.0,-0.6615312900594337,-0.0,-0.13259526861671134,1.0,-0.5366041253933108,0.0
2019-03-13,-0.0,-0.6621073725417095,-0.0,-0.1328641998322304,1.0,-0.5351617112498835,0.0
2019-03-14,-0.0,-0.6629407107260956,-0.0,-0.13411112663592753,1.0,-0.5316706254948536,0.0
2019-03-15,-0.0,-0.6544066134230069,-0.0,-0.14051188641352577,1.0,-0.5403530895334174,0.0
2019-03-18,-0.0,-0.6573216755350321,-0.0,-0.14617566395536907,1.0,-0.5405405405405406,0.0
2019-03-19,-0.0,-0.6600192836817723,-0.0,-0.1449568468828634,1.0,-0.5466923782423629,0.0
2019-03-20,-0.0,-0.6735971647962198,-0.0,-0.14353219137625517,1.0,-0.5455168340224453,0.0
2019-03-21,-0.0,-0.6747218934911242,-0.0,-0.13659171597633135,1.0,-0.5555739644970414,0.0
