Date,IWF,IWM,MTUM,NDLS,SPY,VLUE,VXX
2018-10-29,-1.0856208587901213,-2.5854057310042164,-0.0,1.0,-1.9924275019361501,-1.9417433955769727,0.0
2018-10-30,-1.0829318651066757,-2.5852546455609087,-0.0,1.0,-1.9919993117687544,-1.9427907777013078,0.0
2018-10-31,-1.0898464163822528,-2.529607508532423,-0.0,1.0,-1.9854095563139933,-1.9276450511945393,0.0
2018-11-01,-1.0457650273224044,-2.571892076502732,-0.0,1.0,-1.987278005464481,-1.933316256830601,0.0
2018-11-02,-1.074667809687098,-2.507586798114016,-0.0,1.0,-2.0444063437633946,-1.9460780111444491,0.0
2018-11-05,-1.0663401220245767,-2.546704477098909,-0.0,1.0,-2.0522471427343816,-1.927988313139125,0.0
2018-11-06,-1.0721525511080572,-2.550420889881464,-0.0,1.0,-2.046813262326061,-1.920202714310256,0.0
2018-11-07,-1.0693264693264695,-2.54989274989275,-0.0,1.0,-2.0427284427284427,-1.918060918060918,0.0
2018-11-08,-0.9925157339683619,-2.558683449566253,-0.0,1.0,-2.019986392243579,-1.9336621874468447,0.0
2018-11-09,-0.9959952283571915,-2.563309475119291,-0.0,1.0,-2.0232617586912065,-1.9383094751192909,0.0
2018-11-12,-1.00282340862423,-2.533110882956879,-0.0,1.0,-2.06776180698152,-1.9521731690622863,0.0
2018-11-13,-0.936874000505008,-2.5079538759363693,-0.0,1.0,-2.048480767612154,-1.9234912886120699,0.0
2018-11-14,-0.9383100488133311,-2.5065645514223194,-0.0,1.0,-2.04856084834203,-1.9226561184985693,0.0
2018-11-15,-0.9368323660526539,-2.511817646564051,-0.0,1.0,-2.057195727142737,-1.905206493397258,0.0
2018-11-16,-0.9264730569078395,-2.4891724022158805,-0.0,1.0,-2.056991774383079,-1.920849420849421,0.0
2018-11-19,-0.9332101150970343,-2.4897084768545747,-0.0,1.0,-2.05645635554062,-1.9218684365286063,0.0
2018-11-20,-0.821922400067041,-2.481605631442219,-0.0,1.0,-2.0826280063688927,-1.9939663119081539,0.0
2018-11-21,-0.8326825621001911,-2.4695522140068125,-0.0,1.0,-2.0778433164409735,-1.927556700174462,0.0
2018-11-23,-0.8348677117027453,-2.4419839097619644,-0.0,1.0,-2.087501036742142,-1.929584473749689,0.0
2018-11-26,-0.8329466357308585,-2.4455585018230033,-0.0,1.0,-2.0828637719588996,-1.9250082863771958,0.0
2018-11-27,-0.8054503540260168,-2.451259673966738,-0.0,1.0,-2.067511938086613,-1.9089412152148857,0.0
2018-11-28,-0.8047473831698674,-2.463281958295558,-0.0,1.0,-2.0653589384323743,-1.9085139701640155,0.0
2018-11-29,-0.7214047638403382,-2.430208926103569,-0.0,1.0,-2.056824648402569,-1.9209820339809773,0.0
2018-11-30,-0.7298260149130075,-2.476470588235294,-0.0,1.0,-2.1009942004971003,-1.9777133388566694,0.0
2018-12-03,-0.7296888141295206,-2.5217830109335573,-0.0,1.0,-2.1438183347350717,-2.015138772077376,0.0
2018-12-04,-0.7088628762541805,-2.520903010033445,-0.0,1.0,-2.1281772575250835,-2.003260869565217,0.0
2018-12-06,-0.6579555413911241,-2.3399729105250575,-0.0,1.0,-2.074496056091148,-1.895068122061987,0.0
2018-12-07,-0.664726982861698,-2.340534077321642,-0.0,1.0,-2.0756476683937826,-1.8903945795137505,0.0
2018-12-10,-0.5964761158966327,-2.335473766640564,-0.0,1.0,-2.0574784651527014,-1.841425215348473,0.0
2018-12-11,-0.5995615065382508,-2.3340380549682878,-0.0,1.0,-2.057473964450709,-1.8391668624226765,0.0
2018-12-12,-0.5985584456283296,-2.335553118144782,-0.0,1.0,-2.058210592290818,-1.8422124725791287,0.0
2018-12-13,-0.5982939427140398,-2.331429018625763,-0.0,1.0,-2.0568946627015183,-1.8393332289873219,0.0
2018-12-14,-0.5996712843390467,-2.3315332237614466,-0.0,1.0,-2.0560381936291776,-1.8393206543006966,0.0
2018-12-17,-0.5716504854368932,-2.321398058252427,-0.0,1.0,-2.0304466019417475,-1.8435728155339803,0.0
2018-12-18,-0.5375105582431083,-2.2894110420026106,-0.0,1.0,-2.0133609767334715,-1.838516470859249,0.0
2018-12-19,-0.5393534515856561,-2.288796744221761,-0.0,1.0,-2.0125163172848035,-1.838132534746218,0.0
2018-12-20,-0.5322421012561858,-2.2516939474685955,-0.0,1.0,-2.0110392082223068,-1.8183479253901789,0.0
2018-12-21,-0.5186420127311306,-2.2579569566535316,-0.0,1.0,-2.020612306759624,-1.7808426795998786,0.0
2018-12-24,-0.4707205518482418,-2.2088925545474996,-0.0,1.0,-2.006223288595636,-1.8121016720401892,0.0
2018-12-26,-0.4668703883133338,-2.2446150406201086,-0.0,1.0,-1.957889244987702,-1.7838563017067897,0.0
2018-12-27,-0.3237435750999429,-2.1710451170759564,-0.0,1.0,-1.8262421473443744,-1.8176756139348944,0.0
2018-12-28,-0.3130360205831904,-2.1868210405946256,-0.0,1.0,-1.8300457404230992,-1.8170383076043457,0.0
2018-12-31,-0.3093788063337394,-2.199899691910869,-0.0,1.0,-1.834849896109479,-1.8207351149960593,0.0
2019-01-02,-0.3042265608238575,-2.1974540513480654,-0.0,1.0,-1.8305084745762712,-1.8194235857827363,0.0
2019-01-03,-0.3142816317782382,-2.1921125955561904,-0.0,1.0,-1.835393298563978,-1.8026720011431019,0.0
2019-01-04,-0.2569449353219764,-2.1995476072665583,-0.0,1.0,-1.8070262246412665,-1.8050470064324589,0.0
2019-01-07,-0.2040521978021978,-2.1275412087912087,-0.0,1.0,-1.784340659340659,-1.7521291208791208,0.0
2019-01-08,-0.20633508927960595,-2.1064513922145447,-0.0,1.0,-1.7856605322569612,-1.742902100294178,0.0
2019-01-09,-0.19990438464690619,-2.08420980740336,-0.0,1.0,-1.7879388061740202,-1.7576150799071166,0.0
2019-01-10,-0.20387220359854966,-2.079291236231785,-0.0,1.0,-1.7997537114318947,-1.7585003762742013,0.0
2019-01-11,-0.204957429277671,-2.0666712441636914,-0.0,1.0,-1.8133067838505905,-1.7812414171930788,0.0
2019-01-14,-0.22475458227500514,-2.0635683393972677,-0.0,1.0,-1.8105306514725064,-1.7659778952426717,0.0
2019-01-15,-0.2199683696623805,-2.0572096541291343,-0.0,1.0,-1.8103554974902014,-1.7886268307776938,0.0
2019-01-16,-0.21256271046663458,-2.059102467184386,-0.0,1.0,-1.8084667720431584,-1.7922479554669783,0.0
2019-01-17,-0.21407967032967032,-2.054945054945055,-0.0,1.0,-1.8082417582417583,-1.7909340659340658,0.0
2019-01-18,-0.22546583850931676,-2.0292615596963426,-0.0,1.0,-1.8089717046238787,-1.8375431331953072,0.0
2019-01-22,-0.0,-2.1721554770318026,-0.0,1.0,-2.0143462897526505,-1.8806360424028272,0.0
2019-01-23,-0.0,-2.135824394402216,-0.0,1.0,-2.044327626624991,-1.9236342970803435,0.0
2019-01-24,-0.0,-2.1473265073947667,-0.0,1.0,-2.0327076222980662,-1.9303185437997727,0.0
2019-01-25,-0.0,-2.135326688815061,-0.0,1.0,-2.2064230343300113,-2.041048357327427,0.0
2019-01-28,-0.0,-2.0933009064780013,-0.0,1.0,-2.2433488097870145,-2.0330901319183434,0.0
2019-01-29,-0.0,-2.0659332545776725,-0.0,1.0,-2.255759007678677,-2.0616509155345537,0.0
2019-01-30,-0.0,-2.0554010538641685,-0.0,1.0,-2.2329478922716626,-2.0301522248243558,0.0
2019-01-31,-0.0,-2.0882180108711617,-0.0,1.0,-2.1759218451593947,-2.081166446305274,0.0
2019-02-01,-0.0,-2.0887857353374595,-0.0,1.0,-2.192749778956675,-2.0865753020925433,0.0
2019-02-04,-0.0,-2.095845938168671,-0.0,1.0,-2.2019479082122038,-2.080646351361322,0.0
2019-02-05,-0.0,-2.0159960187686616,-0.0,1.0,-2.0662590644106356,-2.027015498364851,0.0
2019-02-06,-0.0,-2.01159152325416,-0.0,1.0,-2.0667045939411177,-2.0330678424121746,0.0
2019-02-07,-0.0,-1.9966020104771345,-0.0,1.0,-2.060455896927651,-2.0220869318986265,0.0
2019-02-08,-0.0,-2.004054342414112,-0.0,1.0,-2.093676648410271,-2.015150437442208,0.0
2019-02-11,-0.0,-1.9946451520776811,-0.0,1.0,-2.110595459088962,-2.034556618592032,0.0
2019-02-12,-0.0,-2.00480390048039,-0.0,1.0,-2.126335412633541,-2.0388614038861403,0.0
2019-02-13,-0.0,-2.015820745937433,-0.0,1.0,-2.117689168873935,-2.025198654162789,0.0
2019-02-14,-0.0,-1.9276610893556425,-0.0,1.0,-2.151156995372019,-2.0411534353862586,0.0
2019-02-15,-0.0,-1.9181049790468074,-0.0,1.0,-2.1469564599758506,-2.0376447190851623,0.0
2019-02-19,-0.0,-1.882937917317801,-0.0,1.0,-2.180139224321637,-2.0402045745134254,0.0
2019-02-20,-0.0,-1.868241805023414,-0.0,1.0,-2.192989924790691,-2.034057045551298,0.0
2019-02-21,-0.0,-1.8684733257661748,-0.0,1.0,-2.193175368898978,-2.0325624290578888,0.0
2019-02-22,-0.0,-1.8529245149412263,-0.0,1.0,-2.2068403908794787,-2.0213850729358445,0.0
2019-02-25,-0.0,-1.870408820791867,-0.0,1.0,-2.2458652538125583,-2.0434595833035014,0.0
2019-02-26,-0.0,-1.8784933171324423,-0.0,1.0,-2.234865270531056,-2.03409334572225,0.0
2019-02-27,-0.0,-1.8734528382415705,-0.0,1.0,-2.2104139991463936,-2.0295205576895716,0.0
2019-02-28,-0.0,-1.882382239931692,-0.0,1.0,-2.2148142877472607,-2.018144300555002,0.0
2019-03-01,-0.0,-1.8496656203084483,-0.0,1.0,-2.0729493653609934,-1.9015285928756653,0.0
2019-03-04,-0.0,-1.7905048478769645,-0.0,1.0,-2.0441992644600466,-1.8520896021397528,0.0
2019-03-05,-0.0,-1.7720203780667647,-0.0,1.0,-2.072328730392814,-1.8589623273897304,0.0
2019-03-06,-0.0,-1.7685845723048201,-0.0,1.0,-2.0571371424761646,-1.8413894259617305,0.0
2019-03-07,-0.0,-1.7384697060189793,-0.0,1.0,-2.075452916583715,-1.8221514367244012,0.0
2019-03-08,-0.0,-1.7379639591178053,-0.0,1.0,-2.1354895104895104,-1.8505917159763317,0.0
2019-03-11,-0.0,-1.7482063546293134,-0.0,1.0,-2.166860266484455,-1.917936453706867,0.0
2019-03-12,-0.0,-1.6956854558107168,-0.0,1.0,-2.2377870563674325,-2.0254697286012524,0.0
2019-03-13,-0.0,-1.7246488764044945,-0.0,1.0,-2.2589185393258426,-2.0389044943820225,0.0
2019-03-14,-0.0,-1.7220739075453142,-0.0,1.0,-2.264226499929746,-2.0392019109175217,0.0
2019-03-15,-0.0,-1.7192400056505155,-0.0,1.0,-2.2790648396666193,-2.0648396666195787,0.0
2019-03-18,-0.0,-1.8777777777777778,-0.0,1.0,-2.491019786910198,-2.2415525114155255,0.0
2019-03-19,-0.0,-1.8988323859271778,-0.0,1.0,-2.502688585036104,-2.280150560762022,0.0
2019-03-20,-0.0,-1.910536472404477,-0.0,1.0,-2.5116171362408335,-2.2968737939019683,0.0
2019-03-21,-0.0,-1.915512572533849,-0.0,1.0,-2.560773694390716,-2.26073500967118,0.0
2019-03-22,-0.0,-1.9113154613466337,-0.0,1.0,-2.6238310473815463,-2.2578709476309227,0.0
2019-03-25,-0.0,-1.7369068676459278,-0.0,1.0,-2.6892255633315387,-2.2644005229562407,0.0
2019-03-26,-0.0,-1.7553879310344827,-0.0,1.0,-2.6635621921182264,-2.27809421182266,0.0
2019-03-27,-0.0,-1.7169044331952754,-0.0,1.0,-2.6770210154931737,-2.275962570946464,0.0
2019-03-28,-0.0,-1.7091034588542064,-0.0,1.0,-2.667612546974461,-2.2925837871002375,0.0
2019-03-29,-0.0,-1.6975478927203065,-0.0,1.0,-2.6685823754789273,-2.296704980842912,0.0
2019-04-01,-0.0,-1.7042285889382567,-0.0,1.0,-2.660640416730504,-2.295618201317604,0.0
2019-04-02,-0.0,-1.7316496261254386,-0.0,1.0,-2.679078284755074,-2.2193651762551503,0.0
2019-04-03,-0.0,-1.7354497354497354,-0.0,1.0,-2.686373744344759,-2.2463768115942027,0.0
2019-04-04,-0.0,-1.7473306835008962,-0.0,1.0,-2.7711791754344945,-2.27511495596602,0.0
2019-04-05,-0.0,-1.737662541124863,-0.0,1.0,-2.7838790537364875,-2.3117656274479086,0.0
2019-04-08,-0.0,-1.7264482839496522,-0.0,1.0,-2.7810960831834883,-2.3104526620279886,0.0
2019-04-09,-0.0,-1.7139270302079246,-0.0009415457041977246,1.0,-2.819772459788152,-2.31157316594743,0.0
2019-04-10,-0.0,-1.6944748786977617,-0.012756299890436687,1.0,-2.825716074503052,-2.2930035999373923,0.0
2019-04-11,-0.0,-1.6656765418588293,-0.048620339248026265,1.0,-2.834284374267178,-2.2681153755960293,0.0
2019-04-12,-0.0,-1.6636974527269885,-0.04828879512423816,1.0,-2.8340365682137834,-2.26769807782466,0.0
2019-04-15,-0.0,-1.6682846629609331,-0.04063258435762937,1.0,-2.842401941595553,-2.2776951381821027,0.0
2019-04-16,-0.0,-1.6671625430629502,-0.051753836517381774,1.0,-2.838709677419355,-2.271922956467272,0.0
2019-04-17,-0.0,-1.645883919479909,-0.06790945406125166,1.0,-2.848672358424062,-2.270227931385603,0.0
2019-04-18,-0.0,-1.6371486889621605,-0.05463966085727744,1.0,-2.855471816611713,-2.3032658188098605,0.0
2019-04-22,-0.0,-1.6418098691470913,-0.04981869777707709,1.0,-2.8708024594040675,-2.3202743181459877,0.0
2019-04-23,-0.0,-1.6451434878587194,-0.052980132450331126,1.0,-2.8701513718070006,-2.31559444970041,0.0
2019-04-24,-0.0,-1.6136131415546648,-0.05808378527076947,1.0,-2.8649689538630825,-2.3231156173858363,0.0
2019-04-25,-0.0,-1.6138941398865785,-0.09136735979836169,1.0,-2.8659420289855078,-2.3052930056710776,0.0
2019-04-26,-0.0,-1.5983923082985263,-0.1265663172826858,1.0,-2.8735124911340533,-2.282370557175506,0.0
2019-04-29,-0.0,-1.5317810885677923,-0.11814030096578573,1.0,-2.7003069551546006,-2.1364827431309426,0.0
2019-04-30,-0.0,-1.539265850945495,-0.12146829810901,1.0,-2.6657767890248425,-2.089210233592881,0.0
2019-05-01,-0.007898427696168893,-1.5184173617775152,-0.12224108658743632,1.0,-2.6721783420683543,-2.060972909131173,0.0
2019-05-02,-0.0,-1.5278669390137145,-0.10351619492267289,1.0,-2.600962941348118,-2.0626641377297927,0.0
2019-05-03,-0.0024761488602432456,-1.520501056004661,-0.10873206612774017,1.0,-2.5944213822736875,-2.0566601121549777,0.0
2019-05-06,-0.0,-1.482381090487239,-0.125,1.0,-2.5919373549883993,-2.0506090487238984,0.0
2019-05-07,-0.0,-1.5008017492711372,-0.13877551020408166,1.0,-2.5927842565597667,-2.056195335276968,0.0
2019-05-08,-0.0,-1.4620982850554838,-0.16140654272949995,1.0,-2.5415045395590146,-2.040639861651535,0.0
2019-05-09,-0.0,-1.4572600374154554,-0.16290113685422364,1.0,-2.538782558641531,-2.036336163476759,0.0
2019-05-10,-0.0,-1.4601399610417716,-0.17119976913642593,1.0,-2.548878147319818,-2.034196666907149,0.0
2019-05-13,-0.0,-1.4751741514747294,-0.20297910182303247,1.0,-2.6382836816362825,-2.0942641173855048,0.0
2019-05-14,-0.0,-1.356934306569343,-0.3348175182481752,1.0,-2.5731386861313865,-2.0343795620437954,0.0
2019-05-15,-0.0,-1.361342086068563,-0.3678336980306346,1.0,-2.5800145878920495,-1.984828592268417,0.0
2019-05-16,-0.0,-1.3610000726797007,-0.37989679482520533,1.0,-2.559124936405262,-1.9679482520532017,0.0
2019-05-17,-0.0,-1.3390201224846894,-0.39814814814814814,1.0,-2.5343394575678038,-2.019320501603966,0.0
2019-05-20,-0.0,-1.3126635649898228,-0.420689153823786,1.0,-2.522244838615877,-2.0139575457981973,0.0
2019-05-21,-0.0,-1.31102390814621,-0.43063730833515,1.0,-2.5133347867160816,-2.0119177385364435,0.0
2019-05-22,-0.0,-1.2879856115107913,-0.4455395683453237,1.0,-2.485755395683453,-1.974964028776978,0.0
2019-05-23,-0.0,-1.290407452179478,-0.48887150679086966,1.0,-2.4337623551162624,-1.8978169665078575,0.0
2019-05-24,-0.0,-1.2481102084069233,-0.5051925114800424,1.0,-2.423242670434475,-1.888166725538679,0.0
2019-05-28,-0.0,-1.2350490715243945,-0.5051895784791358,1.0,-2.426039680858575,-1.8943726611593588,0.0
2019-05-29,-0.0,-1.2283889980353635,-0.499228178501263,1.0,-2.4150294695481334,-1.8739124333426884,0.0
2019-05-30,-0.0,-1.2255328098710039,-0.49628435221536743,1.0,-2.4141895681435783,-1.8745793606281551,0.0
2019-05-31,-0.0,-1.23247491404112,-0.4867728580450495,1.0,-2.4135850115781348,-1.8842186513227142,0.0
2019-06-03,-0.0,-1.2248940162624227,-0.52991868788658,1.0,-2.390506637014386,-1.8045034401278754,0.0
2019-06-04,-0.0,-1.1869242403409872,-0.5157431596315138,1.0,-2.3695861405197305,-1.8024886566753744,0.0
2019-06-05,-0.0,-1.10469718960285,-0.544135110172846,1.0,-2.2794563926639397,-1.6688877160575273,0.0
2019-06-06,-0.0,-1.1544526901669758,-0.4949642194540154,1.0,-2.2600715610919693,-1.7165385634773391,0.0
2019-06-07,-0.0,-1.1668412095824061,-0.4998690928131954,1.0,-2.2006152637779817,-1.6780337740541955,0.0
2019-06-10,-0.0,-1.1790155779552298,-0.49823275297813846,1.0,-2.176070166252127,-1.6921062966356855,0.0
2019-06-11,-0.0,-1.176007866273353,-0.571419206817437,1.0,-2.144018354637824,-1.6637823664372338,0.0
2019-06-12,-0.0,-1.172318973418882,-0.5714285714285715,1.0,-2.1404347256776224,-1.6628911876391255,0.0
2019-06-13,-0.0,-1.1983840241739474,-0.5981738159364121,1.0,-2.1290153057872954,-1.643434277080733,0.0
2019-06-14,-0.0,-1.1970563111899601,-0.6102897693672383,1.0,-2.129377751494842,-1.6340101189302847,0.0
2019-06-17,-0.0,-1.1975560081466394,-0.6103409762827672,1.0,-2.1264700085408315,-1.635569279285198,0.0
2019-06-18,-0.0,-1.1932004997698427,-0.6143223515486289,1.0,-2.127375550733215,-1.6409548234365752,0.0
2019-06-19,-0.0,-1.1876146788990825,-0.6277195281782437,1.0,-2.1212975098296196,-1.61651376146789,0.0
2019-06-20,-0.0,-1.204812168098079,-0.6222382482134662,1.0,-2.1140759194912477,-1.6149609912804037,0.0
2019-06-21,-0.0,-1.212905339010809,-0.6216180805764822,1.0,-2.1031116934163117,-1.6132983950212905,0.0
2019-06-24,-0.0,-1.2072961938627684,-0.6365731594890031,1.0,-2.0976557355458976,-1.643487422626103,0.0
2019-06-25,-0.0,-1.2015141540487162,-0.6385780118499013,1.0,-2.0994075049374588,-1.6438446346280446,0.0
2019-06-26,-0.0,-1.198906311767031,-0.6237976017920674,1.0,-2.0886809856371067,-1.6770984319409672,0.0
2019-06-27,-0.0,-1.1956983536909187,-0.602562400424854,1.0,-2.1020313329792883,-1.73811736590547,0.0
2019-06-28,-0.0,-1.1902836691410394,-0.5988865323435844,1.0,-2.102531813361612,-1.736081654294804,0.0
2019-07-01,-0.0,-1.1998013245033112,-0.590066225165563,1.0,-2.0983443708609273,-1.7343708609271524,0.0
2019-07-02,-0.0,-1.2044300876788188,-0.5846792801107522,1.0,-2.083525611444393,-1.7196914760366537,0.0
2019-07-03,-0.0,-1.2205659257304926,-0.5717960556691511,1.0,-2.0753248466459997,-1.7283160741375898,0.0
2019-07-05,-0.0,-1.2167094946300323,-0.5713250312973579,1.0,-2.0722804243262836,-1.7285366014363843,0.0
2019-07-08,-0.0,-1.2225591667216034,-0.5658250379062563,1.0,-2.071725229085635,-1.732217021557123,0.0
2019-07-09,-0.0,-1.2052206422324587,-0.5817477802256492,1.0,-2.1133587021830564,-1.7756859603444821,0.0
2019-07-10,-0.0,-1.1730435941874418,-0.5737901613118251,1.0,-2.1345153979469407,-1.784362085055326,0.0
2019-07-11,-0.0,-1.1654205607476638,-0.5956608811748999,1.0,-2.1381174899866493,-1.776435246995995,0.0
2019-07-12,-0.0,-1.1947317073170731,-0.5557723577235772,1.0,-2.0155447154471546,-1.7380162601626017,0.0
2019-07-15,-0.0,-1.2049329688923598,-0.575361187036314,1.0,-2.0144474814525575,-1.713263048288429,0.0
2019-07-16,-0.0,-1.2093806685669863,-0.6233480176211453,1.0,-1.9898289712360715,-1.655804612593936,0.0
2019-07-17,-0.0,-1.207276736493936,-0.6261106427135352,1.0,-1.9939684804462028,-1.658149036902523,0.0
2019-07-18,-0.0,-1.206514700168372,-0.6271855977205025,1.0,-1.9928118119414584,-1.6492682295039505,0.0
2019-07-19,-0.0,-1.2095514682155535,-0.637947725072604,1.0,-1.9705066150371087,-1.635753468860923,0.0
2019-07-22,-0.0,-1.1784336419753085,-0.619212962962963,1.0,-1.967849794238683,-1.6646090534979425,0.0
2019-07-23,-0.0,-1.1854347128649343,-0.6193776066730832,1.0,-1.9579082451074754,-1.6536413217837667,0.0
2019-07-24,-0.0,-1.185479733196511,-0.6355182144689584,1.0,-1.952924576706003,-1.6396870189840944,0.0
2019-07-25,-0.0,-1.1383667971005196,-0.6624542946949772,1.0,-1.9995509654243375,-1.6144717428956317,0.0
2019-07-26,-0.0,-1.123213942461716,-0.6630998910745179,1.0,-2.0049336836035114,-1.6161337861216123,0.0
2019-07-29,-0.0,-1.096650473024802,-0.659741754027103,1.0,-2.003132191255433,-1.6327026335975452,0.0
2019-07-30,-0.0,-1.0855748860499455,-0.6709250818514477,1.0,-2.0114913012775246,-1.651730114913013,0.0
2019-07-31,-0.0,-1.0976753146673517,-0.6720395581813512,1.0,-2.004944772668893,-1.6471230413562805,0.0
2019-08-01,-0.0,-1.1121441395229545,-0.6756219543472686,1.0,-1.9905103872787895,-1.6335598871505514,0.0
2019-08-02,-0.0,-1.0930919363122753,-0.7044812532100667,1.0,-1.9929378531073443,-1.6296224961479198,0.0
2019-08-05,-0.0,-1.0855968663712836,-0.7018557760226032,1.0,-2.0110447569511334,-1.6228087073781545,0.0
2019-08-06,-0.0,-1.0690176322418137,-0.6732367758186398,1.0,-1.943765743073048,-1.6112090680100755,0.0
2019-08-07,-0.0,-1.0831502980859744,-0.6539692500784436,1.0,-1.9294634452463133,-1.6089112017571385,0.0
2019-08-08,-0.0,-1.0946154837047533,-0.651487826871055,1.0,-2.010756150972562,-1.6839495040577097,0.0
2019-08-09,-0.0,-1.0596078431372549,-0.6394117647058823,1.0,-2.0455555555555556,-1.791437908496732,0.0
2019-08-12,-0.0,-1.0462454212454213,-0.669610151753009,1.0,-2.061355311355311,-1.7638016745159604,0.0
2019-08-13,-0.0,-1.025713348638898,-0.6693342079370286,1.0,-2.080878976713677,-1.7836011807149883,0.0
2019-08-14,-0.0,-1.0353578185139278,-0.6594689803640159,1.0,-2.059299367212473,-1.7694565855567876,0.0
2019-08-15,-0.0,-1.048594326421575,-0.6536700165373363,1.0,-1.9975830047067804,-1.6606665818598143,0.0
2019-08-16,-0.0,-1.0599564883542358,-0.649283337599181,1.0,-2.0018556437164063,-1.6876759662144867,0.0
2019-08-19,-0.0,-1.0066149344867066,-0.6602213458847476,1.0,-2.019272357206462,-1.6744052919475894,0.0
2019-08-20,-0.0,-1.014575774934759,-0.6757049201196614,1.0,-2.018331105594806,-1.6563554197695882,0.0
2019-08-21,-0.0,-1.012582613116421,-0.6985892221657346,1.0,-2.005338078291815,-1.6383451957295372,0.0
2019-08-22,-0.0,-1.0176676199555132,-0.6909437559580554,1.0,-2.0118207816968545,-1.6348903717826502,0.0
2019-08-23,-0.0,-1.0133418043202032,-0.6926302414231258,1.0,-2.0101651842439643,-1.63710292249047,0.0
2019-08-26,-0.0,-0.9733424896990885,-0.6785491322262455,1.0,-1.9916344112873021,-1.5993881882881757,0.0
2019-08-27,-0.0,-0.965175060850028,-0.6726580540473069,1.0,-1.9903888160768892,-1.6128065905261184,0.0
2019-08-28,-0.0,-0.9540272846196973,-0.6806204447766772,1.0,-1.9934591665109325,-1.6012583317759919,0.0
2019-08-29,-0.0,-0.9439293048727364,-0.68653929927189,1.0,-1.9960171759288072,-1.5967390627917106,0.0
2019-08-30,-0.0,-0.9310537074893143,-0.6839496995601809,1.0,-1.9946726135166948,-1.5849594251378305,0.0
2019-09-03,-0.0,-0.9333085409693813,-0.6892277178628982,1.0,-1.9890293789512827,-1.5865253501921406,0.0
2019-09-04,-0.0,-0.9043451272501551,-0.6995654872749845,1.0,-1.9985723153320918,-1.6048417132216015,0.0
2019-09-05,-0.0,-0.9201732673267327,-0.6929455445544555,1.0,-2.0005569306930697,-1.5745049504950495,0.0
