Date,ANF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9559075024165367,-2.389843111011971,-0.19183582422484943,-1.4267231764443453,-1.4711874488809578,0.0
2018-09-25,1.0,-0.9686660698299017,-2.3913011041480154,-0.20546105640107432,-1.4278573560131305,-1.4671739779170399,0.0
2018-09-26,1.0,-0.969559053943147,-2.3924494516153096,-0.20749086025516675,-1.427367007386406,-1.4641498172051033,0.0
2018-09-27,1.0,-0.9804273121171372,-2.376288659793814,-0.21402958314657103,-1.4323173464813985,-1.4675033617212012,0.0
2018-09-28,1.0,-0.9766728971962616,-2.3817570093457943,-0.21570093457943926,-1.4334205607476636,-1.4690093457943922,0.0
2018-10-01,1.0,-0.9768989234449762,-2.3807565789473686,-0.21635765550239236,-1.4333133971291867,-1.4688247607655505,0.0
2018-10-02,1.0,-0.9773356271972473,-2.386042336749196,-0.2162465405041514,-1.4324930810083027,-1.4678734385518737,0.0
2018-10-03,1.0,-0.978220193099319,-2.388967891624878,-0.21734900082329167,-1.4326023501234937,-1.4673302896489784,0.0
2018-10-04,1.0,-0.979135507029614,-2.383487885133114,-0.21859108585103199,-1.4329195333532754,-1.4642536643733173,0.0
2018-10-05,1.0,-0.9511233447403659,-2.374125874125874,-0.18702574021722956,-1.4452462431185833,-1.4818479392947477,0.0
2018-10-08,1.0,-0.9468251021165985,-2.367916821388786,-0.17734868176754548,-1.453249164500557,-1.4812476791682139,0.0
2018-10-09,1.0,-0.9462309691793539,-2.368956554028964,-0.1754920163386558,-1.4538432974378017,-1.4820646119569254,0.0
2018-10-10,1.0,-0.946020196020196,-2.3693198693198694,-0.17463617463617465,-1.453890703890704,-1.4810662310662313,0.0
2018-10-11,1.0,-0.8264932077912743,-2.3928699777186804,-0.0,-1.433623230072594,-1.5343922949759219,0.0
2018-10-12,1.0,-0.8151331548541636,-2.3697336902916724,-0.0,-1.3805128927715937,-1.4798506411159642,0.0
2018-10-15,1.0,-0.7819406440749316,-2.3919876517224448,-0.0,-1.3679927032905352,-1.4742159545358873,0.0
2018-10-16,1.0,-0.781870483407002,-2.3921279730583036,-0.0,-1.3679225426226058,-1.4741457938679576,0.0
2018-10-17,1.0,-0.7284992735072303,-2.3090707811527023,-0.0,-1.370026984017159,-1.5113125302705321,0.0
2018-10-18,1.0,-0.7279142165340712,-2.308889657557938,-0.0,-1.3701141473538567,-1.5111726046350742,0.0
2018-10-19,1.0,-0.6881072943752566,-2.2854112494867937,-0.0,-1.3648556179006432,-1.5043109347201316,0.0
2018-10-22,1.0,-0.690748476340478,-2.2883654043689656,-0.0,-1.3647195781688695,-1.5040745052386497,0.0
2018-10-23,1.0,-0.7087144920558499,-2.2987825847719927,-0.0,-1.3635738358896763,-1.5069812229176698,0.0
2018-10-24,1.0,-0.7074717397298043,-2.294182519988972,-0.0,-1.3714502343534603,-1.5196443341604633,0.0
2018-10-25,1.0,-0.6292011773564241,-2.2438907522759943,-0.0,-1.4706003148743925,-1.5014032445752619,0.0
2018-10-26,1.0,-0.5844585471239535,-2.209154739400486,-0.0,-1.4798136645962732,-1.4778557926005942,0.0
2018-10-29,1.0,-0.5290189328743546,-2.3051290877796906,-0.0,-1.4988640275387264,-1.551669535283993,0.0
2018-10-30,1.0,-0.5049600440892807,-2.307798291540369,-0.0,-1.5021355745384402,-1.5739873243317717,0.0
2018-10-31,1.0,-0.505645490409468,-2.259896612705754,-0.0,-1.4840157801659637,-1.5522377907767648,0.0
2018-11-01,1.0,-0.45339912280701755,-2.327097039473684,-0.0,-1.5008223684210527,-1.5717516447368423,0.0
2018-11-02,1.0,-0.47977713578208836,-2.2612463887742464,-0.0,-1.556197551245013,-1.5813729536387398,0.0
2018-11-05,1.0,-0.4710542775731462,-2.3328236847591914,-0.0,-1.582111335047606,-1.5637639863784836,0.0
2018-11-06,1.0,-0.47269316286826013,-2.3324763757643137,-0.0,-1.5808087826570316,-1.5623262923846581,0.0
2018-11-07,1.0,-0.4704412989175687,-2.3312517346655564,-0.0,-1.576880377463225,-1.5600194282542326,0.0
2018-11-08,1.0,-0.39396702911259207,-2.3927043142756927,-0.0,-1.5991581901087337,-1.6292528937215012,0.0
2018-11-09,1.0,-0.3930428671820098,-2.3962052002810963,-0.0,-1.60597329585383,-1.6321152494729445,0.0
2018-11-12,1.0,-0.3894449499545041,-2.382935535801778,-0.0,-1.6020858122768953,-1.6248337649611537,0.0
2018-11-13,1.0,-0.31950758900468623,-2.4026019444638735,-0.0,-1.6332097642862138,-1.63922501224033,0.0
2018-11-14,1.0,-0.31906669477826977,-2.4154192142806945,-0.0,-1.6434043151310702,-1.6499402628434887,0.0
2018-11-15,1.0,-0.3144539464460956,-2.4139212112715547,-0.0,-1.6418757885882516,-1.639422402916024,0.0
2018-11-16,1.0,-0.3052513338949733,-2.3967986520640268,-0.0,-1.6514321819713562,-1.667017691659646,0.0
2018-11-19,1.0,-0.32620699419510124,-2.4094577375053094,-0.0,-1.6628203313039784,-1.680730567747416,0.0
2018-11-20,1.0,-0.2507867683054759,-2.386950136373173,-0.0,-1.6548709699979018,-1.7008881739981816,0.0
2018-11-21,1.0,-0.2584836547100698,-2.3729352408597686,-0.0,-1.6448959845186257,-1.635012785956182,0.0
2018-11-23,1.0,-0.26124758487441346,-2.346467016284847,-0.0,-1.6551200662434447,-1.6375241512558654,0.0
2018-11-26,1.0,-0.259537771645395,-2.3557088651259055,-0.0,-1.6507761296998966,-1.6329078992756123,0.0
2018-11-27,1.0,-0.23748974569319115,-2.353021602406344,-0.0,-1.6313234891987969,-1.6143697019414822,0.0
2018-11-28,1.0,-0.2475594665200055,-2.337206104771071,-0.0,-1.6567441220954213,-1.6331637563591364,0.0
2018-11-29,1.0,-0.17063734473630626,-2.3102558881422657,-0.0,-1.6550600692323356,-1.651462702776081,0.0
2018-11-30,1.0,-0.33411746255782954,-2.595624558927311,-0.0,-2.0027444522857367,-1.9088057711910922,0.0
2018-12-03,1.0,-0.3293399107352596,-2.5946284550935714,-0.0,-2.0002349072116514,-1.906037115339441,0.0
2018-12-04,1.0,-0.3083073478851843,-2.6772207563764296,-0.0,-2.0506116574718156,-1.9594627008875032,0.0
2018-12-06,1.0,-0.2618153963998468,-2.5008042895442357,-0.0,-2.0295672156261966,-1.8677135197242436,0.0
2018-12-07,1.0,-0.2798553401046476,-2.5091566635887967,-0.0,-2.040704832256079,-1.8649584487534627,0.0
2018-12-10,1.0,-0.2065997130559541,-2.5073623801253495,-0.0,-2.023710639583176,-1.8134863701578194,0.0
2018-12-11,1.0,-0.22295305057836243,-2.5041959628033568,-0.0,-2.030845996824677,-1.802298329175172,0.0
2018-12-12,1.0,-0.2242383004460573,-2.5036667422696,-0.0,-2.030770393891283,-1.8015422998412338,0.0
2018-12-13,1.0,-0.2233376103856895,-2.492263567061665,-0.0,-2.0365310589478454,-1.7956072156389162,0.0
2018-12-14,1.0,-0.22966759629155045,-2.4747116906610387,-0.0,-2.0401748699781415,-1.7930202758724654,0.0
2018-12-17,1.0,-0.18233746711762494,-2.481172491544532,-0.0,-2.0146561443066515,-1.8378053363397218,0.0
2018-12-18,1.0,-0.1452978755014114,-2.4485960481354927,-0.0,-1.9985886198187492,-1.835834199970287,0.0
2018-12-19,1.0,-0.15422367638310533,-2.44824509220702,-0.0,-1.997323022010708,-1.8362581796549673,0.0
2018-12-20,1.0,-0.14828503843879362,-2.4118125369603782,-0.0,-2.0096096984033114,-1.8223684210526314,0.0
2018-12-21,1.0,-0.1321003963011889,-2.4138411859680025,-0.0,-2.0135769851754,-1.7793923381770147,0.0
2018-12-24,1.0,-0.10482058716926423,-2.3779630300833636,-0.0,-1.9886915549111996,-1.7775280898876407,0.0
2018-12-26,1.0,-0.10139809743441913,-2.4189247621793024,-0.0,-1.9375900835975786,-1.7488469299509946,0.0
2018-12-27,1.0,-0.020963096912464,-2.2678990020762173,-0.0,-1.731297300917554,-1.6773156519991963,0.0
2018-12-28,1.0,-0.015983414699391428,-2.2711161639804724,-0.0,-1.7282150738982143,-1.6723734367685417,0.0
2018-12-31,1.0,-0.016652176820704877,-2.270848659131947,-0.0,-1.727947569049689,-1.6721728081321474,0.0
2019-01-02,1.0,-0.012353923205342237,-2.269449081803005,-0.0,-1.7248747913188647,-1.671051752921536,0.0
2019-01-03,1.0,-0.014950276980577989,-2.2675699125675766,-0.0,-1.7254221450977778,-1.6662884602549557,0.0
2019-01-04,1.0,-0.0,-2.263866877971474,-0.0,-1.6826465927099843,-1.656827786582145,0.0
2019-01-07,1.0,-0.0,-2.193220777540591,-0.0,-1.6657610453457534,-1.6098065851607477,0.0
2019-01-08,1.0,-0.0,-2.176303745245923,-0.0,-1.6675046734996457,-1.6023979887836008,0.0
2019-01-09,1.0,-0.0,-2.1513200257566,-0.0,-1.6689632968448165,-1.6189311010946554,0.0
2019-01-10,1.0,-0.0,-2.1451093951093947,-0.0,-1.6737451737451736,-1.616151866151866,0.0
2019-01-11,1.0,-0.0,-2.169663439372983,-0.0,-1.7354936442073372,-1.6810906935388266,0.0
2019-01-14,1.0,-0.0,-2.170491369618411,-0.0,-1.7407578863831756,-1.7020699689173995,0.0
2019-01-15,1.0,-0.0,-2.173075645878993,-0.0,-1.7450355316464101,-1.7233180580460914,0.0
2019-01-16,1.0,-0.0,-2.1648657606894264,-0.0,-1.7278753728869736,-1.736360623135565,0.0
