Date,IWF,IWM,MTUM,RIO,SPY,VLUE,VXX
2018-09-24,-0.35012268718084755,-0.5496054114994363,-0.10703627561509385,1.0,-0.6444392864248292,-0.6646992506134358,0.0
2018-09-25,-0.3513092475969506,-0.5482267152800795,-0.10914816042426251,1.0,-0.6431554524361948,-0.6627444481272786,0.0
2018-09-26,-0.35451616117994883,-0.5532006776733216,-0.11394213201342057,1.0,-0.6436567783941799,-0.6566455170581005,0.0
2018-09-27,-0.35422759904280776,-0.5550053177346451,-0.11363334219622441,1.0,-0.6438779579898964,-0.6568731720287159,0.0
2018-09-28,-0.3520396289770272,-0.5573988496958011,-0.11426576681405631,1.0,-0.643837893546993,-0.6570364706273479,0.0
2018-10-01,-0.35343222030065186,-0.5564387388585872,-0.11407476386856458,1.0,-0.6447385925236132,-0.6571105494213118,0.0
2018-10-02,-0.35368652100169606,-0.5550234460740298,-0.11500216169476869,1.0,-0.6447836642389171,-0.6572217233695832,0.0
2018-10-03,-0.3533499584372402,-0.5464006650041563,-0.11371571072319202,1.0,-0.6483125519534496,-0.6632086450540315,0.0
2018-10-04,-0.3551560267189525,-0.5427204147419494,-0.11428666378651423,1.0,-0.6503273404007843,-0.660729121664285,0.0
2018-10-05,-0.3432583711456298,-0.534594111217832,-0.10237472261782533,1.0,-0.6596562117046999,-0.6721756698572517,0.0
2018-10-08,-0.34499136442141626,-0.5385943935166733,-0.10332801913112794,1.0,-0.6601235552012754,-0.6743058323369204,0.0
2018-10-09,-0.34392852398033746,-0.5388268898631593,-0.10067091802843098,1.0,-0.6616181745715424,-0.6763318719277268,0.0
2018-10-10,-0.3464810261181631,-0.5373496378015551,-0.10320994218116569,1.0,-0.6635209676347444,-0.6723599388582442,0.0
2018-10-11,-0.3099944817736229,-0.530171714220794,-0.05566916609861394,1.0,-0.6592982114454508,-0.6908819424156847,0.0
2018-10-12,-0.32631511171205974,-0.526141265855386,-0.05305517996265534,1.0,-0.6428755392440925,-0.6709806194063486,0.0
2018-10-15,-0.31264064810647463,-0.5485758374590111,-0.03324117533594805,1.0,-0.6444094386934996,-0.6759467626824407,0.0
2018-10-16,-0.3101960658059947,-0.5627635942178295,-0.023502140948456263,1.0,-0.6461800972280352,-0.6768616593155404,0.0
2018-10-17,-0.2962668784749802,-0.5293089753772836,-0.007466243050039715,1.0,-0.650262112787927,-0.6938204924543289,0.0
2018-10-18,-0.29488035084374103,-0.527250770648616,-0.008612196904693807,1.0,-0.6528426605650364,-0.6943146788699273,0.0
2018-10-19,-0.2886513157894737,-0.5205908400809717,-0.0013284412955465589,1.0,-0.6559653340080971,-0.6964195344129555,0.0
2018-10-22,-0.2889584717082582,-0.5202264604484929,-0.001676313375715596,1.0,-0.6557864440016447,-0.6962393648986305,0.0
2018-10-23,-0.29264663986578454,-0.5205596530657466,-0.008768320091165203,1.0,-0.6501218701528916,-0.6933303789053844,0.0
2018-10-24,-0.2918607229984475,-0.5227956784843012,-0.008364223933086208,1.0,-0.6512688907898488,-0.6939771251148497,0.0
2018-10-25,-0.27141264631200845,-0.49089614169814827,-0.0056047563014801505,1.0,-0.6535579364587849,-0.6750789620362916,0.0
2018-10-26,-0.2634910878918254,-0.483159188690842,-0.0,1.0,-0.6569452980946526,-0.6695451751690227,0.0
2018-10-29,-0.23578908577219546,-0.5013665817031601,-0.0,1.0,-0.6491109541504162,-0.6847034978349661,0.0
2018-10-30,-0.23077395388818958,-0.5013354618856107,-0.0,1.0,-0.6492186780462346,-0.6886992294231419,0.0
2018-10-31,-0.23477358720859268,-0.4844684486756987,-0.0,1.0,-0.6475039668009276,-0.6846393262541194,0.0
2018-11-01,-0.24016012712382348,-0.4816037159271483,-0.0,1.0,-0.648667644542232,-0.6854296540765188,0.0
2018-11-02,-0.24048506322927482,-0.48038976113385057,-0.0,1.0,-0.6487262508400025,-0.6849838108619952,0.0
2018-11-05,-0.2366524129505192,-0.4914172266340867,-0.0,1.0,-0.6499083689676236,-0.6764202810018325,0.0
2018-11-06,-0.23590699379754956,-0.49084909407559035,-0.0,1.0,-0.6508600934950655,-0.6777781172660331,0.0
2018-11-07,-0.23541984732824428,-0.4908396946564885,-0.0,1.0,-0.6497709923664121,-0.6774045801526717,0.0
2018-11-08,-0.2139674456670001,-0.4913158134036556,-0.0,1.0,-0.6428419872086326,-0.683004455760662,0.0
2018-11-09,-0.21382675637994786,-0.49127114020731044,-0.0,1.0,-0.6430260047281323,-0.6827301933684912,0.0
2018-11-12,-0.21328681935386015,-0.4933414227210678,-0.0,1.0,-0.6431669952980433,-0.6837251630517216,0.0
2018-11-13,-0.1908146363499473,-0.488570998343623,-0.0,1.0,-0.648004818551423,-0.6842041861165487,0.0
2018-11-14,-0.19127344996838205,-0.48812069017435034,-0.0,1.0,-0.6479568791592641,-0.6839109879851847,0.0
2018-11-15,-0.190487679826281,-0.4888560484965468,-0.0,1.0,-0.6484000361914528,-0.6882407937991978,0.0
2018-11-16,-0.19101191373850096,-0.4889156989895943,-0.0,1.0,-0.6481676971799125,-0.6880108580907857,0.0
2018-11-19,-0.1870144787353021,-0.49230722727684906,-0.0,1.0,-0.6527219417827888,-0.6906568328144363,0.0
2018-11-20,-0.15137297362326685,-0.48482661132665644,-0.0,1.0,-0.6591175674456374,-0.7122920990104966,0.0
2018-11-21,-0.1507998322449224,-0.4811874662992031,-0.0,1.0,-0.6581990294170511,-0.7054101012521719,0.0
2018-11-23,-0.1510513388845624,-0.4806505720960882,-0.0,1.0,-0.658269933505062,-0.7053255855747919,0.0
2018-11-26,-0.15384382107657316,-0.4795754359363154,-0.0,1.0,-0.6770887035633055,-0.7220924943138741,0.0
2018-11-27,-0.14200950564586928,-0.48908667090485275,-0.0,1.0,-0.676111767020858,-0.7200375382193563,0.0
2018-11-28,-0.1395108926512531,-0.5038533891619638,-0.0,1.0,-0.6724619212330846,-0.7183081497663694,0.0
2018-11-29,-0.12897196261682242,-0.49761832981609894,-0.0,1.0,-0.6694603557431414,-0.7187518842327405,0.0
2018-11-30,-0.1280557735256836,-0.49827971268183735,-0.0,1.0,-0.6697350153920444,-0.721977425001509,0.0
2018-12-03,-0.12521880847467856,-0.500090541437798,-0.0,1.0,-0.6705800688114927,-0.722158507877105,0.0
2018-12-04,-0.12374803909738144,-0.5000905031977797,-0.0,1.0,-0.6705985278146495,-0.7223361892120188,0.0
2018-12-06,-0.11912632821723732,-0.44312278630460455,-0.0,1.0,-0.6828512396694215,-0.7064935064935065,0.0
2018-12-07,-0.11104862817059816,-0.44668067599964484,-0.0,1.0,-0.6868914079379643,-0.7150975227158374,0.0
2018-12-10,-0.08679189903140593,-0.4515115937775169,-0.0,1.0,-0.6922218960962724,-0.7045788083357793,0.0
2018-12-11,-0.07903012490815577,-0.4556649522409993,-0.0,1.0,-0.6909625275532697,-0.7133284349742837,0.0
2018-12-12,-0.08347097687588484,-0.45805804624823027,-0.0,1.0,-0.69670245398773,-0.7112730061349694,0.0
2018-12-13,-0.08393073133315633,-0.4585066525061215,-0.0,1.0,-0.6963153081393634,-0.711331386258371,0.0
2018-12-14,-0.0912796880538816,-0.4389991728701406,-0.0,1.0,-0.7110067352002836,-0.7127791563275435,0.0
2018-12-17,-0.08537484154358657,-0.4376934642257009,-0.0,1.0,-0.7076147519235871,-0.7173137584387252,0.0
2018-12-18,-0.06894727561276671,-0.4280550167518956,-0.0,1.0,-0.7123376241697525,-0.7295891377182154,0.0
2018-12-19,-0.07623278804283865,-0.427150759091444,-0.0,1.0,-0.7098681887725079,-0.7289631634694598,0.0
2018-12-20,-0.07528708694633232,-0.41727208811811584,-0.0,1.0,-0.7127372861495196,-0.7241914694164518,0.0
2018-12-21,-0.06996666861587042,-0.4228407695456406,-0.0,1.0,-0.7246944623121455,-0.7063037249283668,0.0
