Date,AEL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3177452068424477,-0.9032949370479507,-0.07822126975622824,-0.7492250583598026,-0.778385825265011,0.0
2018-09-25,1.0,-0.3169357003182393,-0.907097120509183,-0.07518883478394234,-0.7524634791610751,-0.782523676239408,0.0
2018-09-26,1.0,-0.31658407283623374,-0.9079943144712074,-0.07137643578809881,-0.755599093388652,-0.7900195920248935,0.0
2018-09-27,1.0,-0.3167780594607052,-0.9073519244065453,-0.07167550126757316,-0.7554352001229162,-0.7898517323500038,0.0
2018-09-28,1.0,-0.31797748491950667,-0.9067122603450264,-0.07200215161178776,-0.7555615322549659,-0.7898720559419066,0.0
2018-10-01,1.0,-0.31828485803204365,-0.9063280439543551,-0.0722326814461905,-0.7555231106158989,-0.7897567910247052,0.0
2018-10-02,1.0,-0.3187456660759689,-0.9238770321288235,-0.06803297634640573,-0.7540257338778026,-0.7876569843593498,0.0
2018-10-03,1.0,-0.31845833975050053,-0.9193362082242416,-0.06772678268904975,-0.755043893423687,-0.7897736023409826,0.0
2018-10-04,1.0,-0.318354971624038,-0.9410324185648761,-0.0676747259581746,-0.7555391432791728,-0.804477960040426,0.0
2018-10-05,1.0,-0.30144579247257647,-0.934299779061204,-0.05081592309779449,-0.7686344431954727,-0.8209232916004496,0.0
2018-10-08,1.0,-0.2994273775439139,-0.9314400680956434,-0.04801516675694498,-0.7700998220227501,-0.8200882148108024,0.0
2018-10-09,1.0,-0.2965003491891053,-0.9359819973616823,-0.03635446574066889,-0.779312485450454,-0.8317296500349188,0.0
2018-10-10,1.0,-0.29728891129814217,-0.9347244308265136,-0.03746654772524532,-0.779816157933522,-0.8292285614552224,0.0
2018-10-11,1.0,-0.23706441393875394,-0.9266103484688489,-0.0,-0.764368683059285,-0.8432644441092171,0.0
2018-10-12,1.0,-0.22802394307871854,-0.928660166396868,-0.0,-0.7641079697323345,-0.8438429394270226,0.0
2018-10-15,1.0,-0.19633055116926085,-0.9587938942777654,-0.0,-0.7587788555530491,-0.8458154748477329,0.0
2018-10-16,1.0,-0.19278920260160157,-0.964585134779503,-0.0,-0.7575848716117147,-0.8446182187300274,0.0
2018-10-17,1.0,-0.16528710886752535,-0.92023310196355,-0.0,-0.7601425336847185,-0.8661519616940723,0.0
2018-10-18,1.0,-0.16428889879625502,-0.9183013820775746,-0.0,-0.764898201813048,-0.8677738148313271,0.0
2018-10-19,1.0,-0.14413185354522326,-0.9064562516131411,-0.0,-0.7673020906308764,-0.8693263522731463,0.0
2018-10-22,1.0,-0.1443637302260408,-0.896530108042332,-0.0,-0.7725579851764446,-0.8739629042368819,0.0
2018-10-23,1.0,-0.1438318274018071,-0.8966623640051632,-0.0,-0.7731513922183293,-0.8743499907800111,0.0
2018-10-24,1.0,-0.1407677571470675,-0.8931623931623931,-0.0,-0.7736884762746832,-0.8764367816091954,0.0
2018-10-25,1.0,-0.11114301094563071,-0.855230575991387,-0.0,-0.7709671631078413,-0.8514265207249236,0.0
2018-10-26,1.0,-0.0919850719744091,-0.8418340145725964,-0.0,-0.7782832770570464,-0.8421894437533322,0.0
2018-10-29,1.0,-0.07198952879581152,-0.8480614121975378,-0.0,-0.7704117730295741,-0.8471062685722373,0.0
2018-10-30,1.0,-0.05961225500601429,-0.8488289818156088,-0.0,-0.7714922521757589,-0.8578504210004952,0.0
2018-10-31,1.0,-0.06345971397448961,-0.8289117678063178,-0.0,-0.7688604659334481,-0.8525949611722126,0.0
2018-11-01,1.0,-0.046363891618699984,-0.8423066123824231,-0.0,-0.768145444335252,-0.8529411764705883,0.0
2018-11-02,1.0,-0.04871570854446968,-0.8270138039489777,-0.0,-0.7700856194303687,-0.8488554953695614,0.0
2018-11-05,1.0,-0.04544978165938865,-0.8360524017467249,-0.0,-0.7706200873362445,-0.8413624454148472,0.0
2018-11-06,1.0,-0.04401943987972449,-0.8347959861543303,-0.0,-0.773014929547918,-0.8445508898290269,0.0
2018-11-07,1.0,-0.047362300454593505,-0.8418789865031538,-0.0,-0.7831342284244283,-0.8516051732036508,0.0
2018-11-08,1.0,-0.034563746626003436,-0.8402916535212255,-0.0,-0.7780698986924667,-0.8524906229186384,0.0
2018-11-09,1.0,-0.03302003027422818,-0.845284612947513,-0.0,-0.7861090576266414,-0.8558101876298095,0.0
2018-11-12,1.0,-0.0315386506514944,-0.8391458574790153,-0.0,-0.7872019105819549,-0.8542127629684263,0.0
2018-11-13,1.0,-0.0070748963161746765,-0.835499947722441,-0.0,-0.7891471787544,-0.8534485763078101,0.0
2018-11-14,1.0,-0.010196954881966754,-0.8358360106160079,-0.0,-0.791835451878754,-0.854239418913256,0.0
2018-11-15,1.0,-0.008545517963027554,-0.8358911754447157,-0.0,-0.7929194279734915,-0.8506103941402162,0.0
2018-11-16,1.0,-0.005219025086113914,-0.8266935736404439,-0.0,-0.7916565185623325,-0.8558157336209596,0.0
2018-11-19,1.0,-0.009119387399930385,-0.8260006961364427,-0.0,-0.7901148625130526,-0.8554472676644622,0.0
2018-11-20,1.0,-0.0,-0.8081935394426729,-0.0,-0.7827533619853043,-0.8749826701788438,0.0
2018-11-21,1.0,-0.0,-0.8034391260898032,-0.0,-0.7796960612012819,-0.8629173989455186,0.0
2018-11-23,1.0,-0.0,-0.8065317101769148,-0.0,-0.7790805945442631,-0.8629858261199435,0.0
2018-11-26,1.0,-0.0,-0.8109915873672596,-0.0,-0.7764446283271272,-0.8603640877120396,0.0
2018-11-27,1.0,-0.0,-0.8104963273151645,-0.0,-0.7682432896272396,-0.8536761172513214,0.0
2018-11-28,1.0,-0.0,-0.8199718222741487,-0.0,-0.7646816260609601,-0.8516889453970654,0.0
