Date,AMRC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7160635336499099,-1.6363189782217127,-0.06773647726652475,-1.0378800283827303,-1.0002183286938484,0.0
2018-09-25,1.0,-0.7262419893739388,-1.6375636742071533,-0.07849044202223805,-1.0385057786054663,-0.9966040422851509,0.0
2018-09-26,1.0,-0.7260326503779994,-1.63761367371535,-0.07757203900514956,-1.0390051495562616,-0.9980278295168182,0.0
2018-09-27,1.0,-0.7263469119579501,-1.6346911957950065,-0.07862461673236969,-1.0382172579938678,-0.9973718791064389,0.0
2018-09-28,1.0,-0.724047306176084,-1.6362242663162505,-0.07961016206745511,-1.0379434954007885,-0.9973718791064389,0.0
2018-10-01,1.0,-0.7238241420896832,-1.6396776669224864,-0.08063808792895516,-1.0387018967218506,-0.9990680846398421,0.0
2018-10-02,1.0,-0.7264999451573982,-1.6210376220247888,-0.08791269057804102,-1.043983766589887,-1.0048261489525063,0.0
2018-10-03,1.0,-0.7256137658921525,-1.609929855326611,-0.08680403331871986,-1.0470188513809733,-1.010686102586585,0.0
2018-10-04,1.0,-0.7274568847522583,-1.6037777169449767,-0.08781823159047357,-1.0488913222009306,-1.0070626882014782,0.0
2018-10-05,1.0,-0.7522000668374735,-1.6439233596970035,-0.09240280717388882,-1.0644981619694776,-1.016709368385875,0.0
2018-10-08,1.0,-0.7489576963700039,-1.6388348435154818,-0.08538551336928123,-1.0699316248818722,-1.015843015175941,0.0
2018-10-09,1.0,-0.7508760220256967,-1.6399688525501974,-0.0883252683686523,-1.0690249735802881,-1.0138494910729183,0.0
2018-10-10,1.0,-0.7529058450586731,-1.6384516990156275,-0.09037317168121907,-1.0701851954841222,-1.009510038373839,0.0
2018-10-11,1.0,-0.6588102652206592,-1.6385160528293783,-0.0,-1.0415011274562438,-1.0300118114463652,0.0
2018-10-12,1.0,-0.6643068469991547,-1.6268491124260354,-0.0,-1.004120879120879,-0.9879015215553676,0.0
2018-10-15,1.0,-0.6197339246119733,-1.6735825150459298,-0.0,-0.9960405448210327,-0.9899165874775631,0.0
2018-10-16,1.0,-0.6143287049258224,-1.6824877250409167,-0.0,-0.9944036745683966,-0.9883321894303364,0.0
2018-10-17,1.0,-0.578814302667561,-1.6178731747587842,-0.0,-0.9755430576337649,-0.9874619472679428,0.0
2018-10-18,1.0,-0.5788224366582384,-1.6185561690489705,-0.0,-0.9753857268176893,-0.9875122555343414,0.0
2018-10-19,1.0,-0.5494815727338056,-1.605892618827636,-0.0,-0.9849091469048352,-0.9926085617493071,0.0
2018-10-22,1.0,-0.5495768145678379,-1.5973326493972813,-0.0,-0.9875352654526801,-0.9950756604257501,0.0
2018-10-23,1.0,-0.559862232046471,-1.6016552716804606,-0.0,-0.984372590345962,-0.9947051868606385,0.0
2018-10-24,1.0,-0.5570393959628127,-1.6013149108839693,-0.0,-0.9835636139503826,-0.9943499922954441,0.0
2018-10-25,1.0,-0.4927449811170741,-1.5291194593520174,-0.0,-1.0030808984297357,-0.9441959848936594,0.0
2018-10-26,1.0,-0.46368359145265636,-1.5039698098412075,-0.0,-1.0065183297392668,-0.9268280729268771,0.0
2018-10-29,1.0,-0.42863414634146346,-1.5225853658536588,-0.0,-0.9910243902439025,-0.9357560975609757,0.0
2018-10-30,1.0,-0.40637060921393325,-1.526308075626557,-0.0,-0.9952122722165225,-0.9575944110606281,0.0
2018-10-31,1.0,-0.43017879161528977,-1.6194512946979036,-0.0,-1.061960542540074,-1.0261508425811754,0.0
2018-11-01,1.0,-0.530638852672751,-1.6486853541938287,-0.0,-1.1499891351586267,-1.1031073446327684,0.0
2018-11-02,1.0,-0.559795458294386,-1.5983394732501237,-0.0,-1.21625336779018,-1.1240446472755266,0.0
2018-11-05,1.0,-0.557668003736469,-1.602725424473872,-0.0,-1.215561294576625,-1.1188526842134183,0.0
2018-11-06,1.0,-0.5704845814977973,-1.6160242290748899,-0.0,-1.2110132158590308,-1.1091409691629954,0.0
2018-11-07,1.0,-0.5692248360971847,-1.6193047215029475,-0.0,-1.2103465373808604,-1.1104622334857583,0.0
2018-11-08,1.0,-0.5177266281226137,-1.623431875204538,-0.0,-1.1931384313297697,-1.1199956365223083,0.0
2018-11-09,1.0,-0.5193777292576419,-1.624235807860262,-0.0,-1.1935043668122272,-1.1213427947598253,0.0
2018-11-12,1.0,-0.5168447892366951,-1.5985460858243368,-0.0,-1.1964954158303043,-1.113166603374383,0.0
2018-11-13,1.0,-0.4825515947467167,-1.5891181988742964,-0.0,-1.1891718038059502,-1.099651567944251,0.0
2018-11-14,1.0,-0.4829027762889913,-1.588541108371744,-0.0,-1.1889805981348485,-1.099260370886483,0.0
2018-11-15,1.0,-0.482725321888412,-1.5962982832618025,-0.0,-1.2005364806866952,-1.0852467811158797,0.0
2018-11-16,1.0,-0.4766180321735877,-1.5804072470739137,-0.0,-1.1966223077334188,-1.090802201913313,0.0
2018-11-19,1.0,-0.47787752484770757,-1.579833279897403,-0.0,-1.195628940899861,-1.0902532863097145,0.0
2018-11-20,1.0,-0.4279661016949152,-1.566366525423729,-0.0,-1.194491525423729,-1.1077860169491527,0.0
2018-11-21,1.0,-0.42780019917186435,-1.5539598511452384,-0.0,-1.1825567377745165,-1.0770480633156876,0.0
2018-11-23,1.0,-0.4284891935737087,-1.5435135276571248,-0.0,-1.1845727144277565,-1.0765607828771782,0.0
2018-11-26,1.0,-0.42712857815688937,-1.5515202260714847,-0.0,-1.1813805013344496,-1.0731069129729447,0.0
2018-11-27,1.0,-0.4152326488172602,-1.550194957109436,-0.0,-1.170886404990902,-1.0625942292695607,0.0
2018-11-28,1.0,-0.41762013729977115,-1.543062200956938,-0.0,-1.1748491782816726,-1.065217391304348,0.0
2018-11-29,1.0,-0.3969175443103005,-1.522013871050604,-0.0,-1.1601849473413821,-1.0583097867968148,0.0
2018-11-30,1.0,-0.3969591123895624,-1.5227039243887404,-0.0,-1.1615985206492707,-1.0553729196630368,0.0
2018-12-03,1.0,-0.39249743062692705,-1.5261562178828365,-0.0,-1.1636176772867421,-1.056474820143885,0.0
2018-12-04,1.0,-0.3733374574698422,-1.5496442932261056,-0.0,-1.1678523559129805,-1.0643365295391276,0.0
2018-12-06,1.0,-0.3569645531702446,-1.452421367948078,-0.0,-1.1664003994008987,-1.0167249126310534,0.0
2018-12-07,1.0,-0.36554033789863044,-1.4534139758072577,-0.0,-1.1681995401379588,-1.0113465960211938,0.0
2018-12-10,1.0,-0.3321823204419889,-1.453729281767956,-0.0,-1.1611089187056038,-0.985842541436464,0.0
2018-12-11,1.0,-0.33555292492847977,-1.4522541185755156,-0.0,-1.1615369438689949,-0.9831311038768866,0.0
2018-12-12,1.0,-0.3357667834065013,-1.4521284467025106,-0.0,-1.1614462585705125,-0.9832782518620825,0.0
2018-12-13,1.0,-0.3373899277728307,-1.4586919956465818,-0.0,-1.1625111308993767,-0.9885228059760562,0.0
2018-12-14,1.0,-0.34109446833753526,-1.448761678777992,-0.0,-1.1657521380196747,-0.9877898067131347,0.0
2018-12-17,1.0,-0.3127770662988868,-1.4510393064722689,-0.0,-1.147423899123239,-1.0143335631957442,0.0
2018-12-18,1.0,-0.29786610674349334,-1.4359099565408466,-0.0,-1.1380926803066556,-1.0111821866302064,0.0
2018-12-19,1.0,-0.2968208233627973,-1.4362943790594325,-0.0,-1.1387898617961616,-1.0116227963080529,0.0
2018-12-20,1.0,-0.29343498106244537,-1.4140040788579198,-0.0,-1.1457706127998446,-1.0026221229484316,0.0
2018-12-21,1.0,-0.2863482875060299,-1.412976362759286,-0.0,-1.1448142788229618,-0.9797877472262422,0.0
2018-12-24,1.0,-0.26659011530548776,-1.3910339218219223,-0.0,-1.1356872876895843,-0.9911965934644275,0.0
2018-12-26,1.0,-0.26523467070401213,-1.3990821347464042,-0.0,-1.0996404239212718,-0.9673069644208933,0.0
2018-12-27,1.0,-0.2055537967527475,-1.342227850391208,-0.0,-1.0075075754149518,-0.9673013432228302,0.0
2018-12-28,1.0,-0.19761075161772026,-1.3526856418842481,-0.0,-1.0093216887641976,-0.9654735508394046,0.0
2018-12-31,1.0,-0.19893203004796814,-1.3509367363562315,-0.0,-1.0095031224545208,-0.9659245180559326,0.0
2019-01-02,1.0,-0.19374237012253018,-1.3510873988334764,-0.0,-1.007595966903287,-0.9689831351449111,0.0
2019-01-03,1.0,-0.2048361581920904,-1.3472090395480225,-0.0,-1.015683615819209,-0.9520000000000001,0.0
2019-01-04,1.0,-0.1763966229567092,-1.3543650080833485,-0.0,-1.0035925992455543,-0.9563948266570864,0.0
2019-01-07,1.0,-0.16010914532171464,-1.3215826071648622,-0.0,-0.989569580142593,-0.9297597042513863,0.0
2019-01-08,1.0,-0.1624077976817703,-1.309404636459431,-0.0,-0.9931067790656832,-0.9256673691605198,0.0
2019-01-09,1.0,-0.15822701565171643,-1.2948835985795082,-0.0,-0.9949142882195625,-0.9362093910298567,0.0
2019-01-10,1.0,-0.16002804434512072,-1.290215152710223,-0.0,-0.9978090355374436,-0.9338766925200473,0.0
2019-01-11,1.0,-0.16141352063213343,-1.274363476733977,-0.0,-1.0042142230026339,-0.9498244073748903,0.0
2019-01-14,1.0,-0.16577446248354544,-1.2706011408512505,-0.0,-1.000658183413778,-0.9508995173321634,0.0
2019-01-15,1.0,-0.16882946076282335,-1.2680403331871986,-0.0,-0.9988601490574309,-0.9483121437965805,0.0
2019-01-16,1.0,-0.15983194012867083,-1.2651319532583483,-0.0,-0.9943980042890279,-0.9571972515208542,0.0
2019-01-17,1.0,-0.1669806773868466,-1.2556631468255708,-0.0,-0.9980283047802656,-0.96091661919993,0.0
2019-01-18,1.0,-0.1765612613406148,-1.2475557121465692,-0.0,-1.0020258962388795,-0.9780234299304148,0.0
2019-01-22,1.0,-0.0,-1.3878664862426704,-0.0,-1.1594046008119079,-0.9633739287325214,0.0
2019-01-23,1.0,-0.0,-1.3509783447587054,-0.0,-1.1714713760384983,-1.017387751396014,0.0
2019-01-24,1.0,-0.0,-1.347887323943662,-0.0,-1.1780099954566108,-1.0175374829622899,0.0
2019-01-25,1.0,-0.0,-1.3252232973576479,-0.0,-1.2833550427986602,-1.0434499441756606,0.0
2019-01-28,1.0,-0.0,-1.2923578751164957,-0.0,-1.326421248835042,-1.0410531220876047,0.0
2019-01-29,1.0,-0.0,-1.280192559356889,-0.0,-1.3335670218732472,-1.0600112170499159,0.0
2019-01-30,1.0,-0.0,-1.2798878766643307,-0.0,-1.3330530249941601,-1.058864751226349,0.0
2019-01-31,1.0,-0.0,-1.2988349787114584,-0.0,-1.2892434379825013,-1.0907687268984232,0.0
