Date,IWF,IWM,MTUM,SPY,VGM,VLUE,VXX
2018-09-24,-0.11492596214889929,-0.22887390401674645,-0.0,-0.209279181894614,1.0,-0.16276316466773047,0.0
2018-09-25,-0.11479320405011156,-0.22902007894285226,-0.0,-0.20940449631027974,1.0,-0.16294834391625193,0.0
2018-09-26,-0.11522026393918074,-0.22939369497691822,-0.0,-0.20936658028865132,1.0,-0.16212181016285976,0.0
2018-09-27,-0.11892903757642372,-0.2243594147145703,-0.0,-0.21091227588101943,1.0,-0.16318609603627118,0.0
2018-09-28,-0.12108279268271697,-0.22404446815467483,-0.0,-0.21184326008019413,1.0,-0.1639505068061746,0.0
2018-10-01,-0.1208013229062597,-0.22535914837909535,-0.0,-0.21192338167912636,1.0,-0.1644503393392359,0.0
2018-10-02,-0.12103249819071579,-0.22524726884240276,-0.0,-0.21213426611986078,1.0,-0.16471378846882861,0.0
2018-10-03,-0.12125913667080401,-0.2261239828989105,-0.0,-0.21205695766101226,1.0,-0.16446007447248653,0.0
2018-10-04,-0.1278200704042173,-0.2221547852324553,-0.0,-0.22184264830839126,1.0,-0.16227651863284026,0.0
2018-10-05,-0.12404023672722879,-0.21862760322307914,-0.0,-0.22126749141604982,1.0,-0.16149904239349863,0.0
2018-10-08,-0.12752507662301477,-0.2255677068821399,-0.0,-0.2230426302591251,1.0,-0.16527932571747003,0.0
2018-10-09,-0.13201452666131228,-0.22764256032405628,-0.0,-0.22291091943988547,1.0,-0.16340747983378148,0.0
2018-10-10,-0.13300638765750986,-0.22693636776152745,-0.0,-0.22344584453209534,1.0,-0.16187301476491325,0.0
2018-10-11,-0.1048567364356838,-0.21640249271828216,-0.0,-0.2106956580640791,1.0,-0.16146785883627987,0.0
2018-10-12,-0.10869311259825436,-0.21021010997813785,-0.0,-0.2005974533135295,1.0,-0.14938001702241285,0.0
2018-10-15,-0.10111966992197248,-0.21568203370655664,-0.0,-0.1983795564576505,1.0,-0.14853511238291714,0.0
2018-10-16,-0.09947591714499626,-0.21833458114965482,-0.0,-0.19790366857998504,1.0,-0.14805756592629565,0.0
2018-10-17,-0.09255060462670874,-0.2044394058885384,-0.0,-0.19573146687697163,1.0,-0.15030231335436384,0.0
2018-10-18,-0.09249219648431083,-0.20436996878593724,-0.0,-0.19571217348447512,1.0,-0.1502546410382783,0.0
2018-10-19,-0.08595797320832724,-0.1970473818708596,-0.0,-0.19595683382977686,1.0,-0.14872145449810376,0.0
2018-10-22,-0.08603428348174315,-0.1961777010858064,-0.0,-0.19643816438489964,1.0,-0.14926174933663253,0.0
2018-10-23,-0.08761963669509734,-0.19625301126375413,-0.0,-0.19521127677583175,1.0,-0.14862621264405235,0.0
2018-10-24,-0.08712713299465936,-0.19283248664843036,-0.0,-0.19680539273153574,1.0,-0.15147518561938256,0.0
2018-10-25,-0.0731212774046382,-0.17199974654669878,-0.0,-0.2012419211760233,1.0,-0.13770434672411608,0.0
2018-10-26,-0.06613532037980256,-0.16729547884047036,-0.0,-0.2040338300949506,1.0,-0.13456580519398856,0.0
2018-10-29,-0.05936879621090147,-0.16863364231785286,-0.0,-0.1999593578540947,1.0,-0.13518202991887202,0.0
2018-10-30,-0.05727636431830969,-0.16862536725636057,-0.0,-0.20002187910233168,1.0,-0.13688504094517723,0.0
2018-10-31,-0.05978590183801252,-0.1595326507465469,-0.0,-0.19944688718673773,1.0,-0.13492223793173097,0.0
2018-11-01,-0.05394918595086216,-0.16394282255436046,-0.0,-0.1991743105027083,1.0,-0.1349816082320622,0.0
2018-11-02,-0.05528749497386409,-0.15710927592712876,-0.0,-0.20064334539605952,1.0,-0.13347870464878908,0.0
2018-11-05,-0.055144898401014435,-0.15745523149723192,-0.0,-0.20064639841647852,1.0,-0.1331457025330158,0.0
2018-11-06,-0.0544250321103047,-0.15705420838427137,-0.0,-0.20155986444035223,1.0,-0.1344454589065474,0.0
2018-11-07,-0.05424342257899865,-0.15702287596863254,-0.0,-0.201135291479127,1.0,-0.13430157919972777,0.0
2018-11-08,-0.053855663730489875,-0.15662185133673312,-0.0,-0.2010199350950394,1.0,-0.1338587544428991,0.0
2018-11-09,-0.0533191107813128,-0.1568500139133661,-0.0,-0.20186748291747827,1.0,-0.13389295983674984,0.0
2018-11-12,-0.05315522374246093,-0.1540051520153018,-0.0,-0.2023631399527989,1.0,-0.13298061052923843,0.0
2018-11-13,-0.04480119754991064,-0.1502741839400003,-0.0,-0.20240731971833137,1.0,-0.13000442971267967,0.0
2018-11-14,-0.045451767653619336,-0.1499068047789287,-0.0,-0.20261557735203348,1.0,-0.12981635958077428,0.0
2018-11-15,-0.04526315789473684,-0.14968726163234172,-0.0,-0.2030511060259344,1.0,-0.12755148741418765,0.0
2018-11-16,-0.0453290206429367,-0.1496117052927086,-0.0,-0.20301176326991444,1.0,-0.1277634530003204,0.0
2018-11-19,-0.04698898147300309,-0.14928425357873212,-0.0,-0.2022403320819217,1.0,-0.12759820529255564,0.0
2018-11-20,-0.034978612383581596,-0.1454812972120256,-0.0,-0.2032278615417286,1.0,-0.13314928859630495,0.0
2018-11-21,-0.035527785324036346,-0.14328835763228592,-0.0,-0.202103896887923,1.0,-0.12833167315644903,0.0
2018-11-23,-0.035965798561368056,-0.13938443442462262,-0.0,-0.20382127184714913,1.0,-0.1288133548474658,0.0
2018-11-26,-0.036000301636377345,-0.1391599426890883,-0.0,-0.20401176381871652,1.0,-0.12899479677249076,0.0
