Date,IWF,IWM,MESO,MTUM,SPY,VLUE,VXX
2018-12-13,-0.7966801173881145,-2.4341526045487893,1.0,-0.0,-2.5797872340425534,-2.3602347762289067,0.0
2018-12-14,-0.8173271889400922,-2.4009216589861753,1.0,-0.0,-2.6228571428571428,-2.3755760368663594,0.0
2018-12-17,-0.7803563270899954,-2.384559159433531,1.0,-0.0,-2.590406578346277,-2.3811786203746004,0.0
2018-12-18,-0.7395504197887516,-2.3426920646384404,1.0,-0.0,-2.5701904847883004,-2.3752821160964164,0.0
2018-12-19,-0.7274209620436634,-2.356282271944923,1.0,-0.0,-2.5871002808225385,-2.3879880423951447,0.0
2018-12-20,-0.7219954648526078,-2.3309750566893426,1.0,-0.0,-2.6262131519274377,-2.3910204081632656,0.0
2018-12-21,-0.701921350332196,-2.3171125875381575,1.0,-0.0,-2.616089064463997,-2.3431495780211886,0.0
2018-12-24,-0.6515660944965492,-2.255529994691205,1.0,-0.0,-2.586710316758096,-2.354185099982304,0.0
2018-12-26,-0.6483487450462352,-2.2987230295024217,1.0,-0.0,-2.534566270365478,-2.3250550418317926,0.0
2018-12-27,-0.47720364741641336,-2.216480918608578,1.0,-0.0,-2.38306315433975,-2.3663458291117867,0.0
2018-12-28,-0.4680671559942631,-2.2256812621277313,1.0,-0.0,-2.3815067915295702,-2.3614274867122247,0.0
2018-12-31,-0.4593597116127371,-2.2931078877349584,1.0,-0.0,-2.427774439962235,-2.402712213543902,0.0
2019-01-02,-0.4531825580399212,-2.2895570975756017,1.0,-0.0,-2.4233701704788833,-2.4007538764670606,0.0
2019-01-03,-0.43769968051118213,-2.315516794750022,1.0,-0.0,-2.435627320611346,-2.445989120110526,0.0
2019-01-04,-0.3387888707037643,-2.363166508743216,1.0,-0.0,-2.42182789215264,-2.4902231027650963,0.0
2019-01-07,-0.2708786610878661,-2.2717154811715483,1.0,-0.0,-2.397405857740586,-2.428200836820084,0.0
2019-01-08,-0.2774349566377585,-2.2327384923282185,1.0,-0.0,-2.411190793862575,-2.4175283522348234,0.0
2019-01-09,-0.2709285892426636,-2.207664810042398,1.0,-0.0,-2.4082633635381163,-2.4263862332695987,0.0
2019-01-10,-0.2737541528239203,-2.1993355481727574,1.0,-0.0,-2.4111295681063125,-2.421594684385382,0.0
2019-01-11,-0.2735666918492403,-2.1991102157307143,1.0,-0.0,-2.4505162427600102,-2.47099806933602,0.0
2019-01-14,-0.28301252416575606,-2.1987896108262586,1.0,-0.0,-2.4480121038917373,-2.4755820795158443,0.0
2019-01-15,-0.27810999747325865,-2.190600522193211,1.0,-0.0,-2.4505179819759118,-2.5032426513939185,0.0
2019-01-16,-0.2537238071194143,-2.191449970546158,1.0,-0.0,-2.4405453168391817,-2.5297483800387104,0.0
2019-01-17,-0.25849310460813996,-2.1837369660275816,1.0,-0.0,-2.438109653548604,-2.5286747393205515,0.0
2019-01-18,-0.27519741869746117,-2.1728793410885627,1.0,-0.0,-2.4530016133140866,-2.590048399422604,0.0
2019-01-22,-0.0,-2.252064663503778,1.0,-0.0,-2.7745563169917413,-2.759181163240204,0.0
2019-01-23,-0.0,-2.1034273318872017,1.0,-0.0,-2.760867678958785,-2.8124078091106286,0.0
2019-01-24,-0.0,-2.083506583506584,1.0,-0.0,-2.7784130284130284,-2.8005890505890503,0.0
2019-01-25,-0.0,-1.9873621941382091,1.0,-0.0,-3.0116518777449133,-2.963879178990768,0.0
2019-01-28,-0.0,-1.936817612314301,1.0,-0.0,-3.057007338464292,-2.955521746912475,0.0
2019-01-29,-0.0,-1.8816552216177653,1.0,-0.0,-3.060822259876929,-2.9757424418086154,0.0
2019-01-30,-0.0,-1.8775401069518716,1.0,-0.0,-3.0559714795008914,-2.9791443850267383,0.0
2019-01-31,-0.0,-1.9216689098250337,1.0,-0.0,-3.003768506056528,-3.0471960520412744,0.0
2019-02-01,-0.0,-1.9330861741567955,1.0,-0.0,-3.0351749706121716,-3.074147752961389,0.0
2019-02-04,-0.0,-1.9383184322225233,1.0,-0.0,-3.0288088142328187,-3.0638490020771245,0.0
2019-02-05,-0.0,-1.906531937928546,1.0,-0.0,-3.008570913027788,-3.1069108625045114,0.0
2019-02-06,-0.0,-1.877271909303581,1.0,-0.0,-3.004318877091956,-3.11606982184632,0.0
2019-02-07,-0.0,-1.8477994038225496,1.0,-0.0,-2.908030860950377,-3.011485183236893,0.0
2019-02-08,-0.0,-1.85305763308403,1.0,-0.0,-2.9384953805543335,-3.007479102507699,0.0
2019-02-11,-0.0,-1.8064296649089981,1.0,-0.0,-2.825480523898622,-2.872937574417418,0.0
2019-02-12,-0.0,-1.8147451248717072,1.0,-0.0,-2.8528053369825526,-2.8853061922682177,0.0
2019-02-13,-0.0,-1.8395726423824346,1.0,-0.0,-2.7730293598048283,-2.79986539917557,0.0
2019-02-14,-0.0,-1.743416102332581,1.0,-0.0,-2.8070395451885295,-2.81004932697935,0.0
2019-02-15,-0.0,-1.7773218323423499,1.0,-0.0,-2.796583200736957,-2.8006029645758312,0.0
2019-02-19,-0.0,-1.7461235437096638,1.0,-0.0,-2.829938814852066,-2.805464755678485,0.0
2019-02-20,-0.0,-1.7753358765964504,1.0,-0.0,-2.7651351799635093,-2.7527782385138497,0.0
2019-02-21,-0.0,-1.7340539648485849,1.0,-0.0,-2.7578183018400857,-2.7597161481970462,0.0
2019-02-22,-0.0,-1.6705911010068202,1.0,-0.0,-2.7397694056511854,-2.709158817797986,0.0
2019-02-25,-0.0,-1.6526452030415792,1.0,-0.0,-2.7400906002265004,-2.6965701342824784,0.0
2019-02-26,-0.0,-1.6536936645359657,1.0,-0.0,-2.739542034145157,-2.6980338215065944,0.0
2019-02-27,-0.0,-1.6417511147142279,1.0,-0.0,-2.7538710985002024,-2.7113903526550467,0.0
2019-02-28,-0.0,-1.6306138933764136,1.0,-0.0,-2.7380452342487884,-2.7088045234248788,0.0
2019-03-01,-0.0,-1.6369013856251518,1.0,-0.0,-2.7402155416903007,-2.7259541366177777,0.0
2019-03-04,-0.0,-1.6251723299002514,1.0,-0.0,-2.738220744465169,-2.746249290406293,0.0
2019-03-05,-0.0,-1.616943359375,1.0,-0.0,-2.7672526041666665,-2.753824869791667,0.0
2019-03-06,-0.0,-1.6122748390251855,1.0,-0.0,-2.784497514059826,-2.753851169614476,0.0
2019-03-07,-0.0,-1.578356097955225,1.0,-0.0,-2.7861472561222014,-2.717691748161319,0.0
2019-03-08,-0.0,-1.566204081632653,1.0,-0.0,-2.8540408163265307,-2.7430204081632654,0.0
2019-03-11,-0.0,-1.5979895322754838,1.0,-0.0,-2.8930796710143722,-2.816648666611282,0.0
2019-03-12,-0.0,-1.554149324726068,1.0,-0.0,-2.9900620062855685,-2.949800390724539,0.0
2019-03-13,-0.0,-1.59288402326377,1.0,-0.0,-3.008638385220664,-2.9514197742045845,0.0
2019-03-14,-0.0,-1.5941744255573589,1.0,-0.0,-3.0010250277611683,-2.946613137439139,0.0
2019-03-15,-0.0,-1.582933104631218,1.0,-0.0,-3.0128644939965694,-2.980531732418525,0.0
2019-03-18,-0.0,-1.6414946433237523,1.0,-0.0,-3.048689138576779,-3.019858897308597,0.0
2019-03-19,-0.0,-1.779586610572526,1.0,-0.0,-3.1717578196451433,-3.1945308212913845,0.0
2019-03-20,-0.0,-1.7883962177545214,1.0,-0.0,-3.17644358762508,-3.2153676673092813,0.0
2019-03-21,-0.0,-1.7962347729789592,1.0,-0.0,-3.1913067552602437,-3.2409560723514215,0.0
2019-03-22,-0.0,-1.7791835980790542,1.0,-0.0,-3.240487624676764,-3.2156446250461763,0.0
2019-03-25,-0.0,-1.5335402026102036,1.0,-0.10039244318700373,-3.2810988409236104,-3.2116455234096923,0.0
2019-03-26,-0.0,-1.5606312292358806,1.0,-0.1298449612403101,-3.290513104466593,-3.2475083056478407,0.0
2019-03-27,-0.0,-1.510327733406775,1.0,-0.14027357018268613,-3.2870650876709813,-3.242632883503167,0.0
2019-03-28,-0.0,-1.5040942128990706,1.0,-0.15815622412365443,-3.2821786732910114,-3.2560493145643576,0.0
2019-03-29,-0.0,-1.5014265991716522,1.0,-0.16097560975609757,-3.282834790612057,-3.258628624022089,0.0
2019-04-01,-0.0,-1.514259429622815,1.0,-0.15059797608095674,-3.27902483900644,-3.255657773689052,0.0
2019-04-02,-0.0,-1.5061717107067751,1.0,-0.21221541556185428,-3.245039773246777,-3.179756788881778,0.0
2019-04-03,-0.0,-1.5067592254293023,1.0,-0.21446839605407383,-3.2411399342345635,-3.171720862257947,0.0
2019-04-04,-0.0,-1.5071559633027525,1.0,-0.21642201834862385,-3.268165137614679,-3.1825688073394494,0.0
2019-04-05,-0.0,-1.5023578363384191,1.0,-0.24752658344891354,-3.3017105871474803,-3.194914470642626,0.0
2019-04-08,-0.0,-1.484691517898437,1.0,-0.2533530663213394,-3.310887059476459,-3.200906484136528,0.0
2019-04-09,-0.0,-1.464552936775159,1.0,-0.28563411896745233,-3.3777590722035167,-3.2248410026187804,0.0
2019-04-10,-0.0,-1.4348759096846428,1.0,-0.3035081171860422,-3.381227841015115,-3.210580332151521,0.0
2019-04-11,-0.0,-1.4022023142963793,1.0,-0.33902575587905937,-3.396976483762598,-3.1936356849570733,0.0
2019-04-12,-0.0,-1.4072343209645761,1.0,-0.34292924572389943,-3.4016263202168426,-3.194878025983737,0.0
2019-04-15,-0.0,-1.4123933627074152,1.0,-0.3387081653698322,-3.4150182806787286,-3.208587231649011,0.0
2019-04-16,-0.0,-1.4063029162746943,1.0,-0.35042333019755406,-3.4332079021636877,-3.2174035747883347,0.0
2019-04-17,-0.0,-1.3752117447769623,1.0,-0.3759646150950499,-3.448051948051948,-3.2117447769621683,0.0
2019-04-18,-0.0,-1.3922547818712898,1.0,-0.3606897201545275,-3.449637237350419,-3.2198247432394234,0.0
2019-04-22,-0.0,-1.401928348615181,1.0,-0.3494659230551092,-3.466490216466585,-3.234899328859061,0.0
2019-04-23,-0.0,-1.4171455487517666,1.0,-0.3649552520018841,-3.440979745642958,-3.197456429580782,0.0
2019-04-24,-0.0,-1.3843045112781955,1.0,-0.37565789473684214,-3.431015037593985,-3.207518796992481,0.0
2019-04-25,-0.0,-1.372953133822699,1.0,-0.39808018068887635,-3.4365706757011107,-3.2032749858836818,0.0
2019-04-26,-0.0,-1.3338032139836482,1.0,-0.417629921999812,-3.4545625411145564,-3.191617329198383,0.0
2019-04-29,-0.0,-1.3274452691910175,1.0,-0.4110683078079489,-3.4583294183970685,-3.1990979986845813,0.0
2019-04-30,-0.0,-1.3319838056680162,1.0,-0.4030693908294888,-3.4673759533000656,-3.212880143112701,0.0
2019-05-01,-0.0,-1.343144630430694,1.0,-0.41489561782960316,-3.4453639270265186,-3.200394959563664,0.0
2019-05-02,-0.0,-1.3483167199548618,1.0,-0.3974985894301298,-3.4390633816061684,-3.218920443859319,0.0
2019-05-03,-0.0,-1.3396457508950443,1.0,-0.3936310533257961,-3.4567552289429058,-3.231580930846053,0.0
2019-05-06,-0.0,-1.2504676393565284,1.0,-0.4161054994388328,-3.4393939393939394,-3.246820052375608,0.0
2019-05-07,-0.0,-1.2602418674416425,1.0,-0.42889284709852815,-3.4355488890972157,-3.2499296896971965,0.0
2019-05-08,-0.0,-1.2394712853236098,1.0,-0.45907019143117594,-3.290793072014585,-3.1264357338195077,0.0
2019-05-09,-0.0,-1.235578237492026,1.0,-0.4659619064977673,-3.294723412011301,-3.116923357331632,0.0
2019-05-10,-0.0,-1.2365659489777456,1.0,-0.47874072733852,-3.248959652614438,-3.082142210964357,0.0
2019-05-13,-0.0,-1.232764073371284,1.0,-0.4707689527423873,-3.246498599439776,-3.085840787928074,0.0
2019-05-14,-0.0,-1.091783138965548,1.0,-0.6305528353957092,-3.1685213211074514,-3.0113949968841807,0.0
2019-05-15,-0.0,-1.0896002861486185,1.0,-0.671733881784852,-3.1873379236340873,-2.993472234641867,0.0
2019-05-16,-0.0,-1.0972334139135107,1.0,-0.680365296803653,-3.1794251947354284,-2.996329125257409,0.0
2019-05-17,-0.0,-1.0789402784014368,1.0,-0.6987876066457117,-3.16030534351145,-3.0426582846879207,0.0
2019-05-20,-0.0,-1.0494525219888708,1.0,-0.721952970741339,-3.1587686232274277,-3.0448752468138576,0.0
2019-05-21,-0.0,-1.0448229493500674,1.0,-0.7303451367099956,-3.148991483639624,-3.0404303003137607,0.0
2019-05-22,-0.0,-1.001245773269265,1.0,-0.7635700302544937,-3.1242213917067096,-3.00925431571454,0.0
2019-05-23,-0.0,-0.9957354221061793,1.0,-0.8333333333333334,-3.0154046997389035,-2.858833768494343,0.0
2019-05-24,-0.0,-0.9338184338184339,1.0,-0.8647782397782398,-3.0045911295911294,-2.8594074844074844,0.0
2019-05-28,-0.0,-0.9241229969683845,1.0,-0.867215244694673,-3.0076223473365093,-2.8627977479428326,0.0
2019-05-29,-0.0,-0.9570227883199031,1.0,-0.8804263062126333,-3.0117840741703494,-2.815440603067325,0.0
2019-05-30,-0.0,-0.9529666522304029,1.0,-0.8746643568644435,-3.0151580770896493,-2.8189692507579043,0.0
2019-05-31,-0.0,-0.963392470791865,1.0,-0.8721765469493725,-3.009000432713111,-2.809692773691043,0.0
2019-06-03,-0.0,-0.9504933504933505,1.0,-0.8914628914628915,-2.987387387387387,-2.7506649506649503,0.0
2019-06-04,-0.0,-0.9544947196703014,1.0,-0.8852064909418734,-2.9833433502189406,-2.7628573881686274,0.0
2019-06-05,-0.0,-0.9237066419107098,1.0,-0.9241286184488142,-2.963541227107773,-2.6282386699299516,0.0
2019-06-06,-0.0,-0.9403035413153457,1.0,-0.9083473861720068,-2.9480607082630694,-2.634991568296796,0.0
2019-06-07,-0.0,-0.9589334211176034,1.0,-0.8944942803061475,-2.8271747181301947,-2.549172907579623,0.0
2019-06-10,-0.0,-0.9580224645404608,1.0,-0.8665245552184965,-2.8215954742969585,-2.552676887759285,0.0
2019-06-11,-0.0,-0.9627799736495388,1.0,-0.9309123847167324,-2.801548089591568,-2.539278656126482,0.0
2019-06-12,-0.0,-0.9702742650681557,1.0,-0.9297914271637379,-2.7845294793890623,-2.5269338150763674,0.0
2019-06-13,-0.0,-1.0069964606140422,1.0,-0.9590089719318463,-2.766071281586962,-2.4989711087332287,0.0
2019-06-14,-0.0,-0.9790980908492429,1.0,-1.004690585911784,-2.78110599078341,-2.464203423304806,0.0
2019-06-17,-0.0,-0.9732194200279307,1.0,-1.0040253018976422,-2.7747473917686682,-2.4629097182288673,0.0
2019-06-18,-0.0,-0.9208842821281076,1.0,-0.9923070693983318,-2.74159851000081,-2.4430318244392257,0.0
2019-06-19,-0.0,-0.9197086199919061,1.0,-1.0172399838122217,-2.7464993929583166,-2.410441116956698,0.0
2019-06-20,-0.0,-0.937004048582996,1.0,-0.9921457489878542,-2.751012145748988,-2.417004048582996,0.0
2019-06-21,-0.0,-0.9572947958106682,1.0,-0.9884712186409028,-2.742145002841601,-2.430867906145977,0.0
2019-06-24,-0.0,-0.9288328588857259,1.0,-0.9943879625864172,-2.7402196014640094,-2.4700284668564456,0.0
2019-06-25,-0.0,-0.8752471984179301,1.0,-1.0279334212261042,-2.8189683586025054,-2.517798286090969,0.0
2019-06-26,-0.0,-0.9246463780540076,1.0,-1.005915130732962,-2.895499357051007,-2.74659237033862,0.0
2019-06-27,-0.0,-0.9316835134193099,1.0,-1.0799058905542,-2.970634367375392,-2.7315266643429768,0.0
2019-06-28,-0.0,-0.8749128919860627,1.0,-1.097822299651568,-3.002787456445993,-2.7352787456445995,0.0
2019-07-01,-0.0,-0.8759541984732825,1.0,-1.0888272033310202,-2.9919326856349757,-2.7177307425399033,0.0
2019-07-02,-0.0,-0.884726962457338,1.0,-1.0486348122866893,-2.910580204778157,-2.688566552901024,0.0
2019-07-03,-0.0,-0.8858284451245431,1.0,-1.0453115701776758,-2.8899940491371248,-2.6800986142990735,0.0
2019-07-05,-0.0,-0.8638330363960295,1.0,-1.0504793416475777,-2.8882667345380506,-2.681343853397811,0.0
2019-07-08,-0.0,-0.874819532908705,1.0,-1.0397452229299364,-2.8885774946921443,-2.6893418259023356,0.0
2019-07-09,-0.0,-0.8544394694601672,1.0,-1.0424938751372814,-2.871673565937315,-2.679479597871082,0.0
2019-07-10,-0.0,-0.8346757100466299,1.0,-1.0356930902924968,-2.902585841458245,-2.7051292920729124,0.0
2019-07-11,-0.0,-0.8082330162471588,1.0,-1.0659146392794006,-2.879872043101271,-2.6641973230069866,0.0
2019-07-12,-0.0,-0.8075595588854281,1.0,-1.0659988214496168,-2.8804613182927854,-2.6641973230069866,0.0
2019-07-15,-0.0,-0.8790960451977401,1.0,-1.1642764015645373,-3.005475880052151,-2.6429378531073446,0.0
2019-07-16,-0.0,-0.8609777777777777,1.0,-1.2627555555555554,-3.0917333333333334,-2.6734222222222224,0.0
2019-07-17,-0.0,-0.8806580702534461,1.0,-1.2538906180524676,-3.0896398399288576,-2.668741662961316,0.0
2019-07-18,-0.0,-0.8767499556973241,1.0,-1.2603225234804183,-3.071947545631756,-2.651603756866915,0.0
2019-07-19,-0.0,-0.878284559275859,1.0,-1.2731347218560505,-3.019509622989718,-2.617189559715265,0.0
2019-07-22,-0.0,-0.8490433561523609,1.0,-1.2525890819729684,-3.0200105318588735,-2.6549060909250484,0.0
2019-07-23,-0.0,-0.855036855036855,1.0,-1.253159003159003,-3.016672516672516,-2.6501404001404,0.0
2019-07-24,-0.0,-0.8509632224168127,1.0,-1.2662872154115585,-3.0060420315236427,-2.6331873905429073,0.0
2019-07-25,-0.0,-0.8046389496717724,1.0,-1.2982932166301968,-3.0366739606126916,-2.613129102844639,0.0
2019-07-26,-0.0,-0.771063233490979,1.0,-1.3095988789630408,-3.0543878087230687,-2.6230513224732874,0.0
2019-07-29,-0.0,-0.7398388227049755,1.0,-1.3107042747021724,-3.057112824106517,-2.6519796776454103,0.0
2019-07-30,-0.0,-0.7515577007459412,1.0,-1.3142606406318562,-3.058095655989469,-2.6518648530057045,0.0
2019-07-31,-0.0,-0.7708570927274323,1.0,-1.3102903763488025,-3.0456180366698833,-2.6459338538468287,0.0
2019-08-01,-0.0,-0.808350144724147,1.0,-1.2997105517059908,-3.0371897201999825,-2.6258222962897992,0.0
2019-08-02,-0.0,-0.7784510010537409,1.0,-1.3408851422550054,-3.0340709518791713,-2.627853881278539,0.0
2019-08-05,-0.0,-0.7689090275357268,1.0,-1.3364412687347509,-3.0143778319972117,-2.5940223074241895,0.0
2019-08-06,-0.0,-0.7276474051644378,1.0,-1.2905206493397259,-2.8598704685002945,-2.5330978215156867,0.0
2019-08-07,-0.0,-0.7823192314174953,1.0,-1.2439743805831787,-2.8393729984830607,-2.5617731333220966,0.0
2019-08-08,-0.0,-0.7758040074086546,1.0,-1.2365718134366057,-2.8394510860414215,-2.5670146489307966,0.0
2019-08-09,-0.0,-0.7454575762627105,1.0,-1.2162027004500748,-2.8095515919319887,-2.563593932322054,0.0
2019-08-12,-0.0,-0.7279042517576164,1.0,-1.2694174757281553,-2.8416471375962504,-2.5306327418814867,0.0
2019-08-13,-0.0,-0.6956848343210082,1.0,-1.2631666805775812,-2.847091227777314,-2.5406894249227943,0.0
2019-08-14,-0.0,-0.7136695421366954,1.0,-1.2540643662906437,-2.8037491705374915,-2.52314200398142,0.0
2019-08-15,-0.0,-0.7278829047387999,1.0,-1.2514151706291443,-2.727316836487142,-2.3800743975416467,0.0
2019-08-16,-0.0,-0.7223883008806657,1.0,-1.251030136543589,-2.7208531954431607,-2.385311464813767,0.0
2019-08-19,-0.0,-0.6788725608287159,1.0,-1.2645948767365294,-2.7258491929655504,-2.360876897133221,0.0
2019-08-20,-0.0,-0.6858488307127464,1.0,-1.2531726394764147,-2.7107510575464917,-2.3317902466278233,0.0
2019-08-21,-0.0,-0.691964641235964,1.0,-1.2512542804810067,-2.7037508959146295,-2.3167157760611614,0.0
2019-08-22,-0.0,-0.6992115951262245,1.0,-1.2405033049295215,-2.7098032969658363,-2.3142470335271166,0.0
2019-08-23,-0.0,-0.6989804046519037,1.0,-1.2418352716265733,-2.710291540544846,-2.314481440178429,0.0
2019-08-26,-0.0,-0.6423529411764706,1.0,-1.2392941176470589,-2.6948235294117646,-2.2666666666666666,0.0
2019-08-27,-0.0,-0.6350039154267815,1.0,-1.2296789350039155,-2.689036805011746,-2.277133907595928,0.0
2019-08-28,-0.0,-0.596085828813959,1.0,-1.2727344179831799,-2.7230213000078596,-2.2679399512693545,0.0
2019-08-29,-0.0,-0.5679196421564782,1.0,-1.287138036569097,-2.7306756650710198,-2.2617907870987994,0.0
2019-08-30,-0.0,-0.5371745758736611,1.0,-1.2994292862168713,-2.740286138691267,-2.2411070283793295,0.0
2019-09-03,-0.0,-0.5580503833515883,1.0,-1.324910029729307,-2.730871538100454,-2.2096698482240655,0.0
2019-09-04,-0.0,-0.5344598294610029,1.0,-1.3377923805053586,-2.732066025189705,-2.2185715403269968,0.0
2019-09-05,-0.0,-0.5578400186205291,1.0,-1.3408332686787183,-2.7023818760183103,-2.15757622779114,0.0
