Date,BDN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24937220797758453,-0.5966535381036716,-0.0,-0.4521952895773308,-0.3451402289127964,0.0
2018-09-25,1.0,-0.2463929852530889,-0.602603959080643,-0.0,-0.45672910854258,-0.35134847880961867,0.0
2018-09-26,1.0,-0.2455207613376575,-0.6022117071614652,-0.0,-0.45714817374661065,-0.35344781753415916,0.0
2018-09-27,1.0,-0.24443970913352692,-0.6069573555656181,-0.0,-0.4578749700343606,-0.354340356391338,0.0
2018-09-28,1.0,-0.24401353115094693,-0.6073568974242869,-0.0,-0.45782169778653814,-0.3544202647630717,0.0
2018-10-01,1.0,-0.24363490792634107,-0.610808646917534,-0.0,-0.45836669335468383,-0.355964771817454,0.0
2018-10-02,1.0,-0.24227907723598993,-0.6244179200342558,-0.0,-0.4560027832789167,-0.3535299470106514,0.0
2018-10-03,1.0,-0.2417676483963299,-0.6193456918920365,-0.0,-0.4574539229061338,-0.3564454431158548,0.0
2018-10-04,1.0,-0.24595910939841575,-0.6139210019267822,-0.0,-0.46290944123314065,-0.35329693855705413,0.0
2018-10-05,1.0,-0.23820698114716943,-0.6108370443454841,-0.0,-0.4639076291298899,-0.3536705687848324,0.0
2018-10-08,1.0,-0.2353819092798891,-0.6080965833377752,-0.0,-0.4681786685144715,-0.3534459783593625,0.0
2018-10-09,1.0,-0.22901293979253556,-0.610014971660785,-0.0,-0.4733183616725484,-0.36119131643674474,0.0
2018-10-10,1.0,-0.22962210700732266,-0.6094393072852637,-0.0,-0.47370249612485965,-0.35980009621038,0.0
2018-10-11,1.0,-0.1782600775496396,-0.6025450854867671,-0.0,-0.4576990137143155,-0.3638066984151768,0.0
2018-10-12,1.0,-0.173123455184077,-0.6056979315727852,-0.0,-0.4596591648237283,-0.36331468713412246,0.0
2018-10-15,1.0,-0.1554476778899821,-0.621401313569222,-0.0,-0.45614080631343945,-0.362944887204382,0.0
2018-10-16,1.0,-0.1554476778899821,-0.6214791931673632,-0.0,-0.4561148464473923,-0.362944887204382,0.0
2018-10-17,1.0,-0.14344283298313945,-0.599497770716958,-0.0,-0.4528263209142623,-0.36662737662071443,0.0
2018-10-18,1.0,-0.14351246764562672,-0.600087132569642,-0.0,-0.4524999359319341,-0.36662310038184565,0.0
2018-10-19,1.0,-0.13491477055571127,-0.5956633628048004,-0.0,-0.4529518179733483,-0.36446097790913956,0.0
2018-10-22,1.0,-0.1348638112467195,-0.5888348153999032,-0.0,-0.4564680102937804,-0.36782429230259633,0.0
2018-10-23,1.0,-0.13151440833844266,-0.5907674228489679,-0.0,-0.46127120376047415,-0.37111690169630085,0.0
2018-10-24,1.0,-0.12994768406277912,-0.5876738547913744,-0.0,-0.46196248564501724,-0.3724129131045043,0.0
2018-10-25,1.0,-0.09886786794291855,-0.557518806387924,-0.0,-0.4882663134481293,-0.35453477619773577,0.0
2018-10-26,1.0,-0.09535063061270181,-0.5528246971317694,-0.0,-0.48789770889823125,-0.35157590984850373,0.0
2018-10-29,1.0,-0.10070357294874684,-0.5544204912491549,-0.0,-0.4969828989208543,-0.3517113598237312,0.0
2018-10-30,1.0,-0.09137119391025642,-0.5549879807692308,-0.0,-0.4977964743589744,-0.35985076121794873,0.0
2018-10-31,1.0,-0.09465143482913961,-0.5413026705492919,-0.0,-0.496453371164041,-0.35645486448144553,0.0
2018-11-01,1.0,-0.07473096851335193,-0.5594111199681148,-0.0,-0.4979573535273017,-0.3589577520924671,0.0
2018-11-02,1.0,-0.07722831208769407,-0.5460542631813897,-0.0,-0.5007440107137543,-0.3560091265314221,0.0
2018-11-05,1.0,-0.07669228861889413,-0.5474088767666749,-0.0,-0.5007438631291842,-0.35469873543268043,0.0
2018-11-06,1.0,-0.07234402608068088,-0.5456536346216061,-0.0,-0.5073040838165394,-0.36331284373989,0.0
2018-11-07,1.0,-0.07192419607550549,-0.5456738541122634,-0.0,-0.5063791688427964,-0.3630281777711457,0.0
2018-11-08,1.0,-0.0585881539297535,-0.5453737094304204,-0.0,-0.5014572938793658,-0.3645457689077706,0.0
2018-11-09,1.0,-0.058609958506224066,-0.5452479747085556,-0.0,-0.5015066192452085,-0.36447836395969174,0.0
2018-11-12,1.0,-0.058009893923359014,-0.5361423543599715,-0.0,-0.5046393148088898,-0.3623587900863872,0.0
2018-11-13,1.0,-0.03970114268971579,-0.5341341927922649,-0.0,-0.5084236741869324,-0.3593856821955269,0.0
2018-11-14,1.0,-0.04033400068362713,-0.533644220909224,-0.0,-0.5084720933639338,-0.35907515015381614,0.0
2018-11-15,1.0,-0.039596235431803774,-0.5339152484517482,-0.0,-0.5099234407763202,-0.3547569122738577,0.0
2018-11-16,1.0,-0.03539132766227118,-0.5260681989909084,-0.0,-0.5117361737392448,-0.36422356009457185,0.0
2018-11-19,1.0,-0.03366510538641686,-0.5272736143637783,-0.0,-0.5134172521467604,-0.36514441842310696,0.0
2018-11-20,1.0,-0.006866098939757867,-0.5224785889317515,-0.0,-0.5180144115292235,-0.3788485333721523,0.0
2018-11-21,1.0,-0.00967881735445659,-0.5187557182067704,-0.0,-0.5172629652814562,-0.3619685077286079,0.0
2018-11-23,1.0,-0.010703547805171377,-0.5105472038484666,-0.0,-0.5209621166566446,-0.36307877330126276,0.0
2018-11-26,1.0,-0.010171203231701452,-0.5134173319226699,-0.0,-0.5194767721458112,-0.36149850918534193,0.0
2018-11-27,1.0,-0.005100819004741606,-0.5146319268164185,-0.0,-0.5167872024522246,-0.35823075817807365,0.0
2018-11-28,1.0,-0.0032159742722058225,-0.5257397940816474,-0.0,-0.5139078887368901,-0.35711714306285547,0.0
2018-11-29,1.0,-0.0,-0.5208472633489349,-0.0,-0.510459451714586,-0.35669595949947464,0.0
2018-11-30,1.0,-0.0,-0.521647610390853,-0.0,-0.5105248050519064,-0.35982873271779175,0.0
2018-12-03,1.0,-0.0,-0.5226194469736906,-0.0,-0.5121483682369292,-0.36133608089327646,0.0
2018-12-04,1.0,-0.0,-0.5226397493242758,-0.0,-0.5097471715262994,-0.35955701198363915,0.0
2018-12-06,1.0,-0.0,-0.49658282251814273,-0.0,-0.5078324995889992,-0.3441602667981869,0.0
2018-12-07,1.0,-0.001893715232571902,-0.5037755947449403,-0.0,-0.5192093738904012,-0.34226535684696413,0.0
2018-12-10,1.0,-0.0,-0.5028031659285781,-0.0,-0.5172901158955997,-0.33553189484594365,0.0
2018-12-11,1.0,-0.0,-0.5078132398901412,-0.0,-0.5105360356094326,-0.3492991760583388,0.0
2018-12-12,1.0,-0.0,-0.5078493121492672,-0.0,-0.5109748301091563,-0.348992494021263,0.0
2018-12-13,1.0,-0.0,-0.5045079154736269,-0.0,-0.5144466267540643,-0.34740528644785723,0.0
2018-12-14,1.0,-0.0,-0.4934081280030297,-0.0,-0.5243437714502118,-0.3491680276456248,0.0
2018-12-17,1.0,-0.0,-0.490707108825888,-0.0,-0.5132789282513326,-0.3546157837633851,0.0
2018-12-18,1.0,-0.0,-0.5084810825076174,-0.0,-0.5292339435234279,-0.36145965787769,0.0
2018-12-19,1.0,-0.0,-0.5156185629468072,-0.0,-0.5377196171089301,-0.37004725554343876,0.0
2018-12-20,1.0,-0.0,-0.5075541825553893,-0.0,-0.5394603465752763,-0.36646232562629727,0.0
2018-12-21,1.0,-0.0,-0.5098105794183988,-0.0,-0.542140622347263,-0.37343261138463774,0.0
2018-12-24,1.0,-0.0,-0.4889730720972879,-0.0,-0.5342872309622624,-0.3896583341376315,0.0
2018-12-26,1.0,-0.0,-0.4888674466288747,-0.0,-0.5345072970691112,-0.3888795079001327,0.0
2018-12-27,1.0,-0.0,-0.46909596268902815,-0.0,-0.49839826635888257,-0.387996419654214,0.0
2018-12-28,1.0,-0.0,-0.4711988889150443,-0.0,-0.49702219815917703,-0.3857489230479508,0.0
2018-12-31,1.0,-0.0,-0.4768610246249646,-0.0,-0.4966742145485423,-0.385177846966695,0.0
2019-01-02,1.0,-0.0,-0.4762634357910617,-0.0,-0.494389967942674,-0.3864793513105789,0.0
2019-01-03,1.0,-0.0,-0.4805019213435172,-0.0,-0.5232221642392902,-0.3683286683429005,0.0
2019-01-04,1.0,-0.0,-0.5001313809330435,-0.0,-0.5002747055872728,-0.38833815063421157,0.0
2019-01-07,1.0,-0.0,-0.4840077252814546,-0.0,-0.4948890668425267,-0.3763719440388148,0.0
2019-01-08,1.0,-0.0,-0.4895882519595807,-0.0,-0.49294078760978377,-0.37841155916517144,0.0
2019-01-09,1.0,-0.0,-0.49054108311093264,-0.0,-0.4931154200420396,-0.3781204978625918,0.0
2019-01-10,1.0,-0.0,-0.4924331993379049,-0.0,-0.49266966185859545,-0.37952234570820526,0.0
2019-01-11,1.0,-0.0,-0.4867254539420661,-0.0,-0.4961124543687479,-0.3876167448916702,0.0
2019-01-14,1.0,-0.0,-0.4864666461436454,-0.0,-0.4947074285443653,-0.3868668450590826,0.0
2019-01-15,1.0,-0.0,-0.4890219560878244,-0.0,-0.4944159300446726,-0.39276209485790325,0.0
2019-01-16,1.0,-0.0,-0.49148062491150235,-0.0,-0.47394628781800163,-0.3945343842922547,0.0
2019-01-17,1.0,-0.0,-0.49790242752769265,-0.0,-0.4697148244166863,-0.38920575064812635,0.0
2019-01-18,1.0,-0.0,-0.4937747527687528,-0.0,-0.47169587592192946,-0.4060521260701497,0.0
2019-01-22,1.0,-0.0,-0.5032829940906106,-0.0,-0.48391332895600786,-0.3577994559609793,0.0
2019-01-23,1.0,-0.0,-0.4678853870884472,-0.0,-0.49200948067491146,-0.38680684298218854,0.0
2019-01-24,1.0,-0.0,-0.4646174831259849,-0.0,-0.5007643282142942,-0.3863973095646857,0.0
2019-01-25,1.0,-0.0,-0.45939451054305575,-0.0,-0.524891035457651,-0.3716809989398045,0.0
2019-01-28,1.0,-0.0,-0.46395294117647057,-0.0,-0.5166823529411765,-0.3723058823529412,0.0
2019-01-29,1.0,-0.0,-0.45348234073654925,-0.0,-0.5195218559909464,-0.3846843023529966,0.0
2019-01-30,1.0,-0.0,-0.4499751473407655,-0.0,-0.5195862623967431,-0.3973585173613577,0.0
2019-01-31,1.0,-0.0,-0.46384972082899595,-0.0,-0.48779218321188605,-0.4141904040881991,0.0
2019-02-01,1.0,-0.0,-0.46239969701990674,-0.0,-0.48277984235567023,-0.42187610954623994,0.0
2019-02-04,1.0,-0.0,-0.4571489331537535,-0.0,-0.4866378393705253,-0.41910635381961675,0.0
2019-02-05,1.0,-0.0,-0.47475684288126324,-0.0,-0.4977051675346603,-0.4056027205060522,0.0
2019-02-06,1.0,-0.0,-0.48274716407992785,-0.0,-0.49734206654326263,-0.39306564146376194,0.0
2019-02-07,1.0,-0.0,-0.4851710485763732,-0.0,-0.4936108674521704,-0.39195372324032146,0.0
2019-02-08,1.0,-0.0,-0.4963684423594408,-0.0,-0.5164670302193222,-0.3685137999190341,0.0
2019-02-11,1.0,-0.0,-0.4780693399371369,-0.0,-0.5199066577769311,-0.3832031622059244,0.0
2019-02-12,1.0,-0.0,-0.47081019507333055,-0.0,-0.5169917888841425,-0.38532915658075845,0.0
2019-02-13,1.0,-0.0,-0.4761837020176874,-0.0,-0.5144272944970008,-0.38034947957417553,0.0
2019-02-14,1.0,-0.0,-0.4576630176106616,-0.0,-0.5401713469776297,-0.38200856734888144,0.0
2019-02-15,1.0,-0.0,-0.4770552672918551,-0.0,-0.5299900033322226,-0.373113723996763,0.0
2019-02-19,1.0,-0.0,-0.4722994652406417,-0.0,-0.5329768270944741,-0.37143196672608436,0.0
