Date,CTSO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9852679183225984,-2.060846923393176,-0.08318487049472387,-1.3839249006441006,-1.3389063998903659,0.0
2018-09-25,1.0,-0.9897225077081192,-2.057416923603974,-0.09016786570743406,-1.3808838643371018,-1.3334703665638916,0.0
2018-09-26,1.0,-0.9930708013172337,-2.0622255762897916,-0.0950192096597146,-1.3817233809001097,-1.3285537870472008,0.0
2018-09-27,1.0,-0.9932140653917335,-2.057646171773254,-0.09609980122009734,-1.3803550620330387,-1.3271643018712729,0.0
2018-09-28,1.0,-0.9962468723936613,-2.098345843758688,-0.10105643591882124,-1.404225743675285,-1.3503614122880176,0.0
2018-10-01,1.0,-0.9974977410161951,-2.0966845068464584,-0.10141099603808995,-1.4048794050184195,-1.3503162577326753,0.0
2018-10-02,1.0,-0.9977742227168392,-2.1030117548862766,-0.1012033108437087,-1.4040481324337484,-1.3495165889963134,0.0
2018-10-03,1.0,-0.9978437782569382,-2.102316199485289,-0.10210753286499269,-1.403839465813452,-1.3494470334562145,0.0
2018-10-04,1.0,-1.0002778742618965,-2.0929489406043764,-0.10357763112191734,-1.4062521708926712,-1.3438693990969088,0.0
2018-10-05,1.0,-0.9778544325629528,-2.081821317695757,-0.0760952052431873,-1.4114522249051398,-1.351638496033115,0.0
2018-10-08,1.0,-0.973861604072087,-2.0753886366762964,-0.07188058880176089,-1.4098913193011418,-1.3475718805888017,0.0
2018-10-09,1.0,-0.9782968168664739,-2.079164944191815,-0.077580267328097,-1.4096734187680862,-1.3451839603141795,0.0
2018-10-10,1.0,-0.9782354156622355,-2.0789310558578413,-0.07693367311798333,-1.4096012122046973,-1.3438253323231626,0.0
2018-10-11,1.0,-0.8587526205450734,-2.0311189727463312,-0.0,-1.3385089098532494,-1.3229821802935011,0.0
2018-10-12,1.0,-0.8607521697203473,-2.011057537769206,-0.0,-1.288974606235937,-1.2679524268723883,0.0
2018-10-15,1.0,-0.8256416821353132,-2.036164629072521,-0.0,-1.2765794021634769,-1.2624335914997118,0.0
2018-10-16,1.0,-0.8206309592372176,-2.0433864465348437,-0.0,-1.2745888526268638,-1.2605106546362066,0.0
2018-10-17,1.0,-0.7706762192056309,-1.9614756158873805,-0.0,-1.268162393162393,-1.284250879839115,0.0
2018-10-18,1.0,-0.769622641509434,-1.9594339622641508,-0.0,-1.2738364779874214,-1.2863522012578616,0.0
2018-10-19,1.0,-0.7344041837878221,-1.9366205951936246,-0.0,-1.273191383389366,-1.2817208317768645,0.0
2018-10-22,1.0,-0.7470706816177397,-1.9785183318634247,-0.0,-1.282537482676074,-1.2914829280584603,0.0
2018-10-23,1.0,-0.7592194998737055,-1.984023743369538,-0.0,-1.2796792119222025,-1.2918034857287193,0.0
2018-10-24,1.0,-0.7549810844892813,-1.9784363177805802,-0.0,-1.2787515762925599,-1.292875157629256,0.0
2018-10-25,1.0,-0.6817500749175907,-1.864489062031765,-0.0,-1.2424932574168415,-1.2046149235840575,0.0
2018-10-26,1.0,-0.6477976295772157,-1.8298248717495136,-0.0,-1.2392240108496966,-1.1797275782770211,0.0
2018-10-29,1.0,-0.602519573791723,-1.8618355212809796,-0.0,-1.2239359510213694,-1.1985636074645318,0.0
2018-10-30,1.0,-0.6406529250565948,-1.8818658405814368,-0.0,-1.2428809722387704,-1.192005242463958,0.0
2018-10-31,1.0,-0.6465313827277017,-1.8393109957527136,-0.0,-1.2348395469561113,-1.1783860311467673,0.0
2018-11-01,1.0,-0.6476662536142089,-1.8389685490057235,-0.0,-1.2353218858795068,-1.1787927066737476,0.0
2018-11-02,1.0,-0.6662930627654554,-1.7792000943841433,-0.0,-1.2731831052383198,-1.1803327041057101,0.0
2018-11-05,1.0,-0.6664503569110968,-1.7789510943307179,-0.0,-1.2732582148545808,-1.1806973039938649,0.0
2018-11-06,1.0,-0.6745338683030446,-1.7857564314373378,-0.0,-1.2679962237432147,-1.1721737078121313,0.0
2018-11-07,1.0,-0.6728376864571664,-1.7862743941984554,-0.0,-1.2654324627085665,-1.171393196155887,0.0
2018-11-08,1.0,-0.7613664596273292,-1.8494409937888199,-0.0,-1.3596894409937887,-1.2406832298136645,0.0
2018-11-09,1.0,-0.7711598746081505,-1.8668965517241378,-0.0,-1.3734796238244513,-1.2580564263322884,0.0
2018-11-12,1.0,-0.7722871872249466,-1.8757701496290708,-0.0,-1.376273104488872,-1.262605306173771,0.0
2018-11-13,1.0,-0.7237603434330865,-1.8702171343246436,-0.0,-1.3760965594475205,-1.2515398494369439,0.0
2018-11-14,1.0,-0.7234426535565375,-1.8709938390690146,-0.0,-1.3765635696060738,-1.2521625490074055,0.0
2018-11-15,1.0,-0.7226586856216486,-1.875296171592468,-0.0,-1.3791619902731014,-1.2580122209751838,0.0
2018-11-16,1.0,-0.7223190932868352,-1.870780919168016,-0.0,-1.3768837962386349,-1.2574417735708057,0.0
2018-11-19,1.0,-0.7179871386651683,-1.8777548854342263,-0.0,-1.384653805331835,-1.262908160079915,0.0
2018-11-20,1.0,-0.622139070782663,-1.8738384783286564,-0.0,-1.4110383536014968,-1.329342064234487,0.0
2018-11-21,1.0,-0.6279886615725906,-1.85863938871087,-0.0,-1.3986319940842986,-1.2769287650973624,0.0
2018-11-23,1.0,-0.6284149643120847,-1.84857248338666,-0.0,-1.4000123061777012,-1.2760890967265568,0.0
2018-11-26,1.0,-0.6336098541980895,-1.9188662644544996,-0.0,-1.4309326294620413,-1.3010935143288083,0.0
2018-11-27,1.0,-0.6120160380904648,-1.9334043352963286,-0.0,-1.4253852900639017,-1.2940734243829093,0.0
2018-11-28,1.0,-0.6112329969284774,-1.94107691343321,-0.0,-1.422992540587977,-1.2931110136024573,0.0
2018-11-29,1.0,-0.5463209357014667,-1.9168265362955628,-0.0,-1.4192091094745962,-1.3060832972337395,0.0
2018-11-30,1.0,-0.5454038997214484,-1.9178582482203652,-0.0,-1.4196843082636954,-1.3070875889817393,0.0
2018-12-03,1.0,-0.5397406465223056,-1.9263510578891854,-0.0,-1.4264441273189798,-1.3120928212446483,0.0
2018-12-04,1.0,-0.5211546800470792,-1.939850089822214,-0.0,-1.421978566561358,-1.3115901629189124,0.0
2018-12-06,1.0,-0.49814859053989485,-1.8204730052556137,-0.0,-1.4069517439082657,-1.2467749641662684,0.0
2018-12-07,1.0,-0.49021368288741246,-1.826360208295924,-0.0,-1.4125815526426049,-1.2564194648949543,0.0
2018-12-10,1.0,-0.4444968738940663,-1.8279462073846882,-0.0,-1.4031496991860328,-1.2227792851244543,0.0
2018-12-11,1.0,-0.43348501861592104,-1.835293422374564,-0.0,-1.4033449559718694,-1.2376928077536788,0.0
2018-12-12,1.0,-0.4297236389514886,-1.8426639781757799,-0.0,-1.4089076028940815,-1.2491400782825288,0.0
