Date,AMWD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.741843348346699,-1.665714599582555,-0.052729869273865755,-1.0030759090409755,-1.0293309897835878,0.0
2018-09-25,1.0,-0.7451809544730628,-1.662913943654237,-0.05804821791421824,-1.0006040968751717,-1.0250425613707508,0.0
2018-09-26,1.0,-0.744904126146915,-1.6630954343167959,-0.056260645019504424,-1.0017581451568593,-1.0281303225097522,0.0
2018-09-27,1.0,-0.745194947830862,-1.6604063701263043,-0.057166392092257004,-1.001153212520593,-1.0275672707303678,0.0
2018-09-28,1.0,-0.7469919235206857,-1.6594692599307728,-0.05785396406790835,-1.0018130871930113,-1.0280753804736005,0.0
2018-10-01,1.0,-0.7546493019149054,-1.6620495557640307,-0.05788863749241211,-1.0103747033828154,-1.0334418630318414,0.0
2018-10-02,1.0,-0.755464556471695,-1.6818659731060814,-0.054451884234408714,-1.0097393614077803,-1.0322062973825465,0.0
2018-10-03,1.0,-0.757449642084235,-1.665778813606348,-0.05166194994728372,-1.0230841795682815,-1.0510515509683147,0.0
2018-10-04,1.0,-0.7602572632512752,-1.6582945220669774,-0.052838766910623204,-1.0263916611222001,-1.0466844089598581,0.0
2018-10-05,1.0,-0.7410270568746549,-1.6521258972943125,-0.02805080066261734,-1.0382661512976257,-1.0623964660408614,0.0
2018-10-08,1.0,-0.7377031120903332,-1.6468741393555495,-0.022307904158633984,-1.0408152024235748,-1.0604241255852382,0.0
2018-10-09,1.0,-0.736395681868253,-1.647609605640009,-0.018726591760299626,-1.0424102225159728,-1.0627340823970037,0.0
2018-10-10,1.0,-0.737278761061947,-1.657688053097345,-0.014878318584070798,-1.0474557522123895,-1.0736725663716815,0.0
2018-10-11,1.0,-0.6113173040718628,-1.6606960357162068,-0.0,-1.0090366306277232,-1.0978430423323113,0.0
2018-10-12,1.0,-0.6121109464323523,-1.6490048697861528,-0.0,-0.9725280542028372,-1.0596019479144612,0.0
2018-10-15,1.0,-0.5580145767941693,-1.7204873118050754,-0.0,-0.9703144118742353,-1.0711815715273714,0.0
2018-10-16,1.0,-0.5500506099834852,-1.7374673698790688,-0.0,-0.9694741889084226,-1.0703212402109639,0.0
2018-10-17,1.0,-0.5115611461976094,-1.6724776867268645,-0.0,-0.9565217391304348,-1.0789185239313117,0.0
2018-10-18,1.0,-0.5157469999475973,-1.6833831158622858,-0.0,-0.9575538437352618,-1.0835298433160405,0.0
2018-10-19,1.0,-0.4906854859633647,-1.6694515074464222,-0.0,-0.9515852835867366,-1.0774739245498417,0.0
2018-10-22,1.0,-0.4912089621907577,-1.6638141175250245,-0.0,-0.9529070068979825,-1.0784710336600798,0.0
2018-10-23,1.0,-0.492170486363165,-1.6634864668671574,-0.0,-0.9517266410867986,-1.077724774447786,0.0
2018-10-24,1.0,-0.48962547982155824,-1.6587820313310508,-0.0,-0.9547152194211017,-1.0841373586471625,0.0
2018-10-25,1.0,-0.42750149790293585,-1.5829838226482922,-0.0,-0.9538146594767325,-1.02870980627122,0.0
2018-10-26,1.0,-0.3985207100591716,-1.559714003944773,-0.0,-0.9597633136094674,-1.0129191321499014,0.0
2018-10-29,1.0,-0.3798567503924647,-1.5649038461538463,-0.0,-0.9488324175824177,-1.0122154631083204,0.0
2018-10-30,1.0,-0.3817164728396879,-1.565091515776044,-0.0,-0.949065214191079,-1.0111389175131262,0.0
2018-10-31,1.0,-0.38226673180263804,-1.5532975085490963,-0.0,-0.9441133365901319,-1.0055202735710798,0.0
2018-11-01,1.0,-0.36663253863780415,-1.563209984886159,-0.0,-0.9414948076641803,-1.0040953634635075,0.0
2018-11-02,1.0,-0.36801522619686694,-1.5650285491191254,-0.0,-0.9418769215753258,-1.005319408520814,0.0
2018-11-05,1.0,-0.3602347762289068,-1.5945218879921743,-0.0,-0.947615553925165,-0.9887992174125704,0.0
2018-11-06,1.0,-0.36621509267863256,-1.5988164522912895,-0.0,-0.9434635887905316,-0.9821978774392331,0.0
2018-11-07,1.0,-0.36487609365071605,-1.5995405445036415,-0.0,-0.9415416198250159,-0.9818172931228311,0.0
2018-11-08,1.0,-0.3242053316561033,-1.6014320963762156,-0.0,-0.9253471382263293,-0.9871788669021239,0.0
2018-11-09,1.0,-0.3276255154014068,-1.6046568032985689,-0.0,-0.9274799902983265,-0.9910744603444094,0.0
2018-11-12,1.0,-0.3253861003861004,-1.5853281853281853,-0.0,-0.9303571428571429,-0.9851833976833977,0.0
2018-11-13,1.0,-0.2856733113437545,-1.5852574214828627,-0.0,-0.9302069888618004,-0.979157703523113,0.0
2018-11-14,1.0,-0.29183683274876276,-1.5895834334310288,-0.0,-0.9388843511266997,-0.9843847595252967,0.0
2018-11-15,1.0,-0.2915063485956137,-1.5971046556367834,-0.0,-0.9496921893035783,-0.9711908426317815,0.0
2018-11-16,1.0,-0.28572113770444624,-1.582761763154108,-0.0,-0.9483908101107966,-0.9795194014101396,0.0
2018-11-19,1.0,-0.2831148878966825,-1.585241730279898,-0.0,-0.9513178741178164,-0.9813721254020836,0.0
2018-11-20,1.0,-0.22118870444571648,-1.5772753291356612,-0.0,-0.9581186796412899,-1.0134993321885137,0.0
2018-11-21,1.0,-0.2400974724067084,-1.5886568875722682,-0.0,-0.9763963877872808,-0.9728606240145253,0.0
2018-11-23,1.0,-0.2404778972520908,-1.589247311827957,-0.0,-0.9762485065710872,-0.9729510155316607,0.0
2018-11-26,1.0,-0.23923880740101622,-1.6069408493912376,-0.0,-0.9757933084076311,-0.9713833764739718,0.0
2018-11-27,1.0,-0.22457344390429893,-1.6116194833666952,-0.0,-0.9671623296158611,-0.9626346392145648,0.0
2018-11-28,1.0,-0.2228432215534537,-1.6279736314130122,-0.0,-0.9642208846852012,-0.9618801948982517,0.0
2018-11-29,1.0,-0.18839214208319593,-1.6067272812926932,-0.0,-0.9540208225373346,-0.9618881613039997,0.0
2018-11-30,1.0,-0.1875530010364647,-1.6073683218694053,-0.0,-0.9541128804296617,-0.9621690379722981,0.0
2018-12-03,1.0,-0.18481382102339594,-1.607729605046368,-0.0,-0.9535847102574966,-0.9613049004377913,0.0
2018-12-04,1.0,-0.17069848278453661,-1.6172201606463432,-0.0,-0.9491756306073559,-0.9601672225092771,0.0
2018-12-06,1.0,-0.15377963864743094,-1.546807445501297,-0.0,-0.9330997132844854,-0.9173531151868202,0.0
2018-12-07,1.0,-0.1567306817147538,-1.5469190861927733,-0.0,-0.9329207244925821,-0.9142168016747065,0.0
2018-12-10,1.0,-0.11366400864981754,-1.5616074244267244,-0.0,-0.9370185160156779,-0.89277830337433,0.0
2018-12-11,1.0,-0.10384979916053617,-1.5672248048020943,-0.0,-0.9365888883874172,-0.9055828857697342,0.0
2018-12-12,1.0,-0.10000906289650173,-1.573636034076491,-0.0,-0.9414990030813849,-0.9163041508065979,0.0
2018-12-13,1.0,-0.10094279757048319,-1.5736560601939986,-0.0,-0.9413017858761671,-0.9167799836823497,0.0
2018-12-14,1.0,-0.10714932946719827,-1.556859369336716,-0.0,-0.949936571221457,-0.916681768756796,0.0
2018-12-17,1.0,-0.08032327975437963,-1.5602311721148634,-0.0,-0.9327704533140689,-0.9417103124435615,0.0
2018-12-18,1.0,-0.05871008252601363,-1.547542160028705,-0.0,-0.9302116971654109,-0.9486454969501257,0.0
2018-12-19,1.0,-0.06059382848941514,-1.546869393613204,-0.0,-0.9294043774668101,-0.948286688195192,0.0
2018-12-20,1.0,-0.05585464333781965,-1.5283983849259757,-0.0,-0.9541049798115747,-0.9479587258860476,0.0
2018-12-21,1.0,-0.050250806162665716,-1.530634181297026,-0.0,-0.9536456467216051,-0.9441508419921175,0.0
2018-12-24,1.0,-0.010370569040275357,-1.5031961020964644,-0.0,-0.9609315631844799,-0.9956193285950562,0.0
2018-12-26,1.0,-0.007384805872468383,-1.509242062439197,-0.0,-0.9298664544087732,-0.9755903422658531,0.0
2018-12-27,1.0,-0.0,-1.444054019728208,-0.0,-0.8261292917319335,-0.96333770797172,0.0
2018-12-28,1.0,-0.0,-1.445328031809145,-0.0,-0.8239499175161794,-0.9606615625396556,0.0
2018-12-31,1.0,-0.0,-1.4456429780033841,-0.0,-0.8239424703891709,-0.9605329949238578,0.0
2019-01-02,1.0,-0.0,-1.447963033617364,-0.0,-0.822841154775531,-0.9684598753656365,0.0
2019-01-03,1.0,-0.0,-1.4558679237233907,-0.0,-0.8164327460432574,-0.9936862761827566,0.0
2019-01-04,1.0,-0.0,-1.4623345775364778,-0.0,-0.7821513403461148,-0.9971581269087207,0.0
2019-01-07,1.0,-0.0,-1.4350584307178629,-0.0,-0.764440734557596,-0.9741235392320534,0.0
2019-01-08,1.0,-0.0,-1.4402825968814013,-0.0,-0.7637640566865933,-0.9764223903682956,0.0
2019-01-09,1.0,-0.0,-1.42847604740444,-0.0,-0.7625187781672509,-0.9819312301786012,0.0
2019-01-10,1.0,-0.0,-1.4259382819015847,-0.0,-0.7637614678899083,-0.980442035029191,0.0
