Date,CVET,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-11-27,1.0,-3.0823744292237443,-2.2776255707762556,-4.669041095890411,-4.081826484018265,-3.1541552511415527,0.0
2019-11-29,1.0,-3.076642335766423,-2.269890510948905,-4.6695255474452555,-4.080839416058394,-3.151277372262774,0.0
2019-12-02,1.0,-3.082769961629819,-2.2665813995980266,-4.679152201717522,-4.0904439978074185,-3.152567147816554,0.0
2019-12-03,1.0,-3.0301661849710984,-2.2303106936416186,-4.617593930635839,-4.0520231213872835,-3.1336705202312136,0.0
2019-12-04,1.0,-3.039941902687001,-2.255628177196805,-4.675744371822804,-4.06717501815541,-3.1169208424110386,0.0
2019-12-05,1.0,-3.051520116511924,-2.2561441835062808,-4.697615146550155,-4.0797378481703985,-3.1199708720189334,0.0
2019-12-06,1.0,-3.051702166393592,-2.256326233387948,-4.697433096668487,-4.079555798288731,-3.1197888221372656,0.0
2019-12-09,1.0,-3.027320426994753,-2.227609914962909,-4.687352994391171,-4.054459924009409,-3.096435679392075,0.0
2019-12-10,1.0,-3.020253164556962,-2.2188065099457503,-4.693851717902351,-4.057323688969259,-3.0927667269439416,0.0
2019-12-11,1.0,-3.0186189443239333,-2.2183658712942878,-4.692154736080984,-4.056037599421547,-3.0916485900216917,0.0
2019-12-12,1.0,-3.016446773902042,-2.221218145671426,-4.691668172781493,-4.054762335080427,-3.089282486896801,0.0
2019-12-13,1.0,-3.03772216177004,-2.226151614073268,-4.74537540805223,-4.065469713456656,-3.0609357997823725,0.0
2019-12-16,1.0,-3.0377290041719576,-2.226736803918012,-4.745873390168692,-4.06620714674406,-3.0622165789951024,0.0
2019-12-17,1.0,-3.019140483929216,-2.217045864933189,-4.730588660166125,-4.049837486457205,-3.0404478150957024,0.0
2019-12-18,1.0,-3.0189667630057806,-2.222543352601156,-4.730130057803468,-4.050939306358381,-3.0410043352601157,0.0
2019-12-19,1.0,-3.019877123238164,-2.222623780267438,-4.732743043006866,-4.053126129382002,-3.0417419588001446,0.0
2019-12-20,1.0,-3.0088320115356884,-2.21521268925739,-4.7202595529920695,-4.045061283345349,-3.035328046142754,0.0
2019-12-23,1.0,-3.014241932576167,-2.2285920317288626,-4.712637461691004,-4.0497566252028125,-3.0223544258157564,0.0
2019-12-24,1.0,-3.0174932371505863,-2.231018935978359,-4.709828674481515,-4.052479711451758,-3.0236248872858433,0.0
2019-12-26,1.0,-3.018398268398268,-2.2305194805194803,-4.7104978354978355,-4.053571428571429,-3.0243506493506493,0.0
2019-12-27,1.0,-3.0117349702112293,-2.241559848348077,-4.718180176927243,-4.053258710958657,-3.0288860805199493,0.0
2019-12-30,1.0,-3.012832098319176,-2.2414603289354784,-4.727453461051871,-4.060184348454726,-3.031447677570938,0.0
2019-12-31,1.0,-3.0136066763425253,-2.263243831640058,-4.750725689404934,-4.074927431059506,-3.039731494920174,0.0
2020-01-02,1.0,-3.013977128335451,-2.262116536576511,-4.756217099292067,-4.0787801778907244,-3.041023779270285,0.0
2020-01-03,1.0,-2.9750181028240408,-2.2775162925416366,-4.760499637943519,-4.057023895727734,-3.032585083272991,0.0
2020-01-06,1.0,-2.950793078586878,-2.268745493871666,-4.763518385003605,-4.036950252343186,-3.004506128334535,0.0
2020-01-07,1.0,-2.952930568079351,-2.2688908926961227,-4.7671776375112715,-4.040577096483318,-3.0048692515779982,0.0
2020-01-08,1.0,-2.983588621444201,-2.2835521517140775,-4.8293216630196945,-4.085703865791393,-3.052698760029176,0.0
2020-01-09,1.0,-2.973544973544974,-2.2889983579638753,-4.832512315270936,-4.087210363072432,-3.062579821200511,0.0
2020-01-10,1.0,-2.979434447300771,-2.3187660668380463,-4.856591994124128,-4.109988982739625,-3.0975027543150935,0.0
2020-01-13,1.0,-3.000924214417745,-2.330129390018484,-4.903142329020333,-4.1377079482439925,-3.1121996303142327,0.0
2020-01-14,1.0,-2.9806665439145648,-2.3196464739458666,-4.8751611121340455,-4.1224452218744245,-3.114895967593445,0.0
2020-01-15,1.0,-2.977163904235727,-2.324309392265193,-4.8742173112338865,-4.120994475138121,-3.1193370165745855,0.0
2020-01-16,1.0,-2.9778801843317972,-2.3238709677419354,-4.884792626728111,-4.127004608294931,-3.11963133640553,0.0
2020-01-17,1.0,-2.950447979520936,-2.286341195831048,-4.850246845858475,-4.09818979703785,-3.0996525873102945,0.0
2020-01-21,1.0,-2.9471953224922345,-2.289420792983738,-4.842864973506304,-4.093915585602047,-3.0979353188379317,0.0
2020-01-22,1.0,-2.950457038391225,-2.2820840950639854,-4.856672760511883,-4.095612431444241,-3.096892138939671,0.0
2020-01-23,1.0,-3.004071058475204,-2.312916358253146,-4.887305699481866,-4.14359733530718,-3.156920799407846,0.0
2020-01-24,1.0,-2.9977855692932276,-2.3122347296549175,-4.873961985606201,-4.130282339915113,-3.1393245986344342,0.0
2020-01-27,1.0,-2.9217139757729162,-2.2768034713433374,-4.772012294340987,-4.024588681974326,-3.08461399385283,0.0
2020-01-28,1.0,-2.834457061745919,-2.2661462029808375,-4.724449964513839,-3.9398509581263306,-2.977998580553584,0.0
2020-01-29,1.0,-2.845505113942221,-2.300376816795263,-4.800825408218195,-3.9870805670195586,-3.0098690113045037,0.0
2020-01-30,1.0,-2.8575524099623726,-2.295645941587529,-4.788209998208207,-3.987457444902347,-2.989070059129188,0.0
2020-01-31,1.0,-2.840107913669065,-2.342086330935252,-4.796043165467626,-3.998381294964029,-3.008992805755396,0.0
2020-02-03,1.0,-2.7178823935161236,-2.2158992929815486,-4.604242110708743,-3.829453354026556,-2.8767028798068632,0.0
2020-02-04,1.0,-2.6147677915135317,-2.1592048112261946,-4.42415636485132,-3.703307718008687,-2.8042098229201473,0.0
2020-02-05,1.0,-2.5384235642586805,-2.1324666776369923,-4.377324337666613,-3.657561296692447,-2.749712028961659,0.0
2020-02-06,1.0,-2.5795023891909703,-2.123249299719888,-4.426099851705389,-3.648541769649036,-2.69978579667161,0.0
2020-02-07,1.0,-2.557610474631751,-2.1171849427168574,-4.394926350245499,-3.6186579378068737,-2.6782324058919804,0.0
2020-02-10,1.0,-2.545735677083333,-2.0968424479166665,-4.374674479166667,-3.60009765625,-2.6588541666666665,0.0
2020-02-11,1.0,-2.5218446601941746,-2.097411003236246,-4.329611650485436,-3.5768608414239482,-2.6556634304207116,0.0
2020-02-12,1.0,-2.5238249594813613,-2.1037277147487843,-4.335980551053485,-3.581037277147488,-2.6628849270664507,0.0
2020-02-13,1.0,-2.528215970076435,-2.1192063750203287,-4.363798991705968,-3.5948934786144084,-2.6565295169946332,0.0
2020-02-14,1.0,-2.551368179583811,-2.139275766016713,-4.392757660167131,-3.6169097165328523,-2.685072914959856,0.0
2020-02-18,1.0,-2.5416598461286624,-2.144049762645278,-4.3794401702406285,-3.6097560975609757,-2.6942216402029793,0.0
2020-02-19,1.0,-2.556564822460776,-2.2145334434351773,-4.40710156895128,-3.6211395540875313,-2.7161023947151115,0.0
2020-02-20,1.0,-2.589410589410589,-2.2375957375957376,-4.434232434232434,-3.6490176490176487,-2.7397602397602396,0.0
2020-02-21,1.0,-2.5639371381306866,-2.2234904880066173,-4.409429280397022,-3.6251447477253933,-2.720430107526882,0.0
2020-02-24,1.0,-2.543650793650794,-2.2470238095238093,-4.405257936507937,-3.6228505291005293,-2.7156084656084656,0.0
2020-02-25,1.0,-2.2563983965464076,-2.1324390995991362,-4.214461917977181,-3.343663274745606,-2.4708603145235895,0.0
2020-02-26,1.0,-2.161951075744179,-1.9811376363100501,-4.075891541408782,-3.2188328912466844,-2.2984084880636604,0.0
2020-02-27,1.0,-2.179268829834092,-1.961973278520041,-4.049331963001027,-3.21377183967112,-2.277785934517692,0.0
2020-02-28,1.0,-1.9599276471406708,-2.019062195631,-3.8047864199248647,-2.969806595241408,-2.1602894114373172,0.0
2020-03-02,1.0,-2.03046896939062,-1.9799213704015723,-3.8258916034821677,-3.0213423195731535,-2.1835158663296825,0.0
2020-03-03,1.0,-1.8893721119869529,-2.1253057896167435,-3.559119325903778,-2.8877412340309863,-2.1292470780103288,0.0
2020-03-04,1.0,-1.7814111261872454,-2.2265943012211666,-3.6666214382632294,-2.8374491180461328,-2.0563093622795114,0.0
2020-03-05,1.0,-1.6462673049553629,-2.3264329149954714,-3.371458144650019,-2.6447147108293443,-1.9494113080605513,0.0
2020-03-06,1.0,-1.5460914454277288,-2.3396017699115044,-3.13102261553589,-2.4614060963618485,-1.812930186823992,0.0
2020-03-09,1.0,-1.6621990891346778,-2.4545217957059204,-3.3789199739752767,-2.6210800260247233,-1.8957709824333113,0.0
2020-03-10,1.0,-1.6007314524555905,-1.6167189132706374,-2.835318704284222,-2.1250783699059563,-1.271473354231975,0.0
2020-03-11,1.0,-1.3731051344743277,-1.7116870415647925,-2.6921271393643034,-1.9042542787286063,-1.0987775061124696,0.0
2020-03-12,1.0,-1.3015544972594124,-1.4644622158325098,-2.4516129032258065,-1.7799442896935933,-0.9878695300566088,0.0
2020-03-13,1.0,-1.198443291326909,-1.0700518902891032,-2.0011860637509264,-1.480429948109711,-0.6627872498146776,0.0
2020-03-16,1.0,-0.9933806146572105,-1.2360688956433639,-1.8181019925700779,-1.3125295508274233,-0.3944613306315434,0.0
2020-03-17,1.0,-0.8769064420669247,-0.9041088094696109,-1.270031868882313,-1.1666287275210563,-0.47319599362622355,0.0
2020-03-18,1.0,-0.8463631315935591,-0.9435868961687951,-1.1384786229872292,-1.1494169905607994,-0.47462520821765686,0.0
2020-03-19,1.0,-0.840241186376229,-0.8652289640936498,-1.109240045629855,-1.1390624151230375,-0.4782986582649791,0.0
2020-03-20,1.0,-0.840052156905357,-0.8734108442899053,-1.1070303162012387,-1.139519721829838,-0.4729436053460828,0.0
2020-03-23,1.0,-0.8569402781565312,-1.0061085355876738,-0.9952004363239705,-1.1460049086446686,-0.4497954731388055,0.0
2020-03-24,1.0,-0.8731245923026745,-1.0270711024135681,-0.9462383126766688,-1.1285061969993477,-0.4610241356816699,0.0
2020-03-25,1.0,-0.8332740484780731,-1.0008638650337924,-0.7748361197215307,-1.06565374256822,-0.4069820620966512,0.0
2020-03-26,1.0,-0.8352702359807155,-0.9994417660492261,-0.7712763258056331,-1.062116214158843,-0.4068003044912458,0.0
2020-03-27,1.0,-0.8246701716099594,-0.9790199384981649,-0.7211090169626029,-1.0550044638428728,-0.3800218232318222,0.0
2020-03-30,1.0,-0.8067838573904432,-0.9680614013369647,-0.7606833374597674,-1.061846991829661,-0.35429561772716023,0.0
2020-03-31,1.0,-0.7882190019288788,-0.9941639052376476,-0.7559721054453732,-1.049260596468668,-0.3582768682922004,0.0
2020-04-01,1.0,-0.8042906093261161,-1.039380245319561,-0.718875701445101,-1.062968664647167,-0.3405174554303025,0.0
2020-04-02,1.0,-0.8102375704139113,-0.9952975753122705,-0.7029635072250796,-1.0681361743815823,-0.321773205975998,0.0
2020-04-03,1.0,-0.8068459657701712,-0.9995599022004891,-0.7020048899755501,-1.0599022004889975,-0.3216136919315403,0.0
2020-04-06,1.0,-0.8136211314803864,-1.0214863000197123,-0.7105263157894738,-1.0641632170313424,-0.31830277942046126,0.0
2020-04-07,1.0,-0.7772500479754366,-0.9759163308386106,-0.6831702168489734,-1.063087699098062,-0.29816733832277875,0.0
2020-04-08,1.0,-0.7743606966367604,-0.9781701290601161,-0.67514273377153,-1.0621311711365926,-0.3079691023365158,0.0
2020-04-09,1.0,-0.775396219209471,-0.9650563299599008,-0.6798262363948826,-1.0574756540003818,-0.29601871300362803,0.0
2020-04-13,1.0,-0.7683084744136972,-1.000767349287804,-0.6739724713442999,-1.062011414320656,-0.2908733394081819,0.0
2020-04-14,1.0,-0.7710490985807442,-0.9946298427311087,-0.6785097813578826,-1.0611334867663982,-0.28941311852704255,0.0
2020-04-15,1.0,-0.7750672301190933,-0.9975028812908182,-0.6818574721475221,-1.0674702266615443,-0.28020553207837107,0.0
2020-04-16,1.0,-0.7885656778645709,-0.9788661522978866,-0.6915704221977285,-1.0721713710643601,-0.2611300138975416,0.0
2020-04-17,1.0,-0.7779918131471225,-1.0124729111485673,-0.6682398266313508,-1.0810016855285336,-0.2760895738020708,0.0
2020-04-20,1.0,-0.7924609843937576,-0.9866506602641057,-0.6810564225690277,-1.0771188475390157,-0.26468187274909966,0.0
2020-04-21,1.0,-0.8032542242333799,-0.9997111635295817,-0.6920040437105858,-1.070476098782073,-0.24849564338323785,0.0
2020-04-22,1.0,-0.7902562631478294,-1.0119047619047619,-0.674746605469497,-1.069946452476573,-0.23417479441575828,0.0
2020-04-23,1.0,-0.7733576467200921,-1.0426124094246365,-0.6649551322040406,-1.0752435337588175,-0.24247804597149575,0.0
2020-04-24,1.0,-0.7626126990216765,-1.0511221945137157,-0.6668904661423364,-1.07356608478803,-0.24151160560138116,0.0
2020-04-27,1.0,-0.7873349136471385,-1.0659861641913793,-0.6556044700304775,-1.0813700353151758,-0.2473997387644526,0.0
2020-04-28,1.0,-0.8119905066556599,-1.2092663295841504,-0.7080796615416366,-1.138375812609638,-0.2916623671447735,0.0
2020-04-29,1.0,-0.8565550289077557,-1.1850617219646857,-0.7413927808740038,-1.1654773686129485,-0.26016980051044325,0.0
2020-04-30,1.0,-0.8563200498132005,-1.173879202988792,-0.7451224574512246,-1.1715442092154422,-0.2419572436695724,0.0
2020-05-01,1.0,-0.9023933402705515,-1.1385535900104058,-0.7515088449531738,-1.196462018730489,-0.2139958376690947,0.0
2020-05-04,1.0,-0.9046878241028832,-1.1332711055797553,-0.7506222775357808,-1.2029143331259076,-0.194150591163659,0.0
2020-05-05,1.0,-0.9029262218532739,-1.135986302791325,-0.7371069835010896,-1.2077409982359655,-0.20457611289820485,0.0
2020-05-06,1.0,-0.9046926910299002,-1.1365240863787376,-0.7402927740863786,-1.2095099667774087,-0.20001038205980068,0.0
2020-05-07,1.0,-0.9026341767548189,-1.1363848911518677,-0.7391801319686185,-1.2103184911934326,-0.20709720995479813,0.0
2020-05-08,1.0,-0.9011736601578728,-1.1361134191940174,-0.7402887411715829,-1.2098566680515164,-0.20575405068550062,0.0
2020-05-11,1.0,-0.9042083960354937,-1.126822686938924,-0.744071402625707,-1.2143116600072648,-0.19983394738207672,0.0
2020-05-12,1.0,-0.9024276377217554,-1.1290071584189232,-0.7388733271086213,-1.2143894594874987,-0.2026143790849673,0.0
2020-05-13,1.0,-0.9044490429384378,-1.107759958613554,-0.7477496120020694,-1.2217278841179515,-0.1916192446973616,0.0
2020-05-14,1.0,-0.9108112300294712,-1.096996018820123,-0.7538906985161057,-1.2290471020112714,-0.17961842717543045,0.0
2020-05-15,1.0,-0.9259431524547803,-1.0955555555555556,-0.7566408268733851,-1.2284754521963823,-0.1612919896640827,0.0
2020-05-18,1.0,-0.9368306124571071,-1.114484766559218,-0.7641156285743994,-1.230373297286056,-0.15332224186336693,0.0
2020-05-19,1.0,-0.9416012885124955,-1.1063022808749416,-0.7789785421104588,-1.236660258741622,-0.1319686184859978,0.0
2020-05-20,1.0,-0.9479182909714642,-1.0935079785851656,-0.7874629658506159,-1.2388377774312593,-0.1299963615572535,0.0
2020-05-21,1.0,-0.9528287183749805,-1.081926333835524,-0.797392072315445,-1.240739778689802,-0.12213621486830485,0.0
2020-05-22,1.0,-0.9571398812623686,-1.09868763670451,-0.7915842099781273,-1.2423705863972503,-0.1180085407770024,0.0
2020-05-26,1.0,-0.9582161092007919,-1.1001875586120662,-0.7929040325101594,-1.2427842033968948,-0.11586954256538501,0.0
2020-05-27,1.0,-0.9826027898228933,-1.0847395642860875,-0.8324016509064313,-1.2473747453111124,-0.07721644637166292,0.0
2020-05-28,1.0,-0.9902872062663185,-1.0794255874673628,-0.8374412532637077,-1.249556135770235,-0.06516971279373368,0.0
2020-05-29,1.0,-0.9922189148258395,-1.0790119588490261,-0.8385294271241318,-1.2515536059324248,-0.060943130189566035,0.0
2020-06-01,1.0,-0.9914431806323698,-1.0880726286131692,-0.8283940310967338,-1.2493478034018575,-0.06036731712407389,0.0
2020-06-02,1.0,-0.9923265647021976,-1.0896800125280577,-0.8290964138435037,-1.24904734561779,-0.05992587565902804,0.0
2020-06-03,1.0,-0.9925306868634107,-1.091146513449987,-0.8290937581613999,-1.2508226691042046,-0.059702272133716365,0.0
2020-06-04,1.0,-0.9938817131203262,-1.09444124875804,-0.8225696804894629,-1.2578570308006065,-0.06055535219369346,0.0
2020-06-05,1.0,-0.9908592321755028,-1.0895272917210759,-0.817289109428049,-1.2563593627579002,-0.06926090363019065,0.0
2020-06-08,1.0,-0.9933260336826739,-1.0747692788987957,-0.839199124041921,-1.2515251055842327,-0.055164502841649726,0.0
2020-06-09,1.0,-1.0008350294869788,-1.073847920254684,-0.8411356401022911,-1.2533792599551172,-0.04973644381817233,0.0
2020-06-10,1.0,-0.9970233432555226,-1.0782286281267952,-0.8315316726722023,-1.2567235886991488,-0.05864536007102199,0.0
2020-06-11,1.0,-1.008260574057615,-1.063104511946463,-0.850786845820045,-1.2585873372719194,-0.047472159774141265,0.0
2020-06-12,1.0,-0.9943770956925457,-1.0296621098787724,-0.8603559453185453,-1.2313128707763736,-0.04286819705958215,0.0
2020-06-15,1.0,-0.9987600743955362,-1.0329096920851415,-0.8585968175242819,-1.2356891919818145,-0.04045257284562926,0.0
2020-06-16,1.0,-1.0003097893432467,-1.0255059892606362,-0.8553283767038414,-1.2386410574142916,-0.0434221396117307,0.0
2020-06-17,1.0,-0.9972150593089222,-1.0181021144920062,-0.8579164517792677,-1.238370293965962,-0.045745229499742135,0.0
2020-06-18,1.0,-1.0098759048603931,-1.0037745604963806,-0.8732678386763186,-1.2456049638055844,-0.03815925542916236,0.0
2020-06-19,1.0,-1.0090500077571496,-1.002792573822206,-0.8738687490303563,-1.244608781093241,-0.04111289238247919,0.0
2020-06-22,1.0,-1.0097207859358843,-1.0029989658738367,-0.875387797311272,-1.243226473629783,-0.03934850051706308,0.0
2020-06-23,1.0,-1.0139233954451345,-1.005745341614907,-0.8772774327122153,-1.245600414078675,-0.03343685300207039,0.0
2020-06-24,1.0,-1.0109122879602814,-1.009205626810095,-0.8772238311956971,-1.2420355812991313,-0.03232312784443525,0.0
2020-06-25,1.0,-1.011118005998552,-0.9987072086048195,-0.8949219153997311,-1.2436653221636156,-0.02275312855517634,0.0
2020-06-26,1.0,-1.0092980009298,-0.9982437109354821,-0.8918332558499922,-1.2425745131463402,-0.0235549356888269,0.0
2020-06-29,1.0,-1.0072213338835303,-0.9980399236601847,-0.8911641821839378,-1.2431010470934132,-0.018620725228245733,0.0
2020-06-30,1.0,-1.0243536711478802,-0.9682006204756981,-0.9105997931747674,-1.2505170630816962,-0.016907962771458118,0.0
2020-07-01,1.0,-1.0221005886605392,-0.9692760508106991,-0.9037488381699887,-1.2539502220386245,-0.01466487658783435,0.0
2020-07-02,1.0,-1.0073856006610888,-0.9808387563268258,-0.894742278690218,-1.24765003615329,-0.03419068278070447,0.0
2020-07-06,1.0,-1.0088824623011774,-0.9782586242511877,-0.8967671968601528,-1.2470047510844866,-0.03330923362941541,0.0
2020-07-07,1.0,-1.0017532099211055,-0.9840148507193318,-0.8890836899912339,-1.2465322539060486,-0.03516732841747022,0.0
2020-07-08,1.0,-1.0073856006610888,-0.9829046586096478,-0.9008883379816135,-1.2487346348517716,-0.02479082739386427,0.0
2020-07-09,1.0,-1.003459135732356,-0.9833754969280809,-0.8984975992565439,-1.2479735660075377,-0.02958335484537147,0.0
2020-07-10,1.0,-1.0100160049563736,-0.9866797459858537,-0.9004594971345966,-1.246940988176984,-0.0187929165160824,0.0
2020-07-13,1.0,-1.0105328376703842,-0.9874535315985131,-0.9003510945890129,-1.2470570012391573,-0.017761255679471292,0.0
2020-07-14,1.0,-0.99984532095901,-0.9806135601959267,-0.8901778808971383,-1.2562516112400102,-0.02907965970610982,0.0
2020-07-15,1.0,-1.0006703795379537,-0.9754537953795379,-0.8946472772277227,-1.2551567656765676,-0.03088902640264026,0.0
2020-07-16,1.0,-1.005207259228707,-0.9629305011342545,-0.8943081047638689,-1.258506908640957,-0.03474943287275727,0.0
2020-07-17,1.0,-1.0025787817834855,-0.9604930630770024,-0.8950951570478106,-1.2578266027128784,-0.04156996234978596,0.0
2020-07-20,1.0,-1.0188913617307593,-0.9595776616117179,-0.9012991046012111,-1.2582164484239948,-0.03767920915066508,0.0
2020-07-21,1.0,-0.9948786922559618,-0.969582535823289,-0.8876416119186797,-1.2631007190522994,-0.0578862966220061,0.0
2020-07-22,1.0,-0.9939021239212444,-0.9706475117564984,-0.8851738928220764,-1.259883210170017,-0.05808485349594337,0.0
2020-07-23,1.0,-0.9997411338338079,-0.977582190007766,-0.8892052808697904,-1.2617136940201916,-0.04902925187677971,0.0
2020-07-24,1.0,-0.9857829705836737,-0.9862999534715402,-0.8789743059504731,-1.2573540815798998,-0.0614175670785297,0.0
2020-07-27,1.0,-0.991310195003362,-0.9866032172968499,-0.8785496301660374,-1.2626597010293281,-0.053380230693632645,0.0
2020-07-28,1.0,-0.8394375113040333,-0.9567281606077048,-0.6506149394103816,-1.0748327003074698,-0.0,0.0
2020-07-29,1.0,-0.8369393378201364,-0.9537919508559555,-0.6533718776819187,-1.064953249920954,-0.00781426442025385,0.0
2020-07-30,1.0,-0.7775086505190312,-0.9579584775086506,-0.5827854671280277,-0.972188581314879,-0.03486159169550173,0.0
2020-07-31,1.0,-0.7759432942905303,-0.9671521804901241,-0.5794614686432986,-0.9661148809266543,-0.03336646929161084,0.0
2020-08-03,1.0,-0.7997222583864948,-0.9537386625005424,-0.5768780106756932,-0.9812524410884,-0.028077941240289894,0.0
2020-08-04,1.0,-0.7967888912996313,-0.9461488392275983,-0.5747450640052073,-0.9860707311781298,-0.03558255586895206,0.0
2020-08-05,1.0,-0.7917763299823101,-0.9438236182422228,-0.5666393407257194,-0.9717823704534668,-0.040600595417871164,0.0
2020-08-06,1.0,-0.7930262591476539,-0.9430047352561343,-0.5648299612569952,-0.9663796814464055,-0.03758071459319845,0.0
2020-08-07,1.0,-0.7948972543602141,-0.9437920911759626,-0.5695044033845622,-0.9621826972888965,-0.0466672422724918,0.0
2020-08-10,1.0,-0.8008209116439836,-0.941153596889177,-0.5744221214085117,-0.9632750054007346,-0.04091596457118168,0.0
2020-08-11,1.0,-0.7921943654691135,-0.9317222365813733,-0.5728439734642887,-0.9602395106401309,-0.050745239941414666,0.0
2020-08-12,1.0,-0.7884971371991907,-0.9342632054759137,-0.5678247018812691,-0.9611692281200224,-0.05320935038098928,0.0
2020-08-13,1.0,-0.781045470203238,-0.9474250775060282,-0.5453840854288666,-0.9635291078194971,-0.0685067171891147,0.0
2020-08-14,1.0,-0.7875770507349455,-0.9501702659597396,-0.5504978662873399,-0.963532910901332,-0.058752532436742964,0.0
2020-08-17,1.0,-0.7929279862009486,-0.9589047003018544,-0.5490297542043984,-0.9614489003880983,-0.0499353169469599,0.0
2020-08-18,1.0,-0.790599396291505,-0.9541612764122467,-0.5434238896075895,-0.9648124191461837,-0.0592496765847348,0.0
2020-08-19,1.0,-0.7929591440528064,-0.955088657836835,-0.5399283834505372,-0.9626385952802106,-0.0636351870227361,0.0
