Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZTR
2018-09-24,-0.20507924823445514,-0.4150353108969198,-0.025419245013917326,-0.3520737963239861,-0.30275355984449404,0.0,1.0
2018-09-25,-0.20673397575952715,-0.41369793702996716,-0.027966238126998003,-0.3508198983464042,-0.30063705986522854,0.0,1.0
2018-09-26,-0.2070559554748051,-0.4141119109496102,-0.028771187415192846,-0.3505669142844001,-0.29932614245302547,0.0,1.0
2018-09-27,-0.20763607944097093,-0.4121460095623391,-0.02933063626333211,-0.35038157410812804,-0.29912191982346453,0.0,1.0
2018-09-28,-0.2069282578212997,-0.412707169620486,-0.029653127370526174,-0.3502746936992851,-0.2991517826356803,0.0,1.0
2018-10-01,-0.20649673322904205,-0.41418974878071224,-0.02995306892426613,-0.3502576608079507,-0.2996687218183491,0.0,1.0
2018-10-02,-0.20880184331797236,-0.39963133640553,-0.03532258064516129,-0.35529953917050694,-0.30509216589861754,0.0,1.0
2018-10-03,-0.20855405592150722,-0.3956653922336358,-0.03484729835552075,-0.3566032521074209,-0.3075222258049657,0.0,1.0
2018-10-04,-0.21062810830723894,-0.3920841775649291,-0.035250506538957456,-0.3592512433228956,-0.3052818198563272,0.0,1.0
2018-10-05,-0.20713711990820424,-0.3897418244406196,-0.031210556511761328,-0.3605737234652897,-0.30623063683304647,0.0,1.0
2018-10-08,-0.20598410043758164,-0.3876148365369195,-0.028935370798872827,-0.36264290132649085,-0.30582602121468994,0.0,1.0
2018-10-09,-0.20591940989164548,-0.3876251345841065,-0.028772363869608047,-0.36267839552837144,-0.3057979978466543,0.0,1.0
2018-10-10,-0.20554727793696273,-0.3887449856733524,-0.027782234957020056,-0.36291117478510027,-0.3073008595988539,0.0,1.0
2018-10-11,-0.18578120447363114,-0.38339646323150367,-0.0034067732030392006,-0.3572853396687361,-0.3114507922988995,0.0,1.0
2018-10-12,-0.18528671079316264,-0.38120389561186513,-0.00042343607229613784,-0.3545719952753449,-0.307102582960041,0.0,1.0
2018-10-15,-0.16834589977980915,-0.39701074264362446,-0.0,-0.35137118836324815,-0.307421987945108,0.0,1.0
2018-10-16,-0.17309493021804076,-0.3922727070049494,-0.0,-0.35405983858741696,-0.31005038569581306,0.0,1.0
2018-10-17,-0.16843410303526754,-0.38309460027895237,-0.0,-0.35192277889703116,-0.31045628639110895,0.0,1.0
2018-10-18,-0.16759739396356868,-0.3816203519035589,-0.0,-0.35529406550547354,-0.3115055622036077,0.0,1.0
2018-10-19,-0.15853148852862892,-0.37357295264072504,-0.0,-0.3567893359143002,-0.3107938672708475,0.0,1.0
2018-10-22,-0.15836705965159245,-0.36833538623966217,-0.0,-0.35949322540911494,-0.3133248284356854,0.0,1.0
2018-10-23,-0.15479684844739686,-0.3705501975237801,-0.0,-0.3647237977533049,-0.316898766303988,0.0,1.0
2018-10-24,-0.15381563285279723,-0.3686461226469162,-0.0,-0.3647445223294979,-0.3171097297535599,0.0,1.0
2018-10-25,-0.13637927327456462,-0.34390453665878307,-0.0,-0.3691034186196517,-0.30068802408084283,0.0,1.0
2018-10-26,-0.1198741546100505,-0.3390548754387467,-0.0,-0.3828867391490455,-0.29841195103158974,0.0,1.0
2018-10-29,-0.1250672694004951,-0.3390593047034765,-0.0,-0.39014099666343777,-0.2983317188677214,0.0,1.0
2018-10-30,-0.12083584402169235,-0.3390935697684428,-0.0,-0.3902900921063958,-0.3017990875441164,0.0,1.0
2018-10-31,-0.12615681233933163,-0.32380034275921166,-0.0,-0.39194515852613543,-0.3003213367609255,0.0,1.0
2018-11-01,-0.11800830230667181,-0.3299310994137031,-0.0,-0.39149227543116366,-0.30033808362220227,0.0,1.0
2018-11-02,-0.11740473738414006,-0.3350283213182287,-0.0,-0.39117748026089944,-0.3019438722966014,0.0,1.0
2018-11-05,-0.11387296885397213,-0.34567583231373555,-0.0,-0.3927061197329727,-0.2942666409084079,0.0,1.0
2018-11-06,-0.11126642437797038,-0.3443581858454657,-0.0,-0.396034493881852,-0.29881077826283303,0.0,1.0
2018-11-07,-0.11111349957007738,-0.3442820292347377,-0.0,-0.3955932932072227,-0.2986242476354256,0.0,1.0
2018-11-08,-0.09975658709484563,-0.3438314045351668,-0.0,-0.3912542170218217,-0.3003587137549643,0.0,1.0
2018-11-09,-0.0997779391040697,-0.3438100525259427,-0.0,-0.3912969210402699,-0.3003373617457403,0.0,1.0
2018-11-12,-0.09941445757478974,-0.3381454274459704,-0.0,-0.39284573618652185,-0.29886085382731825,0.0,1.0
2018-11-13,-0.08807184363444269,-0.3347490755414686,-0.0,-0.3941679873217116,-0.2960591653460116,0.0,1.0
2018-11-14,-0.08840059159095712,-0.33443904500316923,-0.0,-0.39414747517430804,-0.2958377350517642,0.0,1.0
2018-11-15,-0.0880032070216896,-0.33475398767828507,-0.0,-0.39589838804962446,-0.2912060089459026,0.0,1.0
2018-11-16,-0.08611432782398147,-0.32990841141172755,-0.0,-0.39519949468365095,-0.2942625539530477,0.0,1.0
2018-11-19,-0.08560598083605349,-0.3302095398546909,-0.0,-0.3956196693692745,-0.2944929977887754,0.0,1.0
2018-11-20,-0.0627120774161116,-0.32531104687696366,-0.0,-0.3995643249130745,-0.30698336894139333,0.0,1.0
2018-11-21,-0.06222732491389208,-0.32355703997495044,-0.0,-0.39924851268134853,-0.30245277110948754,0.0,1.0
2018-11-23,-0.06225331523441579,-0.32473634749921687,-0.0,-0.3988514148480735,-0.3024955622846403,0.0,1.0
2018-11-26,-0.06150118030458125,-0.329628778541436,-0.0,-0.3972508303912762,-0.30063297750109674,0.0,1.0
2018-11-27,-0.05768870575014048,-0.33041976233585146,-0.0,-0.3949553599300743,-0.29805831304239244,0.0,1.0
2018-11-28,-0.0595379455450701,-0.3242505676728538,-0.0,-0.3988084078078453,-0.30060621211174304,0.0,1.0
2018-11-29,-0.04535405087092175,-0.31873876479947105,-0.0,-0.39806186333863663,-0.304089096431597,0.0,1.0
2018-11-30,-0.0457298794732381,-0.3196750118872878,-0.0,-0.4001364453908334,-0.30181306981455835,0.0,1.0
2018-12-03,-0.045193420400066124,-0.31972226814349475,-0.0,-0.39994213919656135,-0.3015994379236237,0.0,1.0
2018-12-04,-0.04565766063966238,-0.3196656874508668,-0.0,-0.40127849724854153,-0.30216392899995864,0.0,1.0
2018-12-06,-0.04332166487930232,-0.28599178486878046,-0.0,-0.40573845126565633,-0.28835919953056394,0.0,1.0
2018-12-07,-0.041732442825339,-0.2863387978142076,-0.0,-0.4062537947783849,-0.2895365310665857,0.0,1.0
2018-12-10,-0.02890057399751134,-0.28814273672379886,-0.0,-0.4082607474009553,-0.2816802472604664,0.0,1.0
2018-12-11,-0.030767686904164575,-0.28754641244355245,-0.0,-0.40861013547415953,-0.28008028098344206,0.0,1.0
2018-12-12,-0.02933199397287795,-0.288598694123556,-0.0,-0.4087594173782019,-0.2823706680060271,0.0,1.0
2018-12-13,-0.029638268353005048,-0.28974725031669113,-0.0,-0.4082198942352161,-0.2831319244767056,0.0,1.0
2018-12-14,-0.028153697438376025,-0.295774931528919,-0.0,-0.4059730948928629,-0.2839737393265668,0.0,1.0
2018-12-17,-0.02299473832188617,-0.2950757119331647,-0.0,-0.40215688637185204,-0.2880467526207977,0.0,1.0
2018-12-18,-0.024764222695466992,-0.3037014501571849,-0.0,-0.40949193793732885,-0.2902342561606328,0.0,1.0
2018-12-19,-0.016847759736295934,-0.3079192609774956,-0.0,-0.41604606682130796,-0.2939201562690758,0.0,1.0
2018-12-20,-0.015991406392508966,-0.30085733395488357,-0.0,-0.4188978293033908,-0.2910476499321024,0.0,1.0
2018-12-21,-0.012988104745491991,-0.31837669707032074,-0.0,-0.44025051490059264,-0.3300407717203985,0.0,1.0
2018-12-24,-0.0070113017999162836,-0.3119924654667225,-0.0,-0.4390958560066973,-0.3348262871494349,0.0,1.0
2018-12-26,-0.00717524229441371,-0.3139844432427935,-0.0,-0.42978661453350525,-0.3288340751216671,0.0,1.0
2018-12-27,-0.0020928657898516526,-0.30609188091183287,-0.0,-0.4142848349303404,-0.32938014239694685,0.0,1.0
2018-12-28,-0.0,-0.3085883028463621,-0.0,-0.4141169715363793,-0.3279673529653022,0.0,1.0
2018-12-31,-0.0,-0.3153553430011313,-0.0,-0.41404916178134316,-0.32757379409647225,0.0,1.0
2019-01-02,-0.0,-0.31662579089466414,-0.0,-0.41639702396900313,-0.32794047938006227,0.0,1.0
2019-01-03,-0.0,-0.3182522466687326,-0.0,-0.4114037806011776,-0.33624625555211235,0.0,1.0
2019-01-04,-0.0,-0.318861444172511,-0.0,-0.4009625074553195,-0.33681591016597084,0.0,1.0
2019-01-07,-0.0,-0.3028238966936285,-0.0,-0.3980214478298769,-0.32633947576476313,0.0,1.0
2019-01-08,-0.0,-0.3076391710686713,-0.0,-0.39609914668833807,-0.3279561154002438,0.0,1.0
2019-01-09,-0.0,-0.30570558375634516,-0.0,-0.3958375634517767,-0.3289340101522843,0.0,1.0
2019-01-10,-0.0,-0.30565876834988126,-0.0,-0.395870134616556,-0.32890702726848187,0.0,1.0
2019-01-11,-0.0,-0.28564184735208814,-0.0,-0.3983936068799059,-0.3442386873009756,0.0,1.0
2019-01-14,-0.0,-0.27558027467673285,-0.0,-0.37731909083607745,-0.3549714882338768,0.0,1.0
2019-01-15,-0.0,-0.27537706487909985,-0.0,-0.3761272045327588,-0.34354800095762505,0.0,1.0
2019-01-16,-0.0,-0.27709085172257386,-0.0,-0.3515549507976888,-0.3433907195961269,0.0,1.0
2019-01-17,-0.0,-0.27917678892378184,-0.0,-0.351484268531137,-0.34439375086409507,0.0,1.0
2019-01-18,-0.0,-0.28010310300386637,-0.0,-0.3530088232378309,-0.34963814811143057,0.0,1.0
2019-01-22,-0.0,-0.25144355927890544,-0.0,-0.3686899332537337,-0.33725459492258614,0.0,1.0
2019-01-23,-0.0,-0.2404266204888032,-0.0,-0.371325121020111,-0.3560549411625802,0.0,1.0
2019-01-24,-0.0,-0.22103079873204715,-0.0,-0.39547215591124335,-0.34021445622823154,0.0,1.0
2019-01-25,-0.0,-0.19896365012517708,-0.0,-0.41261862712752534,-0.32914782541191995,0.0,1.0
2019-01-28,-0.0,-0.19256421723997122,-0.0,-0.4242129620627297,-0.32772668053746085,0.0,1.0
2019-01-29,-0.0,-0.18847524983928468,-0.0,-0.4214053338008689,-0.33816453353593207,0.0,1.0
2019-01-30,-0.0,-0.1855843192378275,-0.0,-0.42001483737456563,-0.3466674475811175,0.0,1.0
2019-01-31,-0.0,-0.19251168820964132,-0.0,-0.43065650414489454,-0.3412367893764979,0.0,1.0
2019-02-01,-0.0,-0.192163958931592,-0.0,-0.43660752920813506,-0.33808662129735256,0.0,1.0
2019-02-04,-0.0,-0.19397266766727228,-0.0,-0.4305237380519788,-0.35038312662927557,0.0,1.0
2019-02-05,-0.0,-0.1954781991642356,-0.0,-0.43276433020578725,-0.3428999448080107,0.0,1.0
2019-02-06,-0.0,-0.21393992417614466,-0.0,-0.41971420239136775,-0.3105472926995237,0.0,1.0
2019-02-07,-0.0,-0.21173101648030543,-0.0,-0.41280632719055593,-0.32348930533369696,0.0,1.0
2019-02-08,-0.0,-0.21179776377153786,-0.0,-0.42502000117080024,-0.31451597166663414,0.0,1.0
2019-02-11,-0.0,-0.2127684475393528,-0.0,-0.41642772153627095,-0.3213763239510796,0.0,1.0
2019-02-12,-0.0,-0.20605835419274093,-0.0,-0.42557102628285354,-0.32395963704630787,0.0,1.0
2019-02-13,-0.0,-0.2020324646080946,-0.0,-0.4334553856395998,-0.32257053905347455,0.0,1.0
2019-02-14,-0.0,-0.21035548081811425,-0.0,-0.4221188064604435,-0.32286574635329085,0.0,1.0
2019-02-15,-0.0,-0.234052111410602,-0.0,-0.4082776670963709,-0.3108715184186882,0.0,1.0
2019-02-19,-0.0,-0.22838336686263408,-0.0,-0.414558878103088,-0.3102013711205297,0.0,1.0
2019-02-20,-0.0,-0.21335460523755786,-0.0,-0.4194715747694463,-0.31277481614070585,0.0,1.0
2019-02-21,-0.0,-0.2222243834124329,-0.0,-0.41688710806815527,-0.30595969812495133,0.0,1.0
2019-02-22,-0.0,-0.22229138299941648,-0.0,-0.41657265123516823,-0.30628282435323867,0.0,1.0
2019-02-25,-0.0,-0.21790794325964372,-0.0,-0.4229576008273009,-0.310296384460791,0.0,1.0
2019-02-26,-0.0,-0.21887742162046162,-0.0,-0.4198450943285795,-0.3122305246112726,0.0,1.0
2019-02-27,-0.0,-0.2169161413711676,-0.0,-0.42384028414746006,-0.31082531566518995,0.0,1.0
2019-02-28,-0.0,-0.21919306331289304,-0.0,-0.4258485333749952,-0.3078545482951217,0.0,1.0
2019-03-01,-0.0,-0.22035189126911284,-0.0,-0.4289870921127145,-0.30344275420336264,0.0,1.0
2019-03-04,-0.0,-0.21900318216426218,-0.0,-0.42705425297229765,-0.30617105597095057,0.0,1.0
2019-03-05,-0.0,-0.21100001956602554,-0.0,-0.4425443659629419,-0.3030581697939697,0.0,1.0
2019-03-06,-0.0,-0.20926455047164272,-0.0,-0.44768875494148497,-0.30007045285529765,0.0,1.0
2019-03-07,-0.0,-0.20865040395938889,-0.0,-0.44877638451456403,-0.2987930123828713,0.0,1.0
2019-03-08,-0.0,-0.20180420982292013,-0.0,-0.4661268449912541,-0.29745877636052753,0.0,1.0
2019-03-11,-0.0,-0.19890699523052466,-0.0,-0.47603338632750397,-0.31232114467408584,0.0,1.0
2019-03-12,-0.0,-0.1642137258038714,-0.0,-0.48420252759558474,-0.3512637977923533,0.0,1.0
2019-03-13,-0.0,-0.1729371612126079,-0.0,-0.4873920899417788,-0.3473198152981329,0.0,1.0
2019-03-14,-0.0,-0.1750782943868947,-0.0,-0.48630852003533287,-0.3461615674937766,0.0,1.0
2019-03-15,-0.0,-0.16804279802160088,-0.0,-0.5004542242858585,-0.3502775815080246,0.0,1.0
2019-03-18,-0.0,-0.17654709887206585,-0.0,-0.5022253835992277,-0.3535413067777665,0.0,1.0
2019-03-19,-0.0,-0.17637233934209187,-0.0,-0.5018637335777574,-0.35861085650269886,0.0,1.0
2019-03-20,-0.0,-0.17722190483963113,-0.0,-0.500856932996001,-0.36223781930955684,0.0,1.0
2019-03-21,-0.0,-0.17887623014414633,-0.0,-0.5030013475437952,-0.35983502797174244,0.0,1.0
2019-03-22,-0.0,-0.1776917879737117,-0.0,-0.5150584525930021,-0.3546260467211269,0.0,1.0
2019-03-25,-0.0,-0.13464980069958515,-0.0,-0.5403481656227122,-0.35865939965834215,0.0,1.0
2019-03-26,-0.0,-0.1360288867581958,-0.0,-0.5393826883453355,-0.364613721210143,0.0,1.0
2019-03-27,-0.0,-0.1313042769193134,-0.0,-0.5441146491621478,-0.3631711990867208,0.0,1.0
