Date,CPRI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4987079043439025,-0.986176627425243,-0.0947947003568645,-0.7261987776364904,-0.7960129619754707,0.0
2018-09-25,1.0,-0.5184225303442616,-1.0680748131830158,-0.0729126171655652,-0.794350136063237,-0.8657077448058399,0.0
2018-09-26,1.0,-0.5232049226502579,-1.0753997486675044,-0.07908306972310092,-0.7961606794644018,-0.8595138016206613,0.0
2018-09-27,1.0,-0.5264980949082092,-1.0662452372705231,-0.08170245930031175,-0.7961984759265673,-0.8591098025632145,0.0
2018-09-28,1.0,-0.5320802222608091,-1.0663743705504427,-0.08187185275221391,-0.799227296405626,-0.8614776870984545,0.0
2018-10-01,1.0,-0.5354145832427497,-1.0658289490847428,-0.08156876385929823,-0.8023827122918388,-0.8628636027653376,0.0
2018-10-02,1.0,-0.5359269723973049,-1.0600304281677895,-0.08402521191045424,-0.8031732232123451,-0.8637252771136709,0.0
2018-10-03,1.0,-0.5403715846994536,-1.0792568306010928,-0.08660109289617486,-0.804415300546448,-0.8609398907103825,0.0
2018-10-04,1.0,-0.5396059156536622,-1.0897441523675782,-0.08715495677359898,-0.8037916355816913,-0.8681265633914074,0.0
2018-10-05,1.0,-0.529812904353908,-1.0856356006294807,-0.07440111907676168,-0.807483825843679,-0.8740601503759399,0.0
2018-10-08,1.0,-0.5277802044203722,-1.0824670219271426,-0.06792172621647594,-0.8147549576308203,-0.875032759675024,0.0
2018-10-09,1.0,-0.5249255300508148,-1.0876555107762398,-0.05572104433152269,-0.8247327842999824,-0.8875503767303312,0.0
2018-10-10,1.0,-0.5245880084151473,-1.0892794530154277,-0.05434782608695652,-0.8252980364656382,-0.8894197054698457,0.0
2018-10-11,1.0,-0.49185946872322195,-1.0791773778920308,-0.012425021422450729,-0.8096401028277636,-0.891388174807198,0.0
2018-10-12,1.0,-0.5067779378124206,-1.074472591713971,-0.005507074472591714,-0.7853088197915784,-0.8641447089722952,0.0
2018-10-15,1.0,-0.501459823128676,-1.0804806837896161,-0.0,-0.7846655100918207,-0.8647653704565649,0.0
2018-10-16,1.0,-0.5049777589493751,-1.0758313916543105,-0.0022876509214149543,-0.7865706418131752,-0.8667231518746028,0.0
2018-10-17,1.0,-0.48021470478092626,-1.0291266175675113,-0.0,-0.7781383930428994,-0.8734656513959972,0.0
2018-10-18,1.0,-0.4833159323449572,-1.0381708081019003,-0.0,-0.7779494675297557,-0.8768010022969305,0.0
2018-10-19,1.0,-0.47022698037262955,-1.0294203078965931,-0.0,-0.7753018797460476,-0.874600605834267,0.0
2018-10-22,1.0,-0.4744991652754591,-1.0495826377295492,-0.0,-0.77508347245409,-0.874499165275459,0.0
2018-10-23,1.0,-0.47854757929883135,-1.04991652754591,-0.0,-0.7722036727879799,-0.8729549248747913,0.0
2018-10-24,1.0,-0.476424730062117,-1.045774794680452,-0.0,-0.7720431900612832,-0.8746821194813857,0.0
2018-10-25,1.0,-0.4322546804389929,-0.9877340219496449,-0.0,-0.7785668173014848,-0.8363056810845707,0.0
2018-10-26,1.0,-0.40891124685591085,-0.9715335169880623,-0.0,-0.7866810396454664,-0.8253683075817462,0.0
2018-10-29,1.0,-0.3918398156608796,-0.9762027730324581,-0.0,-0.7772039251519606,-0.8275793571967741,0.0
2018-10-30,1.0,-0.3885777830731959,-0.9759720401922236,-0.0,-0.7770761348742999,-0.8299773620874538,0.0
2018-10-31,1.0,-0.39829134200846417,-0.9479887671557964,-0.0,-0.7810386425661512,-0.8279080805284184,0.0
2018-11-01,1.0,-0.3887528631229761,-0.9539530842745438,-0.0,-0.7794408024642603,-0.8270278808940842,0.0
2018-11-02,1.0,-0.39038401007239537,-0.9412968209002204,-0.0,-0.7798237330815234,-0.8230642115203022,0.0
2018-11-05,1.0,-0.38294683704054266,-0.9681337750433823,-0.0,-0.7851790503233947,-0.8075800599463638,0.0
2018-11-06,1.0,-0.3864684777037416,-0.9705476481488782,-0.0,-0.7823601308993414,-0.8033749950715608,0.0
2018-11-07,1.0,-0.3855935550114525,-0.9748835005133876,-0.0,-0.7828765500355422,-0.8057815338440881,0.0
2018-11-08,1.0,-0.3319129226493747,-1.240805928670681,-0.0,-0.9947660954145436,-1.0642427049559982,0.0
2018-11-09,1.0,-0.33080749384036073,-1.2462925944865417,-0.0,-1.003393612570313,-1.0682906419971179,0.0
2018-11-12,1.0,-0.32943578322197475,-1.2414161098737937,-0.0,-1.0028303637713438,-1.066258351893096,0.0
2018-11-13,1.0,-0.2865435113097157,-1.2410743078269681,-0.0,-1.0118855668678306,-1.0673054774957387,0.0
2018-11-14,1.0,-0.2890805127732177,-1.240846629161671,-0.0,-1.0136954717329152,-1.0676473300747027,0.0
2018-11-15,1.0,-0.2876018599511993,-1.2422540398692512,-0.0,-1.0174485520924452,-1.056535150315363,0.0
2018-11-16,1.0,-0.2802932497233493,-1.230081150866839,-0.0,-1.024114717816304,-1.0763094798967172,0.0
2018-11-19,1.0,-0.2913327465604299,-1.2340760642979571,-0.0,-1.0264047806550238,-1.0806040672627044,0.0
2018-11-20,1.0,-0.24808195892865345,-1.2221711765516607,-0.0,-1.0260945467910139,-1.0977626682592916,0.0
2018-11-21,1.0,-0.2562340735347652,-1.2138241718238076,-0.0,-1.022888605751729,-1.0574717874044413,0.0
2018-11-23,1.0,-0.25679978167925044,-1.2114072591649232,-0.0,-1.0229691621941235,-1.0571272628036021,0.0
2018-11-26,1.0,-0.2560570935042502,-1.2134642483749263,-0.0,-1.0209554979771809,-1.0551388699486342,0.0
2018-11-27,1.0,-0.24258029543298548,-1.215747391245426,-0.0,-1.0122871211094548,-1.0467543027510502,0.0
2018-11-28,1.0,-0.2404782392101807,-1.232734024727141,-0.0,-1.009555726642815,-1.0460124088582945,0.0
2018-11-29,1.0,-0.1999106943514177,-1.2126814020986827,-0.0,-1.0024112525117213,-1.0502790801518196,0.0
2018-11-30,1.0,-0.19868468146027202,-1.2152380100214746,-0.0,-1.0041607015032212,-1.0557444523979957,0.0
2018-12-03,1.0,-0.19564537041176733,-1.2160772566727769,-0.0,-1.0039790763177896,-1.0551705637769928,0.0
2018-12-04,1.0,-0.19080121341898645,-1.2162294789436117,-0.0,-1.0009368308351179,-1.0531316916488223,0.0
2018-12-06,1.0,-0.17564534231200896,-1.1424501424501425,-0.0,-0.9844168177501511,-1.0141586808253475,0.0
2018-12-07,1.0,-0.1833974331273497,-1.1429497428806015,-0.0,-0.9857395963873644,-1.009204442331792,0.0
2018-12-10,1.0,-0.16517455557935318,-1.1409723709573785,-0.0,-0.9802527307774684,-0.9971300064253588,0.0
2018-12-11,1.0,-0.15695778997940973,-1.1458047357584078,-0.0,-0.979624227865477,-1.0072494852436513,0.0
2018-12-12,1.0,-0.15321365534461232,-1.1516208188040813,-0.0,-0.983641138232382,-1.0164449610400792,0.0
2018-12-13,1.0,-0.15323100735199277,-1.147125843759405,-0.0,-0.9853390085558279,-1.0137151210284192,0.0
2018-12-14,1.0,-0.15165223385463789,-1.158157770022834,-0.0,-0.9827667916074275,-1.0157253026582223,0.0
