Date,IWF,IWM,MTUM,OPRX,SPY,VLUE,VXX
2018-11-01,-1.3221237024221453,-3.1358131487889267,-0.0,1.0,-2.872296712802768,-2.4828070934256052,0.0
2018-11-02,-1.3348314606741574,-3.02182985553772,-0.0,1.0,-2.889245585874799,-2.4550026752273943,0.0
2018-11-05,-1.324217074217074,-3.0688545688545688,-0.0,1.0,-2.8989703989703988,-2.4329686829686827,0.0
2018-11-06,-1.3365157691482517,-3.0792748337266684,-0.0,1.0,-2.8910105127655013,-2.4205106200386184,0.0
2018-11-07,-1.3520513657634128,-3.1332027424094027,-0.0,1.0,-2.9326368484057026,-2.464686037653716,0.0
2018-11-08,-1.2588173178458288,-3.0586061246040126,-0.0,1.0,-2.838014783526927,-2.404223864836325,0.0
2018-11-09,-1.2703306048687146,-3.0800467736791752,-0.0,1.0,-2.85553311363878,-2.4244711385138724,0.0
2018-11-12,-1.2675698560541915,-3.0206392887383573,-0.0,1.0,-2.880080440304827,-2.415961049957663,0.0
2018-11-13,-1.1743356426429532,-2.9636025230069274,-0.0,1.0,-2.842312067004446,-2.35983869299969,0.0
2018-11-14,-1.1741828713280926,-2.965039304923459,-0.0,1.0,-2.843297476210178,-2.360881257757551,0.0
2018-11-15,-1.167422680412371,-2.958041237113402,-0.0,1.0,-2.8382474226804124,-2.3455670103092783,0.0
2018-11-16,-1.1843372204985558,-3.0385150315609284,-0.0,1.0,-2.9707927677329624,-2.5049748582432865,0.0
2018-11-19,-1.1915872845980948,-3.037782296906775,-0.0,1.0,-2.96874665524992,-2.5050840201220166,0.0
2018-11-20,-1.0303524804177546,-3.0847476066144477,-0.0,1.0,-3.078655352480418,-2.6851610095735423,0.0
2018-11-21,-1.0298094325561589,-3.0236346215266687,-0.0,1.0,-3.030235281592675,-2.5624401149792395,0.0
2018-11-23,-1.0328199681359531,-2.9827934147636754,-0.0,1.0,-3.0420605416887945,-2.563674986723314,0.0
2018-11-26,-1.029910903691133,-2.987059821807382,-0.0,1.0,-3.0339414509970304,-2.555791260076368,0.0
2018-11-27,-0.9907553314423785,-2.9847673074902827,-0.0,1.0,-3.0045172812270193,-2.525370312007564,0.0
2018-11-28,-0.99180586196029,-2.985607731904612,-0.0,1.0,-3.003046538501944,-2.524845046748608,0.0
2018-11-29,-0.8757451181911613,-2.9167523124357655,-0.0,1.0,-2.965981500513875,-2.51901336073998,0.0
2018-11-30,-0.8932984293193716,-2.981047120418848,-0.0,1.0,-3.038219895287958,-2.5585340314136125,0.0
2018-12-03,-0.8864326872708226,-2.9875327396542697,-0.0,1.0,-3.0418019905709794,-2.5609219486642223,0.0
2018-12-04,-0.8555741476678519,-3.00805270863836,-0.0,1.0,-3.034720769713449,-2.5598201213135328,0.0
2018-12-06,-0.8069734726688104,-2.7616559485530545,-0.0,1.0,-3.032656752411576,-2.4469453376205785,0.0
2018-12-07,-0.7924796747967479,-2.7998983739837398,-0.0,1.0,-3.0748983739837397,-2.4954268292682924,0.0
2018-12-10,-0.6895169372619764,-2.815093205051112,-0.0,1.0,-3.0790739627179797,-2.438364401683704,0.0
2018-12-11,-0.689084895259096,-2.8156760549263304,-0.0,1.0,-3.0776786609201165,-2.4406134108449433,0.0
2018-12-12,-0.6989325318685874,-2.922997201782568,-0.0,1.0,-3.1849932635506266,-2.5568452689397865,0.0
2018-12-13,-0.6964064436183396,-2.904688145394465,-0.0,1.0,-3.1814332920280877,-2.543783560512185,0.0
2018-12-14,-0.722216279816023,-3.0717723820729486,-0.0,1.0,-3.2557492779976465,-2.6465932185260455,0.0
2018-12-17,-0.6550279329608939,-3.1037816931671682,-0.0,1.0,-3.2440911044263,-2.7404383326171033,0.0
2018-12-18,-0.6011609498680739,-3.035356200527705,-0.0,1.0,-3.2006332453825856,-2.716939313984169,0.0
2018-12-19,-0.6166704314434155,-3.2657555906934723,-0.0,1.0,-3.4626157668850244,-2.949288457194488,0.0
2018-12-20,-0.6081660275208662,-3.224791337694563,-0.0,1.0,-3.5018046469659376,-2.9442815249266863,0.0
2018-12-21,-0.5893420459666516,-3.247070752591257,-0.0,1.0,-3.5357142857142856,-2.8942091031996395,0.0
2018-12-24,-0.5117510758027143,-3.1389164735738717,-0.0,1.0,-3.4772150502041264,-2.9062120710581487,0.0
2018-12-26,-0.5112191886813309,-3.224604841383884,-0.0,1.0,-3.4298662540068534,-2.8876975793080577,0.0
2018-12-27,-0.28532806488509926,-3.059893937818446,-0.0,1.0,-3.162420713320162,-2.8905063949256524,0.0
2018-12-28,-0.27032372228583323,-3.0811907983761837,-0.0,1.0,-3.1678984074112626,-2.88955969605496,0.0
2018-12-31,-0.2739483548521449,-3.0777800916284885,-0.0,1.0,-3.169096209912537,-2.8915035401915867,0.0
2019-01-02,-0.27443372483221473,-3.1011954697986575,-0.0,1.0,-3.197671979865772,-2.9132760067114094,0.0
2019-01-03,-0.2594508975712777,-3.128616684266103,-0.0,1.0,-3.214783526927138,-2.956810982048574,0.0
2019-01-04,-0.08560572194903888,-3.4245641484130527,-0.0,1.0,-3.4086946803755027,-3.2567054090299505,0.0
2019-01-07,-0.0,-3.3255915863277825,-0.0,1.0,-3.4232033304119196,-3.206507449605609,0.0
2019-01-08,-0.0,-3.269184586835498,-0.0,1.0,-3.4519157297238294,-3.194738565658771,0.0
2019-01-09,-0.0,-3.2376150811047784,-0.0,1.0,-3.4758877685225773,-3.2466023673827267,0.0
2019-01-10,-0.0,-3.2317568309009106,-0.0,1.0,-3.4932513991001866,-3.2483265664435423,0.0
2019-01-11,-0.0,-3.245655342527189,-0.0,1.0,-3.5949097432447585,-3.371454198901222,0.0
2019-01-14,-0.0,-3.243240210927858,-0.0,1.0,-3.5967687647256814,-3.379557949063166,0.0
2019-01-15,-0.0,-3.258961890761054,-0.0,1.0,-3.615515096686645,-3.4340156055637228,0.0
2019-01-16,-0.0,-3.3360399025635084,-0.0,1.0,-3.6657000347987476,-3.5977264818466534,0.0
2019-01-17,-0.0,-3.320236439499305,-0.0,1.0,-3.6691006026889204,-3.6007185906351418,0.0
2019-01-18,-0.0,-3.320032956685499,-0.0,1.0,-3.720338983050848,-3.7298728813559325,0.0
2019-01-22,-0.0,-3.3272126331252294,-0.0,1.0,-4.070388052393193,-3.843922144693353,0.0
2019-01-23,-0.0,-3.1596352583586627,-0.0,1.0,-4.07161094224924,-3.9268085106382977,0.0
2019-01-24,-0.0,-3.1532002920418596,-0.0,1.0,-4.089072767096617,-3.9261377464103187,0.0
2019-01-25,-0.0,-3.0850592679432065,-0.0,1.0,-4.620424645043637,-4.32043767096522,0.0
2019-01-28,-0.0,-2.967253429976702,-0.0,1.0,-4.6941496246440595,-4.281905254983174,0.0
2019-01-29,-0.0,-2.947402852283135,-0.0,1.0,-4.751144838414236,-4.385319900562607,0.0
2019-01-30,-0.0,-2.944648478488982,-0.0,1.0,-4.759181532004197,-4.412513116474291,0.0
2019-01-31,-0.0,-3.1043312448924,-0.0,1.0,-4.802097521111413,-4.7138381912285485,0.0
2019-02-01,-0.0,-3.102238602238602,-0.0,1.0,-4.834425334425334,-4.713213213213213,0.0
2019-02-04,-0.0,-3.1048177971884807,-0.0,1.0,-4.833765524771393,-4.709567353623584,0.0
2019-02-05,-0.0,-3.095587236931433,-0.0,1.0,-4.786965376782078,-4.6951799049558725,0.0
2019-02-06,-0.0,-3.0857803153887984,-0.0,1.0,-4.790783034257749,-4.717781402936379,0.0
2019-02-07,-0.0,-3.0939339997261404,-0.0,1.0,-4.815555251266603,-4.783513624537861,0.0
2019-02-08,-0.0,-3.0627472377574683,-0.0,1.0,-4.829627608784613,-4.748192606738508,0.0
2019-02-11,-0.0,-2.993175924662208,-0.0,1.0,-4.838405896001092,-4.816705336426915,0.0
2019-02-12,-0.0,-3.038011293210302,-0.0,1.0,-4.896019831979066,-4.838176559702521,0.0
2019-02-13,-0.0,-3.0227302761992862,-0.0,1.0,-4.625611206554777,-4.566935377296154,0.0
2019-02-14,-0.0,-2.931474103585657,-0.0,1.0,-4.735325365205843,-4.613280212483399,0.0
2019-02-15,-0.0,-3.028111389732084,-0.0,1.0,-4.641678764682592,-4.5281773789098585,0.0
2019-02-19,-0.0,-2.990652957671251,-0.0,1.0,-4.772332754706904,-4.5897983709440515,0.0
2019-02-20,-0.0,-3.0255835421337203,-0.0,1.0,-4.664512725834103,-4.497296584465252,0.0
2019-02-21,-0.0,-3.036222339304531,-0.0,1.0,-4.655426765015806,-4.4801106427818755,0.0
2019-02-22,-0.0,-3.0250098723180203,-0.0,1.0,-4.671185994471503,-4.46676319599842,0.0
2019-02-25,-0.0,-3.0031729243786356,-0.0,1.0,-4.716155473294553,-4.501189846641989,0.0
2019-02-26,-0.0,-3.0098221396336604,-0.0,1.0,-4.735067693124502,-4.528271834350942,0.0
2019-02-27,-0.0,-3.009293680297398,-0.0,1.0,-4.75477960701009,-4.512612851832183,0.0
2019-02-28,-0.0,-2.9889430038172966,-0.0,1.0,-4.704751875740424,-4.46939581413716,0.0
2019-03-01,-0.0,-3.0036944187887586,-0.0,1.0,-4.731890750758676,-4.458767647446893,0.0
2019-03-04,-0.0,-2.9689659668796455,-0.0,1.0,-4.624722910418568,-4.445820837136524,0.0
2019-03-05,-0.0,-2.939577039274924,-0.0,1.0,-4.717851044266386,-4.477998161040325,0.0
2019-03-06,-0.0,-2.9336126751342153,-0.0,1.0,-4.703155689406835,-4.457247610318188,0.0
2019-03-07,-0.0,-2.8234601804629267,-0.0,1.0,-4.811037007976985,-4.442526480972931,0.0
2019-03-08,-0.0,-2.7851371042522186,-0.0,1.0,-4.964631076963836,-4.497019472777851,0.0
2019-03-11,-0.0,-2.79739352411662,-0.0,1.0,-4.99261050651619,-4.645438667204084,0.0
2019-03-12,-0.0,-2.6069497025419146,-0.0,1.0,-5.071389940508383,-4.842482422931314,0.0
2019-03-13,-0.0,-2.689065279868619,-0.0,1.0,-5.1280963459696185,-4.868345422197892,0.0
2019-03-14,-0.0,-2.714050041242783,-0.0,1.0,-5.145861974154522,-4.887682155622766,0.0
2019-03-15,-0.0,-2.673694364062285,-0.0,1.0,-5.165081989802949,-4.941022461072069,0.0
2019-03-18,-0.0,-2.7610940552609544,-0.0,1.0,-5.201507116941111,-4.99218531956461,0.0
2019-03-19,-0.0,-2.7829105852345193,-0.0,1.0,-5.284398469604648,-5.103018279722262,0.0
2019-03-20,-0.0,-2.8330706404929074,-0.0,1.0,-5.329273534890385,-5.166212924487748,0.0
2019-03-21,-0.0,-2.8339536215287713,-0.0,1.0,-5.380618379616375,-5.0999141139421695,0.0
2019-03-22,-0.0,-2.885103244837758,-0.0,1.0,-5.662389380530973,-5.2017699115044245,0.0
2019-03-25,-0.0,-2.4674269422665716,-0.0,1.0,-5.677405559515324,-5.11047754811119,0.0
2019-03-26,-0.0,-2.4237053447798393,-0.0,1.0,-5.413458875657712,-5.009277208529492,0.0
2019-03-27,-0.0,-2.20802871195002,-0.0,1.0,-5.251761265452612,-4.832779476272763,0.0
2019-03-28,-0.0,-2.2253331538565084,-0.0,1.0,-5.307713016556737,-4.927715708709114,0.0
2019-03-29,-0.0,-2.20610278372591,-0.0,1.0,-5.268067451820128,-4.909127408993577,0.0
2019-04-01,-0.0,-2.2480214621059686,-0.0,1.0,-5.271093226022803,-4.894701542588866,0.0
2019-04-02,-0.0,-2.2923446252333957,-0.0,1.0,-5.296078954387837,-4.748466257668712,0.0
2019-04-03,-0.0,-2.2907224740069316,-0.0,1.0,-5.30058651026393,-4.738469741402293,0.0
2019-04-04,-0.0,-2.284665687975444,-0.0,1.0,-5.30081409315361,-4.7603096223141605,0.0
2019-04-05,-0.0,-2.226003722414252,-0.0,1.0,-5.313214570592928,-4.755118319595852,0.0
2019-04-08,-0.0,-2.2059606173496538,-0.0,1.0,-5.342469398616285,-4.756519425226184,0.0
2019-04-09,-0.0,-2.17006711409396,-0.0,1.0,-5.476644295302013,-4.776107382550336,0.0
2019-04-10,-0.0,-2.1186055830105515,-0.0,1.0,-5.484306130626418,-4.753439294777614,0.0
2019-04-11,-0.0,-2.0615569501936175,-0.0,1.0,-5.562024302310055,-4.729336359994659,0.0
2019-04-12,-0.0,-2.0796341135324186,-0.0,1.0,-5.6131288673661555,-4.758945386064029,0.0
2019-04-15,-0.0,-2.0789331896551726,-0.0,1.0,-5.616244612068965,-4.774649784482759,0.0
2019-04-16,-0.0,-2.0885202388852027,-0.0,1.0,-5.507631055076311,-4.675381552753816,0.0
2019-04-17,-0.0,-1.9580838323353293,-0.0,1.0,-5.482296277011195,-4.577063264774798,0.0
2019-04-18,-0.0,-1.9532247557003255,-0.0,1.0,-5.47413680781759,-4.601954397394137,0.0
2019-04-22,-0.0,-1.987470324452651,-0.0,1.0,-5.539567396465313,-4.662094434186231,0.0
2019-04-23,-0.0,-1.9889225900039564,-0.0,1.0,-5.541738098377951,-4.656732164051167,0.0
2019-04-24,-0.0,-1.933895356617155,-0.0,1.0,-5.653686605111735,-4.793924795932022,0.0
2019-04-25,-0.0,-1.8870815969888428,-0.0,1.0,-5.718107272482861,-4.837478155666084,0.0
2019-04-26,-0.0,-1.8483418711242925,-0.0,1.0,-5.790779185764357,-4.841736317066594,0.0
2019-04-29,-0.0,-1.8354225636878285,-0.0,1.0,-5.7929640113222804,-4.850384148807117,0.0
2019-04-30,-0.0,-1.7252622267155313,-0.0,1.0,-5.441804625300138,-4.470365221786933,0.0
2019-05-01,-0.0,-1.7063572149344097,-0.0,1.0,-5.465186680121089,-4.4419778002018155,0.0
2019-05-02,-0.0,-1.7118151981822773,-0.0,1.0,-5.413279474880081,-4.497980308003029,0.0
2019-05-03,-0.0,-1.6914102564102562,-0.0,1.0,-5.538846153846154,-4.59025641025641,0.0
2019-05-06,-0.0,-1.593726090283091,-0.0,1.0,-5.548712063249171,-4.609410864575364,0.0
2019-05-07,-0.0,-1.6058710912571792,-0.0,1.0,-5.543331206126355,-4.614039566049777,0.0
2019-05-08,-0.0,-1.6122527121888957,-0.0,1.0,-5.492916400765794,-4.658072750478621,0.0
2019-05-09,-0.0,-1.600608596424496,-0.0,1.0,-5.452136427031824,-4.626347153543806,0.0
2019-05-10,-0.0,-1.7205387205387206,-0.0,1.0,-5.852525252525253,-4.894814814814815,0.0
2019-05-13,-0.0,-1.7128060263653484,-0.0,1.0,-5.842749529190207,-4.896287328490718,0.0
2019-05-14,-0.0,-1.4096209912536444,-0.2169361250993904,1.0,-5.794328120858734,-4.831301351709515,0.0
2019-05-15,-0.0,-1.4202232435981617,-0.22849638870650033,1.0,-5.7569271175311885,-4.726329612606698,0.0
2019-05-16,-0.0,-1.418736039942189,-0.24070424385757458,1.0,-5.757587702010248,-4.721849954013927,0.0
2019-05-17,-0.0,-1.3888228299643284,-0.27308759413396755,1.0,-5.735764301757168,-4.814242304135289,0.0
2019-05-20,-0.0,-1.332980272739309,-0.32093207996822454,1.0,-5.7517542698265585,-4.834105653382762,0.0
2019-05-21,-0.0,-1.3413686888978171,-0.35435918039373243,1.0,-5.80326771126289,-4.893263693585108,0.0
2019-05-22,-0.0,-1.286611437733832,-0.40766969535008013,1.0,-5.797835382148584,-4.869722073757349,0.0
2019-05-23,-0.0,-1.273587420042644,-0.4123134328358209,1.0,-5.792777185501067,-4.847547974413646,0.0
2019-05-24,-0.0,-1.1661830651543128,-0.45199155895542076,1.0,-5.746241097335796,-4.824848324980216,0.0
2019-05-28,-0.0,-1.1690642734591528,-0.4389600105582684,1.0,-5.756103998944173,-4.83370727200739,0.0
2019-05-29,-0.0,-1.2077460150177841,-0.45158740613884857,1.0,-5.757607693321038,-4.756553813726781,0.0
2019-05-30,-0.0,-1.1970553437623241,-0.44275009859340086,1.0,-5.748652556855528,-4.757328776127252,0.0
2019-05-31,-0.0,-1.2164570230607967,-0.440251572327044,1.0,-5.7207809224318655,-4.725235849056604,0.0
2019-06-03,-0.0,-1.2241826673585885,-0.5238713025428127,1.0,-5.67047223663726,-4.555007784120395,0.0
2019-06-04,-0.0,-1.1233423458220677,-0.5706192867258916,1.0,-5.735547830565212,-4.445474443156946,0.0
2019-06-05,-0.0,-0.9884561715083091,-0.7199035900038057,1.0,-5.778764429785615,-4.198401623747304,0.0
2019-06-06,-0.0,-1.0400358147863904,-0.6353287285750832,1.0,-5.801867485290355,-4.313763110770018,0.0
2019-06-07,-0.0,-1.0646728016359917,-0.6509458077709611,1.0,-5.76674335378323,-4.298824130879345,0.0
2019-06-10,-0.0,-1.0777593042588567,-0.6182376262949226,1.0,-5.760711088374473,-4.3327791277657,0.0
2019-06-11,-0.0,-1.0750386797318203,-0.7269210933470861,1.0,-5.7612171222279525,-4.33019597730789,0.0
2019-06-12,-0.0,-1.0764265427317323,-0.7242447714949651,1.0,-5.767880196230313,-4.341208365608056,0.0
2019-06-13,-0.0,-1.1488087488608254,-0.7872672829058717,1.0,-5.766697044655643,-4.31636505663325,0.0
2019-06-14,-0.0,-1.1248049921996879,-0.8133125325013001,1.0,-5.77353094123765,-4.2890015600624025,0.0
2019-06-17,-0.0,-1.1102740615664373,-0.8160800103909598,1.0,-5.777763345889077,-4.284582413300428,0.0
2019-06-18,-0.0,-1.1415069911962712,-0.817711030554117,1.0,-5.734464008285862,-4.252848265147592,0.0
2019-06-19,-0.0,-1.0809315491507978,-0.8862583633556356,1.0,-5.704323211528564,-4.195316520844056,0.0
2019-06-20,-0.0,-1.110497237569061,-0.8640627007580626,1.0,-5.687395605807529,-4.186688937427727,0.0
2019-06-21,-0.0,-1.147822716113193,-0.8592841452384029,1.0,-5.691949864323556,-4.222509368135418,0.0
2019-06-24,-0.0,-1.0955092532677624,-0.8735602433027048,1.0,-5.675812087485441,-4.296751650058237,0.0
2019-06-25,-0.0,-1.0693492042955104,-0.8814853150472247,1.0,-5.68624660370035,-4.30107387760383,0.0
2019-06-26,-0.0,-1.0611427094105481,-0.8331178903826266,1.0,-5.631721820062047,-4.400465356773527,0.0
2019-06-27,-0.0,-1.0428849902534112,-0.8709551656920077,1.0,-5.655230669265757,-4.4262508122157245,0.0
2019-06-28,-0.0,-0.9834218365496696,-0.8827872037300868,1.0,-5.669731900012952,-4.415878772179769,0.0
2019-07-01,-0.0,-0.9591178746453445,-0.8853494970337891,1.0,-5.667913335052876,-4.384059840082538,0.0
2019-07-02,-0.0,-0.9763404911919762,-0.8671724315288671,1.0,-5.64022116497364,-4.374566028031374,0.0
2019-07-03,-0.0,-0.9960082410507339,-0.852948750965748,1.0,-5.638037599793973,-4.3896471800154515,0.0
2019-07-05,-0.0,-0.9699190127265715,-0.852551741869135,1.0,-5.632086386424991,-4.400565625401723,0.0
2019-07-08,-0.0,-0.9710573707229225,-0.8506560329302804,1.0,-5.635451505016722,-4.406097247234371,0.0
2019-07-09,-0.0,-0.9475708242533009,-0.850275605691578,1.0,-5.615433918728368,-4.405460838354057,0.0
2019-07-10,-0.0,-0.9366504231854321,-0.8484226724801232,1.0,-5.628238009746089,-4.410489869197231,0.0
2019-07-11,-0.0,-0.9274411424160557,-0.8786826193232987,1.0,-5.648141000900553,-4.410652257815515,0.0
2019-07-12,-0.0,-0.9477410220105549,-0.8769468400051487,1.0,-5.64602908997297,-4.400823786845154,0.0
2019-07-15,-0.0,-1.0178916205431845,-0.9409190371991247,1.0,-5.611661732526709,-4.301197065259364,0.0
2019-07-16,-0.0,-1.0387446726075165,-0.9475655430711611,1.0,-5.624434973524473,-4.304016531060313,0.0
2019-07-17,-0.0,-1.068358363542206,-0.9385033661315381,1.0,-5.631538063179699,-4.3082599689280165,0.0
2019-07-18,-0.0,-1.065495414029195,-0.9454850794470998,1.0,-5.625242216767859,-4.282004908926495,0.0
2019-07-19,-0.0,-1.0795114979862284,-0.9593348057684813,1.0,-5.6620761335585295,-4.2911523970378065,0.0
2019-07-22,-0.0,-1.0147115756871854,-0.9189572848109433,1.0,-5.632081558910826,-4.338882436443412,0.0
2019-07-23,-0.0,-1.0308029385230053,-0.9158396700605748,1.0,-5.61657430081196,-4.325041886841087,0.0
2019-07-24,-0.0,-1.0308029385230053,-0.9572109807964944,1.0,-5.606392576362933,-4.293723417966232,0.0
2019-07-25,-0.0,-0.9443897637795274,-0.9016978346456692,1.0,-5.397514763779527,-4.059670275590551,0.0
2019-07-26,-0.0,-0.8943756892537679,-0.9046685455213822,1.0,-5.397500306335008,-4.056978311481436,0.0
2019-07-29,-0.0,-0.8366204041879718,-0.8932310689067446,1.0,-5.368882395909423,-4.075724373021671,0.0
2019-07-30,-0.0,-0.8472408332318188,-0.8963332927274943,1.0,-5.362650749177732,-4.075648678279936,0.0
2019-07-31,-0.0,-0.8792388387411565,-0.8937545742864114,1.0,-5.352890949011955,-4.07221273481337,0.0
2019-08-01,-0.0,-0.9528578407425502,-0.88019052271617,1.0,-5.343063019052272,-4.0367611138251105,0.0
2019-08-02,-0.0,-0.9030487804878049,-0.929390243902439,1.0,-5.325853658536585,-4.036951219512195,0.0
2019-08-05,-0.0,-0.8907716689016213,-0.9024747043764476,1.0,-5.351212970864318,-4.0460807021821275,0.0
2019-08-06,-0.0,-0.862505811250581,-0.8465829846582984,1.0,-5.01115760111576,-3.902254765225476,0.0
2019-08-07,-0.0,-0.9055382125101168,-0.7833275523181872,1.0,-4.96126719852006,-3.9120129494739277,0.0
2019-08-08,-0.0,-0.9000814237524718,-0.7675933465162265,1.0,-5.009770850296615,-3.954519018262184,0.0
2019-08-09,-0.0,-0.8444191343963553,-0.7207289293849658,1.0,-4.898291571753986,-3.92619589977221,0.0
2019-08-12,-0.0,-0.8183157656126034,-0.756092032188598,1.0,-4.892553553213193,-3.867052023121387,0.0
2019-08-13,-0.0,-0.7704470481173927,-0.7562279604140598,1.0,-4.9362984870890685,-3.9122966670458426,0.0
2019-08-14,-0.0,-0.7931306306306307,-0.7379504504504505,1.0,-4.861148648648649,-3.869144144144144,0.0
2019-08-15,-0.0,-0.8781647318960751,-0.7948037589828634,1.0,-4.766500829187397,-3.616362631288004,0.0
2019-08-16,-0.0,-0.867330016583748,-0.8039800995024876,1.0,-4.76694306246545,-3.6175787728026534,0.0
2019-08-19,-0.0,-0.7920509442248572,-0.8289415898111551,1.0,-4.781730346947739,-3.5766359244620114,0.0
2019-08-20,-0.0,-0.8127542605827377,-0.8514568444200109,1.0,-4.786476085761407,-3.5444749862561844,0.0
2019-08-21,-0.0,-0.8227987248543476,-0.8966692316148182,1.0,-4.770253929866989,-3.5029130482576676,0.0
2019-08-22,-0.0,-0.8275862068965517,-0.8718117131910236,1.0,-4.754898741105638,-3.49272030651341,0.0
2019-08-23,-0.0,-0.823587385019711,-0.8745072273324573,1.0,-4.755803766973281,-3.496605343845817,0.0
2019-08-26,-0.0,-0.741728236427883,-0.8652960702430668,1.0,-4.699111253881572,-3.401648998822144,0.0
2019-08-27,-0.0,-0.7347046972749444,-0.8409500583183119,1.0,-4.645106563460927,-3.382568126391687,0.0
2019-08-28,-0.0,-0.6998835115958911,-0.8670973207667054,1.0,-4.659536164354549,-3.3634438208196547,0.0
2019-08-29,-0.0,-0.6879746835443038,-0.8932489451476794,1.0,-4.647784810126582,-3.319620253164557,0.0
2019-08-30,-0.0,-0.6051454138702461,-0.8627211714460037,1.0,-4.5259304453935325,-3.1750050844010578,0.0
2019-09-03,-0.0,-0.6281294524730308,-0.8928353348259719,1.0,-4.507327498473438,-3.148687156523509,0.0
2019-09-04,-0.0,-0.5688120331525632,-0.9159930420546404,1.0,-4.547119615266551,-3.200450219993861,0.0
2019-09-05,-0.0,-0.6382259551367407,-0.9317832633411861,1.0,-4.56212229847383,-3.1106217351224013,0.0
2019-09-06,-0.0,-0.6144553852400771,-0.9493452441376511,1.0,-4.554664501065882,-3.032890061922647,0.0
2019-09-09,-0.0,-0.6198247204593533,-0.9492293744333635,1.0,-4.5090158154528055,-2.9953661730633625,0.0
2019-09-10,-0.0,-0.5804741422426728,-1.0222066619985997,1.0,-4.506051815544663,-2.894268280484145,0.0
2019-09-11,-0.0,-0.5519,-1.0603999999999998,1.0,-4.5149,-2.8727,0.0
2019-09-12,-0.0,-0.5254186602870813,-1.0654904306220094,1.0,-4.5108652312599675,-2.8664274322169057,0.0
2019-09-13,-0.0,-0.5255066387141859,-1.0492163322352002,1.0,-4.518019367075971,-2.8902865129280224,0.0
