Date,AERI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6439944776806259,-1.2929590427979751,-0.0801196502531063,-0.8535204786010124,-0.7313391624482283,0.0
2018-09-25,1.0,-0.6484371403581458,-1.290521567002716,-0.08640611333609537,-0.8512176034617686,-0.7268333103162546,0.0
2018-09-26,1.0,-0.6480287398673544,-1.2905766396462786,-0.08437730287398673,-0.8524778924097274,-0.7302873986735446,0.0
2018-09-27,1.0,-0.673119184551363,-1.284799177070183,-0.09351475195212045,-0.8748772618880628,-0.7493804647683172,0.0
2018-09-28,1.0,-0.6767804466919511,-1.2841223018214167,-0.09383340356791683,-0.8766212483026642,-0.7509481668773703,0.0
2018-10-01,1.0,-0.6785178939479108,-1.28274311410905,-0.0938261195428143,-0.8779276747236275,-0.7513115982761851,0.0
2018-10-02,1.0,-0.6805699726337643,-1.3224497499292251,-0.08530716240445409,-0.8787864489949986,-0.7512031707086911,0.0
2018-10-03,1.0,-0.6823167848699764,-1.3312529550827423,-0.08699763593380615,-0.8784869976359339,-0.7490307328605201,0.0
2018-10-04,1.0,-0.6814853556485356,-1.346614682388741,-0.08767592240395589,-0.8784709014834537,-0.7604127044503612,0.0
2018-10-05,1.0,-0.684546493902439,-1.357421875,-0.08069740853658537,-0.8811451981707317,-0.7599085365853658,0.0
2018-10-08,1.0,-0.6838347296268089,-1.3567212490479819,-0.07920792079207921,-0.8812357197258187,-0.7591393754760092,0.0
2018-10-09,1.0,-0.6884776802747042,-1.3595478824876002,-0.08646508966043495,-0.8796260969095765,-0.755055322396032,0.0
2018-10-10,1.0,-0.6882279931258354,-1.3624689707848003,-0.08444720259690663,-0.880561390108841,-0.7580198586977277,0.0
2018-10-11,1.0,-0.6224414189126609,-1.3668148559785127,-0.0,-0.8637121422617394,-0.7779475780309345,0.0
2018-10-12,1.0,-0.6538639304862267,-1.3793215012017008,-0.0,-0.8416990201515991,-0.7469957478276946,0.0
2018-10-15,1.0,-0.674022346368715,-1.3745810055865924,-0.0,-0.8536778398510243,-0.7532588454376165,0.0
2018-10-16,1.0,-0.6649407593991977,-1.3938800261218396,-0.0,-0.8531112976956806,-0.7526821531859316,0.0
2018-10-17,1.0,-0.6435875097436838,-1.3515521115135953,-0.0,-0.8397450593791553,-0.7503324315649502,0.0
2018-10-18,1.0,-0.6425979514032428,-1.3497772265858252,-0.0,-0.8473657617932112,-0.7534793992007717,0.0
2018-10-19,1.0,-0.6259395927292606,-1.3383444945560565,-0.0,-0.8445173340622294,-0.7468452462302401,0.0
2018-10-22,1.0,-0.6255922011661809,-1.3263028425655978,-0.0,-0.850765306122449,-0.7527332361516035,0.0
2018-10-23,1.0,-0.6268160495513959,-1.3260919069089585,-0.0,-0.8494785262103202,-0.7519242155121374,0.0
2018-10-24,1.0,-0.6271023765996344,-1.322074954296161,-0.0,-0.8575868372943327,-0.7635740402193785,0.0
2018-10-25,1.0,-0.6039453717754173,-1.2820673034008747,-0.0,-0.8451753994465768,-0.7318575381594215,0.0
2018-10-26,1.0,-0.5796372302396399,-1.263074275122468,-0.0,-0.8511849596186946,-0.7193609603248158,0.0
2018-10-29,1.0,-0.5460630614761317,-1.2864188832129646,-0.0,-0.8384269860841994,-0.7328694733133698,0.0
2018-10-30,1.0,-0.5410925738433772,-1.2861293304573667,-0.0,-0.838314918343091,-0.7364968965972619,0.0
2018-10-31,1.0,-0.572427797833935,-1.2750902527075811,-0.0,-0.8914259927797834,-0.7737364620938628,0.0
2018-11-01,1.0,-0.571718630149348,-1.27550421874295,-0.0,-0.8912602084555341,-0.7735866083111492,0.0
2018-11-02,1.0,-0.5736423662579166,-1.2585006513048556,-0.0,-0.891479135785833,-0.7681803889862103,0.0
2018-11-05,1.0,-0.5784092956224104,-1.2509007386056568,-0.0,-0.8942532876959106,-0.7800846694289317,0.0
2018-11-06,1.0,-0.5872808401316085,-1.2592058412583946,-0.0,-0.8892144048316581,-0.7714427367377293,0.0
2018-11-07,1.0,-0.5878982041332009,-1.2604006858586772,-0.0,-0.8912101795866798,-0.7727190686761123,0.0
2018-11-08,1.0,-0.518421789012219,-1.3432981997947953,-0.0,-0.9384385784908125,-0.8635854864285049,0.0
2018-11-09,1.0,-0.5200056025024511,-1.3445539007423317,-0.0,-0.9388860357626407,-0.8652598160511695,0.0
2018-11-12,1.0,-0.5189395704235196,-1.3390020034477939,-0.0,-0.9385919955271863,-0.8626939384056282,0.0
