Date,IWF,IWM,MTUM,SNDR,SPY,VLUE,VXX
2018-09-26,-0.415077506412401,-1.0155384558194862,-0.1027471097728709,1.0,-0.598713802460875,-0.5852570536411286,0.0
2018-09-27,-0.42054371676150093,-1.0053925397002492,-0.10617724720145784,1.0,-0.6005057830339544,-0.5863736100264049,0.0
2018-09-28,-0.4167790767386091,-1.0213953836930456,-0.10753896882494005,1.0,-0.6077263189448441,-0.5935626498800959,0.0
2018-10-01,-0.41707883693045567,-1.0208333333333333,-0.10772631894484412,1.0,-0.6078387290167866,-0.5935251798561152,0.0
2018-10-02,-0.42051936355448816,-1.0004503152206545,-0.11561843290303213,1.0,-0.6149429600720504,-0.601058240768538,0.0
2018-10-03,-0.42152331567279155,-1.0058617968661931,-0.11659715176793296,1.0,-0.6143614023221734,-0.5991808514635705,0.0
2018-10-04,-0.4227071283707654,-1.002741681063622,-0.11721625478855255,1.0,-0.6156388492450988,-0.5974235709456921,0.0
2018-10-05,-0.41105832179866075,-0.9987280685346601,-0.1046350678986944,1.0,-0.6215629793124088,-0.60499046051401,0.0
2018-10-08,-0.4150737507525587,-1.0073374473208911,-0.1068257074051776,1.0,-0.6237959060806744,-0.609760686333534,0.0
2018-10-09,-0.4145533900218225,-1.007675521107683,-0.10557604033411092,1.0,-0.6242757167582211,-0.6104296786816164,0.0
2018-10-10,-0.41962736667420986,-1.007505468808931,-0.10975333785924418,1.0,-0.6289130270800333,-0.6057931658746324,0.0
2018-10-11,-0.38065654523398157,-1.0083814285189134,-0.058596478329596,1.0,-0.6154468257177518,-0.612983862074036,0.0
2018-10-12,-0.380678089682829,-1.0078016769959899,-0.05202333211811885,1.0,-0.6046299671892089,-0.6004739336492891,0.0
2018-10-15,-0.356722366448499,-1.0617572854583348,-0.012285641156897875,1.0,-0.6116859848623349,-0.6139895425792534,0.0
2018-10-16,-0.3528246515040352,-1.0840425531914892,-0.0,1.0,-0.6151137197358767,-0.6163976522377109,0.0
2018-10-17,-0.3300700816414999,-1.0452640705151361,-0.0,1.0,-0.6108301423307564,-0.6262914529297016,0.0
2018-10-18,-0.33010585642544893,-1.0459554174645038,-0.0,1.0,-0.610498934210051,-0.6262870768452619,0.0
2018-10-19,-0.3212151752933554,-1.045641062558491,-0.0,1.0,-0.6087394716003167,-0.6238931682384278,0.0
2018-10-22,-0.3211752421416484,-1.035070032045512,-0.0,1.0,-0.6148777589745437,-0.6294962733590178,0.0
2018-10-23,-0.3272439015601917,-1.036320397794833,-0.0,1.0,-0.6115374914423666,-0.628112276150326,0.0
2018-10-24,-0.3258588990230361,-1.0394751072497204,-0.0,1.0,-0.6117740365550307,-0.6279245827174735,0.0
2018-10-25,-0.2903361344537815,-0.9975140056022408,-0.0,1.0,-0.6172619047619047,-0.5962885154061625,0.0
2018-10-26,-0.2736477115117892,-0.9844313453536755,-0.0,1.0,-0.621879334257975,-0.5874479889042996,0.0
2018-10-29,-0.2473382190265487,-1.001037057522124,-0.0,1.0,-0.611414546460177,-0.5970685840707965,0.0
2018-10-30,-0.23801624330395715,-1.0012787281838602,-0.0,1.0,-0.6119232763089684,-0.6048038707447727,0.0
2018-10-31,-0.23897096807521434,-0.9935943795846678,-0.0,1.0,-0.6095671040396734,-0.6017494920274132,0.0
2018-11-01,-0.24021634284139454,-0.9929378531073446,-0.0,1.0,-0.6098249965550504,-0.6019360617334987,0.0
2018-11-02,-0.24014361665400816,-0.9982738382931713,-0.0,1.0,-0.6098529310225782,-0.6040185044534973,0.0
2018-11-05,-0.2521468965998743,-0.9836975493960762,-0.0,1.0,-0.6199120296027368,-0.63509739579697,0.0
2018-11-06,-0.2454532687311284,-0.9817779650305455,-0.0,1.0,-0.6328207288813987,-0.6509374341689488,0.0
2018-11-07,-0.24463157894736845,-0.9821403508771931,-0.0,1.0,-0.6314035087719299,-0.6505964912280703,0.0
2018-11-08,-0.2329842931937173,-0.9815008726003491,-0.0,1.0,-0.6254450261780105,-0.6504712041884817,0.0
2018-11-09,-0.23310763646516824,-0.9812229512773978,-0.0,1.0,-0.6254711712969426,-0.6503559960910233,0.0
2018-11-12,-0.23252417055018432,-0.9640745635389859,-0.0,1.0,-0.6333379703693398,-0.6478403004799332,0.0
2018-11-13,-0.21129822624059633,-0.9630064186624335,-0.0,1.0,-0.6327903927117124,-0.6437642349368486,0.0
2018-11-14,-0.2111130284728214,-0.9632786885245902,-0.0,1.0,-0.632890422778257,-0.6439344262295081,0.0
2018-11-15,-0.2105190550094844,-0.9661665804449043,-0.0,1.0,-0.6380755302638387,-0.6341093291946888,0.0
2018-11-16,-0.20731413630577633,-0.9575119551381293,-0.0,1.0,-0.6368046238001858,-0.6386968039357348,0.0
2018-11-19,-0.209233521398101,-0.9568941791660933,-0.0,1.0,-0.6357506536397413,-0.6383308105132792,0.0
2018-11-20,-0.16517780744087346,-0.9512612520108157,-0.0,1.0,-0.6427080124585002,-0.6635178149707363,0.0
2018-11-21,-0.16370143149284255,-0.9499659168370825,-0.0,1.0,-0.6402181322426722,-0.6544648943421949,0.0
2018-11-23,-0.16409417697366183,-0.9481072608947495,-0.0,1.0,-0.6406010426249618,-0.6544686360693721,0.0
2018-11-26,-0.16307126060729984,-0.9549807449817673,-0.0,1.0,-0.6381760556180349,-0.651739767576594,0.0
2018-11-27,-0.1546055979643766,-0.9580322307039865,-0.0,1.0,-0.6332824427480915,-0.646785411365564,0.0
2018-11-28,-0.15093953551819392,-0.9830167445350066,-0.0,1.0,-0.630051495413157,-0.6463185895031204,0.0
2018-11-29,-0.14093527617756696,-0.97549983056591,-0.0,1.0,-0.6262283971535073,-0.6459844120637073,0.0
2018-11-30,-0.14001763788074076,-0.9765280510141781,-0.0,1.0,-0.6264500373109015,-0.6488704972525609,0.0
2018-12-03,-0.1406706034073169,-0.9767528677119393,-0.0,1.0,-0.6269598859702709,-0.6493925201927646,0.0
2018-12-04,-0.13094875182061444,-0.9834366426176201,-0.0,1.0,-0.6239880770924364,-0.6487823053212749,0.0
2018-12-06,-0.12538620853563304,-0.9916816623094421,-0.0,1.0,-0.6263878042983736,-0.6517841985536278,0.0
2018-12-07,-0.13267629566694986,-0.9918776550552252,-0.0,1.0,-0.6271537807986406,-0.6467629566694987,0.0
2018-12-10,-0.11112234239698104,-0.9974055729640486,-0.0,1.0,-0.626570976111055,-0.6342868695036895,0.0
2018-12-11,-0.11839045597007382,-0.9948774980622114,-0.0,1.0,-0.6288208135341894,-0.6279445960974623,0.0
2018-12-12,-0.12131844404709692,-0.9951081272561654,-0.0,1.0,-0.6311865321682805,-0.6260585000506056,0.0
2018-12-13,-0.1209506152031013,-0.9907298162818134,-0.0,1.0,-0.6352941176470588,-0.6240013483903589,0.0
2018-12-14,-0.12208028582021639,-0.9887761636725202,-0.0,1.0,-0.6357814553911489,-0.6238835147797364,0.0
2018-12-17,-0.11957400916689134,-0.9904960905904557,-0.0,1.0,-0.6362227015368024,-0.6239215421946617,0.0
2018-12-18,-0.10345868697373276,-0.9815491965513771,-0.0,1.0,-0.6372572042000737,-0.6323929014727095,0.0
2018-12-19,-0.10176144942123805,-0.9821170944472404,-0.0,1.0,-0.638315718839121,-0.6329474920315384,0.0
2018-12-20,-0.10075162852847837,-0.9711708702188073,-0.0,1.0,-0.6406881576749623,-0.6279605812593954,0.0
2018-12-21,-0.09617239200558679,-0.9731302583884807,-0.0,1.0,-0.6422799374812943,-0.6138472282265306,0.0
2018-12-24,-0.07987569015108936,-0.9585744040731311,-0.0,1.0,-0.6388071544285383,-0.6288557542896815,0.0
2018-12-26,-0.0808760753923951,-0.9748801471071123,-0.0,1.0,-0.6129244105864583,-0.6149274315360872,0.0
2018-12-27,-0.030340655842088508,-0.9510028653295128,-0.0,1.0,-0.562336835402738,-0.639987265202165,0.0
2018-12-28,-0.031381419650821966,-0.9502994775073277,-0.0,1.0,-0.5630814323945458,-0.6411685994647637,0.0
2018-12-31,-0.03317399617590822,-0.9476736775015933,-0.0,1.0,-0.5637348629700446,-0.6421606118546844,0.0
2019-01-02,-0.0322334055293668,-0.9475410880366925,-0.0,1.0,-0.5630335074531787,-0.6423429736272136,0.0
2019-01-03,-0.0301195219123506,-0.9486215139442232,-0.0,1.0,-0.561784860557769,-0.6466932270916335,0.0
2019-01-04,-0.011392846942337597,-0.9553171908222526,-0.0,1.0,-0.5552029450033321,-0.6515819872425502,0.0
2019-01-07,-0.0,-0.9350454588058861,-0.0,1.0,-0.5521292217327459,-0.6371731183803543,0.0
2019-01-08,-0.0,-0.9292043681747271,-0.0,1.0,-0.555226209048362,-0.6356942277691108,0.0
2019-01-09,-0.0,-0.9400081451082359,-0.0,1.0,-0.5590050437016384,-0.6336580934181261,0.0
2019-01-10,-0.0,-0.94141065830721,-0.0,1.0,-0.558244514106583,-0.6349843260188087,0.0
2019-01-11,-0.0,-0.9395945776327349,-0.0,1.0,-0.5610016317308899,-0.6373164302748838,0.0
2019-01-14,-0.00043927081045464525,-0.9405101816698567,-0.0,1.0,-0.5627059081924006,-0.6340246619183584,0.0
2019-01-15,-0.0005956299570519453,-0.9382739270823537,-0.0,1.0,-0.5640302203830841,-0.6319947333772219,0.0
2019-01-16,-0.0,-0.9377590754930285,-0.0,1.0,-0.5489574174098731,-0.6535925135033288,0.0
2019-01-17,-0.0,-0.9411819770344484,-0.0,1.0,-0.5271155766350475,-0.6519907638542187,0.0
2019-01-18,-0.0,-0.9376993807468567,-0.0,1.0,-0.5311815850378432,-0.6586601613811222,0.0
2019-01-22,-0.0,-0.9325404316908942,-0.0,1.0,-0.5398338682272985,-0.6740607891259204,0.0
2019-01-23,-0.0,-1.0392002766338688,-0.0,1.0,-0.43601270000943065,-0.6683851497909529,0.0
2019-01-24,-0.0,-1.0127034286617158,-0.0,1.0,-0.4373834729025122,-0.7099699794596303,0.0
2019-01-25,-0.0,-0.9934274662725243,-0.0,1.0,-0.46312777131356336,-0.6881662945375641,0.0
2019-01-28,-0.0,-1.0205274864950749,-0.0,1.0,-0.4319987289482046,-0.7251032729583731,0.0
2019-01-29,-0.0,-1.0091024824952262,-0.0,1.0,-0.4449395289624444,-0.7286441756842776,0.0
2019-01-30,-0.0,-0.9853862880532105,-0.0,1.0,-0.45641468406242003,-0.7559478127398311,0.0
2019-01-31,-0.0,-0.9870084603441174,-0.0,1.0,-0.43046357615894043,-0.7511961722488039,0.0
2019-02-01,-0.0,-1.0076425445550834,-0.0,1.0,-0.39493879621995304,-0.7685989725375785,0.0
2019-02-04,-0.0,-1.0057700277343873,-0.0,1.0,-0.40453951353246836,-0.7775510854665433,0.0
2019-02-05,-0.0,-1.0124445578991035,-0.0,1.0,-0.40728804365168003,-0.7711796802705894,0.0
