Date,IIIV,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-02-19,1.0,-0.0,-1.0621407841575143,-0.06208387867751664,-2.067774426677289,-1.4986058157400557,0.0
2019-02-20,1.0,-0.0,-1.0859223586069184,-0.043342925941152285,-2.1911669701063015,-1.5525929406237151,0.0
2019-02-21,1.0,-0.0,-1.0755393568867204,-0.054200223384868615,-2.192110987008406,-1.5566986067838455,0.0
2019-02-22,1.0,-0.0,-1.0752618571260444,-0.08161704130869718,-2.186830646110392,-1.5407202542073672,0.0
2019-02-25,1.0,-0.0,-1.0657260435038212,-0.08083480305702528,-2.187360376249265,-1.5450323339212226,0.0
2019-02-26,1.0,-0.0,-1.071559200047195,-0.08819538670284939,-2.198336381334435,-1.5413249955754824,0.0
2019-02-27,1.0,-0.0,-1.0698991328968326,-0.08901079454963723,-2.198430956172949,-1.541379106942724,0.0
2019-02-28,1.0,-0.0,-1.087974459028024,-0.08188482913562728,-2.2156201962870994,-1.5267825470024832,0.0
2019-03-01,1.0,-0.0,-1.0922839689223651,-0.06737441432892474,-2.2247197675108237,-1.5464681810094298,0.0
2019-03-04,1.0,-0.0,-1.0749851807943096,-0.07291049199762893,-2.219146413752223,-1.560640189685833,0.0
2019-03-05,1.0,-0.0,-1.0636931204226197,-0.0417216952815464,-2.3131228238684116,-1.584583983671509,0.0
2019-03-06,1.0,-0.0,-1.0739489715905666,-0.028047530007841243,-2.3241450027142774,-1.6055853790940346,0.0
2019-03-07,1.0,-0.0,-0.9720856848109716,-0.06905758844590085,-2.4247830572243463,-1.6024637417319014,0.0
2019-03-08,1.0,-0.0,-0.9673978911647073,-0.07932371833717125,-2.416676766452551,-1.5964125560538116,0.0
2019-03-11,1.0,-0.0,-0.9734862273995876,-0.07486955466569592,-2.4167576750394373,-1.6021720664967847,0.0
2019-03-12,1.0,-0.0,-0.9348457350272232,-0.09685420447670902,-2.41373260738052,-1.6041742286751361,0.0
2019-03-13,1.0,-0.0,-0.9447540586382359,-0.09256118245699055,-2.412103222679913,-1.6082505451902107,0.0
2019-03-14,1.0,-0.0,-0.9549396567408575,-0.09284977864030566,-2.4071805446054944,-1.6096791800594334,0.0
2019-03-15,1.0,-0.0,-0.9505004549590537,-0.09784652714589019,-2.4101910828025477,-1.607582650894753,0.0
2019-03-18,1.0,-0.0,-0.9562950839546585,-0.09686609686609687,-2.409044068618537,-1.5995029399284717,0.0
2019-03-19,1.0,-0.0,-0.951910847313912,-0.10338562170674094,-2.405426685240143,-1.5959057597964994,0.0
2019-03-20,1.0,-0.0,-0.9567430025445293,-0.10087241003271538,-2.4063976735732457,-1.5944505028474494,0.0
2019-03-21,1.0,-0.0,-0.952551422850555,-0.11643710939870151,-2.4610157150658334,-1.5375887385474183,0.0
2019-03-22,1.0,-0.0,-0.9431036563291904,-0.12917823096416073,-2.4557137685531556,-1.5055508627971521,0.0
2019-03-25,1.0,-0.0,-0.7712356355882005,-0.2545906883070726,-2.421928681435849,-1.4756545433005568,0.0
2019-03-26,1.0,-0.0,-0.771426879109163,-0.2551086892140022,-2.421015222413078,-1.4755671385417284,0.0
2019-03-27,1.0,-0.0,-0.7518716577540108,-0.26726084373143194,-2.4442661913250148,-1.4784313725490197,0.0
2019-03-28,1.0,-0.0,-0.7605214596106912,-0.2651943568069528,-2.444252634085362,-1.4827073040061909,0.0
2019-03-29,1.0,-0.0,-0.7538525614327364,-0.2682810733622895,-2.442434699827453,-1.4853334919973822,0.0
2019-04-01,1.0,-0.0,-0.7440047961630696,-0.26013189448441243,-2.469544364508393,-1.521462829736211,0.0
2019-04-02,1.0,-0.0,-0.7695355357795928,-0.3757771546995002,-2.5132268682189443,-1.4368523710837497,0.0
2019-04-03,1.0,-0.0,-0.7698074110190152,-0.3758532423208191,-2.5159678205753293,-1.4330204778156996,0.0
2019-04-04,1.0,-0.0,-0.7660352074069562,-0.3824693914844368,-2.519278796369617,-1.4234634829749648,0.0
2019-04-05,1.0,-0.0,-0.7678571428571428,-0.37914431984397856,-2.520294978059483,-1.4272915650901998,0.0
2019-04-08,1.0,-0.0,-0.773118476469511,-0.37508392846243055,-2.5255447720197766,-1.4300799609351156,0.0
2019-04-09,1.0,-0.0,-0.770889323234791,-0.37582457854874174,-2.5274859516247252,-1.4337283166381627,0.0
2019-04-10,1.0,-0.0,-0.7416045915252167,-0.40597142508242756,-2.5474416900720476,-1.4107949688606667,0.0
2019-04-11,1.0,-0.0,-0.7005563367365654,-0.41994253224919,-2.575900226202849,-1.4171302806138046,0.0
2019-04-12,1.0,-0.0,-0.7018895615483397,-0.42365315232679013,-2.5739008133064267,-1.4156423897755763,0.0
2019-04-15,1.0,-0.0,-0.7024071358748779,-0.4284579667644184,-2.561033724340176,-1.4175830889540566,0.0
2019-04-16,1.0,-0.0,-0.7056557627636808,-0.4243350657291348,-2.562580250687863,-1.4217670437175174,0.0
2019-04-17,1.0,-0.0,-0.7045954534343681,-0.43925690540210216,-2.56178196040088,-1.4053409924223905,0.0
2019-04-18,1.0,-0.0,-0.6918042813455657,-0.42892966360856266,-2.571070336391437,-1.4244036697247706,0.0
2019-04-22,1.0,-0.0,-0.7026811949069539,-0.4261753183153771,-2.5702742409402544,-1.422318805093046,0.0
2019-04-23,1.0,-0.0,-0.7004001231148046,-0.42499230532471527,-2.610280086180363,-1.4200061557402277,0.0
2019-04-24,1.0,-0.0,-0.6628743619703585,-0.4362585326855667,-2.606973740852346,-1.4435766558022263,0.0
2019-04-25,1.0,-0.0,-0.6597551221312988,-0.43315080292869007,-2.612871469882483,-1.4469944010336553,0.0
2019-04-26,1.0,-0.0,-0.6664199814986125,-0.41782300339192113,-2.618501387604071,-1.4643848288621648,0.0
2019-04-29,1.0,-0.0,-0.6752733337451355,-0.41849403916239425,-2.626536537154858,-1.4567298783124343,0.0
2019-04-30,1.0,-0.0,-0.6723893040202558,-0.4219724572346076,-2.626196504662509,-1.4550114246896808,0.0
2019-05-01,1.0,-0.0,-0.6913366336633664,-0.4035891089108911,-2.6439975247524754,-1.4491955445544555,0.0
2019-05-02,1.0,-0.0,-0.6832087015635622,-0.4000988814041159,-2.644274148692911,-1.4525678264631356,0.0
2019-05-03,1.0,-0.0,-0.6961547972304649,-0.40071711177052427,-2.6364985163204753,-1.4486275964391693,0.0
2019-05-06,1.0,-0.0,-0.6462429883498736,-0.42347284719225786,-2.639893977686001,-1.454478209948838,0.0
2019-05-07,1.0,-0.0,-0.6626981679106779,-0.42983159582999203,-2.630806242674727,-1.4452532231201036,0.0
2019-05-08,1.0,-0.0,-0.6525749893090598,-0.49037815382735656,-2.5183578715865353,-1.447797666320484,0.0
2019-05-09,1.0,-0.0,-0.651685393258427,-0.49346604787493903,-2.5172813873961895,-1.4440034196384954,0.0
2019-05-10,1.0,-0.0,-0.6522031002074942,-0.4961552544855364,-2.5144025387525937,-1.4400097644330525,0.0
2019-05-13,1.0,-0.0,-0.6568986568986569,-0.48534798534798534,-2.5164224664224664,-1.4462759462759462,0.0
2019-05-14,1.0,-0.0,-0.5922127481962912,-0.6112336771808479,-2.3860831196708605,-1.3731441178224315,0.0
2019-05-15,1.0,-0.0,-0.5808119835938894,-0.6237294180586103,-2.384116982702253,-1.3555846162991143,0.0
2019-05-16,1.0,-0.0,-0.5834175334323922,-0.6257949479940564,-2.375453194650817,-1.3588707280832095,0.0
2019-05-17,1.0,-0.0,-0.5861412072865818,-0.6100130967972378,-2.3626026907965234,-1.3943326586498395,0.0
2019-05-20,1.0,-0.0,-0.5374483625695983,-0.6449739567742322,-2.385379871879303,-1.4192061306352153,0.0
2019-05-21,1.0,-0.0,-0.5346290390516878,-0.6641193814308923,-2.3862446597268185,-1.4322763102473073,0.0
2019-05-22,1.0,-0.0,-0.5097390886136829,-0.6888902248406877,-2.3928099074185405,-1.420403991823975,0.0
2019-05-23,1.0,-0.0,-0.5001502674761076,-0.723327522990924,-2.404820580633528,-1.382400673198293,0.0
2019-05-24,1.0,-0.0,-0.4346781940441883,-0.7665706051873198,-2.402077329490874,-1.400516330451489,0.0
