Date,GH,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-06-03,1.0,-0.0,-1.9494848786972414,-1.7424393486208043,-3.586019718621912,-2.799933532735128,0.0
2019-06-04,1.0,-0.0,-1.9486100343338135,-1.7461512902868535,-3.5866651899435156,-2.7941078746262047,0.0
2019-06-05,1.0,-0.0,-1.8892008639308857,-1.7512958963282939,-3.5398488120950327,-2.6188984881209505,0.0
2019-06-06,1.0,-0.0,-1.9038938625822457,-1.7170747492179916,-3.5272354654298352,-2.6381188652788263,0.0
2019-06-07,1.0,-0.0,-1.9320827943078913,-1.7057999137559294,-3.513583441138422,-2.6289348857266064,0.0
2019-06-10,1.0,-0.0,-1.9354041272570939,-1.6838993981083406,-3.497205503009458,-2.6315563198624248,0.0
2019-06-11,1.0,-0.0,-1.9331110872136787,-1.7015808151414131,-3.5020969996773847,-2.617163135821056,0.0
2019-06-12,1.0,-0.0,-1.941601120568904,-1.7124232302553601,-3.5071651761663616,-2.613511475056567,0.0
2019-06-13,1.0,-0.0,-1.945168587741032,-1.7165786922331143,-3.503824194764624,-2.606808143918992,0.0
2019-06-14,1.0,-0.0,-1.9276110573303218,-1.728837259330967,-3.508336022372809,-2.5913735613638806,0.0
2019-06-17,1.0,-0.0,-1.9211997419909697,-1.7313480971834012,-3.50956783487422,-2.588260589120619,0.0
2019-06-18,1.0,-0.0,-1.9165770801978068,-1.7334981724360352,-3.509460331111589,-2.5909481831864114,0.0
2019-06-19,1.0,-0.0,-1.91065881092662,-1.7560792715586502,-3.5018746652383506,-2.5437600428494913,0.0
2019-06-20,1.0,-0.0,-1.9125161013310432,-1.7449549162730786,-3.518999570631172,-2.557642765135251,0.0
2019-06-21,1.0,-0.0,-1.9299356223175965,-1.732832618025751,-3.5011802575107294,-2.565665236051502,0.0
2019-06-24,1.0,-0.0,-1.9234152096964499,-1.7295934784940472,-3.504129572026172,-2.569022846723158,0.0
2019-06-25,1.0,-0.0,-1.906400771952396,-1.7367856759944247,-3.5080947785997636,-2.5703870483542404,0.0
2019-06-26,1.0,-0.0,-1.9074272260273974,-1.7200342465753427,-3.487478595890411,-2.587007705479452,0.0
2019-06-27,1.0,-0.0,-1.9229117457590725,-1.7451148808245651,-3.506119819626369,-2.5624865793429246,0.0
2019-06-28,1.0,-0.0,-1.8661231495387256,-1.7639991418150611,-3.533791031967389,-2.5633984123578633,0.0
2019-07-01,1.0,-0.0,-1.8453056417942402,-1.7751846697355742,-3.544481318916604,-2.5406273418263567,0.0
2019-07-02,1.0,-0.0,-1.8574481726864716,-1.760205172045309,-3.529600341953409,-2.538683479375935,0.0
2019-07-03,1.0,-0.0,-1.878210616438356,-1.7480736301369866,-3.5261130136986303,-2.5496575342465757,0.0
2019-07-05,1.0,-0.0,-1.8797346458377915,-1.7361438048362934,-3.5247164562379627,-2.5592766959126902,0.0
2019-07-08,1.0,-0.0,-1.8797346458377915,-1.7371067836507597,-3.523753477423497,-2.5590627006205864,0.0
2019-07-09,1.0,-0.0,-1.8715400235118094,-1.7358127605001603,-3.5214278080581383,-2.5582985999786256,0.0
2019-07-10,1.0,-0.0,-1.8716468953724485,-1.7360265042214384,-3.52121406433686,-2.5582985999786256,0.0
2019-07-11,1.0,-0.0,-1.869011976047904,-1.7337467921300256,-3.5298331907613343,-2.5602010265183917,0.0
2019-07-12,1.0,-0.0,-1.8737438528971564,-1.7335899080607227,-3.52683344023947,-2.5564464400256575,0.0
2019-07-15,1.0,-0.0,-1.8730397422126746,-1.7646616541353382,-3.5714285714285716,-2.5320085929108482,0.0
2019-07-16,1.0,-0.0,-1.851883932438285,-1.7847553053269813,-3.6213728886964054,-2.5692940666955395,0.0
2019-07-17,1.0,-0.0,-1.8486328124999998,-1.790798611111111,-3.6344401041666665,-2.5768229166666665,0.0
2019-07-18,1.0,-0.0,-1.853828558980503,-1.8148349852957193,-3.6494935192244857,-2.5737937043895003,0.0
2019-07-19,1.0,-0.0,-1.855790161079669,-1.8099695254680017,-3.652481497605572,-2.565629081410535,0.0
2019-07-22,1.0,-0.0,-1.852137961048852,-1.7998041562397997,-3.647046023283647,-2.581111957349581,0.0
2019-07-23,1.0,-0.0,-1.8562724404308564,-1.796213687302796,-3.644869981503645,-2.5829615928625826,0.0
2019-07-24,1.0,-0.0,-1.857205002718869,-1.8220772158781946,-3.6356715606307772,-2.5605220228384993,0.0
2019-07-25,1.0,-0.0,-1.8146781022690261,-1.8459450656823362,-3.6592118119639565,-2.536749538595158,0.0
2019-07-26,1.0,-0.0,-1.7964227642276425,-1.850189701897019,-3.6600542005420054,-2.533441734417344,0.0
2019-07-29,1.0,-0.0,-1.777176266782157,-1.8478778692074491,-3.6582936336076224,-2.543850151580771,0.0
2019-07-30,1.0,-0.0,-1.786117136659436,-1.8481561822125812,-3.6669197396963122,-2.5449023861171365,0.0
2019-07-31,1.0,-0.0,-1.822161868549701,-1.842694187941336,-3.6640956002172733,-2.5347093970668113,0.0
2019-08-01,1.0,-0.0,-1.836503133779987,-1.8094877890641883,-3.653122973849147,-2.507023989626108,0.0
2019-08-02,1.0,-0.0,-1.8050911444288642,-1.8606407075827849,-3.6470715133211087,-2.4735195771761407,0.0
2019-08-05,1.0,-0.0,-1.795268817204301,-1.8494623655913978,-3.6455913978494623,-2.4623655913978495,0.0
2019-08-06,1.0,-0.0,-1.7634498639313376,-1.792547624031819,-3.5068034331170193,-2.4040192589491314,0.0
2019-08-07,1.0,-0.0,-1.7756717350551972,-1.7499479275151013,-3.482816079983337,-2.4060612372422416,0.0
2019-08-08,1.0,-0.0,-1.8331868131868132,-1.866813186813187,-3.71010989010989,-2.578901098901099,0.0
2019-08-09,1.0,-0.0,-1.7854011398509424,-1.8453529153879875,-3.690705830775975,-2.6385357299430074,0.0
2019-08-12,1.0,-0.0,-1.7767564018384767,-1.845370978332239,-3.6943532501641494,-2.6267235718975703,0.0
2019-08-13,1.0,-0.0,-1.766702937976061,-1.832752992383025,-3.677366702937976,-2.604570184983678,0.0
2019-08-14,1.0,-0.0,-1.7870590781216187,-1.8196277861934644,-3.636550530188271,-2.5769314001298422,0.0
2019-08-15,1.0,-0.0,-1.8225277630883132,-1.8283447911158117,-3.5354838709677425,-2.3899524061343205,0.0
2019-08-16,1.0,-0.0,-1.8255949233209945,-1.8267583289264941,-3.5319936541512433,-2.3919619249074566,0.0
2019-08-19,1.0,-0.0,-1.7671924290220817,-1.8456361724500525,-3.541850683491062,-2.3605678233438483,0.0
2019-08-20,1.0,-0.0,-1.7870614266146878,-1.8732483405331368,-3.538931619428933,-2.336950795490465,0.0
2019-08-21,1.0,-0.0,-1.80042194092827,-1.888818565400844,-3.541561181434599,-2.3177215189873417,0.0
2019-08-22,1.0,-0.0,-1.8012422360248446,-1.8838825139488367,-3.5427939783135063,-2.299399936835456,0.0
2019-08-23,1.0,-0.0,-1.8138084161556356,-1.8931063649820257,-3.5658701628251217,-2.3002748995559315,0.0
2019-08-26,1.0,-0.0,-1.746290339317215,-1.8821209920099617,-3.5189374286603714,-2.22932447857217,0.0
2019-08-27,1.0,-0.0,-1.7399065905552673,-1.8682926829268292,-3.518214841722885,-2.252413077322262,0.0
2019-08-28,1.0,-0.0,-1.7123600165906265,-1.89184985483202,-3.5262339278307757,-2.2388013272501035,0.0
2019-08-29,1.0,-0.0,-1.6919307756463717,-1.937135112593828,-3.569641367806505,-2.226647206005004,0.0
2019-08-30,1.0,-0.0,-1.6611030478955007,-1.9431888865851128,-3.5673854447439353,-2.1952104499274308,0.0
2019-09-03,1.0,-0.0,-1.6830515549989562,-1.9643080776455855,-3.611250260905865,-2.177729075349614,0.0
2019-09-04,1.0,-0.0,-1.6702116567615473,-1.9629861328328642,-3.6141174017307893,-2.1791262642060265,0.0
2019-09-05,1.0,-0.0,-1.7179755306912055,-1.9682108125065354,-3.636724877130607,-2.1340583498902017,0.0
2019-09-06,1.0,-0.0,-1.6854049552363104,-2.008015823443681,-3.648448886112846,-2.0683947532792004,0.0
2019-09-09,1.0,-0.0,-1.6935651811745105,-2.010204081632653,-3.6459808413161188,-2.0625780924614743,0.0
2019-09-10,1.0,-0.0,-1.67384967728503,-2.064126587549448,-3.651363731001457,-2.0208203206329376,0.0
2019-09-11,1.0,-0.0,-1.659415009888623,-2.0952430519412926,-3.65473092536692,-1.999583636931404,0.0
2019-09-12,1.0,-0.0,-1.557097791798107,-2.1634069400630915,-3.7395373291272342,-2.0550998948475288,0.0
2019-09-13,1.0,-0.0,-1.5592008412197687,-2.1533123028391166,-3.7379600420609886,-2.0647739221871713,0.0
2019-09-16,1.0,-0.0,-1.5618296529968454,-2.149526813880126,-3.737644584647739,-2.0662460567823344,0.0
2019-09-17,1.0,-0.0,-1.5570286195286196,-2.151936026936027,-3.741792929292929,-2.071127946127946,0.0
2019-09-18,1.0,-0.0,-1.5636248815914116,-2.1408272813388063,-3.7411851384064834,-2.0795705715187878,0.0
2019-09-19,1.0,-0.0,-1.565414166929797,-2.141143037574992,-3.7378170718871697,-2.0807283443848017,0.0
2019-09-20,1.0,-0.0,-1.5686315789473686,-2.1407368421052633,-3.7356842105263155,-2.0812631578947367,0.0
2019-09-23,1.0,-0.0,-1.5713835817761914,-2.1325845055637203,-3.7141507453285745,-2.0794667226537897,0.0
2019-09-24,1.0,-0.0,-1.573242392444911,-2.1461699895068205,-3.703357817418678,-2.0703043022035676,0.0
2019-09-25,1.0,-0.0,-1.5491624180626364,-2.129955259598377,-3.668712933097493,-2.05691395276246,0.0
2019-09-26,1.0,-0.0,-1.4697554697554696,-2.475225225225225,-3.779064779064779,-2.001072501072501,0.0
2019-09-27,1.0,-0.0,-1.4416074121956477,-2.4455936220642105,-3.8313940960999786,-2.0549450549450547,0.0
2019-09-30,1.0,-0.0,-1.379605548331166,-2.510078023407022,-3.8538144776766363,-2.0930862592110966,0.0
2019-10-01,1.0,-0.0,-1.3506507592190888,-2.5357917570498913,-3.858676789587852,-2.100976138828633,0.0
2019-10-02,1.0,-0.0,-1.3917480522330736,-2.6224075496543398,-3.8778667837155707,-2.081312410841655,0.0
2019-10-03,1.0,-0.0,-1.5352998590174602,-2.573039800455482,-3.779524997288797,-1.9569461012905325,0.0
2019-10-04,1.0,-0.0,-1.5743199129488576,-2.6104461371055496,-3.7504896626768227,-1.946245919477693,0.0
2019-10-07,1.0,-0.0,-1.5506872852233677,-2.5275987972508593,-3.7214347079037804,-1.9391108247422681,0.0
2019-10-08,1.0,-0.0,-1.543503915888853,-2.502199334835318,-3.7400493509280115,-1.9426027250295033,0.0
2019-10-09,1.0,-0.0,-1.5461317441736726,-2.458869852080451,-3.7255507076726615,-1.9111418537831224,0.0
2019-10-10,1.0,-0.0284762518805072,-1.6401246507629483,-2.564904362776703,-3.57672469374597,-1.935525467440361,0.0
2019-10-11,1.0,-0.0579271587593213,-1.6591375770020533,-2.684967037717497,-3.4813573976007786,-1.9238084945423106,0.0
2019-10-14,1.0,-0.12712506767731457,-1.5707634001082835,-2.758202490525176,-3.513264753654575,-1.8591229020032485,0.0
2019-10-15,1.0,-0.1349913119026933,-1.5637489139878369,-2.761620330147698,-3.526498696785404,-1.8732623805386621,0.0
2019-10-16,1.0,-0.11175379242606134,-1.608425188257121,-2.806613554512714,-3.525701189566736,-1.8609625668449197,0.0
2019-10-17,1.0,-0.17398409412790067,-1.521298616407016,-2.868177361368341,-3.4805534371935942,-1.8504194356683736,0.0
2019-10-18,1.0,-0.13196192143560564,-1.6075062917168181,-2.9224203961046067,-3.432104168946274,-1.8481234270707954,0.0
2019-10-21,1.0,-0.2073795338141528,-1.3904045155221072,-2.7825859726141946,-3.2206543326016512,-1.8516776418940106,0.0
2019-10-22,1.0,-0.13727882855399634,-1.3063860077282896,-2.742729306487696,-3.1446003660768764,-1.837807606263982,0.0
2019-10-23,1.0,-0.14112739112739112,-1.3062678062678061,-2.736161986161986,-3.1502849002849,-1.841168091168091,0.0
2019-10-24,1.0,-0.20621527063181722,-1.2736159703642724,-2.844000823214653,-3.145606091788434,-1.8207450092611646,0.0
2019-10-25,1.0,-0.2128118263012011,-1.2721486500359307,-2.830715532286213,-3.1331485473770666,-1.8170619032953494,0.0
2019-10-28,1.0,-0.21529133696434077,-1.3263796115507143,-2.8544856643715963,-3.1048196485458845,-1.775459870516905,0.0
2019-10-29,1.0,-0.26849764295962286,-1.2984218077474894,-2.93236318917811,-3.011067841770855,-1.7375486780077884,0.0
2019-10-30,1.0,-0.2761621953716977,-1.294286299406103,-2.9269916035224246,-3.0063485562154417,-1.735715748515257,0.0
2019-10-31,1.0,-0.273324438058093,-1.2908755003592323,-2.935954018269527,-2.996510315098019,-1.767012213897157,0.0
2019-11-01,1.0,-0.2779831587594989,-1.31577325939618,-2.9577942082563156,-2.9841856644074762,-1.7333127952351612,0.0
2019-11-04,1.0,-0.27936507936507937,-1.2895033282130057,-2.9795186891961083,-2.988325652841782,-1.7039426523297492,0.0
2019-11-05,1.0,-0.3674404080358072,-1.3125845737483084,-3.113146663890913,-2.960861871551993,-1.6550431976683668,0.0
2019-11-06,1.0,-0.33638825244740683,-1.2902520308269112,-3.110393667985836,-2.9475109352218287,-1.7299520933138932,0.0
2019-11-07,1.0,-0.3502972155594953,-1.2983627072687454,-3.0958389821670664,-2.9481697778704765,-1.7358431536135153,0.0
2019-11-08,1.0,-0.3557382166267818,-1.2648007491416087,-3.0980126937883674,-2.9458953282696907,-1.7402975756945167,0.0
2019-11-11,1.0,-0.3436601724688598,-1.2462472053656979,-3.254125412541254,-3.0059618865112316,-1.7962312360268287,0.0
2019-11-12,1.0,-0.3471706125915702,-1.2069221785752204,-3.254273277417985,-3.0077502919630534,-1.8006157766217221,0.0
2019-11-13,1.0,-0.430944521350229,-1.205302949632627,-3.4106058992652546,-2.8880843360664468,-1.7135555318922375,0.0
2019-11-14,1.0,-0.4282821824381926,-1.2016197783461209,-3.4226342710997444,-2.886935208866155,-1.7170716112531967,0.0
2019-11-15,1.0,-0.4268473427905992,-1.1824052508998517,-3.4351048062672027,-2.8469193309337286,-1.6952149057802244,0.0
2019-11-18,1.0,-0.05464966893961854,-1.1267911848996937,-3.430576143887736,-2.7635141812432056,-1.506868267615377,0.0
2019-11-19,1.0,-0.08921780244629458,-1.2790625963613937,-3.482886216466235,-2.838935142357899,-1.588549696782814,0.0
2019-11-20,1.0,-0.07574987290289781,-1.2676156583629892,-3.4058973055414334,-2.8148449415353327,-1.6037620742247076,0.0
2019-11-21,1.0,-0.18104609010875194,-1.207767995857069,-3.5186949766960125,-2.783531848783014,-1.6663904712584154,0.0
2019-11-22,1.0,-0.20270549359768694,-1.1887649731515904,-3.513011152416357,-2.777984304006609,-1.64394878149525,0.0
2019-11-25,1.0,-0.2083892964149189,-1.1886558528773634,-3.5154458105176154,-2.779109412129352,-1.6400454592416571,0.0
2019-11-26,1.0,-0.20944558521560577,-1.149794661190965,-3.5079055441478437,-2.7566735112936347,-1.6430184804928132,0.0
2019-11-27,1.0,-0.20710241893978382,-1.1575913535769429,-3.492846114256305,-2.764179104477612,-1.6715388574369532,0.0
2019-11-29,1.0,-0.2579298831385643,-1.1487896494156928,-3.5733514190317197,-2.813752086811353,-1.6402337228714525,0.0
2019-12-02,1.0,-0.3001172332942556,-1.1755302142172013,-3.678034743685388,-2.846637535969306,-1.6572524778855378,0.0
2019-12-03,1.0,-0.29292822358670334,-1.1613381325428753,-3.6533982638153715,-2.827334321405886,-1.6514926953207707,0.0
2019-12-04,1.0,-0.3300357819406441,-1.2330035781940645,-3.6043990738791836,-2.755525152599453,-1.6012418438223535,0.0
2019-12-05,1.0,-0.35071291764205154,-1.2058948712492021,-3.6692913385826773,-2.737390934241328,-1.6772717599489253,0.0
2019-12-06,1.0,-0.45982480804585274,-1.2941494538769331,-3.690494214339786,-2.764031577809019,-1.6058181031685954,0.0
2019-12-09,1.0,-0.44696969696969696,-1.2160204991087342,-3.8654188948306594,-2.905080213903743,-1.7072192513368982,0.0
2019-12-10,1.0,-0.6973878758008871,-1.2366929521931986,-4.44467718087728,-3.254312469196649,-1.688270083785116,0.0
2019-12-11,1.0,-0.7094703049759229,-1.2179281392764538,-4.463637486109396,-3.2563279417212003,-1.69983948635634,0.0
2019-12-12,1.0,-0.7294769230769231,-1.2084923076923078,-4.433353846153846,-3.240738461538461,-1.6955076923076922,0.0
2019-12-13,1.0,-0.7305565794323626,-1.2032190686816562,-4.488634967440717,-3.2163656468853667,-1.6478682884875289,0.0
2019-12-16,1.0,-0.7297696760684813,-1.1957137578519523,-4.511885700209385,-3.2332799605862794,-1.6460155191526051,0.0
2019-12-17,1.0,-0.938934217236104,-1.1218765935747068,-4.700917899031107,-3.3508414074451816,-1.6360275369709332,0.0
2019-12-18,1.0,-1.161134256148367,-1.218115844644537,-4.874748017739551,-3.4597500335976346,-1.7251713479371054,0.0
2019-12-19,1.0,-1.174236280075696,-1.2607461476074615,-4.89294403892944,-3.4507975128413086,-1.7384428223844282,0.0
2019-12-20,1.0,-1.1919260568166374,-1.303928231616148,-4.922386842462961,-3.4554845725159713,-1.7187712382764715,0.0
2019-12-23,1.0,-1.1902306648575305,-1.3297150610583446,-4.906648575305292,-3.4435549525101767,-1.698371777476255,0.0
2019-12-24,1.0,-1.1946590755049478,-1.3302155347702318,-4.894672631150875,-3.438118476345398,-1.6979802087569473,0.0
2019-12-26,1.0,-1.2087674198349343,-1.3341902313624678,-4.876741983493438,-3.4302530104180757,-1.6800162359626571,0.0
2019-12-27,1.0,-1.2082880434782608,-1.360054347826087,-4.898777173913043,-3.4301630434782613,-1.689538043478261,0.0
2019-12-30,1.0,-1.2641870641323671,-1.3646930124435936,-4.964857103787775,-3.4575413646930127,-1.6230001367427869,0.0
2019-12-31,1.0,-1.244474761255116,-1.3774897680763984,-4.960709413369713,-3.4473396998635746,-1.612551159618008,0.0
2020-01-02,1.0,-1.2534555905296292,-1.3892158204461476,-4.972492130833448,-3.4544956890652796,-1.6157109620911456,0.0
2020-01-03,1.0,-1.223864258347017,-1.380678708264915,-4.9738642583470165,-3.451286261631089,-1.6539408866995073,0.0
2020-01-06,1.0,-1.275282446955084,-1.4122347754202258,-4.982777624689997,-3.448057316065031,-1.6595480848718653,0.0
2020-01-07,1.0,-1.2681718061674008,-1.4056993392070487,-4.985820484581498,-3.447824889867842,-1.6590033039647578,0.0
2020-01-08,1.0,-1.2672187715665977,-1.3991718426501036,-4.997239475500344,-3.446790890269151,-1.6922015182884749,0.0
2020-01-09,1.0,-1.274640088593577,-1.436046511627907,-4.984634551495017,-3.4366002214839426,-1.7108250276854928,0.0
2020-01-10,1.0,-1.302197802197802,-1.4295329670329668,-4.938186813186813,-3.383653846153846,-1.682554945054945,0.0
2020-01-13,1.0,-1.3108331042067638,-1.429337365960957,-4.952845751993401,-3.379846026945285,-1.6747319219136652,0.0
2020-01-14,1.0,-1.4315774996561685,-1.3713381928207948,-4.999587402007977,-3.37106312749278,-1.5797001787924634,0.0
2020-01-15,1.0,-1.4441834760983696,-1.3882287924841117,-5.019756838905775,-3.3774523348991434,-1.5864879801050014,0.0
2020-01-16,1.0,-1.4405468857892556,-1.3748101091009528,-5.002485844496617,-3.3799199005662204,-1.6124844634718962,0.0
2020-01-17,1.0,-1.4594891513320518,-1.3768195550672893,-4.949464432848119,-3.3724251579236473,-1.5742927767096953,0.0
2020-01-21,1.0,-1.4485968514715948,-1.3874058863791923,-4.9266255989048595,-3.3519507186858313,-1.5746748802190278,0.0
2020-01-22,1.0,-1.444642123990694,-1.3870261393184617,-4.926371972081566,-3.349938415218284,-1.5773915423566445,0.0
2020-01-23,1.0,-1.477062956330073,-1.377737980438077,-4.920650227304036,-3.3774624603939936,-1.6229508196721312,0.0
2020-01-24,1.0,-1.4790659112892082,-1.386209755423518,-4.93906314771314,-3.3913223711482656,-1.6223573303855188,0.0
2020-01-27,1.0,-1.4591177683111172,-1.3394255874673628,-4.945307132059915,-3.3633365397828774,-1.6346021712244057,0.0
2020-01-28,1.0,-1.3985823336968375,-1.397082878953108,-4.972055616139587,-3.318157033805889,-1.5456652126499457,0.0
2020-01-29,1.0,-1.3645875798342164,-1.4087511890202473,-4.976219595053676,-3.302622638945509,-1.5364859355890745,0.0
2020-01-30,1.0,-1.3587896253602305,-1.3269583442494104,-4.763557767880534,-3.1929525805606493,-1.457034320146712,0.0
2020-01-31,1.0,-1.3491686460807601,-1.374505146476643,-4.778041699656901,-3.2125890736342044,-1.4816574294008973,0.0
2020-02-03,1.0,-1.31217683557394,-1.3265253360910032,-4.701266804550156,-3.140770423991727,-1.4458376421923476,0.0
2020-02-04,1.0,-1.2790368271954673,-1.3031161473087818,-4.6881277362863765,-3.143317022920422,-1.4630440381148595,0.0
2020-02-05,1.0,-1.2078580481622307,-1.3027883396704691,-4.632826362484158,-3.1103929024081114,-1.420405576679341,0.0
2020-02-06,1.0,-1.2872787469756781,-1.2968292372341779,-4.721889723672481,-3.0906659875206928,-1.3373233159302178,0.0
2020-02-07,1.0,-1.277028745866192,-1.3076825235309082,-4.718137878402442,-3.0838209107097434,-1.3328669549732892,0.0
2020-02-10,1.0,-1.2827025654051307,-1.286512573025146,-4.719583439166878,-3.0842011684023367,-1.3270256540513081,0.0
2020-02-11,1.0,-1.2550063371356146,-1.2789607097591889,-4.703168567807351,-3.0769328263624844,-1.3603295310519645,0.0
2020-02-12,1.0,-1.1540898955521652,-1.1956343152212183,-4.303485506395964,-2.8222039666705787,-1.2602980870789815,0.0
2020-02-13,1.0,-1.1546403848410185,-1.1946497712073212,-4.301302358324533,-2.8209550627713247,-1.2614103015370175,0.0
2020-02-14,1.0,-1.1662346842601319,-1.1975730442978323,-4.308671065032987,-2.8263430725730445,-1.2825164938737041,0.0
2020-02-18,1.0,-1.1672761590185208,-1.1970036569541112,-4.321576029255633,-2.832369942196532,-1.2784003774920372,0.0
2020-02-19,1.0,-1.182560340747752,-1.2217226691907241,-4.323710364410791,-2.8283246568859446,-1.2753194510175105,0.0
2020-02-20,1.0,-1.2056251477192153,-1.2188607894114867,-4.296502008981328,-2.8245095722051525,-1.2720397069250768,0.0
