Date,ALBO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9160598983376839,-1.9732106058524526,-0.09280120895727435,-1.4030086550350322,-1.4840637450199203,0.0
2018-09-25,1.0,-0.9234630724797139,-1.971324439554394,-0.10211800302571862,-1.4010452482464586,-1.4786824370788063,0.0
2018-09-26,1.0,-0.9273365934292995,-1.9772022866588606,-0.1073765410840967,-1.402369309181073,-1.4733108340794818,0.0
2018-09-27,1.0,-0.9327690613817782,-1.9619460500963388,-0.11175337186897881,-1.402353426919901,-1.4725433526011562,0.0
2018-09-28,1.0,-0.9419118662798729,-1.9649813510153338,-0.11292996270203068,-1.4090343970161625,-1.4781737809089655,0.0
2018-10-01,1.0,-0.9447017349830651,-1.9639178820764498,-0.11315407479090343,-1.4114190917259972,-1.4790903435404714,0.0
2018-10-02,1.0,-0.9449630090575952,-1.9666735808615088,-0.11380764709949524,-1.410564889718592,-1.4781857152734563,0.0
2018-10-03,1.0,-0.9437115822915948,-1.958077215277298,-0.113612818564818,-1.4109399820429587,-1.480281787416258,0.0
2018-10-04,1.0,-0.9442297073440088,-1.9543070127001656,-0.11506073992269464,-1.4107537272225288,-1.4779817780231914,0.0
2018-10-05,1.0,-0.9362566255937219,-1.95463619467199,-0.10008948853858332,-1.4121979761822812,-1.4806222895298409,0.0
2018-10-08,1.0,-0.9309138309549946,-1.945664105378705,-0.09261800219538968,-1.4143798024149288,-1.4769484083424809,0.0
2018-10-09,1.0,-0.9311835334476845,-1.9463464837049742,-0.09248713550600345,-1.4143396226415095,-1.4767066895368783,0.0
2018-10-10,1.0,-0.9418332184700207,-1.9513439007580977,-0.09917298414886284,-1.4259131633356306,-1.4735354927636113,0.0
2018-10-11,1.0,-0.8489119035133716,-1.8887650760356582,-0.010815416885159936,-1.357302045097011,-1.449003670686943,0.0
2018-10-12,1.0,-0.8423572029238631,-1.8721133320395886,-0.0,-1.3313927162170904,-1.422795782392134,0.0
2018-10-15,1.0,-0.8052048441123423,-1.898479773254316,-0.0,-1.3191187838186034,-1.4188353517134762,0.0
2018-10-16,1.0,-0.8034188034188033,-2.034321581196581,-0.0,-1.3717280982905982,-1.4678819444444444,0.0
2018-10-17,1.0,-0.7508201023487732,-1.948366356121244,-0.0,-1.3664873376197348,-1.4952106022831648,0.0
2018-10-18,1.0,-0.7506906985922905,-1.9482962768056835,-0.0,-1.3779765820286805,-1.5011182739113276,0.0
2018-10-19,1.0,-0.7127798021863612,-1.921720458094742,-0.0,-1.3756507027589795,-1.4968766267568974,0.0
2018-10-22,1.0,-0.7143228997201796,-1.9211947680093706,-0.0,-1.3754148500032537,-1.49645343918787,0.0
2018-10-23,1.0,-0.7305757041103051,-1.930993922760243,-0.0,-1.3741749983663334,-1.4989871267071817,0.0
2018-10-24,1.0,-0.725778038755138,-1.9261434070594377,-0.0,-1.3728061590657012,-1.4997064004697593,0.0
2018-10-25,1.0,-0.640216579536968,-1.8089370176748818,-0.0,-1.3585387104804583,-1.4158576051779936,0.0
2018-10-26,1.0,-0.6198737203457365,-1.7753938576595354,-0.0,-1.344204009072519,-1.3906700177772329,0.0
2018-10-29,1.0,-0.5968439651495766,-1.7774934503137756,-0.0,-1.329860476451593,-1.3885334795588862,0.0
2018-10-30,1.0,-0.5961983672474717,-1.777446082612404,-0.0,-1.3297794565614718,-1.3889362739125135,0.0
2018-10-31,1.0,-0.6137359961032636,-1.739283974671213,-0.0,-1.3435216755966877,-1.3921091086215296,0.0
2018-11-01,1.0,-0.6013973268529769,-1.744775212636695,-0.0,-1.3397326852976914,-1.3894289185905224,0.0
2018-11-02,1.0,-0.6133688514434394,-1.8010159831495476,-0.0,-1.3599925659769545,-1.4206418039895923,0.0
2018-11-05,1.0,-0.615713754185787,-1.7977799826367358,-0.0,-1.3615279672578446,-1.4261441150936376,0.0
2018-11-06,1.0,-0.6209012582904605,-1.8009049773755657,-0.0,-1.357032170086159,-1.4196367693547387,0.0
2018-11-07,1.0,-0.6244134392792342,-1.8235625351936433,-0.0,-1.3720202715385097,-1.436651442157292,0.0
2018-11-08,1.0,-0.5605693330847162,-1.8376530548822174,-0.0,-1.3585679656908447,-1.458636335384424,0.0
2018-11-09,1.0,-0.5593779160186625,-1.8391912908242614,-0.0,-1.362674961119751,-1.4595956454121306,0.0
2018-11-12,1.0,-0.5601895143694283,-1.8459572345863724,-0.0,-1.3647528208964528,-1.4631257402905056,0.0
2018-11-13,1.0,-0.5217096754326538,-1.8340826507359735,-0.0,-1.3533904046313976,-1.4495904415840366,0.0
2018-11-14,1.0,-0.5270211846087333,-1.8366994009017354,-0.0,-1.35964424680378,-1.4529676981038848,0.0
2018-11-15,1.0,-0.5256433993704869,-1.841202246497562,-0.0,-1.3674010985619947,-1.4375115719311238,0.0
2018-11-16,1.0,-0.520373670948313,-1.8249646610534078,-0.0,-1.3611947636900008,-1.4393092004179215,0.0
2018-11-19,1.0,-0.5161389675988666,-1.8311568313416284,-0.0,-1.3683626955771837,-1.444314401872613,0.0
2018-11-20,1.0,-0.46614567433909276,-1.8162280969534161,-0.0,-1.3636363636363638,-1.459307650039685,0.0
2018-11-21,1.0,-0.46713699951760734,-1.799445248432224,-0.0,-1.3479860106126387,-1.4153400868306802,0.0
2018-11-23,1.0,-0.46773900949386227,-1.8121787506802929,-0.0,-1.3488540847795853,-1.4182741730664572,0.0
2018-11-26,1.0,-0.46623054091707555,-1.828820643285481,-0.0,-1.3469016899872799,-1.415349203464777,0.0
2018-11-27,1.0,-0.4474872103520915,-1.8327414986458022,-0.0,-1.3347577490219682,-1.4036713812819743,0.0
2018-11-28,1.0,-0.4452827910907225,-1.8553147823987441,-0.0,-1.332105993843182,-1.4033922858694996,0.0
2018-11-29,1.0,-0.38020522610666985,-1.8337907170981984,-0.0,-1.332000954540031,-1.4198782961460445,0.0
2018-11-30,1.0,-0.38112013374731313,-1.8368760449008839,-0.0,-1.3367566276570337,-1.4161093861953666,0.0
2018-12-03,1.0,-0.38069368992895947,-1.8367858635305356,-0.0,-1.3364575249238853,-1.4158557698047878,0.0
2018-12-04,1.0,-0.36185308848080133,-1.8512401621750536,-0.0,-1.3327569759122346,-1.4165275459098499,0.0
2018-12-06,1.0,-0.34410923732275195,-1.7393359397794248,-0.0,-1.3675672521444828,-1.3843146408356188,0.0
2018-12-07,1.0,-0.3490136570561457,-1.7393486634761295,-0.0,-1.3678067001283998,-1.3801213960546284,0.0
2018-12-10,1.0,-0.29976405593600736,-1.7438568222362894,-0.0,-1.3618576278989467,-1.3492547620417794,0.0
2018-12-11,1.0,-0.30193347911152035,-1.742835769363563,-0.0,-1.3618368051559444,-1.3477960639889517,0.0
2018-12-12,1.0,-0.30413261194888913,-1.742546333601934,-0.0,-1.3627834695522045,-1.3462645332105445,0.0
2018-12-13,1.0,-0.3033300741933629,-1.7342842353482486,-0.0,-1.3711968712256284,-1.3426698107781676,0.0
2018-12-14,1.0,-0.30260959732703496,-1.7443401117575899,-0.0,-1.3689152600956278,-1.3447779249956795,0.0
2018-12-17,1.0,-0.2819660861594867,-1.7406622364802935,-0.0,-1.3507676443629697,-1.3552933088909258,0.0
2018-12-18,1.0,-0.24974235657849533,-1.7299896942631396,-0.0,-1.3640215275392191,-1.3816557883888698,0.0
2018-12-19,1.0,-0.2533211177278974,-1.7290998625744392,-0.0,-1.3625744388456253,-1.381069628950985,0.0
2018-12-20,1.0,-0.25615257237480726,-1.7202078456004108,-0.0,-1.3583052589504938,-1.3753782904128362,0.0
2018-12-21,1.0,-0.2462733095278581,-1.717791758771184,-0.0,-1.3551550189877004,-1.3487502125488862,0.0
2018-12-24,1.0,-0.20995561548401595,-1.6821731557952693,-0.0,-1.3462554076071689,-1.3799651665823922,0.0
2018-12-26,1.0,-0.20910511046641372,-1.711727293014952,-0.0,-1.3021646953804953,-1.356170497656773,0.0
2018-12-27,1.0,-0.15105436049592033,-1.6303380311539684,-0.0,-1.1815195507046732,-1.335382006993748,0.0
2018-12-28,1.0,-0.14515616728427738,-1.636209634727369,-0.0,-1.180412916887242,-1.3319745897300157,0.0
2018-12-31,1.0,-0.14303877940241574,-1.6415024369569824,-0.0,-1.1811824539097264,-1.3320089001907183,0.0
2019-01-02,1.0,-0.14512266510563568,-1.6487148102815177,-0.0,-1.190836038529083,-1.3370762599116597,0.0
2019-01-03,1.0,-0.16342619719810364,-1.6447024982687901,-0.0,-1.2072657540084164,-1.3113514089383689,0.0
2019-01-04,1.0,-0.11938878020409242,-1.6570612806006453,-0.0,-1.1901866441072277,-1.3207846454819436,0.0
2019-01-07,1.0,-0.10279214064115821,-1.6141675284384696,-0.0,-1.1677352637021718,-1.2858841778697,0.0
2019-01-08,1.0,-0.107627249755041,-1.5902222680625033,-0.0,-1.1790521375896035,-1.2801299571966376,0.0
2019-01-09,1.0,-0.09683436091394228,-1.5689860628982955,-0.0,-1.198176260297394,-1.3171338272628361,0.0
2019-01-10,1.0,-0.1005359837643753,-1.5654888900452724,-0.0,-1.216839256907946,-1.3208617370036946,0.0
2019-01-11,1.0,-0.09391724989707699,-1.5706566488266775,-0.0,-1.1944215726636476,-1.2871552079044875,0.0
2019-01-14,1.0,-0.11169834332757393,-1.5486838093302164,-0.0,-1.175170240878138,-1.2462648643154792,0.0
2019-01-15,1.0,-0.12205653461866746,-1.5270372043982527,-0.0,-1.1591103077772758,-1.212632424561932,0.0
2019-01-16,1.0,-0.11324539846531921,-1.5269070665529865,-0.0,-1.1548222077335872,-1.22027182907869,0.0
2019-01-17,1.0,-0.11469821535993584,-1.523761780629637,-0.0,-1.154952877481452,-1.21967114497694,0.0
2019-01-18,1.0,-0.12171934260429836,-1.5085714285714285,-0.0,-1.166472819216182,-1.2600758533501897,0.0
2019-01-22,1.0,-0.0,-1.6411389802631577,-0.0,-1.2553967927631577,-1.2432668585526314,0.0
2019-01-23,1.0,-0.0,-1.58980044345898,-0.0,-1.276078997576445,-1.290671891919765,0.0
