Date,IMO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24984647506755095,-0.6417035126504544,-0.0475620240727094,-0.5787582903463522,-0.5526590518300172,0.0
2018-09-25,1.0,-0.26519319842083994,-0.6488855730672387,-0.05999564798408406,-0.5832323043924276,-0.5512760732382107,0.0
2018-09-26,1.0,-0.26491713566120456,-0.6487671403252386,-0.05898448431329872,-0.5837505052703584,-0.5529367867914554,0.0
2018-09-27,1.0,-0.265369553055262,-0.6470752781749237,-0.05948902840803133,-0.5835146391496239,-0.5526822900478647,0.0
2018-09-28,1.0,-0.2691972348508439,-0.6464781715139815,-0.059319922775113665,-0.5850407921778663,-0.5538705860372424,0.0
2018-10-01,1.0,-0.2716699925168371,-0.6456410576203542,-0.058898727862309805,-0.587147667747568,-0.5546270890496383,0.0
2018-10-02,1.0,-0.28412467598153884,-0.6127900360371752,-0.07428715938547133,-0.6112726812922804,-0.5787127773914144,0.0
2018-10-03,1.0,-0.2841789157578631,-0.6124545598229808,-0.07444286391654813,-0.6112217480638533,-0.5787577050734946,0.0
2018-10-04,1.0,-0.28292187599162283,-0.621565018721838,-0.07431617693723425,-0.6096338135431872,-0.5847559814685537,0.0
2018-10-05,1.0,-0.27503874007779644,-0.6173745295847697,-0.06631668827677809,-0.6140539514879353,-0.5896714208911799,0.0
2018-10-08,1.0,-0.27334744022992136,-0.6145343144995736,-0.06224931307835643,-0.6183558096200612,-0.5897735527271578,0.0
2018-10-09,1.0,-0.27154954499494444,-0.6154891304347826,-0.057191607684529834,-0.6215242669362994,-0.594002780586451,0.0
2018-10-10,1.0,-0.27356910337852786,-0.6141398817989316,-0.059290161499320496,-0.6230207641983502,-0.5904364590246831,0.0
2018-10-11,1.0,-0.24449257425742577,-0.6079207920792079,-0.024504950495049506,-0.6181621287128714,-0.5989789603960397,0.0
2018-10-12,1.0,-0.25082589012602474,-0.6011256576532485,-0.021534320323014805,-0.6038480362168115,-0.5815184142909581,0.0
2018-10-15,1.0,-0.2406875915974597,-0.616176111382511,-0.007541524181729361,-0.6045737664875428,-0.5842696629213484,0.0
2018-10-16,1.0,-0.23330157071281465,-0.6450988227338394,-0.0,-0.6083361509851535,-0.587065441244275,0.0
2018-10-17,1.0,-0.21578548704741707,-0.6134525071958794,-0.0,-0.6054234206938343,-0.5952128465384033,0.0
2018-10-18,1.0,-0.21576826349119776,-0.6138229857891707,-0.0,-0.6052177074811381,-0.5952489167651426,0.0
2018-10-19,1.0,-0.20718057022175287,-0.6090813093980992,-0.0,-0.6060039221602052,-0.5947805098808266,0.0
2018-10-22,1.0,-0.20717889838958217,-0.5979393902770644,-0.0,-0.6141039973411487,-0.602199595129468,0.0
2018-10-23,1.0,-0.20978218180719616,-0.5980181867617291,-0.0,-0.6120963112896891,-0.6011298752303555,0.0
2018-10-24,1.0,-0.20968622928931235,-0.606815561085149,-0.0,-0.6154639800934636,-0.6025368695757722,0.0
2018-10-25,1.0,-0.18723152125611023,-0.5758554288253591,-0.0,-0.6171530143682418,-0.5822841060583617,0.0
2018-10-26,1.0,-0.17590035838082368,-0.5663885788144057,-0.0,-0.6197638211620938,-0.5754949767933729,0.0
2018-10-29,1.0,-0.1609582029307672,-0.5711778642253356,-0.0,-0.6136476644534791,-0.5791628886483956,0.0
2018-10-30,1.0,-0.16870752284977736,-0.5722990391375674,-0.0,-0.6144539489102414,-0.573998125146473,0.0
2018-10-31,1.0,-0.17285855703720956,-0.5554067431433064,-0.0,-0.6131136085715949,-0.5701682874279392,0.0
2018-11-01,1.0,-0.15215049066713257,-0.5736291895984392,-0.0,-0.6140473486503014,-0.572114964619551,0.0
2018-11-02,1.0,-0.15518840579710144,-0.5572753623188406,-0.0,-0.6175652173913044,-0.5685217391304348,0.0
2018-11-05,1.0,-0.14858620789863705,-0.5803958036674319,-0.0,-0.6222719479236289,-0.5547935253262037,0.0
2018-11-06,1.0,-0.1508178622272582,-0.5818588570266423,-0.0,-0.6204421976234057,-0.5522821697318342,0.0
2018-11-07,1.0,-0.15013069997095557,-0.5826895149578856,-0.0,-0.6193435957014233,-0.5523090328202149,0.0
2018-11-08,1.0,-0.11484626307705682,-0.5952995044483728,-0.0,-0.6172660619584432,-0.5705509027153911,0.0
2018-11-09,1.0,-0.11446289373786549,-0.5952070474369004,-0.0,-0.6177808687588745,-0.5703149902923875,0.0
2018-11-12,1.0,-0.11366069620070025,-0.5920310194160711,-0.0,-0.6185074799618044,-0.5694319858792211,0.0
2018-11-13,1.0,-0.08473258258690707,-0.5929552720255753,-0.0,-0.6300509777944183,-0.57236254716166,0.0
2018-11-14,1.0,-0.08297915401740538,-0.5982594616474397,-0.0,-0.6335039176569232,-0.5765171885390464,0.0
2018-11-15,1.0,-0.08361943555426245,-0.6097177771312191,-0.0,-0.6502182135583358,-0.5659586848996218,0.0
2018-11-16,1.0,-0.0827524108283955,-0.6058150342744278,-0.0,-0.6488904380155688,-0.5672127338213083,0.0
2018-11-19,1.0,-0.08402311870117046,-0.6053556388138596,-0.0,-0.6481078098225436,-0.5669019197815922,0.0
2018-11-20,1.0,-0.05859070291508971,-0.5997746511426343,-0.0,-0.6515471065784532,-0.5791754543090747,0.0
2018-11-21,1.0,-0.0518216263480035,-0.6082483241037597,-0.0,-0.6598367822792188,-0.5946954240746137,0.0
2018-11-23,1.0,-0.05181770438233064,-0.6120966330162806,-0.0,-0.6589251327536909,-0.594824064888837,0.0
2018-11-26,1.0,-0.052257989133609864,-0.6105333878600222,-0.0,-0.6612724192323421,-0.5970380323654846,0.0
2018-11-27,1.0,-0.0449666967220267,-0.6127221430441232,-0.0,-0.657717925598441,-0.5931473779122189,0.0
2018-11-28,1.0,-0.04465714368836005,-0.6159485642801036,-0.0,-0.6562709103075088,-0.5923835568614901,0.0
2018-11-29,1.0,-0.03564820168844686,-0.6098646929570949,-0.0,-0.6530588643460159,-0.5926043714583092,0.0
2018-11-30,1.0,-0.03488472997599144,-0.6102513667524804,-0.0,-0.6532064447079922,-0.5942842266639669,0.0
2018-12-03,1.0,-0.030126251632564213,-0.6164272239152517,-0.0,-0.6581628210709621,-0.597620084167755,0.0
2018-12-04,1.0,-0.012354373917891834,-0.6436012559791061,-0.0,-0.6684273850397628,-0.6101182615840597,0.0
2018-12-06,1.0,-0.005951867506253774,-0.5862158198913138,-0.0,-0.6890652405187039,-0.5940653842836194,0.0
2018-12-07,1.0,-0.0,-0.5896792431060344,-0.0,-0.6925695165570556,-0.602255682473751,0.0
2018-12-10,1.0,-0.0,-0.5892795883361921,-0.0,-0.6866781017724414,-0.5828187535734706,0.0
2018-12-11,1.0,-0.0,-0.5989448192354264,-0.0,-0.679178919448769,-0.6048838147955947,0.0
2018-12-12,1.0,-0.0,-0.601404867896167,-0.0,-0.6793663641093831,-0.609903451465572,0.0
2018-12-13,1.0,-0.0,-0.6021514704606575,-0.0,-0.679187993406784,-0.6104219079841532,0.0
2018-12-14,1.0,-0.0,-0.6093428712097079,-0.0,-0.6757508181528571,-0.6109936575052854,0.0
2018-12-17,1.0,-0.0,-0.6080643295152145,-0.0,-0.6727409464306375,-0.6116799722318639,0.0
2018-12-18,1.0,-0.0,-0.5948360325053311,-0.0,-0.6690680652411964,-0.6178030084721342,0.0
2018-12-19,1.0,-0.0,-0.5952950673162857,-0.0,-0.6696745178308876,-0.6179836826476778,0.0
2018-12-20,1.0,-0.0,-0.5827784156142365,-0.0,-0.6746555683122848,-0.6128300803673938,0.0
2018-12-21,1.0,-0.0,-0.5812378557549435,-0.0,-0.6742770602354555,-0.601925934392502,0.0
2018-12-24,1.0,-0.0,-0.5576699139424579,-0.0,-0.6642903803004913,-0.6182510153653895,0.0
2018-12-26,1.0,-0.0,-0.558270942223478,-0.0,-0.6548382539906767,-0.6121768611385789,0.0
