Date,IWF,IWM,MTUM,PTY,SPY,VLUE,VXX
2018-09-24,-0.14151687492216367,-0.42492423927933914,-0.0,1.0,-0.2549919050188883,-0.2542031632695421,0.0
2018-09-25,-0.14224647755805025,-0.42449835031437405,-0.0,1.0,-0.25471561079869687,-0.253615820381399,0.0
2018-09-26,-0.1425103230759654,-0.4247504824352084,-0.0,1.0,-0.25466354034818334,-0.25306579793745976,0.0
2018-09-27,-0.1445633242100025,-0.4207099610184955,-0.0,1.0,-0.2550385668076636,-0.25319316579580325,0.0
2018-09-28,-0.14447462828940547,-0.42087800427182054,-0.0,1.0,-0.25508574746490265,-0.25328162909814816,0.0
2018-10-01,-0.1446970011199137,-0.4206935169438799,-0.0,1.0,-0.25521589447924015,-0.2533078933178481,0.0
2018-10-02,-0.1471613545816733,-0.41208084329349265,-0.0,1.0,-0.25883964143426297,-0.25697211155378485,0.0
2018-10-03,-0.14666528368426512,-0.40676278394357435,-0.0,1.0,-0.260699097603983,-0.260346437091588,0.0
2018-10-04,-0.14843847206669156,-0.40381983327112103,-0.0,1.0,-0.2629090456638049,-0.25855418688565385,0.0
2018-10-05,-0.1439372030572196,-0.401590580458583,-0.0,1.0,-0.2620119809956621,-0.2581491427391035,0.0
2018-10-08,-0.14971000230323078,-0.41330429866622,-0.0,1.0,-0.26593940409137545,-0.2648924809983459,0.0
2018-10-09,-0.15091415527026744,-0.41370499905757185,-0.0,1.0,-0.2655971852813671,-0.26404741460554143,0.0
2018-10-10,-0.1574454631678786,-0.416166087048161,-0.0,1.0,-0.2723574665402045,-0.26173464010960057,0.0
2018-10-11,-0.1339318808945266,-0.40776739014043906,-0.0,1.0,-0.25915324739508255,-0.2583707425559079,0.0
2018-10-12,-0.1285469155436511,-0.42021009458441444,-0.0,1.0,-0.272265003766636,-0.271532602326944,0.0
2018-10-15,-0.14215531237480758,-0.4130769392961815,-0.0,1.0,-0.27874417525881884,-0.27452716806882155,0.0
2018-10-16,-0.14037824959413017,-0.4158847962217209,-0.0,1.0,-0.2782053174218306,-0.2739463197621708,0.0
2018-10-17,-0.13084812048844416,-0.39737055605250565,-0.0,1.0,-0.27507228890599317,-0.27696532212768615,0.0
2018-10-18,-0.13045467781521694,-0.39662631557053124,-0.0,1.0,-0.2758434211073672,-0.2770289945505221,0.0
2018-10-19,-0.12073198407295085,-0.3886241257659219,-0.0,1.0,-0.2770316271585072,-0.2767015328753275,0.0
2018-10-22,-0.12060322241247705,-0.38369814123326385,-0.0,1.0,-0.27964021207682627,-0.2790419408743011,0.0
2018-10-23,-0.11772858916011585,-0.38537443111294994,-0.0,1.0,-0.28376086057095573,-0.28183698800165496,0.0
2018-10-24,-0.11676720932154366,-0.3838112552681596,-0.0,1.0,-0.2834476489546318,-0.28191884968184444,0.0
2018-10-25,-0.1025098276383429,-0.3626852131841548,-0.0,1.0,-0.283660921278097,-0.2670496925713134,0.0
2018-10-26,-0.09380435434534877,-0.3561046802215158,-0.0,1.0,-0.2867110498010756,-0.26264019672524436,0.0
2018-10-29,-0.09504835512484232,-0.35604589231724165,-0.0,1.0,-0.28908956210079495,-0.2620787697975692,0.0
2018-10-30,-0.0992162915155038,-0.35653725120763263,-0.0,1.0,-0.2894309594916919,-0.2592050670461606,0.0
2018-10-31,-0.10362632323916987,-0.3427164530212715,-0.0,1.0,-0.2900061801000777,-0.2572317138813022,0.0
2018-11-01,-0.12083568605307736,-0.33663386303137854,-0.0,1.0,-0.2967855126240219,-0.2623618617407437,0.0
2018-11-02,-0.12267769989355079,-0.32691960071501736,-0.0,1.0,-0.2987206009359497,-0.26015786619534437,0.0
2018-11-05,-0.11646270043216608,-0.34979199483016277,-0.0,1.0,-0.30473767114988487,-0.2484753019104164,0.0
2018-11-06,-0.11767794043412418,-0.3506108026249369,-0.0,1.0,-0.30376577486118117,-0.24712771327612315,0.0
2018-11-07,-0.11721256886843857,-0.3509313636455369,-0.0,1.0,-0.3029605860628444,-0.24703840487578455,0.0
2018-11-08,-0.10753873599390648,-0.3502776163082042,-0.0,1.0,-0.2985427649381627,-0.24809076149050893,0.0
2018-11-09,-0.10670303662401219,-0.35071603353524006,-0.0,1.0,-0.3000320911388343,-0.2482450158449998,0.0
2018-11-12,-0.10641621275232296,-0.34836590836270426,-0.0,1.0,-0.30036446651714194,-0.24741669336751038,0.0
2018-11-13,-0.10710125717957987,-0.3511065590231755,-0.0,1.0,-0.30186367835482186,-0.24820259469012332,0.0
2018-11-14,-0.1071191886735616,-0.3510794256451451,-0.0,1.0,-0.3018576162265288,-0.24817752786424338,0.0
