Date,IWF,IWM,MTUM,RLGY,SPY,VLUE,VXX
2018-09-24,-0.4342154151013499,-1.143788960904925,-0.0,1.0,-0.7903232465012592,-0.7599801841225282,0.0
2018-09-25,-0.4345098039215687,-1.143529411764706,-0.0,1.0,-0.7901754385964913,-0.7597936016511868,0.0
2018-09-26,-0.4330562104479464,-1.144062538776523,-0.0,1.0,-0.7925714522066427,-0.7665136286553336,0.0
2018-09-27,-0.442648765125145,-1.1335156638488315,-0.0,1.0,-0.7975302502900712,-0.7701806729653572,0.0
2018-09-28,-0.4410094898678049,-1.1351788156313456,-0.0,1.0,-0.7974804193775641,-0.7703783514980731,0.0
2018-10-01,-0.4428082763223761,-1.148172868346404,-0.0,1.0,-0.8030619055564825,-0.7775321208076089,0.0
2018-10-02,-0.44451394970599273,-1.1417490304016016,-0.0,1.0,-0.8047458192585178,-0.7793485966887693,0.0
2018-10-03,-0.4436156026004334,-1.1332305384230705,-0.0,1.0,-0.8068428071345224,-0.7837139523253875,0.0
2018-10-04,-0.44462031907360355,-1.1309201482900821,-0.0,1.0,-0.807431165909943,-0.7824801099679259,0.0
2018-10-05,-0.43587399218685063,-1.130371540187848,-0.0,1.0,-0.8072479428143962,-0.7824370376527304,0.0
2018-10-08,-0.43236184237801084,-1.1259068861158326,-0.0,1.0,-0.8073877534098918,-0.7800671613946353,0.0
2018-10-09,-0.4245868198659506,-1.130302651846301,-0.0,1.0,-0.8159943382873318,-0.7921402106490154,0.0
2018-10-10,-0.423410645753379,-1.1342816619389287,-0.0,1.0,-0.817161688636743,-0.7966794593692642,0.0
2018-10-11,-0.32534343149498446,-1.1180759779236997,-0.0,1.0,-0.7808081215002215,-0.8042944043830318,0.0
2018-10-12,-0.319878990526232,-1.110023087333811,-0.0,1.0,-0.7640713319003265,-0.7866411909879786,0.0
2018-10-15,-0.2798422750627315,-1.153264029951806,-0.0,1.0,-0.7590711753694188,-0.79077548094157,0.0
2018-10-16,-0.26810704640314265,-1.2316474343235944,-0.0,1.0,-0.7813241672804649,-0.8109092397086506,0.0
2018-10-17,-0.2384504331087584,-1.178737568174527,-0.0,1.0,-0.7728585178055823,-0.8202197625922361,0.0
2018-10-18,-0.23880597014925375,-1.1804686246188412,-0.0,1.0,-0.7723479377307014,-0.8205745466217301,0.0
2018-10-19,-0.2193599681971775,-1.169151262174518,-0.0,1.0,-0.7699860862651561,-0.8168554959252634,0.0
2018-10-22,-0.21950153038915607,-1.1585642167190047,-0.0,1.0,-0.7752911714433358,-0.8216401001709265,0.0
2018-10-23,-0.21504474272930652,-1.1645094279322468,-0.0,1.0,-0.7857941834451903,-0.8295381911153724,0.0
2018-10-24,-0.21339900688771424,-1.1605398045811308,-0.0,1.0,-0.7917667787922473,-0.8387794329649207,0.0
2018-10-25,-0.16042386368047198,-1.1031323991771145,-0.0,1.0,-0.815743508131817,-0.802196949113069,0.0
2018-10-26,-0.1364682417919607,-1.0851488186560294,-0.0,1.0,-0.8237189321877877,-0.7901963792574409,0.0
2018-10-29,-0.1033309113159203,-1.1049370912845615,-0.0,1.0,-0.8128035488928831,-0.8031664690810356,0.0
2018-10-30,-0.11334713278135541,-1.1072907083716652,-0.0,1.0,-0.8148190739037106,-0.7977230910763569,0.0
2018-10-31,-0.11437107400030644,-1.105178489351923,-0.0,1.0,-0.8138501608702314,-0.7968438792707216,0.0
2018-11-01,-0.10426703372333104,-1.1113787565955493,-0.0,1.0,-0.8120363997858837,-0.7958247304427621,0.0
2018-11-02,-0.10542064679479803,-1.1190010357923812,-0.0,1.0,-0.8127517550926459,-0.7990946407334945,0.0
2018-11-05,-0.16730261226885823,-1.1478049394104572,-0.0,1.0,-0.9181517044739821,-0.9597886703845024,0.0
2018-11-06,-0.163265306122449,-1.1467704607616243,-0.0,1.0,-0.9271197138649274,-0.9707132337471072,0.0
2018-11-07,-0.16258145890266976,-1.146226613411814,-0.0,1.0,-0.9256253941559807,-0.9698969939037209,0.0
2018-11-08,-0.1382394541975206,-1.1409851069140529,-0.0,1.0,-0.911889508278559,-0.9689658041434395,0.0
2018-11-09,-0.13708669942533522,-1.142291996335471,-0.0,1.0,-0.9152161239277089,-0.9696427084200884,0.0
2018-11-12,-0.13675391797265754,-1.144839946648883,-0.0,1.0,-0.9157219073024342,-0.9707819273091031,0.0
2018-11-13,-0.10741244895433734,-1.1386792063688487,-0.0,1.0,-0.9134595553355608,-0.96530957389762,0.0
2018-11-14,-0.1091396740251702,-1.137940994429544,-0.0,1.0,-0.9141737157004332,-0.9650092840932535,0.0
2018-11-15,-0.10745912105111412,-1.1387207051361259,-0.0,1.0,-0.9170064664936777,-0.955599489270563,0.0
2018-11-16,-0.1010865986170563,-1.1257820217319723,-0.0,1.0,-0.9194929206453737,-0.9695423114916035,0.0
2018-11-19,-0.10206181324334333,-1.1253137989217663,-0.0,1.0,-0.9188032429318078,-0.9692168401991851,0.0
2018-11-20,-0.02204276708829467,-1.1241399200692184,-0.0,1.0,-0.9452432944666475,-1.0287173993654979,0.0
2018-11-21,-0.033266418124462294,-1.1228235486910565,-0.0,1.0,-0.9510426482035316,-0.9897578761932074,0.0
2018-11-23,-0.03412857552072677,-1.1166264271391741,-0.0,1.0,-0.952039939436101,-0.9893603961206368,0.0
2018-11-26,-0.03279496979410677,-1.1358648748612996,-0.0,1.0,-0.9526157892573871,-0.9883697036945711,0.0
2018-11-27,-0.023775481024551653,-1.1349319825156257,-0.0,1.0,-0.945054945054945,-0.9813717880632379,0.0
2018-11-28,-0.026072742133224358,-1.1286473232529628,-0.0,1.0,-0.9484266448712709,-0.98348998774009,0.0
2018-11-29,-0.0,-1.1080895703046199,-0.0,1.0,-0.9390760540649588,-0.9874924349404882,0.0
2018-11-30,-0.0,-1.1140475130519245,-0.0,1.0,-0.9479541867335788,-0.9851471123881986,0.0
2018-12-03,-0.0,-1.1159608065430398,-0.0,1.0,-0.9480929629929549,-0.9848570734472427,0.0
2018-12-04,-0.0,-1.1162753167110464,-0.0,1.0,-0.9387960945695151,-0.9794238683127572,0.0
2018-12-06,-0.0,-1.0427160204599586,-0.0,1.0,-0.9213228690796923,-0.9405333645699114,0.0
2018-12-07,-0.0,-1.051792515804767,-0.0,1.0,-0.9353280716220992,-0.9395688538108139,0.0
2018-12-10,-0.0,-1.0472828827431055,-0.0,1.0,-0.9204452891664405,-0.9110973197315853,0.0
2018-12-11,-0.0,-1.0479996895735517,-0.0,1.0,-0.9183190407822747,-0.9140118738116488,0.0
2018-12-12,-0.0,-1.0528673835125446,-0.0,1.0,-0.9206794452236247,-0.9223546828736169,0.0
2018-12-13,-0.0,-1.0469145415612222,-0.0,1.0,-0.926961261436636,-0.9194471481409382,0.0
2018-12-14,-0.0,-1.0564852740393993,-0.0,1.0,-0.9236590598790715,-0.9207723815096547,0.0
2018-12-17,-0.0,-1.0518561710398446,-0.0,1.0,-0.8965986394557823,-0.9388532555879496,0.0
2018-12-18,-0.0,-1.0494411673393356,-0.0,1.0,-0.8937829866501086,-0.9375582117354858,0.0
2018-12-19,-0.0,-1.0502971219947956,-0.0,1.0,-0.8947450188371461,-0.9389055035538122,0.0
2018-12-20,-0.0,-1.0346611085379036,-0.0,1.0,-0.8947043384282848,-0.9304461942257218,0.0
2018-12-21,-0.0,-1.0341557440246723,-0.0,1.0,-0.8932536622976098,-0.9276021588280647,0.0
2018-12-24,-0.0,-1.0143529681938224,-0.0,1.0,-0.8798943621540934,-0.9332108546714127,0.0
2018-12-26,-0.0,-1.0370778825676907,-0.0,1.0,-0.8483039245512625,-0.9174779434134468,0.0
2018-12-27,-0.0,-0.9864731473695756,-0.0,1.0,-0.768581142836252,-0.9008883851862685,0.0
2018-12-28,-0.0,-0.9923228778240842,-0.0,1.0,-0.7663961395042772,-0.8970534473934342,0.0
2018-12-31,-0.0,-0.9887092635360535,-0.0,1.0,-0.7733421313097989,-0.9037721324095459,0.0
2019-01-02,-0.0,-1.0022646272646272,-0.0,1.0,-0.7835239085239085,-0.9267151767151768,0.0
2019-01-03,-0.0,-1.008209874239654,-0.0,1.0,-0.7768033735119604,-0.9467477702727917,0.0
2019-01-04,-0.0,-1.023678126631367,-0.0,1.0,-0.7434185994481319,-0.9617421135058543,0.0
2019-01-07,-0.0,-0.988720157698766,-0.0,1.0,-0.7263634372490325,-0.9353873110900197,0.0
2019-01-08,-0.0,-0.9879922624913318,-0.0,1.0,-0.7267053542100077,-0.9350706230154384,0.0
2019-01-09,-0.0,-0.9903210489791446,-0.0,1.0,-0.7275649220205267,-0.9345483764929325,0.0
2019-01-10,-0.0,-0.9887562515971232,-0.0,1.0,-0.7282152374694264,-0.9335596685284562,0.0
2019-01-11,-0.0,-0.9808409506398537,-0.0,1.0,-0.7322486288848263,-0.9432175502742228,0.0
2019-01-14,-0.0,-0.979361071467779,-0.0,1.0,-0.7345482489845208,-0.9455117649211402,0.0
2019-01-15,-0.0,-0.9648075585014834,-0.0,1.0,-0.7304720401362289,-0.9667850734243968,0.0
2019-01-16,-0.0,-0.9659232175502742,-0.0,1.0,-0.7112614259597806,-0.9791590493601461,0.0
2019-01-17,-0.0,-0.9698865715331138,-0.0,1.0,-0.7106476399560923,-0.9784851811196488,0.0
2019-01-18,-0.0,-0.9664971251658558,-0.0,1.0,-0.721546513342179,-0.9976411617278489,0.0
2019-01-22,-0.0,-1.0218274875809121,-0.0,1.0,-0.6669802799939786,-1.0745521601685986,0.0
2019-01-23,-0.0,-1.0004228167281672,-0.0,1.0,-0.6873462484624846,-1.1559809348093482,0.0
2019-01-24,-0.0,-1.0180876555615674,-0.0,1.0,-0.6772049161320243,-1.1695524464713611,0.0
2019-01-25,-0.0,-0.9979446640316205,-0.0,1.0,-0.6492094861660079,-1.3053754940711462,0.0
2019-01-28,-0.0,-0.9880574511982225,-0.0,1.0,-0.6739009681003015,-1.3056657673385177,0.0
2019-01-29,-0.0,-0.9797380677520799,-0.0,1.0,-0.6727837267624697,-1.3282114565502967,0.0
2019-01-30,-0.0,-0.9756457270408163,-0.0,1.0,-0.670639349489796,-1.3397241709183674,0.0
2019-01-31,-0.0,-0.9940138877803495,-0.0,1.0,-0.6237928007023704,-1.3728948838694228,0.0
2019-02-01,-0.0,-0.9938432015352017,-0.0,1.0,-0.6342302002958461,-1.3698476792068124,0.0
2019-02-04,-0.0,-0.984371885340669,-0.0,1.0,-0.6395168042100228,-1.3628752541562015,0.0
2019-02-05,-0.0,-0.9622819796054962,-0.0,1.0,-0.625615181700067,-1.3492657191228001,0.0
2019-02-06,-0.0,-0.9626536400882445,-0.0,1.0,-0.6314607626851559,-1.3453356445004727,0.0
2019-02-07,-0.0,-0.9621355397951141,-0.0,1.0,-0.6392434988179668,-1.3387312844759653,0.0
2019-02-08,-0.0,-0.9623163216937906,-0.0,1.0,-0.6580028440511929,-1.3297124348238267,0.0
2019-02-11,-0.0,-0.9554543654721837,-0.0,1.0,-0.6582854880221739,-1.3458721045337556,0.0
2019-02-12,-0.0,-0.968584346741503,-0.0,1.0,-0.6374337386966011,-1.29170564390396,0.0
2019-02-13,-0.0,-0.9845716289398838,-0.0,1.0,-0.6326021739977402,-1.2788794950714926,0.0
2019-02-14,-0.0,-0.9596014846649735,-0.0,1.0,-0.6619652275835124,-1.2854854463762453,0.0
2019-02-15,-0.0,-0.9616286339481089,-0.0,1.0,-0.6611831822444514,-1.284620193810566,0.0
2019-02-19,-0.0,-0.9422583404619331,-0.0,1.0,-0.6695310677346605,-1.2765378334240607,0.0
2019-02-20,-0.0,-0.9554060884102484,-0.0,1.0,-0.6621437735702345,-1.270323859881031,0.0
2019-02-21,-0.0,-0.9341849809738293,-0.0,1.0,-0.6655276850198028,-1.2831793119515416,0.0
2019-02-22,-0.0,-0.9309447013562352,-0.0,1.0,-0.6683247192321143,-1.2867912796797885,0.0
2019-02-25,-0.0,-0.9300863180096084,-0.0,1.0,-0.6815998125219701,-1.2941061594344414,0.0
2019-02-26,-0.0,-0.9300726619267131,-0.0,1.0,-0.6920071880615674,-1.2844753496366903,0.0
2019-02-27,-0.0,-1.1805372290292178,-0.0,1.0,-1.0509896324222432,-1.4810084825636192,0.0
2019-02-28,-0.0,-1.1759818731117826,-0.0,1.0,-1.0503682024169185,-1.4941937311178246,0.0
2019-03-01,-0.0,-1.179994335347432,-0.0,1.0,-1.0455060422960725,-1.495043429003021,0.0
2019-03-04,-0.0,-1.1676754303007377,-0.0,1.0,-1.0429827879704936,-1.5178740306411953,0.0
2019-03-05,-0.0,-1.1451245010454287,-0.0,1.0,-1.0878160045618706,-1.5190077931952102,0.0
2019-03-06,-0.0,-1.1466357528153686,-0.0,1.0,-1.0767010504400492,-1.5083751301220782,0.0
2019-03-07,-0.0,-1.168415056723786,-0.0,1.0,-1.0637964589167894,-1.5145488204300566,0.0
2019-03-08,-0.0,-1.156255996929572,-0.0,1.0,-1.1090481673383228,-1.53223949337939,0.0
2019-03-11,-0.0,-1.1537305473408639,-0.0,1.0,-1.113782905900034,-1.5804528045765258,0.0
2019-03-12,-0.0,-1.091261849796159,-0.0,1.0,-1.1562945134829805,-1.6643253597917382,0.0
2019-03-13,-0.0,-1.1198509219301689,-0.0,1.0,-1.147165555119655,-1.636818360141232,0.0
2019-03-14,-0.0,-1.1159710683217672,-0.0,1.0,-1.145049359788877,-1.6260385104095398,0.0
2019-03-15,-0.0,-1.0966275659824047,-0.0,1.0,-1.1425708699902248,-1.6483870967741936,0.0
2019-03-18,-0.0,-1.1292333366054774,-0.0,1.0,-1.1366938254638264,-1.6422891921075882,0.0
2019-03-19,-0.0,-1.128443055284235,-0.0,1.0,-1.105000976753272,-1.6503223285798008,0.0
