Date,GGG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3261432946781498,-0.3926075233632627,-0.21868537472841024,-0.37629904976309514,-0.30399727755817907,0.0
2018-09-25,1.0,-0.32701769077776616,-0.3916832408667434,-0.2201402700722286,-0.37545797131791053,-0.3026797864545169,0.0
2018-09-26,1.0,-0.32647929381564816,-0.39151845351913456,-0.21785368153600335,-0.3767975482620426,-0.30672918249207637,0.0
2018-09-27,1.0,-0.3270404021889974,-0.3897515121363672,-0.21832368882721057,-0.3767117907360373,-0.3065905579848655,0.0
2018-09-28,1.0,-0.3266738236757351,-0.3900395381110733,-0.21848079390432298,-0.37663323819748107,-0.3066167421643842,0.0
2018-10-01,1.0,-0.3272317804488439,-0.389451907717286,-0.21837274465132114,-0.37698693272579675,-0.30664885955953597,0.0
2018-10-02,1.0,-0.32681402919248137,-0.40459939094823066,-0.21395568623332986,-0.3753019006615563,-0.3045521369316392,0.0
2018-10-03,1.0,-0.3265273986982994,-0.3993543984883477,-0.21315347470081883,-0.3773094688221709,-0.3080778920848205,0.0
2018-10-04,1.0,-0.3302882343676169,-0.3939728041161337,-0.21349818869113246,-0.38252743214154455,-0.30482490680947133,0.0
2018-10-05,1.0,-0.32902600125812537,-0.3928496540155169,-0.2114961207800377,-0.38317781505556714,-0.3045449779828056,0.0
2018-10-08,1.0,-0.3283238204953658,-0.3914227365554799,-0.21026862858040532,-0.38411792428130076,-0.30407917473948787,0.0
2018-10-09,1.0,-0.3316025489733302,-0.39241601762253164,-0.21645294102221174,-0.38190019143523984,-0.300028846406,0.0
2018-10-10,1.0,-0.33080528782851426,-0.3983778374677411,-0.21282983093695687,-0.3838415758150313,-0.3075262021383051,0.0
2018-10-11,1.0,-0.32505554829434063,-0.3962357861717422,-0.20431316167821198,-0.381910861325317,-0.3065220232649327,0.0
2018-10-12,1.0,-0.32479235229587844,-0.39656793606017865,-0.20224102805202948,-0.3827769942015359,-0.30551637674345716,0.0
2018-10-15,1.0,-0.3214192538481607,-0.40159144273415087,-0.19744325593529874,-0.38270284372554136,-0.3057657187581529,0.0
2018-10-16,1.0,-0.32036631183469005,-0.4058651638488833,-0.1942444166144855,-0.3828793571279482,-0.30572949279899814,0.0
2018-10-17,1.0,-0.31345791010829394,-0.3886175079475847,-0.18756299914708846,-0.3831381975136337,-0.3117779328526014,0.0
2018-10-18,1.0,-0.3132785444771799,-0.38827725228717636,-0.18770351992556986,-0.3833927740734998,-0.3117537602729105,0.0
2018-10-19,1.0,-0.308511185394703,-0.382077654924145,-0.18369760863975315,-0.38565183851889945,-0.31139110311133966,0.0
2018-10-22,1.0,-0.30709188799299314,-0.38862412736031327,-0.18944331384116025,-0.3821324609083181,-0.3087920863494681,0.0
2018-10-23,1.0,-0.3073178270612781,-0.38848105504469,-0.1900419854210133,-0.3815521726811426,-0.3084254179223656,0.0
2018-10-24,1.0,-0.3071196744114162,-0.38910926794085826,-0.19009839781567153,-0.381639276698779,-0.30789243212611406,0.0
2018-10-25,1.0,-0.29243136660094043,-0.3667526164113453,-0.18876080691642652,-0.38717832044087164,-0.2928105566509935,0.0
2018-10-26,1.0,-0.30864358240041656,-0.3917990106743036,-0.19838583702160897,-0.3927102317104921,-0.31195001301744335,0.0
2018-10-29,1.0,-0.2917753207468447,-0.41467612391780534,-0.1802180035464692,-0.39099822676541146,-0.33000417231667883,0.0
2018-10-30,1.0,-0.2986941760250718,-0.41493862627317835,-0.18417341342387045,-0.3905719509010185,-0.32324366675372157,0.0
2018-10-31,1.0,-0.2998047637641546,-0.4079396069243785,-0.1850839515814135,-0.38922295978133536,-0.32109852922035664,0.0
2018-11-01,1.0,-0.2947817491285573,-0.4144425368086988,-0.17956922116435148,-0.3903542999843921,-0.3221996774361376,0.0
2018-11-02,1.0,-0.29517445790650515,-0.412875045499454,-0.17937184753782953,-0.39067131194425664,-0.3218501377983464,0.0
2018-11-05,1.0,-0.2914835522038746,-0.42426212456117535,-0.17898842803276557,-0.39222467819529316,-0.31350929658041865,0.0
2018-11-06,1.0,-0.2954882329996099,-0.42722662852684956,-0.17701209205564947,-0.3904043687426863,-0.31031075282798076,0.0
2018-11-07,1.0,-0.2966163456533056,-0.42792816241540865,-0.1751952108276939,-0.3919052576782926,-0.3111920874544508,0.0
2018-11-08,1.0,-0.2949524354109268,-0.42805531007953423,-0.1734418048552269,-0.39132920933617504,-0.3113271300098768,0.0
2018-11-09,1.0,-0.2935257410296412,-0.4283151326053042,-0.17425897035881435,-0.39274570982839313,-0.3112584503380135,0.0
2018-11-12,1.0,-0.29347064774702325,-0.4218786479545513,-0.17416794209966538,-0.39484811538561315,-0.3097356611066435,0.0
2018-11-13,1.0,-0.2856147953261627,-0.420825917614589,-0.16593154324331297,-0.3986432458923367,-0.3084165183522918,0.0
2018-11-14,1.0,-0.2857806092182301,-0.4206236620154239,-0.16594877614712025,-0.398596889427665,-0.3082716463335999,0.0
2018-11-15,1.0,-0.286520618556701,-0.4224484536082474,-0.16425257731958762,-0.40265463917525773,-0.30141752577319586,0.0
2018-11-16,1.0,-0.286712385273796,-0.4228885222233681,-0.1645354233268021,-0.40267608538723315,-0.3013303083427864,0.0
2018-11-19,1.0,-0.2866246968367821,-0.4245575107074669,-0.16094741730739462,-0.4051550647608236,-0.3028020021672945,0.0
2018-11-20,1.0,-0.268998328404269,-0.4234537739488235,-0.1407226436929407,-0.4158930178732159,-0.32264369294072265,0.0
2018-11-21,1.0,-0.2704148220180669,-0.42001688973053203,-0.14379302402948024,-0.41377280753384343,-0.3110269467973488,0.0
2018-11-23,1.0,-0.2704957895006271,-0.42084517136348515,-0.1435921062735161,-0.4135503852159001,-0.3110906345184161,0.0
2018-11-26,1.0,-0.2704009826249392,-0.4228869725427979,-0.143043578392487,-0.4125745285191535,-0.3100130504874741,0.0
2018-11-27,1.0,-0.2686822298762597,-0.42668707743334605,-0.1353488965429264,-0.4121699196326062,-0.3084321979844368,0.0
2018-11-28,1.0,-0.2677562085986854,-0.4409319931456047,-0.13141001048620168,-0.40980587738816854,-0.30770607943937184,0.0
2018-11-29,1.0,-0.259845324107052,-0.43749363997150714,-0.12419863640989112,-0.4109596010990129,-0.31153963569756793,0.0
2018-11-30,1.0,-0.2593167701863354,-0.43778637613277666,-0.12437633642195295,-0.4107779248549028,-0.31330821708583645,0.0
2018-12-03,1.0,-0.25994688186322085,-0.43860769191480675,-0.12791766688799225,-0.41217631135400173,-0.3150824863374023,0.0
2018-12-04,1.0,-0.25777324320877437,-0.4391021553373294,-0.1287335799005229,-0.4109169748756536,-0.314143604132126,0.0
2018-12-06,1.0,-0.24944063152072807,-0.4137315534102622,-0.1456872061744224,-0.4060386655604997,-0.2991175805113508,0.0
2018-12-07,1.0,-0.24464569511364498,-0.4185565449912969,-0.1386443328876668,-0.4118967735425444,-0.3088973537499054,0.0
2018-12-10,1.0,-0.22969180656477073,-0.42490603858682036,-0.13397644700576294,-0.41728890002505636,-0.2997744926083688,0.0
