Date,IWF,IWM,MTUM,REZI,SPY,VLUE,VXX
2019-06-27,-0.15704345703124997,-0.7105712890624999,-1.028564453125,1.0,-1.82110595703125,-1.3862304687499998,0.0
2019-06-28,-0.16254115351786366,-0.6935129862211926,-1.0312157054017803,1.0,-1.8253871479087915,-1.384221436410194,0.0
2019-07-01,-0.15907981449841346,-0.6964852330973884,-1.03197461557237,1.0,-1.8263973639248232,-1.3880888454967049,0.0
2019-07-02,-0.13712925668253387,-0.7135969730257538,-1.028927132918345,1.0,-1.8269864518491397,-1.396130843402905,0.0
2019-07-03,-0.1384192859322551,-0.7118095819346963,-1.0303326212999695,1.0,-1.8270979554470554,-1.3954226426609706,0.0
2019-07-05,-0.13872973302450323,-0.7123003779105205,-1.022369864683652,1.0,-1.8237839814701935,-1.3981470193831524,0.0
2019-07-08,-0.13805083196196746,-0.7156091911988786,-1.0194429207045772,1.0,-1.8228195282501372,-1.3991588955933443,0.0
2019-07-09,-0.13383669244352434,-0.7052913596784998,-1.020032880716069,1.0,-1.8259757656944529,-1.4039456859282715,0.0
2019-07-10,-0.13634979599293587,-0.7056817489799647,-1.020583399305767,1.0,-1.82473661774557,-1.4023506485597712,0.0
2019-07-11,-0.13290715372907153,-0.7090410958904109,-1.0200913242009133,1.0,-1.8235616438356164,-1.4026788432267885,0.0
2019-07-12,-0.13082459136374727,-0.7256038058062942,-1.0224444986582095,1.0,-1.8243474018053185,-1.3958282507928763,0.0
2019-07-15,-0.13553537692729598,-0.7225303187275275,-1.02797245414102,1.0,-1.828996282527881,-1.3791821561338289,0.0
2019-07-16,-0.12115621156211562,-0.7478474784747847,-1.034809348093481,1.0,-1.854059040590406,-1.392189421894219,0.0
2019-07-17,-0.11945896095911467,-0.7488472179526592,-1.0336919766369506,1.0,-1.8540424223793421,-1.392130341223486,0.0
2019-07-18,-0.11709831839941082,-0.7462869768012765,-1.034552596047625,1.0,-1.8533816128636307,-1.3859089235301338,0.0
2019-07-19,-0.13517522714630079,-0.7508498671116881,-1.030718833055195,1.0,-1.8787934977439893,-1.3853142963100316,0.0
2019-07-22,-0.1266183485101902,-0.7483119618410458,-1.0222387412500775,1.0,-1.882735551012823,-1.4147927894443413,0.0
2019-07-23,-0.1199156746031746,-0.7544022817460317,-1.0209573412698412,1.0,-1.8856646825396826,-1.419518849206349,0.0
2019-07-24,-0.11971264011890753,-0.7535765157614417,-1.025825230693008,1.0,-1.8820833591379202,-1.4119031399021489,0.0
2019-07-25,-0.11940575673166204,-0.7501083255957908,-1.026679046734757,1.0,-1.8839368616527392,-1.4099040544722996,0.0
2019-07-26,-0.10930045232046594,-0.7494268542041018,-1.027572959910775,1.0,-1.8957804077080365,-1.4140281306152798,0.0
2019-07-29,-0.10462452795146411,-0.7409150003095399,-1.0285395901690089,1.0,-1.8956850120720607,-1.4211601560081717,0.0
2019-07-30,-0.10250851656859708,-0.7422731495819138,-1.028925363889749,1.0,-1.8988541344069372,-1.4213069061628987,0.0
2019-07-31,-0.0956510965183992,-0.762854664849461,-1.0279395366125634,1.0,-1.8946227233304422,-1.413951183248668,0.0
2019-08-01,-0.08908754623921084,-0.7760172626387176,-0.9985203452527742,1.0,-1.9016646115906288,-1.3999383477188654,0.0
2019-08-02,-0.07743879936031492,-0.7606716693320211,-1.0099028170746709,1.0,-1.9123508426620741,-1.3903924221921515,0.0
2019-08-05,-0.07121825542878175,-0.7545086492454913,-1.0012268433321065,1.0,-1.9204392099128942,-1.3868237026131762,0.0
2019-08-06,-0.03695095059300316,-0.7434888849156684,-0.9573276118958222,1.0,-1.8605399606651172,-1.3615233327373502,0.0
2019-08-07,-0.024738965353583296,-0.754983388704319,-0.9316563834836261,1.0,-1.8526934029425726,-1.3685334598955863,0.0
2019-08-08,-0.0200629192141034,-0.7561583664747432,-0.9315605152252626,1.0,-1.8560574583011813,-1.3719356561999168,0.0
2019-08-09,-0.0,-0.727745289148798,-0.9202551834130782,1.0,-1.8496071829405163,-1.4094748656152165,0.0
2019-08-12,-0.0,-0.7202854951925913,-0.9201321300064885,1.0,-1.8557187518433316,-1.4025246269096916,0.0
2019-08-13,-0.0,-0.710444248308326,-0.9087967049132099,1.0,-1.8649602824360108,-1.3998823183289204,0.0
2019-08-14,-0.0,-0.7349376323840904,-0.9068604377500588,1.0,-1.8490232995999059,-1.392974817604142,0.0
2019-08-15,-0.0,-0.7561995303819942,-0.8886088998339156,1.0,-1.796288872344081,-1.2860088196552317,0.0
2019-08-16,-0.0,-0.7725519544067699,-0.8833112659029416,1.0,-1.7948304645673825,-1.3060272868574059,0.0
2019-08-19,-0.0,-0.7556535180626324,-0.8812618079807638,1.0,-1.79475582527051,-1.2934676819144673,0.0
2019-08-20,-0.0,-0.7629714285714286,-0.8906285714285714,1.0,-1.7878857142857143,-1.2728000000000002,0.0
2019-08-21,-0.0,-0.7649575086978838,-0.890777391205156,1.0,-1.7850909713112415,-1.2627616494610163,0.0
2019-08-22,-0.0,-0.7708786802611983,-0.8954061175392369,1.0,-1.807423530759537,-1.2543246649100699,0.0
2019-08-23,-0.0,-0.7654186286895601,-0.896060640863673,1.0,-1.812449753072241,-1.2685195819455612,0.0
2019-08-26,-0.0,-0.7260320324836453,-0.8753101736972704,1.0,-1.803349875930521,-1.2348296864425896,0.0
2019-08-27,-0.0,-0.7206089653228079,-0.8651818438116717,1.0,-1.802762898223851,-1.2500140964195094,0.0
2019-08-28,-0.0,-0.7186918522695235,-0.8639977445728785,1.0,-1.8059204961939668,-1.2499577107414714,0.0
2019-08-29,-0.0,-0.7158790063651215,-0.8665577648848083,1.0,-1.8056666478904975,-1.2447473666422577,0.0
2019-08-30,-0.0,-0.697412002470106,-0.8743614214337843,1.0,-1.8123280750014035,-1.2297198675124907,0.0
2019-09-03,-0.0,-0.6912393162393162,-0.8726945569050832,1.0,-1.8112910481331534,-1.2478070175438596,0.0
2019-09-04,-0.0,-0.6967938243083339,-0.870006198230687,1.0,-1.822167126838339,-1.2458443680622078,0.0
2019-09-05,-0.0,-0.7076128452728498,-0.8631259824837187,1.0,-1.8207949696833594,-1.2226588816528183,0.0
2019-09-06,-0.0,-0.7068268582977768,-0.8624522793622278,1.0,-1.8223669436335055,-1.2226027397260273,0.0
2019-09-09,-0.0,-0.7024598449960687,-0.862405930585196,1.0,-1.8232618218578007,-1.2279568684713018,0.0
2019-09-10,-0.0,-0.7134506211005563,-0.835647237367208,1.0,-1.8196841099432297,-1.2519813388792085,0.0
2019-09-11,-0.0,-0.7438996836873023,-0.7798802530501582,1.0,-1.820210122006326,-1.3044509715318573,0.0
2019-09-12,-0.0,-0.7294887710190724,-0.7849001241394877,1.0,-1.8221983974720688,-1.3061166911183841,0.0
2019-09-13,-0.0,-0.7309255079006772,-0.7756772009029345,1.0,-1.8215011286681717,-1.315237020316027,0.0
2019-09-16,-0.0,-0.7331001015686718,-0.771921904976865,1.0,-1.8216341270736938,-1.3160478501297823,0.0
2019-09-17,-0.0,-0.74321809260617,-0.767920591055214,1.0,-1.8201455078675768,-1.308612035418194,0.0
2019-09-18,-0.0,-0.7477716348866073,-0.7583211102335553,1.0,-1.8204896761818796,-1.3147918312083944,0.0
2019-09-19,-0.0,-0.7563471868815379,-0.758100084817642,1.0,-1.8163980774667798,-1.3236075770426916,0.0
2019-09-20,-0.0,-0.7621419676214197,-0.7574436771198914,1.0,-1.816823276350051,-1.3242386505151138,0.0
2019-09-23,-0.0,-0.7635735718734076,-0.7557606295646265,1.0,-1.813565079544811,-1.3286531166845947,0.0
2019-09-24,-0.0,-0.7640825116173637,-0.7561487022554686,1.0,-1.8164456534058708,-1.3303298197891873,0.0
2019-09-25,-0.0,-0.7625397185655924,-0.7515320018157059,1.0,-1.82677031320926,-1.3332387653200182,0.0
2019-09-26,-0.0,-0.7684563758389262,-0.74803776589694,1.0,-1.831873506995791,-1.3393243089523375,0.0
2019-09-27,-0.0,-0.7602798157311039,-0.7531138031052722,1.0,-1.8338167548199968,-1.340158107262697,0.0
2019-09-30,-0.0,-0.7534246575342466,-0.7375660774171544,1.0,-1.8444267606434377,-1.348718240209174,0.0
2019-10-01,-0.0,-0.7487185328625127,-0.7423966283175759,1.0,-1.8499259596765005,-1.3544253331814555,0.0
2019-10-02,-0.0,-0.7373083475298127,-0.7366269165247018,1.0,-1.8572969903463943,-1.347359454855196,0.0
2019-10-03,-0.0,-0.8192907160605376,-0.715495821097809,1.0,-1.8348768918003162,-1.277501694149537,0.0
2019-10-04,-0.0,-0.8315361598825721,-0.7029300513746964,1.0,-1.8309716027776208,-1.2801332354767685,0.0
2019-10-07,-0.0,-0.8402519968500395,-0.6837664529193386,1.0,-1.8201147485656428,-1.2807964900438746,0.0
2019-10-08,-0.0,-0.8536737235367372,-0.6845918713913732,1.0,-1.8307483301256648,-1.2915204347333862,0.0
2019-10-09,-0.0,-0.8562978819287967,-0.6550811176205498,1.0,-1.8482424515547542,-1.2736029743127535,0.0
2019-10-10,-0.0,-0.8760982203198919,-0.645584591124127,1.0,-1.8458549222797926,-1.2643613426447398,0.0
2019-10-11,-0.0,-0.8780885912084202,-0.6463668599088197,1.0,-1.8444306861034503,-1.2595823718129115,0.0
2019-10-14,-0.0,-0.8645447400920625,-0.6545975075783093,1.0,-1.8549455484450434,-1.239474570562479,0.0
2019-10-15,-0.0,-0.8624038623477236,-0.6545781171054847,1.0,-1.8552742379161284,-1.2416212878234996,0.0
2019-10-16,-0.0,-0.9597751710654936,-0.4439393939393939,1.0,-1.4871456500488758,-0.9966764418377321,0.0
2019-10-17,-0.0,-0.9393538265431189,-0.4758052654802176,1.0,-1.4856106290140707,-1.0019120458891013,0.0
2019-10-18,-0.0,-0.9513585220851963,-0.4852847246106225,1.0,-1.4745246401021963,-1.0021618434628803,0.0
2019-10-21,-0.0,-0.8331412103746398,-0.4686359269932757,1.0,-1.4213736791546592,-1.0799231508165226,0.0
2019-10-22,-0.0,-0.8495431277807013,-0.46098646127350146,1.0,-1.4113763574606517,-1.062096349806248,0.0
2019-10-23,-0.0,-0.8488100348166165,-0.43110602375160967,1.0,-1.4183240330042446,-1.071159441026375,0.0
2019-10-24,-0.5163307852675469,-1.068102849200834,-1.2466296038915914,1.0,-1.6279360667129952,-1.4903405142460042,0.0
2019-10-25,-0.5052551514313373,-1.071497718157931,-1.2254183377126262,1.0,-1.62266629788411,-1.4899045775134836,0.0
2019-10-28,-0.5078287377026466,-1.095330469724262,-1.2367327144242761,1.0,-1.612719966745185,-1.4754745739226824,0.0
2019-10-29,-0.5413865546218487,-1.094467787114846,-1.2870448179271707,1.0,-1.6077030812324928,-1.472268907563025,0.0
2019-10-30,-0.5415703579183302,-1.0947678083631014,-1.2871051341318205,1.0,-1.6079008194998947,-1.4728584436506267,0.0
2019-10-31,-0.5401091978160437,-1.0879882402351955,-1.2900741985160298,1.0,-1.5967380652386953,-1.4849503009939802,0.0
2019-11-01,-0.5518505463517801,-1.0967923863235811,-1.3063799788508987,1.0,-1.612830454705675,-1.4818470215015862,0.0
2019-11-04,-0.545798319327731,-1.08781512605042,-1.2894957983193276,1.0,-1.6112745098039214,-1.4683473389355741,0.0
2019-11-05,-0.5908832717977848,-1.1009656347628516,-1.3336410110763988,1.0,-1.6086339108207897,-1.466131780744107,0.0
2019-11-06,-0.5829289180702255,-1.1031258920924922,-1.3263631173280046,1.0,-1.6108335712246646,-1.5134884384813019,0.0
2019-11-07,-0.5830646894476682,-1.1239343792535283,-1.3253814743176446,1.0,-1.614299018554338,-1.5170857511283045,0.0
2019-11-08,-0.5859442368496695,-1.1208680655360737,-1.3373095717160102,1.0,-1.6216585225639553,-1.5201207243460764,0.0
2019-11-11,-0.5998404872389792,-1.1166618329466358,-1.3676044083526684,1.0,-1.6340632250580047,-1.532410092807425,0.0
2019-11-12,-0.6005684302579798,-1.108876257105378,-1.3769129864451246,1.0,-1.653840548025069,-1.5473691881649905,0.0
2019-11-13,-0.6416176361063529,-1.1243017799955315,-1.4647352349743057,1.0,-1.6644820138526848,-1.552468905935801,0.0
2019-11-14,-0.6404025344763326,-1.116064107342527,-1.487066716362281,1.0,-1.6619455833022738,-1.5487886693999255,0.0
2019-11-15,-0.6494158178550029,-1.1148142600359499,-1.5021719592570402,1.0,-1.669412822049131,-1.5536249251048533,0.0
2019-11-18,-0.6730783851592792,-1.1119136318710559,-1.5262677716110393,1.0,-1.7050102638181401,-1.5864821713677486,0.0
2019-11-19,-0.7256816938823346,-1.2161106336432534,-1.5268380342214236,1.0,-1.7187280256270023,-1.6257520118759279,0.0
2019-11-20,-0.7298402958067816,-1.2368814412713398,-1.554244355282826,1.0,-1.7306270159704193,-1.6156085280465737,0.0
2019-11-21,-0.7780672666982473,-1.1940628454129165,-1.5909521553765988,1.0,-1.6982472761724303,-1.6338228327806728,0.0
2019-11-22,-0.7683339897597479,-1.1941709334383617,-1.578022843639228,1.0,-1.6951555730602599,-1.641433635289484,0.0
2019-11-25,-0.768194706994329,-1.1939981096408319,-1.5779773156899812,1.0,-1.6951795841209831,-1.6412255828607436,0.0
2019-11-26,-0.7656397359320969,-1.1774599182646968,-1.5786702294875825,1.0,-1.6933354291103428,-1.6440584721785603,0.0
