Date,IWF,IWM,MTUM,SPY,SVM,VLUE,VXX
2019-01-11,-0.0,-1.3210006861244525,-0.0,-1.484931651448778,1.0,-1.4719480656568324,0.0
2019-01-14,-0.0,-1.3184348739495797,-0.0,-1.4781512605042018,1.0,-1.4555672268907562,0.0
2019-01-15,-0.0,-1.3069769885468108,-0.0,-1.469685825365136,1.0,-1.4770936219396869,0.0
2019-01-16,-0.0,-1.3103448275862069,-0.0,-1.4393397813288478,1.0,-1.5068334735071491,0.0
2019-01-17,-0.0,-1.3057432432432432,-0.0,-1.4542335304054055,1.0,-1.5187394425675678,0.0
2019-01-18,-0.0,-1.3153085357987528,-0.0,-1.4865620296710382,1.0,-1.573317566114814,0.0
2019-01-22,-0.0,-1.2936658132027163,-0.0,-1.6498385839919851,1.0,-1.6225648447066683,0.0
2019-01-23,-0.0,-1.1841141207815276,-0.0,-1.6670182060390764,1.0,-1.6994893428063944,0.0
2019-01-24,-0.0,-1.1792363696993275,-0.0,-1.6808758961818484,1.0,-1.6976046240204523,0.0
2019-01-25,-0.0,-1.0413824991330483,-0.0,-1.8861981273841173,1.0,-1.8521558201364006,0.0
2019-01-28,-0.0,-0.9867447064899294,-0.0,-1.9269524301371435,1.0,-1.82452516210478,0.0
2019-01-29,-0.0,-0.9873201796781713,-0.0,-1.8865070790925116,1.0,-1.8121908227668164,0.0
2019-01-30,-0.0,-0.986372745490982,-0.0,-1.8992842828514171,1.0,-1.8400801603206411,0.0
2019-01-31,-0.0,-1.0036169479848431,-0.0,-1.8469973590538522,1.0,-1.8905729704902974,0.0
2019-02-01,-0.0,-0.994060876020787,-0.0,-1.8648278225115644,1.0,-1.8518074353263665,0.0
2019-02-04,-0.0,-1.0043834680633041,-0.0,-1.8588181714676075,1.0,-1.8296140270978025,0.0
2019-02-05,-0.0,-0.9843474301326199,-0.0,-1.8504752689396096,1.0,-1.8570778075018497,0.0
2019-02-06,-0.0,-0.934015027399582,-0.0,-1.852607197333484,1.0,-1.8627761143438224,0.0
2019-02-07,-0.0,-0.9663894663894663,-0.0,-1.947967197967198,1.0,-1.8606491106491103,0.0
2019-02-08,-0.0,-0.9908294392523365,-0.0,-2.0087032710280375,1.0,-1.8415887850467292,0.0
2019-02-11,-0.0,-0.9700099771113329,-0.0,-2.034333000762955,1.0,-1.8646047303245494,0.0
2019-02-12,-0.0,-0.972785108388313,-0.0,-2.0483034872761543,1.0,-1.8695805843543827,0.0
2019-02-13,-0.0,-1.0104270400093727,-0.0,-2.016812137543202,1.0,-1.8307070470388378,0.0
2019-02-14,-0.0,-0.9589259368545294,-0.0,-2.092770728828563,1.0,-1.8498082030097376,0.0
2019-02-15,-0.0,-1.030500322599566,-0.0,-2.035544606721802,1.0,-1.7994603789078538,0.0
2019-02-19,-0.0,-1.0186663536041323,-0.0,-2.0511857243484384,1.0,-1.8001291382953744,0.0
2019-02-20,-0.0,-1.0152089004615932,-0.0,-2.0678186767664815,1.0,-1.8347733459581015,0.0
2019-02-21,-0.0,-1.0495405278039585,-0.0,-2.0456526861451465,1.0,-1.7954759660697457,0.0
2019-02-22,-0.0,-1.0478301998344566,-0.0,-2.0768002837885775,1.0,-1.7876315478301998,0.0
2019-02-25,-0.0,-1.051819974896898,-0.0,-2.113561652023191,1.0,-1.8115474269320426,0.0
2019-02-26,-0.0,-1.0540411286465805,-0.0,-2.117766618842659,1.0,-1.8061932089909134,0.0
2019-02-27,-0.0,-1.0579892280071814,-0.0,-2.1244763614602036,1.0,-1.8020347097546379,0.0
2019-02-28,-0.0,-1.0615301659577017,-0.0,-2.127134383799653,1.0,-1.8025882211970525,0.0
2019-03-01,-0.0,-1.071241206629307,-0.0,-2.094670323119113,1.0,-1.795636103493502,0.0
2019-03-04,-0.0,-1.0394650817236255,-0.0,-2.0994353640416046,1.0,-1.8045765230312034,0.0
2019-03-05,-0.0,-1.0155223880597015,-0.0,-2.1441194029850745,1.0,-1.810507462686567,0.0
2019-03-06,-0.0,-1.0011376564277588,-0.0,-2.17921082569906,1.0,-1.8072570504760195,0.0
2019-03-07,-0.0,-0.92587379779498,-0.0,-2.153061224489796,1.0,-1.7854797091250294,0.0
2019-03-08,-0.0,-0.9012656709255593,-0.0,-2.270769599904025,1.0,-1.826465119069042,0.0
2019-03-11,-0.0,-0.914394497666421,-0.0,-2.2845124048145418,1.0,-1.9420289855072463,0.0
2019-03-12,-0.0,-0.8349606898300787,-0.0,-2.402041592695917,1.0,-2.1032843012934315,0.0
2019-03-13,-0.0,-0.8635364118484025,-0.0,-2.4648169706376923,1.0,-2.1391152502910358,0.0
2019-03-14,-0.0,-0.8700815199948648,-0.0,-2.4264715321907695,1.0,-2.1223441812696575,0.0
2019-03-15,-0.0,-0.8827301878149336,-0.0,-2.468686604279825,1.0,-2.192657548589752,0.0
2019-03-18,-0.0,-0.9362071266515415,-0.0,-2.504937942079274,1.0,-2.2317496329907915,0.0
2019-03-19,-0.0,-0.9393305439330544,-0.0,-2.5315157241193145,1.0,-2.2777027938993113,0.0
2019-03-20,-0.0,-0.9441144708423327,-0.0,-2.5130264578833694,1.0,-2.2923191144708426,0.0
2019-03-21,-0.0,-0.9466901790558873,-0.0,-2.601532826912643,1.0,-2.234264785675529,0.0
2019-03-22,-0.0,-0.9460019334346085,-0.0,-2.720963955254799,1.0,-2.23822676425908,0.0
2019-03-25,-0.0,-0.6783642281024481,-0.0,-3.0130890052356025,1.0,-2.383755483231923,0.0
2019-03-26,-0.0,-0.7038491751767478,-0.0,-3.007712633007213,1.0,-2.4298364636149397,0.0
2019-03-27,-0.0,-0.6674279189266343,-0.0,-3.036968312874679,1.0,-2.4323437053953754,0.0
2019-03-28,-0.0,-0.6557482337829158,-0.0,-3.0141297366730893,1.0,-2.4663526725183753,0.0
2019-03-29,-0.0,-0.6251183108846015,-0.0,-3.092610120131052,1.0,-2.5628685839097196,0.0
2019-04-01,-0.0,-0.6511915140947399,-0.0,-3.074614937518163,1.0,-2.539523394362104,0.0
2019-04-02,-0.0,-0.7003069277988893,-0.0,-3.1548523823443437,1.0,-2.452645425314236,0.0
2019-04-03,-0.0,-0.6943514339787451,-0.0,-3.146964623671568,1.0,-2.437691075848013,0.0
2019-04-04,-0.0,-0.6756053487531622,-0.0,-3.117600289121792,1.0,-2.434839176002891,0.0
2019-04-05,-0.0,-0.6834019406057043,-0.0,-3.1598794472214053,1.0,-2.507497794766245,0.0
2019-04-08,-0.0,-0.6572202694786174,-0.0,-3.1563415348564736,1.0,-2.5091534856473348,0.0
2019-04-09,-0.0,-0.6197317305577952,-0.0,-3.237631019570476,1.0,-2.472330132668768,0.0
2019-04-10,-0.0,-0.5824297410931623,-0.0,-3.3173268422217306,1.0,-2.4765066017555504,0.0
2019-04-11,-0.0,-0.5284462269756387,-0.0,-3.4245395127748064,1.0,-2.4743018419489005,0.0
2019-04-12,-0.0,-0.5336891260840559,-0.0,-3.4126454673486024,1.0,-2.4660143799570085,0.0
2019-04-15,-0.0,-0.5429083576069909,-0.0,-3.421689446560609,1.0,-2.50421988199268,0.0
2019-04-16,-0.0,-0.5463623395149786,-0.0,-3.4507095127261804,1.0,-2.5110744049853593,0.0
2019-04-17,-0.0,-0.4942233632862644,-0.0,-3.5609000981650683,1.0,-2.4961111530619955,0.0
2019-04-18,-0.0,-0.49837650079287177,-0.0,-3.5392282715396814,1.0,-2.513554330589746,0.0
2019-04-22,-0.0,-0.527620504973221,-0.0,-3.57796480489671,1.0,-2.5454475899005353,0.0
2019-04-23,-0.0,-0.5409684857801691,-0.0,-3.583858570330515,1.0,-2.5615680245964643,0.0
2019-04-24,-0.0,-0.4974276280426937,-0.0,-3.588343699608385,1.0,-2.5929509329647544,0.0
2019-04-25,-0.0,-0.5032332563510393,-0.0,-3.620323325635104,1.0,-2.5746728252501927,0.0
2019-04-26,-0.0,-0.4827132802227551,-0.0,-3.6732152525330655,1.0,-2.5785443576456033,0.0
2019-04-29,-0.0,-0.4798888288427391,-0.0,-3.6671041457577394,1.0,-2.573226279626341,0.0
2019-04-30,-0.0,-0.48037022753567304,-0.0,-3.6690320092556887,1.0,-2.5636714230620905,0.0
2019-05-01,-0.0,-0.494852542766468,-0.0,-3.6920814304512732,1.0,-2.553680625435405,0.0
2019-05-02,-0.0,-0.4894390715667311,-0.0,-3.6717214700193423,1.0,-2.575705996131528,0.0
2019-05-03,-0.0,-0.4829963591292896,-0.0,-3.6816174761794094,1.0,-2.581842125648772,0.0
2019-05-06,-0.0,-0.40341302175417015,-0.0,-3.675916673072488,1.0,-2.607656237989084,0.0
2019-05-07,-0.0,-0.4005550416281221,-0.0,-3.689099599136602,1.0,-2.6192568609312366,0.0
2019-05-08,-0.0,-0.4325143834551391,-0.0,-3.6654486083035294,1.0,-2.6768776240087075,0.0
2019-05-09,-0.0,-0.43133447258039465,-0.0,-3.6637408730775207,1.0,-2.672518253844959,0.0
2019-05-10,-0.0,-0.42355212355212357,-0.0,-3.65019305019305,1.0,-2.6483397683397683,0.0
2019-05-13,-0.0,-0.4222136817832437,-0.0,-3.6292851652574942,1.0,-2.6348962336664106,0.0
2019-05-14,-0.0,-0.2910048810722864,-0.0,-3.7719067172851943,1.0,-2.6848221895095685,0.0
2019-05-15,-0.0,-0.3051138135328968,-0.0,-3.842765824758341,1.0,-2.6474898659183035,0.0
2019-05-16,-0.0,-0.31391006690524353,-0.0,-3.8272133188112654,1.0,-2.638556091489031,0.0
2019-05-17,-0.0,-0.2974848222029488,-0.0,-3.8390759284081053,1.0,-2.7480091461010803,0.0
2019-05-20,-0.0,-0.25991015840491766,-0.0,-3.8593269761210496,1.0,-2.761604539364804,0.0
2019-05-21,-0.0,-0.2649881982690795,-0.0,-3.844531864673486,1.0,-2.7583792289535802,0.0
2019-05-22,-0.0,-0.23810271713522851,-0.0,-3.8648500078529917,1.0,-2.7500392649599497,0.0
2019-05-23,-0.0,-0.2360599168692651,-0.0,-3.859540428201709,1.0,-2.746843384832562,0.0
2019-05-24,-0.0,-0.15873263617917902,-0.0,-3.8813017012642423,1.0,-2.763930076478851,0.0
2019-05-28,-0.0,-0.1675,-0.0,-3.87765625,1.0,-2.7673437499999998,0.0
2019-05-29,-0.0,-0.1725313904820958,-0.0,-3.853433576189738,1.0,-2.724771353278561,0.0
2019-05-30,-0.0,-0.16324324324324324,-0.0,-3.834285714285714,1.0,-2.7244015444015446,0.0
2019-05-31,-0.0,-0.16643410852713178,-0.0,-3.871627906976744,1.0,-2.713875968992248,0.0
2019-06-03,-0.0,-0.20914007995610254,-0.0,-4.007760445245748,1.0,-2.6219330563612138,0.0
2019-06-04,-0.0,-0.1924471775465153,-0.0,-4.0,1.0,-2.6915011037527594,0.0
2019-06-05,-0.0,-0.1696889166796936,-0.0,-4.121150539315304,1.0,-2.5252462091605437,0.0
2019-06-06,-0.0,-0.19397496087636934,-0.0,-4.0679186228482,1.0,-2.56283255086072,0.0
2019-06-07,-0.0,-0.21997966048658374,-0.0,-4.043417038253931,1.0,-2.559493076742549,0.0
2019-06-10,-0.0,-0.22791822721598004,-0.0,-4.002808988764045,1.0,-2.5720193508114857,0.0
2019-06-11,-0.0,-0.23957585904488557,-0.0,-4.132583911344972,1.0,-2.6004145738659012,0.0
2019-06-12,-0.0,-0.24194577352472085,-0.0,-4.131100478468898,1.0,-2.6014354066985645,0.0
2019-06-13,-0.0,-0.2988643634037108,-0.0,-4.1222808701215605,1.0,-2.576375559820857,0.0
2019-06-14,-0.0,-0.2827245649788368,-0.019438783508386896,-4.062392224486596,1.0,-2.4736635836337983,0.0
2019-06-17,-0.0,-0.2862398246712586,-0.018863494051346272,-4.043127739511584,1.0,-2.478944896681277,0.0
2019-06-18,-0.0,-0.35731990085552096,-0.010474134484688575,-4.12704885264252,1.0,-2.5007595746382028,0.0
2019-06-19,-0.0,-0.3112216694306247,-0.05543710021321962,-4.06562425965411,1.0,-2.464739793098002,0.0
2019-06-20,-0.0,-0.3343333070182363,-0.039709481329438696,-4.056366937712165,1.0,-2.464198310570774,0.0
2019-06-21,-0.0,-0.34549763033175357,-0.04399684044233808,-4.044628751974724,1.0,-2.46477093206951,0.0
2019-06-24,-0.0,-0.292881680913957,-0.04649676440041543,-4.089957657585683,1.0,-2.559878565151394,0.0
2019-06-25,-0.0,-0.26705590658242023,-0.05646644805246741,-4.10765416300088,1.0,-2.566903943053667,0.0
2019-06-26,-0.0,-0.2648002566982191,-0.040510187710572756,-4.094817904700786,1.0,-2.6216909995186906,0.0
2019-06-27,-0.0,-0.251227166653255,-0.08513720125533114,-4.1046109278184595,1.0,-2.6060191518467852,0.0
2019-06-28,-0.0,-0.2064319512390729,-0.10233378779372845,-4.113641831742722,1.0,-2.59756195364504,0.0
2019-07-01,-0.0,-0.1600286761191652,-0.12808666560458817,-4.125458021347777,1.0,-2.552015293930221,0.0
2019-07-02,-0.0,-0.18258090291650017,-0.10954854174990011,-4.130083899320815,1.0,-2.5681981622053534,0.0
2019-07-03,-0.0,-0.18303678289316205,-0.10955078592515757,-4.119444666081545,1.0,-2.566903375089763,0.0
2019-07-05,-0.0,-0.15904191616766467,-0.1121756487025948,-4.124710578842315,1.0,-2.5881037924151697,0.0
2019-07-08,-0.0,-0.17364217252396164,-0.09544728434504793,-4.12052715654952,1.0,-2.597523961661342,0.0
2019-07-09,-0.0,-0.16325718379367987,-0.09217543580355012,-4.109687176629786,1.0,-2.594762397516517,0.0
2019-07-10,-0.0,-0.15657852819369225,-0.09031538706594457,-4.120022300095572,1.0,-2.59740363172985,0.0
2019-07-11,-0.0,-0.1425594999599327,-0.11002484173411331,-4.155701578652136,1.0,-2.6051766968507093,0.0
2019-07-12,-0.0,-0.17699609156895588,-0.09954534577650155,-4.108080082954454,1.0,-2.591768365637712,0.0
2019-07-15,-0.0,-0.25675035528185697,-0.16121901152692247,-4.007026685615033,1.0,-2.4701563240170534,0.0
2019-07-16,-0.0,-0.23385157877865043,-0.19650585029652187,-4.071325532937971,1.0,-2.512341721429716,0.0
2019-07-17,-0.0,-0.2539695333279601,-0.1857016200531958,-4.093898605625856,1.0,-2.5263963891351655,0.0
2019-07-18,-0.0,-0.2620489423475736,-0.22579842389050186,-4.227291580257155,1.0,-2.58025715470759,0.0
2019-07-19,-0.0,-0.26564196808954976,-0.2530281513658007,-4.226547489766936,1.0,-2.608303399883051,0.0
2019-07-22,-0.0,-0.2744626110050627,-0.24566354054278364,-4.19080421611752,1.0,-2.58859656403021,0.0
2019-07-23,-0.0,-0.27608533244791233,-0.24628538225284302,-4.18983979413962,1.0,-2.5886112725159793,0.0
2019-07-24,-0.0,-0.2732481990831696,-0.2783235101506221,-4.112066142763589,1.0,-2.5223477406679766,0.0
2019-07-25,-0.0,-0.2527266807748657,-0.28365619404199904,-4.11134624776168,1.0,-2.491616474035488,0.0
2019-07-26,-0.0,-0.22040882281651447,-0.2796315746949988,-4.096226872424659,1.0,-2.483315827745011,0.0
2019-07-29,-0.0,-0.20874334570091949,-0.2862558477173738,-4.0763026294563645,1.0,-2.494515244394257,0.0
2019-07-30,-0.0,-0.21183298403998066,-0.29961309044010964,-4.049411575044333,1.0,-2.499838787683379,0.0
2019-07-31,-0.0,-0.2930277134414184,-0.28839549556744676,-3.9639805127385994,1.0,-2.4411788195831003,0.0
2019-08-01,-0.0,-0.3232556289283157,-0.306866099132787,-3.9116874850823455,1.0,-2.414273211870475,0.0
2019-08-02,-0.0,-0.2643073489558425,-0.3773314203730273,-3.9013231308783682,1.0,-2.4276263350868805,0.0
2019-08-05,-0.0,-0.25453677172874883,-0.35840496657115567,-3.9189748487742757,1.0,-2.427252467367081,0.0
2019-08-06,-0.0,-0.26220730440342044,-0.3505953808039639,-3.8785263326140815,1.0,-2.5003596259889713,0.0
2019-08-07,-0.0,-0.31231589841573126,-0.2945625348300294,-3.8373537138762837,1.0,-2.5169174428787517,0.0
2019-08-08,-0.0,-0.3035372848948375,-0.28927660930529003,-3.847275334608031,1.0,-2.526688973868706,0.0
2019-08-09,-0.0,-0.27037990482876983,-0.2734222638271316,-3.742803650830798,1.0,-2.5143146891333177,0.0
2019-08-12,-0.0,-0.23518563066313847,-0.33942747173442384,-3.9239034560179618,1.0,-2.5200866009141207,0.0
2019-08-13,-0.0,-0.19281255002401154,-0.32463582519609413,-3.9513366415879623,1.0,-2.534976788858652,0.0
2019-08-14,-0.0,-0.21487733690936342,-0.31671531119350005,-3.867555415319082,1.0,-2.489232468249586,0.0
2019-08-15,-0.0,-0.29123250967549863,-0.3717624292944329,-3.5764364394164927,1.0,-2.2032598987793985,0.0
2019-08-16,-0.0,-0.2718904355635384,-0.39245621912887296,-3.61061218380482,1.0,-2.208950755874869,0.0
2019-08-19,-0.0,-0.188279397138704,-0.4360798714711958,-3.77614566597812,1.0,-2.2500956315507614,0.0
2019-08-20,-0.0,-0.1853584905660377,-0.4604528301886792,-3.70988679245283,1.0,-2.1914716981132076,0.0
2019-08-21,-0.0,-0.20009105394946508,-0.5008726003490401,-3.7228924804613404,1.0,-2.1639729873283255,0.0
2019-08-22,-0.0,-0.2097361237488626,-0.48453139217470426,-3.7295268425841677,1.0,-2.1588565362450716,0.0
2019-08-23,-0.0,-0.2095867517471893,-0.489288969917958,-3.73746581586144,1.0,-2.1602096627164995,0.0
2019-08-26,-0.0,-0.15626021575678328,-0.5864661654135339,-4.092023537103629,1.0,-2.3379372343903237,0.0
2019-08-27,-0.0,-0.14369693011103854,-0.5745427824951013,-4.087116263879817,1.0,-2.359242325277596,0.0
2019-08-28,-0.0,-0.04993920444676046,-0.7247698454055931,-4.425829425047768,1.0,-2.4845405593190897,0.0
2019-08-29,-0.0,-0.0025980774227071964,-0.7491123235472417,-4.436217199272538,1.0,-2.4722438728674114,0.0
2019-08-30,-0.0,-0.0,-0.7842825607064017,-4.565298013245033,1.0,-2.4804415011037526,0.0
2019-09-03,-0.0,-0.0,-0.8210470557076013,-4.541008210470558,1.0,-2.4664076984197054,0.0
2019-09-04,-0.0,-0.0,-0.8312022731308826,-4.564997336174747,1.0,-2.4831291067305985,0.0
2019-09-05,-0.0,-0.0,-0.8175675675675675,-4.530098280098279,1.0,-2.4273429273429272,0.0
2019-09-06,-0.0,-0.0,-0.9078959296527966,-4.76720152298069,1.0,-2.39026380201251,0.0
2019-09-09,-0.0,-0.0,-0.913876032307832,-4.7770215083038385,1.0,-2.3842453943189037,0.0
2019-09-10,-0.0,-0.0,-1.0273547916476704,-4.809245919576912,1.0,-2.281754353971004,0.0
2019-09-11,-0.0,-0.0,-1.0376138433515483,-4.800819672131148,1.0,-2.2691256830601096,0.0
2019-09-12,-0.0,-0.0,-1.0544860152560844,-4.785325099891028,1.0,-2.2411914275336,0.0
2019-09-13,-0.0,-0.0,-1.0493949792306303,-4.75555354885317,1.0,-2.2252122087773163,0.0
2019-09-16,-0.0,-0.0,-1.0606745637037707,-4.758838954697532,1.0,-2.2228953793290533,0.0
2019-09-17,-0.0,-0.0,-1.061751904243743,-4.786724700761697,1.0,-2.2193507435618427,0.0
