Date,IWF,IWM,MOR,MTUM,SPY,VLUE,VXX
2019-02-11,-0.0,-1.385251225128417,1.0,-0.0,-1.7679636299226544,-1.7510184802503395,0.0
2019-02-12,-0.0,-1.3754133207368917,1.0,-0.0,-1.7750354274917335,-1.7541922531884742,0.0
2019-02-13,-0.0,-1.371440314720216,1.0,-0.0,-1.763431389818566,-1.7367741177852154,0.0
2019-02-14,-0.0,-1.371822717933666,1.0,-0.0,-1.7634869386557088,-1.7349574405635455,0.0
2019-02-15,-0.0,-1.3694873451171532,1.0,-0.0,-1.7658112631393508,-1.7370368195431323,0.0
2019-02-19,-0.0,-1.3445653445653445,1.0,-0.0,-1.7764712764712765,-1.7289692289692287,0.0
2019-02-20,-0.0,-1.3480072782766919,1.0,-0.0,-1.794036508775019,-1.7274754945119448,0.0
2019-02-21,-0.0,-1.3435132436718153,1.0,-0.0,-1.7990250778175836,-1.730545604040641,0.0
2019-02-22,-0.0,-1.3443479281605821,1.0,-0.0,-1.8005047540791173,-1.7243221035332785,0.0
2019-02-25,-0.0,-1.344285025319508,1.0,-0.0,-1.8732216059802267,-1.8108873884735952,0.0
2019-02-26,-0.0,-1.345649003403014,1.0,-0.0,-1.8901920272241126,-1.8409698590179873,0.0
2019-02-27,-0.0,-1.334347059181315,1.0,-0.0,-1.9005534943129982,-1.847515357946597,0.0
2019-02-28,-0.0,-1.3351782021651866,1.0,-0.0,-1.9007420021895147,-1.8461257754531077,0.0
2019-03-01,-0.0,-1.3355419123457541,1.0,-0.0,-1.904747431767066,-1.8384292748161206,0.0
2019-03-04,-0.0,-1.3285150318858183,1.0,-0.0,-1.902520498026116,-1.842453689644701,0.0
2019-03-05,-0.0,-1.3146245059288537,1.0,-0.0,-1.9266038309516569,-1.8395865004560656,0.0
2019-03-06,-0.0,-1.3120364741641337,1.0,-0.0,-1.9311854103343464,-1.8358662613981762,0.0
2019-03-07,-0.0,-1.2847104434213714,1.0,-0.0,-1.948025199903077,-1.8249333656409013,0.0
2019-03-08,-0.0,-1.2812216510432417,1.0,-0.0,-1.9449652252797098,-1.821590565467191,0.0
2019-03-11,-0.0,-1.2815240399153311,1.0,-0.0,-1.9445418808587844,-1.8217115210160266,0.0
2019-03-12,-0.0,-1.2559379544352884,1.0,-0.0,-1.9651599612215223,-1.838039263208919,0.0
2019-03-13,-0.0,-1.2533697632058287,1.0,-0.0,-1.9745598057073466,-1.843655130540376,0.0
2019-03-14,-0.0,-1.262825188426939,1.0,-0.0,-1.9710065645514223,-1.8444566010211525,0.0
2019-03-15,-0.0,-1.2619264661197205,1.0,-0.0,-1.9717411121239745,-1.8434518383470069,0.0
2019-03-18,-0.0,-1.27183698296837,1.0,-0.0,-1.9746958637469587,-1.836131386861314,0.0
2019-03-19,-0.0,-1.265777290448343,1.0,-0.0,-1.9881213450292397,-1.837719298245614,0.0
2019-03-20,-0.0,-1.2671946390496498,1.0,-0.0,-1.9878160219311605,-1.8369783734389278,0.0
2019-03-21,-0.0,-1.2671802396674003,1.0,-0.0,-2.0542308632917585,-1.7924920518464171,0.0
2019-03-22,-0.0,-1.2684139454947212,1.0,-0.0,-2.0969801129388657,-1.7725877731401913,0.0
2019-03-25,-0.0,-1.1137768084332968,1.0,-0.0,-2.162910456803586,-1.7816551557009572,0.0
2019-03-26,-0.0,-1.107337780473014,1.0,-0.0,-2.16525166767738,-1.7916312916919346,0.0
2019-03-27,-0.0,-1.1059658918492443,1.0,-0.0,-2.169326940583844,-1.7937731383140134,0.0
2019-03-28,-0.0,-1.1051257135916432,1.0,-0.0,-2.1725373496902707,-1.7954573059638044,0.0
2019-03-29,-0.0,-1.0880277406010463,1.0,-0.0,-2.1820172770410027,-1.813420124102689,0.0
2019-04-01,-0.0,-1.0959786174219415,1.0,-0.0,-2.1807192321710605,-1.7978981897703805,0.0
2019-04-02,-0.0,-1.098064125831821,1.0,-0.0,-2.17664851784634,-1.7748941318814275,0.0
2019-04-03,-0.0,-1.0987437033440555,1.0,-0.0,-2.203192328700613,-1.7670692480427261,0.0
2019-04-04,-0.0,-1.1003340419070757,1.0,-0.0,-2.200971758275129,-1.7721834193744306,0.0
2019-04-05,-0.0,-1.0934892502588465,1.0,-0.0,-2.2191972714538037,-1.7778183811437966,0.0
2019-04-08,-0.0,-1.0850778967867576,1.0,-0.0,-2.2229795520934763,-1.7776290165530675,0.0
2019-04-09,-0.0,-1.0794621026894866,1.0,-0.0,-2.2567237163814178,-1.7762836185819073,0.0
2019-04-10,-0.0,-1.0606948769615925,1.0,-0.0,-2.279904744458692,-1.76552482139586,0.0
2019-04-11,-0.0,-1.0471899165804055,1.0,-0.0,-2.2763806856238205,-1.765450892041649,0.0
2019-04-12,-0.0,-1.0528787509148574,1.0,-0.0,-2.2808611856550383,-1.7653086118565502,0.0
2019-04-15,-0.0,-1.0527604357938547,1.0,-0.0,-2.294405680009793,-1.7735340923001592,0.0
2019-04-16,-0.0,-1.051803318841467,1.0,-0.0,-2.299124364705162,-1.7723960565795112,0.0
2019-04-17,-0.0,-1.0184015211924187,1.0,-0.0,-2.3553333742256024,-1.7601055020548364,0.0
2019-04-18,-0.0,-1.0152100582643362,1.0,-0.0,-2.349218031278749,-1.768721251149954,0.0
2019-04-22,-0.0,-1.0315082007645826,1.0,-0.0,-2.356579109631274,-1.7779010975459366,0.0
2019-04-23,-0.0,-1.0310187469166257,1.0,-0.0,-2.360939812530834,-1.7747903305377406,0.0
2019-04-24,-0.0,-1.0233116004428588,1.0,-0.0,-2.3510886947964083,-1.7763562553819658,0.0
2019-04-25,-0.0,-1.020129270544783,1.0,-0.0,-2.3652200677131425,-1.7703908895044629,0.0
2019-04-26,-0.0,-1.0125208166286315,1.0,-0.0,-2.3783383704434713,-1.7770307777709244,0.0
2019-04-29,-0.0,-1.0279962836791576,1.0,-0.0,-2.3948590895013933,-1.7710126974295448,0.0
2019-04-30,-0.0,-1.0146465586793272,1.0,-0.0,-2.4119654937007384,-1.7794948178489418,0.0
2019-05-01,-0.0,-1.0111124906878568,1.0,-0.0,-2.425378693816737,-1.7716041718400795,0.0
2019-05-02,-0.0,-1.0198949644732778,1.0,-0.0,-2.3747914735866544,-1.7838739573679332,0.0
2019-05-03,-0.0,-1.0389473684210526,1.0,-0.0,-2.3705882352941177,-1.7824148606811145,0.0
2019-05-06,-0.0,-0.9982709645547734,1.0,-0.0,-2.381993330863283,-1.7948622946770407,0.0
2019-05-07,-0.0,-0.9936509893361277,1.0,-0.0,-2.374899833569623,-1.7955372002712198,0.0
2019-05-08,-0.0,-1.001580066848982,1.0,-0.0,-2.3144333029474327,-1.7612275903980554,0.0
2019-05-09,-0.0,-0.9987622230474068,1.0,-0.0,-2.401225399183067,-1.7888971407352394,0.0
2019-05-10,-0.0,-1.0015478917714074,1.0,-0.0,-2.3953315584174355,-1.7946876354405301,0.0
2019-05-13,-0.0,-0.9973990587069606,1.0,-0.0,-2.398191726529601,-1.7971265791429278,0.0
2019-05-14,-0.0,-0.9543218125493531,1.0,-0.0,-2.3597764684443905,-1.7600680313430117,0.0
2019-05-15,-0.0,-0.9576266034409386,1.0,-0.0,-2.3746732324153443,-1.7470970879688736,0.0
2019-05-16,-0.0,-0.960832015569882,1.0,-0.0,-2.372035032234521,-1.749178932003406,0.0
2019-05-17,-0.0,-0.9491962203951404,1.0,-0.0007362866609399926,-2.4134249601178057,-1.7724260645477972,0.0
2019-05-20,-0.0,-0.9285188818048065,1.0,-0.01606179499754782,-2.411782736635606,-1.7740313879352627,0.0
2019-05-21,-0.0,-0.9293901317805701,1.0,-0.02935948513637757,-2.397854734906528,-1.7727244866687097,0.0
2019-05-22,-0.0,-0.908223201174743,1.0,-0.04919236417033774,-2.3962922173274595,-1.7647454723445914,0.0
2019-05-23,-0.0,-0.9012292826126842,1.0,-0.08800684973396124,-2.402360711883065,-1.7242370497217299,0.0
2019-05-24,-0.0,-0.8689961648505509,1.0,-0.0990442564071346,-2.399281670420649,-1.7202775917696476,0.0
2019-05-28,-0.0,-0.8700619910052267,1.0,-0.10204205664276164,-2.393399781208217,-1.7119849276771606,0.0
2019-05-29,-0.0,-0.8782482282391424,1.0,-0.1033375734447877,-2.39214973650736,-1.6836271124840996,0.0
2019-05-30,-0.0,-0.883499271491015,1.0,-0.09057795046138901,-2.40990772219524,-1.6869232637202525,0.0
2019-05-31,-0.0,-0.8915948014089639,1.0,-0.08502368516944006,-2.4073241831653105,-1.689177699502004,0.0
2019-06-03,-0.0,-0.8907021558472841,1.0,-0.12019751896904732,-2.3897386486811993,-1.6212814645308924,0.0
2019-06-04,-0.0,-0.8940708604483009,1.0,-0.1431067727163172,-2.412689804772234,-1.5756808869607135,0.0
2019-06-05,-0.0,-0.8542824696670851,1.0,-0.2057856673241289,-2.45030183491722,-1.466499312653159,0.0
2019-06-06,-0.0,-0.8553965414430531,1.0,-0.18205128205128207,-2.4398330351818727,-1.4856887298747765,0.0
2019-06-07,-0.0,-0.8774950843115057,1.0,-0.19013287254960376,-2.413037001727939,-1.4777453375439433,0.0
2019-06-10,-0.0,-0.883796956728483,1.0,-0.18806466951973372,-2.3895030908226342,-1.482524964336662,0.0
2019-06-11,-0.0,-0.8825459317585301,1.0,-0.24397518492006678,-2.3703769983297542,-1.4682653304700548,0.0
2019-06-12,-0.0,-0.882085353444664,1.0,-0.23732567187406475,-2.380918178009218,-1.4851858502424133,0.0
2019-06-13,-0.0,-0.9287045386233844,1.0,-0.27742711151187255,-2.3604448452058913,-1.4448452058911934,0.0
2019-06-14,-0.0,-0.9113400826693824,1.0,-0.3111483855508297,-2.3589528544899063,-1.4090936320613432,0.0
2019-06-17,-0.0,-0.9041733834855812,1.0,-0.3119589229207714,-2.3436026031404857,-1.410830497343125,0.0
2019-06-18,-0.0,-0.9036130188115856,1.0,-0.3161540758435354,-2.3390265750970443,-1.4131382502239476,0.0
2019-06-19,-0.0,-0.8752006659135501,1.0,-0.342053629823414,-2.3268922052440693,-1.4014507402342589,0.0
2019-06-20,-0.0,-0.8903881590679428,1.0,-0.3252689769957796,-2.325506746715806,-1.4030791178743387,0.0
2019-06-21,-0.0,-0.9038164308643443,1.0,-0.3228510284151706,-2.304541671620497,-1.4133872310070146,0.0
2019-06-24,-0.0,-0.8760291134709463,1.0,-0.326750984369407,-2.30855506502804,-1.4545400310225511,0.0
2019-06-25,-0.0,-0.8241321118611379,1.0,-0.34836065573770486,-2.3687319189971068,-1.4857762777242043,0.0
2019-06-26,-0.0,-0.8185124568103291,1.0,-0.3452142813844941,-2.388373643692793,-1.5096684245620415,0.0
2019-06-27,-0.0,-0.813261081344374,1.0,-0.39430102289332686,-2.405808572820263,-1.4752800779347297,0.0
2019-06-28,-0.0,-0.7813526334995742,1.0,-0.4060941491302761,-2.4202043547013745,-1.4742732027733851,0.0
2019-07-01,-0.0,-0.7717859962348941,1.0,-0.41112528086475975,-2.430740268415619,-1.4590392907026173,0.0
2019-07-02,-0.0,-0.7738736014514666,1.0,-0.401270033262776,-2.4171152101602664,-1.4555790746900514,0.0
2019-07-03,-0.0,-0.7832244008714597,1.0,-0.39409343984507383,-2.413761801016703,-1.4606632776567416,0.0
2019-07-05,-0.0,-0.743446031459049,1.0,-0.4079431085397457,-2.4107756282769843,-1.4644729705297415,0.0
2019-07-08,-0.0,-0.7630283381364072,1.0,-0.38268491834774254,-2.3897694524495674,-1.4683597502401535,0.0
2019-07-09,-0.0,-0.7643522693116923,1.0,-0.3787796813946498,-2.3994589720468893,-1.4688307784791104,0.0
2019-07-10,-0.0,-0.739258458025359,1.0,-0.37353524427618534,-2.422450573883781,-1.4740099753620577,0.0
2019-07-11,-0.0,-0.732694740647027,1.0,-0.3805650942827881,-2.436050364479788,-1.4751491053677932,0.0
2019-07-12,-0.0,-0.7469113590020391,1.0,-0.3692575266882572,-2.399784094998201,-1.481348206789013,0.0
2019-07-15,-0.0,-0.7923072321588802,1.0,-0.4045582341329185,-2.363821259795418,-1.4211880122031464,0.0
2019-07-16,-0.0,-0.7795657115511155,1.0,-0.3953460549141592,-2.3657952981994375,-1.4412274929712268,0.0
2019-07-17,-0.0,-0.8073959017862475,1.0,-0.3821016787143796,-2.3574287591851366,-1.427205926279945,0.0
2019-07-18,-0.0,-0.8120861923678825,1.0,-0.40020464668351985,-2.381846635367762,-1.424882629107981,0.0
2019-07-19,-0.0,-0.8152284873596348,1.0,-0.41608118657298987,-2.3552513060709783,-1.4183030084669428,0.0
2019-07-22,-0.0,-0.7548279755184504,1.0,-0.38112781508111,-2.3380474181472457,-1.4680610850317903,0.0
2019-07-23,-0.0,-0.7566684488801759,1.0,-0.3802055486247252,-2.3346996970237033,-1.4691380027327272,0.0
2019-07-24,-0.0,-0.7549759372586299,1.0,-0.37989424276632405,-2.3381260768819443,-1.4683619511615473,0.0
2019-07-25,-0.0,-0.744867687195918,1.0,-0.38346979945413556,-2.3424112970214783,-1.462560816423401,0.0
2019-07-26,-0.0,-0.7319025315705224,1.0,-0.3847750044465525,-2.3487282860022534,-1.4633307642141462,0.0
2019-07-29,-0.0,-0.7089140620366525,1.0,-0.3861574046616452,-2.3493861574046613,-1.486448016131902,0.0
2019-07-30,-0.0,-0.6954426463588766,1.0,-0.39606139933365064,-2.3522132317943836,-1.505830556877677,0.0
2019-07-31,-0.0,-0.6979351032448378,1.0,-0.38985250737463123,-2.31905604719764,-1.4928613569321532,0.0
2019-08-01,-0.0,-0.7294970815400035,1.0,-0.3804020989328459,-2.3122457402275804,-1.4737338600318375,0.0
2019-08-02,-0.0,-0.7082694349416068,1.0,-0.40786834965199953,-2.3101333018756636,-1.4719830128583227,0.0
2019-08-05,-0.0,-0.7032960565038258,1.0,-0.3918775750441436,-2.3138316656856976,-1.4768098881695118,0.0
2019-08-06,-0.0,-0.6980032317636197,1.0,-0.3766735918744229,-2.230724838411819,-1.465604801477378,0.0
2019-08-07,-0.0,-0.7175414364640884,1.0,-0.3469728360957643,-2.2151818600368323,-1.4754258747697975,0.0
2019-08-08,-0.0,-0.7141781535966639,1.0,-0.3539325842696629,-2.2364763118267112,-1.4871423607089076,0.0
2019-08-09,-0.0,-0.6920117153850571,1.0,-0.3356113248722219,-2.2139780623671967,-1.5011772813415265,0.0
2019-08-12,-0.0,-0.6829086744918408,1.0,-0.3613512739765245,-2.212253077583739,-1.4692241626109361,0.0
2019-08-13,-0.0,-0.6639606677338211,1.0,-0.3533043677109536,-2.224331122798994,-1.4753029956551569,0.0
2019-08-14,-0.0,-0.676619461980322,1.0,-0.34669851561167037,-2.202638912586021,-1.461411590741057,0.0
2019-08-15,-0.0,-0.7094639679715303,1.0,-0.3679937722419929,-2.141959519572954,-1.3410809608540926,0.0
2019-08-16,-0.0,-0.7022484416740872,1.0,-0.3746660730186999,-2.148096616206589,-1.3404385574354407,0.0
2019-08-19,-0.0,-0.6625998225377108,1.0,-0.38836512866015965,-2.169254658385093,-1.3254769299023956,0.0
2019-08-20,-0.0,-0.6559524464747647,1.0,-0.4042049644999725,-2.1424404204964502,-1.3013374428972426,0.0
2019-08-21,-0.0,-0.6649617774844636,1.0,-0.4091184073035253,-2.140845845020074,-1.2847164934279272,0.0
2019-08-22,-0.0,-0.6656241426611798,1.0,-0.40971193415637863,-2.139753086419753,-1.2718792866941016,0.0
2019-08-23,-0.0,-0.6685192318274363,1.0,-0.41435096021570467,-2.1502228580861718,-1.2695757442359545,0.0
2019-08-26,-0.0,-0.6373542965573326,1.0,-0.4149634047167254,-2.139224722146923,-1.2299810246679317,0.0
2019-08-27,-0.0,-0.6332144401210549,1.0,-0.4029939472546476,-2.1280804150453956,-1.2400021616947685,0.0
2019-08-28,-0.0,-0.6119266055045872,1.0,-0.4179708580679979,-2.1343227199136536,-1.2324878575283325,0.0
2019-08-29,-0.0,-0.589901278524033,1.0,-0.43156929384474296,-2.146194098289907,-1.2269515024006041,0.0
2019-08-30,-0.0,-0.5723040533275993,1.0,-0.43903881303085696,-2.1532093323298573,-1.2112676056338028,0.0
2019-09-03,-0.0,-0.5928198503686958,1.0,-0.4617040744927068,-2.147370687335163,-1.1805264007750687,0.0
2019-09-04,-0.0,-0.575781962551639,1.0,-0.48151724877944097,-2.1290305273888084,-1.1787649552014592,0.0
2019-09-05,-0.0,-0.598545610095177,1.0,-0.48016254945995085,-2.1297722168752005,-1.1385948026948989,0.0
2019-09-06,-0.0,-0.5821581196581196,1.0,-0.5073717948717948,-2.1566773504273504,-1.0957264957264956,0.0
2019-09-09,-0.0,-0.5687100213219616,1.0,-0.5061300639658849,-2.1529850746268657,-1.1026119402985075,0.0
2019-09-10,-0.0,-0.5477346710069907,1.0,-0.5658252841667112,-2.1700731095576073,-1.052830994183254,0.0
2019-09-11,-0.0,-0.5307712836936216,1.0,-0.5921003469442221,-2.177315185481719,-1.037416599946624,0.0
2019-09-12,-0.0,-0.5138044984543225,1.0,-0.5972710798422343,-2.1811107557829654,-1.0377358490566038,0.0
2019-09-13,-0.0,-0.5083816720770582,1.0,-0.5913469213985418,-2.1785961364483,-1.043371826938428,0.0
2019-09-16,-0.0,-0.5114706978229626,1.0,-0.5860967690424229,-2.180497152286155,-1.0447649970724437,0.0
2019-09-17,-0.0,-0.5335848655542565,1.0,-0.5791795089807632,-2.171006483154427,-1.0303432883409502,0.0
2019-09-18,-0.0,-0.5097560975609756,1.0,-0.5708907741251326,-2.1750795334040296,-1.0465535524920466,0.0
2019-09-19,-0.0,-0.5167735439079972,1.0,-0.5739042874556151,-2.1598918861624887,-1.0491281996926176,0.0
2019-09-20,-0.0,-0.5165457722242812,1.0,-0.577645999894107,-2.1475618150050297,-1.0528935246465823,0.0
2019-09-23,-0.0,-0.5185675689993113,1.0,-0.5801769348943159,-2.143243100068867,-1.0555702706997934,0.0
2019-09-24,-0.0,-0.5159191876454411,1.0,-0.5613496932515337,-2.1491961074677386,-1.0623545589168606,0.0
2019-09-25,-0.0,-0.4987341772151899,1.0,-0.5659282700421941,-2.1593881856540085,-1.050210970464135,0.0
2019-09-26,-0.0,-0.4421377852458128,1.0,-0.7107702314488591,-2.244078269824923,-1.0233616998211286,0.0
2019-09-27,-0.0,-0.40058606468417624,1.0,-0.6929129585413502,-2.2725743433904926,-1.0604514868678099,0.0
2019-09-30,-0.0,-0.3465772836276433,1.0,-0.7416067146282973,-2.2786679747111402,-1.0833333333333333,0.0
2019-10-01,-0.0,-0.323970548131988,1.0,-0.7615489500954459,-2.2768475593127895,-1.0917371148077446,0.0
2019-10-02,-0.0,-0.35143594530778105,1.0,-0.815496128713415,-2.2740102136071605,-1.0502992696721762,0.0
2019-10-03,-0.0,-0.4141892627681586,1.0,-0.7952738756397691,-2.250843950778613,-0.9845366437983231,0.0
2019-10-04,-0.0,-0.45160587915078937,1.0,-0.8266739248775177,-2.1952095808383234,-0.9701687534022863,0.0
2019-10-07,-0.0,-0.46008243844234736,1.0,-0.8106627616878186,-2.1849441371081464,-0.9678381603210761,0.0
2019-10-08,-0.0,-0.4631727277654327,1.0,-0.8101999891604791,-2.1798276516177983,-0.9666142756490164,0.0
2019-10-09,-0.0,-0.4742841707185306,1.0,-0.7942733657482444,-2.193841166936791,-0.940032414910859,0.0
2019-10-10,-0.0,-0.515159898196304,1.0,-0.8756224410755782,-2.154752683412637,-0.9872745380104015,0.0
2019-10-11,-0.0,-0.5452219379241294,1.0,-0.9913783513182779,-2.050617421292691,-0.9751919012125932,0.0
2019-10-14,-0.0,-0.4950539317051361,1.0,-1.0584586151008775,-2.096629967026211,-0.9386352204772815,0.0
2019-10-15,-0.0,-0.5001395946172316,1.0,-1.094142609860964,-2.085152716511251,-0.904405606119828,0.0
2019-10-16,-0.0,-0.5449185069811425,1.0,-1.1074706569505477,-2.0391611503587916,-0.8710574623129554,0.0
2019-10-17,-0.0,-0.5497772828507794,1.0,-1.1070155902004453,-2.0428173719376392,-0.8683184855233853,0.0
2019-10-18,-0.0,-0.39705426356589146,1.0,-0.9118863049095607,-2.0953488372093023,-0.763720930232558,0.0
2019-10-21,-0.0,-0.37195816506161333,1.0,-0.9133788961375169,-2.0933519726623175,-0.7989541265403334,0.0
2019-10-22,-0.0,-0.29273850516508004,1.0,-0.9004962527850922,-2.047903585173182,-0.8226149483492,0.0
2019-10-23,-0.0,-0.28814425802853555,1.0,-0.7551703304363991,-1.845749872194079,-0.7584700469396292,0.0
2019-10-24,-0.0,-0.27939103467719195,1.0,-0.8084296588666479,-1.8435767315101963,-0.7674560661591956,0.0
2019-10-25,-0.0,-0.2828950452350818,1.0,-0.7857779027797309,-1.8448882013781465,-0.7740120939389677,0.0
2019-10-28,-0.0,-0.3034741784037559,1.0,-0.7977464788732394,-1.845774647887324,-0.747887323943662,0.0
2019-10-29,-0.0,-0.29700610221205187,1.0,-0.8410564454614797,-1.8872044241037376,-0.7420861937452327,0.0
2019-10-30,-0.0,-0.306283097180478,1.0,-0.8432326701970326,-1.881732741758504,-0.739516244453986,0.0
2019-10-31,-0.0,-0.3073252207110475,1.0,-0.8470532092579337,-1.8763540921021236,-0.741445955619184,0.0
2019-11-01,-0.0,-0.31912348691450165,1.0,-0.8597196306396823,-1.8758911056887229,-0.729725850437778,0.0
2019-11-04,-0.0,-0.310425298852217,1.0,-0.8866980997285328,-1.8472162689908083,-0.7181978377863504,0.0
2019-11-05,-0.0,-0.33715276106109476,1.0,-0.9940782822204034,-1.7964469693322422,-0.6867266862452457,0.0
2019-11-06,-0.0,-0.32656547415686465,1.0,-1.0259651520327981,-1.8064815266728491,-0.7216067157987214,0.0
2019-11-07,-0.0,-0.35379502468110063,1.0,-1.0195493866379943,-1.7999609012267241,-0.7140413469527395,0.0
2019-11-08,-0.0,-0.2990479835430321,1.0,-0.9965076783236857,-1.7716117303736305,-0.7168827441037172,0.0
2019-11-11,-0.0,-0.28731253315330085,1.0,-1.0350581086946038,-1.7675169986015336,-0.7324588899069296,0.0
2019-11-12,-0.0,-0.25236972525621904,1.0,-1.0327190492229226,-1.7811191839484195,-0.745416927296348,0.0
2019-11-13,-0.0,-0.27236745663327633,1.0,-1.1732714390422672,-1.7118983630588809,-0.7288541412167114,0.0
2019-11-14,-0.0,-0.2671938302338068,1.0,-1.1818714306633475,-1.69580709718358,-0.7362717821057256,0.0
2019-11-15,-0.0,-0.2662232872023082,1.0,-1.1961954129786296,-1.6881021076825273,-0.7397427747078096,0.0
2019-11-18,-0.0,-0.26699695869714507,1.0,-1.2087707250073578,-1.694447169626214,-0.7351123319925438,0.0
2019-11-19,-0.0,-0.29256957861208294,1.0,-1.3044749621429688,-1.8177640854263484,-0.8068508171897028,0.0
2019-11-20,-0.0,-0.3163794458121628,1.0,-1.3295793829553193,-1.8135246975014407,-0.7786391493373841,0.0
2019-11-21,-0.0,-0.2828282828282828,1.0,-1.434717545828657,-1.7862754529421199,-0.8406819517930629,0.0
2019-11-22,-0.0,-0.2814562486693635,1.0,-1.4056312539919098,-1.7777836917181178,-0.8576751117734724,0.0
2019-11-25,-0.0,-0.28201308719476514,1.0,-1.4074586370165454,-1.7777836888865246,-0.8527956588817365,0.0
2019-11-26,-0.0,-0.2809539018417971,1.0,-1.4093473863515384,-1.7780794208453103,-0.8546790162887257,0.0
2019-11-27,-0.0,-0.26578639122564157,1.0,-1.4225322116920456,-1.7863912256415717,-0.8495367905441381,0.0
2019-11-29,-0.0,-0.26567372835788794,1.0,-1.4818797720184966,-1.8210022583073449,-0.8084202602430369,0.0
2019-12-02,-0.0,-0.28127734033245844,1.0,-1.5578521434820647,-1.8213582677165356,-0.8075787401574803,0.0
2019-12-03,-0.0,-0.2682607985184378,1.0,-1.537992265373931,-1.823029576774334,-0.817637126205131,0.0
