Date,INGN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8816995279089143,-1.5405720633157458,-0.34668147736739796,-0.9712302138294918,-0.8138294918078312,0.0
2018-09-25,1.0,-0.8818858285206576,-1.539815637494447,-0.34740115504220354,-0.9707352287872058,-0.8131941359395823,0.0
2018-09-26,1.0,-0.8850517183850518,-1.5444333222111,-0.352074296518741,-0.9714158603047491,-0.8080858636414191,0.0
2018-09-27,1.0,-0.8899227429087014,-1.583432019398861,-0.35002537641684994,-0.9894546889979136,-0.8263689167089607,0.0
2018-09-28,1.0,-0.8885317997293641,-1.5837280108254397,-0.35058637798827247,-0.9890617952187641,-0.8262855209742898,0.0
2018-10-01,1.0,-0.8908259986459038,-1.5824306025727826,-0.3505980591288648,-0.9910291130670277,-0.8271834800270819,0.0
2018-10-02,1.0,-0.8907529797209512,-1.5928938597977746,-0.34864147319663336,-0.9901146698299723,-0.8263571146133424,0.0
2018-10-03,1.0,-0.8899802427321478,-1.5869602032176122,-0.3482924075642111,-0.9909681061247531,-0.8287327123906294,0.0
2018-10-04,1.0,-0.9072000909245895,-1.580553503438086,-0.3513667102346991,-1.015570835937944,-0.8280956981303631,0.0
2018-10-05,1.0,-0.9124066792044224,-1.5941756425599818,-0.3467259360574457,-1.0186356642161054,-0.8270929503618853,0.0
2018-10-08,1.0,-0.9093545635484788,-1.5890247369917543,-0.34085868638043787,-1.0221211259596248,-0.8252487915837361,0.0
2018-10-09,1.0,-0.9165383079468309,-1.5941012037195506,-0.3510753608306235,-1.0216213132523246,-0.8214958069484853,0.0
2018-10-10,1.0,-0.9165285950979832,-1.5984688339141861,-0.34896874821459184,-1.023310289664629,-0.8259726903959322,0.0
2018-10-11,1.0,-0.8459881826715998,-1.5985973825169806,-0.24689380970788005,-0.9969076149980672,-0.8336738638246175,0.0
2018-10-12,1.0,-0.8740809832107977,-1.605728080763744,-0.23954789860638645,-0.9705914627455283,-0.796718972895863,0.0
2018-10-15,1.0,-0.8534836626347764,-1.6424935690438398,-0.20710415412402167,-0.9698976520168573,-0.8001204093919324,0.0
2018-10-16,1.0,-0.8513654025064303,-1.6498111968478082,-0.20149948010726207,-0.9699556723033985,-0.7999233842280961,0.0
2018-10-17,1.0,-0.8269241083400376,-1.5959238401716278,-0.18090640922499332,-0.9580048270313757,-0.8016626441405201,0.0
2018-10-18,1.0,-0.8258794508794509,-1.5941655941655941,-0.18157443157443157,-0.9593522093522093,-0.8015336765336765,0.0
2018-10-19,1.0,-0.8140388194629088,-1.5850039883009839,-0.16601967561818667,-0.9580962509970753,-0.794575910662058,0.0
2018-10-22,1.0,-0.8137296834901625,-1.6030795551753634,-0.18028229255774164,-0.9553571428571427,-0.7939478186484173,0.0
2018-10-23,1.0,-0.8252406302091735,-1.6112276173576385,-0.19508522880034415,-0.9510136043447868,-0.7946442974673334,0.0
2018-10-24,1.0,-0.825659485305969,-1.6112394562939882,-0.1895449417074088,-0.9514855208725086,-0.7946596464836406,0.0
2018-10-25,1.0,-0.7752255522140413,-1.5409623561132428,-0.17302706626568493,-0.9561339832002489,-0.7397075598880017,0.0
2018-10-26,1.0,-0.7567903150706193,-1.5403797402866162,-0.1297014848155621,-0.9990170210564437,-0.7476330901753842,0.0
2018-10-29,1.0,-0.7392982095081293,-1.554229265280922,-0.1113397818481169,-0.9889895040131714,-0.7511833710640049,0.0
2018-10-30,1.0,-0.7329767537543715,-1.5547212507714463,-0.10707673318247275,-0.9900740588356305,-0.758125900020572,0.0
2018-10-31,1.0,-0.7346418557226613,-1.5262809074687738,-0.10910017843487127,-0.9816976803466736,-0.7463675758348204,0.0
2018-11-01,1.0,-0.7127241150329467,-1.5645911018031364,-0.07973642539714972,-0.9930019921336262,-0.7579813045921234,0.0
2018-11-02,1.0,-0.7167216442527277,-1.5371225577264653,-0.07602131438721137,-0.995229637147932,-0.7497589444303476,0.0
2018-11-05,1.0,-0.717774280347261,-1.5353099456770067,-0.0760521906889374,-0.9956846220236584,-0.7521449967000051,0.0
2018-11-06,1.0,-0.7283028455284554,-1.5442073170731707,-0.0711890243902439,-0.9924288617886179,-0.7452235772357724,0.0
2018-11-07,1.0,-0.72497461928934,-1.5431979695431473,-0.07609137055837563,-0.9887817258883248,-0.7430964467005076,0.0
2018-11-08,1.0,-0.7587092731829574,-1.9473684210526319,-0.0,-1.3644736842105263,-1.1951127819548872,0.0
2018-11-09,1.0,-0.7657884785075003,-1.957960418504979,-0.0,-1.3728728097819238,-1.2062271524013615,0.0
2018-11-12,1.0,-0.7644399799095931,-1.9257910597689603,-0.0,-1.3865519839276745,-1.2014063284781518,0.0
