Date,HDS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.28476963028404684,-0.5231708296522368,-0.06540304660937542,-0.38947340240409073,-0.4143442293791663,0.0
2018-09-25,1.0,-0.2854351782464404,-0.5223477143774756,-0.0665881597259394,-0.3887431752489026,-0.4132587517396424,0.0
2018-09-26,1.0,-0.2860201814726587,-0.5231123363935655,-0.06793180054067076,-0.3883996681031021,-0.41112389925323195,0.0
2018-09-27,1.0,-0.2869753631329749,-0.5201294706149854,-0.06880132680630233,-0.38822459406682186,-0.4108819516892705,0.0
2018-09-28,1.0,-0.285806002889091,-0.5210796640094163,-0.0692044299395431,-0.38815472687389657,-0.410866192285057,0.0
2018-10-01,1.0,-0.2852553806617411,-0.5226737338044759,-0.06954706071313844,-0.38810365135453473,-0.4113663133097762,0.0
2018-10-02,1.0,-0.2850174216027875,-0.5309032430983651,-0.06738139908871617,-0.3870008040739748,-0.4099705172875905,0.0
2018-10-03,1.0,-0.28564145222314646,-0.5351919929159846,-0.06804948077387502,-0.3862935036359246,-0.40818955107736066,0.0
2018-10-04,1.0,-0.2839160085177498,-0.5447047090218066,-0.06768376506105286,-0.3845925766193159,-0.41459338526644923,0.0
2018-10-05,1.0,-0.2787929273929166,-0.5421078088891277,-0.0616972107271457,-0.38665555973558335,-0.41790723921104955,0.0
2018-10-08,1.0,-0.27822374956372325,-0.5412247966279163,-0.06070287539936102,-0.38706473004537273,-0.4175638306440787,0.0
2018-10-09,1.0,-0.28061169640937433,-0.5419533433670178,-0.06528165985809503,-0.3852666093313266,-0.4144807568264889,0.0
2018-10-10,1.0,-0.2801860915398268,-0.5432151885118055,-0.06419082450384553,-0.385440757274243,-0.4161512397138708,0.0
2018-10-11,1.0,-0.26802316315146363,-0.5421824363810233,-0.04659193539818307,-0.3805716410774053,-0.4189555331243691,0.0
2018-10-12,1.0,-0.266443256469587,-0.546344317668023,-0.04122450065161307,-0.38344104896406817,-0.4222186760286178,0.0
2018-10-15,1.0,-0.2720656838962493,-0.5401327539786207,-0.04633060539013142,-0.3849332231493082,-0.42225361874550155,0.0
2018-10-16,1.0,-0.26926782273603084,-0.5607739242132305,-0.03264825519160779,-0.38872832369942195,-0.42466816527510165,0.0
2018-10-17,1.0,-0.25759549187953534,-0.5332128332580208,-0.011482948353313309,-0.4026474575370139,-0.4531245846734537,0.0
2018-10-18,1.0,-0.25716260032955934,-0.5325306968585553,-0.011773773454526126,-0.4031786530590549,-0.4531175251156116,0.0
2018-10-19,1.0,-0.25216839433044214,-0.5280040194626613,-0.005976306325364925,-0.40443198646075734,-0.4537761793949651,0.0
2018-10-22,1.0,-0.2520630554380025,-0.5285653829877274,-0.007194244604316547,-0.40385632670334315,-0.45326385950063475,0.0
2018-10-23,1.0,-0.25100678253497244,-0.5304949130987706,-0.0030733361593895717,-0.40848876642645193,-0.4563639253921153,0.0
2018-10-24,1.0,-0.2512377876035902,-0.5273637109799041,-0.0,-0.4099128915247955,-0.45913315152638406,0.0
2018-10-25,1.0,-0.23652756846645534,-0.506391934729512,-0.0,-0.41046094683781115,-0.4449670009873721,0.0
2018-10-26,1.0,-0.22886278559442366,-0.4999096424422357,-0.0,-0.4124435265263973,-0.4404285529882535,0.0
2018-10-29,1.0,-0.21290604665517865,-0.507908747203004,-0.0,-0.4049278567938068,-0.44618193976492376,0.0
2018-10-30,1.0,-0.21062511249967855,-0.5078556918408804,-0.0,-0.4049474144359588,-0.44799300573426937,0.0
2018-10-31,1.0,-0.21298049854122947,-0.4975431233044992,-0.0,-0.40349081230485745,-0.44523212366279374,0.0
2018-11-01,1.0,-0.20572670331075035,-0.5027994375559248,-0.0,-0.4029400485747156,-0.44509778857215904,0.0
2018-11-02,1.0,-0.20922951612492682,-0.4861149998727315,-0.0,-0.40792119530633547,-0.44213098480413365,0.0
2018-11-05,1.0,-0.20276168355496565,-0.5080783072564383,-0.0,-0.41256795732407664,-0.4289542867352408,0.0
2018-11-06,1.0,-0.20476178324444333,-0.5094291474213387,-0.0,-0.41100364916936744,-0.42664659198203486,0.0
2018-11-07,1.0,-0.20485464151713925,-0.5095076444013374,-0.0,-0.411266239567115,-0.4267592332627172,0.0
2018-11-08,1.0,-0.19479991874873043,-0.5091915498679667,-0.0,-0.4068911232988015,-0.4282449725776965,0.0
2018-11-09,1.0,-0.19485070079219988,-0.5091153768027625,-0.0,-0.4069419053422709,-0.4282195815559618,0.0
2018-11-12,1.0,-0.19446275543836522,-0.5059834693981036,-0.0,-0.40758582221996853,-0.4273363419704883,0.0
2018-11-13,1.0,-0.18138773454224907,-0.5036393401334844,-0.0,-0.40805943835788944,-0.42548797380682535,0.0
2018-11-14,1.0,-0.1818479437910801,-0.5032108589992194,-0.0,-0.4080686997909794,-0.42519328112014904,0.0
2018-11-15,1.0,-0.1814408612969764,-0.5034461940936761,-0.0,-0.4090657543894954,-0.421517331589274,0.0
2018-11-16,1.0,-0.18028834078464862,-0.4998995328276486,-0.0,-0.4083488220224042,-0.42314261315115287,0.0
2018-11-19,1.0,-0.17862169498341207,-0.5009299286216949,-0.0,-0.4098471901075701,-0.4239217854629536,0.0
2018-11-20,1.0,-0.17361407383240898,-0.5004140838708059,-0.0,-0.4100183200742841,-0.42557783521971543,0.0
2018-11-21,1.0,-0.17935744373270854,-0.4971212083447571,-0.0,-0.40931183170908003,-0.4066698237830562,0.0
2018-11-23,1.0,-0.179067967950478,-0.5020342959838255,-0.0,-0.4081571524848364,-0.40680927539125883,0.0
2018-11-26,1.0,-0.17890297464563784,-0.5028947893791176,-0.0,-0.4075414254342184,-0.4061938510680774,0.0
2018-11-27,1.0,-0.17690870594096403,-0.5031261676422967,-0.0,-0.4061277867729481,-0.40480757254950805,0.0
