Date,IWF,IWM,MTUM,SMPL,SPY,VLUE,VXX
2018-09-24,-0.4350005740308446,-1.0232291148444377,-0.01121273583100532,1.0,-0.7419540009949869,-0.6154758715701657,0.0
2018-09-25,-0.4387368421052632,-1.021090909090909,-0.016497607655502393,1.0,-0.739866028708134,-0.6115598086124402,0.0
2018-09-26,-0.44439315252933254,-1.0306212733217925,-0.022581265628005387,1.0,-0.7431044431621465,-0.6061550298134256,0.0
2018-09-27,-0.45026943802925334,-1.0201693610469593,-0.026096997690531178,1.0,-0.745111624326405,-0.6074672825250192,0.0
2018-09-28,-0.4510838178108035,-1.0196357756131367,-0.026489046317329533,1.0,-0.7452354367997536,-0.6077080044661765,0.0
2018-10-01,-0.4526969344198681,-1.03360496701591,-0.02743500194024059,1.0,-0.751222351571595,-0.6155219247186652,0.0
2018-10-02,-0.45356505547365966,-1.0242454806424082,-0.031034215222282568,1.0,-0.7528512685235471,-0.6176196756924509,0.0
2018-10-03,-0.4566352372788904,-1.037403568923868,-0.03280604691030936,1.0,-0.7535650276630562,-0.6158341775111043,0.0
2018-10-04,-0.4598551514679542,-1.030838719725878,-0.03372011525582119,1.0,-0.7574955221555953,-0.6119071723386029,0.0
2018-10-05,-0.456237854644384,-1.0322580645161292,-0.02627283326855811,1.0,-0.7596968519238244,-0.6120093276331131,0.0
2018-10-08,-0.4543409980999651,-1.028927061925627,-0.024002481678234905,1.0,-0.7600915118849122,-0.6102601884524409,0.0
2018-10-09,-0.45514486289415507,-1.0293992165380288,-0.02536555094442074,1.0,-0.759531474227204,-0.609083504634837,0.0
2018-10-10,-0.4550884269314303,-1.029669562519392,-0.024937946013031335,1.0,-0.759734719205709,-0.6089047471300031,0.0
2018-10-11,-0.3760424847600882,-1.0167545532742435,-0.0,1.0,-0.731814951942855,-0.6152436515950483,0.0
2018-10-12,-0.3735659743996459,-1.007119406839057,-0.0,1.0,-0.7142646353609502,-0.5938249289903722,0.0
2018-10-15,-0.3620810184333493,-1.0147908311564076,-0.0,1.0,-0.710842930203466,-0.5915964531439715,0.0
2018-10-16,-0.35470668485675305,-1.0308248220935805,-0.0,1.0,-0.7104826518196231,-0.5911655174956676,0.0
2018-10-17,-0.35292387988385343,-1.0245157496232589,-0.0,1.0,-0.7079428088359614,-0.5901422428051605,0.0
2018-10-18,-0.3520914504153495,-1.023009630228626,-0.0,1.0,-0.7100271998823788,-0.5904947438065131,0.0
2018-10-19,-0.3313883519929981,-1.0101382152364975,-0.0,1.0,-0.7151453265745231,-0.5901316509244738,0.0
2018-10-22,-0.3326484939648531,-0.9964779689621016,-0.0,1.0,-0.732875958469384,-0.6067799097479547,0.0
2018-10-23,-0.33154687614712575,-0.9970266500256957,-0.0,1.0,-0.7344174436531826,-0.6078114675868145,0.0
2018-10-24,-0.3298688897866246,-0.992324360057292,-0.0,1.0,-0.7375959454992839,-0.6128025267178376,0.0
2018-10-25,-0.306169757489301,-0.9520328102710415,-0.0,1.0,-0.7266405135520685,-0.5815263908701855,0.0
2018-10-26,-0.27445818758789803,-0.9608380512783529,-0.0,1.0,-0.7766038008005481,-0.594208647362158,0.0
2018-10-29,-0.27440280438003684,-0.9637165263272018,-0.0,1.0,-0.7815763796031946,-0.594232228687073,0.0
2018-10-30,-0.2518215101315837,-0.9686809004241129,-0.0,1.0,-0.7869648747598506,-0.6174284989306558,0.0
2018-10-31,-0.2532252252252252,-0.9560360360360359,-0.0,1.0,-0.7823423423423422,-0.612,0.0
2018-11-01,-0.2914119466745231,-0.9536716505855491,-0.0,1.0,-0.8057744715327392,-0.6318406128010606,0.0
2018-11-02,-0.2946621300259759,-0.9309625727143014,-0.0,1.0,-0.8076318003878096,-0.6253246990816961,0.0
2018-11-05,-0.2901774282055972,-0.9439180537772088,-0.0,1.0,-0.8088897018474484,-0.6153283336381928,0.0
2018-11-06,-0.30795911589978237,-0.9673812774436369,-0.0,1.0,-0.8077930703664072,-0.6067672779602229,0.0
2018-11-07,-0.3075448041890995,-0.9669960911571651,-0.0,1.0,-0.8068441625488606,-0.6062025223099049,0.0
2018-11-08,-0.2889083735203858,-0.9632836475230162,-0.0,1.0,-0.796434312436066,-0.6047786058746163,0.0
2018-11-09,-0.2882402367296241,-0.963138859460052,-0.0,1.0,-0.7972454608555877,-0.6046103824936983,0.0
2018-11-12,-0.28754272416551524,-0.9435313795360338,-0.0,1.0,-0.804486946403898,-0.6005381426805324,0.0
2018-11-13,-0.2687207207207207,-0.9389189189189189,-0.0,1.0,-0.8035315315315315,-0.5924684684684685,0.0
2018-11-14,-0.27162411065766184,-0.9396150095705875,-0.0,1.0,-0.8065657842464516,-0.5937014698977934,0.0
2018-11-15,-0.2706425326314272,-0.9394966467152234,-0.0,1.0,-0.8075286651763179,-0.5879786543592702,0.0
2018-11-16,-0.2666427030913012,-0.9289360172537743,-0.0,1.0,-0.8055355859094177,-0.5934219985621855,0.0
2018-11-19,-0.26295308784319377,-0.9329105714491603,-0.0,1.0,-0.8106218923398429,-0.5966347193197377,0.0
2018-11-20,-0.1829493923453655,-0.9376020315617631,-0.0,1.0,-0.8449845818973335,-0.6622528568837294,0.0
2018-11-21,-0.17789392887166927,-0.9471837420958368,-0.0,1.0,-0.8539420300449578,-0.6760481011732885,0.0
2018-11-23,-0.17858838134881513,-0.941760689378172,-0.0,1.0,-0.8550407127469237,-0.6759411399569139,0.0
2018-11-26,-0.17766015696294943,-0.9467421062237633,-0.0,1.0,-0.8525643365577659,-0.6733345501003832,0.0
2018-11-27,-0.16389505476511043,-0.9561151340926458,-0.0,1.0,-0.8498599032058514,-0.6690076780320949,0.0
2018-11-28,-0.1663328842442559,-0.9487674325456069,-0.0,1.0,-0.8541674252630813,-0.6719950478826057,0.0
2018-11-29,-0.13796326251842264,-0.933570581257414,-0.0,1.0,-0.8481972752435386,-0.6748984506991624,0.0
2018-11-30,-0.13693648278842,-0.9352945412645829,-0.0,1.0,-0.8493086562004897,-0.67920927552931,0.0
2018-12-03,-0.13817972017885474,-0.9362829943747295,-0.0,1.0,-0.8507500360594259,-0.6806937833549689,0.0
2018-12-04,-0.1286042999928094,-0.9410368878981806,-0.0,1.0,-0.8469475803552168,-0.6787229452793557,0.0
2018-12-06,-0.12101507855611403,-0.901585181540192,-0.0,1.0,-0.8380373273347159,-0.6541773575621244,0.0
2018-12-07,-0.11659981704313561,-0.9035254380409542,-0.0,1.0,-0.8400534796988249,-0.6582225036943213,0.0
2018-12-10,-0.09071296844009882,-0.9069209088694805,-0.0,1.0,-0.8405650857719477,-0.6413932287135948,0.0
2018-12-11,-0.10229528752046255,-0.903904426874717,-0.0,1.0,-0.8450071401205114,-0.6317787607537181,0.0
2018-12-12,-0.10576453346360527,-0.9050177960778839,-0.0,1.0,-0.8485239723637379,-0.6301207341754483,0.0
2018-12-13,-0.10567773866369244,-0.9010839636122825,-0.0,1.0,-0.8506500296260151,-0.628001812415043,0.0
2018-12-14,-0.10778609998258142,-0.8961504964291935,-0.0,1.0,-0.8520815188991464,-0.6276606862915868,0.0
2018-12-17,-0.09920483350116323,-0.8951005243237612,-0.0,1.0,-0.8457932567103024,-0.6322441751449702,0.0
2018-12-18,-0.08799503670768277,-0.8846723882397546,-0.0,1.0,-0.8418639920035846,-0.6321993589080757,0.0
2018-12-19,-0.08858098093957881,-0.8845000517009617,-0.0,1.0,-0.8415537862337572,-0.6321304242925585,0.0
2018-12-20,-0.08844913917278277,-0.8737224775361822,-0.0,1.0,-0.8409355922902805,-0.6264832978942314,0.0
2018-12-21,-0.08519179304192685,-0.8753516777602416,-0.0,1.0,-0.843271804021135,-0.6271872641185754,0.0
2018-12-24,-0.06459525756336877,-0.8549672935404743,-0.0,1.0,-0.8403175252112293,-0.6470427909512129,0.0
2018-12-26,-0.06481325280879922,-0.8621410978777961,-0.0,1.0,-0.8157495192145484,-0.6312628631195384,0.0
2018-12-27,-0.043510902206554375,-0.8297101449275363,-0.0,1.0,-0.7622731427079252,-0.6286395090742917,0.0
2018-12-28,-0.045569040531257154,-0.8288462167555366,-0.0,1.0,-0.7647289737969839,-0.6321109620857732,0.0
2018-12-31,-0.04602551521099116,-0.8284592737978409,-0.0,1.0,-0.7645731108930323,-0.632155708210664,0.0
2019-01-02,-0.045873961128198415,-0.8288070152476933,-0.0,1.0,-0.7651658922845364,-0.6321903016818271,0.0
2019-01-03,-0.0527778686112292,-0.8261992740590562,-0.0,1.0,-0.7697917007292109,-0.6212681076485399,0.0
2019-01-04,-0.0,-0.8809285904609645,-0.0,1.0,-0.7725486277644551,-0.6771915800692779,0.0
2019-01-07,-0.0,-0.860786610878661,-0.0,1.0,-0.8056569037656903,-0.6808033472803346,0.0
2019-01-08,-0.0,-0.8395752378400108,-0.0,1.0,-0.8289561838402787,-0.6813613828219215,0.0
2019-01-09,-0.0,-0.8273970770208354,-0.0,1.0,-0.8284672753419619,-0.6885388448546872,0.0
2019-01-10,-0.0,-0.8345200510512527,-0.0,1.0,-0.8296836165782226,-0.6944313830859139,0.0
2019-01-11,-0.0,-0.8176310209027566,-0.0,1.0,-0.8367161466222356,-0.7116362045171496,0.0
2019-01-14,-0.0,-0.816531713900135,-0.0,1.0,-0.8343117408906883,-0.7229757085020243,0.0
2019-01-15,-0.0,-0.8101659400452871,-0.0,1.0,-0.83507384500997,-0.7343945385109332,0.0
2019-01-16,-0.0,-0.8031002527379949,-0.0,1.0,-0.8376411120471777,-0.7291322662173547,0.0
2019-01-17,-0.0,-0.7905664180608749,-0.0,1.0,-0.8380030907747095,-0.7309682187730968,0.0
2019-01-18,-0.0,-0.787782330432427,-0.0,1.0,-0.8450441908502928,-0.753445531814026,0.0
2019-01-22,-0.0,-0.7969219089685635,-0.0,1.0,-0.9496531971427585,-0.7041995928085856,0.0
2019-01-23,-0.0,-0.746165538206439,-0.0,1.0,-0.9544009948873843,-0.7539380958960895,0.0
2019-01-24,-0.0,-0.734180265785306,-0.0,1.0,-0.9651587137643737,-0.7435102940163879,0.0
2019-01-25,-0.0,-0.6641509433962263,-0.0,1.0,-1.1182860165755597,-0.74427790513137,0.0
2019-01-28,-0.0,-0.6288626951258364,-0.0,1.0,-1.1705426356589148,-0.7402923790308308,0.0
2019-01-29,-0.0,-0.5988744558100024,-0.0,1.0,-1.1678759777722718,-0.7726967047747142,0.0
2019-01-30,-0.0,-0.5968317951981895,-0.0,1.0,-1.163431278950532,-0.7757151444432657,0.0
2019-01-31,-0.0,-0.6082660433489163,-0.0,1.0,-1.122113613826321,-0.8111630542569769,0.0
2019-02-01,-0.0,-0.6096955071332246,-0.0,1.0,-1.1281496202711336,-0.8110227837319897,0.0
2019-02-04,-0.0,-0.6140157312168559,-0.0,1.0,-1.1427198633306048,-0.80236324162722,0.0
2019-02-05,-0.0,-0.6039009485913241,-0.0,1.0,-1.13767008917469,-0.811205457064696,0.0
2019-02-06,-0.0,-0.5910414890593919,-0.0,1.0,-1.1415529980107986,-0.8195510088093209,0.0
2019-02-07,-0.0,-0.5932191342668278,-0.0,1.0,-1.147807235766579,-0.8128864880233135,0.0
2019-02-08,-0.0,-0.6038721683426976,-0.0,1.0,-1.1820849586658555,-0.7927566832480406,0.0
2019-02-11,-0.0,-0.5903203817314246,-0.0,1.0,-1.1932335952355326,-0.8041832597854555,0.0
2019-02-12,-0.0,-0.6083453237410071,-0.0,1.0,-1.1927697841726617,-0.7960071942446042,0.0
2019-02-13,-0.0,-0.61585979026002,-0.0,1.0,-1.1871857491739692,-0.7883924723459272,0.0
2019-02-14,-0.0,-0.5858367552769974,-0.0,1.0,-1.2097471363734602,-0.8064620704560191,0.0
2019-02-15,-0.0,-0.6058901986229769,-0.0,1.0,-1.200497458635233,-0.7983490140946614,0.0
2019-02-19,-0.0,-0.5873496145810821,-0.0,1.0,-1.2183920466825158,-0.7963403213024999,0.0
2019-02-20,-0.0,-0.5763468740996831,-0.0,1.0,-1.2341904350331319,-0.7907303370786517,0.0
2019-02-21,-0.0,-0.5939757736961289,-0.0,1.0,-1.2289637324323353,-0.771503540490996,0.0
2019-02-22,-0.0,-0.5957882631976138,-0.0,1.0,-1.2263269486469974,-0.7715168721026341,0.0
2019-02-25,-0.0,-0.5913125045097049,-0.0,1.0,-1.239266902373909,-0.7771484234071723,0.0
2019-02-26,-0.0,-0.6110806763814324,-0.0,1.0,-1.2616047624265003,-0.7794821226397868,0.0
2019-02-27,-0.0,-0.604321527474129,-0.0,1.0,-1.2537530972161492,-0.7857090803089928,0.0
2019-02-28,-0.0,-0.6068771878646442,-0.0,1.0,-1.2549956242707119,-0.7845682613768962,0.0
