Date,AGX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-20,1.0,-0.23177450352338244,-1.9092889173606666,-0.0,-1.7113388853299167,-1.5537475976937862,0.0
2018-11-21,1.0,-0.23063358105554854,-1.8827938027459377,-0.0,-1.6900113364403577,-1.4945837007179745,0.0
2018-11-23,1.0,-0.23149893202663654,-1.865498178163086,-0.0,-1.6921095615027013,-1.493089584118608,0.0
2018-11-26,1.0,-0.23049400539828008,-1.8673027430795306,-0.0,-1.6890967296466008,-1.4901136149645344,0.0
2018-11-27,1.0,-0.20787146593598207,-1.8692240627724497,-0.0,-1.6750529331174493,-1.4752771204384107,0.0
2018-11-28,1.0,-0.2094775515287378,-1.8660564169624507,-0.0,-1.675758141851921,-1.4758079581543058,0.0
2018-11-29,1.0,-0.1484174508126604,-1.8297690333618477,-0.0,-1.6572772821703534,-1.474764756201882,0.0
2018-11-30,1.0,-0.1475690202785243,-1.8298924993892012,-0.0,-1.6579526020034205,-1.4725751282677741,0.0
2018-12-03,1.0,-0.14234919077979402,-1.8410985777341835,-0.0,-1.667177538008828,-1.4798921039725357,0.0
2018-12-04,1.0,-0.12193927522037218,-1.8554113614103818,-0.0,-1.6639324191968659,-1.4802277179236043,0.0
2018-12-06,1.0,-0.08654183733177297,-1.7176711527208892,-0.0,-1.6417203042715038,-1.4054417788180222,0.0
2018-12-07,1.0,-0.11188728392138292,-1.7353776935827612,-0.0,-1.6640421501302394,-1.408714184229221,0.0
2018-12-10,1.0,-0.0611308036492533,-1.7290371317333952,-0.0,-1.650473589400895,-1.3702713696321691,0.0
2018-12-11,1.0,-0.05011655011655011,-1.7383449883449884,-0.0,-1.6516317016317017,-1.3874125874125876,0.0
2018-12-12,1.0,-0.05163471064747363,-1.7379800687685762,-0.0,-1.6517862346290577,-1.3864444314936768,0.0
2018-12-13,1.0,-0.05119255381035486,-1.7294938917975569,-0.0,-1.6550319953461314,-1.3816172193135543,0.0
2018-12-14,1.0,-0.05402105018317148,-1.7257079723207533,-0.0,-1.6544746176658718,-1.3807640867593183,0.0
2018-12-17,1.0,-0.02241867452475877,-1.722482232622638,-0.0,-1.631420812388051,-1.4017449586872364,0.0
2018-12-18,1.0,-0.0,-1.7004589787722315,-0.0,-1.6272518646012621,-1.4095238095238094,0.0
2018-12-19,1.0,-0.0,-1.7011019283746556,-0.0,-1.628099173553719,-1.4100091827364554,0.0
2018-12-20,1.0,-0.0,-1.6704771654438948,-0.0,-1.6241255758403004,-1.3926519934027186,0.0
2018-12-21,1.0,-0.0,-1.6655946738885126,-0.0,-1.620119611825773,-1.3562965470548407,0.0
2018-12-24,1.0,-0.0,-1.6281650864472952,-0.0,-1.5933630786391524,-1.3557166759620747,0.0
2018-12-26,1.0,-0.0,-1.6625409335627461,-0.0,-1.5536437808736194,-1.334128878281623,0.0
2018-12-27,1.0,-0.0,-1.554037071944706,-0.0,-1.3809823018117078,-1.3011310084825636,0.0
2018-12-28,1.0,-0.0,-1.5610177477618972,-0.0,-1.3781477409559706,-1.296162504580912,0.0
2018-12-31,1.0,-0.0,-1.5606219244058213,-0.0,-1.3781802952570412,-1.2962517013925243,0.0
2019-01-02,1.0,-0.0,-1.5580994197898699,-0.0,-1.3726412628717788,-1.296377607025247,0.0
2019-01-03,1.0,-0.0,-1.5565884995038388,-0.0,-1.376455841646211,-1.2897059591580926,0.0
2019-01-04,1.0,-0.0,-1.5587275270711363,-0.0,-1.3337650898917155,-1.2885342728356044,0.0
2019-01-07,1.0,-0.0,-1.4943101711983886,-0.0,-1.302467270896274,-1.2385196374622356,0.0
2019-01-08,1.0,-0.0,-1.471668757841907,-0.0,-1.3139774153074026,-1.2331744040150565,0.0
2019-01-09,1.0,-0.0,-1.4511583592418011,-0.0,-1.3156152843245412,-1.2477685287333267,0.0
2019-01-10,1.0,-0.0,-1.4462486844083595,-0.0,-1.31990176915752,-1.2455771061995689,0.0
2019-01-11,1.0,-0.0,-1.4324039186134137,-0.0,-1.3280582768148705,-1.2634011554885707,0.0
2019-01-14,1.0,-0.0,-1.43614881850176,-0.0,-1.3349924585218702,-1.2565610859728509,0.0
2019-01-15,1.0,-0.0,-1.4298307475317347,-0.0,-1.3353818255087648,-1.2720632681845656,0.0
2019-01-16,1.0,-0.0,-1.4275716227783093,-0.0,-1.3195710185791247,-1.2879009113337698,0.0
2019-01-17,1.0,-0.0,-1.426847055273349,-0.0,-1.317758889503596,-1.284816174621536,0.0
2019-01-18,1.0,-0.0,-1.4207050695926038,-0.0,-1.332063395306309,-1.326932845677131,0.0
2019-01-22,1.0,-0.0,-1.4993911800518822,-0.0,-1.4439620943406215,-1.350733230980994,0.0
2019-01-23,1.0,-0.0,-1.4561048369912637,-0.0,-1.4734711272107395,-1.3975069252077563,0.0
2019-01-24,1.0,-0.0,-1.4515853983479883,-0.0,-1.4815880628830267,-1.3958966160405009,0.0
2019-01-25,1.0,-0.0,-1.4134972042296405,-0.0,-1.6266954547970989,-1.4959862702762554,0.0
2019-01-28,1.0,-0.0,-1.3902046702534803,-0.0,-1.6605468966664816,-1.495812302401686,0.0
2019-01-29,1.0,-0.0,-1.3641628153015202,-0.0,-1.6675204632774654,-1.536555487499304,0.0
2019-01-30,1.0,-0.0,-1.3640971371282165,-0.0,-1.6675392670157068,-1.5381530578144147,0.0
2019-01-31,1.0,-0.0,-1.3966232892079875,-0.0,-1.604835090868297,-1.6076957594794705,0.0
2019-02-01,1.0,-0.0,-1.3930175123484507,-0.0,-1.618039964077234,-1.60187471935339,0.0
2019-02-04,1.0,-0.0,-1.393622993151454,-0.0,-1.622375659593578,-1.597563713932862,0.0
2019-02-05,1.0,-0.0,-1.3732988415251377,-0.0,-1.6130918906759644,-1.6372736475087166,0.0
2019-02-06,1.0,-0.0,-1.4408978458939241,-0.0,-1.8314728775719546,-1.761539853979364,0.0
2019-02-07,1.0,-0.0,-1.441815548044423,-0.0,-1.8369145340415258,-1.7570014485755676,0.0
2019-02-08,1.0,-0.0,-1.426111044200891,-0.0,-1.8471034565819582,-1.7486450680476937,0.0
2019-02-11,1.0,-0.0,-1.4208172147001934,-0.0,-1.860191005802708,-1.7634792069632494,0.0
2019-02-12,1.0,-0.0,-1.4231913988944906,-0.0,-1.8798517888598674,-1.7711231245823968,0.0
2019-02-13,1.0,-0.0,-1.4541187797099706,-0.0,-1.8372344906432396,-1.7258559480113125,0.0
2019-02-14,1.0,-0.0,-1.409757864863233,-0.0,-1.884487651711853,-1.7440371958215082,0.0
2019-02-15,1.0,-0.0,-1.4400290328434042,-0.0,-1.8738281013730116,-1.7346519083046028,0.0
2019-02-19,1.0,-0.0,-1.4001203369434416,-0.0,-1.8935619735258726,-1.723164861612515,0.0
2019-02-20,1.0,-0.0,-1.4115273428089616,-0.0,-1.8879185738376296,-1.7231992291014213,0.0
2019-02-21,1.0,-0.0,-1.409972299168975,-0.0,-1.8891364567023965,-1.7227508129591713,0.0
2019-02-22,1.0,-0.0,-1.4120548604427334,-0.0,-1.8854667949951878,-1.7178777670837344,0.0
2019-02-25,1.0,-0.0,-1.410146960180499,-0.0,-1.9271297030306724,-1.7605951582413562,0.0
2019-02-26,1.0,-0.0,-1.4143632924522545,-0.0,-1.9298309841967172,-1.7573982549270852,0.0
2019-02-27,1.0,-0.0,-1.40916570174904,-0.0,-1.926320921445548,-1.7587299652629653,0.0
2019-02-28,1.0,-0.0,-1.4124466137888958,-0.0,-1.9292861500915193,-1.759548505186089,0.0
2019-03-01,1.0,-0.0,-1.4115279048490392,-0.0,-1.9390667886550779,-1.7488258615431531,0.0
2019-03-04,1.0,-0.0,-1.402329694456303,-0.0,-1.9313898883942187,-1.7649570043300602,0.0
2019-03-05,1.0,-0.0,-1.3802825552825553,-0.0,-1.9853194103194103,-1.776965601965602,0.0
2019-03-06,1.0,-0.0,-1.376427255985267,-0.0,-1.9864333947206876,-1.7758747697974218,0.0
2019-03-07,1.0,-0.0,-1.3113629402756508,-0.0,-2.0458805513016847,-1.7683307810107196,0.0
2019-03-08,1.0,-0.0,-1.3092603013818547,-0.0,-2.1329331582567375,-1.8106046395297943,0.0
2019-03-11,1.0,-0.0,-1.3218383477817441,-0.0,-2.1647118816930138,-1.8877485976542583,0.0
2019-03-12,1.0,-0.0,-1.2520588807470332,-0.0,-2.2299461772907074,-2.002723558783477,0.0
2019-03-13,1.0,-0.0,-1.286977018267531,-0.0,-2.250638381457474,-2.009821253191907,0.0
2019-03-14,1.0,-0.0,-1.1116292458261372,-0.0,-1.96286701208981,-1.6824985607369027,0.0
2019-03-15,1.0,-0.0,-1.0678563309843145,-0.0,-1.9284496476471926,-1.686803819049784,0.0
2019-03-18,1.0,-0.0,-1.096600451728731,-0.0,-1.9667573985058204,-1.7279782243586033,0.0
2019-03-19,1.0,-0.0,-1.1006230710999827,-0.0,-1.9772899318697956,-1.7451813893903223,0.0
2019-03-20,1.0,-0.0,-1.1171197562690416,-0.0,-1.983712209983595,-1.7580853058354817,0.0
2019-03-21,1.0,-0.0,-1.1195174796509924,-0.0,-2.022486385196463,-1.7138256133981378,0.0
2019-03-22,1.0,-0.0,-1.1128574805010636,-0.0,-2.0907586858898606,-1.7051524462302057,0.0
2019-03-25,1.0,-0.0,-0.9436709226414005,-0.0,-2.1420070483563465,-1.6916632965509275,0.0
2019-03-26,1.0,-0.0,-0.9666355576294914,-0.0,-2.1464069062062525,-1.7199020065328978,0.0
2019-03-27,1.0,-0.0,-0.9363038799371763,-0.0,-2.1610144843231924,-1.7196789017509162,0.0
2019-03-28,1.0,-0.0,-0.8049788245016011,-0.0,-1.8236752401611407,-1.536101642392315,0.0
2019-03-29,1.0,-0.0,-0.8056813503499383,-0.0,-1.810415808974887,-1.5301049814738574,0.0
2019-04-01,1.0,-0.0,-0.8207717273710782,-0.0,-1.808974292926691,-1.521920560506929,0.0
2019-04-02,1.0,-0.0,-0.8371293731404534,-0.0,-1.8177900892582333,-1.4748640607366368,0.0
2019-04-03,1.0,-0.0,-0.8365128205128204,-0.0,-1.8179999999999998,-1.4736410256410255,0.0
2019-04-04,1.0,-0.0,-0.8348053815343535,-0.0,-1.8240217726199037,-1.4762247098695698,0.0
2019-04-05,1.0,-0.0,-0.8345412490362375,-0.0,-1.825905936777178,-1.479568234387047,0.0
2019-04-08,1.0,-0.0,-0.8279349109388634,-0.0,-1.8292695446845644,-1.4760022586109542,0.0
2019-04-09,1.0,-0.0,-0.8183413325076121,-0.0,-1.872013211539454,-1.4704030551684988,0.0
2019-04-10,1.0,-0.0,-0.8156258031354406,-0.0,-1.8754561809303523,-1.4489334361346695,0.0
2019-04-11,1.0,-0.0,-0.8013992442038607,-0.0,-1.8577775508119703,-1.4475538760085793,0.0
2019-04-12,1.0,-0.0,-0.8057425540595675,-0.0,-1.8512341901264788,-1.442982456140351,0.0
2019-04-15,1.0,-0.0,-0.8077237433592155,-0.0,-1.849765018389865,-1.4508581937065794,0.0
2019-04-16,1.0,-0.0,-0.8050938474914335,-0.0,-1.8575666138188511,-1.451644248964353,0.0
2019-04-17,1.0,-0.0,-0.7664524028160392,-0.0,-1.8898071625344353,-1.4452096724823997,0.0
2019-04-18,1.0,-0.0,-0.7692307692307692,-0.0,-1.8844113446235464,-1.4473576821056928,0.0
2019-04-22,1.0,-0.0,-0.7556139394239826,-0.0,-1.80682099836415,-1.3946859663907203,0.0
2019-04-23,1.0,-0.0,-0.7643937515497149,-0.0,-1.8042648152739895,-1.390428961071163,0.0
2019-04-24,1.0,-0.0,-0.7433956663698427,-0.0,-1.8037498763233404,-1.399920846937766,0.0
2019-04-25,1.0,-0.0,-0.7399089829837752,-0.0,-1.815888405223585,-1.3907301147605857,0.0
2019-04-26,1.0,-0.0,-0.7288496803290876,-0.0,-1.8231154284581454,-1.4041730683451454,0.0
2019-04-29,1.0,-0.0,-0.7057188244638603,-0.0,-1.8263006354249403,-1.432287529785544,0.0
2019-04-30,1.0,-0.0,-0.7084781097984711,-0.0,-1.8356497567755388,-1.4196862900823983,0.0
2019-05-01,1.0,-0.0,-0.7085030297010033,-0.0,-1.8424555478295421,-1.4158140458925201,0.0
2019-05-02,1.0,-0.0,-0.7027792969721076,-0.0,-1.8343857206781684,-1.4347436981057027,0.0
2019-05-03,1.0,-0.0,-0.6930042790327395,-0.0,-1.843317743059011,-1.4393471987262414,0.0
2019-05-06,1.0,-0.0,-0.6783272222772767,-0.0,-1.8444158160737292,-1.4321672777722725,0.0
2019-05-07,1.0,-0.0,-0.6808225966303271,-0.0,-1.8439544103072347,-1.4306243805748267,0.0
2019-05-08,1.0,-0.0,-0.6689536878216124,-0.0,-1.8027444253859348,-1.4290615045332027,0.0
2019-05-09,1.0,-0.0,-0.6674326504669241,-0.0,-1.8105412408937565,-1.411284408155283,0.0
2019-05-10,1.0,-0.0,-0.6702132851774123,-0.0,-1.8054565864610281,-1.4049978036995463,0.0
2019-05-13,1.0,-0.0,-0.6616257088846882,-0.0,-1.7863409432407542,-1.3990596674906695,0.0
2019-05-14,1.0,-0.0,-0.6023166023166023,-0.0,-1.7875017875017876,-1.3768530435197102,0.0
2019-05-15,1.0,-0.0,-0.6153002337005772,-0.0,-1.797586683836505,-1.3565126150617637,0.0
2019-05-16,1.0,-0.0,-0.6203588813591676,-0.0,-1.7939295599885463,-1.3580223346377778,0.0
2019-05-17,1.0,-0.0,-0.6081781531963909,-0.0,-1.8147437128047612,-1.3764638126319833,0.0
2019-05-20,1.0,-0.0,-0.6075475321682352,-0.0,-1.8162569617822164,-1.3773766084117536,0.0
2019-05-21,1.0,-0.0,-0.6074326595284967,-0.0,-1.8165362270130119,-1.3774907571901855,0.0
2019-05-22,1.0,-0.0,-0.5941862138437185,-0.0,-1.8280328104763275,-1.3746342399386002,0.0
2019-05-23,1.0,-0.0,-0.5869450696805709,-0.0,-1.8417700301709687,-1.3603275705186535,0.0
2019-05-24,1.0,-0.0,-0.5576374357998859,-0.0,-1.8418299410310062,-1.3560490774205822,0.0
2019-05-28,1.0,-0.0,-0.5425592687803484,-0.0,-1.8514710082833477,-1.3665143292392652,0.0
2019-05-29,1.0,-0.0,-0.5677766248467127,-0.0,-1.8359117064427886,-1.3128478445429677,0.0
2019-05-30,1.0,-0.0,-0.5636978579481398,-0.0,-1.8254415633220593,-1.3083427282976323,0.0
2019-05-31,1.0,-0.0,-0.5736081119143742,-0.0,-1.818092197915689,-1.3026945826682943,0.0
2019-06-03,1.0,-0.0,-0.5851638123603872,-0.0,-1.8172933730454208,-1.2513030528667164,0.0
2019-06-04,1.0,-0.0,-0.577059097254537,-0.0,-1.8221498371335503,-1.254118194509074,0.0
2019-06-05,1.0,-0.0,-0.5691068139963167,-0.0,-1.8715469613259668,-1.1633977900552488,0.0
2019-06-06,1.0,-0.0,-0.5850246214736067,-0.0,-1.8390630033595656,-1.1780569745501401,0.0
2019-06-07,1.0,-0.0,-0.631181700314873,-0.0,-1.8224208186701238,-1.176884608260789,0.0
2019-06-10,1.0,-0.0,-0.6348436561821624,-0.0,-1.8050436469447138,-1.178883192462242,0.0
2019-06-11,1.0,-0.0,-0.6446766819072501,-0.0,-1.8445927031818605,-1.1762153587757769,0.0
2019-06-12,1.0,-0.0,-0.5983933980071111,-0.0,-1.7180545191168077,-1.0731750142662744,0.0
2019-06-13,1.0,-0.0,-0.6515860861955808,-0.0,-1.6966965653029973,-1.0271275432071756,0.0
2019-06-14,1.0,-0.0,-0.6455773420479302,-0.0,-1.7108061002178647,-1.000871459694989,0.0
2019-06-17,1.0,-0.0,-0.6534554174841944,-0.0,-1.6947460213647263,-1.0119904076738608,0.0
2019-06-18,1.0,-0.0,-0.6692547930944739,-0.0,-1.6709898499175848,-0.9973974147653336,0.0
2019-06-19,1.0,-0.0,-0.6635671654701151,-0.0,-1.6789637574604273,-0.9823544676066084,0.0
2019-06-20,1.0,-0.0,-0.6648303981955409,-0.0,-1.6837425175674505,-0.989069142014401,0.0
2019-06-21,1.0,-0.0,-0.6765472878998608,-0.0,-1.6707232267037553,-0.999087273991655,0.0
2019-06-24,1.0,-0.0,-0.668003487358326,-0.0,-1.6685265911072362,-1.022667829119442,0.0
2019-06-25,1.0,-0.0,-0.6639780258109522,-0.0,-1.6713463550749912,-1.0245901639344261,0.0
2019-06-26,1.0,-0.0,-0.6580315407802192,-0.0,-1.661002140579267,-1.049539120178236,0.0
2019-06-27,1.0,-0.0,-0.6566576205900376,-0.0,-1.6775365490676704,-1.0428959117569816,0.0
2019-06-28,1.0,-0.0,-0.641671761725915,-0.0,-1.6842955716656478,-1.041182636038082,0.0
2019-07-01,1.0,-0.0,-0.6369130434782608,-0.0,-1.6679565217391306,-1.0429565217391303,0.0
2019-07-02,1.0,-0.0,-0.6404064970033875,-0.0,-1.662815947190133,-1.039694258664119,0.0
2019-07-03,1.0,-0.0,-0.6422555999305435,-0.0,-1.657839902760896,-1.0409359263761069,0.0
2019-07-05,1.0,-0.0,-0.6133761276891048,-0.0,-1.6676353226925746,-1.0562543372657878,0.0
2019-07-08,1.0,-0.0,-0.6195194020770869,-0.0,-1.6659279537652631,-1.059922652413853,0.0
2019-07-09,1.0,-0.0,-0.6155312053358741,-0.0,-1.657152756723981,-1.0583827796786347,0.0
2019-07-10,1.0,-0.0,-0.5908026030368763,-0.0,-1.676399132321041,-1.0711930585683296,0.0
2019-07-11,1.0,-0.0,-0.5847155883630047,-0.0,-1.6913590968302212,-1.0661311333043855,0.0
2019-07-12,1.0,-0.0,-0.5746187600469218,-0.0,-1.7022200981882953,-1.0678194378068384,0.0
2019-07-15,1.0,-0.0,-0.6047490883833998,-0.0,-1.700382010765758,-1.0359003299183887,0.0
2019-07-16,1.0,-0.0,-0.6109448853041931,-0.0,-1.7128051688998742,-1.0126187069077663,0.0
2019-07-17,1.0,-0.0,-0.6195666333753094,-0.0,-1.7147943896825741,-1.0079899257457987,0.0
2019-07-18,1.0,-0.0,-0.6199644421317376,-0.0,-1.7187459346949394,-0.9975716577771996,0.0
2019-07-19,1.0,-0.0,-0.6211575980923477,-0.0,-1.7203988727509214,-0.9940169087361804,0.0
2019-07-22,1.0,-0.0,-0.5990723481728726,-0.0,-1.716285924834193,-1.0194633490831853,0.0
2019-07-23,1.0,-0.0,-0.6030431766949887,-0.0,-1.7144962718917982,-1.0175134385295648,0.0
2019-07-24,1.0,-0.0,-0.6049612537339278,-0.0,-1.7157885622754232,-1.0083986319754101,0.0
2019-07-25,1.0,-0.0,-0.6008811714396787,-0.0,-1.7130145566066262,-1.005572113515615,0.0
2019-07-26,1.0,-0.0,-0.5962767795438839,-0.0,-1.7161800276434003,-1.0067812715964064,0.0
2019-07-29,1.0,-0.0,-0.5736444156405271,-0.0,-1.716267012313675,-1.0306761719593867,0.0
2019-07-30,1.0,-0.0,-0.5736819360414867,-0.0,-1.7128349178910975,-1.034961106309421,0.0
2019-07-31,1.0,-0.0,-0.5794683380159932,-0.0,-1.7096174627188243,-1.0334125783444996,0.0
2019-08-01,1.0,-0.0,-0.5940397636606719,-0.0,-1.6994005261568983,-1.0192780437314013,0.0
2019-08-02,1.0,-0.0,-0.5827945866735627,-0.0,-1.7047237307128695,-1.022454960779243,0.0
2019-08-05,1.0,-0.0,-0.5834268935141204,-0.0,-1.705199067276967,-1.0295362293807755,0.0
2019-08-06,1.0,-0.0,-0.580444707473791,-0.0,-1.6311295231653702,-1.0156831247886373,0.0
2019-08-07,1.0,-0.0,-0.5913524469028417,-0.0,-1.6043153316725076,-1.0268124815268336,0.0
2019-08-08,1.0,-0.0,-0.5972596964586846,-0.0,-1.6010118043844856,-1.0176222596964588,0.0
2019-08-09,1.0,-0.0,-0.5853729969457345,-0.0,-1.5757499686205598,-1.0228442324588929,0.0
2019-08-12,1.0,-0.0,-0.5784944439802824,-0.0,-1.5967917119224664,-1.00217227838583,0.0
2019-08-13,1.0,-0.0,-0.555870462218147,-0.0,-1.6016754886841995,-1.0103363481015295,0.0
2019-08-14,1.0,-0.0,-0.5682346109175378,-0.0,-1.57922681267629,-1.0005807200929153,0.0
2019-08-15,1.0,-0.0,-0.6088108240280382,-0.0,-1.5601516015975223,-0.9063493357241829,0.0
2019-08-16,1.0,-0.0,-0.6071748878923766,-0.0,-1.5630656339176519,-0.9064003261312679,0.0
2019-08-19,1.0,-0.0,-0.5888289895018443,-0.0,-1.5741964249523732,-0.8903165660086741,0.0
2019-08-20,1.0,-0.0,-0.5948993614097485,-0.0,-1.5753778999272492,-0.8714331905262307,0.0
2019-08-21,1.0,-0.0,-0.5996529599289778,-0.0,-1.575279447964166,-0.8604172551551592,0.0
2019-08-22,1.0,-0.0,-0.6084689682831457,-0.0,-1.0633334447378096,-0.6703318739346947,0.0
2019-08-23,1.0,-0.0,-0.6368293769490232,-0.0,-0.9584420543499015,-0.5867752816139503,0.0
2019-08-26,1.0,-0.0,-0.6227131515360718,-0.0,-0.9452725389901779,-0.5700881789939436,0.0
2019-08-27,1.0,-0.0,-0.6230764399221155,-0.0,-0.9510395075686201,-0.5663588970542052,0.0
2019-08-28,1.0,-0.0,-0.6370305622326975,-0.0,-0.9298848062935099,-0.5548652951643618,0.0
2019-08-29,1.0,-0.0,-0.6333593384303323,-0.0,-0.9335621781869246,-0.5536901232641598,0.0
2019-08-30,1.0,-0.0,-0.6202897649546076,-0.0,-0.9457157070016168,-0.5430605646063923,0.0
2019-09-03,1.0,-0.0,-0.6079136690647482,-0.0,-0.951533510034078,-0.5959548150952922,0.0
2019-09-04,1.0,-0.0,-0.5915013091895643,-0.0,-0.9573803590018614,-0.6057919808195843,0.0
2019-09-05,1.0,-0.0,-0.5896324222431668,-0.0,-0.9528432296575557,-0.5991831605403707,0.0
2019-09-06,1.0,-0.0,-0.5868877119308032,-0.0,-0.9654329499514244,-0.5815914005453007,0.0
2019-09-09,1.0,-0.0,-0.5923964144674982,-0.0,-0.9657117783488999,-0.5760985394596627,0.0
2019-09-10,1.0,-0.0,-0.5804252913277005,-0.0,-1.0403618431384867,-0.5202123315639037,0.0
2019-09-11,1.0,-0.0,-0.5843751963309669,-0.0,-1.0332977319846706,-0.5236225419362945,0.0
2019-09-12,1.0,-0.0,-0.5944117554513704,-0.0,-1.0296088858122778,-0.5225134514332463,0.0
2019-09-13,1.0,-0.0,-0.5924245288964517,-0.0,-1.0224995273208546,-0.5362702464233945,0.0
2019-09-16,1.0,-0.0,-0.5915621652278027,-0.0,-1.0227487554351251,-0.536517738987964,0.0
2019-09-17,1.0,-0.0,-0.5530618686868687,-0.0,-1.0419507575757574,-0.5615214646464646,0.0
2019-09-18,1.0,-0.0,-0.548550609852685,-0.0,-1.0356407413274198,-0.5838745445905275,0.0
2019-09-19,1.0,-0.0,-0.5541793699186992,-0.0,-1.0294715447154472,-0.592162093495935,0.0
