Date,FREQ,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-06-01,1.0,-0.7445171978542127,-0.3843483748816661,-0.8661249605553801,-0.9494714420952981,-0.0,0.0
2020-06-02,1.0,-0.7511299659027834,-0.37697248433906905,-0.8722543810958687,-0.9643961620807232,-0.0,0.0
2020-06-03,1.0,-0.7561878233187425,-0.38010346199761236,-0.8675686430561081,-0.9754874651810584,-0.0,0.0
2020-06-04,1.0,-0.7587881683188024,-0.36788884907838687,-0.8834348501134598,-0.9709383335323857,-0.0,0.0
2020-06-05,1.0,-0.7519413802715941,-0.37326271355182983,-0.8778622914260682,-0.9792521205846044,-0.0,0.0
2020-06-08,1.0,-0.7524764291681586,-0.34853005529697256,-0.9048414687512433,-0.9723515137048973,-0.0,0.0
2020-06-09,1.0,-0.7532612153993001,-0.3473194400254534,-0.9051463569837734,-0.9713649379573657,-0.0,0.0
2020-06-10,1.0,-0.7624870548872779,-0.33418306380944796,-0.9177885764359117,-0.9686529116545844,-0.0,0.0
2020-06-11,1.0,-0.7610133035927666,-0.33876364215725324,-0.9138452959451924,-0.9694893650920099,-0.0,0.0
2020-06-12,1.0,-0.7493326005025126,-0.30378454773869346,-0.9301586055276382,-0.9426036432160805,-0.0,0.0
2020-06-15,1.0,-0.7515657620041754,-0.3140189860952456,-0.9252767164296688,-0.948201835585142,-0.0,0.0
2020-06-16,1.0,-0.7558180744240992,-0.30576885213624727,-0.9214806064185863,-0.9547154951762158,-0.0,0.0
2020-06-17,1.0,-0.7535776065419091,-0.3024060386853279,-0.9214892278660167,-0.9539628872464225,-0.0,0.0
2020-06-18,1.0,-0.7560361777428233,-0.29716869838773097,-0.9248918600078646,-0.9542666142351552,-0.0,0.0
2020-06-19,1.0,-0.7657411801930074,-0.29690713494700205,-0.9299557032115171,-0.9625059326056004,-0.0,0.0
2020-06-22,1.0,-0.7642588561250743,-0.2959034237086879,-0.9396793983772017,-0.9581634672471799,-0.0,0.0
2020-06-23,1.0,-0.7627809433364989,-0.29534662867996203,-0.9394191199746755,-0.9594017094017094,-0.0,0.0
2020-06-24,1.0,-0.7607791899275448,-0.2956408124480342,-0.9432632537514352,-0.9596151561943224,-0.0,0.0
2020-06-25,1.0,-0.7557161473759033,-0.28452395055878055,-0.9518619436875567,-0.9569166370493227,-0.0,0.0
2020-06-26,1.0,-0.7641223806867978,-0.2900964066608238,-0.962990996733328,-0.9664568560274082,-0.0,0.0
2020-06-29,1.0,-0.7662104465105143,-0.28773791947647737,-0.9646462631179921,-0.9716691273293165,-0.0,0.0
2020-06-30,1.0,-0.7992022883848354,-0.24185165787035173,-0.9991942306917531,-0.9885983642883043,-0.0,0.0
2020-07-01,1.0,-0.8067036392341012,-0.24029470104845566,-1.0109703274905881,-0.9900821762538963,-0.0,0.0
2020-07-02,1.0,-0.795241762250233,-0.2630405706642889,-1.0036071819397723,-0.9910833704859563,-0.0,0.0
2020-07-06,1.0,-0.7962715298885511,-0.26358662613981765,-1.0022695035460993,-0.9905977710233029,-0.0,0.0
2020-07-07,1.0,-0.7860765142602134,-0.28017363787577587,-0.9949288003570126,-0.9957401922998905,-0.0,0.0
2020-07-08,1.0,-0.7875725475871586,-0.27273834165347616,-1.0029221965177157,-0.9953731888469499,-0.0,0.0
2020-07-09,1.0,-0.785978009494056,-0.2732989816204812,-1.0021909360165537,-0.9958209924128697,-0.0,0.0
2020-07-10,1.0,-0.7860997281616424,-0.27297439850691774,-1.0024343733517265,-0.9957804195236744,-0.0,0.0
2020-07-13,1.0,-0.7918205055381994,-0.26903882825496,-1.0030023938004626,-0.9934677648395343,-0.0,0.0
2020-07-14,1.0,-0.8145253682487724,-0.2621931260229132,-1.0243044189852701,-0.990671031096563,-0.0,0.0
2020-07-15,1.0,-0.8142593730792871,-0.2632247490268388,-1.02679778733866,-0.9932390903503381,-0.0,0.0
2020-07-16,1.0,-0.8112085929813053,-0.27238438832404066,-1.0240242702525417,-0.9920465726467694,-0.0,0.0
2020-07-17,1.0,-0.8188581528217354,-0.2728842122569773,-1.026388260923178,-0.9921492868593037,-0.0,0.0
2020-07-20,1.0,-0.8193588162762022,-0.2732018084669133,-1.0254418413481299,-0.9921907110563092,-0.0,0.0
2020-07-21,1.0,-0.8002955543696892,-0.28968433151348466,-1.01301260210993,-1.0018882640285702,-0.0,0.0
2020-07-22,1.0,-0.7992037105446783,-0.2910561096745064,-1.0120674793744613,-1.0022164758034724,-0.0,0.0
2020-07-23,1.0,-0.7986866406730966,-0.2923866201518572,-1.0121896162528217,-1.0010260619741433,-0.0,0.0
2020-07-24,1.0,-0.7695729170956715,-0.32733412956632757,-1.004118446521972,-1.0174210287879413,-0.0,0.0
2020-07-27,1.0,-0.770678084729713,-0.32553830952282925,-1.0021408868211947,-1.0187327596854543,-0.0,0.0
2020-07-28,1.0,-0.7666652924928886,-0.32555550974976294,-0.9956713525992498,-1.0346704044193427,-0.0,0.0
2020-07-29,1.0,-0.7642598087701945,-0.3248846027035938,-0.9945598417408507,-1.0376277612924498,-0.0,0.0
2020-07-30,1.0,-0.7671588846724963,-0.31430457020293684,-0.998762580432272,-1.0445058571192873,-0.0,0.0
2020-07-31,1.0,-0.7705986714527375,-0.31340512439658375,-0.999216074596691,-1.0427033048644634,-0.0,0.0
2020-08-03,1.0,-0.7501446878875568,-0.33464241422075236,-1.0107895824720958,-1.0383216205043406,-0.0,0.0
2020-08-04,1.0,-0.7495557300491797,-0.33376038351861803,-1.0100012398231186,-1.0394263751704758,-0.0,0.0
2020-08-05,1.0,-0.7505372788890726,-0.33311291122499587,-1.0098363365845595,-1.0394280046288642,-0.0,0.0
2020-08-06,1.0,-0.751994708338501,-0.3266774153540866,-1.0140146347513332,-1.0414237876720824,-0.0,0.0
2020-08-07,1.0,-0.7479113243444453,-0.33096203159897425,-1.017908842749607,-1.0391678385308958,-0.0,0.0
2020-08-10,1.0,-0.7381375915277376,-0.34306871302693087,-1.0133620154718075,-1.0422372068009762,-0.0,0.0
2020-08-11,1.0,-0.732692546712516,-0.3527364626921324,-1.0059245142312632,-1.0517048514728427,-0.0,0.0
