Date,FREQ,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-12,1.0,-0.7289451827242525,-0.3624584717607974,-0.9884551495016612,-1.072923588039867,-0.0,0.0
2020-08-13,1.0,-0.7239661185849526,-0.38021092841720644,-0.9663677130044843,-1.0816309583125727,-0.0,0.0
2020-08-14,1.0,-0.7224491497165723,-0.38325275091697236,-0.9647799266422141,-1.0976158719573192,-0.0,0.0
2020-08-17,1.0,-0.7224491497165723,-0.3833777925975325,-0.9647382460820274,-1.0974491497165721,-0.0,0.0
2020-08-18,1.0,-0.7226228688148735,-0.38342573679603154,-0.96569260911251,-1.0968360498561842,-0.0,0.0
2020-08-19,1.0,-0.7239639789877429,-0.3821812724089052,-0.9661469190361044,-1.0968064704410907,-0.0,0.0
2020-08-20,1.0,-0.7232481554045604,-0.38292550752428195,-0.9658176664304473,-1.0965442494476636,-0.0,0.0
2020-08-21,1.0,-0.7205134616987581,-0.3862215553888472,-0.9630741018587982,-1.0978994748687172,-0.0,0.0
2020-08-24,1.0,-0.7195198199324746,-0.3898962110791547,-0.9623608853319995,-1.0964528364803467,-0.0,0.0
2020-08-25,1.0,-0.7409462493117032,-0.3815917658520056,-1.0170697615316193,-1.0960650599347708,-0.0,0.0
2020-08-26,1.0,-0.7395264116575593,-0.38297962468759267,-1.0163934426229508,-1.097132206548905,-0.0,0.0
2020-08-27,1.0,-0.7284154393092941,-0.39546300998814965,-1.011342475029626,-1.0970882004401559,-0.0,0.0
2020-08-28,1.0,-0.729100529100529,-0.3948783068783069,-1.011936507936508,-1.0968888888888888,-0.0,0.0
2020-08-31,1.0,-0.7313002964845404,-0.3930961457009742,-1.0141889030072002,-1.0968657348581108,-0.0,0.0
2020-09-01,1.0,-0.7304351510529214,-0.39722893097750095,-1.0059319520359307,-1.1035125630269904,-0.0,0.0
2020-09-02,1.0,-0.724787855528549,-0.39635836424885934,-1.0166304208775745,-1.1263911986695663,-0.0,0.0
2020-09-03,1.0,-0.7259648224043717,-0.39566256830601093,-1.015710382513661,-1.1317879098360657,-0.0,0.0
2020-09-04,1.0,-0.684161556354409,-0.4086699090716853,-0.9854937618946924,-1.150898710086699,-0.0,0.0
2020-09-08,1.0,-0.6812898863108069,-0.41105616837834413,-0.9835171801698999,-1.1504585605004016,-0.0,0.0
2020-09-09,1.0,-0.6594544536117192,-0.43778413874389627,-0.9470870516922041,-1.1651372284896446,-0.0,0.0
2020-09-10,1.0,-0.6530029399412012,-0.44115917681646366,-0.9387232255354893,-1.1670726585468292,-0.0,0.0
2020-09-11,1.0,-0.6456428751153234,-0.4459028767927535,-0.9378092761888785,-1.1641784785708296,-0.0,0.0
2020-09-14,1.0,-0.644001677852349,-0.44421140939597314,-0.9376258389261746,-1.1687919463087248,-0.0,0.0
2020-09-15,1.0,-0.6618039418194337,-0.47512694724158705,-0.9849384628625527,-1.1814269730613651,-0.0,0.0
2020-09-16,1.0,-0.6608871488189992,-0.4777782558189562,-0.9790044314417244,-1.1846577464182764,-0.0,0.0
2020-09-17,1.0,-0.6455120429734882,-0.5101368913533183,-0.9719286085600416,-1.2044273089585862,-0.0,0.0
2020-09-18,1.0,-0.6385135135135135,-0.5088790713790714,-0.9763946638946639,-1.2074670824670823,-0.0,0.0
2020-09-21,1.0,-0.6322683844191778,-0.5100946781375644,-0.9815399247762743,-1.1992996411741819,-0.0,0.0
2020-09-22,1.0,-0.6346003983028834,-0.5116893237509741,-0.9848471729154039,-1.198242272058187,-0.0,0.0
2020-09-23,1.0,-0.6190248149760558,-0.5058772311710927,-1.0065737919024815,-1.2067914671310405,-0.015193730953417502,0.0
2020-09-24,1.0,-0.6135702184961557,-0.500673298292863,-1.001259719386647,-1.2102428217714263,-0.01807045740845315,0.0
2020-09-25,1.0,-0.6173742651861528,-0.4994556934465491,-1.00121924667973,-1.2143261484868277,-0.02207707380796865,0.0
2020-09-28,1.0,-0.6115547410219487,-0.493956451542523,-0.9890474320373521,-1.224113103809399,-0.04490116507396256,0.0
2020-09-29,1.0,-0.6170807317818626,-0.4820765838536436,-0.9889534122167402,-1.230406496965463,-0.047723005719774704,0.0
2020-09-30,1.0,-0.6172618527896621,-0.48035449227276694,-0.9910940364969876,-1.2284117698419628,-0.04850257574434646,0.0
2020-10-01,1.0,-0.6186314777593289,-0.4898627982172507,-0.9882460893122433,-1.228392903958752,-0.04439395263479857,0.0
2020-10-02,1.0,-0.622023159274634,-0.4906270482849028,-0.9880270919816474,-1.2279659165392178,-0.04103124317238366,0.0
2020-10-05,1.0,-0.6268820028011205,-0.48765756302521013,-0.9939600840336135,-1.232230392156863,-0.03602065826330532,0.0
2020-10-06,1.0,-0.6331114808652246,-0.4903231456344688,-1.006086347315877,-1.2305368245905945,-0.018565548646991854,0.0
2020-10-07,1.0,-0.6277768060171418,-0.49567080636697575,-1.0045915690047227,-1.2248994227741825,-0.019896799020465282,0.0
2020-10-08,1.0,-0.6292484232655922,-0.49658374211632794,-1.0083216538192012,-1.227750525578136,-0.017869656622284513,0.0
2020-10-09,1.0,-0.6324295913451009,-0.49590469099032014,-1.0098988217774079,-1.226402698085936,-0.015373833822434409,0.0
2020-10-12,1.0,-0.624468877305182,-0.493232292259845,-1.0082351395155287,-1.2234438652591002,-0.030969381050418326,0.0
2020-10-13,1.0,-0.6178143319625514,-0.49663137632338783,-1.0067809957126608,-1.2195730160118996,-0.03403622364161344,0.0
2020-10-14,1.0,-0.6177999039259356,-0.4925105899820953,-1.0111358574610245,-1.2173894056509018,-0.028210838901262063,0.0
2020-10-15,1.0,-0.6160624700082887,-0.4958775029446407,-1.012083933167561,-1.2114470182785848,-0.026959822012825548,0.0
2020-10-16,1.0,-0.6164913500825873,-0.48626445275145613,-1.0186473093975486,-1.206250543336521,-0.01903851169260193,0.0
2020-10-19,1.0,-0.6137906864677795,-0.4835939895737504,-1.0321110965085207,-1.2263985631050947,-0.024926621982739736,0.0
2020-10-20,1.0,-0.6115756753206952,-0.4835164835164835,-1.0316973862790595,-1.226741386103936,-0.024561096274243688,0.0
2020-10-21,1.0,-0.6116636726109627,-0.48442360776409765,-1.036848792884371,-1.2253866713403145,-0.023222188143539414,0.0
2020-10-22,1.0,-0.6136074700802245,-0.4802507562141072,-1.034062513699531,-1.2300644425934857,-0.02586471439217921,0.0
2020-10-23,1.0,-0.6057818659658345,-0.4843188786684188,-1.0346911957950067,-1.225317564607972,-0.03009198423127464,0.0
2020-10-26,1.0,-0.605115627189909,-0.4827873160476524,-1.0350385423966364,-1.2242904695164682,-0.03258584442887176,0.0
2020-10-27,1.0,-0.6011381046180784,-0.4807616546290217,-1.0483256730137887,-1.226045086452178,-0.021011162179908074,0.0
2020-10-28,1.0,-0.6044638949671772,-0.4815317286652079,-1.0457330415754922,-1.2257330415754923,-0.018905908096280087,0.0
