Date,IWF,IWM,MTUM,PEGA,SPY,VLUE,VXX
2018-09-24,-0.47901122655323897,-0.8087999442158844,-0.3038839690398159,1.0,-0.506380308207238,-0.3883969039815912,0.0
2018-09-25,-0.4793641940881204,-0.8081776352481873,-0.3046221416620189,1.0,-0.5058909648633575,-0.38768823201338537,0.0
2018-09-26,-0.4798870607919687,-0.8088050752928052,-0.3058421639709983,1.0,-0.5055075292805354,-0.38573619631901834,0.0
2018-09-27,-0.48052400529579814,-0.8063201170650129,-0.3064943209532437,1.0,-0.5052609574245698,-0.38547836387708173,0.0
2018-09-28,-0.48130336295521875,-0.8057501306847883,-0.3065690886914097,1.0,-0.5055236103850845,-0.3857814950339781,0.0
2018-10-01,-0.4845332029886181,-0.8050415473779764,-0.3058445639271,1.0,-0.5086935269883388,-0.3872634592556386,0.0
2018-10-02,-0.48425692695214106,-0.8194094598376715,-0.30181220263084246,1.0,-0.5073117828155612,-0.3856703050657711,0.0
2018-10-03,-0.48713622943905527,-0.8349852382960776,-0.3034584563475327,1.0,-0.5070293828201884,-0.3820469562772389,0.0
2018-10-04,-0.48874134963290833,-0.8311729370850458,-0.3038606105314926,1.0,-0.5091158183159449,-0.37991358415006854,0.0
2018-10-05,-0.4791389569478474,-0.8264263213160657,-0.2947147357367868,1.0,-0.5144557227861393,-0.3854392719635982,0.0
2018-10-08,-0.4775665664966106,-0.8236075197428192,-0.29173946467258366,1.0,-0.5168425466489622,-0.38451324341323645,0.0
2018-10-09,-0.48027282266526755,-0.8246239944036377,-0.29678209164043373,1.0,-0.5149702693249388,-0.3810772997551592,0.0
2018-10-10,-0.4807860414699815,-0.8239099269205217,-0.2974929193328438,1.0,-0.515087940137767,-0.37931396202664425,0.0
2018-10-11,-0.4525235243798118,-0.8222412318220702,-0.2627887082976903,1.0,-0.5031650983746792,-0.3809751924721984,0.0
2018-10-12,-0.45187696944786954,-0.8289491711193314,-0.2584943142896287,1.0,-0.5055144540347993,-0.3802918207973695,0.0
2018-10-15,-0.44715057809400016,-0.8369364438667305,-0.251659027160156,1.0,-0.5049941848532531,-0.37993432304850516,0.0
2018-10-16,-0.44584701696770657,-0.8421934865900382,-0.247707991242474,1.0,-0.5052339901477831,-0.37989189928845096,0.0
2018-10-17,-0.43633104474583156,-0.8194608854466128,-0.24040315216288433,1.0,-0.5023167720769778,-0.3836371630534042,0.0
2018-10-18,-0.43475906876015163,-0.817203573362209,-0.24184488359501896,1.0,-0.5056510557661072,-0.3843733080671359,0.0
2018-10-19,-0.4309554311914234,-0.8157912480614928,-0.23761041062639068,1.0,-0.5057312386218057,-0.3812285078551682,0.0
2018-10-22,-0.4299888630150855,-0.8199520772164287,-0.24207755391313152,1.0,-0.5032229759373629,-0.37960244338699334,0.0
2018-10-23,-0.4351206978159443,-0.8211508553654744,-0.25096355399283254,1.0,-0.49685577118128343,-0.37676651565352626,0.0
2018-10-24,-0.4352145995268672,-0.8215613382899629,-0.24930719837783036,1.0,-0.4970598175059141,-0.37637715444406894,0.0
2018-10-25,-0.41620638333057713,-0.7932859269059037,-0.2484868529849512,1.0,-0.4965437406978667,-0.3529022655862411,0.0
2018-10-26,-0.41020247173284247,-0.7861227977912174,-0.24198001577701816,1.0,-0.49940836181961606,-0.34913226400210357,0.0
2018-10-29,-0.40017028522775655,-0.7947080590758753,-0.23365098077741756,1.0,-0.49385990765301113,-0.352326685660019,0.0
2018-10-30,-0.4021094696845622,-0.7946542631596187,-0.23485865897998623,1.0,-0.49362900848373675,-0.35028988830292507,0.0
2018-10-31,-0.40631716053402805,-0.7755128622598503,-0.2366330185607294,1.0,-0.49202214262455235,-0.3457831325301205,0.0
2018-11-01,-0.41492976151584454,-0.7681476641620386,-0.24416857236197323,1.0,-0.49310682783404114,-0.3465860829794185,0.0
2018-11-02,-0.42455193052076895,-0.7403636600201673,-0.23709462316624924,1.0,-0.5063916989233322,-0.34437107634258207,0.0
2018-11-05,-0.4200234268237132,-0.7547016333702089,-0.23654584499251644,1.0,-0.5083620745753887,-0.33409253595366695,0.0
2018-11-06,-0.43123451961934556,-0.7644700821274931,-0.23034806413766135,1.0,-0.5056055273106504,-0.32733672272193975,0.0
2018-11-07,-0.42779877492506185,-0.7647269646813502,-0.2361527433858986,1.0,-0.5028997784438941,-0.3265671836309136,0.0
2018-11-08,-0.4255651325418768,-0.7654252724020166,-0.23376158724995935,1.0,-0.5017726459586924,-0.32603675394373066,0.0
2018-11-09,-0.42485934501935024,-0.7650655305863605,-0.23431656314026475,1.0,-0.5020000650427656,-0.3258642557481544,0.0
2018-11-12,-0.42504150795976176,-0.7682390858482273,-0.23368167464270598,1.0,-0.502034703909887,-0.3264967281961129,0.0
2018-11-13,-0.4246258945998699,-0.7719908913467795,-0.23035133376707873,1.0,-0.5028952504879636,-0.32319453480806765,0.0
2018-11-14,-0.42457464458830796,-0.772081069650932,-0.23032629558541268,1.0,-0.5029441426201242,-0.3232701128859104,0.0
2018-11-15,-0.4268173527879104,-0.7783025013027619,-0.226029181865555,1.0,-0.5131253256904638,-0.31266284523189164,0.0
2018-11-16,-0.42872083142689066,-0.7844303549251586,-0.22704098307078896,1.0,-0.5157199816981503,-0.31227531211190274,0.0
2018-11-19,-0.42875816993464055,-0.7841176470588235,-0.2276797385620915,1.0,-0.5152941176470588,-0.31209150326797386,0.0
2018-11-20,-0.42991631799163177,-0.7868723849372384,-0.22685669456066945,1.0,-0.5157884414225942,-0.30939461297071125,0.0
2018-11-21,-0.43448074489829025,-0.7816241118645167,-0.2341757778282451,1.0,-0.511501151737339,-0.28258118937157317,0.0
2018-11-23,-0.4339371941536766,-0.7697443043717795,-0.23793628674206824,1.0,-0.5156366464659559,-0.2835013125060764,0.0
2018-11-26,-0.4340632603406326,-0.7795944849959447,-0.2347445255474452,1.0,-0.5142903487429035,-0.2814274128142741,0.0
2018-11-27,-0.4322856034148234,-0.7821756564480662,-0.22862501616867156,1.0,-0.512417539774932,-0.27823050058207216,0.0
2018-11-28,-0.4318247986284087,-0.7865299388606735,-0.2276065085886197,1.0,-0.5111118299744444,-0.2778442726361078,0.0
2018-11-29,-0.42109322278993533,-0.7805520742954465,-0.21874096211317845,1.0,-0.5111989459815547,-0.28188566470644943,0.0
2018-11-30,-0.4211253574986342,-0.7808412866737363,-0.21854815386098525,1.0,-0.5112953501076513,-0.2816285870368585,0.0
2018-12-03,-0.4210272718512094,-0.7812469885323312,-0.2166329382287752,1.0,-0.5116443416530148,-0.2816806398766503,0.0
2018-12-04,-0.4120701259575013,-0.7856799461555719,-0.21992884843434504,1.0,-0.5077080862792859,-0.2796384731258613,0.0
2018-12-06,-0.3985122877499137,-0.742945921345846,-0.25121622045761277,1.0,-0.4967201280562443,-0.24923888139104233,0.0
2018-12-07,-0.39623649158079915,-0.7450678562452877,-0.24808368936918823,1.0,-0.49896330736365924,-0.25314149283739634,0.0
2018-12-10,-0.3871541872228814,-0.7480172359957534,-0.24620620745644167,1.0,-0.49853244239055766,-0.24255292574782988,0.0
2018-12-11,-0.38686610042468145,-0.748032725455908,-0.24609667749188108,1.0,-0.49843867099675243,-0.2432550587059705,0.0
2018-12-12,-0.3870534599050712,-0.7477829128153883,-0.24634649013240068,1.0,-0.49843867099675243,-0.24303647264551584,0.0
2018-12-13,-0.3861707438841737,-0.7452259111333001,-0.24769096355466802,1.0,-0.4994383424862706,-0.24179355966050925,0.0
2018-12-14,-0.38641963756589004,-0.7406506347275507,-0.2500233929072705,1.0,-0.5004834534169239,-0.2414771841177755,0.0
2018-12-17,-0.38093016021154147,-0.7416394462591382,-0.24517032197853478,1.0,-0.4946025820500855,-0.24859231606781768,0.0
2018-12-18,-0.3805304231570438,-0.7426546031153809,-0.24413145539906103,1.0,-0.4948543357273886,-0.24696079345832164,0.0
2018-12-19,-0.3781951613906338,-0.7433298090677282,-0.2443559922880776,1.0,-0.49614403880838365,-0.2476522171776852,0.0
2018-12-20,-0.36806264896152535,-0.7284489429535395,-0.2608722567864549,1.0,-0.49729160862970867,-0.2406289658587922,0.0
2018-12-21,-0.367355129511284,-0.7292766509215524,-0.2604427155691396,1.0,-0.4975147417492513,-0.23268809237133775,0.0
2018-12-24,-0.35418778218004243,-0.7169446236063761,-0.2672993642310882,1.0,-0.49236770171074057,-0.24051721490217762,0.0
2018-12-26,-0.36473289453543545,-0.7417725394152762,-0.252839430583193,1.0,-0.4716056941680698,-0.23039951017909074,0.0
2018-12-27,-0.33448656387008263,-0.7195263801485282,-0.2554206806048495,1.0,-0.4320737272212115,-0.24101524053804174,0.0
2018-12-28,-0.3337407948480964,-0.7204615247011121,-0.25518022718463973,1.0,-0.4318297009630005,-0.24021347008139293,0.0
2018-12-31,-0.33468499358955245,-0.7191627657354125,-0.25486746772414204,1.0,-0.4320939801425206,-0.2407942991740958,0.0
2019-01-02,-0.33447556615017876,-0.7194278903456496,-0.2519964243146603,1.0,-0.4318533969010727,-0.24198450536352803,0.0
2019-01-03,-0.33558605495846855,-0.7160379886272291,-0.2600256036202328,1.0,-0.4329691267974634,-0.23257614099854115,0.0
2019-01-04,-0.3156630792493107,-0.724687953986184,-0.25891665925464735,1.0,-0.4267544249755404,-0.2387856147528833,0.0
2019-01-07,-0.2970253590336073,-0.7061920500745853,-0.2791541138962824,1.0,-0.41911141010266456,-0.22349293632454884,0.0
2019-01-08,-0.2969422092172641,-0.7075347476225311,-0.2787125091441112,1.0,-0.418814923189466,-0.2241111923920995,0.0
