Date,IWF,IWM,MTUM,MUC,SPY,VLUE,VXX
2018-09-24,-0.1032276246207914,-0.24133415115295986,-0.0,1.0,-0.17091325033569282,-0.14226746017273675,0.0
2018-09-25,-0.10261429234954547,-0.24188839493066153,-0.0,1.0,-0.17133899542167075,-0.1429732599031252,0.0
2018-09-26,-0.10212716532820071,-0.24160416804937943,-0.0,1.0,-0.17148403796376185,-0.14403995486825513,0.0
2018-09-27,-0.10355520180413225,-0.238798792823268,-0.0,1.0,-0.17172420654661227,-0.14413159552946636,0.0
2018-09-28,-0.10531648092477867,-0.2384028965769237,-0.0,1.0,-0.17244930159942867,-0.1447125844973343,0.0
2018-10-01,-0.10577641918495508,-0.23800109647301182,-0.0,1.0,-0.17277756549764922,-0.14476766401408803,0.0
2018-10-02,-0.10638085742771684,-0.23610834164174144,-0.0,1.0,-0.17357926221335993,-0.14561316051844467,0.0
2018-10-03,-0.10632393991758607,-0.2352784793300545,-0.0,1.0,-0.17385019274225708,-0.14613518543134388,0.0
2018-10-04,-0.10783466790710036,-0.23294680532943485,-0.0,1.0,-0.17578163936604976,-0.14471542014154234,0.0
2018-10-05,-0.10374630244740801,-0.22955398013649964,-0.0,1.0,-0.1750202435840233,-0.14421694511923058,0.0
2018-10-08,-0.10322910819823689,-0.22886056724007003,-0.0,1.0,-0.17497606233697627,-0.14380757420675538,0.0
2018-10-09,-0.10682389521037311,-0.23035194495898387,-0.0,1.0,-0.17464937814236572,-0.14206800740936756,0.0
2018-10-10,-0.10841520293738215,-0.22969799212728656,-0.0,1.0,-0.1756805927690119,-0.1401376070920578,0.0
2018-10-11,-0.0852128309899939,-0.22090666323477368,-0.0,1.0,-0.1638299925999807,-0.1387664489559538,0.0
2018-10-12,-0.08880676320840009,-0.2157120878075087,-0.0,1.0,-0.1540120862213904,-0.12758735546497058,0.0
2018-10-15,-0.07476931355945617,-0.2290087209762429,-0.0,1.0,-0.1511688640572324,-0.12780741045567498,0.0
2018-10-16,-0.07432496597132095,-0.22970149726187838,-0.0,1.0,-0.1510240258301415,-0.1276787692697287,0.0
2018-10-17,-0.06927186976073706,-0.21956722708826248,-0.0,1.0,-0.14910452672317887,-0.12893875056799486,0.0
2018-10-18,-0.06881963051755746,-0.21866528776696595,-0.0,1.0,-0.15030006737805357,-0.1291464924238863,0.0
2018-10-19,-0.06458634575617644,-0.21403361475193183,-0.0,1.0,-0.14908966525179967,-0.12707371301522147,0.0
2018-10-22,-0.0643866309827597,-0.2089998132818821,-0.0,1.0,-0.15243978340698325,-0.13014252816331612,0.0
2018-10-23,-0.06614180579110329,-0.2091300897761043,-0.0,1.0,-0.15114126122201305,-0.1294985296634563,0.0
2018-10-24,-0.06552715406728304,-0.206168906844845,-0.0,1.0,-0.15145676326625748,-0.1307279931629244,0.0
2018-10-25,-0.055328708693210285,-0.19045522852502314,-0.0,1.0,-0.15247650996523932,-0.11967394769198074,0.0
2018-10-26,-0.04870071144338598,-0.18616604365127215,-0.0,1.0,-0.15550765706017122,-0.11692089714216809,0.0
2018-10-29,-0.042789247215100676,-0.1874990629544671,-0.0,1.0,-0.15165144904721212,-0.11734808617820358,0.0
2018-10-30,-0.0402164463231106,-0.18751686302725065,-0.0,1.0,-0.1517522558983122,-0.11946517972239709,0.0
2018-10-31,-0.04218169889811681,-0.180073657685598,-0.0,1.0,-0.1510728077892257,-0.11771810279272966,0.0
2018-11-01,-0.038121201287093315,-0.18305327136217375,-0.0,1.0,-0.15081635085210343,-0.11770051245381957,0.0
2018-11-02,-0.03888575081011981,-0.17916282664922556,-0.0,1.0,-0.151603888575081,-0.11682076285043255,0.0
2018-11-05,-0.03840152179405252,-0.18041581833583498,-0.0,1.0,-0.1516443995303839,-0.11566526475352583,0.0
2018-11-06,-0.0396486900179816,-0.18139127074943157,-0.0,1.0,-0.1507333818787059,-0.11430949161106241,0.0
2018-11-07,-0.039465866555760204,-0.18140633355118532,-0.0,1.0,-0.1503030122987345,-0.1141791931554869,0.0
2018-11-08,-0.03660070744594254,-0.18078351858155609,-0.0,1.0,-0.14865244868056893,-0.11397575739636212,0.0
2018-11-09,-0.03609445554815308,-0.1809608409208676,-0.0,1.0,-0.14944111333185284,-0.1139980753571693,0.0
2018-11-12,-0.03604148532817963,-0.17455704232624697,-0.0,1.0,-0.15192599914432822,-0.11277163890651047,0.0
2018-11-13,-0.028145138899036987,-0.17163273954786573,-0.0,1.0,-0.15152489368853297,-0.11002323508351478,0.0
2018-11-14,-0.028434910939988605,-0.17138390052164765,-0.0,1.0,-0.1515262211961366,-0.10986746935137426,0.0
2018-11-15,-0.028287160634309305,-0.17153194158752388,-0.0,1.0,-0.152523086349512,-0.10651086116095526,0.0
2018-11-16,-0.027445953033040028,-0.16929374745061473,-0.0,1.0,-0.15217644659402133,-0.1078608472699726,0.0
2018-11-19,-0.027693204166363172,-0.16921844271250638,-0.0,1.0,-0.15204312040206863,-0.10781557287493627,0.0
2018-11-20,-0.01810859361418555,-0.166265863128006,-0.0,1.0,-0.15237295010720286,-0.1119400822854494,0.0
2018-11-21,-0.02054312042667587,-0.16355429047886028,-0.0,1.0,-0.15090352352611378,-0.10257184341800722,0.0
2018-11-23,-0.020972491560726853,-0.15982187746893628,-0.0,1.0,-0.1526251526251526,-0.1030668677727501,0.0
2018-11-26,-0.020721445187972084,-0.1612481691030759,-0.0,1.0,-0.15181366495304288,-0.10221430827996209,0.0
2018-11-27,-0.017605331655273018,-0.16238093876033297,-0.0,1.0,-0.14996710620405596,-0.10021166442607476,0.0
2018-11-28,-0.017538087404334456,-0.16306415850082254,-0.0,1.0,-0.14974608397110364,-0.10016450897646807,0.0
2018-11-29,-0.015268918475391354,-0.16183626582188165,-0.0,1.0,-0.1493071906617007,-0.10058935171311557,0.0
2018-11-30,-0.015497017608950028,-0.16214789234852592,-0.0,1.0,-0.15018978852136192,-0.09913239533091699,0.0
2018-12-03,-0.015938530970165243,-0.16228452277239036,-0.0,1.0,-0.1504877247604222,-0.09947300018566389,0.0
2018-12-04,-0.015278827909896289,-0.16231793086722685,-0.0,1.0,-0.14997788778407065,-0.09901992952622794,0.0
2018-12-06,-0.015417857391789224,-0.13837039102251342,-0.0,1.0,-0.15172509932390046,-0.08849236774238516,0.0
2018-12-07,-0.013528968729950628,-0.13887416664342103,-0.0,1.0,-0.15223576668805266,-0.09008619487293927,0.0
2018-12-10,-0.0061245368578222645,-0.1396753857213958,-0.0,1.0,-0.15236686390532544,-0.08436100204612067,0.0
2018-12-11,-0.010902349262569524,-0.13835468607321733,-0.0,1.0,-0.15421013309720802,-0.08007969229917818,0.0
2018-12-12,-0.009137928643731714,-0.13978673544379272,-0.0,1.0,-0.1548039990570878,-0.08292080924053968,0.0
2018-12-13,-0.009064700338193713,-0.13893663026002107,-0.0,1.0,-0.1555413871486389,-0.08249708931640518,0.0
2018-12-14,-0.007459783846859111,-0.14462534381685327,-0.0,1.0,-0.1536965521073542,-0.08337732336843275,0.0
2018-12-17,-0.00598910315952919,-0.14415438577033454,-0.0,1.0,-0.15220917497331243,-0.08401380821006225,0.0
2018-12-18,-0.00610449790504731,-0.14506506839812425,-0.0,1.0,-0.15276506007380894,-0.08345126113377176,0.0
2018-12-19,-0.007729240674955596,-0.1446908303730018,-0.0,1.0,-0.15201765097690942,-0.08321769538188278,0.0
2018-12-20,-0.007517756025972947,-0.14214512176549585,-0.0,1.0,-0.15269490094006563,-0.08214152210331031,0.0
2018-12-21,-0.007062284073092559,-0.14253603984848695,-0.0,1.0,-0.1531086537260833,-0.08477515851983407,0.0
2018-12-24,-0.0023460572437967483,-0.13665093428279648,-0.0,1.0,-0.15154149761254174,-0.08950898401921006,0.0
2018-12-26,-0.0033707865168539327,-0.13869553302274595,-0.0,1.0,-0.1435324746505892,-0.08463962729514936,0.0
2018-12-27,-0.0,-0.1292174776297608,-0.0,1.0,-0.12446841335640788,-0.08785768905702902,0.0
2018-12-28,-0.0,-0.12951193349423437,-0.0,1.0,-0.12405470635559132,-0.08727540895682488,0.0
2018-12-31,-0.0,-0.1324264073914912,-0.0,1.0,-0.12371078642028363,-0.08679361839278042,0.0
2019-01-02,-0.0,-0.13248270767577733,-0.0,1.0,-0.12386004969444629,-0.08675038613927874,0.0
2019-01-03,-0.0,-0.1382935265121599,-0.0,1.0,-0.11619325145020289,-0.10719246166834608,0.0
2019-01-04,-0.0,-0.1388143449621859,-0.0,1.0,-0.10894256051611503,-0.1075872163942425,0.0
2019-01-07,-0.0,-0.13320795271359484,-0.0,1.0,-0.10677055346587856,-0.1033987103707684,0.0
2019-01-08,-0.0,-0.13461874605031396,-0.0,1.0,-0.10611377784948839,-0.10384144783725276,0.0
2019-01-09,-0.0,-0.1311752854264607,-0.0,1.0,-0.10600402955003357,-0.10600402955003357,0.0
2019-01-10,-0.0,-0.1318852657329498,-0.0,1.0,-0.10574208984112476,-0.10649479824726471,0.0
