Date,BOMN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.644106034968979,-3.4618161308516635,-0.29926677946982516,-2.541455160744501,-2.3336717428087987,0.0
2018-09-25,1.0,-1.664097041151797,-3.4713751275365605,-0.31742432830744816,-2.5490307221403468,-2.3346559347012814,0.0
2018-09-26,1.0,-1.664096166931277,-3.4725561351780447,-0.3157178498525743,-2.5505783624404628,-2.337604899070084,0.0
2018-09-27,1.0,-1.689788933257273,-3.463890473474044,-0.3283513976041072,-2.5715915573302905,-2.355390758699372,0.0
2018-09-28,1.0,-1.686007995431182,-3.472644203312393,-0.33066818960593947,-2.5740719588806398,-2.3586521987435747,0.0
2018-10-01,1.0,-1.6864000000000001,-3.474742857142857,-0.33257142857142863,-2.574742857142857,-2.360114285714286,0.0
2018-10-02,1.0,-1.6872498570611776,-3.480503144654088,-0.3331046312178388,-2.574271012006861,-2.359862778730703,0.0
2018-10-03,1.0,-1.6862139917695473,-3.4558756287151344,-0.3303612254229538,-2.5832190214906263,-2.375514403292181,0.0
2018-10-04,1.0,-1.6937749857224442,-3.438263849229012,-0.3329525985151342,-2.5917761279268987,-2.3652769845802397,0.0
2018-10-05,1.0,-1.65125284738041,-3.4244874715261955,-0.2791571753986333,-2.6277904328018225,-2.4068337129840547,0.0
2018-10-08,1.0,-1.655570807595516,-3.4339967970716088,-0.2638984214138641,-2.661862274079158,-2.423701670098376,0.0
2018-10-09,1.0,-1.6533226581265015,-3.4350909298867665,-0.2581493766441725,-2.6643028708681236,-2.42685577033055,0.0
2018-10-10,1.0,-1.6529539481202147,-3.4319506342132327,-0.25757056336418693,-2.6632384870300534,-2.421437549994286,0.0
2018-10-11,1.0,-1.4191105897408551,-3.326437026767622,-0.0,-2.5336461554868293,-2.385304468380079,0.0
2018-10-12,1.0,-1.391492876316333,-3.2468511253355357,-0.0,-2.422465413999587,-2.263369812099938,0.0
2018-10-15,1.0,-1.3149290561381863,-3.308451573103023,-0.0,-2.4011926794159986,-2.257145794776887,0.0
2018-10-16,1.0,-1.3053584284685797,-3.3261339092872575,-0.0,-2.3985395454077962,-2.2548596112311015,0.0
2018-10-17,1.0,-1.2006108976253818,-3.1328209675830134,-0.0,-2.312937235195586,-2.2067198738791998,0.0
2018-10-18,1.0,-1.2041765637371338,-3.1388558986539983,-0.0,-2.33382818685669,-2.2203087885985746,0.0
2018-10-19,1.0,-1.1394193296960249,-3.0861262665627436,-0.0,-2.319271239282931,-2.197876071706937,0.0
2018-10-22,1.0,-1.1388537510946775,-3.066945606694561,-0.0,-2.3231487788265057,-2.201517952709935,0.0
2018-10-23,1.0,-1.1563842249121437,-3.077704021866458,-0.0,-2.3227254978524012,-2.2049980476376416,0.0
2018-10-24,1.0,-1.1585461689587426,-3.106777996070727,-0.0,-2.3395874263261294,-2.218369351669941,0.0
2018-10-25,1.0,-1.0003673094582186,-2.876216712580349,-0.0,-2.2654729109274565,-2.0406795224977046,0.0
2018-10-26,1.0,-0.9388302629225541,-2.7958325880879986,-0.0,-2.230012520121624,-1.978179216598104,0.0
2018-10-29,1.0,-0.873527311674402,-2.8388968225633704,-0.0,-2.2096572652624062,-2.003302392002856,0.0
2018-10-30,1.0,-0.858174362631485,-2.836334462471029,-0.0,-2.2075236227491533,-2.0122125155999284,0.0
2018-10-31,1.0,-0.8668490249713227,-2.768110826789023,-0.0,-2.1970352069178505,-1.9918821141798289,0.0
2018-11-01,1.0,-0.8270888302550572,-2.791820580474934,-0.0,-2.1890061565523307,-1.9872471416007038,0.0
2018-11-02,1.0,-0.8472185720543145,-2.7066141042487954,-0.0,-2.2261060008760403,-1.9804643013578624,0.0
2018-11-05,1.0,-0.8448607949571003,-2.709157765715286,-0.0,-2.2248292768341797,-1.9760987567851513,0.0
2018-11-06,1.0,-0.8547539835405358,-2.7169497461040097,-0.0,-2.2179127998599193,-1.9653300647872527,0.0
2018-11-07,1.0,-0.8517093643437964,-2.716009443035761,-0.0,-2.212992917723179,-1.9628399055696424,0.0
2018-11-08,1.0,-0.7637467476149176,-2.7309627059843886,-0.0,-2.191673894189072,-1.9866435385949697,0.0
2018-11-09,1.0,-0.7654654916673937,-2.747142483203909,-0.0,-2.2121978884914055,-2.0004362621062732,0.0
2018-11-12,1.0,-0.756046993780235,-2.6954042847270214,-0.0,-2.2084485141672423,-1.9786627505183139,0.0
2018-11-13,1.0,-0.683855125844076,-2.757870735771288,-0.0,-2.2929053757783042,-2.034990791896869,0.0
2018-11-14,1.0,-0.6843637005026898,-2.7761707381603316,-0.0,-2.308140047623247,-2.0503571743539992,0.0
2018-11-15,1.0,-0.6797742902486333,-2.7781696349850113,-0.0,-2.309469229412802,-2.049374008111444,0.0
2018-11-16,1.0,-0.6764370337867486,-2.7594559017112767,-0.0,-2.2968845985081177,-2.0430013163668277,0.0
2018-11-19,1.0,-0.7083481666073335,-2.7911178355286577,-0.0,-2.325916696333215,-2.0746707013171948,0.0
2018-11-20,1.0,-0.6302462104617541,-2.752124769999124,-0.0,-2.303250679050206,-2.0763164812056427,0.0
2018-11-21,1.0,-0.6601668862538428,-2.7713658322353973,-0.0,-2.335792709705753,-2.016161616161616,0.0
2018-11-23,1.0,-0.6600683191731629,-2.7527371463606904,-0.0,-2.334326005080144,-2.0118244722781817,0.0
2018-11-26,1.0,-0.6578003324875317,-2.7572841018461807,-0.0,-2.3285501793682735,-2.00603727360224,0.0
2018-11-27,1.0,-0.6324285967713322,-2.8305836437821537,-0.0,-2.3684583998580804,-2.0384069540535745,0.0
2018-11-28,1.0,-0.6351459238889382,-2.8242703805553093,-0.0,-2.370974895768651,-2.040361926727579,0.0
2018-11-29,1.0,-0.5511491273544151,-2.7527216174183518,-0.0,-2.3209780542595473,-2.015206497321583,0.0
2018-11-30,1.0,-0.5511015118790497,-2.753952483801296,-0.0,-2.32354211663067,-2.0107127429805614,0.0
2018-12-03,1.0,-0.5449257748068409,-2.772636513586249,-0.0,-2.339699626703707,-2.0240472263217293,0.0
2018-12-04,1.0,-0.5179679986010317,-2.820757191571216,-0.0,-2.357961003759727,-2.046778001224097,0.0
2018-12-06,1.0,-0.4879951980792317,-2.661807580174927,-0.0,-2.4225690276110443,-2.0024009603841537,0.0
2018-12-07,1.0,-0.4913830060876275,-2.6616650947440625,-0.0,-2.4227900197204835,-1.9982851753408213,0.0
2018-12-10,1.0,-0.40423735966911456,-2.6719000590866884,-0.0,-2.419515489153372,-1.9453026082552545,0.0
2018-12-11,1.0,-0.43605193923449037,-2.675125180344564,-0.0,-2.443095985742171,-1.93252991598065,0.0
2018-12-12,1.0,-0.4337697670464207,-2.6804965141982655,-0.0,-2.447032817548036,-1.9406563509607209,0.0
2018-12-13,1.0,-0.4328827680013602,-2.6697271104310123,-0.0,-2.4614469098019214,-1.9372609028309105,0.0
2018-12-14,1.0,-0.4457103987756143,-2.6375308222089955,-0.0,-2.4804013264178213,-1.939035796275827,0.0
2018-12-17,1.0,-0.3933954276037257,-2.640558848433531,-0.0,-2.449364944961897,-1.9840812870448772,0.0
2018-12-18,1.0,-0.3524357691024358,-2.595261928595262,-0.0,-2.422505839172506,-1.9714714714714714,0.0
2018-12-19,1.0,-0.35822763684913217,-2.5942923898531376,-0.0,-2.420811081441922,-1.971128170894526,0.0
2018-12-20,1.0,-0.3509961147391915,-2.5471604530048775,-0.0,-2.4213441349094817,-1.9470943209060099,0.0
2018-12-21,1.0,-0.33385348226018396,-2.5510019710906704,-0.0,-2.430190538764783,-1.8978318002628123,0.0
2018-12-24,1.0,-0.28820537660450474,-2.4885767336723985,-0.0,-2.3937999515621216,-1.9023169451844675,0.0
2018-12-26,1.0,-0.2829751537908444,-2.5191339777902053,-0.0,-2.327634417192618,-1.8594711192777822,0.0
2018-12-27,1.0,-0.13817610533403157,-2.3840053863993416,-0.0,-2.11700456347722,-1.8419241415426049,0.0
2018-12-28,1.0,-0.13285042192517363,-2.3867522963184227,-0.0,-2.112612948995594,-1.8354865207975506,0.0
2018-12-31,1.0,-0.13172444710101616,-2.391138673042439,-0.0,-2.1130454273759716,-1.835774058577406,0.0
2019-01-02,1.0,-0.12108294069254356,-2.3960062822526362,-0.0,-2.1147258993343807,-1.8470570637947799,0.0
2019-01-03,1.0,-0.10325468477353766,-2.4341097033608983,-0.0,-2.1343600637280935,-1.9149533419315683,0.0
2019-01-04,1.0,-0.035663444968906874,-2.4415224394995128,-0.0,-2.0988237057016557,-1.9163107814490146,0.0
2019-01-07,1.0,-0.0,-2.366102191921413,-0.0,-2.0946411553405175,-1.870097500183271,0.0
2019-01-08,1.0,-0.0,-2.3291343196133005,-0.0,-2.12626336604658,-1.8684634539329137,0.0
2019-01-09,1.0,-0.0,-2.299904908199839,-0.0,-2.1274961597542243,-1.8873527905785972,0.0
2019-01-10,1.0,-0.0,-2.294762217839141,-0.0,-2.126963255168383,-1.8834100372561908,0.0
2019-01-11,1.0,-0.0,-2.216921626912202,-0.0,-2.121365910244327,-1.9117668382512867,0.0
